"location_account","business_name","dba_name","city","zip_code","primary_naics_description","location_start_date"
"0003327524-0001-9","HEALTH 1ST MEDICAL GROUP",,"GRANADA HILLS","91344-","Offices of physicians (except mental health specialists)","2022-08-01T00:00:00.000"
"0003309896-0001-0","MOTHER S MARKET & KITCHEN INC","MOTHER'S CALIFORNIA MARKET","Los Angeles","90038-2084",,"2022-08-01T00:00:00.000"
"0003324333-0001-0","DTJV BBQ INC","DICKEY'S BBQ PIT","Los Angeles","90013-1975","Full-service restaurants","2022-08-01T00:00:00.000"
"0003312822-0001-1","K-B BLINDS INC","KB BLINDS","HESPERIA","92345-7285","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003327703-0001-3","KAILA TAYLOR LLC",,"North Hollywood","91602-1346","All other professional, scientific, & technical services","2022-08-01T00:00:00.000"
"0003326083-0001-8","BEAUX SANTE ADVANCED NURSING PROFESSIONAL CORPORATION",,"North Hollywood","91605-5032","Offices of all other miscellaneous health practitioners","2022-08-01T00:00:00.000"
"0003317296-0001-2","ORG LLC","MERCEDES & BMW AUTOMOTIVE SHOP REPAIR MOBILE SERVICES","Inglewood","90304-1145","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003325200-0001-4","JOSE NEIL JUAREZ ASUNCION","TICO RENTACAR","LOS ANGELES","90006-4288","Automotive equipment rental & leasing","2022-08-01T00:00:00.000"
"0003325337-0001-5","RADIANCE BEAUTY & WELLNESS INC","SAAVY NATURALS","Chatsworth","91311-6125",,"2022-08-01T00:00:00.000"
"0003324447-0001-0","ANGELA KNOX","ANGELA KNOX HAIR","Los Angeles","90014-2965",,"2022-08-01T00:00:00.000"
"0003326200-0001-1","SUN MASSAGE",,"Los Angeles","90006-1686","All other personal services","2022-08-01T00:00:00.000"
"0003324201-0001-1","LOUISSE FRANCES GERONIMO FLORES","PARUPARO ART STUDIO","Los Angeles","90012-3043","Jewelry stores","2022-08-01T00:00:00.000"
"0003326067-0001-9","PRETTIFYZ LLC","PRETTIFYZ LLC","WINNETKA","91306-1801","Sporting & recreational goods & supplies","2022-08-01T00:00:00.000"
"0003326875-0001-9","MELANIE EHRLICH",,"North Hollywood","91606-3428","Educational services (including schools, colleges, & universities)","2022-08-01T00:00:00.000"
"0003325986-0001-8","ELYSIAN ONE INC","LOS ANGELES DODGERS TRAINING ACADEMY","Tacoma","98409-8128","All other personal services","2022-08-01T00:00:00.000"
"0003326267-0001-5","KYANI MERCHANDISE LLC",,"Los Angeles","90010-1404","Apparel, piece goods, & notions","2022-08-01T00:00:00.000"
"0003327688-0001-7","100 LAB, INC",,"LOS ANGELES","90006-1207","Unclassified establishments (unable to classify)","2022-08-01T00:00:00.000"
"0003324800-0001-6","JOSE JESUS DELGADO","SPAIN TIRES & AUTO SERVICE","Los Angeles","90003-2728","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003326241-0001-1","L&R BRAMBILA INC","FRANKIES ITALIAN KITCHEN NOHO","North Hollywood","91601-4115","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326187-0001-4","ANTHONY CAMINITI","PARAMOUNT SERVICE GROUP","Los Angeles","90068-2534","Janitorial services","2022-08-01T00:00:00.000"
"0003323253-0001-1","JUAN FERNANDO GALLO","GALLO LANDSCAPING","SYLMAR","91342-3428","Landscaping services","2022-08-01T00:00:00.000"
"0003327380-0001-6","DIA FI LLC",,"Los Angeles","90028-7315","Independent artists, writers, & performers","2022-08-01T00:00:00.000"
"0003326991-0001-6","GLS AUTO GROUP INC",,"Santa Clarita","91350-2937",,"2022-08-01T00:00:00.000"
"0003326922-0001-5","ATSUKO KAWAUCHI","CIRCLE DE CIRCLE","Los Angeles","90017-4687","All other personal services","2022-08-01T00:00:00.000"
"0003326468-0001-6","8668 GREGORY WAY LLC",,"Los Angeles","90035-1728","Lessors of real estate (including mini warehouses & self-storage units)","2022-08-01T00:00:00.000"
"0003325665-0001-1","LCB2 LLC","LOVE COFFEE BAR","Los Angeles","90066-2706","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326194-0001-4","BETHEL CONSTRUCTION","BETHEL","BALDWIN PARK","91706-1519","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003326223-0002-1","WMX RESTAURANT GROUP LLC","WILLIE MAE'S","VENICE","90291-2828","Full-service restaurants","2022-08-01T00:00:00.000"
"0003324298-0001-6","THE XCCELERATION STATION LLC","THE CHAD ALLEN METHOD","Los Angeles","90025-3114","Other personal care services (including diet & weight reducing centers)","2022-08-01T00:00:00.000"
"0003326866-0001-0","ALL THAT SMOKE LLC",,"Pacoima","91331-1946","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003325993-0001-8","MCDWELL INC",,"Los Angeles","90006-5013","All other personal services","2022-08-01T00:00:00.000"
"0003318146-0001-3","TIJAHNNI NEWTON","TIJAHNNI LOS ANGELES","Inglewood","90305-4923",,"2022-08-01T00:00:00.000"
"0003325450-0001-9","LINCOLN HEIGHTS BODEGA LLC",,"LOS ANGELES","90031-2610","General merchandise stores","2022-08-01T00:00:00.000"
"0003325472-0001-5","MATTHEW J CUNNINGHAM",,"Los Angeles","90012-2607","Offices of mental health practitioners (except physicians)","2022-08-01T00:00:00.000"
"0003327339-0001-9","MDR MOBILE I CONNECT LLC",,"Los Angeles","90047-5020","Radio, television, & other electronics stores","2022-08-01T00:00:00.000"
"0002580061-0002-1","VN PARTNERSHIP",,"SHERMAN OAKS","91403-1711","Home furnishings stores","2022-08-01T00:00:00.000"
"0003325341-0001-1","EDUARDO A RAMOS","DETAIL MOBILE CAR WASH","CASTAIC","91384-2530","Other automotive repair & maintenance (including oil change & lubrication shops & car washes)","2022-08-01T00:00:00.000"
"0003323222-0001-6","SYC AUTO SALES LLC",,"HARBOR CITY","90710-2314","Used car dealers","2022-08-01T00:00:00.000"
"0003322069-0001-9","WHOLE CARE SOLUTIONS LLC",,"BURBANK","91502-1118","Individual & family services","2022-08-01T00:00:00.000"
"0003326273-0001-1","LIEN PHUNG",,"CANOGA PARK","91304-4802","Nail salons","2022-08-01T00:00:00.000"
"0000382771-0019-1","BON APPETIT MANAGEMENT COMPANY","BON APPETIT@PEPPERDINE UNIVERSITY","LOS ANGELES","90045-9200","Limited-service eating places","2022-08-01T00:00:00.000"
"0003327235-0001-2","ANAHID HAKOPIAN","ASHE","Los Angeles","90042-4230","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003326314-0001-1","SAMARA COSTA","MINAS DESIGN","Pacific Palisades","90272-3714","Architectural services","2022-08-01T00:00:00.000"
"0003322124-0001-0","TUCKER SCOTT KAHN","TUCKWORKS","Los Angeles","90014-3170","Apparel mfg.","2022-08-01T00:00:00.000"
"0003326295-0001-7","CAROLINE W BAYBAY","CAROLINE CAREGIVING SERVICES","Ontario","91761-7947","Home health care services","2022-08-01T00:00:00.000"
"0003327082-0001-1","RUBBER DUCK CLOTHING LLC",,"NORTHRIDGE","91325-3917","Apparel mfg.","2022-08-01T00:00:00.000"
"0003326133-0001-8","MELVIN J ANAYA","MJA LOW VOLTAGE SMART HOME SOLUTIONS","LOS ANGELES","90023-1438","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003325365-0001-7","OLGA MARIANA CLEMENTE CALIXTO",,"Los Angeles","90059-1153","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003325791-0001-2","BECKY EUNG HWA HWANG","HOOVER LAUNDRY","LOS ANGELES","90007-1887","Coin-operated laundries & drycleaners","2022-08-01T00:00:00.000"
"0003326434-0001-7","ANEWDESIGN INC",,"Los Angeles","90004-1583",,"2022-08-01T00:00:00.000"
"0003326107-0001-5","NYLENE MADRIGAL","MADRIGAL?S CLEANING SERVICES | MADRIGAL?S CLEANING SERVICES","Homeland","92548-9304","Other personal care services (including diet & weight reducing centers)","2022-08-01T00:00:00.000"
"0002689195-0002-9","CUSTARD TOWN LLC","CREME CARAMEL LA","SHERMAN OAKS","91411-3305","Bakeries & tortilla mfg.","2022-08-01T00:00:00.000"
"0003326065-0001-0","FACE BY SCHURON INC",,"Los Angeles","90069-4304","Independent artists, writers, & performers","2022-08-01T00:00:00.000"
"0003326317-0001-5","WENCHUN CHENG",,"Los Angeles","90005-4426",,"2022-08-01T00:00:00.000"
"0003319557-0003-8","LUV CAR WASH GROUP LLC","CALIFORNIA SPEEDWASH","LOS ANGELES","90046-3308","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003326918-0001-9","MUNDO PRODUCE INC",,"Los Angeles","90021-1905","Grocery & related products","2022-08-01T00:00:00.000"
"0003326259-0001-1","MONARCA LIQUOR STORE LLC","MONARCA","LOS ANGELES","90023-4217","Beer, wine & liquor stores","2022-08-01T00:00:00.000"
"0002868370-0014-0","GLAMAR PARKING SERVICES LLC","GLAMAR PARKING SERVICES","LOS ANGELES","90013-1820","Parking lots & garages","2022-08-01T00:00:00.000"
"0003326239-0001-3","MOBYDEV GROUP INC",,"Los Angeles","90038-2226","Management, scientific, & technical consulting services","2022-08-01T00:00:00.000"
"0003322766-0001-2","HUMBERTO TORRES PLASCENCIA","ONE MORE DETAIL","HAWTHORNE","90250-4825","Other automotive repair & maintenance (including oil change & lubrication shops & car washes)","2022-08-01T00:00:00.000"
"0003326893-0001-7","THE RUIZ'S BROTHERS CLEANING SERVICES LLC",,"LOS ANGELES","90031-2888","Janitorial services","2022-08-01T00:00:00.000"
"0003326053-0001-7","TOTAL BUSINESS SOLUTIONS","MIRACLE MAIL","Los Angeles","90029-3216",,"2022-08-01T00:00:00.000"
"0003322960-0001-1","MALIKI BAHAR","WHAT THE CLUTTER","Los Angeles","90002-3007","All other personal services","2022-08-01T00:00:00.000"
"0003324271-0001-7","22647 BURBANK BLVD LLC",,"WOODLAND HILLS","91367-4306","Lessors of real estate (including mini warehouses & self-storage units)","2022-08-01T00:00:00.000"
"0003326281-0001-5","FEMCARE HEALTH & BEAUTY - BURBANK",,"NORTH HOLLYWOOD","91602-","Offices of physical, occupational & speech therapists, & audiologists","2022-08-01T00:00:00.000"
"0003326143-0001-1","EMAD SLIMAN",,"Los Angeles","90047-2910","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-07-31T00:00:00.000"
"0003326343-0001-8","AZNAVOUR SUPPLY LLC",,"North Hills","91343-5711",,"2022-07-31T00:00:00.000"
"0003326147-0001-0","VIGEN MOOSISSIAN","PRM CONSULTING","Porter Ranch","91326-1835",,"2022-07-31T00:00:00.000"
"0003326956-0001-4","CARLA CAFE LLC",,"Los Angeles","90025-3009","Limited-service eating places","2022-07-31T00:00:00.000"
"0003321537-0001-2","ROMAN BONDARCHUK","WEST TUNING & SERVICE","Van Nuys","91405-4920","All other professional, scientific, & technical services","2022-07-31T00:00:00.000"
"0003321324-0001-9","MOHAMMAD ASHRAF SADEQI / NASIR SHERZAI",,"RESEDA","91335-4164","Apparel mfg.","2022-07-31T00:00:00.000"
"0003326144-0001-6","TOIJUAN COOKSEY","TC FRENCHIES","San Pedro","90732-2300","All other personal services","2022-07-31T00:00:00.000"
"0003326146-0001-5","NORLYN HOORIANI","SUNDAY APPAREL","Encino","91316-3943","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-07-31T00:00:00.000"
"0003324301-0001-0","BRIGHTER FUTURE SOLUTIONS INC.",,"Los Angeles","90065-1119",,"2022-07-31T00:00:00.000"
"0003323910-0001-1","QT NAIL AND SPA COMPANIES","QQ NAILS & SPA","Los Angeles","90046-7513","All other professional, scientific, & technical services","2022-07-31T00:00:00.000"
"0003326148-0001-4","GARTH AND MARIE SUCCULENT COMPANY LLC",,"La Verne","91750-1516","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-07-31T00:00:00.000"
"0003325270-0001-0","DRAG QUEEN NINJAS LLC",,"NORTH HOLLYWOOD","91607-4421","Motion picture & video industries (except video rental)","2022-07-31T00:00:00.000"
"0003326835-0001-4","SUPER MOMS CLEANING LLC","SUPER MOM'S CLEANING","Los Angeles","90044-2520","All other personal services","2022-07-31T00:00:00.000"
"0003319898-0001-5","CHYL MUSIC LLC",,"Los Angeles","90068-1834","Computer systems design & related services","2022-07-31T00:00:00.000"
"0003324198-0001-8","EMPATHY CARE GROUP LLC","RIGHT AT HOME GLENDALE","Burbank","91502-1251","Home health care services","2022-07-31T00:00:00.000"
"0003325336-0001-1","TRISTRUX LLC","TRISTRUX CONSTRUCTION","CLIFTON","07011-1816","Electrical Contractors (1997 NAICS)","2022-07-31T00:00:00.000"
"0003327255-0001-0","TRUCKING DONE RIGHT LLC",,"LANCASTER","93535-3453","General freight trucking, local","2022-07-31T00:00:00.000"
"0003319560-0001-3","AD EMOTION USA LLC","TABERU","Los Angeles","90013-2838","Full-service restaurants","2022-07-31T00:00:00.000"
"0003326145-0001-1","MICHELLE NEWMAN","NEWMAN MEDIA","Los Angeles","90065-1417","Independent artists, writers, & performers","2022-07-31T00:00:00.000"
"0003325425-0001-1","DOUBLE DUTCH PROPERTIES LLC",,"Los Angeles","90004-2302","Other activities related to real estate","2022-07-31T00:00:00.000"
"0003326128-0001-7","MARGARITA BRICENO","MB CLEANING SERVICES","Compton","90222-1912","Janitorial services","2022-07-31T00:00:00.000"
"0003327559-0001-2","L BECERRA TRUCKING CORP","L BECERRA TRUCKING","Whittier","90606-2911","Support activities for transportation (including motor vehicle towing)","2022-07-31T00:00:00.000"
"0003324872-0001-1","SFL ARTIST LLC",,"Los Angeles","90067-6001","Independent artists, writers, & performers","2022-07-31T00:00:00.000"
"0003326337-0001-2","CALISTAR ENTERPRISES LLC",,"VICTORVILLE","92392-7438","Support activities for transportation (including motor vehicle towing)","2022-07-30T00:00:00.000"
"0003326117-0001-9","HUSSLE CUSTOMZ",,"Van Nuys","91406-1724","All other personal services","2022-07-30T00:00:00.000"
"0003326134-0001-2","PURE FUME INC",,"VAN NUYS","91401-2348","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-07-30T00:00:00.000"
"0003326111-0001-1","ALTAIR PROPERTIES INC",,"LOS ANGELES","90025-6215","Other consumer goods rental","2022-07-30T00:00:00.000"
"0003303416-0001-4","LAX FLYING FOOD LLC","BURGER KING RESTAURANT","LOS ANGELES","90045-","Limited-service eating places","2022-07-30T00:00:00.000"
"0003326131-0001-9","CLEAN AND SERENE HOUSEKEEPING LLC",,"Reseda","91335-2051","Janitorial services","2022-07-30T00:00:00.000"
"0003137020-0002-3","RAMON AGUILAR",,"NORTH HOLLYWOOD","91601-2673","All other personal services","2022-07-30T00:00:00.000"
"0003322961-0001-6","DREAMCARE PHYSICAL THERAPY SPORT AND WELLNESS  INC",,"Tarzana","91356-1801","Offices of physical, occupational & speech therapists, & audiologists","2022-07-30T00:00:00.000"
"0003324295-0001-2","BERTHA HERNANDEZ CASTORENA",,"Los Angeles","90033-1508","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-07-30T00:00:00.000"
"0003325322-0001-9","SUPER DEALS LA LLC",,"LOS ANGELES","90037-1871","Other miscellaneous durable goods","2022-07-30T00:00:00.000"
"0003326139-0001-5","THE BABY NOVA LLC",,"Sunland","91040-1740",,"2022-07-30T00:00:00.000"
"0003325361-0001-9","JAVIER BARAHONA FATIMA NUNEZ","J Y F CLEANING SERVICE","LOS ANGELES","90004-5319","Janitorial services","2022-07-30T00:00:00.000"
"0003325105-0001-9","JESUS BADILLO","CHUYS FOOD STATION","Los Angeles","90016-2846","Special food services (including food service contractors & caterers)","2022-07-30T00:00:00.000"
"0003326081-0001-9","ELOISE MARKHAM",,"Los Angeles","90026-4135","All other personal services","2022-07-30T00:00:00.000"
"0003326110-0001-7","EMMANUEL GARCIA VILLALOBOS","FGG TRANSPORTATION SERVICE","Long Beach","90810-2349","General freight trucking, local","2022-07-30T00:00:00.000"
"0003326108-0001-0","NANETTE TAVELLA","NAN'S BOOTH","Los Angeles","90011-2617","All other professional, scientific, & technical services","2022-07-30T00:00:00.000"
"0003326994-0001-0","SIMPLEFACT INC",,"Los Angeles","90025-6473","Apparel mfg.","2022-07-29T00:00:00.000"
"0003326037-0001-8","JEANNE MITCHELL","JEANNE JEANS","Topanga","90290-0290","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-07-29T00:00:00.000"
"0002572385-0005-3","BLAZIN WINGS INC","BUFFALO WILD WINGS GO #838","SYLMAR","-","Limited-service eating places","2022-07-29T00:00:00.000"
