"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000001225-0001-2","CALIFORNIA LAWYERS FOR THE ARTS INC",,"12304   SANTA MONICA BLVD   #304","LOS ANGELES","90025-2551","12304 SANTA MONICA 90025-2551",,,,"561300","Employment services","11","1991-08-01T00:00:00.000",,"(34.0391, -118.4654)"
"0000001227-0001-1","AERHAN PARK","OOZY KIDS","507 E 12TH STREET","LOS ANGELES","90015-2605","507 12TH 90015-2605",,,,"423990","Other miscellaneous durable goods","14",,,"(34.0349, -118.2552)"
"0000001228-0001-6","DIKRAN AND ANNY KESKERIAN TRS KESKERIAN FAMILY TRUST",,"1611 W 12TH STREET","LOS ANGELES","90015-1951","1611 12TH 90015-1951","POST OFFICE BOX #480221","LOS ANGELES","90048-1221","722110","Full-service restaurants","1","1992-02-24T00:00:00.000",,"(34.0463, -118.2762)"
"0000001233-0001-7","MANUEL GUEVARA","EUREKA MATTRESS CO","975 E 31ST STREET","LOS ANGELES","90011-2501","975 31ST 90011-2501","17252 HAWTHORNE BLVD #167","TORRANCE","90504-1032","442110","Furniture stores","9","2001-02-28T00:00:00.000",,
"0000001234-0001-1","HOPE FOR HEARING RESEARCH FOUNDATION",,"5855 GREEN VALLEY CIRCLE #305","CULVER CITY","90230-6969","5855 GREEN VALLEY 90230-6969",,,,"611000","Educational services (including schools, colleges, & universities)","0","1991-08-01T00:00:00.000",,"(33.9831, -118.3883)"
"0000001238-0001-0","LOS ANGELES COLLEGE OF CHIROPRACTIC",,"5311 S WESTERN AVENUE","LOS ANGELES","90062-2703","5311 WESTERN 90062-2703","16200 AMBER VALLEY DRIVE","WHITTIER","90604-4051","621310","Offices of chiropractors","8","1999-01-01T00:00:00.000",,"(33.994, -118.3089)"
"0000001242-0001-6","THE DONALD E SIMON FOUNDATION",,"1801 CENTURY PARKS  E #2110","LOS ANGELES","90067-2323","1801 CENTURY 90067-2323",,,,"561500","Travel arrangement & reservation services","5","1961-12-14T00:00:00.000",,"(34.0628, -118.4158)"
"0000001248-0001-3","JAY KAY HOSPITALITY INC","RODEWAY INN","6826 W SUNSET BLVD","LOS ANGELES","90028-7008","6826 SUNSET 90028-7008",,,,"721100","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","13","1992-02-14T00:00:00.000",,"
,  
(34.0979, -118.3391)"
"0000001253-0001-4","ST ANTHONY MEDICAL CENTERS",,"6368 HOLLYWOOD BLVD","LOS ANGELES","90028-6320","6368 HOLLYWOOD 90028-6320",,,,"621400","Outpatient  care centers","13","2000-04-01T00:00:00.000",,"(34.1016, -118.3288)"
"0000001255-0001-3","LABOR OF TRUE LOVE CORPORATION",,"1961 E IMPERIAL HIGHWAY #5","LOS ANGELES","90059-2250","1961 IMPERIAL 90059-2250",,,,"561500","Travel arrangement & reservation services","15","2000-01-14T00:00:00.000",,"(33.9294, -118.2371)"
"0000001262-0001-3","ST ANTHONY MEDICAL CENTER",,"2515 W PICO BLVD","LOS ANGELES","90006-4003","2515 PICO 90006-4003",,,,"621400","Outpatient  care centers","1","2000-04-01T00:00:00.000",,"(34.0472, -118.2921)"
"0000001271-0001-2","ST ANTHONY MEDICAL CENTER",,"837 W IMPERIAL HIGHWAY","LOS ANGELES","90044-4110","837 IMPERIAL 90044-4110",,,,"621400","Outpatient  care centers","15","2000-04-01T00:00:00.000",,
"0000001273-0001-1","VIRGINIA KHO TING CASABAR","V C MEDICAL ENTERPRISE","2223 HILL DRIVE","LOS ANGELES","90041-1130","2223 HILL 90041-1130",,,,"561490","Other business support services (including repossession services, court reporting, & stenotype services)","14","1992-02-20T00:00:00.000",,"(34.1428, -118.2144)"
"0000001277-0001-0","JOSHUAS JEWELRY INC","JOSHUAS JEWELRY","650 S HILL STREET    #B1","LOS ANGELES","90014-1783","650 HILL 90014-1783",,,,"423940","Jewelry, watch, precious stone, & precious metals","14","1992-01-01T00:00:00.000",,"(34.0466, -118.2537)"
"0000001280-0001-1","THE MISSION CHURCH OF THE HOUR FELLOWSHIP",,"3611 S WESTERN AVENUE","LOS ANGELES","90018-3826","3611 WESTERN 90018-3826",,,,"561500","Travel arrangement & reservation services","8","1998-05-01T00:00:00.000",,"(34.0226, -118.3088)"
"0000001286-0001-9","MERCEDES ANTONIO MORALES","PREMIUM WINDOW TINT","2001   VENICE BLVD","LOS ANGELES","90006-5222","2001 VENICE 90006-5222",,,,"443112","Radio, television, & other electronics stores","10","1992-02-18T00:00:00.000",,"
,  
(34.044, -118.3007)"
"0000001293-0001-9","THE PUBLIC HEALTH FOUNDATION OF LOS ANGELES COUNTY INC","PUBLIC HEALTH FOUNDATION WIC PROGRAM","1640 W CARSON STREET #G F","TORRANCE","90501-3877","1640 CARSON 90501-3877","12781 SCHABARUM AVENUE","IRWINDALE","91706-6807","621510","Medical & diagnostic laboratories","15","2000-08-01T00:00:00.000",,"(33.8314, -118.3075)"
"0000001295-0001-8","AFRICAN AMERICAN UNITY CENTER",,"5300 S VERMONT AVENUE","LOS ANGELES","90037-3530","5300 VERMONT 90037-3530","944 W 534D STREET","LOS ANGELES","90037-","561500","Travel arrangement & reservation services","9","1991-12-10T00:00:00.000",,"(33.9941, -118.2915)"
"0000001296-0001-2","KAMILA COMPREHENSIVE HEALTH CENTER",,"3920 EAGLE ROCK BLVD","LOS ANGELES","90065-3606","3920 EAGLE ROCK 90065-3606","1028 N LAKE AVENUE #205","PASADENA","91104-4570","621400","Outpatient  care centers","1","2000-07-01T00:00:00.000",,"(34.1193, -118.2301)"
"0000001299-0001-6","A WORLD FIT FOR KIDS!",,"678 S LA FAYETTE PARK PLACE","LOS ANGELES","90057-3206","678 LA FAYETTE PARK 90057-3206",,,,"611000","Educational services (including schools, colleges, & universities)","1","1993-01-15T00:00:00.000",,"(34.0608, -118.2835)"
"0000001301-0001-5","CALIFORNIA COUNCIL FOR VETERANS AFFAIRS INC",,"2501 W FLORENCE AVENUE","LOS ANGELES","90043-5106","2501 FLORENCE 90043-5106",,,,"611000","Educational services (including schools, colleges, & universities)","8","1991-08-01T00:00:00.000",,"(33.9745, -118.3206)"
"0000001305-0001-3","JEREMY P HOWARD",,"14320 VENTURA BLVD SUITE #502","SHERMAN OAKS","91423-2717","14320 VENTURA 91423-2717","14320 VENTURA BLVD SUITE #502","SHERMAN OAKS","91423-2717","512100","Motion picture & video industries (except video rental)","4","1999-02-02T00:00:00.000",,"
,  
(0.0, 0.0)"
"0000001310-0001-4","MUHAMMAD TARIQ BASHIR",,"11021 VANALDEN AVENUE","PORTER RANCH","91326-2324","11021 VANALDEN 91326-2324",,,,"561500","Travel arrangement & reservation services","12","1999-01-25T00:00:00.000",,"(34.2706, -118.5472)"
"0000001312-0002-1","DEMBA CAMARA","KAM","1121 MAPLE AVENUE","LOS ANGELES","90015-2399","1121 MAPLE 90015-2399","505 S LA FAYETTE PARK PLACE APT #314","LOS ANGELES","90057-1650","424300","Apparel, piece goods, & notions","14","2013-03-16T00:00:00.000",,"
,  
(34.0365, -118.2556)"
"0000001313-0001-8","RONALD D KELLUM",,"8033 W SUNSET BLVD APT #933","WEST HOLLYWOOD","90046-2401","8033 SUNSET 90046-2401",,,,"711510","Independent artists, writers, & performers","4","1999-01-01T00:00:00.000",,"
,  
(34.098, -118.3649)"
"0000001316-0001-1","EACH ONE HELP ONE TEACH ONE",,"5859 ARLINGTON AVENUE","LOS ANGELES","90043-3240","5859 ARLINGTON 90043-3240",,,,"624100","Individual & family services","8","1997-12-19T00:00:00.000",,"(33.988, -118.3186)"
"0000001320-0001-8","SOCIAL VOCATIONAL SERVICES INC",,"8550   BALBOA BLVD   #218","NORTHRIDGE","91325-3562","8550 BALBOA 91325-3562","595 E COLORADO BLVD   #205","PASADENA","91101-2039","611000","Educational services (including schools, colleges, & universities)","12","1991-09-01T00:00:00.000",,"(34.2256, -118.5013)"
"0000001329-0001-9","TRINITY COMMUNITY DEVELOPMENT CORPORATION",,"2050 W JEFFERSON BLVD","LOS ANGELES","90018-3418","2050 JEFFERSON 90018-3418",,,,"561300","Employment services","8","1995-08-30T00:00:00.000",,"(34.0255, -118.316)"
"0000001333-0001-5","YIDDISHKAYT LOS ANGELES",,"3780 WILSHIRE BLVD #910","LOS ANGELES","90010-2840","3780 WILSHIRE 90010-2840",,,,"611000","Educational services (including schools, colleges, & universities)","10","1998-07-21T00:00:00.000",,
"0000001334-0001-0","WORKS IN NEW DIRECTIONS",,"155 N OCCIDENTAL BLVD","LOS ANGELES","90026-4641","155 OCCIDENTAL 90026-4641","2303 FIGUEROA WAY","LOS ANGELES","90007-2504","621111","Offices of physicians (except mental health specialists)","13","1992-01-18T00:00:00.000",,"(34.0714, -118.2789)"
"0000001336-0001-9","KIWANIS CLUB OF NORTHRIDGE FOUNDATION",,"9144 BURNET AVENUE #45","NORTH HILLS","91343-7044","9144 BURNET 91343-7044","POST OFFICE BOX #280041","NORTHRIDGE","91328-0041","561500","Travel arrangement & reservation services","7","1991-09-01T00:00:00.000",,"(34.2362, -118.4632)"
"0000001339-0001-2","INDECENT EXPOSURE",,"2152 N BEACHWOOD DRIVE","LOS ANGELES","90068-3409","2152 BEACHWOOD 90068-3409",,,,"512200","Sound recording industries","4","1992-07-01T00:00:00.000",,"(34.1094, -118.3215)"
"0000001340-0001-5","EVIDENCE ROOM THEATER PROJECT",,"2220 BEVERLY BLVD","LOS ANGELES","90057-2208","2220 BEVERLY 90057-2208",,,,"512200","Sound recording industries","13","1995-01-17T00:00:00.000",,"(34.0674, -118.272)"
"0000001340-0002-3","EVIDENCE ROOM THEATER PROJECT",,"319 N VENICE BLVD UNIT #B","VENICE","90291-4599","319 VENICE 90291-4599","POST OFFICE BOX #1102","VENICE","90294-1102","711100","Performing arts companies","11","1995-03-01T00:00:00.000",,"(33.9859, -118.4685)"
"0000001345-0001-8","STANLEY RICHARD FRIESEN","BIRDBRAIN ARTS","16600 HAMLIN STREET","LAKE BALBOA","91406-5615","16600 HAMLIN 91406-5615",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","6","1999-01-01T00:00:00.000",,
"0000001349-0001-6","BEST BUDDIES INTERNATIONAL INC",,"3731   STOCKER STREET   SUITE #212","VIEW PARK","90008-5118","3731 STOCKER 90008-5118","100 SE 2ND STREET #1990","MIAMI","33131-2100","561500","Travel arrangement & reservation services","8","1995-08-01T00:00:00.000",,"(34.0069, -118.3386)"
"0000001349-0002-4","BEST BUDDIES INTERNATIONAL INC",,"11500 W OLYMPIC BLVD SUITE #430","LOS ANGELES","90064-1536","11500 OLYMPIC 90064-1536","100 SE 2ND STREET   SUITE #2200","MIAMI","33131-2151","541990","All other professional, scientific, & technical services","11","2017-02-01T00:00:00.000",,"
,  
(34.0358, -118.4442)"
"0000001351-0001-3","JUAN R CALIX","JUAN'S CLEANING SERVICE","2653 S CORNING STREET","LOS ANGELES","90034-2115","2653 CORNING 90034-2115",,,,"561720","Janitorial services","10","1992-02-24T00:00:00.000",,"(34.035, -118.382)"
"0000001360-0001-2","SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER INC","FAMILY LINKS","11565 LAUREL CANYON BLVD #100 3","SAN FERNANDO","91340-4168","11565 LAUREL CANYON 91340-4168","6931 VAN NUYS BLVD #3 FL","VAN NUYS","91405-3937","621400","Outpatient  care centers","0","2000-07-01T00:00:00.000",,
"0000001363-0001-6","ELIZA SHANKS HOMES INC",,"13055 WEIDNER STREET","PACOIMA","91331-1822","13055 WEIDNER 91331",,,,"623000","Nursing & residential care facilities","7","1995-02-24T00:00:00.000",,"(34.2766, -118.4177)"
"0000001364-0001-1","WET PAINT PRODUCTIONS LLC","WET PAINT","5230 KESTER AVENUE #4","SHERMAN OAKS","91411-4019","5230 KESTER 91411-4019","5509 VANTAGE AVENUE","VALLEY VILLAGE","91607-2009","711300","Promoters of performing arts, sports, & similar events","2","2000-01-01T00:00:00.000",,
"0000001367-0001-4","URBAN LAND INSTITUTE","ULI DISTRICT COUNCIL LOS ANGELES","601 S FIGUEROA STREET SUITE #500","LOS ANGELES","90017-5745","601 FIGUEROA 90017-5745",,,,"541600","Management, scientific, & technical consulting services","14","2000-09-01T00:00:00.000",,"(34.0508, -118.2584)"
"0000001370-0001-6","ERROLL J MARTIN","ERROLL J & COMPANY","2331 W 73RD STREET","LOS ANGELES","90043-5341","2331 73RD 90043-5341","2331 W 73RD STREET","LOS ANGELES","90043-5341","561500","Travel arrangement & reservation services","8","1999-01-01T00:00:00.000",,"(33.9739, -118.3192)"
"0000001371-0001-1","THE UNIVERSITY CORPORATION","VALLEY TRAUMA CENTER-NORTH","25115 AVENUE STANFORD #B122","VALENCIA","91355-1290","25115 AVENUE STANFORD 91355-1290",,,,"624100","Individual & family services","0","1999-11-01T00:00:00.000",,"(34.4365, -118.5752)"
"0000001373-0002-8","HECTOR P RICO","HECTOR'S POOLS","17803 DANIELSON STREET APT #202","CANYON COUNTRY","91387-6018","17803 DANIELSON 91387-6018","18005   DANIELSON STREET   APT #203","CANYON COUNTRY","91387-6009","811210","Electronic & precision equipment repair & maintenance","0","2012-05-18T00:00:00.000",,"
,  
(34.4127, -118.4475)"
"0000001378-0001-2","SOUTHERN CALIFORNIA LEADERSHIP NETWORK",,"350 S BIXEL STREET SUITE #201","LOS ANGELES","90017-1418","350 BIXEL 90017-1418",,,,"611000","Educational services (including schools, colleges, & universities)","1","1999-03-17T00:00:00.000",,"(34.0574, -118.2599)"
"0000001379-0002-5","MARCIA CAROL SIDEROW","CARE 4 YOUR PET DOG TRAINING, CARE 4 YOUR PET","20331 SUPERIOR STREET","CHATSWORTH","91311-5375","20331 SUPERIOR 91311-5375",,,,"561300","Employment services","12","2009-02-21T00:00:00.000",,"(34.2465, -118.5766)"
"0000001385-0001-2","THE STILLPOINT RESOURCES CHARITABLE TRUST",,"21134 COSTANSO STREET","WOODLAND HILLS","91364-2032","21134 COSTANSO 91364-2032","7444 CHAMINADE AVENUE","WEST HILLS","91304-5329","624100","Individual & family services","3","1998-06-12T00:00:00.000",,"(34.1661, -118.5937)"
"0000001385-0002-1","THE STILLPOINT RESOURCES CHARITABLE TRUST",,"6740 FALLBROOK AVENUE SUITE #107","WEST HILLS","91307-3936","6740 FALLBROOK 91307-3936",,,,"624100","Individual & family services","12","1998-06-12T00:00:00.000",,"(34.1928, -118.6233)"
"0000001387-0001-1","NATIONAL ORGANIZATION FOR RENAL DISEASE",,"11018 AQUA VISTA STREET #19","STUDIO CITY","91602-3137","11018 AQUA VISTA 91602-3137",,,,"611000","Educational services (including schools, colleges, & universities)","2","1999-09-14T00:00:00.000",,"(34.1449, -118.3705)"
"0000001389-0001-1","JOHN A WATANABE/GEORGE TANAKA",,"12100 VENICE BLVD","LOS ANGELES","90066-3812","12100 VENICE 90066-3812","3649 STONER AVENUE","LOS ANGELES","90066-2838","531100","Lessors of real estate (including mini warehouses & self-storage units)","11","1973-06-01T00:00:00.000",,"(34.0055, -118.43)"
"0000001393-0001-7","HERNANDEZ MARIACHI HERITAGE SOCIETY","THE MARIACHI HERITAGE SOCIETY","1626 ORCHARD AVENUE","LOS ANGELES","90006-5316","1626 ORCHARD 90006","1648 TYLER AVENUE #A","SOUTH EL MONTE","91733-3440","611000","Educational services (including schools, colleges, & universities)","1","1992-01-31T00:00:00.000",,"(34.0439, -118.2885)"
"0000001394-0001-1","SISTERS OF SAINT JOSEPH IN CALIFORNIA",,"1416 WESTWOOD BLVD #207","LOS ANGELES","90024-4954","1416 WESTWOOD 90024-4954","11999 CHALON ROAD","LOS ANGELES","90049-1524","621399","Offices of all other miscellaneous health practitioners","5","1979-12-20T00:00:00.000",,"(34.0551, -118.4415)"
"0000001395-0001-6","CALIFORNIA CHRISTIAN COUNSELING CENTER",,"7120 HAYVENHURST AVENUE #118","VAN NUYS","91406-3813","7120 HAYVENHURST 91406-3813",,,,"561500","Travel arrangement & reservation services","6","1991-11-01T00:00:00.000",,"(34.1997, -118.4923)"
"0000001396-0001-1","LOVING YOUR DISABLED CHILD",,"4528 CRENSHAW BLVD","LOS ANGELES","90043-1221","4528 CRENSHAW 90043-1221",,,,"561500","Travel arrangement & reservation services","8","1992-09-01T00:00:00.000",,"(34.002, -118.3309)"
"0000001401-0001-3","FUJI MUSIC GROUP INC",,"21241 S WESTERN AVENUE SUITE #200","TORRANCE","90501-2973","21241 WESTERN 90501-2973","2050   MAIN STREET   SUITE #700","IRVINE","92614-8259","512100","Motion picture & video industries (except video rental)","0","1991-11-01T00:00:00.000",,"
,  
(33.8365, -118.3092)"
"0000001402-0001-8","SHEA HOMES LIMITED PARTNERSHIP",,"655 BREA CANYON ROAD","WALNUT","91789-3078","655 BREA CANYON 91789-3078","655 BREA CANYON ROAD","WALNUT","91789-3078","442200","Home furnishings stores","0","2003-01-01T00:00:00.000",,"(34.0067, -117.8465)"
"0000001408-0001-5","PRINTMAX INC","PRINTMAX","6463 VALLEY CIRCLE TERRACE","WEST HILLS","91307-2747","6463 VALLEY CIRCLE 91307-2747",,,,"561430","Business service centers (including private mail centers & copy shops)","12","1991-02-01T00:00:00.000",,"(34.188, -118.6561)"
"0000001412-0001-1","DOUBLE SOUTH ROBERTSON LLC","DOUBLE SOUTH ROBERTSON","8727 W 3RD STREET #208","LOS ANGELES","90048-3864","8727 3RD 90048-3864","9465 WILSHIRE BLVD SUITE #160","BEVERLY HILLS","90212-2625","531100","Lessors of real estate (including mini warehouses & self-storage units)","5","1991-06-27T00:00:00.000",,"
,  
(34.0735, -118.3826)"
"0000001413-0001-6","PEOPLE IN PROGRESS INC",,"1636 WILSHIRE BLVD FLOOR #2","LOS ANGELES","90017-1688","1636 WILSHIRE 90017-1688","POST OFFICE BOX #17216","LOS ANGELES","90017-0216","621400","Outpatient  care centers","1","1998-11-13T00:00:00.000",,"(34.0558, -118.2712)"
"0000001414-0001-1","PEOPLE IN PROGRESS",,"1636 WILSHIRE BLVD","LOS ANGELES","90017-1627","1636 WILSHIRE 90017-1627",,,,"621400","Outpatient  care centers","1","1998-11-13T00:00:00.000",,"(34.0558, -118.2712)"
"0000001415-0001-5","SOUTHERN CALIFORNIA EMERGENCY SERVICES ASSOCIATION",,"181 WESTMINSTER AVENUE","VENTURA","93003-4021","181 WESTMINSTER 93003-4021","POST OFFICE BOX #630220","SIMI VALLEY","93063-0004","561300","Employment services","0","1991-09-01T00:00:00.000",,"(34.2743, -119.223)"
"0000001416-0001-0","NICHOLAS S NASSIF","LAW OFFICES OF NICHOLAS S NASSIF","3055 WILSHIRE BLVD #900","LOS ANGELES","90010-1137","3055 WILSHIRE 90010-1137",,,,"541100","Legal services","10","1991-03-16T00:00:00.000",,"(34.0618, -118.288)"
"0000001420-0001-6","THE SHAKESPEARE CENTER OF LOS ANGELES INC",,"1238 W 1ST STREET","LOS ANGELES","90026-5831","1238 1ST 90026-5831",,,,"512100","Motion picture & video industries (except video rental)","1","1991-09-01T00:00:00.000",,"(34.0605, -118.2567)"
"0000001427-0001-8","EASTSIDE MARKET LLC","EASTSIDE MARKET LLC","1013 ALPINE STREET","LOS ANGELES","90012-1201","1013 ALPINE 90012-1201",,,,"445210","Meat markets","1","1974-09-01T00:00:00.000",,"(34.065, -118.2467)"
"0000001428-0001-2","JESSICA STRAUS",,"8117 CREIGHTON AVENUE","LOS ANGELES","90045-2709","8117 CREIGHTON 90045-2709",,,,"561500","Travel arrangement & reservation services","11","1999-01-01T00:00:00.000",,
"0000001432-0001-9","OUR LADY QUEEN OF THE ANGELES",,"3420 WILSHIRE BLVD","LOS ANGELES","90010-2202","3420 WILSHIRE 90010-2202","3424 WILSHIRE BLVD #8FL","LOS ANGELES","90010-2262","812930","Parking lots & garages","10","1995-01-01T00:00:00.000",,"(34.0617, -118.2984)"
"0000001436-0002-5","SP PLUS CORPORATION","LOT #80961","3575 CAHUENGA BLVD W","LOS ANGELES","90068-1366","3575 CAHUENGA 90068-1366","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-2207",,,"4","2004-11-01T00:00:00.000",,"(34.1339, -118.358)"
"0000001436-0004-1","SP PLUS CORPORATION","#81032 | LOT #81032","1000 ELYSIAN PARK AVENUE","LOS ANGELES","90012-1112","1000 ELYSIAN PARK 90012-1112","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-2207",,,"1","2005-04-02T00:00:00.000",,"(34.0739, -118.2399)"
"0000001436-0010-6","SP PLUS CORPORATION","LOT #80383","3440 WILSHIRE BLVD","LOS ANGELES","90010-2101","3440 WILSHIRE 90010-2101","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-2207","812930","Parking lots & garages","10","1998-10-05T00:00:00.000",,"(34.0617, -118.2988)"
"0000001436-0011-4","SP PLUS CORPORATION","#80645","3255 WILSHIRE BLVD","LOS ANGELES","90010-1404","3255 WILSHIRE 90010-1404","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-2207","812930","Parking lots & garages","10","2001-03-29T00:00:00.000",,"(34.0617, -118.2928)"
"0000001436-0023-8","SP PLUS CORPORATION","81636 | 82372","6601 CENTER DRIVE W","LOS ANGELES","90045-1582","6601 CENTER 90045-1582","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","11","2008-06-01T00:00:00.000",,"
,  
(33.9794, -118.3936)"
"0000001436-0029-7","SP PLUS CORPORATION","#81611 | 82669","6060 CENTER DRIVE","LOS ANGELES","90045-1587","6060 CENTER 90045-1587","3470   WILSHIRE BLVD   SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","11","2008-06-01T00:00:00.000",,"
,  
(33.9779, -118.3929)"
