SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831786051,01/01/2021 10:45:24 AM,01/06/2021 02:54:22 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/06/2021 12:00:00 AM,01/06/2021 12:35:41 PM,Y,N,"8802 N COLLETT AVE, 91343",8802,N,COLLETT,AVE,91343,34.2304070716,-118.483924419,"(34.2304070716, -118.483924419)",531,F,1,North Valley APC,12,John Lee,111,North Hills West,DEVONSHIRE
1-1831784431,01/01/2021 10:45:27 AM,01/04/2021 02:15:04 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 02:02:37 PM,Y,N,"2001 E MICHIGAN AVE, 90033",2001,E,MICHIGAN,AVE,90033,34.0473067126,-118.213778887,"(34.0473067126, -118.213778887)",635,A,4,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831784451,01/01/2021 10:45:30 AM,01/04/2021 03:02:11 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 03:00:27 PM,Y,,"2701 W JEFFERSON BLVD, 90018",2701,W,JEFFERSON,BLVD,90018,34.0257218144,-118.325049947,"(34.0257218144, -118.325049947)",633,F,7,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,SOUTHWEST
1-1831783701,01/01/2021 10:46:03 AM,01/01/2021 01:19:17 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,Y,SLA,,01/01/2021 01:19:16 PM,Y,N,"WEST BLVD AT 17TH ST, 90019",,,,,90019,34.0434026035,-118.335852941,"(34.0434026035, -118.335852941)",633,E,5,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831786091,01/01/2021 10:46:18 AM,01/07/2021 01:00:05 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 12:56:58 PM,Y,N,"9491 W REMBERT LANE, 90210",9491,W,REMBERT,LANE,90210,34.1120963242,-118.401967375,"(34.1120963242, -118.401967375)",592,F,3,West Los Angeles APC,4,Nithya Raman,64,Bel Air-Beverly Crest,WEST LOS ANGELES
1-1831785341,01/01/2021 10:46:54 AM,01/02/2021 04:49:29 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:21:56 PM,Y,,"1454 1/2 S CLOVERDALE AVE, 90019",1454,S,CLOVERDALE,AVE,90019,34.04655146,-118.352103706,"(34.04655146, -118.352103706)",633,C,5,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831784501,01/01/2021 10:47:12 AM,01/02/2021 01:29:37 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:26:53 PM,Y,,"24309 W FRIAR ST, 91367",24309,W,FRIAR,ST,91367,34.1838773434,-118.654153625,"(34.1838773434, -118.654153625)",529,D,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831786151,01/01/2021 10:47:29 AM,01/06/2021 09:08:23 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,HB,01/06/2021 12:00:00 AM,01/06/2021 01:08:21 PM,Y,N,"2012 S GAFFEY ST, 90731",2012,S,GAFFEY,ST,90731,33.7258469171,-118.292279892,"(33.7258469171, -118.292279892)",824,B,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831783831,01/01/2021 10:49:06 AM,01/02/2021 02:52:00 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 02:26:40 PM,Y,,"1454 1/2 S CLOVERDALE AVE, 90019",1454,S,CLOVERDALE,AVE,90019,34.04655146,-118.352103706,"(34.04655146, -118.352103706)",633,C,5,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831786931,01/01/2021 10:51:03 AM,01/02/2021 12:32:37 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 12:30:04 PM,Y,N,"10882 W CHARNOCK ROAD, 90034",10882,W,CHARNOCK,ROAD,90034,34.0201733015,-118.414052753,"(34.0201733015, -118.414052753)",672,E,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831786961,01/01/2021 10:51:23 AM,01/03/2021 06:02:23 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,LACC,01/03/2021 06:01:35 PM,01/03/2021 06:02:21 PM,Y,N,"1259 S LA BREA AVE, 90019",1259,S,LA BREA,AVE,90019,34.0518125326,-118.344559274,"(34.0518125326, -118.344559274)",633,D,4,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831785461,01/01/2021 10:51:50 AM,01/08/2021 05:19:47 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/07/2021 12:00:00 AM,01/07/2021 11:46:58 AM,Y,N,"5229 N BECKFORD AVE, 91356",5229,N,BECKFORD,AVE,91356,34.1660946805,-118.551814044,"(34.1660946805, -118.551814044)",560,G,3,South Valley APC,3,Bob Blumenfield,17,Tarzana,WEST VALLEY
1-1831784651,01/01/2021 10:51:59 AM,01/01/2021 12:40:46 PM,SR Created,LASAN,Dead Animal Removal,Closed,Mobile App,iOS,N,EV,,01/01/2021 12:40:44 PM,Y,,"11200 W SUNBURST ST, 91342",11200,W,SUNBURST,ST,91342,34.2804188446,-118.37538809,"(34.2804188446, -118.37538809)",482,J,7,North Valley APC,7,Monica Rodriguez,9,Foothill Trails District,FOOTHILL
1-1831787031,01/01/2021 10:52:15 AM,01/04/2021 01:39:47 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2021 12:00:00 AM,01/04/2021 01:39:20 PM,Y,,"17336 W TULSA ST, 91344",17336,W,TULSA,ST,91344,34.2683704285,-118.511836365,"(34.2683704285, -118.511836365)",501,B,2,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-1831785541,01/01/2021 10:52:52 AM,01/06/2021 09:08:36 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,HB,01/06/2021 12:00:00 AM,01/06/2021 01:08:29 PM,Y,N,"2012 S GAFFEY ST, 90731",2012,S,GAFFEY,ST,90731,33.7258469171,-118.292279892,"(33.7258469171, -118.292279892)",824,B,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831787111,01/01/2021 10:53:25 AM,01/02/2021 08:19:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 09:35:26 AM,Y,N,"7702 N KENTLAND AVE, 91304",7702,N,KENTLAND,AVE,91304,34.2103203698,-118.617521065,"(34.2103203698, -118.617521065)",529,H,4,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831786321,01/01/2021 10:53:25 AM,01/03/2021 12:35:05 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,LACC,01/03/2021 12:34:36 PM,01/03/2021 12:35:04 PM,Y,N,"1293 S LA BREA AVE, 90019",1293,S,LA BREA,AVE,90019,34.0507534945,-118.344625637,"(34.0507534945, -118.344625637)",633,D,4,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831785631,01/01/2021 10:53:53 AM,01/07/2021 12:07:56 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 12:06:02 PM,Y,N,"13744 W ERWIN ST, 91401",13744,W,ERWIN,ST,91401,34.1829331509,-118.432266778,"(34.1829331509, -118.432266778)",532,C,7,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,VAN NUYS
1-1831785651,01/01/2021 10:54:08 AM,01/05/2021 01:24:53 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 01:06:15 PM,Y,N,"3827 S CHERRYWOOD AVE, 90008",3827,S,CHERRYWOOD,AVE,90008,34.0165867544,-118.329206808,"(34.0165867544, -118.329206808)",673,F,2,South Los Angeles APC,10,Mark Ridley-Thomas,79,Empowerment Congress West,SOUTHWEST
1-1831787171,01/01/2021 10:54:10 AM,01/06/2021 10:51:53 PM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Android,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 05:38:53 PM,Y,,"3412 S FEDERAL AVE, 90066",3412,S,FEDERAL,AVE,90066,34.016127987,-118.431542591,"(34.016127987, -118.431542591)",672,C,2,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831785691,01/01/2021 10:55:25 AM,01/05/2021 01:00:45 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 10:29:54 AM,Y,,"10799 N SHERMAN GROVE AVE, 91040",10799,N,SHERMAN GROVE,AVE,91040,34.2648657651,-118.320352675,"(34.2648657651, -118.320352675)",503,F,2,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831786441,01/01/2021 10:55:31 AM,01/06/2021 08:06:41 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/06/2021 12:00:00 AM,01/06/2021 07:51:06 AM,Y,N,"MARTIN LUTHER KING, JR BLVD AT AVALON BLVD, 90011",,,,,90011,34.0110616884,-118.265293291,"(34.0110616884, -118.265293291)",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,125,Zapata King,NEWTON
1-1831787261,01/01/2021 10:55:56 AM,01/05/2021 12:51:09 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/04/2021 12:00:00 AM,01/04/2021 02:50:50 PM,Y,,"1842 N SICHEL ST, 90031",1842,N,SICHEL,ST,90031,34.065144981,-118.212739602,"(34.065144981, -118.212739602)",635,A,2,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831787331,01/01/2021 10:57:03 AM,01/27/2021 01:02:01 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/07/2021 12:00:00 AM,01/27/2021 12:53:58 PM,Y,,"271 S CARONDELET ST, 90057",271,S,CARONDELET,ST,90057,34.0656520831,-118.276644541,"(34.0656520831, -118.276644541)",634,C,2,Central APC,13,Mitch O'Farrell,44,Echo Park,RAMPART
1-1831786551,01/01/2021 10:57:45 AM,01/05/2021 12:02:37 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 08:06:45 AM,Y,,"10852 N NASSAU AVE, 91040",10852,N,NASSAU,AVE,91040,34.2665659533,-118.310450248,"(34.2665659533, -118.310450248)",503,G,2,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831785811,01/01/2021 10:57:46 AM,01/07/2021 01:52:56 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,Y,EV,01/06/2021 12:00:00 AM,01/06/2021 09:05:10 AM,Y,N,"10852 W BLIX ST, 91602",10852,W,BLIX,ST,91602,34.1565417001,-118.367767884,"(34.1565417001, -118.367767884)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831786581,01/01/2021 10:58:38 AM,01/07/2021 01:01:07 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/06/2021 12:00:00 AM,01/06/2021 11:05:38 AM,Y,N,"6944 N MCLENNAN AVE, 91406",6944,N,MCLENNAN,AVE,91406,34.1968894096,-118.499956696,"(34.1968894096, -118.499956696)",531,D,5,South Valley APC,6,Nury Martinez,19,Lake Balboa,WEST VALLEY
1-1831785891,01/01/2021 10:59:54 AM,01/07/2021 01:58:30 AM,SR Created,LASAN,Electronic Waste,Closed,Self Service,,Y,EV,01/06/2021 12:00:00 AM,01/06/2021 09:57:52 AM,Y,N,"10852 W BLIX ST, 91602",10852,W,BLIX,ST,91602,34.1565417001,-118.367767884,"(34.1565417001, -118.367767884)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831788991,01/01/2021 10:59:57 AM,01/04/2021 08:35:40 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/04/2021 12:00:00 AM,01/04/2021 02:08:59 PM,Y,,"1917 N SICHEL ST, 90031",1917,N,SICHEL,ST,90031,34.0665518281,-118.213097012,"(34.0665518281, -118.213097012)",635,A,2,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831789031,01/01/2021 11:00:51 AM,01/05/2021 02:36:35 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 02:32:46 PM,Y,N,"5345 S 2ND AVE, 90043",5345,S,2ND,AVE,90043,33.9937710906,-118.319460499,"(33.9937710906, -118.319460499)",673,G,5,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-1831786701,01/01/2021 11:01:36 AM,01/06/2021 02:08:30 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 01:15:53 PM,Y,,"3412 S FEDERAL AVE, 90066",3412,S,FEDERAL,AVE,90066,34.016127987,-118.431542591,"(34.016127987, -118.431542591)",672,C,2,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831789111,01/01/2021 11:01:49 AM,01/05/2021 03:11:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 03:10:59 PM,Y,N,"5345 S 2ND AVE, 90043",5345,S,2ND,AVE,90043,33.9937710906,-118.319460499,"(33.9937710906, -118.319460499)",673,G,5,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-1831789171,01/01/2021 11:02:31 AM,01/04/2021 10:21:58 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/04/2021 12:00:00 AM,01/04/2021 02:03:39 PM,Y,,"2043 N SICHEL ST, 90031",2043,N,SICHEL,ST,90031,34.0687080955,-118.21313847,"(34.0687080955, -118.21313847)",635,A,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831789201,01/01/2021 11:02:56 AM,01/04/2021 11:17:26 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,NC,01/04/2021 12:00:00 AM,01/04/2021 08:57:07 AM,Y,,"3920 N ELDERBANK DR, 90031",3920,N,ELDERBANK,DR,90031,34.0929080943,-118.200171433,"(34.0929080943, -118.200171433)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,Arroyo Seco,HOLLENBECK
1-1831790081,01/01/2021 11:03:06 AM,01/07/2021 05:17:15 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 05:13:28 PM,Y,N,"4545 W LOS FELIZ BLVD, 90027",4545,W,LOS FELIZ,BLVD,90027,34.1118290022,-118.289139918,"(34.1118290022, -118.289139918)",594,A,2,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831787601,01/01/2021 11:03:28 AM,01/05/2021 04:45:35 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 04:44:49 PM,Y,N,"5345 S 2ND AVE, 90043",5345,S,2ND,AVE,90043,33.9937710906,-118.319460499,"(33.9937710906, -118.319460499)",673,G,5,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-1831790121,01/01/2021 11:03:39 AM,01/07/2021 06:48:28 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,iOS,N,WV,01/07/2021 12:00:00 AM,01/07/2021 06:47:17 AM,Y,,"16830 W DEVONSHIRE ST, 91344",16830,W,DEVONSHIRE,ST,91344,34.2573030157,-118.499084315,"(34.2573030157, -118.499084315)",501,D,4,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-1831790171,01/01/2021 11:04:07 AM,01/05/2021 02:14:54 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/05/2021 12:00:00 AM,01/05/2021 02:10:35 PM,Y,,"4285 N TRENT WAY, 90065",4285,N,TRENT,WAY,90065,34.1297763856,-118.227559573,"(34.1297763856, -118.227559573)",564,H,7,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831790221,01/01/2021 11:04:48 AM,01/04/2021 08:24:07 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 08:13:56 AM,Y,N,"6651 W 88TH ST, 90045",6651,W,88TH,ST,90045,33.9572429749,-118.406284148,"(33.9572429749, -118.406284148)",702,F,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831786871,01/01/2021 11:05:04 AM,01/07/2021 08:08:02 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 08:04:42 AM,Y,,"6227 W 6TH ST, 90048",6227,W,6TH,ST,90048,34.0652931919,-118.364231375,"(34.0652931919, -118.364231375)",633,B,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-1831790251,01/01/2021 11:05:04 AM,01/06/2021 08:18:43 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NEGB_ELA,01/06/2021 12:00:00 AM,01/06/2021 08:18:42 AM,Y,N,"3920 N ELDERBANK DR, 90031",3920,N,ELDERBANK,DR,90031,34.0929080943,-118.200171433,"(34.0929080943, -118.200171433)",595,B,5,East Los Angeles APC,1,Gilbert Cedillo,42,Arroyo Seco,HOLLENBECK
1-1831790911,01/01/2021 11:05:22 AM,01/01/2021 01:34:19 PM,SR Created,LASAN,Dead Animal Removal,Closed,Self Service,,N,EV,,01/01/2021 01:34:18 PM,Y,N,"9700 N HAINES CANYON AVE, 91042",9700,N,HAINES CANYON,AVE,91042,34.2436488046,-118.27910761,"(34.2436488046, -118.27910761)",504,B,5,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831787681,01/01/2021 11:05:23 AM,01/05/2021 02:36:16 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 02:32:23 PM,Y,N,"5345 S 2ND AVE, 90043",5345,S,2ND,AVE,90043,33.9937710906,-118.319460499,"(33.9937710906, -118.319460499)",673,G,5,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-1831787751,01/01/2021 11:07:13 AM,01/02/2021 02:23:31 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 02:18:08 PM,Y,,"3729 S DELMAS TER, 90034",3729,S,DELMAS,TER,90034,34.0252562196,-118.399216036,"(34.0252562196, -118.399216036)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831789411,01/01/2021 11:07:45 AM,01/05/2021 02:07:02 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 02:02:53 PM,Y,N,"1417 N HAZELWOOD AVE, 90041",1417,N,HAZELWOOD,AVE,90041,34.1212931363,-118.21541393,"(34.1212931363, -118.21541393)",595,A,1,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831790411,01/01/2021 11:08:13 AM,01/08/2021 02:15:18 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 10:43:12 AM,Y,N,"1213 W 187TH PL, 90248",1213,W,187TH,PL,90248,33.8606360784,-118.294850368,"(33.8606360784, -118.294850368)",764,A,2,Harbor APC,15,Joe Buscaino,91,Harbor Gateway South,HARBOR
1-1831790471,01/01/2021 11:08:48 AM,01/07/2021 06:35:59 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 06:34:04 PM,Y,N,"1746 W 82ND ST, 90047",1746,W,82ND,ST,90047,33.9644081054,-118.30837494,"(33.9644081054, -118.30837494)",703,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,Empowerment Congress Southwest,77TH STREET
1-1831789451,01/01/2021 11:08:52 AM,01/02/2021 09:52:48 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/02/2021 12:00:00 AM,01/02/2021 09:50:28 AM,Y,,"10607 N LEV AVE, 91345",10607,N,LEV,AVE,91345,34.2632010838,-118.447242655,"(34.2632010838, -118.447242655)",502,A,3,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831791071,01/01/2021 11:09:03 AM,01/02/2021 10:59:34 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 10:59:18 AM,Y,N,"5068 W BANGOR ST, 90016",5068,W,BANGOR,ST,90016,34.0354690901,-118.351175978,"(34.0354690901, -118.351175978)",633,C,6,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831790511,01/01/2021 11:09:04 AM,01/04/2021 08:20:04 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 10:55:29 AM,Y,N,"4859 S INGLEWOOD BLVD, 90230",4859,S,INGLEWOOD,BLVD,90230,33.9916876398,-118.413781605,"(33.9916876398, -118.413781605)",672,E,5,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-1831791911,01/01/2021 11:10:18 AM,01/04/2021 06:11:39 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 06:08:33 PM,Y,N,"2010 S LOUELLA AVE, 90291",2010,S,LOUELLA,AVE,90291,34.001127743,-118.451803685,"(34.001127743, -118.451803685)",672,A,4,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831791121,01/01/2021 11:10:31 AM,01/07/2021 05:43:22 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 05:41:02 PM,Y,N,"2081 N BALMER DR, 90039",2081,N,BALMER,DR,90039,34.0976115029,-118.268281559,"(34.0976115029, -118.268281559)",594,D,4,East Los Angeles APC,4,Nithya Raman,38,Silver Lake,NORTHEAST
1-1831791931,01/01/2021 11:10:41 AM,01/06/2021 07:18:19 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,PGS,01/04/2021 08:00:11 AM,01/06/2021 07:18:19 PM,Y,N,"1 E NORTH VENICE BLVD, 90291",1,E,NORTH VENICE,BLVD,90291,33.984318593,-118.47146003,"(33.984318593, -118.47146003)",671,H,6,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831789551,01/01/2021 11:10:44 AM,01/04/2021 10:25:33 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 12:47:09 PM,Y,N,"4859 S INGLEWOOD BLVD, 90230",4859,S,INGLEWOOD,BLVD,90230,33.9916876398,-118.413781605,"(33.9916876398, -118.413781605)",672,E,5,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-1831791161,01/01/2021 11:11:06 AM,01/04/2021 09:53:56 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NDFY,01/04/2021 09:53:23 PM,01/04/2021 09:53:50 PM,Y,N,"6520 N COLDWATER CANYON AVE, 91606",6520,N,COLDWATER CANYON,AVE,91606,34.1890551206,-118.413661274,"(34.1890551206, -118.413661274)",532,E,6,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-1831789581,01/01/2021 11:11:07 AM,01/02/2021 07:29:16 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,Y,EV,01/02/2021 12:00:00 AM,01/02/2021 08:48:01 AM,Y,N,"11150 N GLENOAKS BLVD, 91331",11150,N,GLENOAKS,BLVD,91331,34.2722417591,-118.409854033,"(34.2722417591, -118.409854033)",502,E,2,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831790671,01/01/2021 11:12:05 AM,01/04/2021 10:06:53 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,HB,01/02/2021 12:00:00 AM,01/04/2021 05:34:49 PM,Y,N,"1051 W 9TH ST, 90731",1051,W,9TH,ST,90731,33.7359570959,-118.300040407,"(33.7359570959, -118.300040407)",824,A,5,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831792051,01/01/2021 11:12:18 AM,01/08/2021 03:09:51 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 10:06:53 AM,Y,N,"349 N SPAULDING AVE, 90036",349,N,SPAULDING,AVE,90036,34.0775160782,-118.35751795,"(34.0775160782, -118.35751795)",593,B,7,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-1831791261,01/01/2021 11:12:24 AM,01/13/2021 10:10:45 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/11/2021 12:00:00 AM,01/13/2021 10:08:00 AM,Y,,"715 E MARR ST, 90291",715,E,MARR,ST,90291,33.9878590178,-118.454342833,"(33.9878590178, -118.454342833)",672,A,6,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831790741,01/01/2021 11:12:55 AM,01/02/2021 03:47:27 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 11:28:18 AM,Y,,"1219 N BEACHWOOD DR, 90038",1219,N,BEACHWOOD,DR,90038,34.093077947,-118.321350714,"(34.093077947, -118.321350714)",593,G,5,Central APC,13,Mitch O'Farrell,33,Hollywood Studio District,HOLLYWOOD
1-1831789781,01/01/2021 11:13:24 AM,01/04/2021 07:35:34 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/04/2021 12:00:00 AM,01/04/2021 07:32:43 AM,Y,N,"13948 W AZTEC ST, 91342",13948,W,AZTEC,ST,91342,34.3030563969,-118.43676291,"(34.3030563969, -118.43676291)",482,B,4,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831792171,01/01/2021 11:13:31 AM,01/13/2021 07:45:43 AM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,,Y,WLA,01/04/2021 12:00:00 AM,01/13/2021 07:42:41 AM,Y,Y,"2765 S MILITARY AVE, 90064",2765,S,MILITARY,AVE,90064,34.0312770955,-118.427809711,"(34.0312770955, -118.427809711)",632,D,7,West Los Angeles APC,5,Paul Koretz,62,Westside,PACIFIC
