Event Name,Event Description,Fee Required,Type of Event,Subject Matter,Age Groupings,Event by Service Area,Event Sponsor,Event Date & Time Start,Event Date & Time Ends,Location Common Name,Location Address,Contact Name,Contact Number,Contact Email,Information Website,Elected Official Office Name,Elected Officials Name,Neighborhood Council,City Reference ID,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
Office of Community Beautification ~  Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/06/2016 09:00:00 AM,11/06/2016 12:00:00 PM,,"4726 Arlington
Los Angeles, California
(34.000296, -118.318135)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1044,7,14,35
Office of Community Beautification ~ Office of Councilmember Gil Cedillo ~ Cypress Avenue Cleanup ,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,11/07/2016 09:00:00 AM,11/07/2016 11:00:00 AM,,"929 Cypress Ave, Los Angeles
California, 90065
(29.783814, -95.545301)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo,,,12924,,,,,
Office of Community Beautification ~ Los Angeles County Bicycle Coalition ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/10/2016 09:30:00 AM,11/10/2016 11:30:00 AM,Nancy Hoover Pohl Overlook,"8401 Mulholland Dr. Los Angeles
California, 90046
(34.121941, -118.384078)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,23677,825,722,46,7,81
Office of Community Beautification ~ Mujeres de la Tierra ~ Community Cleanup ,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,11/11/2016 07:30:00 AM,11/11/2016 02:00:00 PM,"Ave 20, Los Angeles","California, 90031",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Panorama City Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/12/2016 08:00:00 AM,11/12/2016 10:00:00 AM,,"8600 Hazeltine Ave, Los Angeles
California, 91001
(35.110261, -117.97516)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,,,7510,,,,,
Office of Community Beautification ~ Office of Councilmember Gil Cedillo ~ St Thomas Community Cleanup,Community Cleanup,None,Volunteer,,,,BPW OCB,11/12/2016 08:00:00 AM,11/12/2016 12:00:00 PM,,"5577 N. Figueroa St. Los Angeles
California, 90006
(31.000362, -93.983384)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo ,,,1360,,,,,
Office of Community Beautification ~ MacArthur Park Neighborhood ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/12/2016 08:00:00 AM,11/12/2016 12:00:00 PM,,"MacArthur Park
California, 90057",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council,,,,,,,
Office of Community Beautification ~  Office of Councilmember Curren Price ~  The Voices Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/12/2016 08:00:00 AM,11/12/2016 01:00:00 PM,Julian C. Dixon Park,"48th Street & Hoover Street
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilmember Paul Krekorian ~ Strathern Cleanup  ,Community Cleanup,None,Volunteer,,,,BPW OCB,11/12/2016 08:00:00 AM,11/12/2016 12:00:00 PM,Strathen Park,"12601 Saticoy St. Los Angeles
California, 91605
(34.207276, -118.408759)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Paul Krekorian ,Office of Councilmember Paul Krekorian ,,,8888,159,465,,5,71
Office of Community Beautification - KYCC/Leo Politi Elementary,Tree Planting,,Volunteerism,,,,BPW OCB,11/12/2016 08:30:00 AM,11/12/2016 12:00:00 PM,Leo Politi Elementary School,"2481 W. 11th Street
Los Angeles, CA 90006",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - The Mission Continues/L.A. First Service Platoon,Community Clean Up,,Volunteerism,,,,BPW OCB,11/12/2016 08:30:00 AM,11/12/2016 03:30:00 PM,Lafayette Park,"625 S. La Fayette Park Pl.
Los Angeles, CA 90057
(34.061421, -118.283224)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,24352,,884,,11,63
Office of Community Beautification ~ MC Francis Garden & Street Cleanup,Community Garden and Cleanup,None,Volunteer,,,,BPW OCB,11/12/2016 08:30:00 AM,11/12/2016 12:00:00 PM,"Francis Ave, Los Angeles","2909 Francis Ave, Los Angeles
California, 90005
(34.14365, -117.21311)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo ,,,19236,,,,,
Office of Community Beautification ~  Office of Councilman Joe Buscaino,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/12/2016 09:00:00 AM,11/12/2016 12:00:00 PM,Watts Field Office,"1513 East 103rd Street
Los Angeles, California 90002
(33.943265, -118.247906)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22351,820,691,7,15,40
Office of Community Beautification ~  Northwest San Pedro Neighborhood Council,Clean Streets Challenge,No,Volunteerism,,,,BPW OCB,11/12/2016 09:00:00 AM,11/12/2016 02:00:00 PM,,"2115 North Gaffey Street
Los Angeles, California 900731
(34.073342, -118.218534)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23448,485,648,,11,1
Office of Community Beautification ~  Ultimate Restoration Unlimited,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/13/2016 09:00:00 AM,11/13/2016 12:00:00 PM,,"4726 Arlington
Los Angeles, California
(34.000296, -118.318135)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,751,1044,7,14,35
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Eagle Rock Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/13/2016 09:00:00 AM,11/13/2016 11:00:00 AM,,Yosemite & Floristan Avenue,Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Eldridge Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 12:00:00 PM,,"13356 Eldridge Ave
Sylmar, CA 91342
(34.313904, -118.419603)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,18912,39,1527,,1,47
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Panorama City Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 10:00:00 AM,Panorama Park,"8600 Hazeltine Ave, Los Angeles
California, 91402
(35.110261, -117.97516)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,Panorama City Neighborhood Council Outreach and Education Committee ,,7510,,,,,
Office of Community Beautification ~ Office of Councilmember Gil Cedillo ~ Estrella Park Community Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 12:00:00 PM,,"5577 N. Figueroa St.
California, 90004
(34.108939, -118.194148)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/, Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo,,,23673,370,477,28,11,93
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Panorama City Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 10:00:00 AM,Panorama Park,"8600 Hazeltine Ave, Los Angeles
California, 91402
(35.110261, -117.97516)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,Panorama City Neighborhood Council Outreach and Education Committee ,,7510,,,,,
Office of Community Beautification ~ Office of Councilmember Paul Krekorian ~ Eagle Scout Cleanup (Part II),Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 01:00:00 PM,,"Chandler Ave. North Hollywood
California, 91601",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Paul Krekorian,Office of Councilmember Paul Krekorian,,,,,,,,
Office of Community Beautification ~ MacArthur Park Neighborhood ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 08:00:00 AM,11/19/2016 12:00:00 PM,,"MacArthur Park
California, 90057",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council,,,,,,,
Office of Community Beautification - Pico/Union Cleanup & Graffiti Remediation,Community Clean Up,,Volunteerism,,,,BPW OCB,11/19/2016 08:30:00 AM,11/19/2016 12:00:00 PM,West Adams High School,"1500 W. Washington Bl.
Los Angeles, CA 90007
(34.04001, -118.289685)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification - Ballona Creek Renaissance Clean Up,Creek Clean Up,,Volunteerism,,,,BPW OCB,11/19/2016 09:00:00 AM,11/19/2016 12:00:00 PM,Ballona Creek,"Centinela & Milton
Los Angeles, CA 90066",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Westlake North Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/19/2016 09:00:00 AM,11/19/2016 01:00:00 PM,,"303 S. Loma Drive, Los Angeles
California, 90017
(34.246766, -116.832904)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,11801,,,,,
Office of Community Beautification ~  Office of Councilmember Jose Huizar ,Great Day of Service After Thanksgiving,NO,Volunteerism,,,,BPW OCB,11/25/2016 09:00:00 AM,11/25/2016 12:00:00 PM,1st Street Elementary School,"2820 East 1st Street
Los Angeles, California 90033
(34.041197, -118.2041)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,519,945,,9,38
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/03/2016 08:00:00 AM,12/03/2016 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification: Love the Neighborhood - Sunland Foursquare Church,Cleanup,,Volunteerism,,,,BPW OCB,12/03/2016 08:00:00 AM,12/03/2016 10:30:00 AM,,"10602 Sherman Grove
Sunland, CA 91040
(34.261764, -118.319558)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,3221,13,531,18,1,7
Office of Community Beautification ~  Office of Councilman Joe Buscaino ~ Simon Tech High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/03/2016 08:00:00 AM,12/03/2016 12:00:00 PM,Technology Academy High School,"10720 Wilmington Avenue
Los Angeles, California 90059
(33.938144, -118.23903)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24354,822,866,7,15,40
Office of Community Beautification - Mar Vista Family Center Clean Up,Community Clean Up,,Volunteerism,,,,BPW OCB,12/03/2016 08:00:00 AM,12/03/2016 01:00:00 PM,Mar Vista Family Center,"5075 S. Slauson Ave.
Culver City,, CA 90230
(33.993481, -118.406752)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,24678,917,873,10,10,85
Office of Community Beautification ~ Gerard Lawson Elementary School ,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/03/2016 09:00:00 AM,12/03/2016 12:00:00 PM,Gerard Lawson Elementary School,"929 West 69th Street
Los Angeles, California
(33.977241, -118.290266)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,773,979,7,14,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Van Nuys Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 08:00:00 AM,12/10/2016 12:00:00 PM,Van Nuys High School,"6535 Cedros Ave
California, 91411
(34.189248, -118.453076)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez ,Office of Councilwoman Nury Martinez ,,,19735,232,290,,3,18
Office of Community Beautification: Rayen Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,12/10/2016 08:00:00 AM,12/10/2016 11:00:00 AM,,"Orion Ave. & Rayen St.
North Hills, CA 91343",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Liggett Elementary School & Panorama City Neighborhood Council ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 08:00:00 AM,12/10/2016 11:00:00 AM,Liggett Elementary School,"9373 Moonbeam Ave. Los Angeles
California, 91402
(34.241031, -118.445878)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,Panorama City Neighborhood Council ,,19730,136,319,,3,59
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/10/2016 08:00:00 AM,12/10/2016 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ Nightingale Middle School Campus and Community Cleanup ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 08:30:00 AM,12/10/2016 12:30:00 PM,Nightingale Middle School,"3311 N Figueroa St, Los Angeles
California, 90065
(34.086865, -118.21846)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,24030,485,1365,,11,94
Office of Community Beautification ~ Watts Neighborhood Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 09:00:00 AM,12/10/2016 05:00:00 PM,,"Gorman Ave. Los Angeles
California, 90002",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,,,,,,
Office of Community Beautification ~ Hollywood High School Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 09:00:00 AM,12/10/2016 01:00:00 PM,Hollywood High School,"1521 N. Highland Ave. Los Angeles
California, 90028
(34.099203, -118.338684)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,23446,414,1303,,8,34
Office of Community Beautification ~ Hollywood High School ~ Campus Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,12/10/2016 09:00:00 AM,12/10/2016 01:00:00 PM,Hollywood High School,"1521 N. Highland Ave. Los Angeles
California, 90028
(34.099203, -118.338684)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,23446,414,1303,,8,34
Office of Community Beautification ~ Harbor Gateway North Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/17/2016 08:00:00 AM,12/17/2016 02:00:00 PM,,"219 East 116 Place
Los Angeles, California 90061
(33.928273, -118.271054)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24355,809,1194,7,15,53
Office of Community Beautification ~  Office of Councilman Joe Buscaino,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/17/2016 09:30:00 AM,12/17/2016 11:30:00 AM,,"Imperial Hwy and Olive Street
Los Angeles, California
(33.930998, -118.279608)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24355,809,1194,7,14,53
Office of Community Beautification ~ 68th Street Elementary School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,12/17/2016 10:00:00 AM,12/17/2016 03:00:00 PM,68th Street Elementary School,"612 West 68th Street
Los Angeles, California 90044
(33.978296, -118.284338)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,774,992,7,14,
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,02/04/2017 08:00:00 AM,02/04/2017 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,03/04/2017 08:00:00 AM,03/04/2017 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,04/08/2017 08:00:00 AM,04/08/2017 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,05/06/2017 08:00:00 AM,05/06/2017 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
