"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Services",,"8000","General Fund","Tax Supported Fund","Employment Agencies","Other Services","8000"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","250","250","General Fund","Tax Supported Fund","Meeting Expense","Other Services","250"
"2021","Public Works","Public Works","Building Maintenance","Services","8000","8000","General Fund","Tax Supported Fund","Elevator Maintenance","Repair & Maintenance Services","8000"
"2021","Public Safety","Fire","Fire Station # 3 Tiftonia","Services","10100","10100","General Fund","Tax Supported Fund","Electricity","Utilities","10100"
"2021","Public Works","Public Works","Park Mgmt - Admin","Vehicle Operating Expense","50","50","General Fund","Tax Supported Fund","Car Wash","Other Vehicle Costs","50"
"2021","Youth and Family Development","Youth & Family","Heritage House Programs","Fringe Benefits","15582.66","15582.65558","General Fund","Tax Supported Fund","General Pension","Pension","15582.65558"
"2021","Public Safety","Police","Special Investigations","Fringe Benefits","41664","41664","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","41664"
"2021","Public Works","Public Works","CWS Central Business District","Other Expenses","2023","2023","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","2023"
"2021","Public Safety","Police","Real Time Intelligence Center (RTIC)","Travel Expense","1800","1800","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","1800"
"2021","Public Works","Public Works","Garbage Pick-up","Travel Expense","500","500","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","500"
"2021","Youth and Family Development","Youth & Family","Sports Programs","Travel Expense","8000","8000","General Fund","Tax Supported Fund","Transportation","Transportation","8000"
"2021","Public Safety","Police","Police Community Services","Travel Expense","220","220","General Fund","Tax Supported Fund","Transportation","Transportation","220"
"2021","Public Safety","Police","Police Patrol Alpha","Services","500","500","General Fund","Tax Supported Fund","Natural Gas","Utilities","500"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Services",,"2300","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","2300"
"2021","General Government","Finance & Admin","Finance Office","Fringe Benefits","26470","26470","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","26470"
"2021","Public Safety","Police","Police Patrol Alpha","Salaries","35200","35200","General Fund","Tax Supported Fund","State Training Wages","Salaries & Wages","35200"
"2021","General Government","Purchasing","Purchasing","Materials & Supplies","350","350","General Fund","Tax Supported Fund","Newspapers","Office Supplies","350"
"2021","Public Works","Public Works","Building Maintenance","Services","800","800","General Fund","Tax Supported Fund","Dumpster Rental","Rental Services","800"
"2021","Youth and Family Development","Youth & Family","Office of Early Learning","Materials & Supplies","5000","5000","General Fund","Tax Supported Fund","Event Planning, Services and Catering","Other Materials & Supplies","5000"
"2021","Public Works","Public Works","CWS Street Sweeping","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Hardware, Nails, Small Tools","Other Materials & Supplies","500"
"2021","General Government","Purchasing","Purchasing","Other Expenses","200","200","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","200"
"2021","Public Works","Public Works","CWS Mowing Tractors/Leaf Collection","Fringe Benefits","20381.52","20381.5214","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","20381.5214"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Materials & Supplies","350","350","General Fund","Tax Supported Fund","Safety Shoes","Other Materials & Supplies","350"
"2021","General Government","Executive Branch","Multicultural Affairs","Services","4000","4000","General Fund","Tax Supported Fund","Consultant Fees","Professional Services","4000"
"2021","Youth and Family Development","Youth & Family","Heritage House Programs","Fringe Benefits","23579.83","23579.82895","General Fund","Tax Supported Fund","Hospitalization","Insurance","23579.82895"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Materials & Supplies","3000","3000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","3000"
"2021","General Government","Finance & Admin","Finance Office","Fringe Benefits","110016","110016","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","110016"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Vehicle Operating Expense","14000","14000","General Fund","Tax Supported Fund","Gasoline","Fuel","14000"
"2021","Youth and Family Development","Youth & Family","Youth Dev - CAPS","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","General Government","Finance & Admin","Finance Office","Vehicle Operating Expense","500","500","General Fund","Tax Supported Fund","ehicle Rental Local Use","Vehicle Lease & Rental","500"
"2021","Public Safety","Police","Investigative Services Command","Services","500","500","General Fund","Tax Supported Fund","Meeting Expense","Other Services","500"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Salaries","1657387","1657387","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","1657387"
"2021","Public Works","Public Works","CWS Admin","Vehicle Operating Expense","100","100","General Fund","Tax Supported Fund","Propane","Fuel","100"
"2021","Public Safety","Police","Records Management & Services","Materials & Supplies","1500","1500","General Fund","Tax Supported Fund","Police Evidence Supplies","Other Materials & Supplies","1500"
"2021","General Government","Finance & Admin","Finance Office","Fringe Benefits","2377","2377","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","2377"
"2021","General Government","Finance & Admin","Capital Planning","Fringe Benefits","26936.54","26936.54093","General Fund","Tax Supported Fund","General Pension","Pension","26936.54093"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","2000","2000","General Fund","Tax Supported Fund","Irrigation","Trades","2000"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Vehicle Operating Expense","1000","1000","General Fund","Tax Supported Fund","Diesel Fuel","Fuel","1000"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Services","150","150","General Fund","Tax Supported Fund","Freight, Express & Drayage","Delivery Services","150"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Carver","Services","1000","1000","General Fund","Tax Supported Fund","Natural Gas","Utilities","1000"
"2021","General Government","City Attorney","City Attorney Operations","Services","400","400","General Fund","Tax Supported Fund","Training Costs","Staff Training","400"
"2021","Economic and Community Development","Economic & Community Development","Neighborhood Service Development","Fringe Benefits","5376","5376","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","5376"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Vehicle Operating Expense","9060","9060","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","9060"
"2021","Transportation","Transportation","Smart Cities Operations","Salaries","8880","8880","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","8880"
"2021","Public Safety","Police","Police Budget & Finance","Salaries","3500","3500","General Fund","Tax Supported Fund","Overtime","Overtime","3500"
"2021","Transportation","Transportation","Transportation Administration","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","500"
"2021","Public Safety","Police","Special Investigations","Fringe Benefits","762710.51","762710.508","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","762710.508"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","500","500","General Fund","Tax Supported Fund","HVAC","Repair & Maintenance Services","500"
"2021","Public Works","Public Works","Building Maintenance","Services","4500","4500","General Fund","Tax Supported Fund","Painting","Trades","4500"
"2021","General Government","Human Resources","Employees Safety Program","Travel Expense","500","500","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","500"
"2021","Public Safety","Police","Police Patrol Fox","Fringe Benefits","444496.01","444496.0093","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","444496.0093"
"2021","Public Works","Public Works","CWS Central Business District","Salaries","219794","219794","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","219794"
"2021","Youth and Family Development","Youth & Family","Youth Dev - CAPS","Fringe Benefits","5595.47","5595.472629","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","5595.472629"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Security","Vehicle Operating Expense","100","100","General Fund","Tax Supported Fund","Car Wash","Other Vehicle Costs","100"
"2021","Public Works","Public Works","CWS Street Cleaning Crews","Fringe Benefits","551","551","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","551"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Services","6500","6500","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","6500"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Services","100","100","General Fund","Tax Supported Fund","Miscellaneous Services","Other Services","100"
"2021","Youth and Family Development","Youth & Family","Aquatics Programs","Fringe Benefits","84","84","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","84"
