"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00039029","2022-08-31T14:43:29.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3801 WEBSTER PL","38.7874034","-76.94185742","
,  
(38.7874034, -76.94185742)","County Address"
"22-00039028","2022-08-31T14:43:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2515 KEATING ST","38.83490417","-76.95229636","
,  
(38.83490417, -76.95229636)","Hillcrest Heights / Marlow Heights"
"22-00039027","2022-08-31T14:42:33.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","7011 MASON ST","38.85959006","-76.88630933","
,  
(38.85959006, -76.88630933)","County Address"
"22-00039026","2022-08-31T14:41:48.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","5410 WOODLAND CT","38.8154059","-76.96891","
,  
(38.8154059, -76.96891)","Oxon Hill / Glassmanor"
"22-00039025","2022-08-31T14:41:20.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","8107 BARRETT RD","38.7759934","-76.99291559","
,  
(38.7759934, -76.99291559)","County Address"
"22-00039024","2022-08-31T14:40:47.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9110 CONSTANTINE DR","38.76384167","-76.95924944","
,  
(38.76384167, -76.95924944)","County Address"
"22-00039023","2022-08-31T14:40:26.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2509 ROSLYN AVE","38.855138","-76.88171847","
,  
(38.855138, -76.88171847)","County Address"
"22-00039022","2022-08-31T14:37:46.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","5404 RIDGECROFT DR",,,,"County Address"
"22-00039021","2022-08-31T14:35:29.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1704 LORELEI DR","38.76261455","-76.98024299","
,  
(38.76261455, -76.98024299)","County Address"
"22-00039020","2022-08-31T14:31:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039018","2022-08-31T14:19:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039017","2022-08-31T14:16:34.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039014","2022-08-31T14:15:37.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","4315 OFFUT DR","38.82978087","-76.9047613","
,  
(38.82978087, -76.9047613)","County Address"
"22-00039013","2022-08-31T14:14:54.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2104 WILLOWTREE LN","38.82654059","-76.97133315","
,  
(38.82654059, -76.97133315)","County Address"
"22-00039012","2022-08-31T14:14:08.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","4111 23RD PL","38.83310455","-76.95761681","
,  
(38.83310455, -76.95761681)","Hillcrest Heights / Marlow Heights"
"22-00039011","2022-08-31T14:13:36.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","5515 AUTH RD","38.8228398","-76.91126882","
,  
(38.8228398, -76.91126882)","County Address"
"22-00039010","2022-08-31T14:12:50.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039009","2022-08-31T14:12:36.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2703 SHELTON PL","38.8521477","-76.87261748","
,  
(38.8521477, -76.87261748)","Forestville"
"22-00039008","2022-08-31T14:11:34.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1310 INLAND DR","38.87187719","-76.8622028","
,  
(38.87187719, -76.8622028)","Forestville"
"22-00039007","2022-08-31T14:10:46.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1419 SHADY GLEN DR","38.86937202","-76.87858971","
,  
(38.86937202, -76.87858971)","Forestville"
"22-00039006","2022-08-31T14:10:14.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","5100 BROOKSIDE CT","38.81912672","-76.98300281","
,  
(38.81912672, -76.98300281)","Oxon Hill / Glassmanor"
"22-00039005","2022-08-31T14:09:22.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3613 JAYWOOD AVE","38.83948064","-76.9067646","
,  
(38.83948064, -76.9067646)","Suitland / Coral Hills"
"22-00039004","2022-08-31T14:08:04.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039003","2022-08-31T14:07:38.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2121 JAMESON ST","38.83064151","-76.96176762","
,  
(38.83064151, -76.96176762)","County Address"
"22-00039002","2022-08-31T14:06:59.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","808 CRAWFORD ST","38.79604068","-76.99337786","
,  
(38.79604068, -76.99337786)","County Address"
"22-00039001","2022-08-31T14:06:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039000","2022-08-31T14:06:27.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","314 FOUNDRY LN","38.77100065","-77.0158399","
,  
(38.77100065, -77.0158399)","County Address"
"22-00038999","2022-08-31T14:04:11.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1301 WATERFORD DR","38.87200708","-76.87735112","
,  
(38.87200708, -76.87735112)","Forestville"
"22-00038998","2022-08-31T14:03:40.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2205 OVERTON DR","38.85891678","-76.86844171","
,  
(38.85891678, -76.86844171)","Forestville"
"22-00038997","2022-08-31T13:52:14.000","OPEN","OPEN","Special Services Division","Department of Public Works & Transportation","Tree Trimming in Public Right-of-Way","6105 GATE DR",,,,"County Address"
"22-00038996","2022-08-31T13:51:06.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3529 DUNLAP ST","38.83951608","-76.96674858","
,  
(38.83951608, -76.96674858)","County Address"
"22-00038995","2022-08-31T13:50:35.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","6109 CLARIDGE RD","38.8046306","-76.91552715","
,  
(38.8046306, -76.91552715)","County Address"
"22-00038994","2022-08-31T13:49:45.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","4420 LYONS ST","38.82880009","-76.9531477","
,  
(38.82880009, -76.9531477)","Hillcrest Heights / Marlow Heights"
"22-00038993","2022-08-31T13:48:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038992","2022-08-31T13:48:37.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3818 SWANN RD","38.83700498","-76.9175238","
,  
(38.83700498, -76.9175238)","Silver Hill"
"22-00038991","2022-08-31T13:47:43.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","7811 BERRY PL","38.86479901","-76.87183544","
,  
(38.86479901, -76.87183544)","Forestville"
"22-00038990","2022-08-31T13:42:45.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","7204 LOCH CT","38.79048994","-76.9841569","
,  
(38.79048994, -76.9841569)","County Address"
"22-00038986","2022-08-31T13:21:06.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038985","2022-08-31T13:20:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038972","2022-08-31T11:47:00.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038970","2022-08-31T11:43:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038969","2022-08-31T11:41:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038968","2022-08-31T11:37:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038967","2022-08-31T11:35:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038965","2022-08-31T11:28:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038964","2022-08-31T11:23:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038963","2022-08-31T11:15:20.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038960","2022-08-31T10:50:06.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4802 66TH PL","38.9438294","-76.90720038","
,  
(38.9438294, -76.90720038)","County Address"
"22-00038957","2022-08-31T10:37:36.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4810 66TH PL","38.94438049","-76.90765053","
,  
(38.94438049, -76.90765053)","County Address"
"22-00038954","2022-08-31T10:27:07.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4821 TRENTON RD","38.94724161","-76.90614841","
,  
(38.94724161, -76.90614841)","County Address"
"22-00038953","2022-08-31T10:21:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038952","2022-08-31T10:17:12.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4802 STOCKTON LN","38.94739349","-76.90601729","
,  
(38.94739349, -76.90601729)","County Address"
"22-00038951","2022-08-31T10:15:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038949","2022-08-31T10:01:31.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12608 SHOLTON ST","38.89935999","-76.78633524","
,  
(38.89935999, -76.78633524)","County Address"
"22-00038948","2022-08-31T10:00:39.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4820 TRENTON RD","38.94671865","-76.90593546","
,  
(38.94671865, -76.90593546)","County Address"
"22-00038947","2022-08-31T09:56:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","QUEENS LN & PARK LN",,,,"County Address"
"22-00038946","2022-08-31T09:55:43.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2400 KRISTYN LN","38.75637308","-76.96648585","
,  
(38.75637308, -76.96648585)","County Address"
"22-00038945","2022-08-31T09:55:15.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","17900 HORSEHEAD RD","38.64521553","-76.76868072","
,  
(38.64521553, -76.76868072)","County Address"
"22-00038944","2022-08-31T09:54:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12103 LIHOU CT","38.72551255","-77.02545409","
,  
(38.72551255, -77.02545409)","County Address"
"22-00038943","2022-08-31T09:54:02.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5701 HUNTLAND RD","38.81092886","-76.93163734","
,  
(38.81092886, -76.93163734)","County Address"
"22-00038942","2022-08-31T09:53:25.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12103 LIHOU CT","38.72551255","-77.02545409","
,  
(38.72551255, -77.02545409)","County Address"
"22-00038941","2022-08-31T09:52:32.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12826 GLYNIS RD","38.71579685","-76.9644439","
,  
(38.71579685, -76.9644439)","County Address"
"22-00038939","2022-08-31T09:50:51.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4809 TRENTON RD","38.9467466","-76.90459834","
,  
(38.9467466, -76.90459834)","County Address"
"22-00038938","2022-08-31T09:49:53.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2111 DEBRA LYNN WAY","38.63986155","-77.04677379","
,  
(38.63986155, -77.04677379)","County Address"
"22-00038937","2022-08-31T09:48:46.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2505 JOSEPH DR","38.71253937","-76.96278455","
,  
(38.71253937, -76.96278455)","County Address"
"22-00038936","2022-08-31T09:48:10.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12622 PRESTWICK DR","38.7158973","-77.0065268","
,  
(38.7158973, -77.0065268)","County Address"
