"fiscal_year","fiscal_period","service","department","program","expense_category","fund","vendor_name","vendor_id","vendor_zip","payment_number","payment_issue_date","invoice_number","invoice_line_number","invoice_date","amount","description","purchase_order_number"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","DELTA AIR LINES INC","2457","30320-6001","412593","2014-03-31T00:00:00.000",,"0",,"25",,"0"
"2014","6","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","TARGET STORES","3636","75266-0149","408378","2013-12-11T00:00:00.000",,"0",,"3.99",,"0"
"2015","9","RESIDENTIAL REHAB PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","LAND/ACQ-W/IMPROV","STATE RENTAL REHAB","CENTRAL TRUE VALUE","9041","52001-3566","425935","2015-03-30T00:00:00.000",,"0",,"33.96",,"0"
"2015","3","MULTICULTURAL FAMILY CTR","MULTICULTURAL FAMILY CTR","CULTURE AND REC - OPER","LEGAL NOTICES & ADS","GENERAL","LINKEDIN.COM","4234","94043","419799","2014-09-30T00:00:00.000",,"0",,"195",,"0"
"2014","5","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","PARKING SERVICES","1027",,"407288","2013-11-07T00:00:00.000",,"0",,"1.5",,"0"
"2014","7","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","O'TOOLE OFFICE SUPPLY COMPANY","3033","52001-4724","409644","2014-01-08T00:00:00.000",,"0",,"30",,"0"
"2016","3","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","433069","2015-09-30T00:00:00.000",,"0",,"-4.97",,"0"
"2014","3","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","404566","2013-09-06T00:00:00.000",,"0",,"-299.99",,"0"
"2013","1","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130702","2012-07-03T00:00:00.000",,"0","2012-07-03T00:00:00.000","-3374.27",,"0"
"2013","12","OFFICES/CTRL RM/LAB REMOD","WATER","BUSINESS TYPE - CAPITAL","CONST CONTRACT-BLDG","WATER CONSTRUCTION","STEVES ACE HARDWARE","3575","52002-1053","401865","2013-06-28T00:00:00.000",,"0",,"9.48",,"0"
"2016","1","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","COBBLESTONE INN & SUITES","12584","50273-1063","430760","2015-07-29T00:00:00.000",,"0",,"399.84",,"0"
"2016","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1160","2228","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"-0.35",,"0"
"2016","4","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","434100","2015-10-30T00:00:00.000",,"0",,"-24.79",,"0"
"2015","6","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","TAXI SERVICE-SHUTTLE SERVICES","1026",,"422145","2014-12-04T00:00:00.000",,"0",,"20.95",,"0"
"2014","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","SIEGERT ENTERPRISES INC","11331","52001","415052","2014-05-30T00:00:00.000",,"0",,"36.5",,"0"
"2016","3","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","433069","2015-09-30T00:00:00.000",,"0",,"61.25",,"0"
"2019","2","GOLF OPERATIONS","RECREATION DIVISION","CULTURE AND REC - OPER","BEER PRODUCTS","GENERAL","MATTHEWS DISTRIBUTING CO","5854","52001","ET190848","2018-08-10T00:00:00.000",,"1","2018-08-07T00:00:00.000","245.55",,"19000344"
"2019","2","ACCTNG/PAYROLL/TREAS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","ELEC FRANCHISE FEE REFUND","GENERAL","DUBUQUE COMMUNITY SCHOOL DIST","1677","52001-3095","468948","2018-08-15T00:00:00.000",,"0","2018-07-31T00:00:00.000","4508.33",,"0"
"2020","5","EMERGENCY COMM. CENTER","EMERGENCY COMMUNICATIONS","PUBLIC SAFETY-OPERATING","EDUCATION & TRAINING","GENERAL","HOTEL/MOTEL VENDOR","2889",,"V482021","2019-11-04T00:00:00.000",,"0",,"107.52",,"0"
"2015","6","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","37 SIGNALS","11118","60607-2184","422145","2014-12-04T00:00:00.000",,"0",,"30",,"0"
"2014","5","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","PARKING SERVICES","1027",,"407288","2013-11-07T00:00:00.000",,"0",,"1.25",,"0"
"2015","10","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","CRESCENT ELECTRIC","1550","61025-4420","427256","2015-04-29T00:00:00.000",,"0",,"17.74",,"0"
"2014","8","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","HOTEL/MOTEL VENDOR","2889",,"410968","2014-02-14T00:00:00.000",,"0",,"119.16",,"0"
"2014","2","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","SAFETY RELATED SUPPLIES","WATER UTILITY OPERATION","BEST BUY","9410","75373-1247","403357","2013-08-08T00:00:00.000",,"0",,"169.98",,"0"
"2014","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141002","2013-10-01T00:00:00.000",,"0","2013-10-01T00:00:00.000","124030.4",,"0"
"2019","2","PARK AREAS & MAINTENANCE","PARK DIVISION","CULTURE AND REC - OPER","UTILITY EXP-GAS","GENERAL","BLACK HILLS/IOWA GAS UTILITY CO","1154","57709-6001","468922","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","34.73",,"19000505"
"2013","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","401865","2013-06-28T00:00:00.000",,"0",,"16.76",,"0"
"2015","12","CHILDREN SERVICES","LIBRARY","CULTURE AND REC - OPER","LIBRARY BOOKS","GENERAL","BOOKS A MILLION INC","4339","35219","429796","2015-06-30T00:00:00.000",,"0",,"-265.77",,"0"
"2015","6","BEE BRANCH ALIGNMENT","ENGINEERING","PUBLIC WORKS-CAPITAL","LAND/ACQ-W/IMPROV","SALES TAX INCREMENT","CENTRAL TRUE VALUE","9041","52001-3566","422145","2014-12-04T00:00:00.000",,"0",,"94.59",,"0"
"2013","12","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","401865","2013-06-28T00:00:00.000",,"0",,"3.34",,"0"
"2014","4","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","RESTAURANTS.COM INC","10729","60004-1443","406102","2013-10-14T00:00:00.000",,"0",,"4.8",,"0"
"2019","2","ACCTNG/PAYROLL/TREAS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","ELEC FRANCHISE FEE REFUND","GENERAL","UNIVERSITY OF DUBUQUE","3784","52001-5050","468969","2018-08-15T00:00:00.000",,"0","2018-08-03T00:00:00.000","14.57",,"0"
"2014","6","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","408378","2013-12-11T00:00:00.000",,"0",,"25.86",,"0"
"2014","11","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","415052","2014-05-30T00:00:00.000",,"0",,"91.51",,"0"
"2014","4","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","HAND TOOLS/EQUIPMENT","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","406102","2013-10-14T00:00:00.000",,"0",,"310.69",,"0"
"2013","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","393340","2012-12-07T00:00:00.000",,"0",,"36.69",,"0"
"2015","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","RESTAURANTS","2631",,"428371","2015-05-29T00:00:00.000",,"0",,"86",,"0"
"2014","8","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","DUES & MEMBERSHIPS","GENERAL","INTERNATIONAL CODE COUNCIL INC","2282","60673-1254","410968","2014-02-14T00:00:00.000",,"0",,"60",,"0"
"2016","1","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","430760","2015-07-29T00:00:00.000",,"0",,"20.97",,"0"
"2013","9","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SHOP EQUIPMENT","WATER UTILITY OPERATION","CENTRAL TRUE VALUE","9041","52001-3566","396770","2013-03-11T00:00:00.000",,"0",,"19.74",,"0"
"2015","3","ADULT SERVICES","LIBRARY","CULTURE AND REC - OPER","PROMOTION","GENERAL","AMERICAN LIBRARY ASSOCIATION","1114","60611-2729","419799","2014-09-30T00:00:00.000",,"0",,"-24",,"0"
"2016","3","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","433069","2015-09-30T00:00:00.000",,"0",,"92.5",,"0"
"2014","7","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","CAMP MARKETING SERVICES LLC","10971","50014-1122","409644","2014-01-08T00:00:00.000",,"0",,"160",,"0"
"2014","5","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141105","2013-11-05T00:00:00.000",,"0","2013-11-05T00:00:00.000","161007.42",,"0"
"2013","11","ADMINISTRATION","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","399254","2013-05-10T00:00:00.000",,"0",,"2.2",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","400813","2013-06-13T00:00:00.000",,"0",,"84.99",,"0"
"2013","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY EQUIPMENT","WATER UTILITY OPERATION","NORTHERN TOOL & EQUIPMENT CATALOG","8441","30348-5525","395659","2013-02-08T00:00:00.000",,"0",,"129.57",,"0"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","RENAISSANCE HOTEL","4816","85004-2329","419799","2014-09-30T00:00:00.000",,"0",,"295.91",,"0"
"2015","7","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","423113","2015-01-06T00:00:00.000",,"0",,"30.15",,"0"
"2019","2","UNDISTRIBUTED","WATER","BUSINESS TYPE - OPERATING","REFUNDS","WATER UTILITY OPERATION","MANDERS, LINDA M","15124","50311-2014","468945","2018-08-15T00:00:00.000",,"0","2018-08-08T00:00:00.000","4.1",,"0"
"2016","3","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","APPLE INC","7184","75284-6095","433069","2015-09-30T00:00:00.000",,"0",,"20.97",,"0"
"2015","1","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET150702","2014-07-01T00:00:00.000",,"0","2014-07-01T00:00:00.000","72713.46",,"0"
"2019","2","PARKING METER ENFORCEMENT","PARKING DIVISION","BUSINESS TYPE - OPERATING","REFUNDS","PARKING OPERATION","PARKING TICKET REFUNDS","90000012",,"468981","2018-08-15T00:00:00.000",,"0","2018-03-14T00:00:00.000","5",,"0"
"2013","11","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130546","2013-05-28T00:00:00.000",,"0","2013-05-28T00:00:00.000","-9629.17",,"0"
"2015","11","MANAGEMENT","CITY MANAGER'S OFFICE","GEN GOVERNMENT - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","428371","2015-05-29T00:00:00.000",,"0",,"358.2",,"0"
"2014","5","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN PLANNING ASSOCIATION","1119","60603-6107","407288","2013-11-07T00:00:00.000",,"0",,"-225",,"0"
"2013","12","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SHOP EQUIPMENT","WATER UTILITY OPERATION","CENTRAL TRUE VALUE","9041","52001-3566","400813","2013-06-13T00:00:00.000",,"0",,"33.99",,"0"
"2013","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","393340","2012-12-07T00:00:00.000",,"0",,"9.95",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","412593","2014-03-31T00:00:00.000",,"0",,"11.13",,"0"
"2013","6","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","RESTAURANTS","2631",,"393340","2012-12-07T00:00:00.000",,"0",,"60",,"0"
"2015","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","427256","2015-04-29T00:00:00.000",,"0",,"-2.26",,"0"
"2014","9","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","LEAD PAINT GRANT","STAPLES ADVANTAGE","3543","60696-3689","412593","2014-03-31T00:00:00.000",,"0",,"172.36",,"0"
"2014","10","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","413932","2014-04-30T00:00:00.000",,"0",,"-74.92",,"0"
"2013","12","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130649","2013-06-18T00:00:00.000",,"0","2013-06-18T00:00:00.000","-19427.94",,"0"
"2015","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","429796","2015-06-30T00:00:00.000",,"0",,"25.95",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","CRUST ITALIAN KITCHEN & BAR","4595","52001","400813","2013-06-13T00:00:00.000",,"0",,"75.15",,"0"
"2015","3","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","419799","2014-09-30T00:00:00.000",,"0",,"29.64",,"0"
"2013","8","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","395659","2013-02-08T00:00:00.000",,"0",,"12.93",,"0"
"2013","8","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","UNIVERSITY OF NORTHERN IOWA","3788","50614-0703","395659","2013-02-08T00:00:00.000",,"0",,"80",,"0"
"2013","10","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130436","2013-04-23T00:00:00.000",,"0","2013-04-23T00:00:00.000","-11948.58",,"0"
"2015","10","MAINTENANCE SERVICES","LIBRARY","CULTURE AND REC - OPER","EQUIP MAINT CONTRACT","GENERAL","DIVISION OF LABOR","1638","50309","426583","2015-04-15T00:00:00.000",,"1","2015-04-02T00:00:00.000","120",,"148064"
"2013","3","ANIMAL CONTROL","HEALTH SERVICES","PUBLIC SAFETY-OPERATING","ANIMAL CONTROL SUPPLIES","GENERAL","YOU2 (YOU SQUARED)","3967","52002-2628","389839","2012-09-14T00:00:00.000",,"0",,"19.95",,"0"
"2014","7","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET14103","2014-01-02T00:00:00.000",,"0","2014-01-02T00:00:00.000","63174.06",,"0"
"2019","5","ACCTNG/PAYROLL/TREAS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","GAS FRANCHISE FEE REFUND","GENERAL","SUNNYCREST MANOR","11889","52001","471812","2018-11-14T00:00:00.000",,"0","2018-10-30T00:00:00.000","57.86",,"0"
"2014","6","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","SAFETY RELATED SUPPLIES","WATER UTILITY OPERATION","FASTENAL COMPANY","1835","55987","408378","2013-12-11T00:00:00.000",,"0",,"18.22",,"0"
"2015","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","GAS STATIONS/TOWING","1031",,"429796","2015-06-30T00:00:00.000",,"0",,"24",,"0"
"2014","5","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141131","2013-11-19T00:00:00.000",,"0","2013-11-19T00:00:00.000","269.13",,"0"
"2013","8","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","TRAVEL INSURANCE POLICY","2452",,"395659","2013-02-08T00:00:00.000",,"0",,"54",,"0"
"2015","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYATT CORPORATION","8339","60616-9985","429796","2015-06-30T00:00:00.000",,"0",,"51",,"0"
"2014","12","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","STONEY CREEK INN SIOUX CITY","11494","51101-1403","416421","2014-06-30T00:00:00.000",,"0",,"93.79",,"0"
"2014","9","HEALTHY HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","MILEAGE/LOCAL TRANSP","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","412593","2014-03-31T00:00:00.000",,"0",,"195",,"0"
"2015","10","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","427256","2015-04-29T00:00:00.000",,"0",,"6.49",,"0"
"2013","3","INFORMATION SERVICES","INFORMATION SERVICES","GEN GOVERNMENT - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","389839","2012-09-14T00:00:00.000",,"0",,"492",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","UDAG REPAYMENTS","HOTEL/MOTEL VENDOR","2889",,"400813","2013-06-13T00:00:00.000",,"0",,"168.19",,"0"
"2016","4","AMERICORP 15/16","AMERICORPS","CULTURE AND REC - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","434100","2015-10-30T00:00:00.000",,"0",,"-15",,"0"
"2016","4","INTERMODAL FACILITY","TRANSIT DIVISION","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","TRANSIT","LOWES COMPANIES INC","2644","30353-0954","434100","2015-10-30T00:00:00.000",,"0",,"52.44",,"0"
"2014","3","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","YOUNG PROFESSIONALS OF IOWA","10577","50309-2027","404566","2013-09-06T00:00:00.000",,"0",,"90",,"0"
"2013","8","METERS","WATER","BUSINESS TYPE - OPERATING","SAFETY EQUIPMENT","WATER UTILITY OPERATION","NORTHERN SAFETY CO INC","4837","13504-4250","395659","2013-02-08T00:00:00.000",,"0",,"310.37",,"0"
"2019","2","WATER MAIN REPLACEMENTS","WATER","BUSINESS TYPE - CAPITAL","CONST.CONTR-NOT BLDG","WATER CONSTRUCTION","DREW COOK & SONS EXCAVATING CO INC","1517","52001-8270","468946","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","57.98",,"18002276"
"2013","3","ANIMAL CONTROL","HEALTH SERVICES","PUBLIC SAFETY-OPERATING","EDUCATION & TRAINING","GENERAL","HOTEL/MOTEL VENDOR","2889",,"389839","2012-09-14T00:00:00.000",,"0",,"278.76",,"0"
"2014","11","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","MARRIOTT INTERNATIONAL","9693","30384-2642","415052","2014-05-30T00:00:00.000",,"0",,"389.84",,"0"
"2013","11","GETTING AHEAD GETTING BY","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","399254","2013-05-10T00:00:00.000",,"0",,"1.09",,"0"
"2015","10","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","427256","2015-04-29T00:00:00.000",,"0",,"45.16",,"0"
"2014","12","ADMINISTRATION","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","AHA! PROCESS INC","7719","77562-4215","416421","2014-06-30T00:00:00.000",,"0",,"25",,"0"
"2013","10","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130403","2013-04-02T00:00:00.000",,"0","2013-04-02T00:00:00.000","155173.63",,"0"
"2014","9","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","MARCO'S INC","10072","52001-3501","411819","2014-03-07T00:00:00.000",,"0",,"41.3",,"0"
"2013","3","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130918","2012-09-11T00:00:00.000",,"0","2012-09-11T00:00:00.000","235.87",,"0"
"2013","7","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130139","2013-01-29T00:00:00.000",,"0","2013-01-29T00:00:00.000","190456.69",,"0"
"2014","4","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141012","2013-10-08T00:00:00.000",,"0","2013-10-08T00:00:00.000","250",,"0"
"2013","9","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","FASTENAL COMPANY","1835","55987","396770","2013-03-11T00:00:00.000",,"0",,"108.16",,"0"
"2013","5","INSP. - FOOD ESTBLMNTS","HEALTH SERVICES","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HOTEL/MOTEL VENDOR","2889",,"392203","2012-11-09T00:00:00.000",,"0",,"246.4",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"69.02",,"0"
"2014","6","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","NEWARK CORPORATION","2955","60094-4151","408378","2013-12-11T00:00:00.000",,"0",,"40.74",,"0"
"2015","3","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1162","5220","50266-8290","419799","2014-09-30T00:00:00.000",,"0",,"-23.5",,"0"
