"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"315",,"March 31, 2014 thru April 4, 2014
Lane Restriction; expect short delays, signage in place.
Fox Construction has scheduled a side path project, weather permitting.  If you experience any problems with this project, please contact City Engineering at 349-34","true",,"Lane Restriction","rj43uckchmddk068p4tqg9opmk",,"2014-03-31T00:00:00.000","2014-04-05T00:00:00.000",,,"W. Clubhouse Dr from N. Kinser Pike to N. Old SR 37","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"316",,"March17, 2014
Road Closed; expect to detour, signage in place.
City of Bloomington Utilities Department has scheduled a water project, weather permitting, from 8:00 a.m. to 2:00 p.m.  If you experience any problems with this project, please contact City U","true","Utilities","Road Closed","vv0tr3q5n6nl13vc358uruj75g",,"2014-03-31T00:00:00.000","2014-04-01T00:00:00.000",,,"S. Rockport Rd from W. Countryside Ln to W. Coolidge Dr","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"317",,"March 24, 2014 thru March 28, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a sidewalk project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this p","true","Street","Lane Restriction","prdv78u5ns5ssdatfdarqp58ck",,"2014-03-31T00:00:00.000","2014-04-05T00:00:00.000",,,"W. 17th St from N. Kinser Pk to N. College Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"318",,"March 31, 2014 thru April 4, 2014
Lane Restriction, expect short delays, traffic control and signage in place.
City of Bloomington Utilities Department has scheduled storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience a","true","Utilities","Lane Restriction","hsc806frpm52ci8n020dbf4f20",,"2014-03-31T00:00:00.000","2014-04-01T00:00:00.000",,,"N. Kinser Pike from W. 17th St to SR 45/46 Bypass","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"319",,"100 S Washington - 105 A&B
4/2/14
6:00AM - 11:59 PM
2 spaces","true",,"Reserved Meter","0kurkq2479h6763f5blo4jff0o",,"2014-04-02T06:00:00.000","2014-04-02T23:59:00.000",,,"105 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"320",,"500 E Kirkwood - 500 A&B, 502 A&B and 504 A&B
4/29/14
6:00 PM - 10:00 PM
6 spaces","true",,"Reserved Meter","1pa6p5dj560ecqrtmoqh7mfi9g",,"2014-04-29T18:00:00.000","2014-04-29T22:00:00.000",,,"500 A&B, 502 A&B and 504 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"321",,"100 S College
100A & B
8:30-11:30 am","true",,"Reserved Meter","eht1nvsba5edh46i0bhsg60gkk",,"2014-04-01T08:30:00.000","2014-04-01T11:30:00.000",,,"Reserved Meters 100 S College 100A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"322",,"300 E 6th - 302 A&B, 304A
107 N Grant - 105A&B, 107A&B, 109A&B, 111A
4/1/14 - 4/21/14
8:00AM - 6:00PM","true",,"Reserved Meter","dok4lnjsssqfqd0nqtv858dn1g",,"2014-04-01T08:00:00.000","2014-04-02T18:00:00.000",,,"105A&B, 107A&B, 109A&B, 111A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"323",,"West Kirkwood Ave from South Gentry Street to the B-Line Trail
April 4, 2014 from 6:00 a.m. to 1:00 p.m.
Lane Restriction; expect short delays, signage in place.
Shiel Sexton has scheduled a delivery of equipment for the construction of the Hyatt Hotel. I","true",,"Lane Restriction","c3jhj52bh2vkuuf78cgk4dncgc",,"2014-04-04T00:00:00.000","2014-04-05T00:00:00.000",,,"Line Trail","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"324",,"West 4th Street from South Gentry Street to the B-Line Trail
April 4, 2014 from 12:00 Noon to 5:30 p.m.
Lane Restriction; expect short delays, signage in place.
Shiel Sexton has scheduled a delivery of equipment for the construction of the Hyatt Hotel. If","true",,"Lane Restriction","voaab8sacdgqjeoni1lqm6ofqg",,"2014-04-04T00:00:00.000","2014-04-05T00:00:00.000",,,"Line Trail","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"325",,"200 N College, meters 211A&B
4/3-4/4/14
11:00 am - 11:00 am","true",,"Reserved Meter","8j34amp3qdvemsup5326emlcj0",,"2014-04-03T11:00:00.000","2014-04-04T11:00:00.000",,,"Reserved Meters 200 N College, meters 211A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"326",,"Magnificent 7 Road Race Series
Route: E. Miller Drive, S. Henderson Street, E. North Drive, E. South Drive, S. Winslow Court, Burberry Lane, E. Graham Drive, E. Hickory Stick Drive, Moss Creek Circle, E. Moss Creek Drive, S. Highland Avenue, S. Maxwell St","true","Public Works","Road Closed","g1j7ct2so1v4asfgpqjjcrlms4",,"2014-04-05T00:00:00.000","2014-04-06T00:00:00.000",,,"Magnificent 7 Road Race Series","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"327",,"Hilton
4/10/14-4/13/14 10:00 pm - 1:00 pm 200 N College, 211A&B","true",,"Reserved Meter","nf02hcr3sqncunastuacpgcl7s",,"2014-04-10T10:00:00.000","2014-04-13T13:00:00.000",,,"Reserved Meters 200 N College, 211A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"328",,"Walk to End Alzheimer's 
9-13-14
The Alzheimer's Association has scheduled a special event in Bryan Park from 9:00 a.m. to 5:00 p.m.","true",,"Noise Permit","muogr58sirkehkbebvjnmgheb0",,"2014-09-13T00:00:00.000","2014-09-14T00:00:00.000",,,"Walk to End Alzheimer's","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"329",,"Bloomington Grand Prix Event
Route:  E. Kirkwood Avenue from N. Grant St to N. Indiana Ave
N. Indiana Ave from E. Kirkwood Ave to E. 7th St
E. 7th St from from N. Indiana Ave to N. Dunn St
N. Dunn St from from E. 6th St to E. 7th St
E. 6th St from N. Gran","true","Public Works",,"h2il3jv8ue5num6ccti3lnc0e4",,"2014-08-09T00:00:00.000","2014-08-10T00:00:00.000",,,"Bloomington Grand Prix","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"330",,"IU Dance Marathon Rockin' for Riley
E. Kirkwood Ave from N. Indiana Ave to N. Dunn St
September 1, 2014
Road Closed; expect to detour, signage in place.
Indiana University has scheduled a dance marathon event from 11:00 a.m. to 9:00 p.m.  If you experienc","true","Public Works","Road Closed","pa6m9l1vccrmk0vps2jeju5mko",,"2014-09-01T00:00:00.000","2014-09-02T00:00:00.000",,,"IU Dance Marathon Rockin' for Riley","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"331",,"Monroe County Public Library (MCPL) Kali Ma Fire Dancers
N. Grant St from North Side of Mid-Block Alley to E. 6th St
June 5, 2014
Road Closed, expect to detour, signage in place.
MCPL has scheduled a performance event from 5:30 p.m. to 8:30 p.m.  If you e","true","Public Works","Road Closed","12tq8pco24d7f7gorh5qckc9d4",,"2014-06-05T00:00:00.000","2014-06-06T00:00:00.000",,,"MCPL Kali Ma Fire Dancers","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"332",,"customer service issued NO Parking signs to the Bluebird:

200 N Walnut 204A & B, 206A

4/11/14 2:00 pm - 10:00 pm","true",,"Reserved Meter","fahdsq052sur91it9pbk4qapes",,"2014-04-11T14:00:00.000","2014-04-11T22:00:00.000",,,"Reserved Meters  200 N Walnut 204A & B, 206A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"333",,"customer service issued No Parking signs to Landlocked Music:
4/12/14 11:00 am - 8:00 pm
200 N Walnut 200A & B","true",,"Reserved Meter","t5c46bprgtcal99pcjtllmd5co",,"2014-04-12T11:00:00.000","2014-04-12T20:00:00.000",,,"Reserved Meters 200 N Walnut 200A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"334",,"Homeward Bound Walk
Route:Starting and ending at the Waldron, Hill & Buskirk Park, portions of 3rd, Indiana, 10th, Grant, Kirkwood, Walnut, College, 6th, Rogers, Maple, Howe, and Fairview.  Signage and traffic control personnel in place.
April 13, 2014
Ci","true","Public Works","Road Closed","duh7icrm20i89f4u8do2qk11ek",,"2014-04-13T00:00:00.000","2014-04-14T00:00:00.000",,,"Homeward Bound Walk","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"335",,"200 N College - 209 B, 211 A&B
4/18/14 - 4/18/14
7:00AM - 8:00PM
3 spaces","true",,"Reserved Meter","h155slc5mbed8vl9ma5mdc33n8",,"2014-04-18T07:00:00.000","2014-04-18T20:00:00.000",,,"209 B, 211 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"336",,"200 N College - 209 A&B,  211 A&B
5/2/14 - 5/3/14
6:00PM - Noon
4 spaces","true",,"Reserved Meter","vhfi4eifp01mm2jmhiru1hjlpg",,"2014-05-02T18:00:00.000","2014-05-03T12:00:00.000",,,"209 A&B,  211 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"337",,"North Gates Drive from West Alexander Drive to West Runkle Way
April 22, 2014 thru April 23, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Street Department has scheduled a street repair pr","true","Street","Lane Restriction","dgc6v1h5c3b5jh6pinsr04ea18",,"2014-04-22T00:00:00.000","2014-04-24T00:00:00.000",,,"N. Gates Drive from W. Alexander Drive to W. Runkle Way","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"338",,"Intersection of West 7th Street and North College Avenue
April 22, 2014 thru April 23, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Street Department has scheduled a lane marking project,","true","Street","Lane Restriction","893r96ie96s1558h4iignld4gc",,"2014-04-22T00:00:00.000","2014-04-24T00:00:00.000",,,"Intersection of W. 7th Street and N. College Avenue","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"339",,"South Clarizz Boulevard from East Moores Pike to East 3rd Street 
April 24, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Street Department has scheduled a street repair project, weather pe","true","Street","Lane Restriction","6otr3imkvms330aa2v4u2qoeas",,"2014-04-24T00:00:00.000","2014-04-25T00:00:00.000",,,"S. Clarizz Blvd from E. Moores Pike to E. 3rd Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"340",,"West 17th Street from North Madison Street to North College Avenue
April 21, 2014 thru April 25, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a sidewalk project, weather permitting, from","true","Street","Lane Restriction","iug7mio2n9qnd4jqfp2vhqfea4",,"2014-04-21T00:00:00.000","2014-04-22T00:00:00.000",,,"W. 17th Street from N. Madison Street to N. College Avenue","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"341",,"North Monroe Street from West 16th Street to West 17th Street
April 21, 2014 thru April 25, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Utilities Department has scheduled a water project,","true","Utilities","Lane Restriction","n673islvt4bo4tjq0u19683k7c",,"2014-04-21T00:00:00.000","2014-04-26T00:00:00.000",,,"N. Monroe Street from W. 16th Street to W. 17th Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"342",,"4/23/14 8:30 - 11:30 am

100 S Col, 100A & 100B","true",,,"thcbvvtd7q1d2arh2thcp296bo",,"2014-04-23T20:30:00.000","2014-04-23T23:30:00.000",,,"Reserved Parking Meter  100 S Col, 100A & 100B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"343",,"4/24/14-4/27/14 3:30-3:30
600 N Morton 600A & B, 602A & B
500 N Morton  510 A & B, 512 A & B","true",,"Reserved Meter","iu3e98fild581epirqt22j9qe8",,"2014-04-24T17:30:00.000","2014-04-27T18:30:00.000",,,"Reserved Meters 600 N Morton 600A & B, 602A & B 500 N Morton  510 A & B, 512 A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"344",,"Resolution 2014-26
Downtown Bloomington, Inc. Sidewalk Sate
July 12, 2014 
Downtown Bloomington, Inc has scheduled a sidewalk sale throughout the downtown area from 9:00 a.m. to 9:00 p.m.  If you experience any problems with this special event, please con","true","Public Works","Sidewalk","j2oarl5n2ikmiapiad8httea30",,"2014-07-12T00:00:00.000","2014-07-13T00:00:00.000",,,"Throughout the Downtown","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"345",,"Rose Hill Cemetery Musical Walking Tour
May 17th with a rain date of May 18th
Voces Novae has scheduled musical walking tour with music from 4:00 to 5:00 p.m.","true","Public Works","Noise Permit","is4emf2b8j758j6tkqbcce3mus",,"2014-05-17T00:00:00.000","2014-05-18T00:00:00.000",,,"Rose Hill Cemetery Musical Walking Tour","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"346",,"Alpha Phi Omega Spring Banquet
May 3, 2014
Alpha Phi Omega Mu Chapter has scheduled a spring banquet event at Winslow Woods Park from 4:00 p.m. to 8:00 p.m.  If you have any problems with this special event, please contact Public Works at 349-3400.","true","Public Works","Noise Permit","kkoan36422l0cpevdconqdq2bo",,"2014-05-03T00:00:00.000","2014-05-04T00:00:00.000",,,"Alpha Phi Omega Spring Banquet","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"347",,"Resolution 2014-27
Bluementon Knights Fun Run
South Madison Street from West 3rd Street to West 4th Street
May 3, 2014
Road Closed; expect to detour, signage in place.
The Bluementon Knights has scheduled a motorcycle ride as a fundraiser for the communit","true","Public Works","Road Closed","sp67t7rekhtvnlank3tjbr4ha0",,"2014-05-03T00:00:00.000","2014-05-04T00:00:00.000",,,"S. Madison St from W. 3rd Street to W. 4th Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"348",,"Springhill Suites for May 2 - May 3, 2014.
500 N Morton, 510 A & B and 512 A & B 2:00 pm - 2:00 pm","true",,"Reserved Meter","2gt0dccnqs7v6t6ah5nts878e0",,"2014-05-02T14:00:00.000","2014-05-03T14:00:00.000",,,"2:00 pm (Springhill Suites)","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"349",,"Lemonade Day
May 3, 2014
The Boys and Girls Club have scheduled youth entrepreneurship event from 9:00 a.m. to 5:00 p.m.  Lemonade stands will be placed throughout the community on public sidewalks.  If you experience any problems with this event, please","true","Public Works","Sidewalk","p3hp8oaf5fjj55qh7i5gu7e7ik",,"2014-05-03T00:00:00.000","2014-05-04T00:00:00.000",,,"Lemonade Day","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"350",,"National Bike to Work Day Block Party
Half block of North Madison Street from West 6th Street to East-West alley south of West 7th Street
March 16, 2014
Road Closed; expect to detour, signage in place.
The Planning Department along with community partners","true","Public Works","Road Closed","ahr4vao8nk7f7iu1skhd4e4fm8",,"2014-05-16T00:00:00.000","2014-05-17T00:00:00.000",,,"National Bike to Work Day Block Party","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"351",,"4/30 - 5/14/2014
200 W 5th St.
204A & B, 206A
7:00 am - 7:00 pm","true",,"Reserved Meter","8gj73ag5ud1cecso9cvt1gttqc",,"2014-04-30T07:00:00.000","2014-05-14T19:00:00.000",,,"200 W 5th St. 204A & B, 206A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"352",,"5/1 -5/4/14
8:00 pm - 12:00 noon

500 N Morton, 517A & B","true",,"Reserved Meter","q0sphbi6315jphkhnofa7ulu80",,"2014-05-01T20:00:00.000","2014-05-04T12:00:00.000",,,"500 N Morton, 517A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"353",,"May 6 - May 7
7:00 am - 1:00 pm
200 N Madison
219A & B
217A & B
215A","true",,"Reserved Meter","m1ijgnm95f9q7qrk1rp83eugag",,"2014-05-06T07:00:00.000","2014-05-07T13:00:00.000",,,"200 N Madison 219A&B, 217A&B, 215A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"354",,"Reserved meters on 200 S. Madison, 200A&B, 202A&B, 204A&B, 206A&B, 208A, May 3, 2014, 8am-5pm.","true",,"Reserved Meter","b39eilsf6n08fcpjtlkibghsjg",,"2014-05-03T08:00:00.000","2014-05-03T17:00:00.000",,,"5pm.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"355",,"WFHB Acoustic Roots Festival
May 17, 2014
WFHB has scheduled a music festival at Upland Brewery Company from 3:00 p.m. to 11:00 p.m.  If you experience any problems with this special event, please contact Public Works at 349-3400.","true","Public Works","Noise Permit","ulgkn1c04cjepruhpqjb7a5ebc",,"2014-05-17T00:00:00.000","2014-05-18T00:00:00.000",,,"WFHB Acoustic Roots Festival","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"356",,"I Fell May Arts Event
West 4th Street from South Rogers Street to the Mid-block Alley in the 400 block
May 2, 2014
Sidewalk and Parking Spaces Closed, signage in place.
I Fell May Arts Event Organizers has scheduled a festival from 5:00 p.m. to 11:00 p.m.","true","Public Works","Sidewalk","rbv0ra6hqblfesl4t0j9lbc1as",,"2014-05-02T00:00:00.000","2014-05-03T00:00:00.000",,,"block Alley","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"357",,"I Fell May Arts Event
West 4th Street from South Rogers Street to the Mid-block Alley in the 400 block
May 2, 2014
Sidewalk and Parking Spaces Closed, signage in place.
I Fell May Arts Event Organizers has scheduled a festival from 5:00 p.m. to 11:00 p.m.","true","Public Works","Sidewalk","u33k7jcrive9t38o0eo37ud1hk",,"2014-05-17T00:00:00.000","2014-05-18T00:00:00.000",,,"block Alley","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"358",,"I Fell May Arts Event
West 4th Street from South Rogers Street to the Mid-block Alley in the 400 block
May 2, 2014
Sidewalk and Parking Spaces Closed, signage in place.
I Fell May Arts Event Organizers has scheduled a festival from 5:00 p.m. to 11:00 p.m.","true","Public Works","Sidewalk","croqa8paij3n87lc50skp7dc80",,"2014-05-31T00:00:00.000","2014-06-01T00:00:00.000",,,"block Alley","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"359",,"Resolution 2014-03
Kirkwood Avenue between College and Walnut
Seven parking spaces reserved from 5:00 a.m. to 4:00 p.m.","true","Public Works",,"gemf1e2ut5uo04o0rl0vk1aibo",,"2014-05-08T00:00:00.000","2014-05-09T00:00:00.000",,,"Strawberry Festival","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"360",,"North Monroe Street from West 14th Street to West 17th Street
May 5, 2014 	
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Utilities Department has scheduled a street repair project, weather p","true",,"Lane Restriction","hn10f6974dn31sb69h2fol4pps",,"2014-05-07T00:00:00.000","2014-05-08T00:00:00.000",,,"N. Monroe from W.14th to W.17th","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"361",,"South Clarizz Boulevard from East Moores Pike to East 3rd Street 
April 26, 2014 thru May 9, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Street Department has scheduled a street repair pr","true","Street","Lane Restriction","b2ek5uleeh2m12c787cpq91fq4",,"2014-04-26T00:00:00.000","2014-05-10T00:00:00.000",,,"S. Clarizz Blvd from E. Moores Pike to E. 3rd Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"362",,"I Fell Art Show

400 W 4th St.405A & B 407A & B 409A & B 411A & B","true",,"Reserved Meter","shj4g9sk53uvasc99mtnvt5hb0",,"2014-05-02T16:00:00.000","2014-05-02T23:00:00.000",,,"Reserved Meters: 400 W 4th St.405A & B 407A & B 409A & B 411A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
