"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1574885","Consultor&#237;a para brindar capacitaci&#243;n y asistencia t&#233;cnica en establecimiento y mantenimiento de SSP, supervisar levantamiento de l&#237;nea base y monitoreo de FD para ""G.C.S"", Eco regi&#243;n Boyac&#225;-Santander","2018-01-02T00:00:00.000","JULIAN ANDRES GIRALDO","Republic of Colombia","14500.0","CO-CIPAV-80788-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556565","PRESTAR SUS SERVICIOS PROFESIONALES PARA LA REALIZACI&#211;N DE LOS PROCESOS DE ADQUISICIONES Y CONTRATACIONES QUE SE REQUIERAN DE ACUERDO CON LO ESTABLECIDO EN EL ACUERDO LEGAL, EL MANUAL OPERATIVO DEL PR","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","42062.0","CO-PNF-17963-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556572","ORIENTAR, IMPLEMENTAR Y VALIDAR EL CONTROL DE CALIDAD TEM&#193;TICO DE LA INFORMACI&#211;N DE MONITOREO DE LA SUPERFICIE DE BOSQUE Y DEFORESTACI&#211;N A NIVEL NACIONAL Y REGIONAL, AS&#205; COMO DE LAS ALERTAS TEMPRANAS","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","31463.0","CO-PNF-38855-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564925","Coordinador T&#233;cnico para el Programa Visi&#243;n Pac&#237;fico Sostenible","2018-05-31T00:00:00.000","Individual Consultant","Republic of Colombia","20951.0","CO-FONDOACCION-63171-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1560496","prestaci&#243;n del servicio para Compilar el material audiovisual que se ha tomado durante todas las jornadas realizadas con las comunidades del &#225;rea piloto del Corregimiento del Capricho e instituciones.","2018-02-28T00:00:00.000","NELSON YESID HERNANDEZ VANEGAS","Republic of Colombia","3487.0","CO-PNF-34495-NC-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1560644","Realizar la caracterizaci&#243;n biof&#237;sica de los motores de fragmentaci&#243;n, agentes, causas directas y &#233;nfasis en causas subyacentes a nivel regional.","2018-05-31T00:00:00.000","Individual Consultant","Republic of Colombia","10510.0","CO-PNF-55711-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1560643","Prestar los servicios profesionales para realizar la gesti&#243;n, an&#225;lisis y modelaci&#243;n de la informaci&#243;n georreferenciada, para realizar el an&#225;lisis de conectividad y motores de fragmentaci&#243;n con &#233;nfasis","2018-05-31T00:00:00.000","Individual Consultant","Republic of Colombia","10510.0","CO-PNF-55714-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559964","Fincas Demostrativas BM en el municipio de Juan de AcostaAtl&#225;ntico - Compra de elementos de ferreter&#237;a","2018-02-02T00:00:00.000","DEPOSITO Y FERRETERÍA GRANADA/FAYVER OSWALDO PEÑA JOYA		","Republic of Colombia","664.0","CO-CIPAV-30038-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1560649","DISE&#209;AR EL COMPONENTE PEDAG&#211;GICO Y DID&#193;CTICO DE LOS DIPLOMADOS EN: 1) PROYECTOS PRODUCTIVOS Y ALTERNATIVAS LOCALES GENERADORAS DE INGRESO, 2) GOBERNANZA Y GOBIERNO PROPIO Y 3) ESTRATEGIAS PARA LA CONV","2018-01-05T00:00:00.000","Individual Consultant","Republic of Colombia","8758.0","CO-PNF-38870-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1575399","COMPRA ESTACAS DE TILO","2018-04-16T00:00:00.000","JUAN BAUTISTA JARAMILLO BEDOYA","Republic of Colombia","29.0","CO-FEDEGAN-47647-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564943","apoyo en la definici&#243;n del proceso de estructuraci&#243;n de los proyectos del programa Visi&#243;n Pac&#237;fico Sostenible en el marco del proyecto Apoyo a la Preparaci&#243;n para REDD+ del FCPF.","2017-10-23T00:00:00.000","Individual Consultant","Republic of Colombia","8745.0","CO-FONDOACCION-26445-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1558432","Servicios t&#233;cnicos de laboratorio (perfil &#225;cidos grasos) agenda de innovaci&#243;n y monitoreo","2018-04-18T00:00:00.000","UNIVERSIDAD DE ANTIOQUIA LABORATORIO DE ALIMENTACIÓN Y NUTRICIÓN HUMANA","Republic of Colombia","3989.0","CO-CIPAV-36431-NC-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1562132","Prestar sus servicios profesionales como Especialista de Adquisiciones en la operaci&#243;n del cr&#233;dito BIRF 8701-CO - componente Ecosistema Cient&#237;fico, para asegurar que haya una aplicaci&#243;n adecuada de la","2018-03-12T00:00:00.000","Individual Consultant","Republic of Colombia","42944.0","CO-ICETEX-52646-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Non-consulting Services","Direct Selection","Education","1562215","Almuerzo para realizar los paneles virtuales de la evaluaci&#243;n a los programas presentados en la Convocatoria 792 de 2017","2018-04-04T00:00:00.000","LOS HORNITOS PANADERIA Y PASTELERIA S.A.S.","Republic of Colombia","217.0","CO-ICETEX-55435-NC-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1560647","Realizar la caracterizaci&#243;n social de los motores de fragmentaci&#243;n, agentes, causas directas y &#233;nfasis en causas subyacentes a nivel regional y la identificaci&#243;n de oportunidades para atenuar los ries","2018-05-31T00:00:00.000","Individual Consultant","Republic of Colombia","10510.0","CO-PNF-55712-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Direct Selection","Agriculture, Fishing and Forestry","1553362","Adquisici&#243;n de 200.000 estacas de tilo (Sambucups SP)","2017-09-11T00:00:00.000","NUBIA MIREYA ROJAS","Republic of Colombia","7015.0","CO-FEDEGAN-23114-GO-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559682","Fincas Demostrativas BM - Compra de equipos molino triturador","2017-11-17T00:00:00.000","AGROGAMA LTDA","Republic of Colombia","2849.0","CO-CIPAV-25761-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556699","REALIZAR LA CAPACITACI&#211;N Y TRANSFERENCIA DE CONOCIMIENTOS Y METODOLOG&#205;AS DEL SMBYC A LAS AUTORIDADES AMBIENTALES, PARA EL MONITOREO DE BOSQUE Y NO BOQUE, Y CAMBIOS DE COBERTURA EN EL &#193;REA DE INFLUENCI","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","25826.0","CO-PNF-38845-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1574147","Experto en desarrollo productivo sostenible del programa Visi&#243;n Pac&#237;fico Sostenible","2018-03-12T00:00:00.000","Individual Consultant","Republic of Colombia","12422.0","CO-FONDOACCION-17553-CS-INDV1"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1562825","Compra de elementos de protecci&#243;n para el personal en Misi&#243;n (Botas, sombrero, gafas, guantes y en algunos casos pantal&#243;n y camisa en drill).","2018-05-09T00:00:00.000","COMERSEG","Republic of Colombia","1736.0","CO-CIPAV-51590-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1562839","Recolectar la informaci&#243;n de los usos de la tierra mediante metodolog&#237;a full a los predios del Proyecto GCS seleccionados en la regional Bajo Magdalena, yentregar esta informaci&#243;n al equipo de TNC par","2017-07-12T00:00:00.000","CARLOS RUBEN RODRIGUEZ OÑATE","Republic of Colombia","5960.0","CO-TNC-35380-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Goods","Request for Quotations","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1562400","SUMINISTRO DE INSUMOS PARA PROYECTO PORCINO - CI&#201;NAGA DEL OP&#211;N","2018-05-23T00:00:00.000","INGEFE S.A.S","Republic of Colombia","29670.0","CO-UARIV-54858-GO-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1554192","Compra de agroinsumos Cal","2017-10-31T00:00:00.000","DEPOSITO Y FERRETERÍA GRANADA/FAYVER OSWALDO PEÑA JOYA		","Republic of Colombia","1129.0","CO-CIPAV-25943-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1562980","Compra de 5 tabletas para realizar levantamientos en campo de los usos de la tierra de una muestra de fincas para el an&#225;lisis comparativo entre las metodolog&#237;a full y autodeclaraci&#243;n","2017-07-25T00:00:00.000","MELTEC COMUNICACIONES SA","Republic of Colombia","9210.0","CO-TNC-30182-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Goods","Request for Quotations","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1562399","SUMINISTRO DE LIBROS - MUNICIPIO DE RECETOR","2018-06-14T00:00:00.000","PANAMERICANA LIBRERIA Y PAPELERIA SA","Republic of Colombia","3445.0","CO-UARIV-54874-GO-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1563329","Compra GRABADORA ULTRAS&#211;NICA-AUTOM&#193;TICA PARA MURCI&#201;LAGOS","2017-11-15T00:00:00.000","WILDLIFE ACOUSTICS","United States of America","1838.0","CO-TNC-35398-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564932","Apoyar la definici&#243;n del proceso de estructuraci&#243;n de los proyectos del programa Visi&#243;n Pac&#237;fico Sostenible en el marco del proyecto Apoyo a la Preparaci&#243;n para REDD+ del FCPF.","2017-09-11T00:00:00.000","Individual Consultant","Republic of Colombia","19300.0","CO-FONDOACCION-26440-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564929","Liderar los procesos de ejecuci&#243;n, comunicaci&#243;n, concertaci&#243;n y coordinaci&#243;n interinstitucional, social y pol&#237;tica necesarios para la planeaci&#243;n y programaci&#243;n del Programa Visi&#243;n Pac&#237;fico Colombia.","2017-09-14T00:00:00.000","Individual Consultant","Republic of Colombia","35172.0","CO-FONDOACCION-25171-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1569769","Apoyo documental solicitudes de restituci&#243;n de tierras","2017-10-11T00:00:00.000","Individual Consultant","Republic of Colombia","9076.0","CO-FONDOACCION-21919-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1565048","Experto en desarrollo productivo sostenible del programa VPS.","2018-06-08T00:00:00.000","Individual Consultant","Republic of Colombia","4615.0","CO-FONDOACCION-63179-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564939","Prestar el servicio de consultor&#237;a para apoyar al Ministerio de Ambiente y Desarrollo Sostenible en la generaci&#243;n de cadenas de cero deforestaci&#243;n y en el relacionamiento con el sector privado en mate","2017-07-04T00:00:00.000","Individual Consultant","Republic of Colombia","50140.0","CO-FONDOACCION-26450-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1566800","Apoyar al MADS desde la Direcci&#243;n de Bosques, Biodiversidad y servicios ecosist&#233;micos en la coordinaci&#243;n de la EICDGB, que desarrolla el enfoque de REDD+ para Colombia.","2017-12-18T00:00:00.000","Individual Consultant","Republic of Colombia","48996.0","CO-FONDOACCION-39648-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1565058","Apoyar el funcionamiento del centro de contacto que administra el MADS como canal de comunicaci&#243;n primario de las PQRSD del Mecanismo de Atenci&#243;n Ciudadana en el marco de la EICBGB.","2018-05-31T00:00:00.000","BPM CONSULTING LTDA - BUSINESS PROCESS MANAGEMENT CONSULTING LTDA","Republic of Colombia","22973.0","CO-FONDOACCION-61096-NC-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588306","Impresi&#243;n pend&#243;n en banner, impresi&#243;n full color VP 2 mts de alto x 1 de ancho y porta pend&#243;n","2017-11-30T00:00:00.000","TELAS Y PAPELES ROMERO","Republic of Colombia","96.0","OS RPP 119-2017"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Non-consulting Services","Request for Quotations","Education","1562248","Proporcionar la log&#237;stica que garantice la realizaci&#243;n de los paneles presenciales de la Convocatoria No. 792-2017","2018-04-06T00:00:00.000","HOTEL DIPLOMAT BOGOTÁ EMBAJADA","Republic of Colombia","43241.0","CO-ICETEX-19828-NC-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1565817","Realizar apoyo a la Interventor&#237;a Integral de los contratos de Estudios y Dise&#241;os como interventor en los aspectos geot&#233;cnicos de los proyectos de preinversi&#243;n priorizados en el componente de Agua y S","2018-05-17T00:00:00.000","Individual Consultant","Republic of Colombia","8661.0","PTSP-BIRF8649-060"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1565050","Experto en sistemas marino-costeros del Programa VPS.","2018-06-08T00:00:00.000","Individual Consultant","Republic of Colombia","6308.0","CO-FONDOACCION-63177-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","1565835","servicios de auditor&#237;a externa para el Programa de agua, Saneamiento B&#225;sico y Electrificaci&#243;n para el Pacifico colombiano como parte del Plan Todos Somos PAZc&#237;fico","2018-04-13T00:00:00.000","KPMG S.A.S.","Republic of Colombia","69292.0","PTSP-BIRF8649-054"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Direct Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1554678","Prestar sus servicios profesionales de consultor&#237;a para coordinar la ejecuci&#243;n financiera y administrativa de las actividades para el cumplimiento de los objetivos del proyecto","2018-01-29T00:00:00.000","ANDERSON FABIAN MONTANO RAMIREZ","Republic of Colombia","22061.0","CO-UARIV-45092-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1553899","Compra de agroinsumos Ferreter&#237;a","2017-10-09T00:00:00.000","AGROGAMA LTDA","Republic of Colombia","691.0","CO-CIPAV-25888-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1566038","Elaborar propuesta de creaci&#243;n de la Comisi&#243;n Nacional Ambiental Ind&#236;gena - CNAI y abordar los diferentes temas de la agenda ambiental Colombiana.","2018-01-18T00:00:00.000","AUTORIDADES INDÍGENAS DE COLOMBIA POR LA PACHAMAMA - AICO","Republic of Colombia","7846.0","CO-FONDOACCION-33130-CS-INDV"
