"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"RESTAURANT/CAFE",,"RAISING CANE'S #402","2161 N ROSE AVE","OXNARD","CA","93036","Yes","972 769-3100","2021-03-16T00:00:00.000","115325","23-127529","2023-03-31T00:00:00.000","RAISING CANE'S RESTAURANTS LLC","6800 BISHOP ROAD",,"PLANO","TX","75024","LL","2161 N ROSE AVE
OXNARD, CA 93036
(34.221834, -119.15835)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"VETERANS LANDSCAPE","1000 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 351-3724","2020-03-15T00:00:00.000","115641","23-128104","2023-06-30T00:00:00.000","VETERANS LANDSCAPE","1000 TOWN CENTER DR STE 300",,"OXNARD","CA","93036","C","1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)"
"CONTRACTOR LOC OUTSIDE CITY",,"SUPER SEAL & STRIPE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 524-7345","2000-05-01T00:00:00.000","2564","23-003395","2023-04-30T00:00:00.000","SUPER SEAL & STRIPE, INC.","PO BOX 755",,"FILLMORE","CA","93016-0755","C",
"DELIVERY ONLY (BRANCH)",,"NATIONAL EVENT SERVICES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 221-6057","2002-07-13T00:00:00.000","71790","23-067383","2023-06-30T00:00:00.000","NATIONAL CONSTRUCTION RENTALS,","15319 CHATSWORTH ST",,"MISSION HILLS","CA","91345","C",
"CONTRACTOR LOC INSIDE CITY(BRANCH)",,"M & A MAINTENANCE, INC","144 E ROBERT AVE","OXNARD","CA","93033","Yes","805 732-0839","1997-07-18T00:00:00.000","49772","23-108659","2023-06-30T00:00:00.000","M & A MAINTENANCE, INC","PO BOX 321",,"OXNARD","CA","93032","C","144 E ROBERT AVE
OXNARD, CA 93033
(34.171862, -119.175715)"
"CONTRACTOR LOC OUTSIDE CITY",,"NTW CONSTRUCTION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","732 979-2400","2021-10-22T00:00:00.000","116040","23-128820","2022-09-30T00:00:00.000","SOLARE POWER LLC","2137 ROUTE 35 N",,"HOLMDEL","NJ","07733","LL",
"CONTRACTOR LOC OUTSIDE CITY",,"RAVELLO WEST CONSTRUCTION INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 987-2700","2014-12-01T00:00:00.000","104515","23-111108","2022-10-31T00:00:00.000","RAVELLO WEST CONSTRUCTION INC","211 VILLAGE COMMONS #11",,"CAMARILLO","CA","93012","C",
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"AMOR ARCHITECTURAL CORPORATION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 259-9971","2021-10-08T00:00:00.000","116018","23-128789","2022-09-30T00:00:00.000","AMOR ARCHITECTURAL CORPORATION","9431 HAVEN AVE STE 212",,"RANCHO CUCAMONGA","CA","91730","C",
"ICE CREAM/SODA SHOP",,"LA MICHOACANA GUDINO LLC","213 W PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","805 342-7480","2020-05-01T00:00:00.000","114338","23-126063","2023-05-31T00:00:00.000","LA MICHOACANA GUDINO LLC","2444 S SAVIERS RD","ATN:(PLEASANT VALLEY LOCATION)","OXNARD","CA","93030","LL","213 W PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154762, -119.179246)"
"ENTERTAINMENT @ EATING ESTABLISHMENT",,"LA DOLCE VITA RESTAURANT","740 S B ST","OXNARD","CA","93030","Yes","805 485-7965","2021-10-07T00:00:00.000","116043","23-128828","2022-09-30T00:00:00.000","1901 B STREET INC","405 E ESPLANADE DR 3RD FLOOR",,"OXNARD","CA","93036","C","740 S B ST
OXNARD, CA 93030
(34.194227, -119.179913)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"SOARES, SANDALL, BERNACCHI & P","1901 SOLAR DR","OXNARD","CA","93036","Yes","805 485-7965","1963-08-14T00:00:00.000","405","24-000891","2023-07-31T00:00:00.000","SOARS SANDALL BERNACCHI &","PETROVICH, LLP","PO BOX 552","OXNARD","CA","93032","LP","1901 SOLAR DR
OXNARD, CA 93036
(34.219435, -119.14491)"
"CONTRACTOR LOC OUTSIDE CITY",,"PAUL LOZANO PAINTING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 649-8141","1987-08-04T00:00:00.000","16639","24-003432","2023-07-31T00:00:00.000","LOZANO, PAUL C","65 KUNKLE ST",,"OAK VIEW","CA","93022-9604","S",
"ATTORNEY",,"HIEPLER & HIEPLER A PROF CORP","1000 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 988-5833","1994-08-05T00:00:00.000","27557","24-018605","2023-07-31T00:00:00.000","HIEPLER & HIEPLER A PROF CORP","1000 TOWN CENTER DR STE 550",,"OXNARD","CA","93036","C","1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)"
"CONTRACTOR LOC OUTSIDE CITY",,"SUNBELT CONTROLS, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 244-6571","2010-08-19T00:00:00.000","96460","24-099330","2023-07-31T00:00:00.000","SUNBELT CONTROLS, INC","888 E WALNUT ST",,"PASADENA","CA","91101","C",
"MISC PROFESSION",,"HAWK PROS BIRD CONTROL LLC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 218-0483","2020-08-31T00:00:00.000","114741","23-126615","2022-09-30T00:00:00.000","HAWK PROS BIRD CONTROL LLC","2447 E ASHBROOK CT",,"EAGLE","ID","83616","LL",
"WASTEWATER PERMIT",,"""A"" ST. COIN LAUNDRY","909 N OXNARD BLVD","OXNARD","CA","93030","Yes","805 983-1163","1993-08-11T00:00:00.000","25925","23-019796","2023-06-30T00:00:00.000","RUSHING, ALFRED D,ET AL","909 N OXNARD BL",,"OXNARD","CA","93030","S","909 N OXNARD BLVD
OXNARD, CA 93030
(34.210702, -119.177285)"
"DENTIST",,"DEREK K CARSON DDS INC","126 DEODAR AVE","OXNARD","CA","93030","Yes","805 983-0717","2009-07-28T00:00:00.000","94449","23-096336","2023-06-30T00:00:00.000","DEREK K CARSON DDS INC","126 DEODAR AV",,"OXNARD","CA","93030","C","126 DEODAR AVE
OXNARD, CA 93030
(34.207221, -119.17808)"
"TELECOMMUNICATION SALES/SERVICES",,"SPOK INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","703 269-6792","2006-08-15T00:00:00.000","88398","24-087679","2023-07-31T00:00:00.000","SPOK INC","5911 KINGSTWNE VLLGE PKWY #600",,"ALEXANDRIA","VA","22315","C",
"WASTEWATER PERMIT",,"PANADERIA LA AZTECA","2424 SAVIERS RD","OXNARD","CA","93033","Yes","805 487-8460","2010-12-08T00:00:00.000","96965","23-029084","2023-06-30T00:00:00.000","MIGUEL, ANTONIO C","2424 SAVIERS RD",,"OXNARD","CA","93033","S","2424 SAVIERS RD
OXNARD, CA 93033
(34.176828, -119.177447)"
"MISC SERVICE",,"RUBBER NECK SIGNS","1801 HOLSER WALK","OXNARD","CA","93036","Yes","805 201-2498","2010-02-01T00:00:00.000","95414","23-101385","2023-01-31T00:00:00.000","MINTZ, JENNIFER, ET AL","1801 HOLSER WALK #110",,"OXNARD","CA","93036","S","1801 HOLSER WALK
OXNARD, CA 93036
(34.220793, -119.157225)"
"CONTRACTOR LOC OUTSIDE CITY",,"ECONOLITE SYSTEMS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 630-3700","2015-05-26T00:00:00.000","105308","23-128167","2023-06-30T00:00:00.000","ECONOLITE SYSTEMS INC","1250 N TUSTIN AVE",,"ANAHEIM","CA","92807","C",
"COMPUTER SVC-REPAIR/DATA PROCESING",,"TYLER TECHNOLOGIES INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","972 713-3770","2015-11-16T00:00:00.000","107440","23-115544","2023-06-30T00:00:00.000","TYLER TECHNOLOGIES INC","1 TYLER DR",,"YARMOUTH","ME","04096","C",
"DELIVERY ONLY",,"CR PRINT","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 879-6050","1999-04-22T00:00:00.000","57588","23-050646","2023-03-31T00:00:00.000","EARTH PRINT,INC","31115 VIA COLINAS #301",,"THOUSAND OAKS","CA","91362","C",
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"AMERCO REAL ESTATE COMPANY","2420 N OXNARD BLVD","OXNARD","CA","93036","Yes","631 748-6213","2016-07-15T00:00:00.000","113283","23-124647","2023-06-30T00:00:00.000","AMERCO REAL ESTATE COMPANY","PO BOX 21517",,"PHOENIX","AZ","85036","C","2420 N OXNARD BLVD
OXNARD, CA 93036
(34.230912, -119.178727)"
"BEAUTY SHOP:COSMETOLOGY BOARD EST",,"VIP SALON","210 ST MARYS DR","OXNARD","CA","93036","Yes","805 570-2322","2021-10-15T00:00:00.000","116032","23-128806","2022-09-30T00:00:00.000","MENDOZA, MARIA J","210 ST MARYS DR STE B",,"OXNARD","CA","93036","S","210 ST MARYS DR
OXNARD, CA 93036
(34.227052, -119.175504)"
"CATERING/ICE CREAM MOBILE VEHICLE(T-2)EX",,"LOS PEREZ ICE CREAM","921 RICHMOND AVE","OXNARD","CA","93030","Yes","805 843-6909","2014-05-09T00:00:00.000","104217","24-110690","2023-08-31T00:00:00.000","ORTIZ, JOSE CARMEN PEREZ","515 N ANITA AVE",,"OXNARD","CA","93030","S","921 RICHMOND AVE
OXNARD, CA 93030
(34.192071, -119.169592)"
"CONTRACTOR LOC OUTSIDE CITY",,"MALL SIGNS & SERVICE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 764-1909","2014-12-23T00:00:00.000","104628","23-129488","2023-01-31T00:00:00.000","REICH, MARK","O12439 MAGNOLIA BL #113",,"VALLEY VILLAGE","CA","91607","S",
"WOMAN'S APPAREL",,"DAVID'S BRIDAL LLC #115","1865 VENTURA BLVD","OXNARD","CA","93036","Yes","805 278-2811","2000-12-15T00:00:00.000","65285","23-125235","2022-11-30T00:00:00.000","DAVID'S BRIDAL LLC","ATTN:  TAX DEPT","PO BOX 460","BRASELTON","GA","30517","LL","1865 VENTURA BLVD
OXNARD, CA 93036
(34.223903, -119.15224)"
"WASTEWATER PERMIT",,"PANADERIA LUPITA'S INC","616 COOPER RD","OXNARD","CA","93030","Yes","805 432-3444","2015-10-28T00:00:00.000","106068","23-029439","2023-06-30T00:00:00.000","PANADERIA LUPITA'S INC","1141 CADIZ CT",,"OXNARD","CA","93035","C","616 COOPER RD
OXNARD, CA 93030
(34.204552, -119.172294)"
"MOBILE WASH/DETAIL",,"MELO CARWASH","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 253-9530","2020-07-24T00:00:00.000","114475","23-126286","2023-06-30T00:00:00.000","MONROY, NORBERTO MELO","3728 ORANGE DR",,"OXNARD","CA","93036","S",
"WASTEWATER PERMIT",,"BLEND SUPERFOOD BAR, THE","550 COLLECTION BLVD","OXNARD","CA","93036","Yes","805 798-5450","2017-11-09T00:00:00.000","109786","23-029857","2023-06-30T00:00:00.000","BLEND SUPERFOOD BAR LLC, THE","550 COLLECTION BLVD #145",,"OXNARD","CA","93036","LL","550 COLLECTION BLVD
OXNARD, CA 93036
(34.240556, -119.176728)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"LA PICOSITA SANTACRUZ, INC","106 ARROWHEAD CIR","OXNARD","CA","93033","No","805 336-0664","2022-01-01T00:00:00.000","117294","23-130756","2022-12-31T00:00:00.000","LA PICOSITA SANTACRUZ, INC","106 ARROWHEAD CIRCLE #242",,"OXNARD","CA","93033","C","106 ARROWHEAD CIR
OXNARD, CA 93033
(34.162649, -119.136957)"
"AUTO BODY WORK/PAINTING",,"A & A AUTO COLLISION CENTER IN","771 E WOOLEY RD","OXNARD","CA","93030","Yes","805 486-3654","2012-01-01T00:00:00.000","100050","23-104584","2023-06-30T00:00:00.000","A & A AUTO COLLISION CENTER","771 E WOOLEY RD",,"OXNARD","CA","93030","C","771 E WOOLEY RD
OXNARD, CA 93030
(34.189956, -119.170025)"
"WASTEWATER PERMIT",,"BIGSTRAW BOBA","2315 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 485-2542","2012-04-12T00:00:00.000","99488","23-029158","2023-06-30T00:00:00.000","TRAN GLOBAL ENTERPRISE INC","2315 N OXNARD BLVD",,"OXNARD","CA","93036","C","2315 N OXNARD BLVD
OXNARD, CA 93036
(34.226879, -119.177624)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"SARITA GORA SHARMA","1984 INDIANA DR","OXNARD","CA","93036","Yes","818 312-5110","2014-11-01T00:00:00.000","104254","24-120249","2023-08-31T00:00:00.000","SHARMA, SARITA GORA","1984 INDIANA DR",,"OXNARD","CA","93036","S","1984 INDIANA DR
OXNARD, CA 93036
(34.220491, -119.170309)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","20","VILLA SALVADOR APTS","125 HILL ST","OXNARD","CA","93033","Yes","805 485-4040","1985-10-03T00:00:00.000","14224","23-002722","2022-09-30T00:00:00.000","SALVADOR, VILLA,ET AL","C/O CROSSROADS INVESTMENTS","300 E ESPLANADE DR #580","OXNARD","CA","93036","P","125 HILL ST
OXNARD, CA 93033
(34.186612, -119.178271)"
"WASTEWATER PERMIT",,"FIX AUTO OXNARD SOUTH","2780 W WOOLEY RD","OXNARD","CA","93035","Yes","805 984-1149","2017-06-01T00:00:00.000","109641","23-029685","2023-06-30T00:00:00.000","SUPRERIOR COLLISON INC","2780 W WOOLEY RD",,"OXNARD","CA","93035","C","2780 W WOOLEY RD
OXNARD, CA 93035
(34.190249, -119.206636)"
"PROPERTY MANAGEMENT",,"CONAM MANAGEMENT CORPORATION","2250 E PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","858 614-7200","2018-08-15T00:00:00.000","111349","24-122594","2023-08-31T00:00:00.000","CONAM MANAGEMENT CORPORATION","ATTN: JEANETTE BARELA","3990 RUFFIN RD STE 100","SAN DIEGO","CA","92123","C","2250 E PLEASANT VALLEY RD
OXNARD, CA 93033
(34.163412, -119.148291)"
"FITNESS STUDIO OR INSTRUCTOR",,"PLANET FITNESS-OXNARD","2059 N OXNARD BLVD","OXNARD","CA","93036","Yes","701 356-1045","2016-03-17T00:00:00.000","116202","23-129106","2022-11-30T00:00:00.000","PLANET MV LLC","3475 56TH ST S STE 200",,"FARGO","ND","58104","LL","2059 N OXNARD BLVD
OXNARD, CA 93036
(34.22252, -119.177321)"
"MEDICAL CANNABIS DELIVERY",,"WHEELHOUSE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 382-0420","2019-01-03T00:00:00.000","113780","23-125175","2022-12-31T00:00:00.000","WESTSIDE PROFESSIONAL MNGMNT","521 W CHANNEL ISLANDS BLVD #1",,"PORT HUENEME","CA","93041","LL",
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"ZDI LATIGO LLC","2301 LATIGO AVE","OXNARD","CA","93030","Yes","310 392-7899","2017-12-22T00:00:00.000","111387","23-121842","2022-09-30T00:00:00.000","ZDI LATIGO LLC","16509 SATICOY ST",,"VAN NUYS","CA","91406","LL","2301 LATIGO AVE
OXNARD, CA 93030
(34.210975, -119.145901)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"613 C STREET LLC","613 S C ST","OXNARD","CA","93030","Yes","805 653-7362","2017-09-08T00:00:00.000","111090","23-121208","2023-06-30T00:00:00.000","613 C STREET LLC","2299 E MAIN ST #8",,"VENTURA","CA","93001","LL","613 S C ST
OXNARD, CA 93030
(34.196053, -119.18113)"
"CONTRACTOR LOC OUTSIDE CITY",,"B.R. BUILDING RESOURCES COMPAN","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","626 963-4880","2021-09-01T00:00:00.000","115707","24-130780","2023-07-31T00:00:00.000","B.R. BUILDING RESOURCES CO","PO BOX 2090",,"GLENDORA","CA","91740","C",
"BROKER",,"PACIFIC MARINE BUNKERING,INC","1000 TOWN CENTER DR","OXNARD","CA","93036","Yes","818 351-3700","2011-07-15T00:00:00.000","98115","23-101707","2023-06-30T00:00:00.000","PACIFIC MARINE BUNKERING,INC","PO BOX 195",,"WOODLAND HILLS","CA","91365","C","1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)"
"FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES",,"BURGER KING #4125","2001 N OXNARD BLVD","OXNARD","CA","93036","Yes","310 755-6276","2010-12-15T00:00:00.000","96985","23-100102","2022-11-30T00:00:00.000","CALIFORNIA FOOD MGMNT, LLC","PMB 5002","8306 WILSHIRE BLVD","BEVERLY HILLS","CA","90211","LL","2001 N OXNARD BLVD
OXNARD, CA 93036
(34.221328, -119.177574)"
"RESTAURANT/CAFE",,"TOPPERS PIZZA PLACE","111 E GONZALES RD","OXNARD","CA","93036","Yes","805 385-4444","1983-11-22T00:00:00.000","11878","23-059582","2022-10-31T00:00:00.000","J & S RESTAURANTS, INC.","121 N FIR ST STE F",,"VENTURA","CA","93001","C","111 E GONZALES RD
OXNARD, CA 93036
(34.219136, -119.175823)"
"CONTRACTOR LOC OUTSIDE CITY",,"OIC CONSTRUCTION INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 218-6734","2019-04-01T00:00:00.000","112301","23-122989","2023-02-28T00:00:00.000","OIC CONSTRUCTION INC","2323 PORTOLA ROAD STE 100",,"VENTURA","CA","93003","C",
"REAL ESTATE AGENT OR BROKER (BRANCH)",,"WEST VENCO REAL ESTATE","3645 SAVIERS RD","OXNARD","CA","93033","Yes","805 486-5560","2007-07-11T00:00:00.000","90345","23-014367","2023-06-30T00:00:00.000","HDV FINANCIAL INC","3645 SAVIERS RD STE 16",,"OXNARD","CA","93033","C","3645 SAVIERS RD
OXNARD, CA 93033
(34.16618, -119.177725)"
"CONTRACTOR LOC INSIDE CITY",,"KRATOS CONSTRUCTION","1169 MORADO PL","OXNARD","CA","93030","Yes","805 452-5558","2013-11-19T00:00:00.000","102675","23-108401","2022-10-31T00:00:00.000","QUEZADA, LUIS","QUEZADA, LUIS","1169 MORADO PL","OXNARD","CA","93030","S","1169 MORADO PL
OXNARD, CA 93030
(34.211867, -119.167652)"
"GARDENING/LANDSCAPING",,"A BETTER LANDSCAPING SERVICES","1641 KELP ST","OXNARD","CA","93035","Yes","805 207-0162","2005-05-12T00:00:00.000","85159","23-083298","2023-04-30T00:00:00.000","ROJAS, EVARISTO","1641 KELP ST",,"OXNARD","CA","93035","S","1641 KELP ST
OXNARD, CA 93035
(34.18403, -119.211484)"
"WASTEWATER PERMIT",,"RIO DEL SOL","3001 N VENTURA RD","OXNARD","CA","93036","Yes","805 485-3111","2022-08-18T00:00:00.000","117336","23-030194","2023-06-30T00:00:00.000","RIO SCHOOL DISTRICT","1800 SOLAR DR",,"OXNARD","CA","93030","C","3001 N VENTURA RD
OXNARD, CA 93036
(34.246816, -119.178917)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","86","PASEO DEL RIO ASSOCIATES","281 RIVERPARK BLVD","OXNARD","CA","93036","Yes","805 659-3791","2009-06-19T00:00:00.000","96508","23-099401","2023-05-31T00:00:00.000","PASEO DEL RIO ASSOCIATES, LP","702 COUNTY SQUARE DR STE 200",,"VENTURA","CA","93003","LP","281 RIVERPARK BLVD
OXNARD, CA 93036
(34.235314, -119.175169)"
"JANITORIAL OR MAID SERVICE",,"M & A MAINTENANCE, INC","144 E ROBERT AVE","OXNARD","CA","93033","Yes","805 732-0839","1997-07-18T00:00:00.000","49772","23-084870","2023-06-30T00:00:00.000","M & A MAINTENANCE, INC","PO BOX 321",,"OXNARD","CA","93032","C","144 E ROBERT AVE
OXNARD, CA 93033
(34.171862, -119.175715)"
"CONTRACTOR LOC OUTSIDE CITY",,"BG CONSTRUCTION & REMODELING I","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 359-5159","2022-07-06T00:00:00.000","117142","23-130528","2023-06-30T00:00:00.000","BG CONSTRUCTION & REMODELING","1360 WESTERN AVE",,"GLENDALE","CA","91201","C",
"WASTEWATER PERMIT",,"RIO LINDO","2131 SNOW AVE","OXNARD","CA","93036","Yes","805 485-3111","2022-08-18T00:00:00.000","117337","23-030197","2023-06-30T00:00:00.000","RIO SCHOOL DISTRICT","1800 SOLAR DR",,"OXNARD","CA","93030","C","2131 SNOW AVE
OXNARD, CA 93036
(34.223234, -119.165326)"
"CONTRACTOR LOC OUTSIDE CITY",,"AMERICAN ROOFING PRO","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","833 369-7663","2021-06-24T00:00:00.000","115601","23-128009","2023-05-31T00:00:00.000","AMERICAN ROOFING PRO","18828 BRYANT ST #2",,"NORTHRIDGE","CA","91324","C",
"MOBILE MECHANIC",,"AZTECA MOBILE MECHANIC","821 LA CANADA AVE","OXNARD","CA","93033","Yes","805 275-6496","2018-02-02T00:00:00.000","110503","23-120243","2023-02-28T00:00:00.000","RAMIREZ, LIBORIO HERNANDEZ","821 LA CANADA AVE",,"OXNARD","CA","93033","S","821 LA CANADA AVE
OXNARD, CA 93033
(34.167736, -119.167743)"
"CONTRACTOR LOC OUTSIDE CITY",,"FORME SOLAR ELECTRIC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 694-2262","2022-07-06T00:00:00.000","117129","23-130495","2023-06-30T00:00:00.000","FIXED ENERGY LLC","1211 E LA HABRA BLVD STE A",,"LA HABRA HEIGHTS","CA","90631","LL",
"CONTRACTOR LOC OUTSIDE CITY",,"VERTICAL ELEVATOR SOLUTIONS IN","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 285-5048","2018-02-27T00:00:00.000","110359","23-120030","2023-01-31T00:00:00.000","VERTICAL ELEVATOR SOLUTIONS IN","225 SIMI VILLAGE DR #941232",,"SIMI VALLEY","CA","93094","C",
"WASTEWATER PERMIT",,"MARCOS PIZZA","2350 N VINEYARD AVE","OXNARD","CA","93036","Yes","805 207-3515","2019-10-06T00:00:00.000","113165","23-029978","2023-06-30T00:00:00.000","MPE ONE LLC","11297 BEECHNUT ST",,"VENTURA","CA","93004","LL","2350 N VINEYARD AVE
OXNARD, CA 93036
(34.228422, -119.175717)"
"CONTRACTOR LOC OUTSIDE CITY",,"GOLDEN WEST POOLS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 498-8286","2013-03-21T00:00:00.000","101437","24-130779","2023-02-28T00:00:00.000","MARVAR INC","3537 OLD CONEJO RD #106",,"NEWBURY PARK","CA","91320","C",
"GARDENING/LANDSCAPING",,"ALDRIN'S LANDSCAPING","217 E OLIVE ST","OXNARD","CA","93033","Yes","805 204-1302","2022-03-22T00:00:00.000","116626","23-129724","2023-02-28T00:00:00.000","LOPEZ, ALDRIN DAVID","217 E OLIVE ST",,"OXNARD","CA","93033","S","217 E OLIVE ST
OXNARD, CA 93033
(34.175024, -119.175685)"
"SPORTING GOODS/FIREARM/BICYCLE SHOP",,"TURNER'S OUTDOORSMAN","2051 N ROSE AVE","OXNARD","CA","93036","Yes","805 988-2049","2012-09-01T00:00:00.000","100266","24-104910","2023-08-31T00:00:00.000","TURNER'S OPERATIONS INC","1336 ALDER AVE",,"RIALTO","CA","92376","C","2051 N ROSE AVE
OXNARD, CA 93036
(34.22114, -119.158357)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"GOOD SAM","2750 PARK VIEW CT","OXNARD","CA","93036","Yes","805 667-4100","2013-10-09T00:00:00.000","103909","23-110221","2023-06-30T00:00:00.000","GOOD SAM ENTERPRISES, LLC","2750 PARK VIEW CT STE 240",,"OXNARD","CA","93036","LL","2750 PARK VIEW CT
OXNARD, CA 93036
(34.240314, -119.177484)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","ARNOLDAS INC","420 E PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","323 719-9488","2018-07-18T00:00:00.000","111937","23-122500","2023-06-30T00:00:00.000","ARNOLDAS INC.","7041 COMMANCHE AVE",,"WINNETKA","CA","91306","C","420 E PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154689, -119.174355)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"A B TAX SERVICE","162 E CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 486-2281","1996-06-10T00:00:00.000","30553","23-022632","2023-05-31T00:00:00.000","BAZALDUA, ELIZABETH","162 E CHANNEL ISLANDS BL",,"OXNARD","CA","93033","S","162 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173343, -119.176077)"
"MOBILE WASH/DETAIL",,"CRUZ MOBILE CAR WASH","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 761-2588","2018-05-24T00:00:00.000","110783","23-120694","2023-04-30T00:00:00.000","VELASCO, LUIS CRUZ","3578 ORANGE DR",,"OXNARD","CA","93036","S",
"CANNABIS RETAIL",,"CATALYST - OXNARD","4749 S ROSE AVE","OXNARD","CA","93033","Yes","562 430-6700","2022-07-05T00:00:00.000","117133","23-130512","2023-06-30T00:00:00.000","EEL - OXNARD LLC","6700 PACIFIC COAST HWY #201",,"LONG BEACH","CA","90803","LL","4749 S ROSE AVE
OXNARD, CA 93033
(34.155808, -119.159703)"
"TEACHER:DANCE/MUSIC/TUTOR/ART/ETC",,"G4 GUITAR SCHOOLS OXNARD","220 W SEVENTH ST","OXNARD","CA","93030","Yes","661 212-2600","2015-09-01T00:00:00.000","105772","24-113046","2023-07-31T00:00:00.000","PERRY, KENNETH","319 AMERICAN RIVER CT",,"OXNARD","CA","93036","S","220 W SEVENTH ST
OXNARD, CA 93030
(34.195062, -119.179336)"
"DONUT/BAGEL/COFFEE SHOP",,"MASTER'S DONUTS","1911 N OXNARD BLVD","OXNARD","CA","93036","Yes","805 485-9474","1986-12-02T00:00:00.000","15700","23-100506","2022-11-30T00:00:00.000","SENNA, ENG XIA","1911 N OXNARD BL",,"OXNARD","CA","93036","S","1911 N OXNARD BLVD
OXNARD, CA 93036
(34.219389, -119.177216)"
"CONTRACTOR LOC OUTSIDE CITY",,"BURR ROOFING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 297-0635","2016-08-24T00:00:00.000","107676","23-127606","2023-03-31T00:00:00.000","TRI-VALLEY INDUSTRIES, INC","23755 NEWHALL AVE #B",,"NEWHALL","CA","91321","C",
"DELIVERY (EXEMPT)",,"HAGLE LUMBER CO., INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 987-3887","1999-08-19T00:00:00.000","58960","24-052203","2023-07-31T00:00:00.000","HAGLE LUMBER CO.,INC","PO BOX 120",,"SOMIS","CA","93066","C",
"PUBLISHING",,"GOLD COAST BOOKS","462 E OLIVE ST","OXNARD","CA","93033","Yes","805 890-6285","2011-10-01T00:00:00.000","98761","23-102659","2022-09-30T00:00:00.000","PEDERSON, DONALD","3600 S HARBOR BLVD #183",,"OXNARD","CA","93035","S","462 E OLIVE ST
OXNARD, CA 93033
(34.175008, -119.1729)"
"WHOLESALE",,"ANACAPA MICRO PRODUCTS INC","1901 SOLAR DR","OXNARD","CA","93036","Yes","805 339-0305","2012-01-01T00:00:00.000","100772","23-105647","2022-10-31T00:00:00.000","ANACAPA MICRO PRODUCTS INC","PO BOX 7628",,"VENTURA","CA","93006","C","1901 SOLAR DR
OXNARD, CA 93036
(34.219435, -119.14491)"
