Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
WASTEWATER PERMIT,,"HABIT BURGER GRILL, THE",2350 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 981-9919,02/01/2000 12:00:00 AM,61230,23-027501,06/30/2023 12:00:00 AM,"HABIT RESTAURANT LLC, THE",17320 RED HILL AVE #140,,IRVINE,CA,92614,LL,"2350 N VINEYARD AVE
OXNARD, CA 93036
(34.228422, -119.175717)",1875
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,ERSTAD ENGINEERING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 249-8400,05/24/2017 12:00:00 AM,110052,23-119540,11/30/2022 12:00:00 AM,ERSTAD ENGINEERING INC,3463 OCEAN VIEW BLVD,,GLENDALE,CA,91208,C,,
DOCTOR:PHYSICIAN/SURGEON/MD,,ANTOINE A HANNA MD INC,1700 N ROSE AVE,OXNARD,CA,93030,Yes,805 988-2811,01/02/1996 12:00:00 AM,29836,23-106842,12/31/2022 12:00:00 AM,ANTOINE A HANNA MD INC,1700 N ROSE AVE #230,,OXNARD,CA,93030,C,"1700 N ROSE AVE
OXNARD, CA 93030
(34.217513, -119.158228)",1872
WASTEWATER PERMIT,,IT'S IN THE SAUCE BBQ,1661 PACIFIC AVE,OXNARD,CA,93033,Yes,805 240-3400,06/14/2004 12:00:00 AM,81383,23-029160,06/30/2023 12:00:00 AM,IT'S IN THE SAUCE BBQ INC,1661 PACIFIC AVE STE 12,,OXNARD,CA,93033,C,"1661 PACIFIC AVE
OXNARD, CA 93033
(34.183028, -119.165175)",1872
CONTRACTOR LOC OUTSIDE CITY,,1ST DEMO INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 604-7526,12/12/2019 12:00:00 AM,113694,23-125043,11/30/2022 12:00:00 AM,1ST DEMO INC,2814 E VINEYARD AVE,,OXNARD,CA,93036,C,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,AINJELUX GROUP LLC,1700 EMERSON AVE,OXNARD,CA,93033,Yes,805 216-8791,06/12/2017 12:00:00 AM,110056,23-119547,11/30/2022 12:00:00 AM,AINJELUX GROUP LLC,1700 EMERSON AVE,,OXNARD,CA,93033,LL,"1700 EMERSON AVE
OXNARD, CA 93033
(34.182585, -119.161405)",1873
DOCTOR:PHYSICIAN/SURGEON/MD,,"WILLIAM L. TELLEZ M.D., INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 988-2818,04/12/1991 12:00:00 AM,22395,23-011523,05/31/2023 12:00:00 AM,"WILLIAM L. TELLEZ M.D., INC",563 WILLOW GLEN CT,,CAMARILLO,CA,93012-7841,C,,
MISC SERVICES,,ALL HERITAGE BURIAL/SVC PRE-PL,200 N C ST,OXNARD,CA,93030,Yes,805 240-1359,07/17/1998 12:00:00 AM,54828,23-047291,06/30/2023 12:00:00 AM,"SCHECO, INC",200 N C ST,,OXNARD,CA,93030,C,"200 N C ST
OXNARD, CA 93030
(34.204274, -119.181034)",1872
DONUT/BAGEL/COFFEE SHOP,,SUN DONUTS,2575 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 988-9229,05/01/2015 12:00:00 AM,105191,23-112155,03/31/2023 12:00:00 AM,"TAING, KHUNDARA,ET AL",2575 N VINEYARD AVE,,OXNARD,CA,93036,P,"2575 N VINEYARD AVE
OXNARD, CA 93036
(34.234305, -119.171531)",1875
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,RMI HOLDINGS INC,1544 PINE ST,OXNARD,CA,93030,Yes,805 486-6875,06/22/2016 12:00:00 AM,114880,23-126833,05/31/2023 12:00:00 AM,RMI HOLDINGS INC,205 W BRUCKER RD,,OXNARD,CA,93033,C,"1544 PINE ST
OXNARD, CA 93030
(34.185351, -119.170078)",1872
MISC SERVICE,,VINCENT SANDOVAL,4416 ANCHORAGE ST,OXNARD,CA,93033,Yes,805 824-4570,02/01/2022 12:00:00 AM,116394,23-130207,04/30/2023 12:00:00 AM,"SANDOVAL, VINCENT",4416 ANCHORAGE ST,,OXNARD,CA,93033,S,"4416 ANCHORAGE ST
OXNARD, CA 93033
(34.159554, -119.162908)",1873
WASTEWATER PERMIT,,CHINALAND RESTAURANT,543 S VENTURA RD,OXNARD,CA,93035,Yes,805 985-6420,12/06/2017 12:00:00 AM,110102,23-029708,06/30/2023 12:00:00 AM,ENCORE 1 LLC,543 S VENTURA RD,,OXNARD,CA,93030,LL,"543 S VENTURA RD
OXNARD, CA 93035
(34.196986, -119.194849)",1872
WASTEWATER PERMIT,,BEN'S LAUNDROMAT,501 COOPER RD,OXNARD,CA,93030,Yes,323 578-8692,01/20/2004 12:00:00 AM,79145,23-029709,06/30/2023 12:00:00 AM,"WHANG, DANIEL K, ET AL",1220 THOMPSON AV,,GLENDALE,CA,91201,P,"501 COOPER RD
OXNARD, CA 93030
(34.204555, -119.173577)",1872
WASTEWATER PERMIT,,"SILVAS OIL COMPANY,INC",1757 E WOOLEY RD,OXNARD,CA,93030,Yes,805 486-4581,08/15/1996 12:00:00 AM,30864,23-029705,06/30/2023 12:00:00 AM,"SILVAS OIL COMPANY,INC",PO BOX 1048,,FRESNO,CA,93714-1048,C,"1757 E WOOLEY RD
OXNARD, CA 93030
(34.189898, -119.161674)",1872
CONTRACTOR LOC OUTSIDE CITY,,CHARLES E MYERS CONSTRUCTION,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 296-4176,05/21/2022 12:00:00 AM,117067,23-130416,04/30/2023 12:00:00 AM,"MYERS, CHARLES E.",28402 SANTA CATARINA RD,,SANTA CLARITA,CA,91350,S,,
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,SETS ON SETS,545 S B ST,OXNARD,CA,93030,Yes,805 607-5073,12/13/2021 12:00:00 AM,116203,23-129107,11/30/2022 12:00:00 AM,"CASTILLO, CINDY K",1212 DEODAR AVE,,OXNARD,CA,93030,S,"545 S B ST
OXNARD, CA 93030
(34.196729, -119.179864)",1872
MISC SERVICES,,VOLTA CHARGING LLC,2751 PARK VIEW CT,OXNARD,CA,93036,Yes,888 264-2208,10/01/2014 12:00:00 AM,115142,23-127543,09/30/2022 12:00:00 AM,VOLTA CHARGING LLC,155 DE HARO ST,,SAN FRANCISCO,CA,94103,LL,"2751 PARK VIEW CT
OXNARD, CA 93036
(34.240315, -119.177482)",1875
MISC SERVICES,,SHARP HEARING CARE PROFESSIONA,1300 W GONZALES RD,OXNARD,CA,93036,Yes,805 983-0444,11/14/2005 12:00:00 AM,87935,23-087050,10/31/2022 12:00:00 AM,"SHARP HEARING, INC",1300 W GONZALES RD #108,,OXNARD,CA,93036,C,"1300 W GONZALES RD
OXNARD, CA 93036
(34.219134, -119.192377)",1872
MISC SERVICE,,CSC SERVICEWORKS INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,516 349-8555,07/09/1998 12:00:00 AM,54739,23-047188,06/30/2023 12:00:00 AM,CSC SERVICEWORKS INC,35 PINELAWN RD STE 120W,,MELVILLE,NY,11747,C,,
CONTRACTOR LOC INSIDE CITY,,BAEZ PLASTERING EXPRESSIONS IN,3501 LAS TUNAS PL,OXNARD,CA,93033,Yes,805 487-6432,10/01/2007 12:00:00 AM,93662,23-095229,09/30/2022 12:00:00 AM,BAEZ PLASTERING EXPRESSIONS IN,3501 LAS TUNAS PL,,OXNARD,CA,93033,C,"3501 LAS TUNAS PL
OXNARD, CA 93033
(34.167472, -119.169487)",1873
"DRAPERY,BLINDS,LINOLEUM,CARPET,TILE SALE",,FLOOR AND DECOR OUTLETS OF AME,1901 VENTURA BLVD,OXNARD,CA,93036,Yes,404 471-1634,10/14/2021 12:00:00 AM,116296,23-129266,11/30/2022 12:00:00 AM,FLOOR AND DECOR OUTLETS OF,2500 WINDY RIDGE PKWY SE,,ATLANTA,GA,30339,C,"1901 VENTURA BLVD
OXNARD, CA 93036
(34.223775, -119.150814)",1875
AUTO REPAIR/SERVICE,,DOBS BRAKE & AUTO,330 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 483-4771,04/05/2021 12:00:00 AM,115315,23-129098,11/30/2022 12:00:00 AM,GSCAS LLC,330 S OXNARD BLVD,,OXNARD,CA,93030,LL,"330 S OXNARD BLVD
OXNARD, CA 93030
(34.199717, -119.177295)",1872
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,PARKLANE REAL ESTATE INVESTMEN,1861 N VENTURA RD,OXNARD,CA,93030,Yes,805 485-3018,12/01/2008 12:00:00 AM,97273,23-100497,11/30/2022 12:00:00 AM,PARKLANE REAL ESTATE INVTMNTS,1861 N VENTURA RD,,OXNARD,CA,93030,LL,"1861 N VENTURA RD
OXNARD, CA 93030
(34.218927, -119.194613)",1872
WASTEWATER PERMIT,,"VORTECH ENGINEERING,INC",1650 PACIFIC AVE,OXNARD,CA,93033,Yes,805 247-0226,05/05/1999 12:00:00 AM,57741,23-029747,06/30/2023 12:00:00 AM,"VORTECH ENGINEERING, INC",1650 PACIFIC AV,,OXNARD,CA,93033,C,"1650 PACIFIC AVE
OXNARD, CA 93033
(34.183444, -119.165172)",1872
DELIVERY ONLY,,KATY'S CUSTOM DRAPERIES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 485-2430,12/01/2000 12:00:00 AM,4217,23-001753,11/30/2022 12:00:00 AM,"KUBO, KATY",893 CORSICANA DR,,OXNARD,CA,93030-1408,S,,
TERMITE/PEST CONTROL SERVICES,,ALLERCLEAN PEST CONTROL,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,951 239-7116,12/22/2020 12:00:00 AM,115636,23-128094,11/30/2022 12:00:00 AM,RODENT PEST TECHNOLOGIES INC,12155 MAGNOLIA AVE STE 10B,,RIVERSIDE,CA,92503,C,,
COST OF OPERATIONS (BRANCH),,AGROMIN,6859 ARNOLD RD,OXNARD,CA,93033,Yes,805 485-9200,07/13/2009 12:00:00 AM,94365,23-096199,06/30/2023 12:00:00 AM,"CALIFORNIA WOOD RECYCLING, INC",201 KINETIC DR,,OXNARD,CA,93030,C,"6859 ARNOLD RD
OXNARD, CA 93033
(34.124687, -119.154495)",1877
HEALTH FOOD/DELICATESSEN/MINI-MART,,OLD TOWN MARKET,611 W FIRST ST,OXNARD,CA,93030,Yes,805 263-6135,06/17/2021 12:00:00 AM,115683,23-128192,06/30/2023 12:00:00 AM,"OXNARD GROCERY, INC.",611 W FIRST ST,,OXNARD,CA,93030,C,"611 W FIRST ST
OXNARD, CA 93030
(34.203028, -119.183715)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,HERB'S TAX SERVICE,610 JANETWOOD DR,OXNARD,CA,93030,Yes,805 253-7808,01/30/2006 12:00:00 AM,86868,23-085603,12/31/2022 12:00:00 AM,"DAVIS, HERBERT K",PO BOX 5472,,OXNARD,CA,93031,S,"610 JANETWOOD DR
OXNARD, CA 93030
(34.216682, -119.183683)",1872
JANITORIAL OR MAID SERVICE,,EXECUTIVE FACILITIES SERVICES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,844 780-2626,04/01/2022 12:00:00 AM,116303,23-129277,11/30/2022 12:00:00 AM,EXECUTIVE FACILITIES SERVICES,PO BOX 1700,,RIVERSIDE,CA,92502,C,,
AUTO REPAIR/SERVICE,,POWER EQUIPMENT SERVICE CORPOR,2101 VENTURA BLVD,OXNARD,CA,93036,Yes,805 804-5921,11/08/2010 12:00:00 AM,96887,23-099973,10/31/2022 12:00:00 AM,POWER EQUIPMENT SERVICE,PO BOX 4786,,VENTURA,CA,93007,C,"2101 VENTURA BLVD
OXNARD, CA 93036
(34.223422, -119.147266)",1875
WASTEWATER PERMIT,,M MAINT CONST CLEAN UP & GRDNG,1632 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 485-1267,05/21/2009 12:00:00 AM,94074,23-029039,06/30/2023 12:00:00 AM,M MAINT CONST CLN UP & GRDGINC,PO BOX 50728,,OXNARD,CA,93031,C,"1632 S OXNARD BLVD
OXNARD, CA 93030
(34.183788, -119.169826)",1872
WASTEWATER PERMIT,,"PARKHOUSE TIRE SERVICE, INC",663 MAULHARDT AVE,OXNARD,CA,93030,Yes,805 604-0461,10/21/1999 12:00:00 AM,59925,23-029716,06/30/2023 12:00:00 AM,"PARKHOUSE TIRE SERVICE, INC",PO BOX 2430,,BELL GARDENS,CA,90202,C,"663 MAULHARDT AVE
OXNARD, CA 93030
(34.207926, -119.144475)",1872
FURNITURE STORE,,LA-Z-BOY FURNITURE GALLERIES,2100 N ROSE AVE,OXNARD,CA,93036,Yes,805 604-4484,04/29/2018 12:00:00 AM,111572,23-121898,09/30/2022 12:00:00 AM,LZB RETAIL INC,ONE LA-Z-BOY DR,,MONROE,MI,48162,C,"2100 N ROSE AVE
OXNARD, CA 93036
(34.221173, -119.158172)",1875
MISC PROFESSION,,SOCAL INK SHOP,408 S A ST,OXNARD,CA,93030,Yes,805 385-1119,11/28/2018 12:00:00 AM,111762,23-123235,10/31/2022 12:00:00 AM,SOCAL INK SHOP LLC,408 S A ST,,OXNARD,CA,93030,LL,"408 S A ST
OXNARD, CA 93030
(34.198841, -119.178579)",1872
CONTRACTOR LOC OUTSIDE CITY,,GREAT WESTERN INSTALLATIONS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,435 245-5055,12/17/2018 12:00:00 AM,111843,23-122346,11/30/2022 12:00:00 AM,GREAT WESTERN ISTLLTNS INC,975 S HWY 89,,LOGAN,UT,84321,C,,
REAL ESTATE AGENT OR BROKER,,JESSICA PURDY BERG,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 910-9353,09/01/2018 12:00:00 AM,111991,23-122544,12/31/2022 12:00:00 AM,"PURDY BERG, JESSICA ELAINE",4574 MARKET ST STE 2B,,VENTURA,CA,93003,S,,
"HOTEL, MOTEL",22,FLAMINGO MOTEL,421 N OXNARD BLVD,OXNARD,CA,93030,Yes,805 486-2973,01/31/1996 12:00:00 AM,29986,23-021951,12/31/2022 12:00:00 AM,"BHAKTA, RAJESH K",421 N OXNARD BL,,OXNARD,CA,93030,S,"421 N OXNARD BLVD
OXNARD, CA 93030
(34.206112, -119.177333)",1872
JANITORIAL OR MAID SERVICE,,CALI-GREEN CLEANING,2150 LANTANA ST,OXNARD,CA,93036,Yes,805 302-3285,12/20/2012 12:00:00 AM,100967,23-105928,11/30/2022 12:00:00 AM,"TORRES, ESMERALDA",2150 LANTANA ST,,OXNARD,CA,93036,S,"2150 LANTANA ST
OXNARD, CA 93036
(34.224896, -119.190227)",1875
DRUG STORE/PHARMACEUTICAL HOUSE,,RITE AID #5780,720 N VENTURA RD,OXNARD,CA,93030,Yes,805 983-0777,07/08/1997 12:00:00 AM,49594,23-041328,06/30/2023 12:00:00 AM,THRIFTY PAYLESS INC,PO BOX 3165,,HARRISBURG,PA,17105,C,"720 N VENTURA RD
OXNARD, CA 93030
(34.209343, -119.193606)",1872
WASTEWATER PERMIT,,COASTLINE EQUIPMENT,1930 LOCKWOOD ST,OXNARD,CA,93036,Yes,805 485-2106,03/05/1965 12:00:00 AM,427,23-019890,06/30/2023 12:00:00 AM,BRAGG INVESTMENT COMPANY,1930 LOCKWOOD ST,,OXNARD,CA,93030,C,"1930 LOCKWOOD ST
OXNARD, CA 93036
(34.222098, -119.154756)",1875
CONTRACTOR LOC INSIDE CITY(NON-PROFIT),,HABITAT FOR HUMANITY VENTURA C,1850 EASTMAN AVE,OXNARD,CA,93030,Yes,805 485-6065,02/11/2003 12:00:00 AM,74583,23-113029,01/31/2023 12:00:00 AM,HABITAT FOR HUMANITY VTA CTY,1850 EASTMAN AVE,,OXNARD,CA,93030,C,"1850 EASTMAN AVE
OXNARD, CA 93030
(34.198271, -119.15704)",1872
WASTEWATER PERMIT,,ELEVATE NUTRITION,1209 SAVIERS RD,OXNARD,CA,93033,Yes,805 512-6051,12/15/2010 12:00:00 AM,96980,23-029423,06/30/2023 12:00:00 AM,"MONTESINOS, SUSANA",1209 SAVIERS RD,,OXNARD,CA,93033,S,"1209 SAVIERS RD
OXNARD, CA 93033
(34.188132, -119.17756)",1873
"VIDEO,DVD TAPING OR RENTAL",,"REDBOX AUTOMATED RETAIL, LLC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,630 756-8418,11/20/2007 12:00:00 AM,91113,23-091550,10/31/2022 12:00:00 AM,"REDBOX AUTOMATED RETAIL, LLC",1 TOWER LANE #800,,VILLA PARK,IL,60181,LL,,
PROPERTY MANAGEMENT,,BESSIRE & CASENHISER INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 594-0501,07/01/2013 12:00:00 AM,107576,23-115771,06/30/2023 12:00:00 AM,BESSIRE & CASENHISER INC,430 S SAN DIMAS AVE,,SAN DIMAS,CA,91773,C,,
LAUNDRY:SELF CLEANING,,BIG BUBBLES LAVANDERIA,2141 E CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,805 405-7511,07/26/2012 12:00:00 AM,100204,23-104814,06/30/2023 12:00:00 AM,CLARION MANAGEMENT SOLUTIONS,930 PASEO SANTA BARBARA,,NEWBURY PARK,CA,91320,LL,"2141 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173226, -119.15083)",1873
CONTRACTOR LOC OUTSIDE CITY,,HAMPTON TEDDER ELECTRIC COMPAN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 628-1253,08/01/2018 12:00:00 AM,111028,23-121100,06/30/2023 12:00:00 AM,HAMPTON TEDDER ELECTRIC CO,PO BOX 2128,,MONTCLAIR,CA,91763,C,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,HEWITT JO & JA LIVING TRUST,2301 N OXNARD BLVD,OXNARD,CA,93036,Yes,818 427-0963,12/07/1990 12:00:00 AM,116921,23-130192,11/30/2022 12:00:00 AM,"HEWITT, JONATHAN",30306 BOUQUET CANYON RD,,SANTA CLARITA,CA,91390,S,"2301 N OXNARD BLVD
OXNARD, CA 93036
(34.226796, -119.177598)",1875
WASTEWATER PERMIT,,FOOD 4 LESS #335,250 W ESPLANADE DR,OXNARD,CA,93036,Yes,805 288-8695,02/01/1984 12:00:00 AM,12105,23-019998,06/30/2023 12:00:00 AM,RALPHS GROCERY COMPANY,ATTN: LICENSING DESK,PO BOX 54143,LOS ANGELES,CA,90054,C,"250 W ESPLANADE DR
OXNARD, CA 93036
(34.232071, -119.176269)",1875
CONTRACTOR LOC OUTSIDE CITY,,RICK'S PROFESSIONAL FLOORS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 832-9140,11/12/2020 12:00:00 AM,114907,23-126865,10/31/2022 12:00:00 AM,"PEREZ, RICHARDO",3445 TELEGRAPH RD #230,,VENTURA,CA,93003,S,,
AUTO BODY WORK/PAINTING (BRANCH),,"CLASSIC MOTOR CARS, INC",1000 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 240-2666,07/06/2007 12:00:00 AM,90309,23-090389,06/30/2023 12:00:00 AM,"CLASSIC MOTOR CARS, INC",1000 S OXNARD BL,,OXNARD,CA,93030,C,"1000 S OXNARD BLVD
OXNARD, CA 93030
(34.191103, -119.177384)",1872
PROPERTY MANAGEMENT,,RVBNB MILITARY,1950 SUTTER PL,OXNARD,CA,93033,Yes,704 701-3455,06/22/2022 12:00:00 AM,117079,23-130433,05/31/2023 12:00:00 AM,"HUTCHISON, GENEVA L.C.",1950 SUTTER PL,,OXNARD,CA,93033,S,"1950 SUTTER PL
OXNARD, CA 93033
(34.172533, -119.154831)",1873
WHOLESALE,,"SIMPSON STRONG-TIE CO, INC",2260 CAMINO DEL SOL,OXNARD,CA,93030,Yes,714 871-8373,07/11/2021 12:00:00 AM,115699,24-128286,07/31/2023 12:00:00 AM,SIMPSON STRONG-TIE COMPANY INC,12246 HOLLY ST,,RIVERSIDE,CA,92509,C,"2260 CAMINO
DEL SOL OXNARD, CA 93030",
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,BURNING MOUTH OXNARD INC,550 COLLECTION BLVD,OXNARD,CA,93036,Yes,213 944-2730,12/20/2020 12:00:00 AM,114934,23-126940,11/30/2022 12:00:00 AM,BURNING MOUTH OXNARD INC,550 COLLECTION BLVD #130,,OXNARD,CA,93036,C,"550 COLLECTION BLVD
OXNARD, CA 93036
(34.240556, -119.176728)",1875
ATTORNEY,,NIELSEN PETERSON & NIELSEN LLP,220 S A ST,OXNARD,CA,93030,Yes,805 639-8600,01/01/2014 12:00:00 AM,108303,23-124239,11/30/2022 12:00:00 AM,NIELSEN PETERSON & NIELSEN LLP,4015 MISSION OAKS BLVD #B,,CAMARILLO,CA,93012,LP,"220 S A ST
OXNARD, CA 93030
(34.201191, -119.178557)",1872
RENTAL:INFLATABLE DEVICES/STRUCTURES,,YAZMIN PARTY RENTAL,1830 GAUCHO WAY,OXNARD,CA,93030,Yes,805 509-5368,05/01/2015 12:00:00 AM,105227,23-112210,04/30/2023 12:00:00 AM,"GONZALES AGUILAR, JUAN",1830 GAUCHO WAY,,OXNARD,CA,93030,S,"1830 GAUCHO WAY
OXNARD, CA 93030
(34.200713, -119.158634)",1872
RENTAL:INFLATABLE DEVICES/STRUCTURES,,JACKYE JUMPS,4700 S B ST,OXNARD,CA,93033,Yes,805 236-8926,05/01/2015 12:00:00 AM,105225,23-112207,04/30/2023 12:00:00 AM,"COSMES AYALA, BRYAN C,ET AL",4700 S B ST,,OXNARD,CA,93033,P,"4700 S B ST
OXNARD, CA 93033
(34.157891, -119.179702)",1873
DELIVERY ONLY,,BOETHING TREELAND FARMS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 316-2075,12/01/2017 12:00:00 AM,110079,23-124526,09/30/2022 12:00:00 AM,BOETHING TREELAND FARMS INC,23475 LONG VALLEY RD,,WOODLAND HILLS,CA,91367,C,,
EMPLOYMENT AGENCY,,CAREER STRATEGIES TEMPORARY IN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 558-6692,10/14/2019 12:00:00 AM,113344,23-124536,09/30/2022 12:00:00 AM,CAREER STRATEGIES TEMPORARY IN,719 N VICTORY BL,,BURBANK,CA,91502,C,,
CONTRACTOR LOC OUTSIDE CITY,,BOTTOM LINE UTILITY SOLUTIONS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 707-1311,01/24/2012 12:00:00 AM,99065,23-117864,04/30/2023 12:00:00 AM,BOTTOM LINE UTILITY SOLUTIONS,23015 DEL LAGO DRIVE #D2,,LAGUNA HILLS,CA,92653,C,,
TERMITE/PEST CONTROL SERVICES,,ROBERT BROWN TERMITE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 808-2279,04/01/2021 12:00:00 AM,115553,23-127901,05/31/2023 12:00:00 AM,"BROWN, ROBERT",3820 SMITH AVE,,ACTON,CA,93510,S,,
MISC SERVICE,,ROY JACKSON,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 348-9872,08/01/2014 12:00:00 AM,105580,23-112747,06/30/2023 12:00:00 AM,"JACKSON, ROY",4872 TOPANGA CYN RD #269,,WOODLAND HILLS,CA,91364,S,,
MOBILE WASH/DETAIL,,ALEJO CARWASH,1301 EDGEWOOD WAY,OXNARD,CA,93030,Yes,805 940-8560,10/12/2019 12:00:00 AM,113374,23-124579,09/30/2022 12:00:00 AM,"RAMOS, SANTIAGO ALEJO",1301 EDGEWOOD WAY APT 201,,OXNARD,CA,93030,S,"1301 EDGEWOOD WAY
OXNARD, CA 93030
(34.212503, -119.192461)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,CABRILLO PRODUCE LLC,511 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 650-1040,10/30/2006 12:00:00 AM,113582,23-124888,09/30/2022 12:00:00 AM,CABRILLO PRODUCE LLC,511 MOUNTAIN VIEW AVE,,OXNARD,CA,93030,LL,"511 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.196897, -119.172351)",1872
WASTEWATER PERMIT,,PANADERIA YANIRAS,1263 SAVIERS RD,OXNARD,CA,93033,Yes,805 240-1061,09/01/1995 12:00:00 AM,29142,23-023427,06/30/2023 12:00:00 AM,"REYES, ISREAL LEON",1111 YUKONITE PL,,OXNARD,CA,93030,S,"1263 SAVIERS RD
OXNARD, CA 93033
(34.18713, -119.177556)",1873
CONTRACTOR LOC OUTSIDE CITY,,ELITE GENERAL ENGINEERING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 651-8166,07/11/2014 12:00:00 AM,103886,23-110187,06/30/2023 12:00:00 AM,ELITE GENERAL ENGINEERING INC,PO BOX 5090,,VENTURA,CA,93005,C,,
RETAIL SALES,,COTTON BLOCKS QUILTING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 815-3973,01/01/2015 12:00:00 AM,104716,23-113704,12/31/2022 12:00:00 AM,"DRAIN, DARLA JEAN",142 E PLEASANT VALLEY RD,,PORT HUENEME,CA,93041,S,,
WASTEWATER PERMIT,,URBANE CAFE,1750 E GONZALES RD,OXNARD,CA,93036,Yes,805 485-4200,06/17/2017 12:00:00 AM,109660,23-029981,06/30/2023 12:00:00 AM,URBANE CAFE OPERATIONS LLC,78 N ASH ST,,VENTURA,CA,93001,LL,"1750 E GONZALES RD
OXNARD, CA 93036
(34.218818, -119.159172)",1872
GROCERY STORE,,OXNARD GROCERY OUTLET,920 N VENTURA RD,OXNARD,CA,93030,Yes,562 373-0303,09/29/2021 12:00:00 AM,115977,23-128716,09/30/2022 12:00:00 AM,LIZARRAGA5,920 N VENTURA RD,,OXNARD,CA,93030,C,"920 N VENTURA RD
OXNARD, CA 93030
(34.210923, -119.193587)",1872
CONTRACTOR LOC OUTSIDE CITY,,DYNAMICS ELECTRICAL SYSTEMS IN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 728-6455,11/16/2021 12:00:00 AM,116196,23-129093,10/31/2022 12:00:00 AM,DYNAMICS ELECTRICAL SYSYEMS IN,18714 WESTLAWN ST,,HESPERIA,CA,92345,C,,
MISC PROFESSION,,MOBILE JOLLY OYSTER,2625 NORTHBROOK DR,OXNARD,CA,93036,Yes,805 758-5842,01/19/2018 12:00:00 AM,110194,23-119750,12/31/2022 12:00:00 AM,MOBILE JOLLY OYSTER,C/O LOURDES ALCARAZ,2625 NORTHBROOK DR,OXNARD,CA,93036,C,"2625 NORTHBROOK DR
OXNARD, CA 93036
(34.23569, -119.192698)",1875
TOBACCO RETAILER PERMIT,,OLD TOWN MARKET,611 W FIRST ST,OXNARD,CA,93030,Yes,805 263-6135,06/17/2021 12:00:00 AM,115683,23-006614,06/30/2023 12:00:00 AM,"OXNARD GROCERY, INC.",611 W FIRST ST,,OXNARD,CA,93030,C,"611 W FIRST ST
OXNARD, CA 93030
(34.203028, -119.183715)",1872
CERTIFIED MASSAGE THERAPIST,,BOK SOON JANG,3606 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-5997,12/03/2008 12:00:00 AM,93132,23-112368,11/30/2022 12:00:00 AM,"JANG, BOK SOON",2720 S VENTURA RD,,OXNARD,CA,93033,S,"3606 SAVIERS RD
OXNARD, CA 93033
(34.167035, -119.177534)",1873
GARDENING/LANDSCAPING,,RAMIREZ LANDSCAPE,3031 FOURNIER ST,OXNARD,CA,93033,Yes,805 444-5417,10/30/2019 12:00:00 AM,113477,23-124703,09/30/2022 12:00:00 AM,"RAMIREZ, ROMUALDO",3031 FOURNIER ST,,OXNARD,CA,93033,S,"3031 FOURNIER ST
OXNARD, CA 93033
(34.171793, -119.170148)",1873
