"year","region","category","topic","indicator","age","sex","result","unit","_95_ci_l","_95_ci_u","se","rse_25","notes","sex_indicator","year_sex","sex_year"
"2020","ACT","Oral health","Last visit to a dental professional","4. 5 yrs to <10 yrs","18+","Male","4.6","Per cent","2.8","7.4","1.1",,,"Male _ 4. 5 yrs to <10 yrs","2020 Male","Male 2020"
"2018","ACT","Oral health","Last visit to a dental professional","5. 10 yrs or more or never","18+","Male","5.7","Per cent","3.9","8.4","1.1",,,"Male _ 5. 10 yrs or more or never","2018 Male","Male 2018"
"2020","ACT","Oral health","Last visit to a dental professional","5. 10 yrs or more or never","18+","Male","3.1","Per cent","1.8","5.4","0.9","28.6",,"Male _ 5. 10 yrs or more or never","2020 Male","Male 2020"
"2018","ACT","Oral health","Teeth","Missing natural teeth","16 years and over","Female","54.8","Per cent","50","59.6","2.5",,,"Female _ Missing natural teeth","2018 Female","Female 2018"
"2020","ACT","Oral health","Teeth","Missing natural teeth","16 years and over","Female","52.3","Per cent","47","57.5","2.7",,,"Female _ Missing natural teeth","2020 Female","Female 2020"
"2018","ACT","Oral health","Teeth","Has dentures/false teeth","16 years and over","Female","12.7","Per cent","10.1","15.8","1.4",,,"Female _ Has dentures/false teeth","2018 Female","Female 2018"
"2020","ACT","Oral health","Teeth","Has dentures/false teeth","16 years and over","Female","13.7","Per cent","10.2","18","2",,,"Female _ Has dentures/false teeth","2020 Female","Female 2020"
"2018","ACT","Oral health","Teeth","Teeth affect the type of food they eat","18+","Female","12.2","Per cent","9.3","15.8","1.6",,,"Female _ Teeth affect the type of food they eat","2018 Female","Female 2018"
"2020","ACT","Oral health","Teeth","Teeth affect the type of food they eat","18+","Female","13.4","Per cent","10.3","17.4","1.8",,,"Female _ Teeth affect the type of food they eat","2020 Female","Female 2020"
"2018","ACT","Oral health","Last visit to a dental professional","1. < 12 months","18+","Female","65.2","Per cent","60.5","69.6","2.3",,,"Female _ 1. < 12 months","2018 Female","Female 2018"
"2020","ACT","Oral health","Last visit to a dental professional","1. < 12 months","18+","Female","57.7","Per cent","52.3","62.8","2.7",,,"Female _ 1. < 12 months","2020 Female","Female 2020"
"2018","ACT","Oral health","Last visit to a dental professional","2. 1yr to <2 yrs","18+","Female","18.6","Per cent","15.3","22.4","1.8",,,"Female _ 2. 1yr to <2 yrs","2018 Female","Female 2018"
"2020","ACT","Oral health","Last visit to a dental professional","2. 1yr to <2 yrs","18+","Female","21.1","Per cent","17","25.8","2.2",,,"Female _ 2. 1yr to <2 yrs","2020 Female","Female 2020"
"2018","ACT","Oral health","Last visit to a dental professional","3. 2 yrs to <10 yrs","18+","Female","9.8","Per cent","6.9","13.7","1.7",,,"Female _ 3. 2 yrs to <10 yrs","2018 Female","Female 2018"
"2020","ACT","Oral health","Last visit to a dental professional","3. 2 yrs to <10 yrs","18+","Female","11.1","Per cent","8.2","14.8","1.7",,,"Female _ 3. 2 yrs to <10 yrs","2020 Female","Female 2020"
"2018","ACT","Oral health","Last visit to a dental professional","4. 5 yrs to <10 yrs","18+","Female","4.4","Per cent","2.7","6.9","1",,,"Female _ 4. 5 yrs to <10 yrs","2018 Female","Female 2018"
"2020","ACT","Oral health","Last visit to a dental professional","4. 5 yrs to <10 yrs","18+","Female","6","Per cent","3.7","9.5","1.4",,,"Female _ 4. 5 yrs to <10 yrs","2020 Female","Female 2020"
"2018","ACT","Oral health","Last visit to a dental professional","5. 10 yrs or more or never","18+","Female","2","Per cent","1.1","3.8","0.6","31.6",,"Female _ 5. 10 yrs or more or never","2018 Female","Female 2018"
"2020","ACT","Oral health","Last visit to a dental professional","5. 10 yrs or more or never","18+","Female","4.2","Per cent","2.3","7.4","1.2","29.3",,"Female _ 5. 10 yrs or more or never","2020 Female","Female 2020"
"2011/12","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","23.4","Per cent","20.9","26.2","1.3",,,"Person _ 1. Doesn't drink","2011/12 Person","Person 2011/12"
"2013/14","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","25.1","Per cent","22.3","28.1","1.5",,,"Person _ 1. Doesn't drink","2013/14 Person","Person 2013/14"
"2015/16","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","27.9","Per cent","24.8","31.2","1.6",,,"Person _ 1. Doesn't drink","2015/16 Person","Person 2015/16"
"2018","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","19.8","Per cent","17.2","22.7","1.4",,,"Person _ 1. Doesn't drink","2018 Person","Person 2018"
"2019","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","21.1","Per cent","18.8","23.6","1.2",,,"Person _ 1. Doesn't drink","2019 Person","Person 2019"
"2020","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Person","19","Per cent","16.1","22.2","1.6",,,"Person _ 1. Doesn't drink","2020 Person","Person 2020"
"2018","ACT","Alcohol","Frequency","2. <1/month","18+","Person","13.2","Per cent","10.9","15.9","1.3",,,"Person _ 2. <1/month","2018 Person","Person 2018"
"2019","ACT","Alcohol","Frequency","2. <1/month","18+","Person","10.4","Per cent","8.7","12.4","0.9",,,"Person _ 2. <1/month","2019 Person","Person 2019"
"2020","ACT","Alcohol","Frequency","2. <1/month","18+","Person","10.5","Per cent","8.4","13","1.2",,,"Person _ 2. <1/month","2020 Person","Person 2020"
"2011/12","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","18","Per cent","14.6","21.9","1.9",,,"Male _ 1. Doesn't drink","2011/12 Male","Male 2011/12"
"2013/14","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","21.9","Per cent","18","26.4","2.1",,,"Male _ 1. Doesn't drink","2013/14 Male","Male 2013/14"
"2015/16","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","24.8","Per cent","20.4","29.8","2.4",,,"Male _ 1. Doesn't drink","2015/16 Male","Male 2015/16"
"2018","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","16.1","Per cent","12.6","20.3","2",,,"Male _ 1. Doesn't drink","2018 Male","Male 2018"
"2019","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","17.1","Per cent","14","20.6","1.7",,,"Male _ 1. Doesn't drink","2019 Male","Male 2019"
"2020","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Male","15.9","Per cent","12","20.6","2.2",,,"Male _ 1. Doesn't drink","2020 Male","Male 2020"
"2018","ACT","Alcohol","Frequency","2. <1/month","18+","Male","10.3","Per cent","7.4","14.1","1.7",,,"Male _ 2. <1/month","2018 Male","Male 2018"
"2019","ACT","Alcohol","Frequency","2. <1/month","18+","Male","7.8","Per cent","5.7","10.6","1.2",,,"Male _ 2. <1/month","2019 Male","Male 2019"
"2020","ACT","Alcohol","Frequency","2. <1/month","18+","Male","8","Per cent","5.5","11.6","1.5",,,"Male _ 2. <1/month","2020 Male","Male 2020"
"2011/12","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","28.5","Per cent","25","32.4","1.9",,,"Female _ 1. Doesn't drink","2011/12 Female","Female 2011/12"
"2013/14","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","27.9","Per cent","24.1","32","2",,,"Female _ 1. Doesn't drink","2013/14 Female","Female 2013/14"
"2015/16","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","30.7","Per cent","26.4","35.2","2.2",,,"Female _ 1. Doesn't drink","2015/16 Female","Female 2015/16"
"2018","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","23.4","Per cent","19.7","27.6","2",,,"Female _ 1. Doesn't drink","2018 Female","Female 2018"
"2019","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","25.1","Per cent","21.8","28.7","1.7",,,"Female _ 1. Doesn't drink","2019 Female","Female 2019"
"2020","ACT","Alcohol","Frequency","1. Doesn't drink","18+","Female","21.1","Per cent","17.3","25.6","2.1",,,"Female _ 1. Doesn't drink","2020 Female","Female 2020"
"2018","ACT","Alcohol","Frequency","2. <1/month","18+","Female","16","Per cent","12.6","20","1.9",,,"Female _ 2. <1/month","2018 Female","Female 2018"
"2019","ACT","Alcohol","Frequency","2. <1/month","18+","Female","13","Per cent","10.5","16.1","1.4",,,"Female _ 2. <1/month","2019 Female","Female 2019"
"2020","ACT","Alcohol","Frequency","2. <1/month","18+","Female","13.3","Per cent","10.1","17.4","1.8",,,"Female _ 2. <1/month","2020 Female","Female 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Person","23.7","Per cent","20.8","26.9","1.5",,,"Person _ Drank >4 drinks on 1 occasion","2018 Person","Person 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Person","40","Per cent","36.7","43.3","1.7",,,"Person _ Drank >4 drinks on 1 occasion","2019 Person","Person 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Person","32.1","Per cent","28.6","35.8","1.8",,,"Person _ Drank >4 drinks on 1 occasion","2020 Person","Person 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Male","31","Per cent","26.4","36","2.4",,,"Male _ Drank >4 drinks on 1 occasion","2018 Male","Male 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Male","47.9","Per cent","43.1","52.8","2.5",,,"Male _ Drank >4 drinks on 1 occasion","2019 Male","Male 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Male","39.8","Per cent","34.5","45.3","2.8",,,"Male _ Drank >4 drinks on 1 occasion","2020 Male","Male 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Female","16.6","Per cent","13.3","20.5","1.8",,,"Female _ Drank >4 drinks on 1 occasion","2018 Female","Female 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Female","31.7","Per cent","27.5","36.2","2.2",,,"Female _ Drank >4 drinks on 1 occasion","2019 Female","Female 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18+","Female","24.1","Per cent","19.7","29.1","2.4",,,"Female _ Drank >4 drinks on 1 occasion","2020 Female","Female 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18 to 24","Person","24.1","Per cent","14","38.4","6.3","25.9",,"18 to 24 _ Drank >4 drinks on 1 occasion","2018 Person","Person 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18 to 24","Person","65.5","Per cent","52.8","76.4","6.1",,,"18 to 24 _ Drank >4 drinks on 1 occasion","2019 Person","Person 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","18 to 24","Person","44.9","Per cent","30.4","60.4","7.9",,,"18 to 24 _ Drank >4 drinks on 1 occasion","2020 Person","Person 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","25 to 44","Person","28.5","Per cent","23.9","33.7","2.5",,,"25 to 44 _ Drank >4 drinks on 1 occasion","2018 Person","Person 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","25-64 yrs","Person","41.7","Per cent","36.1","47.4","2.9",,,"25-64 yrs _ Drank >4 drinks on 1 occasion","2019 Person","Person 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","25 to 44","Person","36.3","Per cent","30.8","42.2","2.9",,,"25 to 44 _ Drank >4 drinks on 1 occasion","2020 Person","Person 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","45 to 64","Person","23.9","Per cent","19.6","28.9","2.4",,,"45 to 64 _ Drank >4 drinks on 1 occasion","2018 Person","Person 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","45 to 64","Person","38.7","Per cent","34.3","43.3","2.3",,,"45 to 64 _ Drank >4 drinks on 1 occasion","2019 Person","Person 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","45 to 64","Person","30.6","Per cent","25.5","36.3","2.8",,,"45 to 64 _ Drank >4 drinks on 1 occasion","2020 Person","Person 2020"
"2018","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","65+","Person","10.9","Per cent","7.8","15","1.8",,,"65+ _ Drank >4 drinks on 1 occasion","2018 Person","Person 2018"
"2019","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","65+","Person","15.7","Per cent","12.3","19.7","1.9",,,"65+ _ Drank >4 drinks on 1 occasion","2019 Person","Person 2019"
"2020","ACT","Alcohol","Alcohol consumption","Drank >4 drinks on 1 occasion","65+","Person","16.8","Per cent","11","24.9","3.5",,,"65+ _ Drank >4 drinks on 1 occasion","2020 Person","Person 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","18+","Person","78.2","Per cent","74.7","81.2","1.7",,,"Person _ Meets 2020 alcohol guideline","2020 Person","Person 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","18+","Male","73.3","Per cent","68.1","78","2.5",,,"Male _ Meets 2020 alcohol guideline","2020 Male","Male 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","18+","Female","83.4","Per cent","78.9","87.1","2.1",,,"Female _ Meets 2020 alcohol guideline","2020 Female","Female 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","18 to 24","Person","60.9","Per cent","44.8","75","7.8",,,"18 to 24 _ Meets 2020 alcohol guideline","2020 Person","Person 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","25 to 44","Person","76.1","Per cent","70.5","80.9","2.6",,,"25 to 44 _ Meets 2020 alcohol guideline","2020 Person","Person 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","45 to 64","Person","80.2","Per cent","74.9","84.7","2.5",,,"45 to 64 _ Meets 2020 alcohol guideline","2020 Person","Person 2020"
"2020","ACT","Alcohol","Meets alcohol guideline","Meets 2020 alcohol guideline","65+","Person","88.9","Per cent","82.7","93.1","2.6",,,"65+ _ Meets 2020 alcohol guideline","2020 Person","Person 2020"
"2020","ACT","Alcohol","Alcohol consumption","Drank >10 drinks past week","18+","Person","16.1","Per cent","13.6","19","1.4",,,"Person _ Drank >10 drinks past week","2020 Person","Person 2020"
"2020","ACT","Alcohol","Alcohol consumption","Drank >10 drinks past week","18+","Male","20.1","Per cent","16.2","24.7","2.2",,,"Male _ Drank >10 drinks past week","2020 Male","Male 2020"
"2020","ACT","Alcohol","Alcohol consumption","Drank >10 drinks past week","18+","Female","11.6","Per cent","8.8","15.2","1.6",,,"Female _ Drank >10 drinks past week","2020 Female","Female 2020"
"2018","ACT","Weight","Self-described weight","1. Underweight","05 to 17","Person",,"Per cent",,,,,"Not published","Person _ 1. Underweight","2018 Person","Person 2018"
"2020","ACT","Weight","Self-described weight","1. Underweight","05 to 17","Person","5.3","Per cent","3.9","7.2","0.8","15.8",,"Person _ 1. Underweight","2020 Person","Person 2020"
"2018","ACT","Weight","Self-described weight","2. Healthy weight","05 to 17","Person","85.6","Per cent","79.5","90","2.7",,,"Person _ 2. Healthy weight","2018 Person","Person 2018"
"2020","ACT","Weight","Self-described weight","2. Healthy weight","05 to 17","Person","86.8","Per cent","83.7","89.4","1.5",,,"Person _ 2. Healthy weight","2020 Person","Person 2020"
"2018","ACT","Weight","Self-described weight","3. Overweight","05 to 17","Person","6.2","Per cent","3.8","10.2","1.6","25.3",,"Person _ 3. Overweight","2018 Person","Person 2018"
"2020","ACT","Weight","Self-described weight","3. Overweight","05 to 17","Person",,"Per cent",,,,,"Not published","Person _ 3. Overweight","2020 Person","Person 2020"
"2018","ACT","Weight","Self-described weight","4. Very overweight","05 to 17","Person",,"Per cent",,,,,"Not published","Person _ 4. Very overweight","2018 Person","Person 2018"
"2020","ACT","Weight","Self-described weight","4. Very overweight","05 to 17","Person",,"Per cent",,,,,"Not published","Person _ 4. Very overweight","2020 Person","Person 2020"
"2018","ACT","Weight","Self-described weight","1. Underweight","05 to 17","Male","12.1","Per cent","6.1","22.6","4.1","33.6",,"Male _ 1. Underweight","2018 Male","Male 2018"
