"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-02T00:00:00.000","2014-10-03T00:00:00.000","700.00","2014-08-04T00:00:00.000","2014-09-15T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","49880","BTUs/hr","3063.18","Purchased","Prince Frederick","20678","Calvert","
Prince Frederick, Maryland 20678
(38.53302709900004, -76.59167690399994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-02T00:00:00.000","2014-10-03T00:00:00.000","700.00","2014-09-26T00:00:00.000","2014-09-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","5469.98","Purchased","Baltimore","21237","Baltimore","
Baltimore, Maryland 21237
(39.34191939300007, -76.49172874199996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-03T00:00:00.000","2014-10-03T00:00:00.000","700.00","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","5509.99","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-02T00:00:00.000","2014-10-03T00:00:00.000","700.00","2014-09-17T00:00:00.000","2014-09-17T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","6556.34","Purchased","La Plata","20646","Charles","
La Plata, Maryland 20646
(38.52460647800007, -76.98236676299996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-30T00:00:00.000","2014-10-02T00:00:00.000","700.00","2014-08-19T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","4823.5","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-15T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-03-26T00:00:00.000","2014-06-13T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","7","ton","44799","Purchased","Aberdeen","21001","Harford","
Aberdeen, Maryland 21001
(39.51246954900006, -76.18356791699995)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-27T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-04-01T00:00:00.000","2013-08-21T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","6","ton","48000","Purchased","Berlin","21811","Worcester","
Berlin, Maryland 21811
(38.33930937400004, -75.18817929699998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-09T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-06-10T00:00:00.000","2014-06-11T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","8.4149999999999991","kW","27500","Purchased","Easton","21601","Talbot","
Easton, Maryland 21601
(38.77674714700004, -76.07511657999999)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-11T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-27T00:00:00.000","2014-08-27T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","3","kW","25921","Purchased","Centrville","21617","Queen Anne's","
Centrville, Maryland 21617
(39.04912685200003, -76.05266593599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-05T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","10.71","kW","34807","Purchased","Joppa","21085","Harford","
Joppa, Maryland 21085
(39.43267786800004, -76.35668597099993)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-12T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-07-15T00:00:00.000","2014-07-23T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","3","ton","26420","Purchased","Laurel","20707","Prince George's","
Laurel, Maryland 20707
(39.09811678900007, -76.86857975899994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-16T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-07-28T00:00:00.000","2014-08-04T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","3000.00","5","ton","22813","Purchased","Linthicum","21090","Anne Arundel","
Linthicum, Maryland 21090
(39.208267024000065, -76.66082766599999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-29T00:00:00.000","2014-10-01T00:00:00.000","700.00","2014-09-23T00:00:00.000","2014-09-23T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","41000","BTUs/hr","3847.08","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-29T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","5.5650000000000004","kW","20616","Purchased","Silver Spring","20901","Montgomery","
Silver Spring, Maryland 20901
(39.01505766400004, -77.00921889699998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-10T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-07T00:00:00.000","2014-07-10T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","6","kW","47321","Purchased","Mount Airy","21771","Frederick","
Mount Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-06T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","13.52","kW","46000","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-05T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-07-18T00:00:00.000","2014-08-25T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","5.5","ton","38000","Purchased","Forest Hill","21050","Harford","
Forest Hill, Maryland 21050
(39.57348646100007, -76.38543687199996)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-08T00:00:00.000","2014-10-01T00:00:00.000","500.00","2014-03-11T00:00:00.000","2014-04-08T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","500.00","54","sqft","11700","Purchased","Arnold","21012","Anne Arundel","
Arnold, Maryland 21012
(39.047206360000075, -76.49332770399997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-01-02T00:00:00.000","2014-10-01T00:00:00.000","700.00","2013-03-25T00:00:00.000","2013-03-25T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","40000","BTUs/hr","3363","Purchased","Aberdeen","21001","Harford","
Aberdeen, Maryland 21001
(39.51246954900006, -76.18356791699995)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-02T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-05-19T00:00:00.000","2014-07-13T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","6","ton","47253.8","Purchased","Graysonville","21638","Queen Anne's","
Graysonville, Maryland 21638
(38.954527392000045, -76.20320734199998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-02T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-12-25T00:00:00.000","2014-01-06T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","4","ton","24403","Purchased","Pocomoke","21851","Worcester","
Pocomoke, Maryland 21851
(38.067976815000065, -75.55243848799995)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-28T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-04-10T00:00:00.000","2013-11-14T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","4","ton","34066","Purchased","Laurel","20708","Prince George's","
Laurel, Maryland 20708
(39.06789727600005, -76.84683735199997)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-09T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-03-21T00:00:00.000","2014-07-24T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","5","ton","41689","Purchased","Crownsville","21032","Anne Arundel","
Crownsville, Maryland 21032
(39.042179188000034, -76.59593935399994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-12T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-02-14T00:00:00.000","2014-03-07T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","5","ton","52954.5","Purchased","Hollywood","20636","St. Mary's","
Hollywood, Maryland 20636
(38.34497960600004, -76.56769681799994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-29T00:00:00.000","2014-10-01T00:00:00.000","700.00","2014-09-15T00:00:00.000","2014-09-15T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","60000","BTUs/hr","5675","Purchased","Hampstead","21074","Carroll","
Hampstead, Maryland 21074
(39.61344747600003, -76.85100855699994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-28T00:00:00.000","2014-07-28T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","2","kW","18821","Purchased","Sykesville","21784","Carroll","
Sykesville, Maryland 21784
(39.39994694100005, -76.96244925799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-12T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-20T00:00:00.000","2014-08-20T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","2","kW","12000","Purchased","White Marsh","21162","Baltimore","
White Marsh, Maryland 21162
(39.39265602200004, -76.41561728099998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-04T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-03-26T00:00:00.000","2014-06-23T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","8.5","ton","76325","Purchased","Timonium","21093","Baltimore","
Timonium, Maryland 21093
(39.44221950000008, -76.63706917599995)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-08T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-06-07T00:00:00.000","2014-08-11T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","3","ton","30432","Purchased","Crownsville","21032","Anne Arundel","
Crownsville, Maryland 21032
(39.042179188000034, -76.59593935399994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-29T00:00:00.000","2014-10-01T00:00:00.000","700.00","2014-08-30T00:00:00.000","2014-08-30T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","60200","BTUs/hr","5156.29","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-02T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-14T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","17","kW","59950","Purchased","Nanjemoy","20662","Charles","
Nanjemoy, Maryland 20662
(38.442385939000076, -77.19568915299999)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","500.00","2014-08-01T00:00:00.000","2014-09-02T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","50","sqft","9200","Purchased","Boyds","20841","Montgomery","
Boyds, Maryland 20841
(39.18835820800007, -77.32613925299995)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-02T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-06-25T00:00:00.000","2014-07-15T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","3000.00","4","ton","18377","Purchased","Stevensville","21666","Queen Anne's","
Stevensville, Maryland 21666
(38.93701702000004, -76.33129810399998)"
"Residential Clean Energy Grant Program","Geothermal","2014-05-15T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-02-12T00:00:00.000","2014-04-18T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","3000.00","4","ton","27077","Purchased","Silver Spring","20906","Montgomery","
Silver Spring, Maryland 20906
(39.08408676600004, -77.06338808099997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-09T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","10.199999999999999","kW","33500","Purchased","Lanham","20706","Prince George's","
Lanham, Maryland 20706
(38.96493802600003, -76.84881867399997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-17T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-06-02T00:00:00.000","2014-07-18T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","15.66","kW","38400","Purchased","Boyds","20841","Montgomery","
Boyds, Maryland 20841
(39.18835820800007, -77.32613925299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-06T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-05-29T00:00:00.000","2014-08-01T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","13.5","kW","38417","Purchased","Severn","21144","Anne Arundel","
Severn, Maryland 21144
(39.12625939000003, -76.69088641399998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-04T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-12-13T00:00:00.000","2014-04-09T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","3000.00","3","ton","25000","Purchased","LaPlata","20646","Charles","
LaPlata, Maryland 20646
(38.52460647800007, -76.98236676299996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-15T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-04T00:00:00.000","2014-09-19T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","8.1","kW","25193","Purchased","Cockeysville","21030","Baltimore","
Cockeysville, Maryland 21030
(39.475936742000044, -76.63450996799997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-03T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","4","kW","33000","Purchased","Arnold","21012","Anne Arundel","
Arnold, Maryland 21012
(39.047206360000075, -76.49332770399997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-11T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-11T00:00:00.000","2014-07-13T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","6.21","kW","20000","Purchased","Waldorf","20601","Charles","
Waldorf, Maryland 20601
(38.62723985300005, -76.87430647599996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","700.00","2014-09-20T00:00:00.000","2014-09-20T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","55000","BTUs/hr","5145","Purchased","Edgewater","21037","Anne Arundel","
Edgewater, Maryland 21037
(38.91811624600007, -76.54171802999997)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-16T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2014-04-15T00:00:00.000","2014-07-30T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","6","ton","14916","Purchased","Churchville","21028","Harford","
Churchville, Maryland 21028
(39.56110754000008, -76.24701803199997)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-17T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-08-23T00:00:00.000","2014-06-04T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","3000.00","4","ton","36300","Purchased","Lusby","20657","Calvert","
Lusby, Maryland 20657
(38.36708699400003, -76.42942570799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-04-23T00:00:00.000","2014-10-01T00:00:00.000","3000.00","2013-10-16T00:00:00.000","2013-12-31T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","3000.00","5","ton","30890","Purchased","West Friendship","21794","Howard","
West Friendship, Maryland 21794
(39.28611648700007, -76.97204737499999)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-11T00:00:00.000","2014-10-01T00:00:00.000","500.00","2014-08-14T00:00:00.000","2014-08-19T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","80","sqft","9886.86","Purchased","Annapolis","21409","Anne Arundel","
Annapolis, Maryland 21409
(39.02727581900007, -76.45413575399994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-11T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-07-25T00:00:00.000","2014-08-22T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","5.88","kW","25108","Purchased","Abingdon","21009","Harford","
Abingdon, Maryland 21009
(39.47183940200006, -76.30175641199997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-19T00:00:00.000","2014-10-01T00:00:00.000","500.00","2014-07-26T00:00:00.000","2014-07-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","500.00","39519","BTUs/hr","5549.12","Purchased","La Plata","20646","Charles","
La Plata, Maryland 20646
(38.52460647800007, -76.98236676299996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-08T00:00:00.000","2014-10-01T00:00:00.000","1000.00","2014-08-06T00:00:00.000","2014-08-06T00:00:00.000","Award Complete","2014-11-13T00:00:00.000","1000.00","2","kW","12000","Purchased","Bowie","20720","Prince George's","
Bowie, Maryland 20720
(38.97490981300007, -76.78786693699999)"
