"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"4700","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2013-09-22T00:00:00.000","Florida",,"32686","POINT (-82.246519072 29.366873016)"
"4538","GG",,,"Temp Support Staff I","BNH","Black Alone Non-Hispanic","F","Female","2013-03-11T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-04092","GRU",,,"Production Technician - Kelly Plant","IWNH","American Indian, Alaskan Native and White Non-Hispanic","M","Male","2012-03-29T00:00:00.000","New Mexico",,"87499","POINT (-108.176286604 36.748146634)"
"4288","GG",,,"Sr. Assistant City Attorney","AWNH","Asian and White Non-Hispanic","F","Female","2012-08-28T00:00:00.000","California",,"91105","POINT (-118.159175716 34.136980819)"
"4187","GG",,,"Temporary Server","WNH","White Alone Non-Hispanic","F","Female","2012-06-09T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4682","GG",,,"Legal Assistant","BNH","Black Alone Non-Hispanic","F","Female","2013-08-06T00:00:00.000","Florida",,"32807","POINT (-81.302996782 28.548851866)"
"010-03601","GRU",,,"Customer Service Representative","OH","Other Hispanic or Latino","F","Female","2011-02-01T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-09-13T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4001","GG",,,"Customer Accounts Rep - B&C","WNH","White Alone Non-Hispanic","F","Female","2011-11-21T00:00:00.000","Florida",,"32668","POINT (-82.486458965 29.273190352)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2012-01-06T00:00:00.000","Georgia",,"31906","POINT (-84.951697771 32.466421795)"
"010-04048","GRU",,,"POWER PLANT OPERATOR II","WNH","White Alone Non-Hispanic","M","Male","2012-01-24T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-28T00:00:00.000","Florida",,"32058","POINT (-82.091046085 30.048943289)"
"010-04206","GRU",,,"ELECTRIC LINE WORKER","WNH","White Alone Non-Hispanic","M","Male","2012-10-18T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"4949","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2014-06-15T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-06-25T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4861","GG",,,"Labor Crew Leader II, Road Rebuilding/Asphalt Division","WNH","White Alone Non-Hispanic","M","Male","2013-12-28T00:00:00.000","Florida",,"34471","POINT (-82.12271683 29.169870467)"
"3497","GG",,,"IT Infrastructure Designer and Database Administrator","WNH","White Alone Non-Hispanic","M","Male","2011-01-05T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4679","GG",,,"Transit Fleet Supervisor","WNH","White Alone Non-Hispanic","M","Male","2013-07-17T00:00:00.000","Connecticut",,"06401","POINT (-73.074516611 41.343189821)"
"010-04475","GRU",,,"Information Technology Infrastructure Designer & Administrator, Sr.","BNH","Black Alone Non-Hispanic","M","Male","2013-03-04T00:00:00.000","Florida",,"33029","POINT (-80.40102578 25.999702314)"
"010-04965","GRU",,,"ENGINEER I/UTILITY DESIGNER","ANH","Asian Alone Non-Hispanic","M","Male","2014-04-21T00:00:00.000","Florida",,"33613","POINT (-82.436608717 28.077914099)"
"4103","GG",,,"Temporary Rec Counselor - Summer Camp","BNH","Black Alone Non-Hispanic","F","Female","2012-03-09T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-01T00:00:00.000","Florida",,"34471","POINT (-82.12271683 29.169870467)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-02T00:00:00.000","Florida",,"34753","POINT (-81.891188867 28.578580393)"
"010-03601","GRU",,,"Customer Service Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-01-30T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4560","GG",,,"Temporary Site Supervisor","BNH","Black Alone Non-Hispanic","M","Male","2013-04-07T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"4807","GG",,,"CRA Project Manager","WNH","White Alone Non-Hispanic","M","Male","2013-11-11T00:00:00.000","Florida",,"33827","POINT (-81.53058817 27.827081277)"
"5003","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","F","Female","2014-06-09T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","WNH","White Alone Non-Hispanic","M","Male","2012-09-20T00:00:00.000","Florida",,"32779","POINT (-81.419117054 28.70261292)"
"010-04485","GRU",,,"GAS MEASUREMENT TECH","BNH","Black Alone Non-Hispanic","M","Male","2013-02-28T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3540","GG",,,"Building Attendant","WNH","White Alone Non-Hispanic","F","Female","2010-12-06T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3468","GG",,,"ENVIRONMENTAL COORDINATOR","WNH","White Alone Non-Hispanic","F","Female","2010-10-09T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"4952","GG",,,"TEMPORARY RECREATION COUNSELOR I","WNH","White Alone Non-Hispanic","F","Female","2014-03-11T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3998","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2012-06-10T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-12-09T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-03601","GRU",,,"Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2011-01-31T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"04105-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-09-05T00:00:00.000","Florida",,"32628","POINT (-83.12596991 29.637093253)"
"3655","GG",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2011-03-08T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","F","Female","2012-12-12T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4198","GG",,,"TEL SERVE OPERATOR","OH","Other Hispanic or Latino","F","Female","2012-12-03T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3964","GG",,,"Temporary Technical- Recreation Aide I","PND","Prefer Not to Disclose","M","Male","2011-09-28T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4502","GG",,,"Park Maintenance Worker III","BWNH","Black and White Non-Hispanic","M","Male","2014-01-17T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"4502","GG",,,"Park Maintenance Worker III","WNH","White Alone Non-Hispanic","M","Male","2013-03-14T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-04751","GRU",,,"Power Plant Maintenance Planner","2NH","Balance of 2+ Races and Some Other Race, Non-Hispanic","M","Male","2013-10-02T00:00:00.000","Florida",,"34472","POINT (-82.02001828 29.122153616)"
"010-03536","GRU",,,"OPERATIONS ASSISTANT","WNH","White Alone Non-Hispanic","F","Female","2011-01-30T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4035","GG",,,"Executive Assistant, Senior","WNH","White Alone Non-Hispanic","F","Female","2011-12-20T00:00:00.000","Florida",,"32008","POINT (-82.895458678 29.923281385)"
"4609","GG",,,"COURT LIAISON SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2013-09-09T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"3645","GG",,,"Temporary CRA Senior Project Manager","BNH","Black Alone Non-Hispanic","F","Female","2011-02-28T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4949","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2014-03-25T00:00:00.000","Florida",,"34476","POINT (-82.204398588 29.084551939)"
"3744","GG",,,"Fire Driver Operator","WH","White Alone Hispanic","M","Male","2011-05-21T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3996","GG",,,"General Services Support Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-11-10T00:00:00.000","Florida",,"34479","POINT (-82.110516054 29.239121164)"
"3716","GG",,,"POLICE CORPORAL","WNH","White Alone Non-Hispanic","M","Male","2011-06-01T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04387","GRU",,,"WATER RECLAMATION LABORATORY TECHNICIAN","BNH","Black Alone Non-Hispanic","F","Female","2012-11-04T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3372","GG",,,"Fleet Mechanic II, RTS","WNH","White Alone Non-Hispanic","M","Male","2010-11-07T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3484","GG",,,"Mainteance Worker I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-10-27T00:00:00.000","Nevada",,"32608","POINT (-82.39913739 29.60683029)"
"010-05042","GRU",,,"Computer Systems Analyst","WNH","White Alone Non-Hispanic","F","Female","2014-06-29T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"3510","GG",,,"Payroll/Payables Supervisor","WNH","White Alone Non-Hispanic","F","Female","2010-10-11T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3839","GG",,,"Vehicle Service Attendant RTS","BNH","Black Alone Non-Hispanic","M","Male","2011-07-07T00:00:00.000","Florida",,"32693","POINT (-82.81416797 29.612830742)"
"010-04999","GRU",,,"OPERATIONS ASSISTANT","BNH","Black Alone Non-Hispanic","F","Female","2014-04-15T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03601","GRU",,,"Customer Service Representative","BNH","Black Alone Non-Hispanic","M","Male","2011-01-31T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4750","GG",,,"Accounting Clerk 1 Fleet Management","WNH","White Alone Non-Hispanic","F","Female","2013-09-23T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"3578","GG",,,"Account Clerk","WNH","White Alone Non-Hispanic","F","Female","2011-01-10T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-03571","GRU",,,"STAFF ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2010-12-28T00:00:00.000","Florida",,"32667","POINT (-82.298107322 29.495263584)"
"010-03536","GRU",,,"OPERATIONS ASSISTANT","BNH","Black Alone Non-Hispanic","F","Female","2011-01-24T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","WNH","White Alone Non-Hispanic","M","Male","2012-09-21T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-02-06T00:00:00.000","Rhode Island",,"02891","POINT (-71.810406781 41.359557457)"
"4653","GG",,,"Nature Assistant","WNH","White Alone Non-Hispanic","F","Female","2013-07-14T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"04535-A","GG",,,"Transit Operator Trainee","2NH","Balance of 2+ Races and Some Other Race, Non-Hispanic","M","Male","2013-11-20T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3998","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2012-05-29T00:00:00.000","South Carolina",,"32244","POINT (-81.75571594 30.218793899)"
"3557","GG",,,"RECREATION SUPERVISOR","BNH","Black Alone Non-Hispanic","M","Male","2011-07-18T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","F","Female","2013-05-07T00:00:00.000","Indiana",,"46250","POINT (-86.068186039 39.905349291)"
"4305","GG",,,"Fire Assistant Chief - Support Services","WNH","White Alone Non-Hispanic","M","Male","2012-11-04T00:00:00.000","Florida",,"33556","POINT (-82.591868799 28.144692489)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WNH","White Alone Non-Hispanic","F","Female","2013-03-24T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-04738","GRU",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","M","Male","2013-09-16T00:00:00.000","Florida",,"32604","POINT (-82.34366905 29.652791758)"
"3924","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2011-08-19T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-04427","GRU",,,"POWER PLANT LABORATORY TECHNICIAN","BNH","Black Alone Non-Hispanic","M","Male","2012-12-07T00:00:00.000","California",,"93031","POINT (-119.180799479 34.220222435)"
"3482","GG",,,"Labor Crew Leader I","WNH","White Alone Non-Hispanic","F","Female","2010-10-27T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4700","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","F","Female","2014-01-27T00:00:00.000","Wisconsin",,"53154","POINT (-87.907157477 42.886418459)"
"3659","GG",,,"Temporary Technical- Recreation Aide I","BNH","Black Alone Non-Hispanic","F","Female","2011-03-06T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2013-10-01T00:00:00.000","Florida",,"32025","POINT (-82.620806535 30.14021013)"
"010-03443","GRU",,,"Power Plant Laboratory Technician","IWNH","American Indian, Alaskan Native and White Non-Hispanic","M","Male","2010-10-21T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WH","White Alone Hispanic","F","Female","2013-03-23T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4975","GG",,,"Sports Recreation Leader","BNH","Black Alone Non-Hispanic","M","Male","2014-04-21T00:00:00.000","Florida",,"32822","POINT (-81.295636343 28.498884302)"
"010-04507","GRU",,,"Substation Electrician","WNH","White Alone Non-Hispanic","M","Male","2013-03-10T00:00:00.000","Pennsylvania",,"18080","POINT (-75.618725892 40.734658766)"
"3281","GG",,,"City Hall Volunteer","WNH","White Alone Non-Hispanic","F","Female","2011-09-29T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3466","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2010-10-02T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-09-08T00:00:00.000","Tennessee",,"38501","POINT (-85.517417487 36.182296568)"
"4388","GG",,,"Code Enforcement Officer","BNH","Black Alone Non-Hispanic","M","Male","2012-11-19T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4715","GG",,,"Latent Fingerprint Examiner","BNH","Black Alone Non-Hispanic","F","Female","2014-03-28T00:00:00.000","Florida",,"32703","POINT (-81.489327998 28.661344058)"
"010-04672","GRU",,,"W/WW Engineering Director","WNH","White Alone Non-Hispanic","M","Male","2013-08-27T00:00:00.000","Florida",,"32043","POINT (-81.719608945 29.994543821)"
"3523","GG",,,"Account Clerk I, General Services","WNH","White Alone Non-Hispanic","F","Female","2010-11-21T00:00:00.000","Florida",,"32694","POINT (-82.147809237 29.76905107)"
"4085","GG",,,"Parks Maintenance Worker I","PND","Prefer Not to Disclose","M","Male","2012-03-02T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-04075","GRU",,,"Analyst - Energy Delivery","WNH","White Alone Non-Hispanic","F","Female","2012-05-13T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4497","GG",,,"Park Maintenance Worker III","BNH","Black Alone Non-Hispanic","M","Male","2013-03-24T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3507","GG",,,"Carpenter","WNH","White Alone Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"34434","POINT (-82.454957675 28.992980948)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WNH","White Alone Non-Hispanic","M","Male","2013-09-23T00:00:00.000","Florida",,"32205","POINT (-81.72023897 30.305711389)"
"010-03756","GRU",,,"Service Operator, Trainee","WNH","White Alone Non-Hispanic","M","Male","2011-07-01T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4807","GG",,,"CRA Project Manager","WH","White Alone Hispanic","M","Male","2014-05-06T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04075","GRU",,,"Analyst - Energy Delivery","BNH","Black Alone Non-Hispanic","M","Male","2012-05-06T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3799","GG",,,"Maintenance Worker 1","WNH","White Alone Non-Hispanic","M","Male","2011-07-16T00:00:00.000","Florida",,"32044","POINT (-82.160748663 29.862333993)"
"3563","GG",,,"GIS SPECIALIST - PLANNING","WNH","White Alone Non-Hispanic","M","Male","2011-02-18T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"3540","GG",,,"Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2010-12-10T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"010-03990","GRU",,,"Coal Ash Equipment Operator II","WNH","White Alone Non-Hispanic","M","Male","2011-12-04T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-05-07T00:00:00.000","Florida",,"33763","POINT (-82.741306573 28.002263209)"
"010-03499","GRU",,,"COAL ASH EQUIPMENT OPERATOR II","WNH","White Alone Non-Hispanic","M","Male","2010-10-07T00:00:00.000","Florida",,"32606-7620","POINT (-82.39572075 29.696330681)"
"4080","GG",,,"Labor Crew Leader I - Drainage (Public Works)","OH","Other Hispanic or Latino","M","Male","2012-03-20T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4187","GG",,,"Temporary Server","BNH","Black Alone Non-Hispanic","M","Male","2012-06-07T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04600","GRU",,,"New Services Specialist","WNH","White Alone Non-Hispanic","M","Male","2013-05-01T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","BNH","Black Alone Non-Hispanic","M","Male","2012-09-23T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4557","GG",,,"Assistant Public Works Director","BNH","Black Alone Non-Hispanic","M","Male","2013-04-19T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4379","GG",,,"Custodial Worker","WNH","White Alone Non-Hispanic","M","Male","2012-10-17T00:00:00.000","Florida",,"32603","POINT (-82.345467882 29.65451238)"
"4667","GG",,,"Technical Systems Analyst l","WH","White Alone Hispanic","M","Male","2013-07-01T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4548","GG",,,"Parks Maintenance Worker I","WNH","White Alone Non-Hispanic","M","Male","2013-03-12T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"4497","GG",,,"Park Maintenance Worker III","BNH","Black Alone Non-Hispanic","M","Male","2013-03-19T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3799","GG",,,"Maintenance Worker 1","WNH","White Alone Non-Hispanic","M","Male","2012-11-13T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3764","GG",,,"Staff Assistant","WNH","White Alone Non-Hispanic","F","Female","2011-05-23T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"010-03646","GRU",,,"Customer Service Representative","PND","Prefer Not to Disclose","F","Female","2013-01-15T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-03843","GRU",,,"GRU-Marketing and Communications Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-07-31T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3730","GG",,,"Analyst, Senior","WNH","White Alone Non-Hispanic","M","Male","2011-05-04T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"3839","GG",,,"Vehicle Service Attendant RTS","BNH","Black Alone Non-Hispanic","F","Female","2011-07-25T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","M","Male","2013-05-21T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3764","GG",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","F","Female","2011-05-23T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4936","GG",,,"Temporary Parking Operations Attendant 2","BNH","Black Alone Non-Hispanic","M","Male","2014-03-18T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4700","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","F","Female","2013-09-23T00:00:00.000","New Jersey",,"07660","POINT (-74.022809717 40.855997389)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2011-10-13T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4801","GG",,,"Labor / Employee Relations Specialist","OH","Other Hispanic or Latino","M","Male","2013-11-24T00:00:00.000","Florida",,"33461","POINT (-80.091557109 26.623254053)"
"3551","GG",,,"Transit Operator Trainee (Temporary)","BNH","Black Alone Non-Hispanic","F","Female","2011-04-15T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-04367","GRU",,,"Wastewater Plant Trainee","WNH","White Alone Non-Hispanic","M","Male","2012-10-23T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"3996","GG",,,"General Services Support Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-11-11T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"04105-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-09-12T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3482","GG",,,"Labor Crew Leader I","WNH","White Alone Non-Hispanic","M","Male","2010-10-29T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4198","GG",,,"TEL SERVE OPERATOR","BNH","Black Alone Non-Hispanic","M","Male","2012-06-07T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4452","GG",,,"Nature Assistant","BNH","Black Alone Non-Hispanic","M","Male","2012-12-26T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4061","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","M","Male","2012-02-22T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-04427","GRU",,,"POWER PLANT LABORATORY TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2013-04-03T00:00:00.000","Florida",,"32619","POINT (-82.876279824 29.761582006)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice","BNH","Black Alone Non-Hispanic","M","Male","2014-05-10T00:00:00.000","Florida",,"33177","POINT (-80.404149839 25.596681329)"
"4193","GG",,,"Safety Specialist","WNH","White Alone Non-Hispanic","M","Male","2012-06-04T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04515","GRU",,,"Utilities Location Technician","PND","Prefer Not to Disclose","M","Male","2013-03-22T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3924","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2011-08-25T00:00:00.000","Florida",,"32025","POINT (-82.620806535 30.14021013)"
"010-04227","GRU",,,"Power Plant Mechanic Journey Level - Deerhaven","WNH","White Alone Non-Hispanic","M","Male","2012-06-25T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3517","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2010-12-09T00:00:00.000","Florida",,"32626","POINT (-82.88522619 29.46118136)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2012-12-17T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"03967A","GG",,,"Public Transit Maintenance and Safety Training Specialist","WNH","White Alone Non-Hispanic","M","Male","2012-10-01T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"4085","GG",,,"Parks Maintenance Worker I","WNH","White Alone Non-Hispanic","F","Female","2012-07-02T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4126","GG",,,"Photographic Laboratory Technician","BNH","Black Alone Non-Hispanic","F","Female","2012-04-05T00:00:00.000","Florida",,"32312","POINT (-84.257526657 30.552920477)"
"4679","GG",,,"Transit Fleet Supervisor","WNH","White Alone Non-Hispanic","M","Male","2013-07-16T00:00:00.000","Nevada",,"89113","POINT (-115.262217164 36.070138941)"
"010-03745","GRU",,,"Production Technician","WNH","White Alone Non-Hispanic","M","Male","2011-05-03T00:00:00.000","Florida",,"34430","POINT (-82.455557286 29.057812775)"
"4005","GG",,,"Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2013-05-20T00:00:00.000","Florida",,"32058","POINT (-82.091046085 30.048943289)"
"3473","GG",,,"TEMPORARY INTERNSHIP","WNH","White Alone Non-Hispanic","M","Male","2011-01-04T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-04649","GRU",,,"TSA II","BNH","Black Alone Non-Hispanic","F","Female","2013-07-18T00:00:00.000","Maryland",,"21113","POINT (-76.708787837 39.077799543)"
"4715","GG",,,"Latent Fingerprint Examiner","BNH","Black Alone Non-Hispanic","F","Female","2013-09-13T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03646","GRU",,,"Customer Service Representative","BNH","Black Alone Non-Hispanic","F","Female","2012-07-26T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","M","Male","2013-05-06T00:00:00.000","Florida",,"32622","POINT (-82.329656407 29.902872895)"
"3970","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-11-10T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3548","GG",,,"Police Officer","BNH","Black Alone Non-Hispanic","M","Male","2011-01-04T00:00:00.000","Florida",,"33461","POINT (-80.091557109 26.623254053)"
"4501","GG",,,"Temporary Park Maintenance Worker II","BNH","Black Alone Non-Hispanic","M","Male","2013-07-13T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
