"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Acute MI","X45.64","14400"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Coronary Artery Disease","X45.64","240277"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Heart Failure","X45.64","82989"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Valvular Disease","X45.64","40658"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Atrial Fibrillation/Flutter","X45.64","57179"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Arrhythmia/Conduction Disorder - Other","X45.64","97500"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cardiac Conditions - Other","X45.64","30774"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Accident/TIA","X45.64","65757"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Disease - Other","X45.64","35089"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pecondition Aortic Aneurysm","X45.64","14521"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pulmonary Embolism or Deep Vein Thrombosis","X45.64","32267"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Vascular Disease - Other","X45.64","107347"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Circulatory System Conditions - Other","X45.64","85861"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Chronic Obstructive Pulmonary Disease","X45.64","191919"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Asthma","X45.64","80711"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Sarcoidosis","X45.64","6728"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Pneumonia","X45.64","34924"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory System Infections - Other","X45.64","174371"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Allergic and other chronic sinusitis/rhinitis","X45.64","187281"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Dyspnea, cough and other respiratory symptoms","X45.64","156143"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory Conditions - Other","X45.64","113759"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Esophageal disorders","X45.64","403125"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Nausea and vomiting","X45.64","31215"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastroduodenal ulcer","X45.64","19186"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastric/Duodenal Disorders - Other","X45.64","52263"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal hemorrhage","X45.64","49003"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Polyp, colorectal","X45.64","161686"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diverticulosis and diverticulitis","X45.64","64988"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Inflammatory Bowel Disease","X45.64","13130"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diarrhea/constipation and functional bowel disorders","X45.64","97435"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hernia","X45.64","67391"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hemorrhoids","X45.64","72468"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hepatitis C","X45.64","115934"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Liver disease - Other","X45.64","110079"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Biliary tract disease","X45.64","19425"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Pancreatic disorders","X45.64","15971"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal System Disorders - Other","X45.64","122931"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Renal failure or Nephropathy","X45.64","110392"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Calculus of urinary tract","X45.64","40777"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Hematuria","X45.64","42680"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Kidney/Ureter Diseases - Other","X45.64","28686"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis)","X45.64","45945"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Incontinence","X45.64","38794"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Symptoms - Other","X45.64","43720"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Conditions - Other","X45.64","52727"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Male genital disorders","X45.64","194117"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","STIs","X45.64","16425"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Vaginitis/ cervicitis/ and other pelvic inflammatory conditions","X45.64","6184"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Cervical Dysplasia/ASCUS","X45.64","2132"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Endometriosis","X45.64","748"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menstrual disorders","X45.64","6186"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Fibroids","X45.64","4113"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ovarian cyst at least once, FY13","X45.64","1447"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Polycystic ovaries","X45.64","235"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Benign Gynecologic Neoplasms - Other","X45.64","1614"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Prolapse of female genital organs","X45.64","1676"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Female Reproductive Organ Disorders - Other","X45.64","16170"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Sexual Dysfunction","X45.64","212998"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Contraceptive Care Management","X45.64","3864"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Infertility","X45.64","308"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menopausal disorders","X45.64","21898"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Miscarriage","X45.64","19"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ectopic pregnancy","X45.64",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy or Delivery - Normal","X45.64","50"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy with Obstetrical Complications or Prolonged","X45.64","575"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by DM","X45.64","33"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by HTN","X45.64","106"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy Complicated by Other Medical Conditions","X45.64","31"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","PerBreast Conditions/Benign or Unknown","X45.64","15784"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","Breast conditions abnormal radiologic findings","X45.64","2602"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","PerCancer - Cervical","X45.64","639"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Uterine","X45.64","424"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Ovarian","X45.64","396"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Female Reproductive - Other","X45.64","196"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Cervical","X45.64","191"
