"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"11X305","T005737","CONSTR: Field House Mechanical Rehabilitation","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-10-18T00:00:00.000","2012-10-31T00:00:00.000","4174169.00","149982.00","4174169.00","0.00","5","N","0","J. Hogan Refrigeration & Mechanical, Inc.","P.O. Box 67",,"Peru","NY","12972","USA",
"02X832","T005853","DESIGN: Program Study - Drake Library","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-10-31T00:00:00.000","2015-12-14T00:00:00.000","145066.24","91559.21","145066.24","0.00","0","N","0","Stieglitz Snyder Architecture","425 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.873029 42.897113)"
"29X393","T005332","DESIGN: Critical Maintenance Repairs Exterior Maintenance Visual Arts #58","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-02-21T00:00:00.000","2015-02-01T00:00:00.000","1528296.45","193666.14","1528296.45","0.00","5","N","0","Robert Siegel Architects","432 Jay Street",,"Katonah","NY","10536","USA","POINT (-73.656553 41.247592)"
"40X030","T006131","DESIGN: 808BU Construct Regional Centers Statewide","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2016-12-06T00:00:00.000","2022-06-23T00:00:00.000","587651.90","0.00","587651.90","0.00","5","N","1","Gilbane Building Company","7 Southwoods Boulevard","3rd Floor","Albany","NY","12211","USA","POINT (-73.770732 42.683397)"
"12X371","T006332","CONSTR: Construct New Child Care Center","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-05-26T00:00:00.000","2020-12-31T00:00:00.000","4627041.00","0.00","4627041.00","0.00","5","N","1","Bette & Cring, LLC","18438 U.S. Route 11",,"Watertown","NY","13601","USA","POINT (-75.934329 43.933537)"
"34X061","D005260","CONSTR: Replace Steams Line, Geneva Campus","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-03-14T00:00:00.000","2009-03-31T00:00:00.000","494671.00","0.00","494671.00","0.00","10","N","1","T. Bell Construction Corp","45 Regency Oaks Blvd.",,"Rochester","NY","14624","USA","POINT (-77.756575 43.137191)"
"30XA60","T005389","DESIGN: EOC (Educational Opportunity Center) Buffalo","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-05-21T00:00:00.000","2016-07-31T00:00:00.000","2006879.52","290882.07","2006879.52","0.00","6","N","0","Holt Architects, P.C.","217 North Aurora Street",,"Ithaca","NY","14850","USA","POINT (-76.495722 42.44107)"
"15X448","T005074","DESIGN: Rehab Labs and Vivarium Space Bldg 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2005-10-31T00:00:00.000","2010-10-28T00:00:00.000","701462.22","0.00","701462.22","0.00","5","N","0","Quinlivan,Pierik & Krause A/E DBA Qpk Design","450 South Salina Street","P.O. Box 29","Syracuse","NY","13201","USA","POINT (-76.152252 43.045606)"
"141076","T006553","DESIGN: Facilities Master Plan","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-02-17T00:00:00.000","2022-08-19T00:00:00.000","1107692.00","0.00","709365.89","398326.11","15","N","1","Francis Cauffman, Inc.","40 Worth Street","Suite 300","New York","NY","10013","USA","POINT (-74.00671 40.717277)"
"291002","T006289","CONSTR: Rehab Diesel Generator","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-10-13T00:00:00.000","2020-06-30T00:00:00.000","3105335.00","0.00","3105335.00","0.00","3","N","0","Northeast Generator Co.","625 John Street",,"Bridgeport","CT","6604","USA","POINT (-73.197717 41.174822)"
"01XA37","T004928","DESIGN: Rehab of Light Wells, Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-01-25T00:00:00.000","2011-09-30T00:00:00.000","257815.93","0.00","257815.88","0.05","0","Y","0","Envision Architects, D.P.C.","52 James Street",,"Albany","NY","12207","USA","POINT (-73.750239 42.651717)"
"411006","T006473","CONSTR: Renovate 10th floor for Pediatric Clinic","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-01-29T00:00:00.000","2021-04-30T00:00:00.000","2597922.00","0.00","2571715.00","26207.00","4","N","0","All-Con Contracting Corp.","66 Brooklyn Avenue",,"Westbury","NY","11590","USA","POINT (-73.559492 40.756646)"
"21X231","T006018","CONSTR: Replace Roof - Marvin Tode Building","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-03-29T00:00:00.000","2017-03-12T00:00:00.000","1198991.00","0.00","1093173.00","105818.00","15","N","0","Dimitri Enterprises, Inc.","2nd Floor","135 58th Street","Brooklyn","NY","11220","USA",
"251020","T006444","CONSTR: Replace Roofs- Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-06-15T00:00:00.000","2019-08-21T00:00:00.000","662663.00","0.00","662663.00","0.00","4","N","2","Mid-State Industries Ltd.","1105 Catalyn Street",,"Schenectady","NY","12303","USA","POINT (-73.940769 42.790084)"
"09X419","T006304","CONSTR: Milne Library Partial Interior Renovation","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-02-01T00:00:00.000","2019-12-30T00:00:00.000","6058510.00","0.00","6058510.00","0.00","6","N","0","Andrew R. Mancini Associates Inc.","129 Odell Avenue",,"Endicott","NY","13760","USA","POINT (-76.049175 42.110866)"
"22X224","T005822","CONSTR: Student Leadership Center Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-05-04T00:00:00.000","2013-04-22T00:00:00.000","6958835.00","1782600.00","6958835.00","0.00","6","N","0","Christa Construction, LLC","119 Victor Heights Pkwy",,"Victor","NY","14564","USA","POINT (-77.444637 42.996293)"
"09X327","T005511","CONSTR: Replace  Hunt  Union  Cooling Tower","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-03-26T00:00:00.000","2011-06-15T00:00:00.000","199761.00","0.00","199761.00","0.00","6","N","0","All State Construction, Inc.","449 Cooke Street","P. O. Box 805","Farmington","CT","6032","USA","POINT (-72.844383 41.693111)"
"321027","T006271","DESIGN: Claims Analysis & Litigation Services","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2016-09-01T00:00:00.000","2021-09-02T00:00:00.000","436974.39","0.00","436974.39","0.00","0","N","0","Navigant Consulting Services Inc.","140 Sherman St.","4th Floor","Fairfield","CT","6824","USA","POINT (-73.259506 41.139975)"
"111017","T006438","DESIGN: Renovate Memorial Hall","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-10-21T00:00:00.000","2027-10-20T00:00:00.000","83353.60","0.00","53049.35","30304.25","19","N","4","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"06X319","T005624","DESIGN: Commissioning","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-27T00:00:00.000","2018-10-31T00:00:00.000","87754.59","7696.81","87754.59","0.00","0","N","0","Bergmann Associates, Inc.","28 East Main Street","200 First Federal Plaza","Rochester","NY","14614","USA","POINT (-77.611177 43.156034)"
"011059","T006697","DESIGN: Clean Energy Master Plan","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-01-19T00:00:00.000","2023-09-23T00:00:00.000","786624.00","0.00","0.00","786624.00","0","N","0","Ramboll Americas Engineering Solutions, Inc.","333 West Washington St",,"Syracuse","NY","13202","USA","POINT (-76.155894 43.049616)"
"12X335","T005364","DESIGN: Rehabilitate Elevators, Raymond & Crane Halls, Bldg Nos. 001 & 09B","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-03-16T00:00:00.000","2014-07-16T00:00:00.000","107981.27","0.00","107981.27","0.00","0","N","0","Syska Hennessy Group, Inc","14th Floor","1515 Broadway","New York","NY","10038","USA",
"11X259","D005396","CONSTR: Demolish Maintenance Storage Building","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-11T00:00:00.000","2010-10-15T00:00:00.000","1103206.00","0.00","1103206.00","0.00","5","N","0","Ritter & Paratore Contracting, Inc.","2435 State Route 5",,"Utica","NY","13502","USA","POINT (-75.140543 43.09411)"
"13XB68","T005527","CONSTR: Rehab Mechanical Systems-Life Sciences Building","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-05-19T00:00:00.000","2011-05-07T00:00:00.000","1500108.00","88512.00","1500108.00","0.00","9","N","0","Roland Electric, Inc.","307 Suburban Avenue",,"Deer Park","NY","11729","USA","POINT (-73.301979 40.752932)"
"41X066","T005832","DESIGN: Renov 2nd Flr Lectur Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2014-04-15T00:00:00.000","2019-01-16T00:00:00.000","118496.87","0.00","118496.87","0.00","0","Y","0","Goshow Architects, L.L.P.","5th Floor","44 West 28th Street","New York","NY","10001","USA",
"041002","T006417","CONSTR: Renovate Park Center Facade","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-03-23T00:00:00.000","2021-05-19T00:00:00.000","11532723.00","0.00","11532723.00","0.00","3","N","0","Welliver McGuire, Inc.","250 North Genesee Street",,"Montour Falls","NY","14865","USA","POINT (-76.853093 42.348955)"
"25X291","T005612","DESIGN: Commissioning - Renovate Sanford Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-10-21T00:00:00.000","2017-04-13T00:00:00.000","65820.85","15473.78","65620.85","200.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"31X240","T005833","DESIGN: Cogeneration Improvements","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2012-08-01T00:00:00.000","2016-04-17T00:00:00.000","63571.26","9109.00","63571.26","0.00","0","N","0","Schuyler Engineering, P.C.","Suite 6","163 North Wellwood Avenue","Lindenhurst","NY","11757","USA",
"30XA95","T006295","CONSTR: Replace Fire Alarm Systems Knox Hall North Campus","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-12-16T00:00:00.000","2018-08-25T00:00:00.000","264775.00","0.00","264775.00","0.00","5","Y","2","Weydman Electric, Inc.","747 Young Street",,"Tonawanda","NY","14150","USA","POINT (-78.857882 43.003747)"
"26X273","T005200","DESIGN: Commissioning Hale Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-04-01T00:00:00.000","2013-12-31T00:00:00.000","94158.65","34984.28","94158.65","0.00","0","N","0","Genesys Engineering P.C.","Suite #111","629 Fifth Avenue","Pelham","NY","10803","USA",
"261058","T006727","DESIGN: Clean Energy Master Plan","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-02-24T00:00:00.000","2023-10-07T00:00:00.000","492220.00","0.00","0.00","492220.00","0","N","0","Wendel Energy Services, LLC","375 Essjay Rd","Ste 200","Williamsville","NY","14221","USA","POINT (-78.735812 42.971216)"
"30XA81","T005525","DESIGN: ADA Improvements - Phase II","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2009-06-08T00:00:00.000","2017-09-01T00:00:00.000","810110.34","105985.28","810110.34","0.00","22","N","1","Sandberg Kessler Architecture&Engineering","500 East Sixth Street",,"Jamestown","NY","14701","USA","POINT (-79.235306 42.100079)"
"211031","T006360","DESIGN: Repair Stone Facade and Masonry at Fort Schuyler","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2019-05-09T00:00:00.000","2020-09-26T00:00:00.000","8113.38","0.00","8113.38","0.00","0","N","0","Mosaic Associates Architects","The Frear Building","2 Third Street, Suite 440","Troy","NY","12180","USA",
"25X286","T004927","DESIGN: Replace Roofs, Buildings 05, 24, 26, 33","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-04-01T00:00:00.000","2010-08-31T00:00:00.000","57000.00","0.00","114447.55","-57447.55","0","N","0","Mosaic Associates Architects","The Frear Building","2 Third Street, Suite 440","Troy","NY","12180","USA",
"21X198","T005531","CONSTR: Rehab Elevators","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-06-09T00:00:00.000","2011-04-18T00:00:00.000","425200.00","0.00","425200.00","0.00","3","N","0","Centennial Elevator Industries, Inc.","23-82 Brooklyn Queens","Expressway (Bqe) West","Long Island City","NY","11103","USA",
"04X159","T005090","CONSTR: Abate Asbestos-Sperry Learning Resource Center, Building 26","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-10-31T00:00:00.000","2010-10-31T00:00:00.000","10643357.00","0.00","10643357.00","0.00","7","N","0","Sarkisian Brothers,Inc.","11 Charlotte Street","P.O. Box 1925","Binghamton","NY","13902","USA","POINT (-75.93065 42.104909)"
"35X120","T005795","DESIGN: Infill Projects - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-03-18T00:00:00.000","2017-07-31T00:00:00.000","1432634.24","363089.60","1432634.24","0.00","34","N","4","NBBJ Architecture PLLC","One Beacon Street","Suite 5200","Boston","MA","2108","USA",
"27X153","D005081","CONSTR: Upgrade Fire Alarm System","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-10-13T00:00:00.000","2010-12-31T00:00:00.000","1508588.00","0.00","1508588.00","0.00","6","N","0","Bagnall Electric Inc.","45 Classic Street","P. O. Box 577","Sherburne","NY","13460","USA","POINT (-75.498695 42.686594)"
"231040","T006368","DESIGN: Replace Mechanical Systems Study - French Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2020-01-17T00:00:00.000","2026-09-28T00:00:00.000","52126.00","0.00","52126.00","0.00","0","Y","0","Pathfinder Engineers & Architects LLP","134 South Fitzhugh Street",,"Rochester","NY","14608","USA","POINT (-77.612234 43.150506)"
"04X343","T005623","DESIGN: Campus Wide Satellite Boilers","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2010-02-04T00:00:00.000","2016-12-08T00:00:00.000","1138480.51","307391.13","1138480.51","0.00","24","N","3","Schuyler Engineering, P.C.","Suite 6","163 North Wellwood Avenue","Lindenhurst","NY","11757","USA",
"391010","T006431","CONSTR: Reconstruct Various Roadways and Parking","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-05-18T00:00:00.000","2019-09-27T00:00:00.000","824400.00","0.00","762156.00","62244.00","5","N","0","Central Paving Inc.","4247 Acme Road",,"Frankfort","NY","13340","USA","POINT (-75.059669 43.02887)"
"081047","T006628","DESIGN: Replace Roofs - Smiley Arts, College Theater, Dorsky Museum  and Faculty Office Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-08-09T00:00:00.000","2024-06-17T00:00:00.000","438000.00","0.00","15417.60","422582.40","0","Y","0","The McKissack Group, Inc DBA McKissack & McKissack","20th Floor. 1001 Avenue","of the Americas","New York","NY","10018","USA",
"21X127","T005092","CONSTR: Install Second Electrical Distribution Feeder","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-11-08T00:00:00.000","2010-12-31T00:00:00.000","5845296.00","0.00","5845296.00","0.00","4","N","0","The Chappy Corporation","90 Spencer Ave",,"Chelsea","MA","2150","USA","POINT (-71.024964 42.39707)"
"35X096","D005456","CONSTR: Replace Windows Buildings 7 & 8","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-01-13T00:00:00.000","2010-12-11T00:00:00.000","1224773.00","0.00","1224773.00","0.00","4","N","0","Window Specialist, Inc.","188 Erie Street",,"Lancaster","NY","14086","USA","POINT (-78.660204 42.905747)"
