"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0001430","Silver Bay Association","Hague (T)","Warren","5","Institutional","Surface Water","2013","0.06",,"43.69589576","-73.50602486","POINT (-73.50602486 43.69589576)"
"WWR0000467","ECWA - Sturgeon Point","Evans (T)","Erie","9","Public Water Supply","Surface Water","2018","50.87","65.66","42.69107262","-79.03709704","POINT (-79.03709704 42.69107262)"
"WWR0000708","Hardinge Inc","Horseheads (T)","Chemung","8","Industrial","Groundwater","2016","0.95","1.08","42.14459517","-76.82411768","POINT (-76.82411768 42.14459517)"
"WWR0001910","Stahahe (Palisades Interstate Park Commission)","Tuxedo (T)","Orange","3","Public Water Supply","Surface Water","2017","0.01","0.06","41.23275943","-74.15667866","POINT (-74.15667866 41.23275943)"
"WWR0000123","Bethlehem Energy Center","Bethlehem (T)","Albany","4","Power - Fossil Fuel","Surface Water","2021","3.74","5.83","42.59421606","-73.76412852","POINT (-73.76412852 42.59421606)"
"WWR0000373","Cranesville - Hudson Valley Sand & Stone","Moreau (T)","Saratoga","5","Mine Dewatering","Surface Water","2015","0.42","0.46","43.22367686","-73.70046054","POINT (-73.70046054 43.22367686)"
"WWR0001706","Williamson, Tn","Williamson (T)","Wayne","8","Public Water Supply","Surface Water","2013","1.56","3.4","43.23104029","-77.18648333","POINT (-77.18648333 43.23104029)"
"WWR0000884","Lake George, Vg","Lake George (T)","Warren","5","Public Water Supply","Surface Water","2021","0.81","1.4","43.43141398","-73.71682995","POINT (-73.71682995 43.43141398)"
"WWR0000980","Mendon Country Club","Mendon (T)","Monroe","8","Recreational - Golf Course","Surface Water","2011","0.02","0.08","42.98256727","-77.50379042","POINT (-77.50379042 42.98256727)"
"WWR0001107","Nyack, Vg","Clarkstown (T)","Rockland","3","Public Water Supply","Surface Water","2012","1.7","2.5","41.09449677","-73.96032564","POINT (-73.96032564 41.09449677)"
"WWR0001100","Niagara Frontier Country Club","Porter (T)","Niagara","9","Recreational - Golf Course","Surface Water","2020","0.06","0.12","43.26814316","-78.998508","POINT (-78.998508 43.26814316)"
"WWR0001271","Vanderbilt Minerals - Gouverneur","Fowler (T)","St. Lawrence","6","Industrial","Groundwater; Surface Water","2019","0.07","0.1","44.26734834","-75.38923575","POINT (-75.38923575 44.26734834)"
"WWR0001377","WF Saunders - South Onondaga Pit","Onondaga (T)","Onondaga","7","Industrial","Groundwater","2015","0.12","0.43","42.9362378","-76.21816982","POINT (-76.21816982 42.9362378)"
"WWR0001301","Ridgecrest Dairy","Venice (T)","Cayuga","7","Agricultural","Groundwater","2016","0.08","0.12","42.68455954","-76.54712672","POINT (-76.54712672 42.68455954)"
"WWR0000370","Crag Burn Golf Club","Elma (T)","Erie","9","Recreational - Golf Course","Surface Water","2015","0.08","0.34","42.79122447","-78.67355373","POINT (-78.67355373 42.79122447)"
"WWR0000635","Greenbriar-Somerdel Water Works","Somers (T)","Westchester","3","Public Water Supply","Groundwater","2018","0.04","0.11","41.34458111","-73.6914175","POINT (-73.6914175 41.34458111)"
"WWR0001605","Van Slyke's Dairy Farm","Pike (T)","Wyoming","9","Agricultural","Groundwater; Surface Water","2016","0.07","0.11","42.56288015","-78.1056255","POINT (-78.1056255 42.56288015)"
"WWR0000267","Barneveld, Vg","Trenton (T)","Oneida","6","Public Water Supply","Surface Water","2014","0.03","0.06","43.27418494","-75.1852999","POINT (-75.1852999 43.27418494)"
"WWR0001199","Penfield Country Club","Penfield (T)","Monroe","8","Recreational - Golf Course","Groundwater; Surface Water; Purchase","2012","0.05","0.32","43.15306493","-77.44682862","POINT (-77.44682862 43.15306493)"
"WWR0000558","Frontenac Crystal Springs","Clayton (T)","Jefferson","6","Bottled/Bulk Water","Surface Water","2009","0.01","0.01","44.20446179","-76.14251533","POINT (-76.14251533 44.20446179)"
"WWR0000560","Fulton, City","Volney (T)","Oswego","7","Public Water Supply","Groundwater; Purchase","2011","1.29","2.97","43.32083677","-76.41549403","POINT (-76.41549403 43.32083677)"
"WWR0000248","Cavalry Golf Club","Manlius (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2012","0.08",,"43.00297918","-76.00123258","POINT (-76.00123258 43.00297918)"
"WWR0000623","Graymont Materials - Mooers Quarry","Mooers (T)","Clinton","5","Mine Dewatering","Surface Water","2016","0","0","44.91992277","-73.58264424","POINT (-73.58264424 44.91992277)"
"WWR0001473","St. Lawrence University (Athletic Fields)","Canton (T)","St. Lawrence","6","Recreational - Other","Surface Water","2021","0.03","0.12","44.59273925","-75.16019785","POINT (-75.16019785 44.59273925)"
"WWR0000048","American Sugar Refining Inc.","Yonkers (C)","Westchester","3","Industrial","Surface Water; Purchase","2021","6.7","13.5","40.9295393","-73.90457379","POINT (-73.90457379 40.9295393)"
"WWR0000795","Interface Solutions, Inc - Lewis Plant","Croghan (T)","Lewis","6","Industrial","Surface Water","2013","0.66","1.3","43.88685653","-75.43654627","POINT (-75.43654627 43.88685653)"
"WWR0000177","Broughton Farm","Gainesville (T)","Wyoming","9","Agricultural","Groundwater","2016","0.38","0.4","42.65562555","-78.1106678","POINT (-78.1106678 42.65562555)"
"WWR0000239","Catamount Ski Area","Copake (T)","Columbia","4","Recreational - Snow Making","Surface Water","2020","0.21","4.3","42.17007291","-73.47843388","POINT (-73.47843388 42.17007291)"
"WWR0000645","Greenwood Lake, West Side #1","Warwick (T)","Orange","3","Public Water Supply","Groundwater","2012","0.07","0.22","41.20003609","-74.31740135","POINT (-74.31740135 41.20003609)"
"WWR0000232","Carthage-West Carthage, Vgs","Croghan (T)","Lewis","6","Public Water Supply","Surface Water","2019","0.62","1","43.97982218","-75.60559054","POINT (-75.60559054 43.97982218)"
"WWR0000238","Castleton, Vg","Schodack (T)","Rensselaer","4","Public Water Supply","Groundwater","2011","0.15","0.24","42.52745334","-73.75708101","POINT (-73.75708101 42.52745334)"
"WWR0001552","Toggenburgh Mountain","Fabius (T)","Onondaga","7","Recreational - Snow Making","Surface Water","2013","1.94","5.44","42.82578808","-75.95990416","POINT (-75.95990416 42.82578808)"
"WWR0000385","Crystal Water Supply Co","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2009","0.06","0.06","41.70053243","-74.69012795","POINT (-74.69012795 41.70053243)"
"WWR0001119","Old Oaks Country Club","Harrison (T)","Westchester","3","Recreational - Golf Course","Surface Water; Purchase","2017","0.05","0.37","41.0412081","-73.71495868","POINT (-73.71495868 41.0412081)"
"WWR0000801","Omega Wire - Camden","Camden (T)","Oneida","6","Industrial","Surface Water","2009","0.56","0.65","43.33558256","-75.75015468","POINT (-75.75015468 43.33558256)"
"WWR0001454","Southern Cayuga Lake Intermunicipal Water Commission","Lansing (T)","Tompkins","7","Public Water Supply","Surface Water","2016","3.03","5.5","42.49802497","-76.50966088","POINT (-76.50966088 42.49802497)"
"WWR0001246","Port Leyden, Vg","Lyonsdale (T)","Lewis","6","Public Water Supply","Groundwater","2011","0.15","0.26","43.5841722","-75.34711364","POINT (-75.34711364 43.5841722)"
"WWR0001763","Syracuse Sand & Gravel - Constantia","Constantia (T)","Oswego","7","Industrial","Surface Water","2016","0.6","0.72","43.28760891","-75.91325747","POINT (-75.91325747 43.28760891)"
"WWR0000917","Little Valley, Vg","Little Valley (T)","Cattaraugus","9","Public Water Supply","Groundwater","2020","0.25","0.4","42.24933651","-78.79873278","POINT (-78.79873278 42.24933651)"
"WWR0000891","Lakeside Country Club","Milo (T)","Yates","8","Recreational - Golf Course","Surface Water","2013","0.07","0.32","42.63842559","-77.07051044","POINT (-77.07051044 42.63842559)"
"WWR0001866","Bishop Farms","Sidney (T)","Delaware","4","Agricultural","Surface Water","2015","0","0","42.31481379","-75.35011268","POINT (-75.35011268 42.31481379)"
"WWR0000102","NYSDEC Bath Fish Hatchery","Urbana (T)","Steuben","8","Other","Surface Water","2009","2.01","2.15","42.37476955","-77.28368493","POINT (-77.28368493 42.37476955)"
"WWR0001289","Remsen, Vg","Remsen (T)","Oneida","6","Public Water Supply","Groundwater","2020","0.05","0.1","43.32543826","-75.1858873","POINT (-75.1858873 43.32543826)"
"WWR0000090","Ballston Spa Country Club","Milton (T)","Saratoga","5","Recreational - Golf Course","Surface Water","2014","0.08","0.35","43.00077285","-73.87102872","POINT (-73.87102872 43.00077285)"
"WWR0000189","Butterville Farms","Henderson (T)","Jefferson","6","Agricultural","Groundwater","2015","0.05","0.05","43.83108531","-76.1156539","POINT (-76.1156539 43.83108531)"
"WWR0000045","Amawalk - Shenorock Water District","Somers (T)","Westchester","3","Public Water Supply","Groundwater; Purchase","2009","0.04","0.08","41.34245713","-73.7375353","POINT (-73.7375353 41.34245713)"
"WWR0001264","Pulaski, Vg","Richland (T)","Oswego","7","Public Water Supply","Groundwater","2011","0.8",,"43.57043947","-76.12583969","POINT (-76.12583969 43.57043947)"
"WWR0000830","Highland Water District","Lloyd (T)","Ulster","3","Public Water Supply","Groundwater; Surface Water","2020","0.86","1.73","41.71824386","-73.97757464","POINT (-73.97757464 41.71824386)"
"WWR0000244","Catskill, Vg","Coxsackie (T)","Greene","4","Public Water Supply","Surface Water","2020","1.11","1.63","42.22054091","-73.86561154","POINT (-73.86561154 42.22054091)"
"WWR0000506","Fallsburg-WHO-LS-SF","Fallsburg (T)","Sullivan","3","Public Water Supply","Groundwater","2010","1.46","3.99","41.71720872","-74.61413132","POINT (-74.61413132 41.71720872)"
"WWR0000606","Gonyo Brothers LLC","Mooers (T)","Clinton","5","Agricultural","Groundwater","2015","0.02","0.03","44.93790312","-73.52951525","POINT (-73.52951525 44.93790312)"
"WWR0001329","Rose Hill Farm","Red Hook (T)","Dutchess","3","Agricultural","Surface Water","2012",,,"42.00840094","-73.8505863","POINT (-73.8505863 42.00840094)"
"WWR0000611","Gorham, Tn","Gorham (T)","Ontario","8","Public Water Supply","Surface Water","2010","0.39","0.72","42.79838211","-77.13233166","POINT (-77.13233166 42.79838211)"
"WWR0000388","CY Farms LLC","Elba (T)","Genesee","8","Agricultural","Groundwater; Surface Water","2020","0.05","1","43.10148459","-78.11585392","POINT (-78.11585392 43.10148459)"
"WWR0001024","Monroe County Water Authority - Brockport","Hamlin (T)","Monroe","8","Public Water Supply","Surface Water","2010","0","0","43.35678704","-77.92205473","POINT (-77.92205473 43.35678704)"
"WWR0001101","Robert Moses Niagara Power Project","Lewiston (T)","Niagara","9","Power - Other","Surface Water","2017","53000","66000","43.14432514","-79.03904465","POINT (-79.03904465 43.14432514)"
"WWR0000602","Gloversville Board of Water Commissioners","Johnstown (T)","Fulton","5","Public Water Supply","Surface Water","2009","2.17","3","43.05095422","-74.34877034","POINT (-74.34877034 43.05095422)"
"WWR0000678","Hanson Aggregates - Butler Quarry","Butler (T)","Wayne","8","Mine Dewatering","Groundwater; Surface Water","2013","0.32","0.71","43.20113283","-76.74807104","POINT (-76.74807104 43.20113283)"
"WWR0000022","Akron, Vg","Bennington (T)","Wyoming","9","Public Water Supply","Surface Water","2019","0.43","0.58","42.87422792","-78.35246283","POINT (-78.35246283 42.87422792)"
"WWR0001645","Watertown, City","Watertown (C)","Jefferson","6","Public Water Supply","Surface Water","2014","5.39","7.35","43.97296523","-75.91039267","POINT (-75.91039267 43.97296523)"
"WWR0000243","NYSDEC - Catskill State Fish Hatchery","Rockland (T)","Sullivan","3","Other","Groundwater; Surface Water","2017","3.67","4.56","41.93684987","-74.70821473","POINT (-74.70821473 41.93684987)"
"WWR0001367","Saratoga Springs, City","Saratoga Springs (C)","Saratoga","5","Public Water Supply","Groundwater; Surface Water","2009","3.61","7","43.0833746","-73.78400845","POINT (-73.78400845 43.0833746)"
"WWR0000640","Greenport Water District #1","Greenport (T)","Columbia","4","Public Water Supply","Groundwater","2009","0.47","1","42.25643114","-73.75874438","POINT (-73.75874438 42.25643114)"
"WWR0000593","Giroux Poultry Farm","Chazy (T)","Clinton","5","Agricultural","Groundwater; Surface Water","2017","0.09","0.09","44.8452853","-73.42914993","POINT (-73.42914993 44.8452853)"
"WWR0001267","Queensbury Water District","Queensbury (T)","Warren","5","Public Water Supply","Surface Water","2012","5.5","12.6","43.3594385","-73.65690377","POINT (-73.65690377 43.3594385)"
"WWR0001870","Royal J Acres","Oswegatchie (T)","St. Lawrence","6","Agricultural","Groundwater","2015","0.05","0.06","44.63977896","-75.46092901","POINT (-75.46092901 44.63977896)"
"WWR0001767","North Harbor Dairy","Hounsfield (T)","Jefferson","6","Agricultural","Groundwater; Purchase","2011","0.09","0.09","43.9033961","-76.08643251","POINT (-76.08643251 43.9033961)"
"WWR0001223","Pinewood Country Club","Ogden (T)","Monroe","8","Recreational - Golf Course","Surface Water","2021","0.01",,"43.20566046","-77.86604507","POINT (-77.86604507 43.20566046)"
"WWR0001888","HydroPower Plants","N/A","Wayne","8","Power - Other","Surface Water","2013","80908","80908","43.26445746","-76.70900032","POINT (-76.70900032 43.26445746)"
"WWR0001633","Wanakah Country Club","Hamburg (T)","Erie","9","Recreational - Golf Course","Surface Water","2012","0.09","0.32","42.73745176","-78.90958564","POINT (-78.90958564 42.73745176)"
"WWR0000573","GE - Schenectady","Rotterdam (T)","Schenectady","4","Industrial","Surface Water","2015","6","50","42.8095269","-73.95894279","POINT (-73.95894279 42.8095269)"
"WWR0000087","Bainbridge, Vg","Bainbridge (T)","Chenango","7","Public Water Supply","Groundwater","2015","0.11","0.31","42.29373322","-75.47888399","POINT (-75.47888399 42.29373322)"
"WWR0000649","Grindstone Farm","Richland (T)","Oswego","7","Agricultural","Surface Water","2017","0",,"43.50729029","-76.10678935","POINT (-76.10678935 43.50729029)"
"WWR0001047","Mount Kisco, Vg","Bedford (T)","Westchester","3","Public Water Supply","Groundwater; Surface Water","2019","1.89","3.36","41.1757907","-73.7011014","POINT (-73.7011014 41.1757907)"
"WWR0001967","RoseBrook Golf Course","Hanover (T)","Chautauqua","9","Recreational - Golf Course","Groundwater","2016","0",,"42.54910264","-79.11711978","POINT (-79.11711978 42.54910264)"
"WWR0000978","Mechanicville, City","Stillwater (T)","Saratoga","5","Public Water Supply","Surface Water","2016","0.84","1.15","42.90425886","-73.68559521","POINT (-73.68559521 42.90425886)"
"WWR0000002","Consolidated Edison- 59th Street","New York (T)","New York","2","Power - Fossil Fuel","Surface Water","2009","2.38","2.59","40.77227372","-73.99361432","POINT (-73.99361432 40.77227372)"
"WWR0001701","Wildwood Country Club","Rush (T)","Monroe","8","Recreational - Golf Course","Surface Water","2017","0.01","0.48","42.98370815","-77.64513669","POINT (-77.64513669 42.98370815)"
"WWR0001212","Piercefield Water District","Piercefield (T)","St. Lawrence","6","Public Water Supply","Groundwater","2018","0.01","0.02","44.23054172","-74.56529518","POINT (-74.56529518 44.23054172)"
"WWR0000380","Croghan, Vg","Croghan (T)","Lewis","6","Public Water Supply","Groundwater","2011","0.17","0.52","43.89450915","-75.39197849","POINT (-75.39197849 43.89450915)"
"WWR0000997","Mill Creek Golf Club","Riga (T)","Monroe","8","Recreational - Golf Course","Surface Water","2015","0.1","0.42","43.03732493","-77.82819155","POINT (-77.82819155 43.03732493)"
"WWR0000680","Hanson Aggregates - Forestport Quarry","Forestport (T)","Oneida","6","Mine Dewatering","Surface Water","2013","0","0","43.47718284","-75.14783548","POINT (-75.14783548 43.47718284)"
"WWR0001514","Syracuse Sand & Gravel - Norwich Pit","Norwich (T)","Chenango","7","Industrial","Surface Water","2011","0","0","42.4701061","-75.54188872","POINT (-75.54188872 42.4701061)"
"WWR0000692","Hanson Aggregates - Ogdensburg Quarry","Oswegatchie (T)","St. Lawrence","6","Mine Dewatering","Groundwater; Surface Water; Purchase","2020","0.22","1.46","44.68134122","-75.5081096","POINT (-75.5081096 44.68134122)"
"WWR0000700","Hanson Aggregates - Victor","Victor (T)","Ontario","8","Industrial","Groundwater; Surface Water","2019","0.24","0.64","42.96929337","-77.45817743","POINT (-77.45817743 42.96929337)"
"WWR0001376","WF Saunders - Nedrow Mine Site","Onondaga (T)","Onondaga","7","Industrial","Groundwater","2021","0","0.01","42.98342379","-76.15567783","POINT (-76.15567783 42.98342379)"
"WWR0001528","Terry Hills Golf Course","Batavia (T)","Genesee","8","Recreational - Golf Course","Groundwater; Surface Water","2021","0.02","0.22","43.00210054","-78.14173687","POINT (-78.14173687 43.00210054)"
"WWR0000871","Kraft Foods Global - Campbell","Campbell (T)","Steuben","8","Industrial","Groundwater","2019","0.59","0.84","42.22649134","-77.18492116","POINT (-77.18492116 42.22649134)"
"WWR0001904","Castle Point","Wappinger (T)","Dutchess","3","Public Water Supply","Groundwater","2016","0.05","0.1","41.54362347","-73.96347356","POINT (-73.96347356 41.54362347)"
"WWR0001055","Mountaindale Water District","Fallsburg (T)","Sullivan","3","Public Water Supply","Groundwater","2011","0.05","0.21","41.71606333","-74.61637415","POINT (-74.61637415 41.71606333)"
"WWR0000109","Bedford Creek Golf Course","Hounsfield (T)","Jefferson","6","Recreational - Golf Course","Surface Water","2019","0.02","0.24","43.91572733","-76.11485533","POINT (-76.11485533 43.91572733)"
