"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","STEPHENTOWN","1","42.550456","-73.372534","POINT (-73.372534 42.550456)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","FORESTVILLE","1","42.468245","-79.179676","POINT (-79.179676 42.468245)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","EAST NASSAU","172","42.514364","-73.50952","POINT (-73.50952 42.514364)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","ONTARIO","2","43.220915","-77.283341","POINT (-77.283341 43.220915)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","OLD WESTBURY","1411","40.788748","-73.599747","POINT (-73.599747 40.788748)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","MAMARONECK","21","40.950936","-73.734667","POINT (-73.734667 40.950936)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CLEVELAND","129","43.233574","-75.887098","POINT (-75.887098 43.233574)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","ROSLYN ESTATES","86","40.790307","-73.659901","POINT (-73.659901 40.790307)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","BUCHANAN","3","41.261242","-73.939169","POINT (-73.939169 41.261242)"
"County Emergency Management Offices","http://data.ny.gov/d/jwkb-x5v6","Homeland Security and Emergency Services, Division of","Public Safety","County","JEFFERSON","1","43.9988484","-76.0521081","POINT (-76.0521081 43.9988484)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","PORT JERVIS","28","41.375775","-74.685055","POINT (-74.685055 41.375775)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","YOUNGSTOWN","4","43.250518","-79.049913","POINT (-79.049913 43.250518)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","LAPEER","215","42.442114","-76.098756","POINT (-76.098756 42.442114)"
"County Seats","http://data.ny.gov/d/4xc7-bukh","Information Technology Services, Office of","Government & Finance","County","ONEIDA","1","43.2417474","-75.4358383","POINT (-75.4358383 43.2417474)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CAMERON","645","42.199153","-77.406364","POINT (-77.406364 42.199153)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","County","HERKIMER","3","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Centerline Rumble Strips (CARDS) Installations: Beginning 2012","http://data.ny.gov/d/gx9b-d8qm","Transportation, Department of","Transportation","County","ONONDAGA","87","43.0057954","-76.194642","POINT (-76.194642 43.0057954)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","PORT JEFFERSON","28","40.945139","-73.067893","POINT (-73.067893 40.945139)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","WESTFIELD","2","42.324884","-79.573821","POINT (-79.573821 42.324884)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ANGELICA","17","42.307138","-78.019709","POINT (-78.019709 42.307138)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","MILO","1462","42.660945","-77.053647","POINT (-77.053647 42.660945)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","TAGHKANIC","513","42.142485","-73.677411","POINT (-73.677411 42.142485)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","EAST AURORA","192383","42.768085","-78.621022","POINT (-78.621022 42.768085)"
"511 NY Events: Beginning 2010","http://data.ny.gov/d/ah74-pg4w","Transportation, Department of","Transportation","County","ALBANY","53614","42.6001764","-73.9735586","POINT (-73.9735586 42.6001764)"
"Creating Healthy Places Intervention Locations","http://health.data.ny.gov/d/jxme-znux","Health, Department of","Health","Municipality","WEST WINFIELD","1","42.885364","-75.191005","POINT (-75.191005 42.885364)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","THERESA","1","44.215275","-75.797361","POINT (-75.797361 44.215275)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","LISLE","1","42.350248","-76.0016","POINT (-76.0016 42.350248)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","IRA","6","43.221673","-76.556235","POINT (-76.556235 43.221673)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","SANDS POINT","344","40.857054","-73.711302","POINT (-73.711302 40.857054)"
"Child and Dependent Care Credit By Place of Residence: Beginning Tax Year 2002","http://data.ny.gov/d/b535-hiv4","Taxation and Finance, Department of","Government & Finance","County","ONEIDA","19","43.2417474","-75.4358383","POINT (-75.4358383 43.2417474)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","TUXEDO","1376","41.201474","-74.210795","POINT (-74.210795 41.201474)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","WETHERSFIELD","387","42.652108","-78.249954","POINT (-78.249954 42.652108)"
"Chemical Dependence Treatment Program Admissions: Beginning 2007","http://data.ny.gov/d/ngbt-9rwf","Addiction Services and Supports, Office of","Human Services","County","RICHMOND","2527","40.5623318","-74.138273","POINT (-74.138273 40.5623318)"
"Children in Foster Care Annually:  Beginning 1994","http://data.ny.gov/d/hfc5-3hsu","Children and Family Services, Office of","Human Services","County","MONTGOMERY","27","42.9022816","-74.4396827","POINT (-74.4396827 42.9022816)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","NEW PALTZ","17","41.74753","-74.086891","POINT (-74.086891 41.74753)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","VOLNEY","6","43.342919","-76.357771","POINT (-76.357771 43.342919)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","EAGLE","5","42.574499","-78.254614","POINT (-78.254614 42.574499)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","LAKE SUCCESS","5","40.777159","-73.71402","POINT (-73.71402 40.777159)"
"County Level Attainment Status of National Ambient Air Quality Standards (NAAQS)","http://data.ny.gov/d/p58z-ik4q","Environmental Conservation, Department of","Energy & Environment","County","GREENE","8","42.2765198","-74.1227065","POINT (-74.1227065 42.2765198)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","County","SULLIVAN","3280","41.7164226","-74.768143","POINT (-74.768143 41.7164226)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","OWEGO","4945","42.103237","-76.263163","POINT (-76.263163 42.103237)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CHARLESTON","774","40.536701","-74.237801","POINT (-74.237801 40.536701)"
"County Level Attainment Status of National Ambient Air Quality Standards (NAAQS)","http://data.ny.gov/d/p58z-ik4q","Environmental Conservation, Department of","Energy & Environment","County","QUEENS","8","40.657494","-73.8387531","POINT (-73.8387531 40.657494)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","CLINTON","3","43.0486","-75.377987","POINT (-75.377987 43.0486)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","JEFFERSON","6","42.481387","-74.610169","POINT (-74.610169 42.481387)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","ONEIDA","1","43.093897","-75.651229","POINT (-75.651229 43.093897)"
"All Payer Inpatient Quality Indicators (IQI) Area Measures by Patient County (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/u6vz-kv3c","Health, Department of","Health","County","SCHENECTADY","4","42.8181212","-74.0585726","POINT (-74.0585726 42.8181212)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","SOUTH NYACK","1","41.083111","-73.920159","POINT (-73.920159 41.083111)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","SOLVAY","11","43.062226","-76.216706","POINT (-76.216706 43.062226)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","MOUNT MORRIS","1","42.725256","-77.873835","POINT (-77.873835 42.725256)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","HUNTER","1","42.213719","-74.219292","POINT (-74.219292 42.213719)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","MANSFIELD","4","42.303214","-78.761943","POINT (-78.761943 42.303214)"
"Children in Foster Care Annually:  Beginning 1994","http://data.ny.gov/d/hfc5-3hsu","Children and Family Services, Office of","Human Services","County","RENSSELAER","27","42.7110547","-73.5097151","POINT (-73.5097151 42.7110547)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","PERU","1","44.578468","-73.527264","POINT (-73.527264 44.578468)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","GENESEE","430","42.02693","-78.205893","POINT (-78.205893 42.02693)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","FARMINGDALE","92","40.732911","-73.445878","POINT (-73.445878 40.732911)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","WALDEN","69","41.560674","-74.187445","POINT (-74.187445 41.560674)"
"Community Health Obesity and Diabetes Related Indicators: 2008 - 2012","http://health.data.ny.gov/d/tchg-ruva","Health, Department of","Health","County","GENESEE","40","43.0009335","-78.1937113","POINT (-78.1937113 43.0009335)"
"Biodiversity by County - Distribution of Animals, Plants and Natural Communities","http://data.ny.gov/d/tk82-7km5","Environmental Conservation, Department of","Energy & Environment","County","MADISON","277","42.9127746","-75.6696659","POINT (-75.6696659 42.9127746)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","County","WYOMING","13","42.7023847","-78.2244399","POINT (-78.2244399 42.7023847)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","County","HERKIMER","172","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Curb Ramps on NYS-Owned Highways","http://data.ny.gov/d/hmbc-hni2","Transportation, Department of","Transportation","County","FULTON","42","43.1138469","-74.4221748","POINT (-74.4221748 43.1138469)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","WASHINGTONVILLE","12","41.426863","-74.157932","POINT (-74.157932 41.426863)"
