"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20093157","HOME","LPA","MTGE ASST","252060","CITY OF GLENS FALLS","WARREN","GLENS FALLS","CMPL","12","0","0","0","0","0"
"20093156","HOME","LPA","CNSTR/RHAB","500000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20093153","HOME","LPA","CNSTR/RHAB","168665","KEUKA HOUSING COUNCIL, INC.","YATES","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20093152","HOME","LPA","CNSTR/RHAB","375000","CITY OF LOCKPORT","NIAGARA","LOCKPORT","CMPL","16","0","0","0","0","0"
"20093151","REST","LPA","CNSTR/RHAB","75000","REGIONAL AID FOR INTERIM NEEDS, INC.","BRONX","NEW YORK CITY","CMPL","10","0","0","0","0","0"
"20093149","HOME","LPA","CNSTR/RHAB","237954","HUNTER FOUNDATION","GREENE","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20093146","ACSS","LPA","CNSTR/RHAB","200000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093137","ACSS","LPA","CNSTR/RHAB","158562","ARBOR HILL DEVELOPMENT CORP.","ALBANY","ALBANY","CMPL","11","0","0","0","0","0"
"20093136","ACSS","LPA","CNSTR/RHAB","116994","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20093134","REST","LPA","CNSTR/RHAB","70000","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","12","0","0","0","0","0"
"20093132","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20093129","REST","LPA","CNSTR/RHAB","75000","PEOPLE, INC.","MULTI-COUNTY",,"CMPL","14","0","0","0","0","0"
"20093127","ACSS","LPA","CNSTR/RHAB","224720","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","NYC","NEW YORK CITY","CMPL","9","0","0","0","0","0"
"20093126","ACSS","LPA","CNSTR/RHAB","137445","REBUILDING TOGETHER NYC","NYC","NEW YORK CITY","CMPL","14","0","0","0","0","0"
"20093125","ACSS","LPA","CNSTR/RHAB","175000","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","11","0","0","0","0","0"
"20093124","HOME","LPA","CNSTR/RHAB","347722","VILLAGE OF OWEGO","TIOGA","OWEGO","CMPL","11","0","0","0","0","0"
"20093121","REST","LPA","CNSTR/RHAB","50000","LEWIS COUNTY OPPORTUNITIES, INC.","LEWIS","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20093120","HOME","LPA","CNSTR/RHAB","300000","SCHOHARIE COUNTY RURAL PRESERVATION CORP.","SCHOHARIE","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20093119","ACSS","LPA","CNSTR/RHAB","200000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20093118","ACSS","LPA","CNSTR/RHAB","149999","ST LAWRENCE COUNTY HOUSING COUNCIL, INC.","ST LAWRENCE","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20093115","REST","LPA","CNSTR/RHAB","50000","COMMUNITY PROGRESS INC.","CHEMUNG","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20093114","REST","LPA","CNSTR/RHAB","75000","ST LAWRENCE COUNTY COMMUNITY DEVELOPMENT PROGRAM, INC.","ST LAWRENCE","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20093113","REST","LPA","CNSTR/RHAB","75000","COMMUNITY ACTION PLANNING COUNCIL OF JEFFERSON COUNTY, INC.","JEFFERSON","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093112","REST","LPA","CNSTR/RHAB","75000","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093109","REST","LPA","CNSTR/RHAB","65000","CORTLAND COUNTY COMMUNITY ACTION PROGRAM, INC.","CORTLAND","MULTI-MUNI","CMPL","36","0","0","0","0","0"
"20093107","ACSS","LPA","CNSTR/RHAB","174989","FAMILY SERVICE SOCIETY OF YONKERS","WESTCHESTER","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20093103","ACSS","LPA","CNSTR/RHAB","200000","BETTER HOUSING FOR TOMPKINS COUNTY INC.","TOMPKINS","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20093102","ACSS","LPA","CNSTR/RHAB","169689","INDEPENDENT LIVING, INC.","ORANGE","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20093100","ACSS","LPA","CNSTR/RHAB","199602","GREATER MOHAWK VALLEY COMMUNITY & ELDERWELLNESS COUNCIL, INC.","ONEIDA","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20093093","REST","LPA","CNSTR/RHAB","75000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20093091","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF GOUVERNEUR","ST LAWRENCE","GOUVERNEUR","CMPL","19","0","0","0","0","0"
"20093090","REST","LPA","CNSTR/RHAB","50000","UNITED WAY OF LI","SUFFOLK","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20093089","REST","LPA","CNSTR/RHAB","43483","UNITED WAY OF LI","NASSAU","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20093082","HOME","LPA","CNSTR/RHAB","230190","CITY OF RENSSELAER","RENSSELAER","RENSSELAER","CMPL","12","0","0","0","0","0"
"20093081","HOME","LPA","CNSTR/RHAB","200000","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20093080","ACSS","LPA","CNSTR/RHAB","150000","COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.","MULTI-COUNTY",,"CMPL","10","0","0","0","0","0"
"20093079","ACSS","LPA","CNSTR/RHAB","223705","PEOPLE, INC.","MULTI-COUNTY",,"CMPL","15","0","0","0","0","0"
"20093078","REST","LPA","CNSTR/RHAB","70000","COUNTY OF WARREN","WARREN","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20093075","REST","LPA","CNSTR/RHAB","35000","FRONTIER HOUSING CORPORATION","JEFFERSON","BROWNVILLE","CMPL","6","0","0","0","0","0"
"20093071","REST","LPA","CNSTR/RHAB","75000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","ORLEANS","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20093070","ACSS","LPA","CNSTR/RHAB","240000","UCPA OF THE ROCHESTER AREA, INC.","MULTI-COUNTY",,"CMPL","14","0","0","0","0","0"
"20093069","REST","LPA","CNSTR/RHAB","75000","UCPA OF THE ROCHESTER AREA, INC.","MULTI-COUNTY",,"CMPL","15","0","0","0","0","0"
"20093066","REST","LPA","CNSTR/RHAB","50000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20093060","ACSS","LPA","CNSTR/RHAB","175000","SARATOGA COUNTY RURAL PRESERVATION CO.","SARATOGA","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20093055","REST","LPA","CNSTR/RHAB","50000","SOUTH EAST AREA COALITION, INC.","MONROE","ROCHESTER","CMPL","7","0","0","0","0","0"
"20093053","ACSS","LPA","CNSTR/RHAB","142816","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20093052","ACSS","LPA","CNSTR/RHAB","137077","COUNTY OF SULLIVAN","SULLIVAN","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20093046","REST","LPA","CNSTR/RHAB","75000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","15","0","0","0","0","0"
"20093044","REST","LPA","CNSTR/RHAB","0","HUNTINGTON COMMUNITY DEVELOPMENT AGENCY","SUFFOLK","HUNTINGTON","TERM","12","0","0","0","0","0"
"20093043","REST","LPA","CNSTR/RHAB","75000","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","10","0","0","0","0","0"
"20093042","ACSS","LPA","CNSTR/RHAB","148303","REBUILDING TOGETHER DUTCHESS CO, INC","DUTCHESS","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20093041","REST","LPA","CNSTR/RHAB","52484","COUNTY OF SULLIVAN","SULLIVAN","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20093040","REST","LPA","CNSTR/RHAB","75000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20093039","ACSS","LPA","CNSTR/RHAB","225000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","12","0","0","0","0","0"
"20093038","REST","LPA","CNSTR/RHAB","50000","RENSSELAER COUNTY HOUSING RESOURCES","RENSSELAER","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20093037","HOME","LPA","CNSTR/RHAB","400000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CMPL","23","0","0","0","0","0"
"20093036","REST","LPA","CNSTR/RHAB","75000","COUNTY OF TOMPKINS","TOMPKINS","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20093035","REST","LPA","CNSTR/RHAB","75000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","30","0","0","0","0","0"
"20093030","REST","LPA","CNSTR/RHAB","75000","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","CMPL","25","0","0","0","0","0"
"20093023","REST","LPA","CNSTR/RHAB","50000","PUTNAM COUNTY HOUSING CORP.","PUTNAM","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20093021","REST","LPA","CNSTR/RHAB","75000","CITY OF WHITE PLAINS","WESTCHESTER","WHITE PLAINS","CMPL","8","0","0","0","0","0"
"20093020","HOME","LPA","CNSTR/RHAB","400000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20093019","REST","LPA","CNSTR/RHAB","70000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CMPL","14","0","0","0","0","0"
"20093018","ACSS","LPA","CNSTR/RHAB","149630","HAMASPIK OF ROCKLAND COUNTY, INC.","ROCKLAND","RAMAPO","CMPL","8","0","0","0","0","0"
"20093016","REST","LPA","CNSTR/RHAB","75000","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093015","REST","LPA","CNSTR/RHAB","70000","PRIDE OF TICONDEROGA, INC.","WASHINGTON","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20093013","REST","LPA","CNSTR/RHAB","50000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20093012","REST","LPA","CNSTR/RHAB","37500","VILLAGE OF SPRING VALLEY","ROCKLAND","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20093011","REST","LPA","CNSTR/RHAB","50000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093010","REST","LPA","CNSTR/RHAB","75000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20093009","HOME","LPA","CNSTR/RHAB","340000","CITY OF GLOVERSVILLE","FULTON","GLOVERSVILLE","CMPL","15","0","0","0","0","0"
"20093008","HOME","LPA","CNSTR/RHAB","200000","CENTER CITY NEIGHBORHOOD DEVELOPMENT CORPORATION","NIAGARA","NIAGARA FALLS","CMPL","18","0","0","0","0","0"
"20093007","HOME","LPA","MTGE ASST","300000","KEUKA HOUSING COUNCIL, INC.","MULTI-COUNTY",,"CMPL","13","0","0","0","0","0"
"20093005","ACSS","LPA","CNSTR/RHAB","147080","REBUILDING TOGETHER LONG ISLAND, INC.","MULTI-COUNTY",,"CMPL","54","0","0","0","0","0"
"20084119","NYMS","LPA","CNSTR/RHAB","75756","VILLAGE OF HEMPSTEAD COMMUNITY DEVELOPMENT AGENCY","NASSAU","HEMPSTEAD","CMPL","0","0","0","0","1","0"
"20084107","NYMS","LPA","CNSTR/RHAB","150000","VILLAGE OF DEPOSIT","MULTI-COUNTY",,"CMPL","2","0","0","0","6","0"
"20084102","NYMS","LPA","CNSTR/RHAB","458063","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","23","0","0","0","2","0"
"20084099","NYMS","LPA","CNSTR/RHAB","325000","ELMIRA DOWNTOWN DEVELOPMENT, INC.","CHEMUNG","ELMIRA","CMPL","0","0","1","0","29","0"
"20084098","NYMS","LPA","CNSTR/RHAB","434945","SNOW BELT HOUSING COMPANY, INC.","LEWIS","LYONS FALLS","CMPL","13","0","0","0","9","0"
"20084097","NYMS","LPA","CNSTR/RHAB","500000","SYRACUSE MODEL NEIGHBORHOOD CORPORATION","ONONDAGA","SYRACUSE","CMPL","10","0","0","0","17","0"
"20084094","NYMS","LPA","CNSTR/RHAB","443243","MARKETVIEW HEIGHTS ASSOCIATION, INC.","MONROE","ROCHESTER","CMPL","3","0","0","0","10","0"
"20084090","NYMS","LPA","CNSTR/RHAB","340655","HARLEM CONGREGATIONS FOR COMMUNITY IMPROVEMENT","NEW YORK","NEW YORK CITY","CMPL","32","0","1","0","3","0"
"20084083","NYMS","LPA","CNSTR/RHAB","465000","VILLAGE OF MONTOUR FALLS","SCHUYLER","MONTOUR FALLS","CMPL","8","0","1","0","7","0"
"20084079","NYMS","LPA","CNSTR/RHAB","253921","VILLAGE OF PORT CHESTER","WESTCHESTER","PORT CHESTER","CMPL","0","0","0","0","16","0"
"20084064","NYMS","LPA","CNSTR/RHAB","416989","CITY OF AMSTERDAM","MONTGOMERY","AMSTERDAM","CMPL","4","0","0","0","8","0"
"20084062","NYMS","LPA","CNSTR/RHAB","500000","CITY OF PLATTSBURGH COMMUNITY DEVELOPMENT OFFICE","CLINTON","PLATTSBURGH","CMPL","5","0","0","0","17","0"
"20084056","NYMS","LPA","CNSTR/RHAB","400000","VILLAGE OF MOUNT MORRIS","LIVINGSTON","MOUNT MORRIS","CMPL","16","0","0","0","14","0"
"20084044","NYMS","LPA","CNSTR/RHAB","424075","CARTHAGE INDUSTRIAL DEVELOPMENT CORP.","JEFFERSON","CARTHAGE","CMPL","13","0","0","0","7","0"
"20084041","NYMS","LPA","CNSTR/RHAB","325000","VILLAGE OF HUDSON FALLS","WASHINGTON","HUDSON FALLS","CMPL","6","0","1","0","19","0"
"20084037","NYMS","LPA","CNSTR/RHAB","212375","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","DELAWARE","STAMFORD","CMPL","5","0","0","0","4","0"
"20084031","REST","LPA","CNSTR/RHAB","125000","ANDOVER HISTORIC PRESERVATION CORP.","MULTI-COUNTY",,"CMPL","21","0","0","0","0","0"
"20084030","REST","LPA","CNSTR/RHAB","62500","THE PRESERVATION COMPANY, INC.","WESTCHESTER","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20084029","REST","LPA","CNSTR/RHAB","75000","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","18","0","0","0","0","0"
"20084028","REST","LPA","CNSTR/RHAB","125000","TIOGA OPPORTUNITIES, INC.","TIOGA","MULTI-MUNI","CMPL","25","0","0","0","0","0"
"20084027","REST","LPA","CNSTR/RHAB","37500","RURAL SULLIVAN HOUSING CORPORATION","SULLIVAN","MULTI-MUNI","CMPL","4","0","0","0","0","0"
"20084026","REST","LPA","CNSTR/RHAB","75000","GREATER MOHAWK VALLEY COMMUNITY & ELDERWELLNESS COUNCIL, INC.","ONEIDA","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20084025","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20084024","REST","LPA","CNSTR/RHAB","125000","RURAL HOUSING OPPORTUNITIES CORPORATION","GENESEE","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20084023","REST","LPA","CNSTR/RHAB","75000","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20084022","REST","LPA","CNSTR/RHAB","125000","CITY OF YONKERS","WESTCHESTER","YONKERS","CMPL","17","0","0","0","0","0"
"20084021","REST","LPA","CNSTR/RHAB","125000","UMBRELLA OF THE CAPITAL DISTRICT, INC","SCHENECTADY","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20084020","REST","LPA","CNSTR/RHAB","125000","CITY OF OGDENSBURG","ST LAWRENCE","OGDENSBURG","CMPL","19","0","0","0","0","0"
"20084019","REST","LPA","CNSTR/RHAB","96750","COMLINKS, INC.","FRANKLIN","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20084018","REST","LPA","CNSTR/RHAB","125000","RIVERCREST DEVELOPMENT CORPORATION","MONTGOMERY","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20084017","REST","LPA","CNSTR/RHAB","120000","WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.","ERIE","BUFFALO","CMPL","18","0","0","0","0","0"
"20084016","REST","LPA","CNSTR/RHAB","69584","SHELTERS OF SARATOGA, INC.","SARATOGA","SARATOGA SPRINGS","CMPL","14","0","0","0","0","0"
"20084015","REST","LPA","CNSTR/RHAB","125000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","28","0","0","0","0","0"
"20084012","REST","LPA","CNSTR/RHAB","125000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","LIVINGSTON","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20084011","REST","LPA","CNSTR/RHAB","125000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","GENESEE","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20084010","REST","LPA","CNSTR/RHAB","125000","SHANDAKEN REVITALIZATION PLAN COMMITTEE, INC.","ULSTER","MULTI-MUNI","CMPL","30","0","0","0","0","0"
"20084009","REST","LPA","CNSTR/RHAB","125000","SENECA HOUSING, INC.","SENECA","MULTI-MUNI","CMPL","24","0","0","0","0","0"
"20084008","REST","LPA","CNSTR/RHAB","62500","OSWEGO HOUSING DEVELOPMENT COUNCIL, INC.","OSWEGO","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20084007","REST","LPA","CNSTR/RHAB","125000","TOWN OF HEMPSTEAD","NASSAU","HEMPSTEAD","CMPL","21","0","0","0","0","0"
"20084006","REST","LPA","CNSTR/RHAB","125000","SNOW BELT HOUSING COMPANY, INC.","LEWIS","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20084003","REST","LPA","CNSTR/RHAB","90000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","ORLEANS","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20084002","REST","LPA","CNSTR/RHAB","125000","KEUKA HOUSING COUNCIL, INC.","YATES","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20084001","REST","LPA","CNSTR/RHAB","30000","NIAGARA COMMUNITY ACTION PROGRAM, INC.","NIAGARA","MULTI-MUNI","CMPL","6","0","0","0","0","0"
"20084000","REST","LPA","CNSTR/RHAB","75000","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20083324","NYMS","LPA","CNSTR/RHAB","194603","OGDENSBURG GROWTH FUND DEVELOPMENT CORP.","ST LAWRENCE","OGDENSBURG","CMPL","0","0","0","0","9","0"
"20083322","NYMS","LPA","CNSTR/RHAB","199795","HERITAGE HEALTH & HOUSING, INC.","NEW YORK","NEW YORK CITY","CMPL","6","0","0","0","17","0"
"20083321","NYMS","LPA","CNSTR/RHAB","30000","HEMPSTEAD HISPANIC CIVIC ASSOCIATION, INC.","NASSAU","HEMPSTEAD","CMPL","0","0","0","0","6","0"
"20083318","NYMS","LPA","CNSTR/RHAB","200000","BINGHAMTON LOCAL DEVELOPMENT CORP.","BROOME","BINGHAMTON","CMPL","7","0","0","0","12","0"
"20083315","NYMS","LPA","CNSTR/RHAB","170840","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","7","0","0","0","1","0"
"20083311","NYMS","LPA","CNSTR/RHAB","106498","THE CAMBRIDGE VALLEY CD & PRESERVATION PARTNERSHIP, INC.","WASHINGTON","CAMBRIDGE","CMPL","0","0","2","0","4","0"
"20083309","NYMS","LPA","CNSTR/RHAB","74466","RUPCO, INC.","ULSTER","MARLBOROUGH","CMPL","0","0","1","0","3","0"
"20083308","NYMS","LPA","CNSTR/RHAB","200000","BETHEL LDC","SULLIVAN","BETHEL","CMPL","1","0","0","0","9","0"
"20083307","NYMS","LPA","CNSTR/RHAB","100000","GOWANDA'S HISTORIC HOLLYWOOD THEATER, LTD.","CATTARAUGUS","GOWANDA","CMPL","0","0","1","0","0","0"
"20083306","NYMS","LPA","CNSTR/RHAB","200000","DOWNTOWN SCHENECTADY IMPROVEMENT CORP.","SCHENECTADY","SCHENECTADY","CMPL","3","0","0","0","3","0"
"20083304","NYMS","LPA","CNSTR/RHAB","144860","DOWNTOWN MANHATTAN COMMUNITY DEVELOPMENT CORP.","NEW YORK","NEW YORK CITY","CMPL","36","0","0","0","1","0"
"20083303","NYMS","LPA","CNSTR/RHAB","33108","RUPCO, INC.","ULSTER","ESOPUS","CMPL","0","0","0","0","1","0"
"20083302","NYMS","LPA","CNSTR/RHAB","198542","WALDEN COMMUNITY COUNCIL, INC.","ORANGE","WALDEN","CMPL","4","0","0","0","10","0"
"20083301","NYMS","LPA","CNSTR/RHAB","198808","PATCHOGUE BUSINESS IMPROVEMENT MANAGEMENT ASSOCIATION, INC.","SUFFOLK","PATCHOGUE","CMPL","0","0","1","0","21","0"
"20083300","NYMS","LPA","CNSTR/RHAB","119230","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","SILVER CREEK","CMPL","0","0","0","0","8","0"
"20083298","NYMS","LPA","CNSTR/RHAB","105000","SOUTH BROADWAY DISTRICT MANAGEMENT ASSOCIATION, INC.","WESTCHESTER","YONKERS","CMPL","0","0","0","0","3","0"
"20083295","NYMS","LPA","CNSTR/RHAB","188420","DOWNTOWN ITHACA ALLIANCE","TOMPKINS","ITHACA","CMPL","0","0","0","0","65","0"
"20083294","NYMS","LPA","CNSTR/RHAB","185000","SLEEPY HOLLOW DOWNTOWN REVITALIZATION CORP.","WESTCHESTER","SLEEPY HOLLOW","CMPL","0","0","0","0","8","0"
"20083292","NYMS","LPA","CNSTR/RHAB","200000","VILLAGE OF LANCASTER COMMUNITY DEVELOPMENT CORPORATION","ERIE","LANCASTER","CMPL","3","0","0","0","8","0"
"20083291","NYMS","LPA","CNSTR/RHAB","200000","COMMUNITY SERVICES PROGRAMS INC.","DUTCHESS","WAPPINGERS FALLS","CMPL","12","0","2","0","0","0"
"20083290","NYMS","LPA","CNSTR/RHAB","160086","ANDOVER HISTORIC PRESERVATION CORP.","ALLEGANY","ANDOVER","CMPL","1","0","0","0","7","0"
"20083289","NYMS","LPA","CNSTR/RHAB","192080","MECHANICVILLE AREA CHAMBER OF COMMERCE","SARATOGA","MECHANICVILLE","CMPL","25","0","0","0","30","0"
"20083288","NYMS","LPA","CNSTR/RHAB","200000","HAMBURG DEVELOPMENT CORP.","ERIE","HAMBURG","CMPL","3","0","0","0","13","0"
"20083286","NYMS","LPA","CNSTR/RHAB","171625","CHARLOTTE COMMUNITY DEVELOPMENT CORPORATION","MONROE","ROCHESTER","CMPL","0","0","1","0","6","0"
"20083285","NYMS","LPA","CNSTR/RHAB","44196","MIDDLEPORT REMEDIATION ADVISORY GROUP","NIAGARA","MIDDLEPORT","CMPL","0","0","0","0","8","0"
"20083284","NYMS","LPA","CNSTR/RHAB","200000","SOUTHWEST BROOKLYN INDUSTRIAL DEVELOPMENT CORP.","KINGS","NEW YORK CITY","CMPL","0","0","0","0","5","0"
"20083283","NYMS","LPA","CNSTR/RHAB","200000","GREATER CHURCHVILLE-RIGA CHAMBER OF COMMERCE","MONROE","CHURCHVILLE","CMPL","3","0","1","0","17","0"
"20083282","NYMS","LPA","CNSTR/RHAB","165799","CENTRAL ADIRONDACK PARTNERSHIP FOR THE 21ST CENTURY","HAMILTON","INLET","CMPL","4","0","1","0","10","0"
"20083281","NYMS","LPA","CNSTR/RHAB","200000","DOWNTOWN COMMITTEE OF SYRACUSE, INC.","ONONDAGA","SYRACUSE","CMPL","0","0","0","0","7","0"
"20083279","NYMS","LPA","CNSTR/RHAB","0","BRONX BUSINESS ALLIANCE","BRONX","NEW YORK CITY","INA","0","0","0","0","0","0"
"20083277","NYMS","LPA","CNSTR/RHAB","200000","HUDSON RIVER HOUSING, INC.","DUTCHESS","POUGHKEEPSIE","CMPL","5","0","0","0","25","0"
"20083273","NYMS","LPA","CNSTR/RHAB","193000","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","DELAWARE","STAMFORD","CMPL","8","0","1","0","4","0"
"20083272","NYMS","LPA","CNSTR/RHAB","200000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","JAY","CMPL","6","0","2","0","17","0"
"20083269","NYMS","LPA","CNSTR/RHAB","200000","VICTOR LOCAL DEVELOPMENT CORPORATION","ONTARIO","VICTOR","CMPL","13","0","0","0","12","0"
"20083267","NYMS","LPA","CNSTR/RHAB","200000","CORTLAND DOWNTOWN PARTNERSHIP","CORTLAND","CORTLAND","CMPL","0","0","0","0","23","0"
"20083265","NYMS","LPA","CNSTR/RHAB","46450","BRIDGE STREET DEVELOPMENT CORP.","KINGS","NEW YORK CITY","CMPL","0","0","0","0","10","0"
"20083264","HOME","LPA","CNSTR/RHAB","200000","NHS OF EAST FLATBUSH","KINGS","NEW YORK CITY","CMPL","17","0","0","0","0","0"
"20083263","HOME","LPA","CNSTR/RHAB","324856","THE PRESERVATION COMPANY, INC.","WESTCHESTER","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20083262","HOME","LPA","CNSTR/RHAB","160000","MARKETVIEW HEIGHTS ASSOCIATION, INC.","MONROE","ROCHESTER","CMPL","9","0","0","0","0","0"
"20083261","HOME","LPA","MTGE ASST","242918","HUNTER FOUNDATION","GREENE","HUNTER","CMPL","8","0","0","0","0","0"
"20083258","HOME","LPA","MTGE ASST","203331","COMMUNITY HOUSING INNOVATIONS, INC.","WESTCHESTER","MULTI-MUNI","CMPL","18","4","0","0","0","0"
"20083253","HOME","LPA","MTGE ASST","550000","HABITAT FOR HUMANITY - NEW YORK CITY, INC.","KINGS","NEW YORK CITY","CMPL","0","11","0","0","0","0"
"20083251","HOME","LPA","MTGE ASST","400000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","CLINTON","MULTI-MUNI","CMPL","19","0","0","0","0","0"
