"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Action Environmental Systems Inc Bronx TS","920 East 132 Street",,"Bronx","NY","10454","Bronx","2","9732867100","Action Carting Environmental Services LLC","Private","Transfer station - permit","[03T32]","Yes","591866","4516966",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Single Stream;Commingled Paper & Containers;Corrugated Cardboard;Metals (Ferrous & Non-Ferrous);Commingled Plastics","2-6007-00015/00030","2017-06-30T00:00:00.000","2020-04-22T00:00:00.000",
"Schenectady (City) Transfer Station","Weaver Street",,"Schenectady","NY","12305","Schenectady","4","5183825144","City of Schenectady","Municipal","Transfer station - permit","[47T01]","Yes","585889","4739723","1.1 - Obtained from original submission and unverified process","Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Single Stream","4-4215-00028/00002","2014-12-15T00:00:00.000","2020-05-31T00:00:00.000",
"Ledge Creek Development","10100 County Road",,"Clarence Center","NY","14032","Erie","9","7167413174","10100 County Road Properties; LLC","Private","CDDHRF - asphalt pavement and millings - registration","[15C20001]","Yes","205718","4770712","4 - GIS Assisted","Asphalt","15C20001","2018-08-16T00:00:00.000","2023-08-15T00:00:00.000","10100 County Road
Clarence Center, NY 14032
(43.03126, -78.611412)"
"Minivans & SUVs of Western New York","2070 William Street",,"Buffalo","NY","14206","Erie","9","7168961775","Martin T. Marks","Private","VDF - large - registration","[15V50023]","Yes","190272","4755058","1 - No accuracy stated","End of Life Vehicles","15V50023","2018-12-18T00:00:00.000","2023-12-18T00:00:00.000","2070 William Street
Buffalo, NY 14206
(42.884504, -78.79237)"
"Elite Auto Parts Inc","120 Albany Ave",,"Lindenhurst","NY","11757","Suffolk","1","6312261003","Elite Auto Parts Inc","Private","VDF - large - registration","[52V50297]","Yes","636387","4504985",,"End of Life Vehicles","52V50297","2020-01-22T00:00:00.000","2025-01-21T00:00:00.000","120 Albany Ave
Lindenhurst, NY 11757
(40.684468, -73.386364)"
"Long Island Compost Farm #02","Wading River Road (South of LIE; North of South St.)","SCTM 200-508-1-2","Manorville","NY","11949","Suffolk","1",,"Long Island Compost Corp.","Private","Composting - yard trimmings - registration","[52P10338]","Yes","683520","4525266","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste;Source Separated Organic Waste (SSOW)","52-0338","2021-04-29T00:00:00.000","2023-04-28T00:00:00.000",
"Dominick Vitucci Truck Sales","2 Fountain Ave",,"Brooklyn","NY","11208","Kings","2","7182350688","Dominick Vitucci","Private","Vehicle Dismantling Facility","[7017678]","Yes","594950","4503782",,,,,,"2 Fountain Ave
Brooklyn, NY 11208
(40.679607, -73.876432)"
"Quogue (V) - Highway Yard","40 Old Country Road",,"Quogue","NY","11959","Suffolk","1","6316534498","Village of Quogue","Municipal","Composting - yard waste  - registration","[52W161R]","Yes","701031","4523043","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste","52W161R","2010-07-29T00:00:00.000",,"40 Old Country Road
Quogue, NY 11959
(40.837779, -72.606792)"
"Fast Eddies Auto Wreckers","459 Harris Road",,"Monticello","NY","12701","Sullivan","3","8457945089","Edward W. Levine","Private","VDF - large - registration","[53V50001]","Yes","524594","4615754",,"End of Life Vehicles;Gasoline;Lead-acid Batteries;Transmission Fluid;Engine Coolant/Antifreeze","53V50001","2019-01-09T00:00:00.000","2024-01-09T00:00:00.000","459 Harris Road
Monticello, NY 12701
(41.692698, -74.704523)"
"Cardinal Health 414; LLC","2425 Waterbury Ave",,"Bronx","NY","10462","Bronx","2","7188221830","Cardinal Health 414 LLC","Private","RMW - radiological storage - registration","[03J10001]","Yes","597546","4521146","4 - GIS Assisted","Regulated Medical Waste","03J10001","2021-12-20T00:00:00.000","2026-12-20T00:00:00.000","2425 Waterbury Ave
Bronx, NY 10462
(40.835296, -73.842979)"
"A&W Recycling Inc","521 Main St",,"Chenango Bridge","NY","13745","Broome","7","6076483766","Dana Wells","Private","RHRF - 5 tpd or less - registration","[04R20002]","Yes","427343","4668978",,"Commingled Containers;Commingled Paper;Paper / Cardboard;Metals (Ferrous);Metals (Non-Ferrous);Newspaper;PET;Electronics","04R20002","2018-03-19T00:00:00.000","2023-05-04T00:00:00.000",
"Gorham (T) Rural Transfer","3478 Lake to Lake Road",,"Gorham","NY","14461","Ontario","8","5855265777","Town of Gorham","Municipal","Transfer station - registration","[35R05]","Yes","321457","4742200","1 - No accuracy stated",,"35R05","1994-05-06T00:00:00.000",,
"Freeport Auto Parts & Wrecking Corp","122 Buffalo Ave",,"Freeport","NY","11520","Nassau","1","5168682026","Freeport Auto Parts & Wrecking Corp","Private","Vehicle Dismantling Facility","[0000]","Yes","620777","4500991","4.3 - Utilization of Digital Orthophoto Quads",,,,,"122 Buffalo Ave
Freeport, NY 11520
(40.650844, -73.571076)"
"Halsted Processing","77 Medway Earlton Road","(East side of road; ~1/4 mile north of garage)","Earlton","NY","12058","Greene","4","5183653754","John E. Halsted","Private","Composting - yard trimmings - registration","[20P12801]","Yes","590465","4690362",,"Yard Waste","20P12801","2019-04-22T00:00:00.000","2024-04-22T00:00:00.000","77 Medway Earlton Road
Earlton, NY 12058
(42.358342, -73.902552)"
"Blydenburgh Road Landfill Complex","440 Blydenburgh Road",,"Hauppauge","NY","11787","Suffolk","1","6314366162","Islip Resource Recovery Agency","Municipal","Landfill - LI - inside the deep flow recharge - permit","[52D46]","Yes","653394","4519711","4.2 - Utilization of GIS and existing spatial data","Clean Fill","1-4728-00628/00017","2017-12-20T00:00:00.000","2022-12-19T00:00:00.000","440 Blydenburgh Road
Hauppauge, NY 11787
(40.813895, -73.180602)"
"Morris (T) Transfer Station","134 Card Road",,"Morris","NY","13808","Otsego","4","6072632222","Town of Morris",,"Transfer facility - registration","[39T14201]","Yes","481166","4710600",,"MSW (Residential/Institutional & Commercial)","39T14201","2019-03-22T00:00:00.000","2024-03-22T00:00:00.000","134 Card Road
Morris, NY 13808
(42.547215, -75.2297)"
"Quarry Management LLC","131-143 US Route 6",,"Port Jervis","NY","12771","Orange","3","7326735726","Quarry Management LLC","Private","CDDHRF - concrete rock brick - registration","[36C10001]","Yes","528142","4578946",,"Concrete;Brick;Rock","36C10001","2022-03-21T00:00:00.000","2023-03-20T00:00:00.000","131-143 US Route 6
Port Jervis, NY 12771
(41.359931, -74.665779)"
"Plakos Scrap Processing Inc 771","771 East 95th Street",,"Brooklyn","NY","11236","Kings","2","7183850707","Madeline Felice","Private","Vehicle Dismantling Facility","[7081079]","Yes","592044","4500412",,,,,,"771 East 95th Street
Brooklyn, NY 11236
(40.650184, -73.910839)"
"National Waste Disposal Corp","9 Lincoln Ave",,"Bayshore","NY","11706","Suffolk","1","6312420300","National Waste Disposal Corp","Private","CDDHRF - permit","[52CP0352]","Yes","644821","4514666","4.3 - Utilization of Digital Orthophoto Quads",,,,,"9 Lincoln Ave
Bayshore, NY 11706
(40.770402, -73.285356)"
"Philipstown (T) Recycling Center","59 Lane Gate Road",,"Cold Spring","NY","10516","Putnam","3","8452655200","Town of Philipstown","Municipal","RHRF - greater than 5 tpd - registration","[40R20001]","Yes","590720","4592518",,"Single Stream;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal","40R20001","2022-03-03T00:00:00.000","2024-01-09T00:00:00.000","59 Lane Gate Road
Cold Spring, NY 10516
(41.427214, -73.919576)"
"Lake Luzerne Transfer Station","119 Towner Road",,"Lake Luzerne","NY","12846","Warren","5","5186962105","Town of Lake Luzerne","Municipal","Transfer facility - registration","[57T10005]","Yes","595068","4799281",,"Asphalt;MSW (Residential/Institutional & Commercial);Glass;Metals (Ferrous & Non-Ferrous);Construction & Demolition Debris;Wood (Brush/ Branches/ Trees/ Stumps);Yard Waste;Junk Mail;White Goods","57T10005","2018-11-16T00:00:00.000","2023-11-15T00:00:00.000","119 Towner Road
Lake Luzerne, NY 12846
(43.340454, -73.822182)"
"Montauk Transfer Station","365 Montauk Highway",,"Montauk","NY","11954","Suffolk","1","6316685813","Town of East Hampton","Municipal","Transfer facility - registration","[52T10274]","Yes","754258","4547024","4.3 - Utilization of Digital Orthophoto Quads","MSW (Residential/Institutional & Commercial);Yard Waste;Glass;White Goods;Waste Oil","52-0274","2019-04-16T00:00:00.000","2024-04-15T00:00:00.000","365 Montauk Highway
Montauk, NY 11954
(41.03073, -71.97303)"
"LBD Enterprises (V. Chittenango Biosolids)","Tag Rd.",,"Chittenango","NY","13037","Madison","7","3156873196","LBD Enterprises LLC","Private","Composting - biosolids/other - permit","[27PP0013]","Yes","434090","4772409",,,"7-2458-00004/00007","2020-05-07T00:00:00.000","2030-05-06T00:00:00.000",
"Boonville Transfer Site","13680 State Route 12",,"Boonville","NY","13309","Oneida","6","3159432055","Village of Boonville","Municipal","Transfer facility - registration","[33T10011]","Yes","473640","4816223",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Commingled Paper & Containers;Yard Waste;Corrugated Cardboard;Metals (Ferrous & Non-Ferrous);Commingled Plastics;Electronics","33T10011","2019-11-20T00:00:00.000","2024-11-19T00:00:00.000","13680 State Route 12
Boonville, NY 13309
(43.497238, -75.326756)"
"Repurposed Organics - Coon Farm","Pigeon Rd.",,"Westfield","NY","14787","Chautauqua","9","7162344026","Repurposed Organics; LLC","Private","Land application - UFPW - registration","[07A30002]","Yes","119323","4688487","1.1 - Obtained from original submission and unverified process","Non-recognizable Food Processing Waste","07A30002","2018-07-16T00:00:00.000","2023-07-16T00:00:00.000",
"Northampton Land Clearing Debris Landfill","Prospect Hill Cemetery","West Prospect St","Northville","NY","12134","Fulton","5","5188634040","Town of Northampton","Municipal","Landfill - land clearing debris","[18D07]","Yes","567009","4787114","4 - GIS Assisted","Wood (Brush/ Branches/ Trees/ Stumps)","18D07","2015-06-05T00:00:00.000",,
"M & B Auto Salvage LLC","112 DeKalb Road",,"Granville","NY","12832","Washington","5","5186423063","Mitch Barrett","Private","VDF - large - registration","[58V50008]","Yes","636498","4814319",,"End of Life Vehicles","58V50008","2019-01-16T00:00:00.000","2024-01-15T00:00:00.000","112 DeKalb Road
Granville, NY 12832
(43.46974, -73.313222)"
"Brisben Transfer Station","177 Coutermarsh Road",,"Oxford","NY","13830","Chenango","7","6076567718","Chenango County","County","Transfer facility - registration","[09T10008]","Yes","442555","4689142","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Emergency Authorization Waste (Storm Debris)","09T10018","2020-06-18T00:00:00.000","2024-02-20T00:00:00.000",
"Russo Recycling Company/Whip Realty Corp","248-12 Brookville Blvd",,"Rosedale","NY","11422","Queens","2","7187231111","Whip Realty Corp","Private","C&D processing - registration","[41W47]","Yes","606255","4499388","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Soil (Clean);Metals (Ferrous);Metals (Non-Ferrous);Rock","41W47",,,"248-12 Brookville Blvd
Rosedale, NY 11422
(40.638372, -73.741804)"
"Colton Transfer Station","73 Lenney Road",,"Colton (T)","NY","13625","St. Lawrence","6","3152622731","Town of Colton","Municipal","RHRF - 5 tpd or less - registration","[45R10010]","Yes","505330","4934246","4.1 - Address Matching","Single Stream","45R10010","2019-11-15T00:00:00.000","2024-11-14T00:00:00.000","73 Lenney Road
Colton (T), NY 13625
(44.562385, -74.932717)"
"LaMela Sanitation Service Inc","1118 Route 9W",,"Marlboro","NY","12542","Ulster","3","8452364222","LaMela Sanitation Service; Inc","Private","C&D processing - permit","[56T15]","Yes","585418","4605316",,"Concrete;Wood (Brush/ Branches/ Trees/ Stumps);Metals (Ferrous);Metals (Non-Ferrous);Construction & Demolition Debris;Paper / Cardboard;Waste Tires;Plastics","3-5136-00007/00002","2013-01-14T00:00:00.000","2018-02-07T00:00:00.000","1118 Route 9W
Marlboro, NY 12542
(41.595535, -73.976118)"
"Town of Clymer Transfer Station","8026 Route 474",,"Clymer","NY","14724","Chautauqua","9","7163559933","Town of Clymer","Municipal","RHRF - 5 tpd or less - registration","[07R10035]","Yes","120843","4665346","4.2 - Utilization of GIS and existing spatial data","Other Aluminum Scrap Metal;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal;Container Glass","07R10035","2018-12-12T00:00:00.000","2023-12-12T00:00:00.000","8026 Route 474
Clymer, NY 14724
(42.048358, -79.580714)"
"Suburban Septic and Excavating Service Inc","332 Main Street",,"Kirkwood","NY","13795","Broome","7","6077753693","Suburban Septic","Private","Transfer station - registration","[04R81]","Yes","433966","4654718",,"Portable Toilet Waste","04R81","2006-02-10T00:00:00.000",,"332 Main Street
Kirkwood, NY 13795
(42.041797, -75.797976)"
"Red Tail Ridge Winery","846 State Route 14",,"Penn Yan","NY","14527","Yates","8","3155364580","Mike Schnelle",,"Land application - UFPW - registration","[62A30005]","Yes","338458","4731924","1 - No accuracy stated","Non-recognizable Food Processing Waste","62L06",,"2015-07-19T00:00:00.000","846 State Route 14
Penn Yan, NY 14527
(42.721711, -76.973448)"
"Wolcott (T) Transfer","12681 Red Creek Road",,"Wolcott","NY","14590","Wayne","8","3155949431","Town of Wolcott","Municipal","Transfer facility - registration","[59T10008]","Yes","355230","4790790","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial);Waste Tires;Metals (Ferrous & Non-Ferrous);Construction & Demolition Debris","59T10008","2019-09-24T00:00:00.000","2024-09-23T00:00:00.000","12681 Red Creek Road
Wolcott, NY 14590
(43.255716, -76.783733)"
"MEG Syracuse","532 State Fair Boulevard",,"Syracuse","NY","13204","Onondaga","7","3154710305","Miller Environmental Group; Inc.","Private","Waste oil storage; reprocessing or rerefining facility","[34T75]","Yes","403577","4768168",,,"7-3115-00193/00009","2017-10-12T00:00:00.000","2027-10-11T00:00:00.000","532 State Fair Boulevard
Syracuse, NY 13204
(43.059524, -76.182665)"
"Port Jefferson Village Clean Fill","Old Homestead Road",,"Port Jefferson","NY","11777","Suffolk","1","6314734733","Village of Port Jefferson","Municipal","Landfill - Long Island - cleanfill < 2 acres","[52D43]","Yes","664006","4536339","4.2 - Utilization of GIS and existing spatial data","Land Clearing Debris;Brick;Concrete;Soil (Clean);Wood (Brush/ Branches/ Trees/ Stumps);Wood (Trees/Stumps)","1-4722-00871/00001","2012-12-12T00:00:00.000","2022-12-11T00:00:00.000",
"WMNY Review Transfer Station","38-22 Review Avenue",,"Long Island City","NY","11101","Queens","2","7187520323","Waste Management of NY; LLC","Private","Transfer station - permit","[41T23]","Yes","589812","4509615",,"MSW (Residential/Institutional & Commercial);Metals (Ferrous & Non-Ferrous)","2-6304-00029/00001","2017-11-03T00:00:00.000","2022-11-02T00:00:00.000","38-22 Review Avenue
Long Island City, NY 11101
(40.732127, -73.93577)"
"Carter's Trucking & Blacktopping Inc.","249 Salmon River Road",,"Schuyler Falls","NY","12985","Clinton","5","5185630303","Roland Carter","Private","CDDHRF - uncontaminated unadulterated wood - registration","[10C50003]","Yes","618148","4944044",,"Asphalt;Wood (Clean);Wood (Unadulterated Pallets);Sand","10C50003","2019-07-25T00:00:00.000","2024-07-25T00:00:00.000","249 Salmon River Road
Schuyler Falls, NY 12985
(44.640707, -73.510375)"
"Oneida-Herkimer Tannery Road Site","Tannery Road",,"Rome (C)","NY","13440","Oneida","6","3153391990","Oneida Herkimer SWMA","State","Landfill - land clearing debris","[33D11]","Yes","456973","4787207","4 - GIS Assisted",,"33D11","1999-07-15T00:00:00.000",,
"Robert Mazza Inc","8398 West Route 20",,"Westfield","NY","14787","Chautauqua","9","7167939463","Mazza Chautauqua Cellars; LLC","Private","Land application - UFPW - registration","[07A30001]","Yes","120500","4694354","4.2 - Utilization of GIS and existing spatial data","Non-recognizable Food Processing Waste","07A30001","2018-07-16T00:00:00.000","2023-07-16T00:00:00.000","8398 West Route 20
Westfield, NY 14787
(42.307588, -79.605718)"
"Ace Overseas Corp","1028 Long Island Ave",,"Deer Park","NY","11729","Suffolk","1","6316673331","Joseph Caputo","Private","VDF - large - registration","[52V50364]","Yes","642438","4514086","4.3 - Utilization of Digital Orthophoto Quads","End of Life Vehicles","52V50364","2021-11-08T00:00:00.000","2026-11-07T00:00:00.000","1028 Long Island Ave
Deer Park, NY 11729
(40.765719, -73.312262)"
"Perkins Recycling Corp.","299 Lower Warren Street",,"Queensbury","NY","12804","Warren","5","5187984041","Robert Perkins Jr.","Private","RHRF - greater than 5 tpd - registration","[57R20020]","Yes","613129","4796184",,"Plastic;Paperboard/Boxboard;Pulpable Fiber (paper)","57R20020","2021-11-10T00:00:00.000","2026-11-09T00:00:00.000","299 Lower Warren Street
Queensbury, NY 12804
(43.310735, -73.609076)"
"McGinnis Property Facility","8394 Lake Road",,"LeRoy","NY","14482","Genesee","8","5857686769","Thomas W. McGinnis","Private","CDDHRF - concrete rock brick - registration","[19W03]","Yes","257181","4765901",,,,,,"8394 Lake Road
LeRoy, NY 14482
(43.006745, -77.97883)"
"Johns Body Shop Chordas","7 Wayman Road",,"Binghamton","NY","13901","Broome","7",,"Christopher Chordas","Private","Vehicle Dismantling Facility","[7092065]","Yes","425812","4668452",,,,,,"7 Wayman Road
Binghamton, NY 13901
(42.163635, -75.897807)"
