"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.093502515966 29.969249609261)","959","3316 CANAL ST","AUDUBON ACUPUNCTURE AND HERBS",,"2013-02-14","3373 - PERSONAL CARE SERVICES, OTHER","285010","NEW ORLEANS","YIZHI ZHANG","LA",,"CANAL","3316","ST",,"70119","3673394.47176","536431.469383"
"POINT (-90.070324108734 29.949308896839)","8462","650 POYDRAS ST","GRACE & HEBERT ARCHITECTS","5045222050","2010-09-02","3353 - ARCHITECTURAL SERVICES","275442","NEW ORLEANS","GRACE & HEBERT ARCHITECTS, APAC","LA",,"POYDRAS","650","ST","SUITE 1110","70130","3680812.92642","529260.434689"
"POINT (-90.085976286132 29.968510933641)","9295","2728 CONTI ST","UMAIR CHAUDHARY",,"2017-03-15","2001 - TAXI SERVICE","276390","NEW ORLEANS","UMAIR CHAUDHARY","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.050449863246 29.977997166417)","9128","1941 ARTS ST","ART STREET, INC","504 583 8232","2017-08-23","2310 - AMUSEMENT/RECREATION INDUST, ALL OTH","278953","NEW ORLEANS","ART KLUB, INC","LA",,"ARTS","1941","ST",,"70117","3686989.76822","539762.456842"
"POINT (-90.004948199003 29.968309949921)","2964","2018 TRICOU ST","JAY 1 HOME CARE & INSPECTION  SERVICES","5042610659","2002-05-20","3358 - BUILDING INSPECTION SVCS","276388","NEW ORLEANS","LEPREE, JESSIE","LA",,"TRICOU","2018","ST",,"70117","3701435.57393","536403.980615"
"POINT (-90.015132146418 29.936965208139)","4815","3843 GENERAL MEYER AVE","THE LITTLE SCHOOLHOUSE","5049085569","2013-09-23","3366 - CHILD DAY CARE SERVICES","277992","NEW ORLEANS","THE LITTLE SCHOOLHOUSE CHILD DEVP. CTR. LLC","LA",,"GENERAL MEYER","3843","AVE",,"70114","3698342.34755","524968.706109"
"POINT (-90.011693584016 29.959811170683)","4691","6030 ST CLAUDE AVE","CANOPY PLANT COMPANY",,"2020-10-09","1124 - NURSERY & GARDEN CENTERS","274697","NEW ORLEANS","CANOPY PLANT COMPANY","LA",,"ST CLAUDE","6030","AVE",,"70117","3699335.55543","533288.829316"
"POINT (-90.064293532986 29.955276176225)","3703","501 DECATUR ST","PJ'S COFFEE OF NEW ORLEANS",,"2015-12-22","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","283940","NEW ORLEANS","DECATUR BREW LLC","LA",,"DECATUR","501","ST",,"70130","3682698.61692","531451.455555"
"POINT (-90.076989294557 29.951922709288)","10127","3336 BIENVILLE ST","NEYOW'S",,"2021-12-27","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","288736","NEW ORLEANS","NEYOW'S XL LLC","LA",,"BIENVILLE","3336","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.067736931761 29.954573486532)","2579","214 ROYAL ST","HOTEL MONTELEONE","5046814487","1975-01-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","275899","NEW ORLEANS","NEW HOTEL MONTELEONE LLC","LA",,"ROYAL","214","ST",,"70130","3681611.07157","531183.872066"
"POINT (-90.021077372322 30.015139911635)","3558","4501 DOWNMAN RD","METRO BY T-MOBILE",,"2013-08-14","3375 - CELLULAR & OTH WIRELESS TELECOMM","287855","NEW ORLEANS","CELL TOUCH LA, INC","LA",,"DOWNMAN","4501","RD","#B","70126","3696133.86979","553374.245143"
"POINT (-90.075956524367 29.938844599609)","1704","1515 ST CHARLES AVE","EVERSAINT SALON",,"2019-08-15","3338 - BEAUTY SALONS","284599","NEW ORLEANS","ELEMENT BEAUTY BAR LLC","LA",,"ST CHARLES","1515","AVE","STE 101","70130","3679071.04546","525435.617853"
"POINT (-90.076989294557 29.951922709288)","2951","200 4TH AVE S","BRIDGESTONE RETAIL OPERATIONS LLC","6159371000","2001-12-01","1130 - TIRE DEALERS","278700","NASHVILLE","BRIDGESTONE RETAIL OPERATIONS LLC 26000480","TN",,"4TH","200","AVE S","STE 100","37201","3678691.8167","530187.70942"
"POINT (-90.088943362268 29.949727990827)","7601","1201 S ROMAN ST","CHARTWELLS DINING SERVICE",,"2019-08-02","3312 - FOOD SERVICE CONTRACTORS","277449","NEW ORLEANS","CHARTWELLS CAFE","LA","S","ROMAN","1201","ST",,"70125","3674915.04245","529348.320449"
"POINT (-90.056380737211 29.966287540254)","4147","831 ELYSIAN FIELDS AVE","NFT GROUP, LLC",,"2018-08-31","3501 - SINGLE FAMILY HOUSING CONSTRUCTION","277364","NEW ORLEANS","NFT GROUP, LLC","LA",,"ELYSIAN FIELDS","831","AVE",,"70117","3685159.61378","535483.42791"
"POINT (-90.065513625191 29.951361285205)","3737","365 CANAL ST","SDT PRODUCTIONS",,"2015-05-08","3701 - ADVERTISING AGENCIES","288258","NEW ORLEANS","SDT PRODUCTIONS, LLC","LA",,"CANAL","365","ST","STE 2525","70130","3682328.02095","530023.581121"
"POINT (-90.043656801897 29.965067329839)","5650","3150 BURGUNDY ST","KENNY PAINTING & WATERPROOFING","5044028982","2007-06-15","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","281386","NEW ORLEANS","JAMES KENNY JR","LA",,"BURGUNDY","3150","ST",,"70117","3689193.24713","535084.83463"
"POINT (-90.074991157744 29.953550921348)","1552","234 LOYOLA AVE","LAURENIA","5046050414","2018-08-21","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","289270","NEW ORLEANS","PYTHIAN MARKET, LLC","LA",,"LOYOLA","234","AVE","STE 200","70112","3679318.05544","530786.730434"
"POINT (-90.067321926293 29.951344003058)","8319","114 MAGAZINE ST","BEST WEST ST CHRIS HOTEL","5045294541","2004-06-22","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","274407","NEW ORLEANS","114 MAGAZINE OPERATING COMPANY LLC","LA",,"MAGAZINE","114","ST",,"70130","3681755.46101","530010.965505"
"POINT (-89.924559331641 30.028508223556)","9031","4400 W POCHE CT","TRASH DOCTORS","5049139035","2015-06-16","0121 - RECYCLABLE MATERIAL WHLSRS","285002","NEW ORLEANS","TRASH DOCTORS,LLC","LA","W","POCHE","4400","CT",,"70129","3726618.34291","558598.10198"
"POINT (-90.076989294557 29.951922709288)","5362","11211 OLDE MINT HOUSE LN","BENTLY GRAHAM DESIGN","5048224554","1999-05-24","3345 - PROF/SCIENTIFIC/TECHNCL SVCS, ALL OTH","278849","TOMBALL","GRAHAM BENTLY           C/O GG HOWELL","TX",,"OLDE MINT HOUSE","11211","LN",,"77375","3678691.8167","530187.70942"
"POINT (-90.096166828371 29.966966618338)","1662","400 S NORMAN C FRANCIS PRKWY","GOODWYN MILLS CAWOOD, LLC",,"2021-08-18","3353 - ARCHITECTURAL SERVICES","279084","NEW ORLEANS","GOODWYN MILLS CAWOOD, LLC","LA","S","NORMAN C FRANCIS","400","PRKWY",,"70119","3672559.88475","535592.16871"
"POINT (-89.991731669705 30.018877990758)","7100","4658 DODT AVE","LADE VEE'S SWEET TREAT",,"2018-04-18","1212 - HOME BASED-OFFICE USE ONLY","291114","NEW ORLEANS","VALITA PETERS","LA",,"DODT","4658","AVE",,"70126","3705404.77067","554841.095896"
"POINT (-90.092492063567 29.964152801455)","4741","411 S DUPRE ST","GRENIER CONSERVATION LLC",,"2020-11-06","4001 - MGMT CONSULTING SVCS, OTHER","278415","NEW ORLEANS","GRENIER CONSERVATION LLC","LA","S","DUPRE","411","ST",,"70119","3673734.46254","534581.538437"
"POINT (-90.12746777686 29.949733311185)","7124","1506 S CARROLLTON AVE","CHILANGOS BAR & GRILL",,"2019-09-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","279264","NEW ORLEANS","CHILANGOS BAR & GRILL INC","LA","S","CARROLLTON AVE","1506",,,"70118","3662715.36954","529219.816769"
"POINT (-90.09146872645 29.926458570427)","5742","3434 PRYTANIA ST","CRESCENT CITY PHYSICIANS","5048977794","2007-07-01","3361 - OFFICE OF PHYSICIAN(EX MENTAL HEALTH)","284725","NEW ORLEANS","CRESCENT CITY PHYSICIANS, INC","LA",,"PRYTANIA","3434","ST","110","70115","3674207.03572","520878.027769"
"POINT (-90.02121554193 30.010772352429)","6553","3908 DOWNMAN RD","JOE DIRT CARWASH",,"2016-11-21","2023 - CAR WASHES","286293","NEW ORLEANS","CLOTHESLINE LAUNDROMAT INC.","LA",,"DOWNMAN","3908","RD",,"70126","3696108.33117","551785.532758"
"POINT (-90.077471411872 29.938105214864)","7863","1634 EUTERPE ST","PETER GRECO",,"1990-01-01","2001 - TAXI SERVICE","275465","NEW ORLEANS","GRECO, PETE","LA",,"EUTERPE","1634","ST",,"70130","3678594.21691","525161.489085"
"POINT (-90.073284729427 29.942817435183)","220","1055 ST CHARLES AVE","EDMUNDSON MANAGEMENT CO.","5045257423","1995-08-01","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","282205","NEW ORLEANS","EDMUNDSON MANAGEMENT CO., INC","LA",,"ST CHARLES","1055","AVE","STE.#210","70130-5829","3679901.33423","526889.580094"
"POINT (-90.020888764626 30.014465683251)","4308","4401 DOWNMAN RD","TOM'S PLUMBING & HEATING CO",,"1984-11-07","0802 - PLUMBING, HEATING & A/C CONTRACTORS","286922","NEW ORLEANS","HONEMAN, THOMAS","LA",,"DOWNMAN","4401","RD","A","70126","3696196.36515","553129.753367"
"POINT (-90.10786074564 29.920201032731)","346","4864 MAGAZINE ST","CHARLOTTE WILLIAMSON SALON","5042699977","1998-04-04","3338 - BEAUTY SALONS","282761","NEW ORLEANS","CHARLOTTE WILLIAMSON LLC","LA",,"MAGAZINE","4864","ST",,"70115","3669039.25108","518546.657207"
"POINT (-90.128881051566 29.941515794285)","4690","7611 MAPLE ST","CHEERY BOMB HAIR SALON LLC",,"2020-10-06","3338 - BEAUTY SALONS","278997","NEW ORLEANS","CHEERY BOMB HAIR SALON LLC","LA",,"MAPLE","7611","ST",,"70118","3662299.23309","526226.905278"
"POINT (-90.11378589186 29.936856424736)","129","2306 WIRTH PL","COINMACH CORP","2152383374","1990-12-31","2019 - COIN-OPERATED LAUNDRIES/DRY CLEANERS","289413","NEW ORLEANS","SOLON AUTOMATED SERVICES","LA",,"WIRTH","2306","PL",,"70115-6568","3667097.89889","524583.149948"
"POINT (-90.063293825977 29.94773526893)","2949","2 POYDRAS ST","PRESENTATION SERVICES #4117 & 6117","3129243237","1999-07-01","3207 - MOTION PICTURE & VIDEO PRODUCTION","284107","NEW ORLEANS","AUDIO VISUAL SERVICES GROUP, INC","LA",,"POYDRAS","2","ST",,"70130","3683045.57205","528712.8144"
"POINT (-90.112968619562 29.949654142141)","8937","27 VERSAILLES BLVD","RIVER BEND STRATEGIES",,"2014-12-16","3380 - MARKETING CONSULTING SVCS","282955","NEW ORLEANS","RIVER BEND STRATEGIES, LLC","LA",,"VERSAILLES","27","BLVD",,"70125","3667307.17665","529239.638721"
"POINT (-90.108637212071 29.980474852389)","5319","4905 CANAL ST","BEACHCORNER LOUNGE","5044887357","1998-04-16","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","282878","NEW ORLEANS","BEACHCORNER INC","LA",,"CANAL","4905","ST",,"70119","3668559.03028","540461.875531"
"POINT (-90.109168934256 29.942054293275)","1467","3017 JEFFERSON AVE","POMPOM MCGILL'S",,"2018-06-18","1212 - HOME BASED-OFFICE USE ONLY","281447","NEW ORLEANS","POMPOM MCGILL'S","LA",,"JEFFERSON","3017","AVE",,"70125","3668539.96167","526488.882238"
"POINT (-90.062764533542 29.94853775976)","8886","1 POYDRAS ST","JOHNSTON & MURPHY FACTORY #2029",,"2014-05-22","1128 - CLOTHING STORES, OTHER","284951","NEW ORLEANS","MATTHEW JOHNSTON","LA",,"POYDRAS","1","ST","156","70130","3683209.95157","529006.487168"
"POINT (-90.101881270607 29.938853259542)","2976","2827 GENERAL PERSHING ST","NEW MILLENNIA BUSSINESS SERVICE","5048958139","2008-01-08","3347 - TAX PREPARATION SERVICES","282401","NEW ORLEANS","NEW MILLENNIA BUSSINESS SERVICE, LLC","LA",,"GENERAL PERSHING","2827","ST",,"70115","3670860.45659","525349.598141"
"POINT (-90.077471411872 29.938105214864)","5702","1634 EUTERPE ST","PRIYA TRANSPORTATION","3104256563","2009-11-05","2001 - TAXI SERVICE","274980","NEW ORLEANS","PRIYA TRANSPORTATION, LLC","LA",,"EUTERPE","1634","ST",,"70119","3678594.21691","525161.489085"
"POINT (-90.10064316628 29.97397470981)","3592","4036 CANAL ST","PHYSICIANS TOTAL REHABILITATION","5043092362","2011-01-01","3361 - OFFICE OF PHYSICIAN(EX MENTAL HEALTH)","289628","NEW ORLEANS","PHYSICIAN TOTAL REHABILITATION, LLC","LA",,"CANAL","4036","ST",,"70119","3671115.17863","538125.307145"
"POINT (-90.066466165503 30.020802522214)","6226","6077 WILTON DR","SUPREME SOURCE",,"2015-02-18","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","286560","NEW ORLEANS","SUPREME SOURCE, LLC","LA",,"WILTON","6077","DR",,"70122","3681747.19612","555271.741209"
"POINT (-90.058902201606 29.966529397877)","2389","2001 BURGUNDY ST","THE RUBY SLIPPER CAFE",,"2012-11-16","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","275447","NEW ORLEANS","THE RUBY SLIPPER CAFE, LLC","LA",,"BURGUNDY","2001","ST",,"70116","3684360.29167","535562.48807"
"POINT (-90.061503147225 29.958536485111)","6901","509 DUMAINE ST","NEWTONS HOT & COLD",,"2018-01-03","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","289612","NEW ORLEANS","MATTHEW CONDON & NEWTON","LA",,"DUMAINE","509","ST",,"70116","3683569.04514","532646.81978"
"POINT (-90.085976286132 29.968510933641)","6902","2728 CONTI ST","FATIH KALIC",,"2018-01-03","2001 - TAXI SERVICE","274380","NEW ORLEANS","FATIH KALIC","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.076989294557 29.951922709288)","6563","217 BOURBON  ST","BOURBON STREET DRINKERY","7138055988","2017-05-17","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","275414","NEW ORLEANS","217 BOURBON, LLC","LA",,"BOURBON  ST","217",,,"70130","3678691.8167","530187.70942"
"POINT (-90.052441842453 29.968696145549)","8678","2372 ST CLAUDE AVE","SOLACE CHATEAU","5046564284","2013-03-08","0182 - OFFICES OF MENTAL HEALTH PRACTIT, OTH","280599","NEW ORLEANS","SOLACE CHATEAU, LLC","LA",,"ST CLAUDE","2372","AVE","STE 220","70117","3686396.95228","536373.205191"
"POINT (-89.93436183933 30.044973328553)","2010","5691 RED MAPLE DR","CHANGING LANES TRANSPORTATION","5047588804","2019-06-26","2005 - CHARTER BUS INDUSTRY","286457","NEW ORLEANS","CHANGING LANES TRANSPORTATION,LLC","LA",,"RED MAPLE","5691","DR",,"70129","3723443.55635","564547.409761"
"POINT (-90.112408563278 29.916912903313)","9658","514 BELLECASTLE ST","MY HOUSE EVENTS",,"2020-06-10","1212 - HOME BASED-OFFICE USE ONLY","287041","NEW ORLEANS","BARRIE SCHWARTZ ENTERPRISES LLC","LA",,"BELLECASTLE","514","ST",,"70115","3667611.39258","517335.594613"
"POINT (-90.065338332795 29.96422422151)","1517","1119 N RAMPART ST","FRENCH QUARTER SUITES",,"2018-11-14","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","276328","NEW ORLEANS","RAMPART HOTEL VENTURES, LLC","LA","N","RAMPART","1119","ST",,"70116","3682331.76936","534701.63239"
"POINT (-90.085976286132 29.968510933641)","1511","2728 CONTI ST","SUSANTA MODAK",,"2018-10-30","2001 - TAXI SERVICE","280491","NEW ORLEANS","SUSANTA MODAK","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.075200831425 29.937195016735)","6084","1625 PRYTANIA ST","THE QUEEN ANNE HOTEL","5045240427","1999-10-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","276739","NEW ORLEANS","PRYTANIA PARK HOTEL, LTD","LA",,"PRYTANIA","1625","ST",,"70130","3679316.96482","524838.397116"
"POINT (-90.074203911509 29.944196605569)","2216","818 HOWARD AVE","THE HAWTHORNE AGENCY","5044886100","2008-10-01","3379 - PUBLIC RELATIONS AGENCIES","289572","NEW ORLEANS","THE HAWTHORNE AGENCY INC","LA",,"HOWARD","818","AVE","300","70113","3679604.72386","527387.896639"
"POINT (-90.079525400227 29.975007052235)","6880","1155 N BROAD ST","METRO BY T-MOBILE",,"2017-10-17","3375 - CELLULAR & OTH WIRELESS TELECOMM","287825","NEW ORLEANS","CELL TOUCH LA INC","LA","N","BROAD","1155","ST",,"70119","3677796.86664","538573.247689"
"POINT (-90.105958268069 30.00481430682)","4649","787 HARRISON AVE","THE BARRE CODE",,"2020-05-28","3334 - FITNESS & RECREATIONAL SPORTS CTRS","278805","NEW ORLEANS","BELLINA BARRE, L.L.C.","LA",,"HARRISON","787","AVE",,"70124","3669312.3129","549321.749971"
"POINT (-90.048507856937 29.983174119786)","205","2439 FRANKLIN AVE","CONLAY & CONLAY ATTY AT LAW",,"1997-01-01","3382 - LAWYERS","278066","NEW ORLEANS","CONLAY & CONLAY ATTY AT LAW","LA",,"FRANKLIN","2439","AVE",,"70117","3687583.46326","541651.879244"
"POINT (-90.022753761173 30.008977367206)","5699","5690 CHEF MENTEUR HWY","NEW ORLEANS DEPOT","5042426009","2006-06-13","2015 - GENERAL WAREHOUSING & STORAGE","279410","NEW ORLEANS","NEW ORLEANS DEPOT INC","LA",,"CHEF MENTEUR","5690","HWY",,"70126","3695628.98614","551127.236885"
"POINT (-90.069639715778 29.953868047271)","3844","739 CANAL ST","PSAV PRESENTATION SERVICES #2015",,"2015-11-06","1901 - COMP/COMP PERIPH EQUIP & SFTWR WHLSRS","284103","NEW ORLEANS","PSAV PRESENTATION SERVICES #2015","LA",,"CANAL","739","ST",,"70130","3681011.37141","530920.698434"
"POINT (-90.097829426666 29.920984446967)","5050","4038 MAGAZINE ST","NEAL AUCTION CO INC",,"1984-06-07","1706 - HOME FURNISHING WHLSRS","280640","NEW ORLEANS","ALFORD, PHILIP B        ALFORD, PHILIP B","LA",,"MAGAZINE","4038","ST",,"70115-2749","3672213.76839","518865.658231"
"POINT (-90.068032377405 29.945756361284)","5766","430 NOTRE DAME ST","LATTER & BLUM, INC - REALTORS",,"2008-02-27","0501 - REAL ESTATE AGENTS AND BROKERS","284550","NEW ORLEANS","LATTER & BLUM, INC - REALTORS","LA",,"NOTRE DAME","430","ST",,"70130","3681552.92207","527976.610175"
"POINT (-90.071185209525 29.949925584803)","8654","701 POYDRAS ST","AMERIPRISE FINANCIAL","6126712390","2010-05-17","3352 - INVESTMENT ADVICE","284333","NEW ORLEANS","CHARLES L SIMMONS","LA",,"POYDRAS","701","ST","STE 112","70112","3680537.7684","529481.680385"
"POINT (-90.084613691878 29.926133702797)","17","2906 CAMP ST","FRAN A SWAN BCSW","5048955551","1991-04-02","0182 - OFFICES OF MENTAL HEALTH PRACTIT, OTH","278694","NEW ORLEANS","SWAN,FRANCES A","LA",,"CAMP","2906","ST",,"70115-2204","3676379.63144","520783.492153"
"POINT (-90.076989294557 29.951922709288)","7330","6 EAST THIRD ST","PROFESSIONAL CONST SERV INC","5042418001","1976-01-01","0315 - COMMERCIAL/INSTITUTIONAL BLDG CONSTRU","277263","KENNER","PROFESSIONAL CONST SERV","LA","EAST","THIRD","6","ST",,"70062","3678691.8167","530187.70942"
"POINT (-90.066233855059 29.947261898885)","434","300 LAFAYETTE ST","SIZELER ARCHITECTS REGIONAL   DESIGN GROUP LLC","5045236472","2002-05-23","3353 - ARCHITECTURAL SERVICES","284617","NEW ORLEANS","SIZELER ARCHITECTS REGIODESIGN","LA",,"LAFAYETTE","300","ST","200","70130","3682116.43228","528530.37216"
"POINT (-90.062084111083 29.973403046773)","4908","1739 N CLAIBORNE AVE","MY RIDDIM LOUNGE",,"2015-06-03","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","283430","NEW ORLEANS","VALENCIA CARLIN","LA","N","CLAIBORNE","1739","AVE",,"70116","3683325.10927","538050.812041"
"POINT (-90.076989294557 29.951922709288)","2967","3300 BIENVILLE ST","N O TRANSPORATION GROUP LLC","5049486635","2002-01-01","2004 - TRANSIT/GROUND PASSNGR TRANS, ALL OTH","274540","NEW ORLEANS","N O TRANSPORATION GROUP","LA",,"BIENVILLE","3300","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.12278945335 29.935428843597)","2584","6823 ST CHARLES AVE","TU TECH",,"1975-01-01","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","283575","NEW ORLEANS","REILY CENTER RECREATION  SWIMMING POOL","LA",,"ST CHARLES","6823","AVE","W","70118","3664251.8256","524033.789948"
"POINT (-90.058015757629 29.960707650073)","8997","1200 N PETERS ST","EDUARDO ALVELO-FLEA MARKET","5048586434","2014-05-23","0151 - FLEA MARKET","278021","NEW ORLEANS","EDUARDO ALVELO","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.076989294557 29.951922709288)","677","2728-32 CONTI ST","AMERICAN EAGLE","5043447918","2010-01-05","2001 - TAXI SERVICE","276305","NEW ORLEANS","AMERICAN EAGLE LLC","LA",,"CONTI","2728-32","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.056390568173 29.968476245001)","3213","2200 ST CLAUDE AVE","THE ATHLETIC'S FOOT","5043683395","2007-05-03","1115 - SHOE STORES","279796","NEW ORLEANS","M & L ATHELETIC INC","LA",,"ST CLAUDE","2200","AVE",,"70117","3685147.63151","536279.287111"
"POINT (-90.058015757629 29.960707650073)","4377","1235 N PETERS ST","ELM GRAY CREATES",,"2021-03-09","0151 - FLEA MARKET","277968","NEW ORLEANS","ELEANOR M GRAY","LA","N","PETERS","1235","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.069988912638 29.952153906983)","1728","201 ST CHARLES AVE","THE HELIS FOUNDATION",,"2020-09-17","2026 - GRANTMAKING FOUNDATIONS","281061","NEW ORLEANS","THE HELIS FOUNDATION","LA",,"ST CHARLES","201","AVE","2600","70170","3680907.66773","530296.154625"
"POINT (-90.060230645564 29.959761098082)","4279","1035 DECATUR ST","TOAST",,"2018-10-12","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","280594","NEW ORLEANS","FRENCH TOAST LLC","LA",,"DECATUR","1035","ST",,"70116","3683967.02729","533096.608644"
"POINT (-90.07997100056 29.952695073215)","4993","1615 POYDRAS ST","PROFESSIONAL SECURITY CORPORATION",,"2016-04-06","3802 - SECURITY GUARDS & PATROL SERVICES","277022","NEW ORLEANS","PROFESSIONAL SECURITY CORPORATION","LA",,"POYDRAS","1615","ST","900","70112","3677744.54139","530458.22925"
"POINT (-90.113313916052 29.946797134461)","6416","3117 CALHOUN ST","PAPA JOHN'S #622",,"2016-09-16","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","287546","NEW ORLEANS","PJ OPS LOUISIANA,LLC","LA",,"CALHOUN","3117","ST",,"70125","3667208.89204","528199.557952"
"POINT (-90.076989294557 29.951922709288)","4620","1634 EUTERPE","DONALD MORGAN","5042530053","2022-06-27","2003 - LIMOUSINE SERVICE","291531","NEW ORLEANS","DONALD MORGAN","LA",,"EUTERPE","1634",,,"70130","3678691.8167","530187.70942"
"POINT (-90.116842168364 29.926094699773)","2577","1300 ARABELLA ST","PRYTANIA LIQUOR STORE INC","5048995001","1975-01-01","1110 - BEER, WINE & LIQUOR STORES","282722","NEW ORLEANS","PRYTANIA LIQUOR STORE   INC","LA",,"ARABELLA","1300","ST",,"70115","3666171.47905","520659.496185"
"POINT (-90.016570296367 29.92027328558)","8770","3501 HOLIDAY DR","JOE BLAKK INCOME TAX SERVICE","5043687274","2011-04-28","3347 - TAX PREPARATION SERVICES","279724","NEW ORLEANS","JOE BLAKK INCOME TAX SERVICE","LA",,"HOLIDAY","3501","DR","STE 318","70114","3697956.62122","518893.724407"
