"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"4810 Sandalwood Street",,"Read Blvd West","2523025","E",,,,"429-494-0186",,"30.0231405421","-89.9702458691",,"(30.0231405421, -89.9702458691)"
,,"Viavant","2513025","E",,,,"444-496-0040",,"30.0278701586","-89.9272811653",,"(30.0278701586, -89.9272811653)"
"3634 Laurel Street",,"East Riverside","2504796","B",,,,"393-456-0171",,"29.9197872762","-90.0918365525",,"(29.9197872762, -90.0918365525)"
"4221 South Carrollton Avenue","2020-11-10T00:00:00.000","Mid City","2509446","A","PWD3711","311Case",,"387-476-9015","41539","29.970211","-90.10541959","Inaccessible","(29.970211, -90.10541959)"
"4815 Nottingham Drive","2020-03-19T00:00:00.000","Read Blvd East","2523259","E","PWD3719","311Case","30","435-496-0203","35899","30.0250564429","-89.9569769543","Cleaned","(30.0250564429, -89.9569769543)"
"4945 Pentland Drive",,"Read Blvd East","2523341","E",,,,"435-496-0406",,"30.0277842647","-89.9496564591",,"(30.0277842647, -89.9496564591)"
"1200 North Tonti Street","2017-10-11T00:00:00.000","Treme-Lafitte","2511529","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-476-0521","5119","29.9721687692","-90.0758575527","Cleaned","(29.9721687692, -90.0758575527)"
,"2018-08-28T00:00:00.000","West Lake Forest","2526999","E","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","423-496-0127","25278","30.0268316097","-89.9917626186","Cleaned","(30.0268316097, -89.9917626186)"
,"2020-08-05T00:00:00.000",,"2524347","A","PWD3711","311Case","20","390-492-0150","39439","30.0186057854","-90.0968466419","Cleaned","(30.0186057854, -90.0968466419)"
,,"Village De Lest","2527325","E",,,,"441-498-0056",,"30.0291324746","-89.9352135342",,"(30.0291324746, -89.9352135342)"
"2530 Chelsea Drive",,"Old Aurora","2517511","C",,,,"423-460-0144",,"29.9280241339","-89.9962929164",,"(29.9280241339, -89.9962929164)"
"3235 Camp Street","2017-11-16T00:00:00.000","Garden District","2504909","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-458-0596","10925","29.9243925469","-90.0880747094","Cleaned","(29.9243925469, -90.0880747094)"
"2438 Bell Street","2021-04-15T00:00:00.000","Seventh Ward","2529898","D","PWD3719","311Case","30","396-478-0634","42756","29.9755677161","-90.0763449204","Cleaned","(29.9755677161, -90.0763449204)"
"4826 Bright Drive",,"Read Blvd East","2522994","E",,,,"435-496-0223",,"30.0250905341","-89.9587699154",,"(30.0250905341, -89.9587699154)"
"1931 River Oaks Drive","2020-09-09T00:00:00.000","Old Aurora","2517439","C","PWD3719","311Case","30","420-462-0122","40133","29.9330194218","-90.004737683","Cleaned","(29.9330194218, -90.004737683)"
,,"Tall Timbers-Brechtel","2561991","C",,,,"408-460-0103",,"29.9303356358","-90.0370492466",,"(29.9303356358, -90.0370492466)"
,,"Read Blvd East","2527034","E",,,,"435-500-0142",,"30.0394433397","-89.9536470376",,"(30.0394433397, -89.9536470376)"
"4900 Michoud Boulevard",,"Village De Lest","2513042","E",,,,"444-500-0128",,"30.0352862896","-89.9298254295",,"(30.0352862896, -89.9298254295)"
"11433 North Easterlyn Circle",,"Read Blvd East","2526380","E",,,,"435-500-0176",,"30.0356266621","-89.9497052944",,"(30.0356266621, -89.9497052944)"
"939 Saint Andrew Street",,"St. Thomas Development","2505653","B",,,,"396-460-0658",,"29.9301102126","-90.073768536",,"(29.9301102126, -90.073768536)"
"7830 South Coronet Court","2019-03-18T00:00:00.000","West Lake Forest","2522339","E","PWD3714","General Maintenance",,"420-496-0245","28752","30.0257888238","-89.9985954044","Cleaned","(30.0257888238, -89.9985954044)"
"1225 L. B. Landry Avenue","2022-02-15T00:00:00.000","Whitney","2516281","C","PWD3718","311Case","15","408-466-0278","45766","29.9424309112","-90.0411329086","Cleaned","(29.9424309112, -90.0411329086)"
"3301 Florence Avenue",,"Tall Timbers-Brechtel","2516750","C",,,,"411-460-0146",,"29.9286560436","-90.0326901217",,"(29.9286560436, -90.0326901217)"
,,"Behrman","2526106","C",,,,"408-460-9030",,"29.9306925987","-90.0380719653",,"(29.9306925987, -90.0380719653)"
"2235 Palmer Avenue","2017-11-16T00:00:00.000","Audubon","2500878","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-464-0488","10789","29.9386271707","-90.1164535306","Cleaned","(29.9386271707, -90.1164535306)"
"1339 Clouet Street","2017-10-07T00:00:00.000","St. Claude","2514606","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-476-0365","4860","29.9695899891","-90.0434488595","Cleaned","(29.9695899891, -90.0434488595)"
"1134 Camp Street","2020-04-02T00:00:00.000","Central City","2525698","B","PWD3698","311Case","30","399-464-0580","36890","29.9404293197","-90.0718091308","Cleaned","(29.9404293197, -90.0718091308)"
"1119 Saint Mary Street","2019-07-24T00:00:00.000","Lower Garden District","2505646","B","Pothole Truck","Blocked",,"396-462-0686","31645","29.932000304","-90.0742218499","Inaccessible","(29.932000304, -90.0742218499)"
"7450 Pitt Street","2020-09-22T00:00:00.000","Black Pearl","2501112","A","PWD3713","311Case","25","378-462-0155","40543","29.9345757458","-90.1331160103","Cleaned","(29.9345757458, -90.1331160103)"
"14302 Peltier Drive",,"Village De Lest","2512835","E",,,,"447-500-0065",,"30.0382459615","-89.914019215",,"(30.0382459615, -89.914019215)"
,,"Lake Terrace and Oaks","2527639","D",,,,"399-496-9054",,"30.0271650132","-90.0677313463",,"(30.0271650132, -90.0677313463)"
,,"Pontchartrain Park","2519417","D",,,,"405-496-9051",,"30.029455198","-90.0447989",,"(30.029455198, -90.0447989)"
"3444 Seine Street",,"Tall Timbers-Brechtel","2517179","C",,,,"414-458-0302",,"29.9220577843","-90.0200269656",,"(29.9220577843, -90.0200269656)"
,,"Read Blvd East","2518572","E",,,,"438-496-0054",,"30.0255362231","-89.945122812",,"(30.0255362231, -89.945122812)"
"1440 Arts Street","2018-08-02T00:00:00.000","St. Roch South","2514279","C","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","405-476-9010","24753","29.9729677902","-90.0502911091","Cleaned","(29.9729677902, -90.0502911091)"
"1200 L. B. Landry Avenue","2020-01-11T00:00:00.000","Whitney","2516308","C","PWD3711","SpecialEvent","0","408-466-0283","35182","29.9422792623","-90.0408690269","Cleaned","(29.9422792623, -90.0408690269)"
"4036 Vincennes Place","2020-04-01T00:00:00.000","Marlyville-Fontainebleau","2501522","B","PWD3718","GeneralMaintenance",,"387-468-0837","36827","29.9528989063","-90.1091224377","Cleaned","(29.9528989063, -90.1091224377)"
"4314 Laine Avenue",,"Plum Orchard","2518616","E",,,,"423-492-0277",,"30.0145067238","-89.9901293833",,"(30.0145067238, -89.9901293833)"
"301 North Carrollton Avenue","2021-02-08T00:00:00.000","Mid City","2525670","A","PWD3714","311Case","25","390-478-0403","42077","29.9763353033","-90.09911402","Cleaned","(29.9763353033, -90.09911402)"
"1843 France Street","2017-09-30T00:00:00.000","St. Claude","2515133","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-476-0447","4460","29.9733273131","-90.0309288594","Cleaned","(29.9733273131, -90.0309288594)"
"4929 Bonita Drive",,"Plum Orchard","2522490","E",,,,"423-494-0183",,"30.0227454992","-89.9948560594",,"(30.0227454992, -89.9948560594)"
"1101 South Peters Street",,"Lower Garden District","2505942","B",,,,"399-464-0806",,"29.9406638084","-90.0658001685",,"(29.9406638084, -90.0658001685)"
"2948 Memorial Park Drive",,"TALL TIMBERS-BRECHTEL","2517113","C",,,,"411-458-9066",,"29.92335153","-90.02862483",,"(29.92335153, -90.02862483)"
"601 Slidell Street","2019-12-09T00:00:00.000","McDonogh","2515853","C","PWD3714","GeneralMaintenance","30","405-468-0539","34675","29.9477088553","-90.0502698753","Cleaned","(29.9477088553, -90.0502698753)"
"440 Eliza Street",,"Algiers Point","2516013","C",,,,"405-468-0480",,"29.9506813134","-90.051250249",,"(29.9506813134, -90.051250249)"
"4851 Francis Drive","2020-11-02T00:00:00.000","Pines Village","2518478","D","PWD3640","Emergency","15","417-494-0134","41381","30.0195746125","-90.0145029203","Cleaned","(30.0195746125, -90.0145029203)"
,"2020-02-05T00:00:00.000","Read Blvd East","2559528","E","PWD3698","GeneralMaintenance","30","432-498-0054","36017","30.0332944153","-89.9649596819","Cleaned","(30.0332944153, -89.9649596819)"
"6136 Painters Street","2017-11-06T00:00:00.000","Milneburg","2520047","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-494-0344","8877","30.02226671","-90.0530263304","Cleaned","(30.02226671, -90.0530263304)"
"1510 Poland Avenue",,"Bywater","2515311","D",,,,"411-474-0267",,"29.9690762092","-90.030325181",,"(29.9690762092, -90.030325181)"
"7467 Horizon Drive",,"Village De Lest","2512701","E",,,,"444-508-0119",,"30.0586394737","-89.9276194261",,"(30.0586394737, -89.9276194261)"
"6315 Essex Court",,"Old Aurora","2517879","C",,,,"426-456-0203",,"29.9162139231","-89.9873334479",,"(29.9162139231, -89.9873334479)"
"2140 Florida Avenue","2017-10-06T00:00:00.000","St. Roch South","2521840","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-480-0392","4781","29.9855077368","-90.0594550705","Cleaned","(29.9855077368, -90.0594550705)"
,"2019-12-11T00:00:00.000","West Lake Forest","2559016","E","PWD3698","GeneralMaintenance","30","429-498-0092","34773","30.0299694866","-89.9711238702","Cleaned","(30.0299694866, -89.9711238702)"
"2139 Elysian Fields Avenue","2017-09-26T00:00:00.000","St. Roch South","2513486","D","DPW - Vac Crew","General Maintenance",,"402-478-0561","21382","29.9796886452","-90.0571097844","Cleaned","(29.9796886452, -90.0571097844)"
"835 Tchoupitoulas Street","2019-07-24T00:00:00.000","Lower Garden District","2505895","B","Pothole Truck",,,"399-466-0681","31674","29.9441633436","-90.0675959529","Inspected","(29.9441633436, -90.0675959529)"
"2243 Andry Street","2017-11-03T00:00:00.000","Lower Ninth Ward Northwest","2515596","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"417-476-0254","8471","29.9739720897","-90.014280592","Cleaned","(29.9739720897, -90.014280592)"
"49016 Pauline Street","2017-09-22T00:00:00.000","Florida Area","2513735","D","DPW - Vac Crew","General Maintenance",,"411-478-0302","21510","29.9774846193","-90.0342458284","Cleaned","(29.9774846193, -90.0342458284)"
"4802 Shalimar Drive",,"Pines Village","2521290","D",,,,"414-492-0229",,"30.0181838765","-90.0179055399",,"(30.0181838765, -90.0179055399)"
"6 Richmond Place","2017-02-23T00:00:00.000","Audubon","2501662","A","DPW - Vac Crew","General Maintenance",,"384-462-0449","232","29.934183811","-90.1157628578","Cleaned","(29.934183811, -90.1157628578)"
"5101 MacArthur Boulevard","2021-11-11T00:00:00.000","Old Aurora","2517610","C","Contractor - Wingate","Hurricane Ida",,"420-458-0330","45057","29.9231516238","-90.0016548366","Inspected","(29.9231516238, -90.0016548366)"
"4782 Eunice Drive",,"Read Blvd West","2522878","E",,,,"429-494-0342",,"30.0221407652","-89.9755864975",,"(30.0221407652, -89.9755864975)"
"1973 Murl Street",,"Behrman","2516697","C",,,,"414-462-0180",,"29.9325377349","-90.0249169994",,"(29.9325377349, -90.0249169994)"
"4672 Dodt Avenue",,"Plum Orchard","2522212","E",,,,"423-494-0269",,"30.0193587535","-89.9917035433",,"(30.0193587535, -89.9917035433)"
"245 Hendee Street",,"U.S. Naval Base","2524803","C",,,,"408-468-0307",,"29.9528104352","-90.0381613204",,"(29.9528104352, -90.0381613204)"
"1420 Lauradale Drive",,"Behrman","2516608","C",,,,"411-464-0173",,"29.9399231042","-90.0325531512",,"(29.9399231042, -90.0325531512)"
"2203 Saint Charles Avenue","2019-04-05T00:00:00.000","Central City","2504957","B","Pothole Truck","GeneralMaintenance",,"396-462-0393","31095","29.9340833274","-90.0808992421","Inspected","(29.9340833274, -90.0808992421)"
"2202 Filmore Avenue","2017-11-03T00:00:00.000","Gentilly Terrace","2519852","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-490-0560","8428","30.0123609925","-90.0598930405","Cleaned","(30.0123609925, -90.0598930405)"
"419 Fern Street",,"Black Pearl","2500801","A",,,,"378-464-9001",,"29.940638807216","-90.1337189148338",,"(29.940638807216, -90.1337189148338)"
"2601 Governor Nicholls Street","2020-05-22T00:00:00.000","Treme-Lafitte","2511451","D","PWD3713","311Case","30","396-476-0464","38208","29.9737906118","-90.0782173902","Cleaned","(29.9737906118, -90.0782173902)"
"501 Washington Avenue",,"Irish Channel","2506125","B",,,,"396-458-0388",,"29.9210826841","-90.0784044641",,"(29.9210826841, -90.0784044641)"
"4242 Maple Leaf Drive",,"Old Aurora","2517937","C",,,,"423-454-0218",,"29.9100833201","-89.9896662426",,"(29.9100833201, -89.9896662426)"
,,"Read Blvd East","2518572","E",,,,"438-498-0039",,"30.0308535113","-89.9401363915",,"(30.0308535113, -89.9401363915)"
"628 Homer Street",,"McDonogh","2515855","C",,,,"405-466-0394",,"29.9466797677","-90.0495258939",,"(29.9466797677, -90.0495258939)"
"420 Thayer Street",,"Whitney","2514993","C",,,,"408-468-0339",,"29.9513033371","-90.042815439",,"(29.9513033371, -90.042815439)"
"636 Seguin Street","2019-05-29T00:00:00.000","Algiers Point","2516012","C","PWD3711","GeneralMaintenance",,"405-468-0485","29933","29.9495130411","-90.0512756725","Inaccessible","(29.9495130411, -90.0512756725)"
"4917 Magazine Street","2019-02-20T00:00:00.000","Uptown","2504315","B","PWD3714","SpecialEvent",,"387-456-0454","27800","29.9203579014","-90.1086466288","Inaccessible","(29.9203579014, -90.1086466288)"
,"2020-01-21T00:00:00.000","Mid City","2509457","B","PWD3711","SpecialEvent","20","390-474-0542","35482","29.9699666701","-90.0935427925","Cleaned","(29.9699666701, -90.0935427925)"
"2038 Elysian Fields Avenue","2017-08-31T00:00:00.000","Seventh Ward","2513466","D","DOTD - Vac Crew","General Maintenance",,"402-478-0526","1991","29.9785290319","-90.0578407336","Cleaned","(29.9785290319, -90.0578407336)"
"922 Esplanade Avenue","2022-08-23T00:00:00.000","French Quarter","2512030","C","PWD3719","311Case","30","402-474-0712","46830","29.9648260338","-90.0622259412","Cleaned","(29.9648260338, -90.0622259412)"
"2810 South Saratoga Street","2017-11-05T00:00:00.000","Central City","2504265","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-462-0620","8692","29.9348762478","-90.0893267883","Cleaned","(29.9348762478, -90.0893267883)"
"4554 Bonita Drive","2017-07-17T00:00:00.000","Plum Orchard","2522418","E","DPW - Vac Crew","General Maintenance",,"423-492-0171","1531","30.0167930777","-89.9943342213","Cleaned","(30.0167930777, -89.9943342213)"
"3312 Napoleon Avenue","2021-03-19T00:00:00.000","Broadmoor","2502822","B","PWD3711","311Case","20","387-466-0763","42365","29.9435175958","-90.1039794542","Cleaned","(29.9435175958, -90.1039794542)"
"1704 Lesseps Street","2017-09-30T00:00:00.000","St. Claude","2515144","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-476-0490","4461","29.971185023","-90.0308896564","Cleaned","(29.971185023, -90.0308896564)"
"3800 Elysian Fields Avenue","2021-06-04T00:00:00.000","Dillard","2521523","D","PWD3713","311Case","25","402-484-0441","43132","29.997061782","-90.0592856108","Cleaned","(29.997061782, -90.0592856108)"
"196 Walnut Street","2019-07-16T00:00:00.000","Audubon","2501164","A","PWD3714",,,"378-460-0244","31159","29.9271697044","-90.1327225632","Cleaned","(29.9271697044, -90.1327225632)"
"2907 General Meyer Avenue",,"Behrman","2524776","C",,,,"414-464-0197",,"29.9419157859","-90.02607338",,"(29.9419157859, -90.02607338)"
,,"Behrman","2516733","C",,,,"411-462-0163",,"29.9320484042","-90.0297141045",,"(29.9320484042, -90.0297141045)"
"4008 America Street","2017-11-10T00:00:00.000","Viavant","2522442","E","DPW - Vac Truck #2","General Maintenance","100","417-490-0163","9720","30.0101735341","-90.0087901992","Cleaned","(30.0101735341, -90.0087901992)"
"327 Walnut Street","2020-04-21T00:00:00.000","Audubon","2501223","A","PWD3711","GeneralMaintenance","20","381-460-0156","37365","29.9301979725","-90.130132387","Cleaned","(29.9301979725, -90.130132387)"
,,"Tall Timbers-Brechtel","2516743","C",,,,"411-460-0135",,"29.9295780849","-90.0329645826",,"(29.9295780849, -90.0329645826)"
"4815 Palace Street",,"Village De Lest","2512837","E",,,,"447-500-0096",,"30.0378164291","-89.9156795196",,"(30.0378164291, -89.9156795196)"
"3775 General De Gaulle Drive",,"Tall Timbers-Brechtel","2517180","C",,,,"414-458-0282",,"29.9227404994","-90.0182508378",,"(29.9227404994, -90.0182508378)"
"612 North Derbigny Street",,"TREME-LAFITTE","2511598","D",,,,"396-474-9062",,"29.96443667","-90.07450589",,"(29.96443667, -90.07450589)"
"18 Eugenie Court",,"Tall Timbers-Brechtel","2518155","C",,,,"417-450-0071",,"29.9006450742","-90.0099746079",,"(29.9006450742, -90.0099746079)"
,,"Read Blvd East","2525566","E",,,,"432-502-0080",,"30.0443119992","-89.9593579752",,"(30.0443119992, -89.9593579752)"
"3124 Gravier Street","2018-11-30T00:00:00.000","Mid City","2510660","B","PWD3711","GeneralMaintenance","30","390-472-0303","26215","29.9630412964","-90.0970601913","Cleaned","(29.9630412964, -90.0970601913)"
"5501 Berkley Drive",,"Old Aurora","2524536","C",,,,"423-456-0151",,"29.9179807898","-89.9965692256",,"(29.9179807898, -89.9965692256)"
"1537 Fern Street","2022-08-18T00:00:00.000","East Carrollton","2500820","A","PWD3718","311Case","15","381-468-0407","46800","29.9486871979","-90.1251125887","Cleaned","(29.9486871979, -90.1251125887)"
"3489 Vespasian Street",,"Behrman","2517013","C",,,,"414-460-0262",,"29.9303148057","-90.0220149118",,"(29.9303148057, -90.0220149118)"
"1819 South Liberty Street","2017-11-03T00:00:00.000","Central City","2505107","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-464-0769","8431","29.941239246","-90.0839953726","Cleaned","(29.941239246, -90.0839953726)"
"4758 Rosalia Drive",,"Read Blvd West","2527247","E",,,,"429-494-0232",,"30.0216449911","-89.9734687672",,"(30.0216449911, -89.9734687672)"
"1501 Maura Place",,"Old Aurora","2516508","C",,,,"417-464-0091",,"29.9389484362","-90.0123713711",,"(29.9389484362, -90.0123713711)"
"3605 Metropolitan Street","2017-10-15T00:00:00.000","Desire Area","2525210","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-484-0325","5476","29.9940646287","-90.035328604","Cleaned","(29.9940646287, -90.035328604)"
"5001 Chef Menteur Highway","2017-11-17T00:00:00.000","Gentilly Woods","2527369","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-488-0153","11020","30.0077063268","-90.0318413796","Cleaned","(30.0077063268, -90.0318413796)"
"3737 General De Gaulle Drive  A",,"Tall Timbers-Brechtel","2517180","C",,,,"414-458-0279",,"29.92303921","-90.018562302",,"(29.92303921, -90.018562302)"
"7421 Wayfarer Street",,"Village De Lest","2513008","E",,,,"444-508-0155",,"30.0598622755","-89.9266458662",,"(30.0598622755, -89.9266458662)"
"1919 Frenchmen Street","2017-10-06T00:00:00.000","Seventh Ward","2513708","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-478-0536","4776","29.9770685118","-90.0587801004","Cleaned","(29.9770685118, -90.0587801004)"
"3228 Chestnut Street","2019-07-16T00:00:00.000","Garden District","2504902","B","PWD3714",,,"393-458-0570","31508","29.9254702861","-90.088178877","Cleaned","(29.9254702861, -90.088178877)"
"5228 East Lemans Street",,"Village De Lest","2512799","E",,,,"444-502-0305",,"30.0419307789","-89.9228051738",,"(30.0419307789, -89.9228051738)"
"7904 Birch Street","2017-06-13T00:00:00.000","East Carrollton","2500820","A","DPW - Vac Crew","General Maintenance",,"381-468-0406","1157","29.948730167","-90.1251631661","Cleaned","(29.948730167, -90.1251631661)"
"6233 La Salle Place","2017-11-17T00:00:00.000","Audubon","2501473","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-462-0368","10964","29.9364225437","-90.1186800057","Cleaned","(29.9364225437, -90.1186800057)"
"221 Crystal Street",,"Lakeshore","2507182","D",,,,"384-494-9015",,"30.0235637427","-90.1120310314",,"(30.0235637427, -90.1120310314)"
,,"Lake Vista","2508699","D",,,,"393-496-9029",,"30.0267021357","-90.0874878016",,"(30.0267021357, -90.0874878016)"
"508 Washington Avenue","2019-05-18T00:00:00.000","Irish Channel","2506114","B","Pothole Truck","CleanupInitiative",,"396-458-0398","29486","29.9215695282","-90.0790971621","Inspected","(29.9215695282, -90.0790971621)"
"2851 Frenchmen Street","2017-09-26T00:00:00.000","St. Roch North","2521820","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-482-0280","4302","29.9876704145","-90.0598256194","Cleaned","(29.9876704145, -90.0598256194)"
"1325 Annunciation Street  HM",,"Lower Garden District","2505988","B",,,,"399-464-0679",,"29.9369864096","-90.0691162854",,"(29.9369864096, -90.0691162854)"
"6634 Lamb Road",,"Pines Village","2520624","D",,,,"417-494-0150",,"30.0226178286","-90.0150355578",,"(30.0226178286, -90.0150355578)"
"8 Dunleith Court","2017-11-15T00:00:00.000","Audubon","2526560","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"381-464-0564","10595","29.9385503226","-90.1257276685","Cleaned","(29.9385503226, -90.1257276685)"
"939 Elysian Fields Avenue","2018-09-21T00:00:00.000","Marigny","2513712","C","DPW - Vac Crew #3","2018 Cleanup New Orleans Initiative","100","402-474-0498","25536","29.9674064276","-90.056541009","Cleaned","(29.9674064276, -90.056541009)"
"1728 General Collins Avenue",,"Behrman","2516502","C",,,,"417-462-0290",,"29.9357540253","-90.0147219269",,"(29.9357540253, -90.0147219269)"
"939 Belleville Street","2017-06-21T00:00:00.000","McDonogh","2515923","C","DPW - Vac Crew","General Maintenance",,"405-466-0421","1240","29.9456665315","-90.048411276","Cleaned","(29.9456665315, -90.048411276)"
"435 Audubon Street","2019-11-16T00:00:00.000","Audubon","2501187","A","PWD3714","GeneralMaintenance","30","381-462-0253","34231","29.9329729651","-90.1290355608","Cleaned","(29.9329729651, -90.1290355608)"
"2640 Jefferson Avenue  A","2017-01-31T00:00:00.000","Audubon","2500135","A","DPW - Vac Crew","General Maintenance",,"387-464-0618","151","29.9386484414","-90.1103945014","Cleaned","(29.9386484414, -90.1103945014)"
"1900 Beck Street",,"Old Aurora","2516962","C",,,,"417-462-0307",,"29.9341392518","-90.0098007112",,"(29.9341392518, -90.0098007112)"
"1441 Saint Peter Street","2017-10-03T00:00:00.000","Treme-Lafitte","2512082","C","DPW - Vac Truck #2","General Maintenance","100","399-472-0742","4557","29.9624713257","-90.0712490821","Cleaned","(29.9624713257, -90.0712490821)"
"427 Royal Street","2019-10-21T00:00:00.000","French Quarter","2512321","C","PWD3711","GeneralMaintenance",,"399-470-9017","33581","29.9561554214","-90.0664608525","Inaccessible","(29.9561554214, -90.0664608525)"
,,"Read Blvd East","2526776","E",,,,"435-500-0147",,"30.0400616072","-89.9514374551",,"(30.0400616072, -89.9514374551)"
"4564 Marque Drive","2019-06-01T00:00:00.000","Read Blvd West","2518635","E","PWD3640","GeneralMaintenance","30","429-492-0045","30026","30.0182198951","-89.9766444491","Cleaned","(30.0182198951, -89.9766444491)"
"1701 Lawrence Street",,"Whitney","2516425","C",,,,"408-464-0415",,"29.9387862781","-90.0391099332",,"(29.9387862781, -90.0391099332)"
"1539 Annunciation Street",,"Lower Garden District","2505965","B",,,,"399-462-0469",,"29.9329934117","-90.0709223442",,"(29.9329934117, -90.0709223442)"
"839 Independence Street",,"Bywater","2515007","C",,,,"408-472-0365",,"29.9638700612","-90.0387143847",,"(29.9638700612, -90.0387143847)"
,,"Fischer Development","2513211","C",,,,"408-460-0064",,"29.9305953945","-90.0427652161",,"(29.9305953945, -90.0427652161)"
"106 Olivier Street",,"Algiers Point","2514487","C",,,,"405-470-0189",,"29.9550148452","-90.0499215188",,"(29.9550148452, -90.0499215188)"
"4651 Redwood Street",,"Read Blvd West","2523037","E",,,,"429-494-0157",,"30.0208065154","-89.9690974692",,"(30.0208065154, -89.9690974692)"
"4950 Alc??e Fortier Boulevard",,"Village De Lest","2512833","E",,,,"447-502-0109",,"30.040721037","-89.9134509303",,"(30.040721037, -89.9134509303)"
"2300 Holiday Drive","2020-01-08T00:00:00.000","Old Aurora","2524685","C","PWD3714","GeneralMaintenance","30","417-462-0175","35818","29.9313027846","-90.0133740958","Cleaned","(29.9313027846, -90.0133740958)"
,,"U.S. Naval Base","2518166","C",,,,"411-468-9056",,"29.9510095422","-90.0351667536",,"(29.9510095422, -90.0351667536)"
"3431 Saint Bernard Avenue","2017-08-22T00:00:00.000","St. Roch North","2510989","D","DPW - Vac Crew","General Maintenance",,"396-484-9002","21159","29.9922446911","-90.0768709076","Cleaned","(29.9922446911, -90.0768709076)"
"6000 General Diaz Street","2017-08-02T00:00:00.000","Lakeview South","2509270","A","DPW - Vac Crew","General Maintenance",,"387-486-0347","22396","29.9991100637","-90.1054506774","Cleaned","(29.9991100637, -90.1054506774)"
,,"Lake Terrace and Oaks","2519478","D",,,,"399-496-9018",,"30.0283458964","-90.0650104739",,"(30.0283458964, -90.0650104739)"
"2741 Comet Street",,"Old Aurora","2517078","C",,,,"417-458-0300",,"29.9252132407","-90.0109000411",,"(29.9252132407, -90.0109000411)"
"5631 Holley Lane","2019-03-15T00:00:00.000","West Lake Forest","2527175","E","PWD3714","GeneralMaintenance",,"420-494-0286","31021","30.0239454792","-89.9981719511","Cleaned","(30.0239454792, -89.9981719511)"
,,"West Lake Forest","2559542","E",,,,"423-496-0134",,"30.0277551324","-89.9905478086",,"(30.0277551324, -89.9905478086)"
"622 Canal Street","2017-02-21T00:00:00.000","Central Business District","2527507","B","DPW - Vac Crew","General Maintenance",,"399-468-0953","229","29.9529084629","-90.0690035059","Cleaned","(29.9529084629, -90.0690035059)"
"3539 Somerset Drive","2017-06-22T00:00:00.000","Old Aurora","2517713","C","DPW - Vac Crew","General Maintenance",,"420-456-0039","1253","29.9174275533","-90.0023295855","Cleaned","(29.9174275533, -90.0023295855)"
"4435 Copernicus Street",,"Old Aurora","2516890","C",,,,"417-462-0337",,"29.9312219134","-90.0095360532",,"(29.9312219134, -90.0095360532)"
"4601 Eastview Drive",,"Plum Orchard","2522403","E",,,,"423-492-0179",,"30.0176078961","-89.9921921828",,"(30.0176078961, -89.9921921828)"
"727 Canal Street","2017-07-29T00:00:00.000","Central Business District","2512176","C","DPW - Vac Crew","General Maintenance",,"399-470-0649","1626","29.95368295","-90.069483542","Cleaned","(29.95368295, -90.069483542)"
"4346 Poch?? Court West",,"Viavant","2512807","E",,,,"444-496-0071",,"30.0277294606","-89.9240831494",,"(30.0277294606, -89.9240831494)"
"5140 Norgate Drive",,"West Lake Forest","2523560","E",,,,"426-496-0226",,"30.0255165276","-89.9850806826",,"(30.0255165276, -89.9850806826)"
"3440 Florence Avenue",,"Tall Timbers-Brechtel","2516468","C",,,,"411-460-0198",,"29.9270017257","-90.0331391826",,"(29.9270017257, -90.0331391826)"
"4600 Seminary Place",,"Gentilly Woods","2520461","D",,,,"405-490-9017",,"30.0132701995","-90.0447408651",,"(30.0132701995, -90.0447408651)"
"1221 Arabella Street","2019-07-16T00:00:00.000","Audubon","2501612","A","PWD3714",,,"384-458-0455","31263","29.9254275016","-90.1168352048","Cleaned","(29.9254275016, -90.1168352048)"
"2629 South Johnson Street","2017-11-04T00:00:00.000","Central City","2503178","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-466-0528","8498","29.9462983921","-90.0959912722","Cleaned","(29.9462983921, -90.0959912722)"
