"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-90.064827570467 29.948204836896, -90.065279772119 29.948301280899, -90.065294800303 29.94830466026, -90.065378102729 29.94832339217))","2823","200 Poydras St (Riverbound)",,"Major Arterial","Poydras St","0","2505823","179.60493248639571"
"MULTILINESTRING ((-90.098081796281 29.951899795811, -90.098066417945 29.951920653447, -90.098036281448 29.951974520254, -90.09802165721 29.952005510736, -90.098008674799 29.952037454004, -90.097997380449 29.952070370204, -90.097986043502 29.952114007356, -90.097978564528 29.952150708337, -90.097973088333 29.95219193828, -90.097970358232 29.952239560958, -90.097972440007 29.952298943331, -90.097982307552 29.952387480233, -90.097979997872 29.952418383221, -90.097974951637 29.95244579509, -90.097964952568 29.952478692118, -90.097950404324 29.952511323443, -90.097927426403 29.952549242898, -90.097888566049 29.952601937973, -90.097849704644 29.952654633026))","974","1400 S Broad St (Riverside)","To-From","Major Arterial","S Broad St","0","2502299","291.6200959097132"
"MULTILINESTRING ((-90.022232354619 29.962791850258, -90.021875499762 29.962713119479, -90.021348685029 29.962594911688))","2411","5000 Saint Claude Ave (Lakeside)","To-From","Major Arterial","Saint Claude Ave","0","2515387","288.83475924941285"
"MULTILINESTRING ((-90.045502737458 29.996579898735, -90.048727022658 29.992983255495, -90.048888756584 29.992802835097))","3158","Interstate 10","From-To","Freeway","Interstate 10","0","2524476","1742.2793741910232"
"MULTILINESTRING ((-90.035364258259 29.965773801504, -90.035229463957 29.965742869784, -90.03449134026 29.965573486787, -90.034395554582 29.965553052349))","1216","4000 Saint Claude Ave (Lakeside)","To-From","Major Arterial","Saint Claude Ave","0","2514779","317.06649246644076"
"MULTILINESTRING ((-90.011206329882 29.975544689081, -90.011185661891 29.975608175253, -90.010895114141 29.976501997602, -90.010869881016 29.976580552048))","2336","2500 Caffin Ave (Riverbound)",,"Major Arterial","Fats Domino Ave","0","2515627","391.47345582297709"
"MULTILINESTRING ((-90.082960073537 29.970784091589, -90.083294704467 29.971007286127, -90.083501089772 29.971137411856, -90.083634402967 29.97122146607, -90.083700860374 29.971262150472, -90.084145896737 29.971558655615, -90.084278606163 29.971647072784))","1210","2700 Orleans Ave (Riverbound)","To-From","Major Arterial","Orleans Ave","0","2561408","522.32975854724396"
"MULTILINESTRING ((-90.113500180202 29.981104018636, -90.113310403114 29.981161773706, -90.113087184054 29.981233465539, -90.112864670819 29.981308760596, -90.11280123911 29.981330226408, -90.112261382098 29.981512927061, -90.112200657813 29.981533477519, -90.111984783213 29.981605398783, -90.111951519637 29.981616615195, -90.111821055395 29.981660606501, -90.111792704683 29.981670166035, -90.111754731376 29.981680559895))","722","100 City Park Ave (Riverside)","From-To","Major Arterial","City Park Ave","0","2509292","591.09014545195362"
"MULTILINESTRING ((-90.103507126931 29.979259146315, -90.104132368712 29.97968922182, -90.104361454664 29.979840596628, -90.104421241801 29.979880103006))","1323","4500 Bienville Ave (Lakebound)","From-To","Local","Bienville Ave","0","2526250","367.09676385590518"
"MULTILINESTRING ((-89.982537402472 30.015302282359, -89.982270370959 30.015355401134, -89.981778853343 30.015442277353))","140","8870 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2518625","245.42347832802758"
"MULTILINESTRING ((-90.079492685374 29.965382281481, -90.079783304418 29.965577065406, -90.080036129398 29.965746518837, -90.080058215384 29.965761321631, -90.080239237597 29.96588441742, -90.080275728467 29.965909236886))","1355","2200 Saint Louis St",,"Local","Saint Louis St","0","2511441","313.36858573386144"
"MULTILINESTRING ((-90.014180013583 29.921387621562, -90.014044668505 29.921313242544, -90.013932404278 29.921256027125, -90.013909240735 29.921242887357, -90.013820753438 29.921192694317, -90.013735685795 29.921140518017, -90.01363600629 29.921076549218, -90.013349150884 29.920896890065, -90.012983510959 29.920682393733, -90.012929902265 29.92064840528, -90.012842706587 29.9205903812, -90.012756865328 29.92053052317, -90.012577534453 29.920397469655, -90.012427689548 29.92027981275, -90.012239691712 29.920121311657, -90.012071248999 29.919966654524, -90.011977813373 29.919877002521, -90.011891103696 29.919790510015, -90.011706325388 29.919599793637, -90.01161342829 29.919506371013, -90.01149659993 29.919391819079, -90.011331398275 29.919240596698, -90.011234612716 29.919161562447, -90.01113783032 29.919082529739, -90.010979000615 29.918964923373))","2727","4100-4300 General De Gaulle Dr (Westbound)",,"Major Arterial","General De Gaulle Dr","0","2524677","1350.5997193012563"
"MULTILINESTRING ((-89.960833098291 30.062819150396, -89.960558918521 30.063007313822, -89.959615210054 30.063654948108))","213","13000 Hayne Blvd",,"Major Arterial","Hayne Blvd","0","2522001","490.72191973084279"
"MULTILINESTRING ((-90.099812185798 30.018897816247, -90.099931123077 30.018909610843, -90.1003803317 30.01894875825, -90.100866552045 30.018992146096, -90.100929970007 30.018997606373))","594","920 Robert E Lee Blvd (Riverside)",,"Major Arterial","Allen Toussaint Blvd","0","2559328","355.60657242597676"
"MULTILINESTRING ((-90.111695804639 29.97070870058, -90.112061433606 29.970825171437, -90.112429676659 29.970935222735, -90.1128003861 29.971038810668, -90.113207275632 29.971138865937, -90.113456443354 29.971188892496))","968","8500-8600 Airline Hwy (Lakeside)","From-To","Major Arterial","Airline Hwy","0","2512290","584.65008281696146"
"MULTILINESTRING ((-90.02139703134 30.015621605344, -90.021450359937 30.016190908735, -90.021454714931 30.016236486594))","289","4529 Downman Rd (Lakebound)",,"Major Arterial","Downman Rd","0","2521352","224.35306312240704"
"MULTILINESTRING ((-90.110952708539 29.964704273024, -90.110802164712 29.964837068594, -90.110540617562 29.965080129885, -90.110483026136 29.96513398701))","433","3620 S Carrollton Ave (Lakebound)","From-To","Major Arterial","S Carrollton Ave","0","2509861","215.74400692665171"
"MULTILINESTRING ((-90.007800914428 29.964300865482, -90.007667886714 29.964252918914, -90.007032077197 29.964020558203, -90.006854039846 29.963954660057))","1228","6200 N Claiborne Ave (Lakeside)","To-From","Major Arterial","N Claiborne Ave","0","2523802","325.18620815897157"
"MULTILINESTRING ((-90.106191773159 29.983420395516, -90.10605632241 29.983453499131, -90.105843642247 29.983505477719, -90.105665496224 29.983548688283, -90.105555877274 29.983575277323, -90.105370016626 29.983620653876, -90.105024445691 29.983704840326, -90.10497516591 29.983716845529))","540","500 City Park Ave (Riverside)","From-To","Major Arterial","City Park Ave","0","2509491","399.96178314807628"
"MULTILINESTRING ((-89.939605453162 30.03172449758, -89.939591919391 30.031379810779, -89.939588428996 30.031047755126, -89.939573510198 30.030127109979, -89.939564112927 30.028916604245, -89.939583733683 30.028380918, -89.939581063643 30.027065887441, -89.939580965081 30.027027099648, -89.939580857282 30.026984819913, -89.939580763791 30.026948042272, -89.939580734963 30.02693683621, -89.939580704144 30.026924716333, -89.939580579951 30.026875824976, -89.939580523026 30.026853780171, -89.939580450869 30.026825416797, -89.939580287702 30.02676121248, -89.939579954763 30.026630527211, -89.939577271286 30.025576896642, -89.939575206308 30.025304941724, -89.93957423485 30.025176991398, -89.939572282722 30.024919898239, -89.939558449541 30.02409685618, -89.939591479001 30.023752500413))","3185","Interstate 510","To-From","Freeway","Interstate 510","0","2559043","2899.8146048903718"
"MULTILINESTRING ((-90.054892557322 29.952140619407, -90.054876910436 29.952068749099, -90.054853221216 29.952030156186, -90.054792251017 29.951956499256, -90.054751730284 29.951905756638, -90.054711209603 29.951855013128, -90.054653451197 29.951789138385, -90.054533587334 29.951644787028, -90.054489207905 29.951591343413, -90.054440814867 29.951533061776, -90.054239276664 29.951285621305))","1924","300 Bouny St",,"Local","Bouny St","0","2514374","375.86968490670631"
"MULTILINESTRING ((-90.086570184364 29.918381934746, -90.08665241773 29.918372628119, -90.086734651093 29.91836332056))","1196","Tchoupitoulas St (Median)",,"Major Arterial","Tchoupitoulas St","0","2506216","52.539455763927755"
"MULTILINESTRING ((-90.108688964213 29.997393356863, -90.108676504814 29.997483545906, -90.108508072874 29.998921995485, -90.108473438457 29.999198108561))","550","5900 Canal Blvd (Lakebound)","From-To","Major Arterial","Canal Blvd","0","2509153","659.86106168221897"
"MULTILINESTRING ((-90.069905906879 29.94748933036, -90.069954284691 29.947325077589, -90.069999764463 29.947170659482, -90.070023822539 29.947081225009))","1821","640 Camp St",,"Major Arterial","Camp St","0","2505745","153.04293448457491"
"MULTILINESTRING ((-90.066566529433 29.933112800853, -90.066782842476 29.932348145255, -90.066798361117 29.932297007274, -90.066803284332 29.932268372773, -90.06685042679 29.932120718973))","1682","1500 Religious St",,"Major Arterial","Religious St","0","2505625","371.88741961967429"
"MULTILINESTRING ((-90.072724041588 29.964920712349, -90.072678051804 29.964991930335, -90.072637407059 29.965065571279, -90.07260227411 29.965141332127, -90.072572798414 29.96521890012, -90.072549101665 29.965297955403, -90.072540344071 29.965333926225, -90.072535112966 29.965387501741, -90.072536279572 29.965432600815, -90.072541137925 29.965469783954, -90.072547098476 29.965496653347, -90.072562322416 29.96554354906, -90.07257579819 29.965574203159, -90.07259237073 29.965603924208, -90.072611415103 29.965632707273, -90.072633456906 29.965660692556, -90.072681288087 29.96571266616, -90.072734005949 29.965750462808, -90.072769578737 29.965772188197, -90.072810537651 29.965792614372, -90.072838656717 29.965804376297, -90.072897637652 29.965823210493, -90.072928026873 29.965830223148, -90.072989239444 29.965838669541, -90.073051177934 29.965840583597, -90.073112923793 29.965835936632, -90.073173566321 29.965824798244, -90.07323220797 29.965807333377, -90.073287980354 29.965783798599, -90.073340059384 29.965754544532, -90.073387674745 29.965720001342, -90.073844854387 29.965221632753, -90.073871433845 29.965179603441, -90.073890500302 29.965134587846, -90.073901625226 29.965087596332, -90.073904558402 29.965039684614, -90.073899234301 29.964991929359, -90.073885772798 29.964945403549, -90.073864476028 29.964901153046, -90.073835822653 29.964860170312, -90.073800455554 29.964823376517, -90.073759170795 29.964791599081))","3312","Interstate 10 Exit","From-To","Ramp",,"0","2526196","965.25003640267482"
"MULTILINESTRING ((-90.039570245589 29.966725703915, -90.039211535923 29.966644476099, -90.039025156779 29.966602271041, -90.038770544778 29.966544614213))","1284","3500 Saint Claude Ave (Lakeside)","To-From","Major Arterial","Saint Claude Ave","0","2514817","261.63894742994006"
"MULTILINESTRING ((-90.093273783625 29.963072669592, -90.093390328613 29.963126227676, -90.094177768286 29.963485297016, -90.094232135634 29.963510063392))","1572","2900 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2510689","342.62118106084546"
"MULTILINESTRING ((-90.125065632135 29.951446823898, -90.125018814297 29.951490801324, -90.124589542356 29.951891932829, -90.124359163646 29.952109141427, -90.124312439796 29.952152816396))","423","1800 S Carrollton Ave (Lakebound)","From-To","Major Arterial","S Carrollton Ave","0","2500297","350.44270939219564"
"MULTILINESTRING ((-90.102418177525 29.972963539655, -90.102322800404 29.97305394888, -90.101628158684 29.97370052733, -90.101609050557 29.973718072634))","836","4600 S Carrollton Ave (Riverbound)","To-From","Major Arterial","S Carrollton Ave","0","2510003","375.39686805186619"
"MULTILINESTRING ((-89.936139562821 30.028048773458, -89.936532209121 30.027819552672, -89.936683979566 30.027735030256, -89.936832987507 30.02764686491, -89.936979116311 30.027555122988, -89.937112290496 30.027466693681, -89.937242788651 30.027375293672, -89.937382619896 30.02726940628, -89.937515803914 30.02716221927, -89.937644786523 30.027049624869, -89.937661905855 30.027033936903, -89.937679976481 30.027017825178, -89.937778797871 30.026924703076, -89.937910719627 30.026791348656, -89.938037173692 30.026653978804, -89.938155555406 30.026513082145, -89.938243924944 30.02640117744, -89.938329316156 30.026287064882, -89.938436013856 30.026134895278, -89.938533220705 30.025985409557, -89.938610736654 30.025857288256, -89.938701333013 30.025696317366, -89.93876949129 30.025565358649, -89.938783100478 30.025539209924, -89.938832318844 30.025435212355, -89.938858142322 30.025380648195, -89.938908655499 30.025263987889, -89.938953100449 30.025153140482, -89.938979757843 30.025082222382, -89.939030745136 30.024935050008, -89.93908653609 30.024758861325, -89.939136144983 30.024581277126, -89.939179526245 30.024402463254, -89.939216639179 30.024222584198, -89.93924745015 30.024041805749))","3508","Interstate 510 Exit","From-To","Ramp",,"0","2527320","1826.6845943910732"
"MULTILINESTRING ((-90.02000147688 30.006345807528, -90.020510839179 30.006229132534, -90.021259858317 30.006054822693, -90.021578422314 30.005980443615, -90.021717871088 30.005947885002, -90.021880189799 30.005910117973, -90.021982361974 30.005884849346, -90.022291890524 30.00580268087, -90.022504566406 30.005746889384, -90.023001587386 30.005629539492, -90.023031617002 30.00562244922, -90.023102394806 30.005605842523, -90.023117201997 30.005602369406, -90.023165800304 30.005590967118, -90.023259553068 30.005568969144, -90.023716392173 30.005463277764, -90.023908720788 30.005419021997, -90.024790703194 30.005211249262, -90.025192699189 30.005116835869, -90.025722398616 30.004996299835, -90.02592691055 30.004946436888, -90.02638700201 30.004834258903, -90.026928760132 30.004697202653, -90.02726236928 30.004616532753, -90.028559812747 30.004309788309, -90.028590234142 30.004302644691, -90.028628625773 30.004293630158, -90.028931980771 30.004226217658, -90.029042412131 30.004202607823, -90.029076913511 30.004195232067, -90.029088231671 30.004192812446, -90.029127222803 30.004184476025, -90.029156049375 30.004178313513, -90.029201571626 30.004168580976, -90.029903176775 30.00401858002, -90.031323219449 30.003730236724, -90.031801851601 30.00364040991, -90.032250102419 30.003570111288))","3088","Interstate 10","From-To","Freeway","Interstate 10","0","2520418","4007.2222812073842"
"MULTILINESTRING ((-90.083951636707 29.954149903753, -90.08420145583 29.954264297851, -90.08447870727 29.954391251733, -90.084814712626 29.95454510771, -90.085513014754 29.954864855703, -90.085636039002 29.95492016942, -90.085806322163 29.954996731055, -90.085930183416 29.9550524215, -90.086274243984 29.95520897456, -90.086274308898 29.955209004039, -90.086684576614 29.955395680968, -90.086794262403 29.955446277501))","2827","1930-2000 Poydras St (Riverbound)","To-From","Major Arterial","Poydras St","0","2502502","1016.1703753221917"
