"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Closed","19-02081-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250756","1531-1533 Euterpe St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2019-11-08T12:30:00.000","https://nola.webex.com/nola/j.php?MTID=mdc937f90508b5bfe964df2b4ba7a77bc","2493 475 4978 ",,"2019-11-06T11:30:00.000","OSS Reset","2019-03-28T09:48:23.000","2019-03-26T09:49:00.000","Violation: No WIP","B","1531 Euterpe St","New Orleans","LA","70130","3679124.76","524938.26","-90.07579856078213","29.937469998389204",
"Open","21-01606-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265908","3611 Dauphine St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-05-11T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=mae4e97c457482857748e5c403a8beb20","2483 729 7883",,"2022-02-23T11:00:00.000","OSS Reset","2021-02-24T10:04:34.000","2021-02-24T10:05:00.000","Complete","C","3611 Dauphine St","New Orleans","LA","70117","3690538.81","534441.58","-90.0394249397022","29.963251475462695",
"Open","19-10664-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259339","1200 Decatur St, 51 French Market Pl, 53 French Market Pl","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-03-09T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=m22c023af4f198d2c3cb117f0c4f7863b","2485 465 8431 ",,"2021-08-18T13:30:00.000","OSS Reset","2019-10-31T14:07:24.000","2019-10-28T14:08:00.000","Violation: No WIP","C","1200 Decatur St","New Orleans","LA","70116","3684350.6","533417.56","-90.0590025303203","29.96062646409799",
"Open","21-04058-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268360","14600 Dwyer Blvd","Dumpster Screening","Sanitation","Initial Hearing","2022-04-20T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m8d697f7e34a542ea04c2c6d184a614cc","2488 056 1149 ",,,,"2021-05-12T15:44:35.000","2021-04-20T12:00:00.000","Complete","E","14600 Peltier Dr","New Orleans","LA","70129","3731175.82","563105.62","-89.90997565909389","30.04074172998064",
"Closed","18-10465-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=246544","916 Washington Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-05-15T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=5e45eedd695739bcd44c18f8c9ef1447","993 743 480",,,,"2018-10-12T08:05:04.000","2018-10-10T08:06:00.000","Violation: No WIP","B","916 Washington Ave","New Orleans","LA","70115","3677275.31","520281.62","-90.0817979809812","29.924721440025184",
"Open","19-05631-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254306","2100 St Claude Ave [Smith Tire Svc Inc]","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-06-02T09:00:00.000",,,,,,"2019-05-31T09:00:56.000","2019-05-31T09:02:00.000","Complete","C","2100 St Claude Ave","New Orleans","LA","70116","3684658.44","536222.46","-90.05793184592243","29.96832955348804",
"Closed","20-21762-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262382","2619-2621 Dauphine St","Short Term Rental","Safety and Permits","Initial Hearing","2020-11-04T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=879c24ae8513cc183599547966da5bb3","998 656 537",,,,"2020-10-01T09:16:41.000","2020-10-02T00:00:00.000","Complete","C","2619 Dauphine St","New Orleans","LA","70117","3687013.92","535311.44","-90.05052535884421","29.96575226455017",
"Closed","20-21760-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262380","2454-2456 Royal St","Short Term Rental","Safety and Permits","Reset Hearing","2020-12-02T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=85dc45a906ec9d71d9b4869d6ef4bbfb","996 419 396",,"2020-11-04T09:00:00.000","OSS Reset","2020-10-01T09:13:50.000","2020-10-02T00:00:00.000","Complete","C","2454 Royal St","New Orleans","LA","70117","3686385.94","534947.2","-90.0525213505006","29.964770047325025",
"Closed","20-21663-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262283","2516 Marr Ave","Zoning General","Safety and Permits","Reset Hearing","2021-04-14T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=4fdd53ba8a350424cda1a0eb6d8b0221","990 115 163 ",,"2021-03-03T09:00:00.000","OSS Reset","2020-09-28T09:41:41.000","2020-09-28T09:43:00.000","Complete","C","2516 Marr Ave","New Orleans","LA","70114","3691474.74","521197.8","-90.03694256365466","29.926806537541385",
"Closed","19-02773-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251448","327 Bourbon St ","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-09-18T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=58574a20871f8903d5dc1e12a550e710","993 788 561 ",,"2019-05-29T09:00:00.000","OSS Reset","2019-04-18T10:11:57.000","2019-04-15T10:13:00.000","Violation: No WIP","C","327 Bourbon St","New Orleans","LA","70112","3681493.2","531724.39","-90.06808466702024","29.956057892435553",
"Closed","21-07958-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272262","900 N Claiborne Ave","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-04-06T09:30:00.000",,,,,,"2021-10-18T10:06:10.000","2021-10-18T10:08:00.000","Violation: No WIP","C","900 N Claiborne Ave","New Orleans","LA","70116","3680313.69","535147.91","-90.07169012624051","29.96550716759588",
"Open","13-01234-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=174097","1201 Esplanade Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-09-08T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=md0497e94a70b1fe5689ba18f993d0d49","2492 351 2209 ",,"2021-08-04T09:00:00.000","OSS Reset","2013-03-12T09:28:03.000","2013-03-12T09:15:00.000","Violation: No WIP","C","1201 Esplanade Ave","New Orleans","LA","70116","3682592.02","535715.41","-90.06447542070886","29.96699842305706",
"Open","19-06181-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254856","928 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-06-30T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m7245edf5c40be5384da4fa479d3b7f9a","2488 933 5476",,,,"2019-06-10T10:41:51.000","2019-06-04T10:45:00.000","Violation: No WIP","C","928 Conti St","New Orleans","LA","70112","3681078.69","532095.16","-90.06938063250513","29.957089963053125",
"Open","13-02502-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=175366","805 Mandeville St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-11-17T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m2668f20258360759aa07701c6d23c9dd","2490 974 7143",,,,"2013-04-18T08:51:33.000","2013-04-18T08:45:00.000","Violation: No WIP","C","805 Mandeville St","New Orleans","LA","70117","3685902.58","535361.68","-90.05403315254675","29.96592457110607",
"Closed","19-10704-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259379","725 St Peter St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-04-28T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=6cc61dab11c71d9e19bc40c758a08fed","995 554 993 ",,,,"2019-11-01T13:32:52.000","2019-10-31T13:34:00.000","Violation: No WIP","C","725 St Peter St","New Orleans","LA","70116","3682401.36","532581.76","-90.06518704888106","29.95838776316349",
"Closed","20-23163-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263783","712-714 Washington Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-04-28T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=54b789c5d476d7975eee5e1c461f6bba","998 771 275 ",,"2021-03-03T11:00:00.000","OSS Reset","2020-12-02T09:21:29.000","2020-11-30T09:22:00.000","Violation: No WIP","B","714 Washington Ave","New Orleans","LA","70115","3677749.91","519644.79","-90.08032180922054","29.92295610177133",
"Closed","17-03318-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=225056","801 First St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2020-11-11T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f4adfbad01041a62773b8f611e96b4b5","994 675 418",,"2018-04-04T10:00:00.000","Complete","2017-04-11T11:04:07.000","2017-04-21T00:00:00.000","Violation: No WIP","B","801 First St","New Orleans","LA","70130","3678692.31","520623.1","-90.0773131680107","29.925617765913106",
"Open","17-08563-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=230302","5401-5403 Dauphine St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-12-08T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=mf381f1876b6cc0a63e5ff7d146e9cea6","2492 240 8841 ",,,,"2017-07-05T17:20:59.000","2017-07-05T17:24:00.000","Violation: WIP","E","5401 Dauphine St","New Orleans","LA","70117","3696883.02","532876.45","-90.01944743482406","29.958749411502907",
"Open","18-09801-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=245880","920 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-06-12T12:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0c76b5da9f22789b61f0055677384d68","2492 725 1045
",,"2018-12-05T09:00:00.000","OSS Reset","2018-09-27T13:43:31.000","2018-09-27T13:45:00.000","Violation: No WIP","C","920 Conti St","New Orleans","LA","70112","3681133.2","532060.27","-90.06920972235136","29.956992373941333",
"Closed","20-20872-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261492","532-534 N Rampart St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2020-10-28T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=01912480aac8dc988e782491023e2aa4","993 618 683",,,,"2020-07-01T15:32:40.000","2020-07-01T15:35:00.000","Violation: No WIP","C","532 N Rampart St","New Orleans","LA","70112","3681140.76","532936.11","-90.06915533774396","29.95940040697907",
"Open","19-07915-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256590","505-507 Belleville St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-09-15T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m64257a4f9bd9a2562de1b65240b0f8c5","2499 848 5228
",,,,"2019-08-05T10:44:59.000","2019-08-01T10:46:00.000","Violation: No WIP","C","505 Belleville St","New Orleans","LA","70114","3687803.02","529852.77","-90.04822674979631","29.950718493028592",
"Open","22-03026-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=276267","6759 Tara Ln","Dumpster Screening","Sanitation","Initial Hearing","2022-09-28T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m9a05ba935de4457c69c9532ccab78cdc","2492 801 1048",,,,"2022-03-09T09:04:23.000",,,"E","6759 Tara Ln","New Orleans","LA","70127","3707513.2","559125.82","-89.98490492600445","30.03058583254455",
"Open","18-08074-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=244153","421 Tricou St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-05-12T09:00:00.000",,,,"2022-03-30T09:00:00.000","OSS Reset","2018-08-20T11:02:51.000","2018-08-21T00:00:00.000","Complete","E","421 Tricou St","New Orleans","LA","70117","3699293.65","530856.69","-90.01190888442379","29.95311956219772",
"Open","21-06998-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271302","3705 Washington Ave","Zoning General","Safety and Permits","Reset Hearing","2022-04-13T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=md93425ea560a75621c2ca65099a73bdc","2493 881 8658",,"2022-04-07T10:30:00.000","OSS Reset","2021-08-25T09:44:15.000","2021-08-25T09:30:00.000","Violation: No WIP","B","3705 Washington Ave","New Orleans","LA","70125","3671905.5","528821.28","-90.09845820189871","29.94836291741874",
"Open","22-02104-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=275344","733 Patterson St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-06-29T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m7b894251df44d2c20e3ea4c67ab9cb26","2482 543 1122",,,,"2022-05-17T14:24:53.000","2022-04-27T14:26:00.000","Complete","C","733 Patterson St","New Orleans","LA","70114","3687881.32","531403.23","-90.04792460053196","29.954979310627017",
"Closed","18-11678-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247758","641-704 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-04-30T15:30:00.000","https://nola.webex.com/nola/j.php?MTID=m53f2688ea8d23021f03a8fdb6ff59eab","2497 273 2930",,"2021-04-28T14:30:00.000","OSS Reset","2018-11-15T13:17:34.000","2018-11-15T13:23:00.000","Violation: No WIP","C","641 Bourbon St","New Orleans","LA","70112","3682188.46","532665.36","-90.06585640919273","29.958624111834713",
"Open","18-11898-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247978","1021 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-04-13T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m48c43bfec517a43ac7abeb38d6d54d08","2487 973 3331",,,,"2018-11-27T13:45:55.000","2018-11-15T13:47:00.000","Violation: No WIP","C","1021 Decatur St","New Orleans","LA","70116","3683914.62","533034.59","-90.06039270184503","29.959586752963265",
"Open","21-00520-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264821","331 Dauphine St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-02-09T14:30:00.000","https://nola.webex.com/nola/j.php?MTID=m1c53481332337795377173a2f92ca1c2","2497 746 0294 ",,,,"2021-01-28T12:30:47.000","2021-01-14T12:32:00.000","Violation: No WIP","C","331 Dauphine St","New Orleans","LA","70112","3681197.88","531978.18","-90.06900834344601","29.956764692070045",
"Open","20-21259-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261879","901-903 Orleans Ave, 725-727 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-09-21T09:00:00.000",,,,"2022-04-27T14:00:00.000","OSS Reset","2020-08-17T11:37:38.000","2020-07-29T11:42:00.000","Violation: No WIP","C","725 Dauphine St","New Orleans","LA","70116","3682087.41","533083.63","-90.06616089198832","29.959777284804705",
"Open","18-12068-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248148","826 N Robertson St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-05-12T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=mca3bc98512a79db82e73f77be5d95221","2498 551 4532
",,"2021-04-07T10:30:00.000","OSS Liable","2018-12-04T09:36:43.000","2018-12-04T09:38:00.000","Complete","C","826 N Robertson St","New Orleans","LA","70116","3680469.13","534799.35","-90.0712113780534","29.96454403983414",
"Open","21-00519-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264820","335-337 Dauphine St, 900-908 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-04-21T09:00:00.000",,,,,,"2021-01-28T10:55:27.000","2021-01-14T10:56:00.000","Violation: No WIP","C","337 Dauphine St","New Orleans","LA","70112","3681246.79","532021.15","-90.06885240406646","29.956881360972858",
"Open","21-03899-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268201","5544 Vermillion Blvd","Short Term Rental","Safety and Permits","Reset Hearing","2022-01-13T15:00:00.000",,,,"2021-07-14T11:00:00.000","OSS Reset","2021-05-07T21:00:41.000","2021-05-07T21:02:00.000","Violation: WIP","D","5544 Vermillion Blvd","New Orleans","LA","70122","3683111.89","553350.11","-90.06221587954403","30.015471752637296",
"Open","21-02466-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266768","1504 Feliciana St","Illegal Use","Safety and Permits","Reset Hearing","2021-07-14T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m5ce2e28ec7bbc921222f33fdda370316","997 408 095 ",,"2021-06-09T10:30:00.000","OSS Reset","2021-03-16T15:21:54.000","2021-03-16T15:23:00.000","No Access","D","1504 Feliciana St","New Orleans","LA","70117","3689062.15","537629.2","-90.04397477926341","29.972062081422344",
"Open","17-08025-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=229764","1325 Ursulines Ave","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-08-25T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=a280f2b1d58fef7e94ef7d40761c5803","995 244 222",,,,"2017-06-28T14:51:45.000","2017-06-26T14:52:00.000","Violation: No WIP","C","1325 Ursulines Ave","New Orleans","LA","70116","3681537.72","535164.01","-90.06782413369713","29.965514322198448",
"Closed","18-11439-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247519","200 Decatur St ","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-01-27T12:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=4d5f5fd5e87fcf769c1f028f3b05ced1","994 850 839 ",,"2019-01-16T09:00:00.000","OSS Reset","2018-11-07T13:46:38.000","2018-11-06T13:48:00.000","Violation: No WIP","C","200 Decatur St","New Orleans","LA","70130","3682117.5","530549.23","-90.06615438007016","29.952807631244546",
"Open","19-07655-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256330","737-739 Conti St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-01-13T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=abc43282e8177ee828aeaec3a8e0d807","998 757 352 ",,"2020-12-16T09:00:00.000","OSS Reset","2019-07-26T13:22:09.000","2019-07-17T13:23:00.000","Violation: No WIP","C","739 Conti St","New Orleans","LA","70130","3681667.28","531789.13","-90.06753272409524","29.956230618885204",
