"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea","buildingtype","location"
"2005-1605-B","552 FOXBORO LOOP","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-07-25T00:00:00.000","2005-11-07T00:00:00.000","2005-11-18T00:00:00.000","2005-11-18T00:00:00.000","STERLING HOMES (EDMONTON) LTD.- MELISSA DAHL","R1C","8","2309","120000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7365082007","2964883","33477","2964617","2005-01-01T00:00:00.000",,"53.5238445","-113.25473956","1","2005","16","82","365","0525679",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.5238445, -113.25473956)"
"2016-1066-B","22 SUNBURY PL","Retaining Wall","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2020-01-24T00:00:00.000","2016-10-07T00:00:00.000","2016-12-13T00:00:00.000","2016-12-13T00:00:00.000","Summerwood Land Company Ltd.","R1C","4",,"253764","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8147005004","7777430","195725","7198384","2016-01-01T00:00:00.000","2016-10-01T00:00:00.000","53.56142291","-113.24936768","1","2016","10","5","147","1521457","SE","12","53","23","4","Sherwood Park","Retaining Walls","
,  
(53.56142291, -113.24936768)"
"2007-0774-B","133 51109 RNG RD 220","Addition to Dwelling:  Utility/Laundry Room","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-11-03T00:00:00.000","2007-05-17T00:00:00.000","2007-06-18T00:00:00.000","2007-06-18T00:00:00.000","BILYK, LONNIE & CAROLYN","RCL","7","234","8000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1107728006","3723691","23704","592","2007-01-01T00:00:00.000","2007-07-01T00:00:00.000","53.38393131","-113.08896565","1","2007","7","11","2","7920151","SW","7","51","21","4","Rural","Single Detached Dwelling","
,  
(53.38393131, -113.08896565)"
"2009-0243-B","290 51247 RNG RD 231","SUNROOM ADDITION","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-07-29T00:00:00.000","2009-03-25T00:00:00.000","2009-03-30T00:00:00.000","2009-03-30T00:00:00.000","SUNROOMS ETC.","RCL","6","290","29000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1313318006","4499941","23224","1936","2009-01-01T00:00:00.000","2009-02-01T00:00:00.000","53.40520109","-113.26391905","1","2009","2","8","2","7520023","NW","13","51","23","4","Rural","Single Detached Dwelling","
,  
(53.40520109, -113.26391905)"
"2007-1499-B","167, 201 KASKA RD","NEW TENANT IMPROVEMENT #67, 201 KASKA ROAD - SANDLER","COMMERCIAL","111709","TENANT IMPROVEMENT","1970","Completed","2009-03-23T00:00:00.000","2007-09-20T00:00:00.000","2007-11-06T00:00:00.000","2007-11-06T00:00:00.000","1143402 AB LTD.","C5","1","1725","145000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7000381009","3892458","34193","14861","2007-01-01T00:00:00.000",,"53.5379294","-113.32627129","1","2007","14","8","5","8020706","NE","33","52","23","4","Sherwood Park","Offices","
,  
(53.5379294, -113.32627129)"
"2005-1759-B","144 SUMMERWOOD DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-09-11T00:00:00.000","2005-11-29T00:00:00.000","2005-12-14T00:00:00.000","2005-12-14T00:00:00.000","PACESETTER HOMES LTD - TRAVIS SUTHERLEY","DC43","4","1282","99500","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8122083005","2997457","33735","2989582","2005-01-01T00:00:00.000",,"53.55932076","-113.26461129","1","2005","17","83","122","0525974","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55932076, -113.26461129)"
"2009-0531-B","13 53160 RNG RD 212","New Detached Garage (36' x 60')","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-10-23T00:00:00.000","2009-05-29T00:00:00.000","2009-06-04T00:00:00.000","2009-06-04T00:00:00.000","RODGERS, JIM & HEATHER","RA","5","2160","50000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3110105008","4583625","1938","12091","2009-01-01T00:00:00.000","2009-05-01T00:00:00.000","53.56569495","-113.00802473","1","2009","5","5",,"721RS","NE","10","53","21","4","Rural","Storage Building","
,  
(53.56569495, -113.00802473)"
"2005-1591-B","56 LIBERTY RD","SHOP/WAREHOUSE - PEMPINA PIPELINE CORPORATION","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2006-04-10T00:00:00.000","2005-11-02T00:00:00.000","2005-11-15T00:00:00.000","2005-11-15T00:00:00.000","SYNERGY PROJECTS LTD","IM","4",,"333000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3314710802","2960516","28917","1934127","2005-01-01T00:00:00.000",,"53.57502162","-113.28479435","1","2005","15","8","1","0324255","SW","14","53","23","4","Sherwood Park","Workshops","
,  
(53.57502162, -113.28479435)"
"2020-0278-B","189 NORWICH CR","Install a Hot Tub","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2022-06-06T00:00:00.000","2020-04-24T00:00:00.000","2020-05-01T00:00:00.000",,"Koss, Gary & Lexy","R1A","3",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7205133006","9485860","16511","22074","2020-01-01T00:00:00.000","2020-02-01T00:00:00.000","53.51686899","-113.27741611","1","2020","2","133","205","9323075",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51686899, -113.27741611)"
"2005-1756-B","535 FOXBORO LOOP","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-06-04T00:00:00.000","2005-11-29T00:00:00.000","2005-12-09T00:00:00.000","2005-12-09T00:00:00.000","CHALLENGER HOMES INC","R1C","8","2700","188880","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7365053001","2997136","33505","2964588","2005-01-01T00:00:00.000",,"53.5235385","-113.2541406","1","2005","17","53","365","0525679","NE","25","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5235385, -113.2541406)"
"2009-1278-B","1099 MOYER DR","Carport addition to detached garage - 18' x 12'","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-10-08T00:00:00.000","2009-09-30T00:00:00.000","2009-10-08T00:00:00.000","2009-10-08T00:00:00.000","GLOCKZIN, DAN & RUTH","R1A","1",,"1000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7102058000","4769244","14600","18228","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.52167115","-113.33141899","1","2009","12","58","102","2166RS","NE","28","52","23","4","Sherwood Park","Storage Building","
,  
(53.52167115, -113.33141899)"
"2008-0963-B","415 COWAN PT","Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2012-06-21T00:00:00.000","2008-08-13T00:00:00.000","2008-08-28T00:00:00.000","2008-08-28T00:00:00.000","DAYTONA HOMES INC","R1C","2",,"1800","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8114035001","4247425","35426","3419862","2008-01-01T00:00:00.000","2008-09-01T00:00:00.000","53.55561972","-113.27663364","1","2008","9","35","114","0625187",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55561972, -113.27663364)"
"2007-0710-B","254 51110 RNG RD 214","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-11-21T00:00:00.000","2007-05-10T00:00:00.000","2007-06-05T00:00:00.000","2007-06-05T00:00:00.000","SHERBACK, Richard & SCOBIE, Amanda","RCL","7","2283","324000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1108533009","3713429","23638","635","2007-01-01T00:00:00.000","2007-07-01T00:00:00.000","53.38550773","-113.05388576","1","2007","7","6","2","7822927","SE","8","51","21","4","Rural","Single Detached Dwelling","
,  
(53.38550773, -113.05388576)"
"2009-1277-B","53332 RNG RD 215","Existing Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2016-01-11T00:00:00.000","2009-09-30T00:00:00.000","2009-10-09T00:00:00.000","2009-10-09T00:00:00.000","SCHEIRIS, SANDY","AG","5","4000","150000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3119501009","4768861","1585","12256","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.59058427","-113.07529543","1","2009","12","A",,"4866MC","SE","19","53","21","4","Rural","Storage Building","
,  
(53.59058427, -113.07529543)"
"2009-0479-B","176 NEWCASTLE CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2010-05-12T00:00:00.000","2009-05-19T00:00:00.000","2009-05-22T00:00:00.000","2009-05-22T00:00:00.000","HASELL, JANICE","R1B","3","900","5000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7063237001","4562082","27469","1496126","2009-01-01T00:00:00.000","2009-04-01T00:00:00.000","53.51326107","-113.28256361","1","2009","4","237","63","0226572",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51326107, -113.28256361)"
"2013-0509-B","32 SIGNATURE COVE","Duplex- 30 & 32 Signature Cove","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2015-12-02T00:00:00.000","2013-05-08T00:00:00.000","2013-05-14T00:00:00.000","2013-05-14T00:00:00.000","Core Developments","R3","4","5952","400000","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8522201000","6493045","150755","6831632","2013-01-01T00:00:00.000","2013-05-01T00:00:00.000","53.55607134","-113.25213159","1","2013","5",,"10","1421388","NE","1","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55607134, -113.25213159)"
"2009-1338-B","1035 CANDLE CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2013-07-10T00:00:00.000","2009-10-13T00:00:00.000","2009-10-19T00:00:00.000","2009-10-19T00:00:00.000","MAZZA, GINO","R1C","2","3873","350000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8106555000","4786029","38380","3937505","2009-01-01T00:00:00.000",,"53.549571","-113.27826658","1","2009","13","55","106","0728986",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.549571, -113.27826658)"
"2007-1412-B","182 52152 RNG RD 210","Wood Burning Fireplace-WOOD STOVE","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2007-10-02T00:00:00.000","2007-09-05T00:00:00.000","2007-09-11T00:00:00.000","2007-09-11T00:00:00.000","VAUGHN, CORY","RCL","7",,"1799","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2112131004","3873351","20970","4917","2007-01-01T00:00:00.000",,"53.48085591","-112.9547936","1","2007","14","55",,"7521739","NE","12","52","21","4","Rural","Single Detached Dwelling","
,  
(53.48085591, -112.9547936)"
"2005-1648-B","673 52304 RNG RD 233","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-12-07T00:00:00.000","2005-11-14T00:00:00.000","2005-11-16T00:00:00.000","2005-11-16T00:00:00.000","YANITSKI, JASON & TINA","RE","6","728","15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2316104460","2973246","29573","2021671","2005-01-01T00:00:00.000",,"53.49610676","-113.32816304","1","2005","16","46","4","0325709","NE","16","52","23","4","Rural","Storage Building","
,  
(53.49610676, -113.32816304)"
"2005-1653-B","21324 TWP RD 524","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2005-11-15T00:00:00.000","2005-11-15T00:00:00.000","2005-11-15T00:00:00.000","2005-11-15T00:00:00.000","TORSTENSEN, PAUL","RA","5","1414","20000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2128503006","2974460","15403","7858","2005-01-01T00:00:00.000",,"53.51250297","-113.03169743","1","2005","16","C",,"2242RS","SE","28","52","21","4","Rural","Single Detached Dwelling","
,  
(53.51250297, -113.03169743)"
"2008-0209-B","9501 34 ST","Medical Gas Building; Praxair Canada","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2014-01-21T00:00:00.000","2008-02-28T00:00:00.000","2008-03-13T00:00:00.000","2008-03-13T00:00:00.000","AXUM VENTURES","IH","1",,"600000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2331704003","4046513","25807","11744","2008-01-01T00:00:00.000","2008-02-01T00:00:00.000","53.53255027","-113.39282295","1","2008","2",,"G","530KS","SW","31","52","23","4","Sherwood Park","Bulk Plants For Flammable Liquids","
,  
(53.53255027, -113.39282295)"
"2006-0216-B","105 RIDGEBROOK CL","Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-11-19T00:00:00.000","2006-02-16T00:00:00.000","2006-02-24T00:00:00.000","2006-02-24T00:00:00.000","NORDSTROM, Jason","R1B","8",,"1000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7392026007","3108449","27615","1489329","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.51424005","-113.25074543","1","2006","2","26","392","0226328","SE","25","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.51424005, -113.25074543)"
"2007-1397-B","175 51248 RNG RD 231","New Detached Shop","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-10-30T00:00:00.000","2007-08-30T00:00:00.000","2007-09-25T00:00:00.000","2007-09-25T00:00:00.000","CARNEGIE, KELLY & CHERYL","RCL","6","1600","100000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1314102018","3869246","23113","1982","2007-01-01T00:00:00.000",,"53.40934873","-113.27843632","1","2007","13","2A","1","9220466","NE","14","51","23","4","Rural","Storage Building","
,  
(53.40934873, -113.27843632)"
"2022-0434-B",,"Warehouse Building (9.75m x 21.95m) for community reuse center  ""Hodge Podge Lodge""","INDUSTRIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-26T00:00:00.000","2022-05-10T00:00:00.000","2022-05-26T00:00:00.000",,"Strathcona County - Utilities","PU","1","142","275000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8205010006","10502151","0","6751187","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.54486004","-113.3104916","1","2022","4","10","205","1420036","SW","3","53","23","4","Sherwood Park","Storage Building","
,  
(53.54486004, -113.3104916)"
"2004-1277-B",,"Bonus Room over Existing Garage",,,,"1970","Completed","2004-11-26T00:00:00.000","2004-08-20T00:00:00.000","2004-09-01T00:00:00.000","2004-09-01T00:00:00.000","BJORKLUND, NEIL & JENNIFER",,"8",,"20000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7372030008","2346656","0","23358","2004-01-01T00:00:00.000","2004-12-01T00:00:00.000","53.51784462","-113.26794431","1","2004","12","30","372","9023103",,,,,,"Sherwood Park",,"
,  
(53.51784462, -113.26794431)"
"2009-1264-B","213 RIDGEBROOK RD","Deck (10' x 12')","RESIDENTIAL","111702","ADDITION","1970","Completed","2013-01-04T00:00:00.000","2009-09-28T00:00:00.000","2009-10-07T00:00:00.000","2009-10-07T00:00:00.000","TERNES, JANE","R1B","8","120","6950","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7390149005","4765491","8946","3444990","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.51424174","-113.24819944","1","2009","12","149","390","0625556",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51424174, -113.24819944)"
"2021-1211-B","23146 TWP RD 520","Demolition of Exiting House.","RESIDENTIAL","111704","DEMOLITION","151675","Approved - File Closed","2022-05-26T00:00:00.000","2021-12-10T00:00:00.000","2021-12-14T00:00:00.000",,"Audie Benson Estate Homes","RA","6",,"25000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2302702002","10313504","21918","10598","2021-01-01T00:00:00.000","2021-12-01T00:00:00.000","53.4543875","-113.28438186","1","2021","12",,"1","2572MC","SW","2","52","23","4","Rural","Single Detached Dwelling","
,  
(53.4543875, -113.28438186)"
"2016-1197-B","54174 RNG RD 225","Seed Cleaning Plant","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2018-03-29T00:00:00.000","2016-11-08T00:00:00.000","2016-11-24T00:00:00.000","2016-11-24T00:00:00.000","Galloway Seeds","AG","5","390","500500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4207100001","7811394","195729","14124","2016-01-01T00:00:00.000","2016-11-01T00:00:00.000","53.65690147","-113.22181225","1","2016","11",,,,"NE","7","54","22","4","Rural","Grain Elevators","
,  
(53.65690147, -113.22181225)"
"2022-0031-B","240, 167 PROVINCIAL AV","""Montage Studios Salon "" ( 445.9 sq. m) Tenant Improvement","COMMERCIAL","111709","TENANT IMPROVEMENT","151675","Approved - File Closed","2022-05-02T00:00:00.000","2022-01-14T00:00:00.000","2022-01-18T00:00:00.000",,"Santoro, Frank","DC48 ""C""","1","3040","425000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8247006006","10344721","137541","2863341","2022-01-01T00:00:00.000",,"53.56920506","-113.31399309","1","2022","0","6","247","0524056","NW","10","53","23","4","Sherwood Park","Beauty Parlors","
,  
(53.56920506, -113.31399309)"
"2010-0022-B","241 51110 RNG RD 214","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-08-30T00:00:00.000","2010-01-08T00:00:00.000","2010-01-12T00:00:00.000","2010-01-12T00:00:00.000","GALLINGER, MICHAEL & CHERYL","RCL","7","1600","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1108522002","4888011","23548","624","2010-01-01T00:00:00.000",,"53.38697901","-113.05434643","1","2010","0","22","1","7822927","SE","8","51","21","4","Rural","Single Detached Dwelling","
,  
(53.38697901, -113.05434643)"
"2021-1223-B","112 51401 RNG RD 221","Aircraft Hanger","COMMERCIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-12T00:00:00.000","2021-12-13T00:00:00.000","2022-01-18T00:00:00.000",,"Philcorp Investmentd Inc.","DC6 ""B""","7","333","275000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1225606508","10315918","174361","8071805","2021-01-01T00:00:00.000","2021-12-01T00:00:00.000","53.42549101","-113.12211022","1","2021","12",,"18D","1721695","SE","26","51","22","4","Rural","Aircraft Hangars","
,  
(53.42549101, -113.12211022)"
"2007-1358-B","551 SUNCREST LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-10-15T00:00:00.000","2007-08-22T00:00:00.000","2007-09-11T00:00:00.000","2007-09-11T00:00:00.000","PACESETTER HOMES LTD - TRAVIS SUTHERLEY","R1C","4","2703","211708","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8128040006","3857180","36171","3540014","2007-01-01T00:00:00.000",,"53.55777443","-113.26081537","1","2007","13","40","128","0628162","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55777443, -113.26081537)"
"2007-0705-B","4084 CROWSNEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-06-03T00:00:00.000","2007-05-10T00:00:00.000","2007-05-23T00:00:00.000","2007-05-23T00:00:00.000","CHALLENGER HOMES INC","R1C","2","2525","327600","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8085096007","3712548","35798","3521645","2007-01-01T00:00:00.000","2007-07-01T00:00:00.000","53.5474397","-113.2803895","1","2007","7","96","85","0627099","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5474397, -113.2803895)"
