"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","127","Auditing Supervisor","23","1.0","90336.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","253","Business Manager III","22","4.0","270228.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5437","System Director Patient Access","24","1.0","104998.00","1.0","104998.00","1.0","104998.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5438","System Director Patient Financial Services","24","1.0","113604.00","1.0","121091.00","1.0","121091.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5439","Director of Health Information Management","24","1.0","131600.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5441","System Director Case Management","24","1.0","117700.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5442","System Manager Patient Access-Ambulatory Care Health Network","24","1.0","107993.00","1.0","107993.00","1.0","107993.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5443","System Manager Patient Access, Pre-Processing Center","24","1.0","85155.00","1.0","90767.00","1.0","90767.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5444","System Manager Patient Access, Financial Counseling","23","1.0","107511.00","1.0","116995.00","1.0","116995.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5445","System Manager Patient Access, Training & Quality Assurance","24","1.0","87360.00","1.0","93118.00","1.0","93118.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5446","Site Manager Patient Access II (JHS)","23","1.0","79311.00","1.0","86241.00","1.0","86241.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5447","System Manager Patient Financial Services, Third Party Billing & Coding","23","1.0","75000.00","1.0","79944.00","1.0","79944.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5448","System Manager Patient Services, Customer Service and Self Pay Collections","23","1.0","80816.00","1.0","87878.00","1.0","87878.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5449","Systems Manager Patient Financial Services, Denials & Payment","23","1.0","70000.00","1.0","74614.00","1.0","74614.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5450","System Manager Patient Financial Services, Cash Applications","23","1.0","76059.00","1.0","84933.00","1.0","84933.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5451","System Manager Health Information Management, Record Management","23","1.0","103679.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5452","System Manager Health Information Management, Medical Records & Coding(Site)","23","1.0","84983.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5453","System Manager Revenue Integrity, Charge Description Master","24","1.0","101296.00","1.0","107972.00","1.0","107972.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5454","System Manager Revenue Integrity, Charge Capture","24","1.0","100027.00","1.0","106619.00","1.0","106619.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5455","System Manager Revenue Integrity, Managed Care","24","1.0","130000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5456","System Manager, Case Management","24","3.0","308197.00","3.0","320740.00","3.0","320740.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900308","Revenue Cycle","5458","Director of Revenue Cycle","24","1.0","197800.00","1.0","178533.00","1.0","178533.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900309","System Office of Sponsored Programs","223","Grant Analyst","21","1.0","94004.00","1.0","100261.00","1.0","100261.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900309","System Office of Sponsored Programs","5217","Assistant Grants Management Director","24","1.0","106000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","47","Administrative Assistant II","14","1.0","57255.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","113","Director Financial Control IV","24","1.0","75000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","251","Business Manager I","18","1.0","68376.00","1.0","57427.00","1.0","57427.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","293","Administrative Analyst III","21","1.0","80877.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","907","Clerk V","11","18.8","857038.00","7.0","332082.00","7.0","332082.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","919","Business Office Supervisor","13","4.0","192601.00","3.0","170634.00","3.0","170634.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","1518","Caseworker (Mang Unit)","16","1.0","46840.00","1.0","49958.00","1.0","49958.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","1524","Medical Social Worker III","17","2.0","93605.00","7.0","375284.00","7.0","375284.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","1941","Clinical Nurse I","FA","3.0","259107.00","3.0","245962.00","3.0","245962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","5505","Clinical Case Manager","FC","2.0","167424.00","8.0","507924.00","8.0","507924.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6328","Senior Director of Integrated Care Management","24","1.0","230000.00","1.0","230000.00","1.0","230000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6364","Director of Operations, Patient Support Center","24","2.0","206000.00","2.0","202879.00","2.0","202879.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6432","Director of Inpatient Care Coordination","24",,,"1.0","117700.00","1.0","117700.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6433","Director of Ambulatory Care Coordination","24",,,"1.0","121000.00","1.0","121000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6434","Manager of Provider Scheduling Systems","23",,,"1.0","75374.00","1.0","75374.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6436","Manager of Extended Care Services","23",,,"1.0","111686.00","1.0","111686.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900310","Access/Referrals/Scheduling","6439","Patient Care Navigator I","13",,,"17.0","800849.00","17.0","800849.00"
