"period","start_date","end_date","zip_code","service_district","quality_of_life","overall_feeling_of_safety","neighborhood_safety","city_appearance","neighborhood_appearance","nashville_as_residence","nashville_as_place_to_raise","nashville_as_workplace","nashville_as_place_to_start","nashville_as_retirement_place","metro_services_overall","value_received_from_taxes","elected_official_leadership","elected_official","elected_official_accessibility","metro_transparency_and_ethics","metro_budgeting_and","customer_service","metro_communication","decision_input_opportunity","crime_prevention","police_overall","fire_and_ems_overall","streets_and_sidewalks_overall","trash_and_recycling_overall","public_education","public_health_overall","public_library","social_services_overall","economic_development_overall","parks_and_recreation_overall","code_enforcement_overall","public_transit_overall","water_services_overall","metro_provided_arts_and","affordable_housing_overall","historic_preservation_overall","_1st_priority_service","_2nd_priority_service","_3rd_priority_service","_4th_priority_service","_5th_priority_service","city_street_maintenance","street_signs_and_traffic","pedestrian_infrastructure","curb_space_management","bicycle_infrastructure","trash_service","curbside_recycling","drop_off_recycling","street_lighting","public_works_personnel","police_visibility","traffic_enforcement","police_professionalism","police_response_time","school_crossing_guards","school_resource_officers","youth_violence_programs","special_event_security","fire_services","fire_response_time","emergency_medical_services","ems_response_time","fire_professionalism","ems_professionalism","mta_bus_service","music_city_circuit","accessride","music_city_star","park_and_ride","bus_shelters","mta_personnel_professionalism","trash_and_debris_enforcement","lawn_and_brush_enforcement","exterior_maintenance","short_term_rental_enforcement","strp_complaint_hotline","codes_personnel","codes_responsiveness","_911_services","non_emergency_number","hubnashville_311","program_information","nashville_gov","metro_video_programming","metro_social_media","parks_maintenance","outdoor_athletic_fields","walking_and_biking_trails","swimming_pools","community_centers","youth_recreation_programs","senior_recreation_programs","parks_personnel","park_safety","burial_assistance_program","family_support_services","homeless_services","nutrition_programs","head_start_early_head_start","low_income_home_energy","violent_crime_victim_services","tap_water","water_service_reliability","water_emergency_response","flood_prevention","stormwater_fund_use","water_services_value","water_services_communication","water_services_information","water_services_social_media","water_services_employee","crime_victim","mnpd_officer_contact","_311_hubnashville_usage","nashville_gov_usage","park_community_center_usage","mta_bus_service_usage","bicycle_usage","arts_cultural_event_attendance","public_library_usage","metro_elected_official_contact","public_meeting_attendance","neighborhood_meeting","monthly_housing_cost_over","rideshare_bikeshare_usage","commute_by_walking_biking","affordable_housing_preference","opioid_addiction","neighborhood_tree_canopy","internet_use_for_information","mobile_phone_internet_access","home_internet_access","natural_disaster_preparedness","_500_emergency_expense","healthcare_access","healthy_food_access","childcare_access","pre_k_access","public_transit_access","park_and_green_space_access","affordable_housing_access","diversity_support_efforts","diversity_acceptance","disability_access","job_access","neighborhood_arts_and_culture","small_business_and_freelance","farmers_market","general_hospital","emergency_and_natural_disaster","no_children_in_davidson_county","children_ages_0_5","children_agest_6_13","children_agest_13_17","public_school_attendance","charter_school_attendance","private_school_attendance","other_school_attendance","other_school_definition","school_quality","own_or_rent","years_lived_in_davidson_county","business_owner_operator","race_ethnicity_white","race_ethnicity_black","race_ethnicity_hispanic","race_ethnicity_asian_or","race_ethnicity_native_american","race_ethnicity_other","race_ethnicity_other_1","total_annual_household_income","age","gender_identity","education_attained"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37209","Urban Services District","Very Satisfied","Dissatisfied","Dissatisfied","Neutral","Satisfied","Excellent","Poor","Excellent","Excellent","Poor","Satisfied","Very Satisfied","Satisfied","Don't Know","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Dissatisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Very Satisfied","Don't Know","Very Satisfied","Very Satisfied","Very Dissatisfied","Don't Know","Very Satisfied","Very Satisfied","Very Dissatisfied","Very Dissatisfied","Social services","Police","Public education","Public health","Historic preservation","Dissatisfied","Very Satisfied","Dissatisfied","Very Dissatisfied","Neutral","Satisfied","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Don't Know","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Very Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","true","Yes","Yes","Yes","Yes","No","Yes","Neutral","Dissatisfied","Very Dissatisfied","Dissatisfied","Very Dissatisfied","Very Satisfied","Dissatisfied","Very Satisfied","Neutral","Don't Know","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Yes",,,,,,,,,,"Rent","9","No","Yes",,,,,,,"$100,000 or more","35-44","Female","Graduate degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37211","Urban Services District","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Dissatisfied","Good","Neutral","Good","Excellent","Poor","Satisfied","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Satisfied","Very Satisfied","Very Dissatisfied","Very Satisfied","Neutral","Neutral","Don't Know","Very Dissatisfied","Very Satisfied","Dissatisfied","Neutral","Very Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Public education","Police","Parks and recreation","Streets and sidewalks","Social services","Very Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Very Satisfied","Don't Know","Don't Know","Satisfied","Very Satisfied","Very Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Don't Know","Don't Know","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Very Satisfied","Very Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Neutral","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","false","Yes","Yes","Yes","Yes","No","Yes","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Satisfied","Neutral","Very Dissatisfied","Don't Know","Dissatisfied","Don't Know","Don't Know","Very Dissatisfied","Don't Know","Very Satisfied","Don't Know","Very Satisfied","Yes",,,,,,,,,,"Own","3","No","Yes",,,,,,,"$100,000 or more","25-34","Male","Bachelor's degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","Urban Services District","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Dissatisfied","Good","Good","Good","Good","Neutral","Don't Know","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Public education","Public health","Social services","Public transportation","Affordable housing","Dissatisfied","Satisfied","Dissatisfied","Neutral","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied",,,,,,,,,,,,,,,,,,,,,,,,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,,,,,,,,,,"Own","18","No",,"Yes",,,,,,"Under $30,000","65+","Female","Bachelor's degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","Urban Services District","Very Satisfied","Satisfied","Neutral","Dissatisfied","Dissatisfied","Excellent","Below Average","Good","Good","Below Average","Neutral","Neutral","Don't Know","Dissatisfied","Neutral","Dissatisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Very Satisfied","Dissatisfied","Neutral","Very Dissatisfied","Don't Know","Satisfied","Dissatisfied","Very Satisfied","Very Satisfied","Neutral","Very Dissatisfied","Very Satisfied","Very Satisfied","Neutral","Satisfied","Public education","Fire and EMS","Streets and sidewalks","Public transportation","Social services","Neutral","Satisfied","Neutral","Satisfied","Dissatisfied","Neutral","Dissatisfied","Satisfied","Neutral","Don't Know","Neutral","Dissatisfied","Satisfied","Very Satisfied","Neutral","Don't Know","Don't Know","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Very Dissatisfied","Neutral","Very Dissatisfied","Neutral","Don't Know","Neutral","Neutral","Very Satisfied","Very Satisfied","Don't Know","Neutral","Neutral","Don't Know","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Neutral","Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","true","Yes","Yes","Yes","Yes","Yes","Yes","Neutral","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Neutral","Don't Know","Neutral","Don't Know","Dissatisfied","Neutral","Neutral","Dissatisfied","Don't Know","Dissatisfied","Yes",,,,,,,,,,"Own","11","Yes","Yes",,,,,,,"$100,000 or more","25-34","Male","Bachelor's degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37215","General Services District","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Excellent","Excellent","Good","Good","Good","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Streets and sidewalks","Public education","Public transportation","Metro-provided arts and culture","Parks and recreation","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Dissatisfied","Very Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Dissatisfied","Neutral","Very Satisfied","Very Satisfied","Neutral","Neutral","Dissatisfied","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Yes",,,,,,,,,,"Own","41","No","Yes",,,,,,,"$100,000 or more","55-64","Male","Graduate degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","Urban Services District","Neutral","Neutral","Satisfied","Very Satisfied","Neutral","Good","Neutral","Good","Excellent","Poor","Satisfied","Neutral","Satisfied","Satisfied","Very Satisfied","Neutral","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Satisfied","Dissatisfied","Neutral","Satisfied","Very Satisfied","Very Dissatisfied","Satisfied","Affordable housing","Code enforcement","Social services","Streets and sidewalks","Police","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Neutral","Satisfied","Neutral","Don't Know","Neutral","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Very Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Don't Know","Satisfied","Don't Know","Neutral","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Satisfied","Satisfied","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Yes",,,,,,,,,,"Own","45","No","Yes",,,,,,,"Under $30,000","65+","Female","High school graduate"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37214","General Services District","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Very Dissatisfied","Poor","Poor","Poor","Poor","Poor","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Dissatisfied","Very Satisfied","Very Satisfied","Very Dissatisfied","Very Dissatisfied","Neutral","Neutral","Neutral","Neutral","Very Dissatisfied","Neutral","Very Dissatisfied","Satisfied","Neutral","Neutral","Very Dissatisfied","Very Dissatisfied","Code enforcement","Solid waste services","Police","Historic preservation","Streets and sidewalks","Dissatisfied","Neutral","Satisfied","Dissatisfied","Satisfied","Very Dissatisfied","Very Dissatisfied","Neutral","Satisfied","Don't Know","Dissatisfied","Very Dissatisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Don't Know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Very Satisfied","Don't Know","Don't Know","Very Satisfied","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Very Satisfied","Very Satisfied","Don't Know","Very Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Neutral","Neutral","Neutral","Don't Know","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","false","No","Yes","No","Yes","Yes","Yes","Very Satisfied","Very Satisfied","Neutral","Neutral","Very Satisfied","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","Yes",,,,,,,,,,"Own","62","No","Yes",,,,,,,"Under $30,000","55-64","Male","Some college"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37207","Urban Services District","Satisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Good","Neutral","Good","Excellent","Good","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Dissatisfied","Neutral","Dissatisfied","Don't Know","Very Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Affordable housing","Public transportation","Police","Public education","Streets and sidewalks","Dissatisfied","Don't Know","Dissatisfied","Satisfied","Neutral","Satisfied","Neutral","Don't Know","Dissatisfied","Don't Know","Neutral","Dissatisfied","Very Satisfied","Satisfied","Satisfied","Don't Know","Dissatisfied","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Don't Know","Dissatisfied","Don't Know","Very Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","true","Yes","Yes","Yes","Yes","Yes","Yes","Dissatisfied","Satisfied","Don't Know","Don't Know","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Don't Know","Don't Know","Yes",,,,,,,,,,"Rent","8","Yes","Yes",,,,,,,"$30,000 to $59,999","25-34","Female","Bachelor's degree"
"2018Q1","2018-02-01T00:00:00.000","2018-03-06T00:00:00.000","37221","General Services District","Neutral","Neutral","Neutral",,"Neutral","Good","Good","Good",,"Good","Neutral","Neutral","Neutral",,,"Don't Know",,"Neutral","Neutral","Don't Know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",,"Neutral","Neutral",,"Neutral",,"Neutral",,"Neutral",,,,,,,,"Neutral","Neutral",,,"Neutral","Satisfied","Neutral","Neutral","Neutral",,"Neutral","Neutral","Neutral","Neutral",,,,,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",,"Neutral",,"Neutral","Satisfied","Dissatisfied",,"Satisfied","Neutral","Neutral","Neutral",,,,"Neutral","Neutral","Neutral","Neutral","Neutral","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know",,,,,,,,,,,,,,,,,,,,"Yes","Yes","No","Yes",,"No","No","Yes",,,,"No",,,,,,,"Yes","Yes","Yes",,,"Satisfied","Satisfied","Satisfied","Neutral","Neutral",,,"Neutral","Neutral","Neutral",,,,"Neutral","Neutral",,"Yes",,,,,,,,,,"Own",,,"Yes",,,,,,,"Under $30,000","35-44","Male",
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37205","Urban Services District","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Neutral","Excellent","Neutral","Good","Excellent","Good","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Dissatisfied","Neutral","Satisfied","Neutral","Very Satisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Public education","Public transportation","Streets and sidewalks","Water / stormwater",,"Dissatisfied","Satisfied","Very Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Neutral","Dissatisfied","Satisfied","Don't Know","Don't Know","Don't Know","Neutral","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Don't Know","Neutral","Dissatisfied","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Don't Know","Satisfied","Neutral","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Neutral","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",,"Yes","Yes","No","true","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Dissatisfied","Neutral","Dissatisfied","Satisfied","Neutral","Satisfied","Satisfied","Don't Know","Satisfied","Neutral","Satisfied","Satisfied","Don't Know","Satisfied","Yes",,,,,,,,,,"Own","6","Yes","Yes",,,,,,,"$100,000 or more","55-64","Male","Bachelor's degree"
"2018Q2","2018-06-21T00:00:00.000","2018-07-16T00:00:00.000","37216","Urban Services District","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Good","Good","Good","Good","Good","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Dissatisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Streets and sidewalks",,,,,"Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Dissatisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Don't Know","Satisfied","Dissatisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","false","Yes","Yes","No","No","Yes","No","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Yes",,,,,,,,,,"Rent","75","No",,"Yes",,,,,,"Under $30,000","65+","Female","Some college"
