"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"19-26141","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-07-10T00:00:00.000","2019-10-01T00:00:00.000","08108041400","THE LOCAL DISTRO","Will Radford","614  GARFIELD ST","NASHVILLE","TN","37208","19","37019400","614 GARFIELD ST
NASHVILLE, TN 37208
(36.181208, -86.794852)"
"19-26172","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-07-25T00:00:00.000","2019-09-26T00:00:00.000","09305019900","PUBLIX #1680",,"1010  DR MARTIN L KING JR BLVD","NASHVILLE","TN","37203","19","37019400","1010 DR MARTIN L KING JR BLVD
NASHVILLE, TN 37203"
"19-26225","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-08-27T00:00:00.000","2019-09-26T00:00:00.000","09313006800","LOS TORITOS MEXICAN RESTAURANT MIDTOWN GULCH",,"1302  DIVISION ST","NASHVILLE","TN","37203","19","37019500","1302 DIVISION ST
NASHVILLE, TN 37203
(36.151437, -86.787484)"
"19-26213","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-08-22T00:00:00.000","2019-09-26T00:00:00.000","06115031900","KWIKSAK #626",,"3710  GALLATIN PIKE","NASHVILLE","TN","37216","7","37011200","3710 GALLATIN PIKE
NASHVILLE, TN 37216
(36.214445, -86.730507)"
"20-26515","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-24T00:00:00.000","2021-02-12T00:00:00.000","07206004500","SID GOLD'S REQUEST ROOM",,"3245  GALLATIN PIKE","NASHVILLE","TN","37216","8","37011200","3245 GALLATIN PIKE
NASHVILLE, TN 37216
(36.208203, -86.735174)"
"19-26152","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-07-17T00:00:00.000","2019-09-26T00:00:00.000","12800018700","AMC BELLEVUE 12",,"8125  SAWYER BROWN RD","NASHVILLE","TN","37221","22","37018401","8125 SAWYER BROWN RD
NASHVILLE, TN 37221
(36.080013, -86.944482)"
"19-25942","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-03-15T00:00:00.000","2020-01-10T00:00:00.000","07206021900","LIVING WATERS BREWING COMPANY LLC","Ryan McCay","1056 E TRINITY LN  101","NASHVILLE","TN","37216","5","37011400","1056 E TRINITY LN 101
NASHVILLE, TN 37216
(36.203911, -86.741344)"
"19-26282","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-25T00:00:00.000","2020-01-10T00:00:00.000","08309015800","CINCO DE MAYO MEXICAN RESTAURANT",,"1313  WOODLAND ST","NASHVILLE","TN","37206","6","37019200","1313 WOODLAND ST
NASHVILLE, TN 37206
(36.177126, -86.745928)"
"20-27018","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2020-12-23T00:00:00.000","2021-02-12T00:00:00.000","08214005600","BARRIQUE BREWING AND BLENDING LLC",,"30  OLDHAM ST","NASHVILLE","TN","37213","5","37019300","30 OLDHAM ST
NASHVILLE, TN 37213
(36.174562, -86.776155)"
"19-26386","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-04T00:00:00.000","2020-01-10T00:00:00.000","07210020100","JUICY SEAFOOD",,"2616  GALLATIN PIKE","NASHVILLE","TN","37216","7","37011400","2616 GALLATIN PIKE
NASHVILLE, TN 37216
(36.197969, -86.741504)"
"19-26337","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-28T00:00:00.000","2020-01-13T00:00:00.000","09302318900","DOUBLETREE BY HILTON HOTEL NASHVILLE DOWNTOWN","Spire Concession Holdco I, LLC","315  4TH AVE N","NASHVILLE","TN","37219","19","37019500","315 4TH AVE N
NASHVILLE, TN 37219
(36.165393, -86.780063)"
"19-26218","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-08-26T00:00:00.000","2019-09-13T00:00:00.000","08213036600","GRAND TASTE","Gordon Richard","600  JAMES ROBERTSON PKWY","NASHVILLE","TN","37219","19","37019400","600 JAMES ROBERTSON PKWY
NASHVILLE, TN 37219
(36.168308, -86.785851)"
"20-26432","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-01-16T00:00:00.000","2021-02-16T00:00:00.000","14908004800","LOS AMIGOS MERCADO LATINO","Kenia Cervantes, Raymundo Cervantes","2582  MURFREESBORO PIKE","NASHVILLE","TN","37217","29","37015612","2582 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.074969, -86.63908)"
"17-25070","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-05-30T00:00:00.000","2017-07-06T00:00:00.000","09115037800","MIEL RESTAURANT",,"343  53RD AVE N","NASHVILLE","TN","37209","24","37013400","343 53RD AVE N
NASHVILLE, TN 37209
(36.151327, -86.851113)"
"20-26914","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-09-08T00:00:00.000","2021-02-16T00:00:00.000","14608019600","YOGIS PIZZERIA","Randy L Yogi Davis. 100%","4825  TROUSDALE DR  236","NASHVILLE","TN","37220","26","37018801","4825 TROUSDALE DR 236
NASHVILLE, TN 37220
(36.075387, -86.75913)"
"19-26333","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-10-23T00:00:00.000","2020-01-17T00:00:00.000","05300001800","OLD HICKORY PIGGLY WIGGLY",,"1439  ROBINSON RD","OLD HICKORY","TN","37138","11","37010501","1439 ROBINSON RD
OLD HICKORY, TN 37138
(36.255815, -86.653957)"
"13-19756","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-05-30T00:00:00.000","2013-07-11T00:00:00.000","09306104000","Puckett's 5th and Church","Puckett's 5th and Church, Inc.","500  CHURCH ST  100","NASHVILLE","TN","37219","19","37019500","500 CHURCH ST 100
NASHVILLE, TN 37219
(36.163073, -86.780373)"
"19-26234","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-08-29T00:00:00.000","2019-10-10T00:00:00.000","093100D10000CO","MARGARITAVILLE HOTEL NASHVILLE",,"425  REP JOHN LEWIS WAY S","NASHVILLE","TN","37203","19","37019500","425 REP JOHN LEWIS WAY S
NASHVILLE, TN 37203"
"19-26210","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-08-21T00:00:00.000","2019-09-27T00:00:00.000","11815001000","NASHVILLE FILM FESTIVAL",,"719  THOMPSON LN","NASHVILLE","TN","37204","16","37980200","719 THOMPSON LN
NASHVILLE, TN 37204
(36.111899, -86.763171)"
"97-14843","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1997-11-18T00:00:00.000","1997-12-04T00:00:00.000","11802018100","Kroger Food & Drug #511","Kroger Limited Partnership","2615  Franklin PIKE","Nashville","TN","37204","17","37017100","2615 Franklin PIKE
Nashville, TN 37204
(36.120423, -86.775117)"
"19-25969","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-04-09T00:00:00.000","2019-09-27T00:00:00.000","13413024500","LA DELICIA MEXICAN RESTAURANT","La Delicia Mexican Restaurant","4930  LINBAR DR  103","NASHVILLE","TN","37211","30","37019003","4930 LINBAR DR 103
NASHVILLE, TN 37211
(36.083022, -86.702561)"
"19-25969","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-04-09T00:00:00.000","2019-09-27T00:00:00.000","13413024500","LA DELICIA MEXICAN RESTAURANT","La Delicia Mexican Restaurant","4930  LINBAR DR  102","NASHVILLE","TN","37211","30","37019003","4930 LINBAR DR 102
NASHVILLE, TN 37211
(36.083022, -86.702561)"
"15-17266","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2015-05-29T00:00:00.000","2015-06-25T00:00:00.000","14200026700","Kroger #527","Kroger Limited Partnership","7087  Highway 70  S","Nashville","TN","37221","34","37018404","7087 Highway 70 S
Nashville, TN 37221
(36.074632, -86.920345)"
"06-16120","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2005-11-22T00:00:00.000","2006-04-11T00:00:00.000","07202014800","Kroger L-884","Kroger Limited Partnership","3410  Gallatin PIKE","Nashville","TN","37216","7","37011200","3410 Gallatin PIKE
Nashville, TN 37216
(36.210671, -86.733238)"
"T22-27889","TEMPORARY","BBPERMIT","SPECIAL","BB - Special Events","2022-08-17T00:00:00.000",,"08215006700","OUTLOUD MUSIC FESTIVAL",,"14  JAMES ROBERTSON PKWY","NASHVILLE","TN","37206","5","37011900","14 JAMES ROBERTSON PKWY
NASHVILLE, TN 37206
(36.172107, -86.767447)"
"11-16821","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2011-08-10T00:00:00.000","2011-08-25T00:00:00.000","08600008900","Kroger L-518","Kroger Limited Partnership","5544  Old Hickory BLVD","Hermitage","TN","37076","12","37015623","5544 Old Hickory BLVD
Hermitage, TN 37076
(36.180757, -86.606467)"
"97-14828","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1997-11-18T00:00:00.000","1997-12-04T00:00:00.000","04216010000","Kroger Food & Drug #514","Kroger Limited Partnership","200  Gallatin PIKE S","Nashville","TN","37115",,,"200 Gallatin PIKE S
Nashville, TN 37115
(36.261304, -86.712523)"
"19-26169","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-07-24T00:00:00.000","2019-09-30T00:00:00.000","10801005900","DRURY INN & SUITES NASHVILLE AIRPORT",".94, 12.18, 48.94","555  DONELSON PIKE","NASHVILLE","TN","37214","15","37015502","555 DONELSON PIKE
NASHVILLE, TN 37214
(36.145158, -86.666724)"
"21-27053","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-20T00:00:00.000","2021-02-16T00:00:00.000","09111005500","EL PASEO","Eugene Nelson","905  51ST AVE N","NASHVILLE","TN","37209","20","37013300","905 51ST AVE N
NASHVILLE, TN 37209
(36.158192, -86.84889)"
"21-27221","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2021-05-01T00:00:00.000","2021-05-28T00:00:00.000","08216009400","Nashville Helping Nashville","Matthew Leff","700  WOODLAND ST","NASHVILLE","TN","37206","6","37019200","700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
"19-26070","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-05-30T00:00:00.000","2019-10-01T00:00:00.000","08209005400","SAMURAI KITCHEN",,"1318  6TH AVE N","NASHVILLE","TN","37208","19","37019400","1318 6TH AVE N
NASHVILLE, TN 37208
(36.177498, -86.791023)"
"T22-27818","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-07-06T00:00:00.000",,"07506015600","HERMITAGE STEAKHOUSE",,"4342  LEBANON PIKE","HERMITAGE","TN","37076","11","37015401","4342 LEBANON PIKE
HERMITAGE, TN 37076
(36.206726, -86.612591)"
"20-26473","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-02-05T00:00:00.000","2020-03-25T00:00:00.000","09503012200","TNFOLD LLC",,"2408  LEBANON PIKE","NASHVILLE","TN","37214","15","37015200","2408 LEBANON PIKE
NASHVILLE, TN 37214
(36.169127, -86.68185)"
"19-26219","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-08-26T00:00:00.000","2019-09-13T00:00:00.000","093064B00100CO","HARVEST NIGHT","Tommy Lynch","121  4TH AVE S","NASHVILLE","TN","37201","19","37019500","121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
"19-26220","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-08-26T00:00:00.000","2019-09-13T00:00:00.000","093064B00100CO","GOSPEL BRUNCH","Tommy Lynch","121  4TH AVE S","NASHVILLE","TN","37201","19","37019500","121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
"19-26202","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-08-14T00:00:00.000","2019-10-10T00:00:00.000","10516025500","SOUTH SIDE PUB & Kitchen",,"2190A  NOLENSVILLE PIKE","NASHVILLE","TN","37211","17","37017200","2190A NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.127134, -86.753267)"
"19-26332","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-23T00:00:00.000","2020-01-10T00:00:00.000","06200023300","MUSIC CITY BAR AND GRILL","Rodney Collins","2416  MUSIC VALLEY DR","NASHVILLE","TN","37214","15","37015300","2416 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.218524, -86.695398)"
"19-26365","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-11-19T00:00:00.000","2020-03-06T00:00:00.000","118010P10400CO","THE MEAT ROOM",,"2905  12TH AVE S 104","NASHVILLE","TN","37204","18","37016900","2905 12TH AVE S 104
NASHVILLE, TN 37204
(36.121465, -86.79036)"
"19-26250","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-09-06T00:00:00.000","2019-10-03T00:00:00.000","10404000100","VU REUNION WEEKEND","Ruby Z. Shellaway, Susan R. Wente","2205  WEST END AVE","NASHVILLE","TN","37212","18","37016500","2205 WEST END AVE
NASHVILLE, TN 37212
(36.149018, -86.804142)"
"19-26251","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-09-06T00:00:00.000","2019-10-03T00:00:00.000","10404000100","VANDERBILT LAW SCHOOL REUNION","Ruby Z. Shellaway, Susan R. Wente","131  21ST AVE S","NASHVILLE","TN","37212","18","37016500","131 21ST AVE S
NASHVILLE, TN 37212
(36.148459, -86.799737)"
"20-26452","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-24T00:00:00.000","2020-02-18T00:00:00.000","09209016300","THAI NI YOM","Weerayut Lapanunt","3820  CHARLOTTE AVE  131","NASHVILLE","TN","37209","24","37013500","3820 CHARLOTTE AVE 131
NASHVILLE, TN 37209
(36.152527, -86.832501)"
"19-26359","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-11-12T00:00:00.000","2020-01-22T00:00:00.000","08309019300","NOBLES",,"974  MAIN ST","NASHVILLE","TN","37206","6","37019200","974 MAIN ST
NASHVILLE, TN 37206
(36.177925, -86.752119)"
"20-26738","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-04-13T00:00:00.000","2020-08-31T00:00:00.000","065130A00200CO","NASH SMOKES & BREWS","Nader Wasif","4963  LEBANON PIKE","OLD HICKORY","TN","37138","11","37015401","4963 LEBANON PIKE
OLD HICKORY, TN 37138
(36.216438, -86.584397)"
"19-26145","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-07-12T00:00:00.000","2019-08-29T00:00:00.000","082090Q00100CO","312 PIZZA COMPANY, LLC",,"371  MONROE ST","NASHVILLE","TN","37208","19","37019400","371 MONROE ST
NASHVILLE, TN 37208
(36.177203, -86.787912)"
"19-26312","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-10T00:00:00.000","2020-01-22T00:00:00.000","18600002600","TITOS MEXICAN RESTAURANT","Jose Mata","3  BURKITT COMMONS AVE  315","NOLENSVILLE","TN","37135","31","37019114","3 BURKITT COMMONS AVE 315
NOLENSVILLE, TN 37135"
"19-25946","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-03-19T00:00:00.000","2019-07-26T00:00:00.000","08215021900","TRAVELCENTERS OF AMERICA",,"111 N 1ST ST","NASHVILLE","TN","37213","5","37019300","111 N 1ST ST
NASHVILLE, TN 37213
(36.171019, -86.773247)"
"21-27053","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-20T00:00:00.000","2021-02-16T00:00:00.000","09111005500","EL PASEO","Eugene Nelson","5104  ILLINOIS AVE","NASHVILLE","TN","37209","20","37013300","5104 ILLINOIS AVE
NASHVILLE, TN 37209
(36.157624, -86.849321)"
"19-26284","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-25T00:00:00.000","2020-06-11T00:00:00.000","09309008300","PINS MECHANICAL COMPANY",,"1102  GRUNDY ST","NASHVILLE","TN","37203","19","37019500","1102 GRUNDY ST
NASHVILLE, TN 37203
(36.158359, -86.787847)"
"20-26410","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2020-01-02T00:00:00.000","2020-01-23T00:00:00.000","10408010800","THE BELCOURT THEATRE, INC","Stephanie Silverman","2102  BELCOURT AVE","NASHVILLE","TN","37212","18","37016800","2102 BELCOURT AVE
NASHVILLE, TN 37212
(36.136708, -86.801639)"
"19-26340","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-10-29T00:00:00.000","2020-01-23T00:00:00.000","06008001900","FAMILY DOLLAR STORE # 22627",,"3049  DICKERSON PIKE","NASHVILLE","TN","37207","8","37011001","3049 DICKERSON PIKE
NASHVILLE, TN 37207
(36.228912, -86.759345)"
"20-26412","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-03T00:00:00.000","2020-01-23T00:00:00.000","05104006500","Class Axe",,"934  MADISON SQ","MADISON","TN","37115","8","37010701","934 MADISON SQ
MADISON, TN 37115
(36.255705, -86.715856)"
"19-26402","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-12-18T00:00:00.000","2020-01-23T00:00:00.000","16104018000","ZACKS EXPRESS MART/PHILLIPS 66",,"5101  NOLENSVILLE PIKE","NASHVILLE","TN","37211","27","37019105","5101 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.058455, -86.716237)"
"19-26296","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-02T00:00:00.000","2020-01-24T00:00:00.000","18100023900","LOS PORTALES MEXICAN RESTAURANT",,"6448  NOLENSVILLE PIKE","ANTIOCH","TN","37013","31","37019114","6448 NOLENSVILLE PIKE
ANTIOCH, TN 37013
(36.009522, -86.701677)"
"20-26729","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-04-01T00:00:00.000","2020-06-05T00:00:00.000","13302025000","WOODBINE FRESH MARKET","HAFIZ YAFAI","3302  NOLENSVILLE PIKE","NASHVILLE","TN","37211","16","37017500","3302 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.101283, -86.740316)"
"19-26187","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-08-05T00:00:00.000","2020-01-24T00:00:00.000","183050B00100CO","SMOKE AND BREW",,"3809  OCTOBER WOODS DR  101","ANTIOCH","TN","37013","33","37019117","3809 OCTOBER WOODS DR 101
ANTIOCH, TN 37013"
"21-27051","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-19T00:00:00.000","2021-02-17T00:00:00.000","10600017700","8EIGHT8 BAR & RESTAURANT LLC","Masha Johnson","888  MURFREESBORO PIKE","NASHVILLE","TN","37217","15","37015803","888 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.131651, -86.717344)"
"19-26346","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-05T00:00:00.000","2020-01-30T00:00:00.000","07115048800","Coneheads and Plane Jane","Marcus L. Buggs","1315  DICKERSON PIKE","NASHVILLE","TN","37207","5","37011300","1315 DICKERSON PIKE
NASHVILLE, TN 37207
(36.195548, -86.772099)"
"22-27801","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-06-09T00:00:00.000","2022-07-14T00:00:00.000","092124A00400CO","CONRAD HILTON NASHVILLE",,"1620  WEST END AVE","NASHVILLE","TN","37203","21","37019500","1620 WEST END AVE
NASHVILLE, TN 37203
(36.153882, -86.794193)"
"19-26256","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-10T00:00:00.000","2020-01-31T00:00:00.000","13500024900","LA VILLA MEXICAN GRILL AND SEAFOOD",,"2256  MURFREESBORO PIKE","NASHVILLE","TN","37217","29","37015612","2256 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.088421, -86.649583)"
"21-27275","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-04T00:00:00.000","2022-07-14T00:00:00.000","10200009300","LONGHORN STEAKHOUSE #5639","GMRI, Inc.     100%","6804  CHARLOTTE PIKE","NASHVILLE","TN","37209","20","37018201","6804 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.134695, -86.888182)"
"19-26397","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2019-12-12T00:00:00.000","2020-06-11T00:00:00.000","06000002400","LIPMAN BROTHERS, LLC","Ernest Berry Holt 24.5% of RSL Holdings, Inc., Robert S. Lipman 51% of RSL Holdings, Inc.","2815  BRICK CHURCH PIKE","NASHVILLE","TN","37207","2","37012701","2815 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.217859, -86.781764)"
"19-26372","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-11-22T00:00:00.000","2020-02-04T00:00:00.000","13300000400","Zoo Run Run","Rick Schwartz","3777  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3777 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.091149, -86.734904)"
"22-27763","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-05-12T00:00:00.000","2022-07-15T00:00:00.000","09102028500","MARU NATIONS",,"5511  CENTENNIAL BLVD","NASHVILLE","TN","37209","20","37013300","5511 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.166099, -86.855526)"
"21-27450","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-10-29T00:00:00.000","2022-01-13T00:00:00.000","09313058400","THE ELECTRIC JANE",,"1301  DIVISION ST","NASHVILLE","TN","37203","19","37016300","1301 DIVISION ST
NASHVILLE, TN 37203
(36.151466, -86.787718)"
"20-26758","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2020-04-28T00:00:00.000","2020-06-11T00:00:00.000","07113000300","DET DISTRIBUTING COMPANY","Det Distributing Company","245D  GREAT CIRCLE RD","NASHVILLE","TN","37228","2","37013700","245D GREAT CIRCLE RD
NASHVILLE, TN 37228
(36.196051, -86.792499)"
"20-26768","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-05-08T00:00:00.000","2020-06-11T00:00:00.000","14900016500","LEWIS MARKET LLC",,"2723A  MURFREESBORO PIKE","ANTIOCH","TN","37013","32","37015629","2723A MURFREESBORO PIKE
ANTIOCH, TN 37013
(36.07009, -86.634171)"
"19-26083","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-06-10T00:00:00.000","2019-10-07T00:00:00.000","10509047100","CAFE MAKAI",,"1210  WEDGEWOOD AVE","NASHVILLE","TN","37212","17","37016300","1210 WEDGEWOOD AVE
NASHVILLE, TN 37212
(36.13616, -86.789553)"
"20-26899","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-31T00:00:00.000","2020-10-08T00:00:00.000","14908005800","LARRY'S RESTAURANT AND LOUNGE",,"2572A  MURFREESBORO PIKE","NASHVILLE","TN","37217","29","37015612","2572A MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.075475, -86.639556)"
"20-26852","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-12T00:00:00.000","2020-10-08T00:00:00.000","04300002100","RIVERSIDE GOLF LINKS","Terry C Reeves - 100%","640  OLD HICKORY BLVD","OLD HICKORY","TN","37138","11","37010501","640 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.2669, -86.67025)"
"20-26749","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-04-21T00:00:00.000","2020-10-08T00:00:00.000","09302000600","TOWNEPLACE SUITES NASHVILLE DOWNTOWN",,"310  GAY ST","NASHVILLE","TN","37201","19","37019500","310 GAY ST
NASHVILLE, TN 37201
(36.168705, -86.780939)"
"21-27143","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-24T00:00:00.000","2021-06-02T00:00:00.000","11909014000","7-ELEVEN 41083H","David Seltzer","2802  NOLENSVILLE PIKE","NASHVILLE","TN","37211","16","37017300","2802 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.112749, -86.746151)"
"20-26772","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-13T00:00:00.000","2021-02-25T00:00:00.000","10402033700","FAIRFIELD INN & SUITES NASHVILLE/VANDERBILT",,"109  29TH AVE N","NASHVILLE","TN","37203","21","37016600","109 29TH AVE N
NASHVILLE, TN 37203
(36.145474, -86.813878)"
