"nombre_establecimiento","tipo_de_establecimiento","tipo_de_productos_que","direccion","barrio","telefono","correo_electronico","municipo","fecha_ltima_visita_ivc","concepto"
"LA REBAJA PLUS DROGUERIA No 5","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 27 # 5-40","LA NEVADA","NT","copservir@copservir.com","VALLEDUPAR","21/09/2017","FAVORABLE CON REQUERIMIENTOS"
"LA REBAJA PLUS MINIMARKET DROGUERIA # 6","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 1 # 25-97 Y 25-103 MZA A LOCAL 10 Y 11 VILLA LIGIA 3","VILLA LIGIA","3105507640","rebaja_plus_6-valledupar@copservir.com","VALLEDUPAR","23/03/2018","FAVORABLE CON 94%"
"LA REBAJA PLUS MINIMARKET DROGUERIA No. 3 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 20 # 18C-135 LC 1-2","GUATAPURI","NT","rebaja_plus_3_valledupar@copservir.com","VALLEDUPAR","27/12/2018","FAVORABLE CON 96%."
"LA REBAJA PLUS MINIMARKET DROGUERIA No. 5 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 19 # 15-55","SAN VICENTE","5801111","rebaja_5_valledupar@copservir.com","VALLEDUPAR","13/03/2018","FAVORABLE CON 92.2%"
"LA REBAJA PLUS MINIMARKET No. 1 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 19 # 7-04","LOS MUSICOS","NT","rebaja_plus_1_valledupar@copservir.com","VALLEDUPAR","21/09/2017","DESFAVORABLE"
"LA REBAJA PLUS MINIMARKET No. 2 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 9 # 9B-76","NOVALITO","5715100","rebaja_plus_2_valledupar@copservir.com","VALLEDUPAR","16/02/2018","FAVORABLE. 90%."
"MEDIPIEL ÉXITO LAS FLORES","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16 # 19 ESQUINA LC 0103","ÉXITO LAS FLOREZ","5842025 / 5842027 / 3105388400","pablo@medipiel.com.co, lidervalledupar@medipiel.com","VALLEDUPAR","31/05/2019","FAVORABLE"
"MISCELANEA Y DROGUERIA LIZCANO","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 23 # 31-61","1 DE MAYO","3223841468","horma100@hotmail.com","VALLEDUPAR","18/05/2017","FAVORABLE CON REQUERIMIENTOS"
"PIEL Y BELLA S.A.S.","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 11 Nº 08-79 LC 1","ALFONSO LOPEZ","NT","pielybella@gmail.com, tiendapielybella@gmail.com","VALLEDUPAR","25/05/2017","FAVORABLE"
"SUPER DROGAS EL TERMINAL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7A # 44-156 LC 102","TERMINAL","5828663 / 3218768618 / 3004919208","josijavierpereira@hotmail.com, jesuseguzman@gmail.com","VALLEDUPAR","09/07/2019","FAVORABLE"
"SUPER DROGAS LA 21","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 21 # 5B-45","SAN JORGE","NT","mdjcc-0504@hotmail.com","VALLEDUPAR","16/03/2018","FAVORABLE CON 90%"
"SUPER DROGAS LA POPA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 31 # 16-30 Local 7","URB LUIS CARLOS GALAN","NT","NT","VALLEDUPAR","NUEVO","N/A"
"SUPER DROGAS Y MAS NS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 49 # 5H-31","LA NEVADA","3148666213","diomarechavez@gmail.com","VALLEDUPAR","26/07/2019","FAVORABLE"
"SUPER DROGUERIA FAMILIAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 31 # 4H-76","VILLA DEL ROSARIO","NT","angipardo@yahoo.com","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"SUPERDROGAS LA 4","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 17A # 3-46","EL CARMEN","5849394","eljavi166@yahoo.es","VALLEDUPAR","26/03/2017","DESFAVORABLE 72%"
"SUPERDROGUERIA OLIMPICA 752","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 9 # 13C-80","CAÑAHUATE","NT","drogueria752@olimpica.com.co","VALLEDUPAR","13/02/2018","FAVORABLE"
"SUPERDROGUERIA OLIMPICA 760","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAG 21 # 19D-20","LOS CACIQUES","5747755 / 3187120755","asao760@olimpica.com.co","VALLEDUPAR","13/08/2019","FAVORABLE"
"SUPERTIENDAS OLIMPICA SIERRA NEVADA 255","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 1 # 29-86","CLUB HOUSE","NT","drogueria255@hotmail.com","VALLEDUPAR","23/03/2018","FAVORABLE 92"
"SUPERTIENDAS Y DROGUERIAS OLIMPICA 251 LA CEIBA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAG 16 # 17-69","GUATAPURI","5712354 / 3173503285","asao251@olimpica.com.co, drogueria251@olimpica.com.co","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A. 252","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 11 CR 19 ESQ","LOS CORTIJOS","NT","asao251@olimpica.com.co","VALLEDUPAR","31/05/2017","FAVORABLE"
"SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A. 258","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 36 A #5 F ESQUINA SECTOR LAS AMERICAS","MAYALES","318845550","asdo258@olimpica.com.co","VALLEDUPAR","26/03/2018","FAVORABLE 95%"
"DISTRIBUIDORA CENTRAL 24/7","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 13C # 16-117 Local 2","ALFONSO LOPEZ","NT","distribuidoracentralsas@gmail.com","VALLEDUPAR","NUEVO","N/A"
"LA ECONOMIA DROGUERIA N° 890 y /o DROGAS LA ECONOMIA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 11 # 21-136 LOCAL 2","IRACAL","NT","recepcionvp@eticos.com, economia8090@hotmail.com","VALLEDUPAR","15/02/2018","FAVORABLE CON 91%"
"LA REBAJA PLUS MINIMARKET # 4","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 18 D # 22 C- 04","1 DE MAYO","NT","rebaja_12_valledupar@copservir.com","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA MEDICAL DM","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16 # 19D-95 LC 1","DANGOND","3015518383 / 5724645","millerdaza1@gmail.com","VALLEDUPAR","24/09/2018","FAVORABLE"
"FARMAVIDA EXPRESS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 14 # 9-73","OBRERO","NT","NT","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA DEL CASTILLO","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 7 # 14-12","SAN MARTIN","NT","alejacas_59@hotmail.com","SAN MARTIN","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA J.J.SH","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 2 # 2-13","CENTRO","3008105631","casaco1959@hotmail.com","SAN ALBERTO","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA Y PERFUMERIA Z","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 10 B # 9-69 LC 101","PALMIRAS","NT","gallezapata@hotmail.com","AGUACHICA","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"LA REBAJA DROGUERIA # 6","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 41 #5H-31 LC 1 Y 2","LA NEVADA","3138895680","copservir@copservir.com","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA GUADALUPE","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 5 CALLE 11 N 11-07","BECERRIL","3128851433 / 3114747040","terezademora@hotmail.com","BECERRIL","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA FARMA UPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 7A # 21-07","LA ESPERANZA","NT","ttattan0115@hotmail.com","VALLEDUPAR","26/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA INGLESA 154","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 1 # 25-19-13 LC 24","VILLA LIGIA III","3186228740","asiscontabmanga@unidrogas.net.co","VALLEDUPAR","17/06/2019","FAVORABLE"
"DROGUERIA VAROCA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 19 # 33A- 04","VILLA ARCADIA","3043985268","carolinacarrillo29@hotmail.com","VALLEDUPAR","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA Y PERFUMERIA SAIRA No 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 10 B # 10-36","PALMIRAS","3162930029","masan_stg@hotmail.com","AGUACHICA","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA LA EFICAZ","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 6 # 7A-49","OVELIO JIMENEZ","3106922917","adrigiron1288@hotmail.com","LA JAGUA","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA MEGA OFERTAS DVJ # 1","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 20 # 23-03","1 DE MAYO","5901148","vruiz2210@hotmail.com","VALLEDUPAR","12/10/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA LA BARATA PLUS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 14 # 17 A-77 LC 3","SAN VICENTE","3156129308","josemanuelcsierra@hotmail.com","VALLEDUPAR","04/07/2018","FAVORABLE"
"FARMOMEDIC No 5","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 15 # 20B-08","MERCADO","49736299","farmomedicltda@yahoo.es","VALLEDUPAR","29/10/2018","FAVORABLE"
"DROGUERIA MI SALUD VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 32 A # 18 B-05","VILLA MIRIAM","3005873978","cristina20-26@hotmail.com","VALLEDUPAR","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"AVANZ SUMINISTROS S.A.S","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 11 # 19 B1- 14 LC 4","LOS CORTIJOS","3186943626","ivanclabe@gmail.com, equipo.avanz@gmail.com","VALLEDUPAR","10/12/2018","DESFAVORABLE"
"DROGUERIA LA VARIANTE A SU SALUD","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 18 # 30-16","URB ALFONSO AVILA","3164820173","yebucla@hotmail.com","CODAZZI","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGAS MEGA EXPRESS No 15","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 18 D # 20-114","1 DE MAYO","5724469 / 3173277200","megavalledupar@costanorte.com.co","VALLEDUPAR","08/04/2019","FAVORABLE"
"DROGUERIA PROMO PRECIOS VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16 # 19 B - 56 LOCAL 1 MEGAMALL","CC MEGAMALL","NT","promopreciosvalledupar@pasteur.com.co","VALLEDUPAR","05/12/2018","FAVORABLE CON REQUERIMIENTOS"
"FAMA CENTER","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 13 C # 16-117 LC 2","ALFONSO LOPEZ","3166547177/3022887162","f_martinez_f@hotmail.com","VALLEDUPAR","29/01/2019","FAVORABLE"
"DROGUERIA MEGA OFERTAS No 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 11 # 16A-74","LOPERENA","5901068","vruiz2210@hotmail.com","VALLEDUPAR","17/06/2019","FAVORABLE"
"BIOLOGICO FARMACIA S.A.S","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 14 # 15-16","ALFONSO LOPEZ","3012319994","perezparody@hotmail.com","VALLEDUPAR","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA FARMA EXPRESS OH # 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 5 # 3-26","LAS ALEGRIAS","5732333 / 3215641816","farmaexpresoh@gmail.com","CHIRIGUANA","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA INGLESA 115","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 14 #17A-07","ALFONSO LOPEZ","NT","asistentecontable@unidrogas.com.co","VALLEDUPAR","24/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA INGLESA No 164","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 9 # 5-08","LOS MUSICOS","3186228740 /5858289","asiscontabmanga@unidrogas.net.co","VALLEDUPAR","28/05/2019","FAVORABLE"
"DROGUERIA UPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 10 # 13-24","CALLE CENTRAL","3016221439 / 3017851318","drogasupar@gmail.com","EL PASO","16/04/2019","FAVORABLE"
"DROGUERIA INGLESA No 134","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 9 # 12-57 ESQUINA","CAÑAGUATE","5819829","enino@unidrogas.net.co","VALLEDUPAR","04/04/2019","FAVORABLE"
"DROGUERIA FARMANORTE # 55","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 20 # 5-04","AGUACHICA","5662219 / 3162326792","contabilidad@dromedicas.com.co, johnduran@dromedicas.com.co, oscar.miranda@dromedicas.com.co","AGUACHICA","10/07/2019","DESFAVORABLE"
"DROGUERIA FARMANORTE # 56","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 5 # 14-03 LC 2","AGUACHICA","3162326792","contabilidad@dromedicas.com.co, johnduran@dromedicas.com.co, oscar.miranda@dromedicas.com.co","AGUACHICA","11/07/2019","DESFAVORABLE"
"DROGUERIA LA BOTICA No 83","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 6 D # 22-86","CANDELARIA NORTE","5819831","alfaresgerencia@gmail.com","VALLEDUPAR","31/05/2019","FAVORABLE"
"NATURFARMA RS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 8 CALLE 10-53","SAN MARTIN","3182725099","rosario.0206@hotmail.com","CHIMICHAGUA","12/06/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA EMANUEL ML","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 3 # 7-25","SAN FRANCISCO","3186835458","marines_riva@hotmail.com","MEDIA LUNA","13/06/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA LA CURA S.A.S","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 10 No 8-15 PISO 1","CARMEN","3205114297","mgsuministroseu@yahoo.es","GAMARRA","14/06/2017","FAVORABLE CON REQUERIMIENTOS"
"FARMACIA JERCHRIAS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 8 # 9-10-1","CENTRO","3213319686","farmaciajerchrias3@hotmail.com","AGUACHICA","15/06/2017","FAVORABLE CON REQUERIMIENTOS"
"SUPER DROGAS Y MAS DH","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 7C # 39-02","DIVINO NIÑO","3164543951","diomarechavez@gmail.com","VALLEDUPAR","25/07/2019","FAVORABLE"
"DROGUERIA CENTRAL DEL VALLE 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 39 # 6-06","NEVADA","3004933126 / 5817997","yul-03@hotmail.com","VALLEDUPAR","25/07/2019","FAVORABLE"
"FARMACIA MANHATTAN","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","TRANSV 23 # 20-44","FUNDADORES","3115597016","camposvaron@hotmail.com","VALLEDUPAR","30/07/2019","FAVORABLE"
"DROGUERIA SUPER DROGAS JAVI DEL VALLE","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 39 # 5-05 LC 1","PANAMA","3053029300","matlin0412@hotmail.com","VALLEDUPAR","12/06/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA DROSALUD VITAL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 4 # 3-71","CENTRO","NT","neiracleo-4565@hotmail.com","LA LOMA","12/06/2017","FAVORABLE CON REQUERIMIENTOS"
"DEPOSITO DE DROGAS JORGENERICOS DISTRIBUCIONES","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 8 # 21-08","POTOSI","NT","jorgenericos@yahoo.es","AGUACHICA","12/06/2017","FAVORABLE"
"AM MEDICAL","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 13B BIS # 17-54","ALFONSO LOPEZ","5809970","am-medical@hotmail.com, recepcion@ammedicalsas.com.co","VALLEDUPAR","28/03/2019","FAVORABLE"
"DISTRIBUCIONES FARMACEUTICAS CANALPHARMA S.A.S","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CALLE 11# 21-38","IRACAL","5720970 / 3022856557","kelyquintero@hotmail.es, canalpharma@hotmail.com","VALLEDUPAR","02/05/2019","FAVORABLE"
"DINSUMEDIC S.A.S","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 14 # 18A-40 Ap 202","SAN VICENTE","NT","dinsumedic@outlook.com","VALLEDUPAR","30/03/2017","FAVORABLE CON REQUERIMIENTOS"
"DISTRIBUCIONES JAMAC. OP","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 16 # 9-30 Of 707","CENTRO","NT","jamac.op@outlook.com","VALLEDUPAR","15/07/2017","FAVORABLE"
"DISTRIBUCIONES Y SUMINISTRO HOSPITALARIOS FARMOCOQUIRURGICO Y MEDICAMENTOS SAS SUFARMED","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS, INSUMOS Y EQUIPOS MEDICOS","CRA 16 N 25-08 LC 104","SIMON BOLIVAR","NT","sufarmedsas@gmail.com","VALLEDUPAR","16/07/2017","FAVORABLE CON REQUERIMIENTOS"
"DISTRIBUIDORA COSTA NORTE","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CARRERA 18 D # 20-114 LC 101","1 DE MAYO","5749557","regentevalle@costanorte.com.co","VALLEDUPAR","08/04/2019","DESFAVORABLE"
"DISTRIBUIDORA DE MEDICAMENTOS SALUD SALUD LTDA","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 17 # 9-20 OF 210","CC TORCOROMA","5846569","distrisalud@hotmail.com","VALLEDUPAR","09/04/2019","FAVORABLE"
"DISTRIBUIDORA E IMPORTADORA MEDICA INTEGRAL ""DIMEDI""","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CRA 18D # 21-116","SIMON BOLIVAR","NT","distribuidoradimedi@gmail.com, contabilidad@dimedi.com","VALLEDUPAR","16/23/2018","FAVORABLE CON 98%"
"DISTRIBUIDORA FARMACENTRO S.A.S (ANTES FARMAPOS)","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CRA 11 # 13-30 Local 102","OBRERO","5746000 /5804373/ 3008437371","contabilidadfarmacentro@hotmail.com","VALLEDUPAR","15/04/2019","DESFAVORABLE"
"DISTRIBUIDORA FARMASERVICIOS DE LA COSTA","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","TRANSV 18A # 20B-78 Local 2","LAS DELICIAS","NT","multimedicssas@hotmail.com","VALLEDUPAR","19/04/2017","FAVORABLE CON REQUERIMIENTOS"
"DISTRIBUIDORA YOMI S.A.S","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CALLE 14 B # 16-39","ALFONSO LOPEZ","3174254201 / 5858323","distribuidorayomi@gmail.com","VALLEDUPAR","01/04/2019","FAVORABLE"
"DISTRIMEDIC PERIJA S.A.S","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CALLE 16 # 21 A-65 LC 1","LOS FUNDADORES","5728629 / 5892719 / 3187013949","distrimedicperija@gmail.com","VALLEDUPAR","16/05/2019","FAVORABLE"
"DISTRIORTOPEDICA VALLEDUPAR SAS","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS, INSUMOS Y EQUIPOS MEDICOS","CRA 19 # 6A 16","LOS MUSICOS","3157892101 / 3158299854","nolismaya12@hotmail.com, distriortopedica@gmail.com","VALLEDUPAR","14/05/2019","FAVORABLE"
"DOTACIONES Y SUMINISTROS MEDICOS CASTILLA PINTO SAS","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CARRERA 19 # 2-7A-06","NO SE PUDO VER","NT","dotacionesysuministrosmedicos@gmail.com","VALLEDUPAR","15/06/2017","FAVORABLE CON REQUERIMIENTOS"
"DOTAMET","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CRA 12 # 12-52","OBRERO","NT","dotamet@hotmail.com","VALLEDUPAR","16/05/2017","FAVORABLE CON REQUERIMIENTOS"
"ETICOS SERRANO GOMEZ","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CLL 17 # 11-131","CENTRO","5712510","emacea@eticos.com","VALLEDUPAR","16/04/2019","FAVORABLE"
"LA FE DISTRIBUCIONES MEDICAS","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS, INSUMOS Y EQUIPOS MEDICOS","CRA 17 # 13B BIS-05","ALFONSO LOPEZ","5807601 / 5703615","lafesas@hotmail.com, ltorres@lafedm.com","VALLEDUPAR","02/04/2019","FAVORABLE"
"MEDICAL ELECTRONIC DM S.A.S","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CALLE 16 # 19 D95 LOCAL 3 BODEGA 1","DANGOND","5901253 / 3165261963 / 3168257710","medical.electronic@hotmail.com","VALLEDUPAR","28/03/2017","FAVORABLE CON REQUERIMIENTOS"
"REPRESENTACIONES DE LA COSTA NORTE","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CALLE 14 # 18A-40","SAN VICENTE","5841840 / 3013708197","julioargotemestre@hotmail.com","VALLEDUPAR","14/05/2019","DESFAVORABLE"
"SERVIFARMA DEL CARIBE     BODEGA MAYORISTA","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CRA 17 # 18-37 LOCAL 02","LA GRANJA","NT","servifarma_caribe@hotmail.com, esildaarias@hotmail.com","VALLEDUPAR","20/02/2019","FAVORABLE CON REQUERIMIENTOS"
"SUMINISTROS Y SOLUCIONES  GLOBAL MEDICAL","DEPOSITO DE DROGAS","MEDICAMENTOS, DISPOSITIVOS MEDICOS","CARRERA 11 #14-34 LC 1","OBRERO","5714826 / 3135191658","medicalventas@hotmail.com, gerencia@globalmedical.com.co, carlosgilcobos@hotmail.com","VALLEDUPAR","15/04/2019","FAVORABLE"
