"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Lycoming County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.71","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","17",,"Number of dependent children removed where parental drug use was a factor","23817",,"Children in area, estimated by American Community Survey","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)"
"County","Huntingdon County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.57","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children in kinship care where parental drug use was a factor","8272",,"Children in area, estimated by American Community Survey","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","Wyoming County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","3.29","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","5478",,"Children in area, estimated by American Community Survey","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)"
"County","Bedford County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","9728",,"Children in area, estimated by American Community Survey","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Union County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","8080",,"Children in area, estimated by American Community Survey","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)"
"County","Armstrong County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.87","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children in kinship care where parental drug use was a factor","12679",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Jefferson County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9354",,"Children in area, estimated by American Community Survey","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Lawrence County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.03","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","17469",,"Children in area, estimated by American Community Survey","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Luzerne County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.25","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","78",,"Number of dependent children in kinship care where parental drug use was a factor","62491",,"Children in area, estimated by American Community Survey","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)"
"County","Allegheny County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.60","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","374",,"Number of dependent children removed where parental drug use was a factor","233319",,"Children in area, estimated by American Community Survey","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Warren County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7818",,"Children in area, estimated by American Community Survey","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Crawford County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.78","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","32",,"Number of dependent children in kinship care where parental drug use was a factor","17937",,"Children in area, estimated by American Community Survey","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Adams County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.77","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children in kinship care where parental drug use was a factor","20846",,"Children in area, estimated by American Community Survey","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)"
"County","Lehigh County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.58","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","48",,"Number of dependent children removed where parental drug use was a factor","82786",,"Children in area, estimated by American Community Survey","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)"
"County","Susquehanna County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.98","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children in kinship care where parental drug use was a factor","7707",,"Children in area, estimated by American Community Survey","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Fayette County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.37","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","60",,"Number of dependent children removed where parental drug use was a factor","25345",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
