"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"State","Commonwealth","Male","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","31.67","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","3443","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","108723","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Juniata","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","34","34","42","067","POINT (-77.405775001 40.5343300836)"
"County","Potter","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","53","53","42","105","POINT (-77.8987922939 41.7442064382)"
"County","Northampton","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","22.46","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","64","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2850","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","48","48","42","095","POINT (-75.3126372576 40.754595404)"
"County","Beaver","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","36.22","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","67","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1850","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","4","04","42","007","POINT (-80.3510735648 40.6834924548)"
"County","Wyoming","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","48.32","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","23","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","476","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","66","66","42","131","POINT (-76.0181300338 41.5189248803)"
"County","Bucks","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","27.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","242","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","8656","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","9","09","42","017","POINT (-75.1129124111 40.335011331)"
"County","Erie","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","44.40","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","121","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2725","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","25","25","42","049","POINT (-80.0407591036 41.9941378702)"
"County","Forest","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","24","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","27","27","42","053","POINT (-79.2378099483 41.5135787577)"
"County","Wyoming","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","52.15","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","17","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","326","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","66","66","42","131","POINT (-76.0181300338 41.5189248803)"
"County","Indiana","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","38.43","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","48","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1249","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","32","32","42","063","POINT (-79.0933349286 40.6529549748)"
"County","Lebanon","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","73.50","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","38","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","517","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","38","38","42","075","POINT (-76.4618257486 40.3675970024)"
"County","Beaver","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","52.88","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","101","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1910","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","4","04","42","007","POINT (-80.3510735648 40.6834924548)"
"County","Montour","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","15","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","47","47","42","093","POINT (-76.6647052668 41.0280182438)"
"County","Sullivan","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","57","57","42","113","POINT (-76.5147922046 41.4480993958)"
"County","Delaware","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","32.62","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","225","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6898","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","23","23","42","045","POINT (-75.4062771212 39.9165786652)"
"County","Wayne","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","103.00","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","72","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","699","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","64","64","42","127","POINT (-75.3051535022 41.6496980525)"
"County","Butler","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","37.36","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","110","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2944","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","10","10","42","019","POINT (-79.9171177889 40.9108318483)"
