"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"County","Juniata County","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","34","34","42","067","POINT (-77.405775 40.53433008)"
"County","Chester County","Female","12 to 55 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","36",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","15","15","42","029","POINT (-75.75626498 39.97487056)"
"County","Adams County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","1","01","42","001","POINT (-77.22224271 39.87209565)"
"State","Commonwealth","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019","574.47","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","57.45","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","378",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","658",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lackawanna County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","19",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","35","35","42","069","POINT (-75.61218345 41.43910064)"
"County","Bucks County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019","448.28","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","44.83","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","13",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","29",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","9","09","42","017","POINT (-75.11291241 40.33501133)"
"County","Columbia County","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","19","19","42","037","POINT (-76.4100218 41.04912086)"
"State","Commonwealth","Female","30 to 34 years","2017","2017 Annual","1/1/2017-12/31/2017","562.03","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","56.20","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","453",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","806",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Warren County","Female","12 to 55 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","62","62","42","123","POINT (-79.27858158 41.81675237)"
"County","Susquehanna County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","58","58","42","115","POINT (-75.80250303 41.8205686)"
"County","Elk County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","24","24","42","047","POINT (-78.64947713 41.42819416)"
"County","Monroe County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017","470.59","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","47.06","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","16",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","34",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","45","45","42","089","POINT (-75.34083603 41.06091787)"
"County","Sullivan County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Centre County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","14","14","42","027","POINT (-77.82500112 40.9193135)"
"County","Cambria County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","377.78","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","37.78","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","17",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","45",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","11","11","42","021","POINT (-78.71894174 40.49127491)"
"County","Cameron County","Female","12 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","12","12","42","023","POINT (-78.20916932 41.43880265)"
"County","Potter County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","53","53","42","105","POINT (-77.89879229 41.74420644)"
"County","Delaware County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","590.48","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","59.05","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","62",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","105",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","23","23","42","045","POINT (-75.40627712 39.91657867)"
"County","York County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","67","67","42","133","POINT (-76.72576052 39.92192531)"
