"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"State","Commonwealth","Female","All (18+ years)","2017","2017 Q2","4/1/2017-6/30/2017","129","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","939","Total Court of Common Pleas cases are not available",,"Rates by gender are not available","0.1369999999999999800","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","40 to 44 years","2019","2019 Q3","7/1/2019-9/30/2019","63","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","552","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.11400","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Indiana","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","32","32","42","063","40.65295497480","-79.09333492860","POINT (-79.0933349286 40.6529549748)"
"County","Dauphin","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","36","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","22","22","42","043","40.41974635970","-76.77960568020","POINT (-76.7796056802 40.4197463597)"
"County","Lackawanna","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","35","35","42","069","41.43910064280","-75.61218345240","POINT (-75.6121834524 41.4391006428)"
"County","Beaver","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Bucks","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","9","09","42","017","40.33501133100","-75.11291241110","POINT (-75.1129124111 40.335011331)"
"County","Luzerne","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","13","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","40","40","42","079","41.17836438840","-75.99199609800","POINT (-75.991996098 41.178364388400006)"
"County","Allegheny","All","All (18+ years)","2017","2017 Q2","4/1/2017-6/30/2017","96","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","2","02","42","003","40.46735542980","-79.98619842820","POINT (-79.9861984282 40.4673554298)"
"County","Centre","All","All (18+ years)","2016","2016 Annual","1/1/2016-12/31/2016","14","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2047","Total number of annual Court of Common Pleas cases","6.84","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","14","14","42","027","40.91931350080","-77.82500112120","POINT (-77.8250011212 40.9193135008)"
"County","Indiana","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","8","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","32","32","42","063","40.65295497480","-79.09333492860","POINT (-79.0933349286 40.6529549748)"
"County","Schuylkill","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","54","54","42","107","40.70751243100","-76.22332385100","POINT (-76.223323851 40.707512431000005)"
"County","Crawford","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","20","20","42","039","41.68546906920","-80.11321082950","POINT (-80.1132108295 41.6854690692)"
"County","Lycoming","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","13","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","41","41","42","081","41.34459792260","-77.06942456800","POINT (-77.069424568 41.3445979226)"
"County","Lycoming","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","17","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","41","41","42","081","41.34459792260","-77.06942456800","POINT (-77.069424568 41.3445979226)"
"County","Dauphin","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","29","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","22","22","42","043","40.41974635970","-76.77960568020","POINT (-76.7796056802 40.4197463597)"
