"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"State","Commonwealth","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","14583","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2157568.86","Lost wages dues to hospitalization for opioid use","66237.36","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Wayne","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)","41.64969805","-75.3051535"
"County","Warren","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","94","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","10241.29","Lost wages dues to hospitalization for opioid use","314.41","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"State","Commonwealth","All","21 to 34 years","2016","2016 Annual","1/1/2016-12/31/2016","25277","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3690667.29","Lost wages dues to hospitalization for opioid use","113303.49","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Union","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","71","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","8844.71","Lost wages dues to hospitalization for opioid use","271.53","Estimated state income tax revenue lost during hospitalizations due to opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"State","Commonwealth","All","21 to 34 years","2019","2019 Q4","10/1/2019-12/31/2019","4724","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","802670.86","Lost wages dues to hospitalization for opioid use","24642.00","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Susquehanna","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Columbia","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
"County","Delaware","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","983","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","170901.57","Lost wages dues to hospitalization for opioid use","5246.68","Estimated state income tax revenue lost during hospitalizations due to opioid use","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)","39.91657867","-75.40627712"
"County","Clearfield","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","171","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","18865.71","Lost wages dues to hospitalization for opioid use","579.18","Estimated state income tax revenue lost during hospitalizations due to opioid use","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)","41.000429","-78.47558343"
"County","Bradford","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","11","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1357.71","Lost wages dues to hospitalization for opioid use","41.68","Estimated state income tax revenue lost during hospitalizations due to opioid use","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)","41.79117814","-76.51825624"
"County","Montgomery","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","720","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","142560.00","Lost wages dues to hospitalization for opioid use","4376.59","Estimated state income tax revenue lost during hospitalizations due to opioid use","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)","40.20989874","-75.37252001"
"County","Berks","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","314","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","42076.00","Lost wages dues to hospitalization for opioid use","1291.73","Estimated state income tax revenue lost during hospitalizations due to opioid use","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)","40.41939635","-75.93077327"
"County","Erie","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","297","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","33688.29","Lost wages dues to hospitalization for opioid use","1034.23","Estimated state income tax revenue lost during hospitalizations due to opioid use","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)","41.99413787","-80.0407591"
"County","Beaver","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","108","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","12528.00","Lost wages dues to hospitalization for opioid use","384.61","Estimated state income tax revenue lost during hospitalizations due to opioid use","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)","40.68349245","-80.35107356"
"County","Allegheny","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","732","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","129354.86","Lost wages dues to hospitalization for opioid use","3971.19","Estimated state income tax revenue lost during hospitalizations due to opioid use","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)","40.46735543","-79.98619843"
"State","Commonwealth","All","35 to 49 years","2017","2017 Q1","1/1/2017-3/31/2017","4692","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","744461.29","Lost wages dues to hospitalization for opioid use","22854.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Northampton","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","185","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","24552.14","Lost wages dues to hospitalization for opioid use","753.75","Estimated state income tax revenue lost during hospitalizations due to opioid use","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)","40.7545954","-75.31263726"
"County","Chester","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","1315","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","248044.43","Lost wages dues to hospitalization for opioid use","7614.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Bradford","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","11","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1486.57","Lost wages dues to hospitalization for opioid use","45.64","Estimated state income tax revenue lost during hospitalizations due to opioid use","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)","41.79117814","-76.51825624"
"County","Fulton","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)","39.92487511","-78.11485045"
"County","Lehigh","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","236","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","32938.86","Lost wages dues to hospitalization for opioid use","1011.22","Estimated state income tax revenue lost during hospitalizations due to opioid use","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)","40.61464794","-75.60099481"
"County","Cumberland","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","255","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","33441.43","Lost wages dues to hospitalization for opioid use","1026.65","Estimated state income tax revenue lost during hospitalizations due to opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Carbon","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019","41","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4334.29","Lost wages dues to hospitalization for opioid use","133.06","Estimated state income tax revenue lost during hospitalizations due to opioid use","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)","40.91936701","-75.71107039"
