"rin","primary_key","date_occurred","time_occurred","location","area_command","nature_of_contact","reason_desc","r2r_level","master_subject_id","subject_sex","subject_race","subject_ethnicity","subject_conduct_desc","subject_resistance","weapon_used_1","weapon_used_2","weapon_used_3","weapon_used_4","weapon_used_5","number_shots","effect_on_officer","officer_organization_desc","officer_commission_date","officer_yrs_of_service","x_coordinate","y_coordinate","council_district","census_tract","zip","county","county_desc"
"7499977","20191061097","2019-04-16T00:00:00.000","1523","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","234","208535889: 20191061097","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","IDA 300 REG I PATROL","2018-09-02T00:00:00.000","1","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7447526","201910630","2019-01-01T00:00:00.000",,"9110 WAGTAIL DR","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","373754058: 201910630","F","W","N",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","2018-09-02T00:00:00.000","0","3087348","10040023","5","17.46","78748","1","TRAVIS COUNTY"
"7447526","201910630","2019-01-01T00:00:00.000",,"9110 WAGTAIL DR","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","373754058: 201910630","F","W","N",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 600 EVENINGS REG IV PATROL","2018-09-01T00:00:00.000","0","3087348","10040023","5","17.46","78748","1","TRAVIS COUNTY"
"7500137","20191070017","2019-04-17T00:00:00.000","0012","708 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459744509: 20191070017","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2005-07-08T00:00:00.000","14","3116607","10070123","9","11","78701","1","TRAVIS COUNTY"
"7500137","20191070017","2019-04-17T00:00:00.000","0050","708 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459744509: 20191070017","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2015-03-20T00:00:00.000","4","3116607","10070123","9","11","78701","1","TRAVIS COUNTY"
"7500576","20191070413","2019-04-17T00:00:00.000",,"600 BLOCK RALPH ABLANEDO DR","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO DEFEND ANOTHER","4","459512257: 20191070413","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","2011-10-07T00:00:00.000","8","3098596","10036312","2","-","78748","1","TRAVIS COUNTY"
"7500407","20191070507","2019-04-17T00:00:00.000",,"12860 N US 183 HWY SVRD SB","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","197787951: 20191070507","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ADAM 200 REG II PATROL","2002-02-08T00:00:00.000","17","3103483","10130993","6","-","78750","2","WILLIAMSON COUNTY"
"7500407","20191070507","2019-04-17T00:00:00.000","1009","12860 N US 183 HWY SVRD SB","AD","4-DISPATCHED CALL [non MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","4","197787951: 20191070507","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"0","NO COMPLAINT OF INJURY/PAIN","ADAM 200 REG II PATROL","2007-04-27T00:00:00.000","12","3103483","10130993","6","-","78750","2","WILLIAMSON COUNTY"
"7500407","20191070507","2019-04-17T00:00:00.000","0918","12860 N US 183 HWY SVRD SB","AD","4-DISPATCHED CALL [non MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","197787951: 20191070507","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"0","NO COMPLAINT OF INJURY/PAIN","ADAM 200 REG II PATROL","2013-03-22T00:00:00.000","6","3103483","10130993","6","-","78750","2","WILLIAMSON COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1357","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","AIRPORT 400 REG II PATROL","2004-06-18T00:00:00.000","15","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1357","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","AIRPORT 400 REG II PATROL","1996-09-16T00:00:00.000","23","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1357","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","34","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","AIRPORT 200 REG II PATROL","2002-09-30T00:00:00.000","17","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1357","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","34","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","AIRPORT 400 REG II PATROL","1996-01-08T00:00:00.000","23","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1357","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","AIRPORT 400 REG II PATROL","2010-11-12T00:00:00.000","8","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1448","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","34","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I DAYS","2011-10-07T00:00:00.000","8","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1448","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","128254248: 20191070962","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 200 REG I DAYS","2011-10-07T00:00:00.000","8","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1448","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2013-03-22T00:00:00.000","6","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500508","20191070962","2019-04-17T00:00:00.000","1448","3600 PRESIDENTIAL BLVD","AP","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","128254248: 20191070962","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 200 REG I DAYS","2014-03-21T00:00:00.000","5","3138850","10047302","2","-","78719","1","TRAVIS COUNTY"
"7500514","20191071101","2019-04-17T00:00:00.000","1503","400 E 7TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","459790020: 20191071101","M","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2008-01-04T00:00:00.000","11","3115569","10070773","9","-","78701","1","TRAVIS COUNTY"
"7500514","20191071101","2019-04-17T00:00:00.000","1503","400 E 7TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","459790020: 20191071101","M","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2011-10-07T00:00:00.000","8","3115569","10070773","9","-","78701","1","TRAVIS COUNTY"
"7500514","20191071101","2019-04-17T00:00:00.000","1503","400 E 7TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459790020: 20191071101","M","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2013-03-22T00:00:00.000","6","3115569","10070773","9","-","78701","1","TRAVIS COUNTY"
"7500514","20191071101","2019-04-17T00:00:00.000","1503","400 E 7TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459790020: 20191071101","M","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2014-12-12T00:00:00.000","4","3115569","10070773","9","-","78701","1","TRAVIS COUNTY"
"7500785","20191071512","2019-04-17T00:00:00.000","1840","4409 DOVE DR","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","197329643: 20191071512","F","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","2002-02-08T00:00:00.000","17","3112292","10042322","2","-","78744","1","TRAVIS COUNTY"
"7500785","20191071512","2019-04-17T00:00:00.000",,"4409 DOVE DR","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","197329643: 20191071512","F","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","2017-06-23T00:00:00.000","2","3112292","10042322","2","-","78744","1","TRAVIS COUNTY"
"7500816","20191071882","2019-04-17T00:00:00.000","2242","11331 N LAMAR BLVD","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459794733: 20191071882","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","2017-12-22T00:00:00.000","1","3131622","10112676","7","-","78753","1","TRAVIS COUNTY"
"7500816","20191071882","2019-04-17T00:00:00.000","2242","11331 N LAMAR BLVD","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459794733: 20191071882","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","2017-12-22T00:00:00.000","1","3131622","10112676","7","-","78753","1","TRAVIS COUNTY"
"7500744","20191080139","2019-04-18T00:00:00.000",,"NUCKOLS CROSSING RD / E STASSNEY LN","FR","5-VIEWED OFFENSE [non MV-Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","3","1208974: 20191080139",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2012-11-30T00:00:00.000","6","3116184","10043565","2","24.31","78744","1","TRAVIS COUNTY"
"7500744","20191080139","2019-04-18T00:00:00.000","0205","NUCKOLS CROSSING RD / E STASSNEY LN","FR","5-VIEWED OFFENSE [non MV-Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","3","1208974: 20191080139",,,,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2016-10-28T00:00:00.000","2","3116184","10043565","2","24.31","78744","1","TRAVIS COUNTY"
"7502595","20191080695","2019-04-18T00:00:00.000","1059","2307 RIO GRANDE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO DEFEND REPORTING OFFICER","3","459779379: 20191080695","F","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEADLY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","BAKER 200 REG I PATROL","2011-10-07T00:00:00.000","8","3113633","10077742","9","6.04","78705","1","TRAVIS COUNTY"
"7501344","20191081380","2019-04-18T00:00:00.000","1638","910 W ANDERSON LN","ID","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","373883700: 20191081380","F","B","H",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 600 REG I PATROL","2012-11-30T00:00:00.000","6","3122633","10100232","7","-","78757","1","TRAVIS COUNTY"
"7501344","20191081380","2019-04-18T00:00:00.000","1638","910 W ANDERSON LN","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","373883700: 20191081380","F","B","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 600 REG I PATROL","2017-06-23T00:00:00.000","2","3122633","10100232","7","-","78757","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000","1840","E 6TH ST / NECHES ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459784255: 20191081660","M","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GANG SUPPRESSION UNIT OCD","2008-01-04T00:00:00.000","11","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000","1850","E 6TH ST / NECHES ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459784255: 20191081660","M","B","N","EDP/MENTALLY UNSTABLE","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2007-04-16T00:00:00.000","12","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000","0645","E 6TH ST / NECHES ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459784255: 20191081660","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GANG SUPPRESSION UNIT OCD","2014-03-21T00:00:00.000","5","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000",,"E 6TH ST / NECHES ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","459784255: 20191081660","M","B","N","EDP/MENTALLY UNSTABLE","AGGRESSIVE RESISTANCE","CED - DRIVE STUN-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2015-03-20T00:00:00.000","4","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000","1921","E 6TH ST / NECHES ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459784255: 20191081660","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2015-03-20T00:00:00.000","4","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501277","20191081660","2019-04-18T00:00:00.000","1842","E 6TH ST / NECHES ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459784255: 20191081660","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2016-07-08T00:00:00.000","3","3115761","10070320","9","-","78701","1","TRAVIS COUNTY"
"7501304","20191081664","2019-04-18T00:00:00.000",,"2425 E RIVERSIDE DR","HE","3-TACTICAL OPERATION [non-MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","367794527: 20191081664","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","STREET NARCOTICS TEAM 1 OCD","2001-08-10T00:00:00.000","18","3120233","10058980","3","-","78741","1","TRAVIS COUNTY"
"7501304","20191081664","2019-04-18T00:00:00.000","1935","2425 E RIVERSIDE DR","HE","3-TACTICAL OPERATION [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","367794527: 20191081664","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","STREET NARCOTICS TEAM 1 OCD","2011-10-07T00:00:00.000","8","3120233","10058980","3","-","78741","1","TRAVIS COUNTY"
"7501304","20191081664","2019-04-18T00:00:00.000",,"2425 E RIVERSIDE DR","HE","3-TACTICAL OPERATION [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","367794527: 20191081664","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,,"STREET NARCOTICS TEAM 2 OCD","2012-11-30T00:00:00.000","6","3120233","10058980","3","-","78741","1","TRAVIS COUNTY"
"7501304","20191081664","2019-04-18T00:00:00.000","1935","2425 E RIVERSIDE DR","HE","3-TACTICAL OPERATION [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","367794527: 20191081664","M","W","H",,"DEFENSIVE RESISTANCE","CED - PRONGS MISSED-ENTER # CYCLES (use #shots field)","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"STREET NARCOTICS TEAM 1 OCD","2012-11-30T00:00:00.000","6","3120233","10058980","3","-","78741","1","TRAVIS COUNTY"
"7501304","20191081664","2019-04-18T00:00:00.000","1935","2425 E RIVERSIDE DR","HE","3-TACTICAL OPERATION [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","367794527: 20191081664","M","W","H",,"DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # CYCLES (use #shots field)","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,"1","NO COMPLAINT OF INJURY/PAIN","STREET NARCOTICS TEAM 2 OCD","2013-03-22T00:00:00.000","6","3120233","10058980","3","-","78741","1","TRAVIS COUNTY"
"7501457","20191081864","2019-04-18T00:00:00.000",,"8900 N IH 35 SVRD SB","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","388629128: 20191081864","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE",,,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2017-12-22T00:00:00.000","1","3129387","10102200","4","18","78753","1","TRAVIS COUNTY"
"7501423","20191081867","2019-04-18T00:00:00.000","2145","2331 WESTOAK DR","DA","3-TACTICAL OPERATION [non-MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","2","85197496: 20191081867","M","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","IMPACT MUNITION/RUBBER RND-ENTER # SHOTS",,,,,"4","NO COMPLAINT OF INJURY/PAIN","SWAT SPECIAL OPERATIONS","2001-10-19T00:00:00.000","18","3101171","10061952","5","19.01","78704","1","TRAVIS COUNTY"
"7501599","20191081958","2019-04-18T00:00:00.000",,"1025 W STASSNEY LN","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459765506: 20191081958","F","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","2010-04-23T00:00:00.000","9","3100831","10049405","2","24.10","78745","1","TRAVIS COUNTY"
"7501599","20191081958","2019-04-18T00:00:00.000",,"1025 W STASSNEY LN","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459765506: 20191081958","F","B","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2013-12-13T00:00:00.000","5","3100831","10049405","2","24.10","78745","1","TRAVIS COUNTY"
"7501599","20191081958","2019-04-18T00:00:00.000","2225","1025 W STASSNEY LN","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459765506: 20191081958","F","B","N","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","2018-09-02T00:00:00.000","1","3100831","10049405","2","24.10","78745","1","TRAVIS COUNTY"
"7501459","20191090010","2019-04-19T00:00:00.000","1208","2716 GUADALUPE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459152872: 20191090010","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","2017-06-23T00:00:00.000","2","3114436","10079767","9","-","78705","1","TRAVIS COUNTY"
"7501459","20191090010","2019-04-19T00:00:00.000","1208","2716 GUADALUPE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459152872: 20191090010","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","2017-12-22T00:00:00.000","1","3114436","10079767","9","-","78705","1","TRAVIS COUNTY"
