"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.748586293601 30.334734229308)","4971844","0","1","74633","1576850","332",,"1987-10-06T00:00:00.000Z","1987","APPLANEL",,"MAMARAL","2016-11-17T15:14:08.000Z","MAMARAL","2016-11-17T15:15:00.000Z","CGORE","SHL","J28","525W","3348135","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3111925.5915","10094947.844","DIG07","SUB-M",,"652.60998535","N","CONCRETE","649.94000244","246","7","T","4","258","36","17","GRADE","32","PRESENT","G1","NOTMARKED","46bf5182-a4be-4c87-afdd-c5389ee96895","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2",,"HCHOU","2008-10-08T00:00:00.000Z",,"06252007_1_038.jpg","0",,,,"0",,,,,"1075639","WPD"
"POINT (-97.790504084662 30.484925409001)","4966888","0","1","1219136","1554468","167",,"2012-01-26T00:00:00.000Z","2012","APPLANEL",,"ACOLEMAN","2016-10-27T09:41:19.000Z","ACOLEMAN","2016-10-28T11:17:09.000Z","DWARDEN","SBR","G41","404N","5057165","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","906.70001221","904.29998779","N","CONCRETE","901.51000977",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","5f8fa8ff-742d-4e6b-a05f-9168a7e4abb3","ENTERED","2022-03-08T21:02:54.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.857118763285 30.218119658423)","4960842","0","1","195596","939090","172",,"1985-10-07T00:00:00.000Z","1985","APPLANEL",,"AJURADO","2014-09-09T12:08:15.000Z","AJURADO","2014-10-01T10:40:46.000Z","DDAVIS","WMS","C18","642F","70873","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3078640.4663","10051769.0463","DIG08","SUB-M","770.41998291","770.44000244","N","CONCRETE","766.41998291","123","6","T","6","122","42","18","GRADE","44","PRESENT","G1","GOOD","ff8e231a-f713-42b6-bbe7-2fc8d4a43ec5","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"GEETHA GANESAN",,,"01152009_4_084.jpg","0",,,"2011-05-15T00:00:00.000Z","0",,,,,"1094921","WPD"
"POINT (-97.691486468153 30.218522518443)","4968194","0","1","2090663","2043090","154",,"2011-04-25T00:00:00.000Z","2011","APPLANEL",,"JAMARTINEZ","2020-10-22T16:10:00.000Z","GDELANO","2021-12-29T16:06:53.000Z","GDELANO","CAR","L18","646F","663566","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"180",,,"NODATA",,"NODATA","NODATA","NODATA","c7f2d3aa-685d-4f83-8bc3-e6bf47810a12","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.763569268259 30.223761199136)","4963856","0","1","259889","105814","128","No field evidence","1974-04-17T00:00:00.000Z","1974","PLANNOEL",,"RODAVILA","2010-08-25T00:00:00.000Z","PCAMPMAN","2015-06-09T13:12:40.000Z","DDAVIS","EBO","H18","644C","275362","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"659.60998535","N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","b427f394-7585-44b0-848f-c61b2f0cd3ae","ENTERED","2022-03-08T21:02:53.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.793184724017 30.49645467841)","4953938","0","1","187832","1579154","142",,"2003-10-20T00:00:00.000Z","2003","ASBLTEL",,"DREYESLARRIVA","2016-11-21T15:15:26.000Z","DREYESLARRIVA","2016-11-22T17:52:16.000Z","DWARDEN","SBR","F42","403H","3136215","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3096517.7894","10153425.1231","DIG08","SUB-M","900.71002197","900.16998291","N","CONCRETE","896.71002197","126","6","T","4","122","46","19","GRADE","42","PRESENT","G1","NOTMARKED","f3bfb5f4-889d-4db8-aa5e-013db6e96ff9","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"10032008_4_014.jpg","0",,,,"0",,,,,"1089653","WPD"
"POINT (-97.677017744057 30.4261140999)","4940339","0","1","185947","1313490","303",,"1986-08-08T00:00:00.000Z","1986","ASBLTEL",,"MAMARAL","2016-04-08T13:20:53.000Z","MAMARAL","2016-04-13T16:08:39.000Z","CGORE","WLN","M36","466H","3428148","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3133704.5669","10128704.9138","DIG08","SUB-M","732","731.65002441","N","CONCRETE","727.41998291","182","7","T","6","192","46","18","SAG","44","PRESENT","S1","GOOD","dd3f3815-37f0-49ab-9a92-690c31036c2c","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"JESSE MARTINEZ",,,"09092008_4_070.jpg","0",,,"2017-09-15T00:00:00.000Z","0",,,,,"1090248","WPD"
"POINT (-97.646980678516 30.159567287317)","4947792","0","1","212670","1058770","247",,"1998-01-13T00:00:00.000Z","1998","ASBLTEL",,"MLEACH","2015-03-23T10:09:52.000Z","MLEACH","2015-03-23T10:30:19.000Z","SBURZYNSKI","ONI","N13","677X","209601","OTHER","OTHER","PHYS_INSP","ASBLTEL","GPS","3145508.9941","10032019.0173","DIG09","SUB-M","517.71002197","517.21002197","N","CONCRETE","513.71002197","119","6","T","5","119","32","18","GRADE","48","PRESENT","G1","NOTMARKED","32fe11fb-d2f6-47fb-873f-dcec83b37273","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"DANIEL WHEAT","2009-05-12T00:00:00.000Z","BILL BUTLER","05122009_5_011.jpg","0","3.5145","2",,"0","2009-05-12T00:00:00.000Z","14:53","5",,"1103110","WPD"
"POINT (-97.764611399761 30.492530493584)","4930658","0","1","188565","1637010","170",,"2006-04-12T00:00:00.000Z","2006","ASBLTEL",,"MMCDONALD","2017-02-02T15:35:42.000Z","MMCDONALD","2017-02-03T09:38:11.000Z","DWARDEN","LKC","H41","404L","3188062","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3105547.3306","10152204.9544","DIG08","SUB-M","904.83001709","904.90997314","N","CONCRETE","900.33001709","119","6","T","5","119","33","18","GRADE","56","PRESENT","G1","GOOD","bd4bffdf-280e-40ad-a8eb-3a6eddc3f3e4","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"MARCUS ALLEN",,,"10152008_5_064.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1089859","WPD"
"POINT (-97.673580056113 30.360708994616)","4947543","0","1","182674","595439","62",,"1973-05-25T00:00:00.000Z","1973","ASBLTEL",,"CPHELAN","2007-10-12T00:00:00.000Z","APRUITT","2013-05-14T09:47:14.000Z","RODAVILA","WLN","M30","526H","292694","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3135356.4119","10104950.58","DIG08","SUB-M",,"675.91998291","N","CONCRETE","671.82000732","127","6","T","5","121","30","40","GRADE","33","PRESENT","G1R","NOTMARKED","ed1a5e74-1255-4a9c-b8d4-aba47352863f","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","LUKE KUHR",,,"07162008_3_005.JPG","25",,,,"0",,,,,"1083424","WPD"
"POINT (-97.736692865979 30.260614772576)","4971255","0","1","615379","1964706","273",,"1959-10-05T00:00:00.000Z","1959","APPLANEL",,"TBARRINGTON","2014-03-03T09:29:47.000Z","SJOHNSON","2018-07-11T11:34:34.000Z","SJOHNSON","LBL","J21","615B","5315246","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"78",,,"NODATA",,"NODATA","NODATA","NODATA","ccde20e2-48fd-4be8-b333-ac4e90fd9427","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.695153724009 30.272861592884)","4942203","0","1","76198","297320","290",,"1979-12-03T00:00:00.000Z","1979","APPLANEL",,"TBARRINGTON","2012-02-15T09:55:58.000Z","TBARRINGTON","2012-02-15T10:10:27.000Z","SJOHNSON","BOG","L22","586T","257402","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3129307.8298","10072851.999","DIG07","SUB-M",,"468.17001343","N","CONCRETE","464.57000732","131","5","T","4","120","44","36","GRADE","44","PRESENT","G1R","NOTMARKED","0366aa4d-1cc5-460d-986c-9c7802bbf573","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","RODAVILA","2008-10-08T00:00:00.000Z",,"07092007_1_054.jpg","20",,,,"0",,,,,"1077457","WPD"
"POINT (-97.742914220197 30.271947939311)","4933003","0","1","2099268","2212691","107",,"2016-04-01T00:00:00.000Z","2016","ASBLTEL",,"KGALLUSCIO","2021-01-22T11:17:17.000Z","KGALLUSCIO","2021-02-01T13:05:44.000Z",,"LBL","J22","585S","5406009","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","533.71002197","533.54998779","N","CONCRETE","527.67999268",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","15fe2963-beb0-49c8-9db1-aa2629556770","ENTERED","2022-03-08T21:02:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.76540646898 30.243442997016)","4956892","0","1","77482","924691","291",,,,"NO_SOURCE",,"RPARKER","2007-08-02T00:00:00.000Z","GDELANO","2014-08-12T14:48:20.000Z","DDAVIS","WBO","H20","614Q","298964","CITY","CITY","PHYS_INSP","DEM","GPS","3107391.9325","10061631.429","DIG07","SUB-M",,"564.30999756","N","CONCRETE","560.97998047","70","4","T","5","60","25","18","GRADE","40","COVERED","G1","GOOD","b545e536-f7d9-4d3f-8635-80af028dc32e","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","SJOHNSON","2008-10-29T00:00:00.000Z",,"07192007_2_050.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1079834","WPD"
"POINT (-97.742044673612 30.307104959253)","4958444","0","1","77153","430011","26",,,,"NO_SOURCE",,"DDAVIS","2007-10-04T00:00:00.000Z","LBELL","2012-08-29T12:02:31.000Z","DRODRIGUEZ","SHL","J25","555S","666416","CITY","CITY","PHYS_INSP","DEM","GPS","3114226.1206","10084952.385","DIG07","SUB-M",,"620.7800293","N","CONCRETE","618.45001221","118","6","T","7","118","25","17","GRADE","28","PRESENT","G1","NOTMARKED","6b4514a5-86b7-4407-a9f1-f082f8b30158","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","LPUGH","2008-10-21T00:00:00.000Z",,"07122007_2_038.jpg","0",,,,"0",,,,,"1076882","WPD"
"POINT (-97.82091031835 30.195649900117)","4935323","0","1","198619","155105","22",,"1977-06-08T00:00:00.000Z","1977","APPLANEL",,"NPULLIAS","2010-12-30T00:00:00.000Z","NPULLIAS","2011-01-05T00:00:00.000Z","EDUBIN","SBG","E16","643X","535329","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3090258.6806","10043855.4869","DIG08","SUB-M",,"746.25","N","CONCRETE","742.03997803","128","6","T","6","120","32","17","SAG","35","PRESENT","S1","NOTMARKED","da5ce47f-dda9-4919-a5ef-29a853bf018a","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,"03022009_1_034.jpg","0",,,,"0",,,,,"1100346","WPD"
"POINT (-97.71060374356 30.322414369041)","4943752","0","1","77818","479606","16","lip damage","1985-03-18T00:00:00.000Z","1985","APPLANEL",,"CGORE","2012-01-23T12:07:05.000Z","CGORE","2012-11-13T11:24:39.000Z","DDAVIS","TAN","K27","555H","192954","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3124008.8895","10090751.754","DIG07","SUB-M",,"668.2800293","N","CONCRETE","665","128","7","T","4","120","42","19","GRADE","38","PRESENT","G1","NOTMARKED","acbf967f-6b7a-4f84-a669-76e9128a4d3c","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","3","N","DLEWIS","2008-10-20T00:00:00.000Z",,"07312007_1_009.jpg","0",,,,"0",,,,,"1079357","WPD"
"POINT (-97.685086922672 30.269677477811)","4960275","0","1","75550","98793","114","log obstructing measurements","1955-02-05T00:00:00.000Z","1955","PLANNOEL",,"NPULLIAS","2010-07-26T00:00:00.000Z","NPULLIAS","2010-07-26T00:00:00.000Z","HCHOU","TAN","M22","586U","3391891","CITY","CITY","PHYS_INSP","DEM","GPS","3132516.4578","10071766.213","DIG07","SUB-M",,"455.38000488","N","CONCRETE","452.88000488","70","6","T","5",,"23","18","GRADE","30","COVERED","G1","NOTMARKED","3c8bccd3-de7d-444d-960e-3c9764821584","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","4","N","DLEWIS","2008-10-22T00:00:00.000Z",,"07052007_5_044.jpg","0",,,,"0",,,,,"1077840","WPD"
"POINT (-97.81633182317 30.233725929787)","4968108","0","1","1947713","2164754","172",,"1993-07-29T00:00:00.000Z","1993","ASBLTEL",,"KGALLUSCIO","2020-04-03T13:48:21.000Z","KGALLUSCIO","2020-04-09T12:32:24.000Z","GDELANO","BAR","E19","613T","1124690","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","517ccc6f-35e9-4488-ad39-7ad4fc999c8c","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.727201622728 30.227312332513)","4955879","0","1","182878","1738466","195","Relocated, Original Built Date 11/14/73,","2003-08-06T00:00:00.000Z","2003","ASBLTEL",,"JLOEFFLER","2009-12-21T00:00:00.000Z","SJOHNSON","2017-10-25T13:35:14.000Z","RODAVILA","CCW","K19","615Y","3107797","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3119586.1213","10056048.7294","DIG08","SUB-M",,"497.5","N","CONCRETE","493.75","123","6","T","4","123","45","18","SAG","45","PRESENT","S1","MARKED","b7083608-088b-4800-badc-133a5ec8570d","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"07292008_2_017.jpg","0",,,,"0",,,,,"1083709","WPD"
"POINT (-97.761186134217 30.227841469348)","4933608","0","1","78084","833816","289","vertical inlet; L 6.25, M 6.75, R 6.5","2000-10-12T00:00:00.000Z","2000","ASBLTEL",,"NPULLIAS","2013-03-18T13:12:05.000Z","APRUITT","2014-03-04T14:32:42.000Z","RODAVILA","EBO","H19","614Y","753194","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3108851.5293","10055991.329","DIG07","SUB-M",,"633.95001221","N","CONCRETE","629.40997314","120","5","T","4","125",,"17","SAG","40","NOTPRESENT","S1","GOOD","ad89f1c2-7a90-433f-b196-a9a2910f0501","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,"07242007_5_044.jpg","0",,,,"0",,,,,"1079557","WPD"
"POINT (-97.681771262567 30.404219232518)","4938800","0","1","189068","1937506","202","may have been decommissioned and replaced,","1972-06-06T00:00:00.000Z","1972","ASBLTEL",,"JLOEFFLER","2009-10-26T00:00:00.000Z","SJOHNSON","2018-05-17T13:55:35.000Z","SJOHNSON","WLN","M34","466Y","374078","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3132396.6006","10120708.5519","DIG08","SUB-M",,"653.94000244","N","CONCRETE","648.14001465","130","5","T","5","120","26","17","SAG","69","PRESENT","S1","GOOD","2ce3f51d-b860-431b-80d8-82254e6f45aa","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","MUYIWA SAMI",,,"10232008_3_032.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1091723","WPD"
"POINT (-97.842756799522 30.147510617366)","4944735","0","1","359777","790326","175",,"2007-05-17T00:00:00.000Z","2007","APPLANEL",,"CARMIJO","2014-01-02T13:12:56.000Z","CARMIJO","2014-01-02T13:59:38.000Z",,"BER","D12","702H","3360695","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3083750.5019","10026196.78","DIG10","SUB-M","725.85998535","726.21002197","N","CONCRETE","721.85998535","121","6","T","6","120","43","18","GRADE","39","PRESENT","G1","NOTMARKED","e3cf1237-f04f-400c-9d3c-9283744db346","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2","N","DANIEL WHEAT","2010-12-02T00:00:00.000Z","BILL BUTLER","12022010_4_005.jpg",,"2.6","1",,"0","2010-12-02T00:00:00.000Z","10:59","4",,"401190891","WPD"
"POINT (-97.742299103696 30.269168932684)","4947879","0","1","102039","203740","279","Catch Basket,",,,"NO_SOURCE",,"JHOLDER","2011-06-14T13:55:38.000Z","JHOLDER","2011-06-21T09:11:56.000Z","DDAVIS","TWN","J22","585S","102460","CITY","CITY","PHYS_INSP","DEM","GPS","3114457.0308","10071151.974","DIG06","SUB-M",,"496.8500061","N","CONCRETE","493.17999268","72","6","T","6","72","32","18","SAG","44","PRESENT","S1","GOOD","a9bfea71-75d2-40b9-ba33-5edf6a28a978","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N",,"2006-05-04T00:00:00.000Z",,"A_050406_0029.jpg","0",,,"2015-09-15T00:00:00.000Z","0",,,,,"1104237","WPD"
"POINT (-97.770007493686 30.48984450893)","4958793","0","1","189455","884051","85",,"1994-02-07T00:00:00.000Z","1994","ASBLTEL",,"MLEACH","2014-06-03T16:34:27.000Z","MLEACH","2014-06-04T14:08:10.000Z","RODAVILA","LKC","H41","404Q","139057","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3103870.7606","10151189.1563","DIG08","SUB-M","891.20001221","890.65997314","N","CONCRETE","887.04998779","120","7","T","6","120","33","35","GRADE","50","PRESENT","G1R","GOOD","e9a92117-9e5c-4250-b74a-06d3ca216ae8","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"10312008_4_001.jpg","17",,,"2014-03-15T00:00:00.000Z","0",,,,,"1092367","WPD"
"POINT (-97.925905987438 30.175381009475)","4950618","0","1","860558","989011","13",,"2013-08-07T00:00:00.000Z","2013","APPLANEL",,"KHERBERT","2014-12-02T08:52:54.000Z","KHERBERT","2014-12-02T09:10:51.000Z","CGORE","BER","WZ14","670M","3378920","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","955.17999268","956.5","N","CONCRETE","951.0300293",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","03a19544-04b5-4e95-a979-f0ea96d85728","ENTERED","2022-03-08T21:02:52.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.757728127509 30.282664281913)","4946370","0","1","64117","1127570","12",,"1931-11-03T00:00:00.000Z","1931","SSM","2001","SJOHNSON","2009-03-11T00:00:00.000Z","GDELANO","2016-10-20T12:16:46.000Z","DDAVIS","LBL","H23","584M","391088","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"565.52001953","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","010e08dd-645b-4f18-8e1b-89fe69decc5b","ENTERED","2022-03-08T21:02:51.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.826607681256 30.282387377608)","4952943","0","1","193214","98841","252",,"1978-12-06T00:00:00.000Z","1978","APPLANEL",,"RMOELLMER","2010-07-30T00:00:00.000Z","DWARDEN","2022-02-15T09:23:40.000Z","HCHOU","EAN","E23","583J","289635","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3087748.3988","10075352.475","DIG08","SUB-M","867.46002197","866.96002197","N","CONCRETE","863.46002197","129","6","T","6","122","31","17","SAG","39","PRESENT","S1","GOOD","e5fd50e1-c3e1-49f7-bbb8-6e4c6d5f3aa4","ENTERED","2022-02-16T21:04:02.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,"12112008_3_028.jpg","0",,,,"0",,,,,"1096049","WPD"
"POINT (-97.850105631226 30.209084887921)","4949043","0","1","212530","638964","162",,"1984-06-26T00:00:00.000Z","1984","APPLANEL",,"ARESOVSKY","2013-06-12T10:12:27.000Z","APRUITT","2013-06-18T14:55:00.000Z","RODAVILA","WMS","D17","642Q","218650","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3080924.7985","10048530.6884","DIG09","SUB-M","755.51000977","755.40997314","N","CONCRETE","751.51000977","123","6","T","6","123","33","19","GRADE","34","PRESENT","G1","GOOD","b9f142bc-fdb0-4186-919a-54422dd111ff","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","DANIEL WHEAT","2009-04-22T00:00:00.000Z","GEETHA GANESAN","04222009_5_027.jpg","0","5.4523","2","2010-08-27T00:00:00.000Z","0","2009-04-22T00:00:00.000Z","11:28","5",,"1102106","WPD"
"POINT (-97.732271918277 30.193827518657)","4949725","0","1","194116","426474","23",,"1984-02-28T00:00:00.000Z","1984","APPLANEL",,"RODAVILA","2012-08-24T14:29:01.000Z","RODAVILA","2012-09-14T15:41:02.000Z","DDAVIS","WMS","J16","645X","220721","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3118269.9713","10043836.4456","DIG08","SUB-M","552.19000244","552.42999268","N","CONCRETE","547.66998291","128","6","T","4","120","45","17","SAG","54","PRESENT","S1","GOOD","1cf80d88-7e40-48b6-b9c2-8a2e2b2e25bb","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","3","N","ISRAEL RAMIREZ",,,"01052009_4_057.jpg","0",,,"2017-03-15T00:00:00.000Z","0",,,,,"1094343","WPD"
"POINT (-97.769273923053 30.182408104751)","4954266","0","1","192698","607914","290","Relocated in 2002,",,,"NO_SOURCE",,"TBARRINGTON","2012-12-18T10:19:29.000Z","PCAMPMAN","2017-06-12T14:28:04.000Z","RODAVILA","ONI","H15","674G","3115049","CITY","CITY","PHYS_INSP","DEM","GPS","3106678.7188","10039413.0263","DIG08","SUB-M",,"665.65002441","N","CONCRETE","662.15002441","122","7","T","7","120","44","35","GRADE","42","PRESENT","G1R","NOTMARKED","b0992a8a-4ce1-4bc1-be55-895ae6acb70e","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,"12082008_3_041.jpg","16",,,,"0",,,,,"1095876","WPD"
"POINT (-97.697906934065 30.266927010231)","4937338","0","1","77352","386139","295",,"1981-10-07T00:00:00.000Z","1981","APPLANEL",,"TBARRINGTON","2012-06-13T11:31:50.000Z","TBARRINGTON","2012-06-13T11:48:10.000Z","RODAVILA","BOG","L22","586X","140228","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3128490.1478","10070670.637","DIG07","SUB-M","455.76998901","456","N","CONCRETE","452.39001465","123","4","T","4","123","34","16","GRADE","37","PRESENT","G1","NOTMARKED","b7b4cb52-3363-4cce-ac61-b7ba592af8fd","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","RODAVILA","2008-10-08T00:00:00.000Z",,"07102007_5_032.jpg","0",,,,"0",,,,,"1077775","WPD"
"POINT (-97.656875405125 30.315241601246)","4961028","0","1","393976","1718003","297",,"2004-12-27T00:00:00.000Z","2004","ASBLTEL",,"GDELANO","2013-10-15T17:13:10.000Z","GDELANO","2019-05-10T09:33:21.000Z","GDELANO","WLN","N26","557J","253041","CITY","CITY","PHYS_INSP","ASBLTEL","GPS_AERIAL","3141021.8039","10088548.0988","DIG11","SUB-M","526.35998535","525.88000488","N","CONCRETE","522.38000488","196","7","T","6","190","43","18","GRADE","45","PRESENT","G1","GOOD","e1866900-8ad5-410d-b7f7-0b416441d324","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","VANESSA BENAVIDES","2011-10-14T00:00:00.000Z","VANESSA BENAVIDES","10142011_1_037.jpg",,"3.7017","2",,"0","2011-10-14T00:00:00.000Z","13:02","1",,"401311434","WPD"
"POINT (-97.618587103421 30.168787533373)","4943642","0","1","200777","1067411","113",,"2003-03-17T00:00:00.000Z","2003","APPLANEL",,"MLEACH","2015-03-04T16:11:49.000Z","MLEACH","2015-03-05T15:10:45.000Z","CGORE","DRE","Q14","678N","3126701","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3154398.6281","10035590.3894","DIG08","SUB-M","463.29998779","465.10998535","N","CONCRETE","459.29998779","121","6","T","6","119","31","18","GRADE","48","PRESENT","G1","NOTMARKED","d2530fe7-f7c4-4a4e-9301-773c1e978409","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"ISRAEL RAMIREZ",,,"04022009_5_033.jpg","0",,,,"0",,,,,"1100266","WPD"
"POINT (-97.7753747962 30.41559236226)","4932634","0","1","189244","1718610","267",,"1985-10-23T00:00:00.000Z","1985","ASBLTEL",,"BPETER","2013-05-23T11:18:51.000Z","VVINCENT","2017-06-26T13:44:27.000Z","SBURZYNSKI","BUL","G35","464P","53539","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3102801.6069","10124152.8419","DIG08","SUB-M","861.14001465","860.98999023","N","CONCRETE","857.14001465","120","6","T","6","122","32","18","SAG","85","PRESENT","S1","MARKED","1043468d-cb7c-48c5-baa8-5d9f3ee47d1d","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,"10292008_5_032.jpg","0",,,,"0",,,,,"1103972","WPD"
"POINT (-97.75289174379 30.214349851863)","4971646","0","1","616378","931412","126",,"1955-01-14T00:00:00.000Z","1955","APPLANEL","2006","MLEACH","2014-03-05T13:10:25.000Z","CGORE","2014-09-23T12:12:11.000Z","RODAVILA","WMS","H17","644M","643263","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","1b4d525e-b42a-4a05-9229-dd5f33897bb5","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0",,,,,,,,,,"0",,,,,,
"POINT (-97.820259344403 30.431830226089)","4931237","0","1","185979","1493970","282",,"2002-07-09T00:00:00.000Z","2002","ASBLTEL",,"ACOLEMAN","2016-09-21T11:23:50.000Z","ACOLEMAN","2016-09-22T08:48:42.000Z",,"BUL","E36","463F","3029510","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3088523.9519","10129734.3925","DIG08","SUB-M","922.94000244","923.44000244","N","CONCRETE","918.78997803","126","6","T","5","120","44","17","GRADE","44","PRESENT","G1","GOOD","b1b77b43-9e0d-4574-b070-53fdeffd1c93","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"09092008_5_022.jpg","0",,,"2016-04-15T00:00:00.000Z","0",,,,,"1087868","WPD"
