"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11841755",,"2017-12-28T00:00:00.000","Commercial","Active","HAZARDOUS tree removal permit for heritage American elm. Jim Dymkowski has seen/confirmed hazard in person.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American elm","4. Dead, diseased, or imminent hazard","Non-Development Related","27.5""","27.5","0","0","30.26336379","-97.73649358"
"11845597",,"2018-01-18T00:00:00.000","Commercial","Active","Remove declining heritage live oak in back lawn of Library","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","22","22","0","0","30.19225171","-97.77714549"
"11849014",,"2018-01-26T00:00:00.000","Commercial","Active","Removal of 2 cedar tree, one dead, one hazardous leaning tree over sidewalk.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","cedar, cedar","4. Dead, diseased, or imminent hazard","Non-Development Related","8, 10","18","0","5","30.37292556","-97.75887615"
"11849528",,"2018-01-25T00:00:00.000","Commercial","Active","Trim or remove imminent hazardous, deceased or dead tree.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","18.5","18.5","0","0","30.22607086","-97.79034173"
"11863049",,"2018-02-07T00:00:00.000","Public","Active","Remove splitting Hackberry in ROW at 3177 EVA ST.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.20393161","-97.63776784"
"11128076",,"2014-05-07T00:00:00.000","Residential","Closed","Request Removal of tree #95""M","Yes","Yes","No",,"Yes","Yes","Yes","American Elm","Fair","Development Related","26""","26","0","0","30.22172478","-97.70084190"
"11472817",,"2016-01-19T00:00:00.000","Residential","Approved","Hypoxylon- tree halkf dead","No","No","No",,"Yes",,"Yes","Post Oak","Poor","Non-Development Related","22","22","0","0","30.28722856","-97.72124040"
"10463100",,"2010-07-07T00:00:00.000",,"Approved with Conditions","Red tag","No","No",,,"Yes","No","Yes","Ashe Juniper","Good","Development Related","5","200","0","200","30.38907733","-97.82531134"
"11009100",,"2013-09-10T00:00:00.000","Residential","Closed","Addition to existing house","Yes","Yes","No",,"No","Yes","No","Live Oak, Live Oak","Good","Development Related","40, 26","0","0","0","30.43781305","-97.78718743"
"11121372",,"2014-04-15T00:00:00.000","Residential","Approved","Dying, dropping large limbs, hazardous","No","No","No",,"Yes",,"Yes","Sycamore","Poor","Non-Development Related","24","24","0","0","30.28654954","-97.76081802"
"11423367",,"2015-10-06T00:00:00.000","Residential","Approved","Tree is failing, remove to protect property- failure is eminent","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","27""","0","27","0","30.36514231","-97.70198645"
"10468048",,"2010-07-20T00:00:00.000",,"Approved","Extensive decay in trunk, many previous failures, heavy lean over street.","No","No",,,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","28","0","28","0","30.26323194","-97.75642721"
"10712127",,"2012-02-10T00:00:00.000",,"Approved with Conditions","Build house within approximately 40% of root zone.  No impact to 1/2 CRZ, landscape around tree (see attached)","No","No","No",,"No","Yes","No","Live Oak, Live Oak","Good","Development Related","29, 19","0","0","0","30.46449164","-97.78638449"
"11222834",,"2014-09-30T00:00:00.000","Residential","Approved","Tree Condition: see attached explanation","No","Yes","No",,"Yes",,"Yes","Cedar Elm","Fair","Non-Development Related","25.5","25.5","0","0","30.43028023","-97.71623827"
"11452596",,"2015-12-14T00:00:00.000","Residential","Approved","Development","Yes","No","No",,"No","Yes","No","Oaks","Good","Development Related","30","0","0","0","30.27887171","-97.76567712"
"10346536",,"2012-12-06T00:00:00.000","Residential","Closed","Development.","No",,,,"Yes","No","Yes","Pecan","Good","Development Related","23","23","0","10","30.34390683","-97.72538607"
"11546444",,"2016-08-03T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"post oak, cedar elm","Good","Development Related","24, 14","0","0","0","30.49159822","-97.75398967"
"10595750",,"2011-09-01T00:00:00.000",,"Approved","Many large branches are dead; close to home, caused concrete/roof damage; close to electric lines","No","No","No",,"Yes","No","Yes","Mulberry","Fair","Non-Development Related","26","0","26","0","30.34703446","-97.73325520"
"11476521",,"2016-01-28T00:00:00.000","Residential","Approved","Tree condition","No","No","No",,"Yes",,"Yes","Post Oak","Dead","Non-Development Related","23","23","0","0","30.28363353","-97.77232502"
"11038206",,"2013-10-25T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","25","0","25","0","30.34597003","-97.74821731"
"11429679",,"2015-10-12T00:00:00.000","Residential","Final","per survey, 20"" Ash","Yes","No","No",,"Yes",,"Yes","Arizona Ash","Good","Development Related","20","20","0","20","30.23639676","-97.75997102"
"11139552",,"2014-05-05T00:00:00.000","Residential","Approved","Dead, hazardous ASAP to be removed","No","No","No",,"Yes","No","Yes","Sycamore","Dead","Non-Development Related","21.5","21.5","0","0","30.32531753","-97.75490140"
"10476688",,"2010-08-19T00:00:00.000",,"Approved","Removal of dead tree for vehicle and personnel safety.","No","Yes",,,"Yes","No","Yes","Live Oak","Dead","Non-Development Related","30","30","0","0","30.23564152","-97.86638457"
"10776484",,"2012-06-06T00:00:00.000",,"Approved","1. Tree is 90% dead; 2. Tree is dead","No","Yes","Yes",,"Yes","No","Yes","Pecan, Pecan","Dead","Non-Development Related","28, 40.5","68.5","0","0","30.26951580","-97.71338612"
"11522666",,"2016-05-03T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"Chinese Tallow","Fair","Development Related","21","0","21","0","30.28350038","-97.75950117"
"10439507",,"2010-05-13T00:00:00.000",,"Approved with Conditions","Residential, new construction.","No","No",,,"Yes","No","Yes","Oak","Good","Development Related","0","0","0","40","30.50200290","-97.76027603"
"11837810",,"2018-01-03T00:00:00.000","Residential","Active","Our residence currently has a tree that is tagged and presents potential damage to both our own and neighbors property. Would like to have it safely trimmed to prevent potential residential damage.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","47","47","0","0","30.27164312","-97.68869690"
"11343950",,"2015-05-19T00:00:00.000","Residential","Approved with Conditions","34"" tree is dieing from wood beetle infestation","Yes","Yes","No",,,"Yes",,"Burr Oak, Burr Oak","Poor","Development Related","27, 34","0","0","0","30.30964203","-97.68149715"
"11324171",,"2015-04-06T00:00:00.000","Commercial","Closed","See attachment","No","No","No",,"Yes",,"Yes","Pecan","Good","Non-Development Related","20","20","0","20","30.24756528","-97.74942383"
"11228898",,"2014-10-06T00:00:00.000","Residential","Approved","Other: Tree roots are obstructing the sewer line. We would like to know if the city would be willing to relocate the sewer street construction in order to spare the tree. We would rather not mess with the tree at all","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","30","0","30","0","30.36611764","-97.70820083"
"10862828",,"2012-11-28T00:00:00.000","Residential","Approved","catalpa has root rot issues","No","No","No",,"Yes",,"Yes","Catalpa","Poor","Non-Development Related","26","26","0","0","30.25271297","-97.77624422"
"10979135",,"2013-08-22T00:00:00.000","Commercial","Approved","The tree is filled with bees.  Applicant feels it is hollow and will be a hazard and easily fall and damage cars and property.","No","Yes","No",,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","35","35","0","0","30.29312416","-97.73946069"
"10901293",,"2013-07-24T00:00:00.000","Residential","Approved","new home development","Yes","No","No",,"Yes","Yes","Yes","Live Oak","Good","Development Related","0","41.5","0","0","30.48598297","-97.79521337"
"10989751",,"2013-08-09T00:00:00.000","Residential","Closed","new 2-story 3 car garage with 2nd story apartment","Yes","No","No",,,"Yes",,"Live Oak","Good","Development Related","19","0","0","0","30.36361709","-97.78800119"
"11779891","11756139","2017-08-31T00:00:00.000","Residential","Final","New pool","Yes","Yes","No","Residential Dev Plan Review - Tree","No","Yes","No","Boyton oak, crepe myrtle, live oak, elm","1. Good","Development Related","43, 23.5, 25.5, 26","0","0","0","30.29714359","-97.76533839"
"10708291",,"2012-01-20T00:00:00.000",,"Approved","Hazard-large decay cavity at base, extending below soil level (see photos)","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","46","46","0","0","30.24730289","-97.76180678"
"11577189",,"2016-08-23T00:00:00.000","Residential","Final","Development, new construction","Yes","No","No",,"No","Yes","No","live oak","Fair","Development Related","12","0","0","0","30.48508315","-97.78848962"
"11581985",,"2016-09-09T00:00:00.000","Commercial","Approved with Conditions","development","Yes","No","No",,"Yes","Yes","Yes","Ash, Ash, Ash","Good","Development Related","8,10,8","26","0","0","30.28963390","-97.70664747"
"11263080",,"2014-12-12T00:00:00.000","Commercial","Approved","large amounts of decay along trunk and at base","No","No","Yes",,"Yes","No","Yes","Chinaberry","Poor","Non-Development Related","21","0","21","0","30.32023385","-97.74039474"
"11062898",,"2014-01-03T00:00:00.000","Residential","Closed","Relocation of home to lot","No","Yes","No",,,"Yes",,"Pecan, Pecan, Pecan","Good","Development Related","62, 25, 25","0","0","0","30.26900766","-97.70293102"
"11326717",,"2015-04-09T00:00:00.000","Residential","Approved","extreme lean towards stucture due to utility clearance w/ decay column on load bearing side increasing yearly","No","No","No",,"Yes",,"Yes","American Sycamore","Poor","Non-Development Related","21","21","0","0","30.34291562","-97.72951901"
"11569899",,"2016-11-17T00:00:00.000","Residential","Final","development","Yes","No","No",,"Yes","Yes","Yes","sycamore, ash","Good","Development Related","22,30","19","0","19","30.23509885","-97.76203751"
"11035577",,"2013-10-21T00:00:00.000","Residential","Approved","large fungal growth on above ground roots, extend in back w/ to neighbors + 6' limb dead over condo-Austin electic Utility lines run trhu tree tri-plex.","No","No","No",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","42","42","0","0","30.29921977","-97.77950085"
"11277561",,"2015-01-22T00:00:00.000","Residential","Closed","protected tree","Yes","No","No",,"Yes","Yes","Yes","Post Oak, Post Oak","Good","Development Related","20"", 19""","19","0","19","30.18427722","-97.89946473"
"10998983",,"2013-08-12T00:00:00.000","Residential","Approved","stem starting to split from old lightning strike, threatens house when it falls","No","No","No",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","37.5","37.5","0","0","30.20980373","-97.81250374"
"11387613",,"2015-07-21T00:00:00.000","Residential","Approved","Trees are dead from improper fill & conditions provided by SCott Felder building","No","No","No",,"Yes",,"Yes","Live Oak","Dead","Non-Development Related","20""","20","0","0","30.46401667","-97.78563125"
"11306289",,"2015-03-05T00:00:00.000","Residential","Approved","four trunk invaisive targets two houses, driveway","No","No","No",,"Yes","No","Yes","Chinaberry","Poor","Non-Development Related","26","0","26","0","30.40729924","-97.68252733"
"11523139",,"2016-05-23T00:00:00.000","Residential","Final","Development","Yes","No","No",,"No","Yes","No","Hackberry","Fair","Development Related","20","0","0","0","30.32012012","-97.71868006"
"11215872",,"2014-09-15T00:00:00.000","Residential","Approved","Tree Condition: declining tree targets house","No","No","No",,"Yes",,"Yes","Mulberry","Poor","Non-Development Related","21","0","21","0","30.37064491","-97.72993442"
"11422212",,"2015-09-25T00:00:00.000","Residential","Approved","70% dead, large dying limbs target ROW","No","No","Yes",,"Yes",,"Yes","Pecan","Poor","Non-Development Related","33""","33","0","0","30.28308082","-97.74440649"
"10353898",,"2010-07-06T00:00:00.000",,"Closed","Home construction.","No",,,,"No","Yes","No","Live Oak","Good","Development Related","26","0","0","0","30.51204367","-97.75217059"
"11647058",,"2017-01-03T00:00:00.000","Commercial","Approved","tree condition","No","Yes","No",,"Yes",,"Yes","Pecan","Poor","Non-Development Related","36","36","0","0","30.27060021","-97.73423804"
"10900463",,"2013-02-21T00:00:00.000","Residential","Approved","Major deay where main limbs join trunk; danger to house","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","23","0","23","0","30.23743017","-97.88466086"
"11212061",,"2014-09-09T00:00:00.000","Residential","Approved with Conditions","demolition","Yes","Yes","No",,"No","Yes","No","Post Oak","Good","Development Related","37","0","0","0","30.27552867","-97.71478581"
"10698105",,"2011-12-28T00:00:00.000",,"Approved","Dead tree is hazard to electric service drop below and other structures, and people who pass under it.","No","Yes","No",,"Yes","No","Yes","Red Oak","Dead","Non-Development Related","26","26","0","0","30.31677701","-97.68178689"
"10807305",,"2012-08-03T00:00:00.000",,"Approved","Dead","No","Yes","No",,"Yes",,"Yes","Live Oak","Dead","Non-Development Related","25","25","0","0","30.49526692","-97.78848196"
"10434116",,"2010-05-04T00:00:00.000",,"Approved with Conditions","Not given.","No","No",,,"No","Yes","No","Live Oak","Good","Development Related","32","0","0","0","30.30210718","-97.72511831"
"10970924",,"2013-08-19T00:00:00.000","Residential","Approved","Tree has been dropping large branches on the back porch","No","Yes","No",,"Yes","No","Yes","Pecan","Poor","Non-Development Related","30","30","0","0","30.32225948","-97.75273063"
"11675319",,"2017-03-28T00:00:00.000","Residential","Final","Development","No","Yes","No","Residential Dev Plan Review - Tree","No","Yes","No","American elm, mulberry, sycamore","1. Good","Development Related","25,19,19","0","0","0","30.23687106","-97.75807399"
"10893046",,"2013-02-08T00:00:00.000","Residential","Approved with Conditions","Would like to install a planter that encroaches slightly in the 1/2 CRZ","Yes","Yes","No",,"No","Yes","No","Post Oak","Good","Development Related","35","0","0","0","30.30070264","-97.74429035"
"10479991",,"2010-08-19T00:00:00.000",,"Approved","decay @ juncture of all leaders, end of life","No","No",,,"Yes","No","Yes","Ash","Poor","Non-Development Related","30","0","30","0","30.25101271","-97.82771653"
"10558109",,"2011-03-14T00:00:00.000",,"Approved","Tree is dead","No","Yes","No",,"Yes","No","Yes","Red Oak","Dead","Non-Development Related","25","24","0","0","30.22912514","-97.87232463"
"11429153",,"2015-10-23T00:00:00.000","Residential","Approved","Tree Condition (Safety)","No","No","No",,"Yes",,"Yes","Red Oak","Poor","Non-Development Related","22""","22","0","0","30.40520750","-97.73557560"
"11787201",,"2017-09-25T00:00:00.000","Residential","Active","remove tree damaged by the storm","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","26","26","0","0","30.28754510","-97.71478335"
