"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-12-21T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2018-08-24T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-10-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","1999-07-12T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-02-24T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-08-20T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-27T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2021-09-01T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-29T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2020-10-21T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-26T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-10T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-01-28T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2018-161966 OL","Suspended","7929 GAULT ST","AUSTIN","TX","78757","24","Inspection Performed","2022-01-27T00:00:00.000","3121604.25","10101073","7929 GAULT ST
AUSTIN, TX 78757
(3121604.25, 10101073)","0237101008"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2018-09-05T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-01-28T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2022-01-28T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-09-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-25T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2022-01-27T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-26T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2020-139615 OL","Active","6855 E US 290 HWY SVRD EB","AUSTIN","TX","78723","249","Inspection Performed","2022-06-01T00:00:00.000","3131259.760625","10090288.443125","6855 E US 290 HWY
AUSTIN, TX 78723
(3131259.760625, 10090288.443125)","0225200203"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2022-01-27T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-08-10T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-25T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-08-10T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2018-161966 OL","Suspended","7929 GAULT ST","AUSTIN","TX","78757","24","Inspection Performed","2022-01-27T00:00:00.000","3121604.25","10101073","7929 GAULT ST
AUSTIN, TX 78757
(3121604.25, 10101073)","0237101008"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-07-12T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-06-03T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-11-30T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2022-01-28T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2018-170586 OL","Active","1647 RUTLAND DR","AUSTIN","TX","78758","294","Inspection Performed","2022-01-29T00:00:00.000","3122927.5","10109415","1647 RUTLAND DR
AUSTIN, TX 78758
(3122927.5, 10109415)","0245110123"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-01-28T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-26T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-01-28T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-10T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-08-11T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2019-037779 OL","Active","701 WOODWARD ST","AUSTIN","TX","78704","280","NOV Sent","2022-01-27T00:00:00.000","3111727.099999994","10055165.86","701 WOODWARD ST
AUSTIN, TX 78704
(3111727.099999994, 10055165.86)","0410010440"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-10T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-01-28T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-08-10T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2020-139697 OL","Active","12151 N IH 35 SVRD NB","AUSTIN","TX","78753","360","Citation Issued","2021-08-13T00:00:00.000","3135985.170000002","10117220.030000001","12151 N IH
AUSTIN, TX 78753
(3135985.170000002, 10117220.030000001)","0251210402"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-08-10T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2022-01-27T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-05-31T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-01-27T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-05-31T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-08-13T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-10T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2018-151137 OL","Active","5800 WELLINGTON DR","AUSTIN","TX","78723","86","Inspection Performed","2022-03-14T00:00:00.000","3131148.5","10086648","5800 WELLINGTON DR
AUSTIN, TX 78723
(3131148.5, 10086648)","0221190711"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-08-11T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-25T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-10T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-10T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2022-01-28T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2016-102862 OL","Active","1950 WEBBERVILLE RD","AUSTIN","TX","78721","240","NOV Sent","2021-08-10T00:00:00.000","3136561.549999997","10077162.349999994","1950 WEBBERVILLE RD
AUSTIN, TX 78721
(3136561.549999997, 10077162.349999994)","0212230524"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-10T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-08T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-045481 OL","Active","4400 AVENUE A","AUSTIN","TX","78751","26","Inspection Performed","2022-01-24T00:00:00.000","3117105.5","10085951","4400 AVENUE
AUSTIN, TX 78751
(3117105.5, 10085951)","0221050416"
"2014-106180 OL","Closed","9435 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","50","NOV Sent","2021-08-12T00:00:00.000","3131617.25","10104066","9435 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131617.25, 10104066)","0239200123"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-10T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
