TCAD or WCAD Property ID (s),Auditor,Company,Duct System 1 - Type,Duct System 2 - Type,Duct System 1 - RValue,Duct System 2 - RValue,Duct System 1 - Return Sizing,Duct System 2 - Return Sizing,Duct System 1 - % Leakage,Duct System 2 - % Leakage,System 1 - Location Air Handler,System 2 - Location Air Handler,System 1 - Air Handler Type,System 2 - Air Handler Type,System 1 - Age (years),System 2 - Age (years),System 1 - EER,System 2 - EER,System 1 - sqft/ton,System 2 - sqft/ton,Water Heater - Fuel Type,Water Heating - Tank Type,Toilet Type,Programmable Thermostat Present,Window Screen Area Recommended (sqft),Furnace - Fuel Type,Audit Date,Attic R-Value,Recommended Additional R-Value,Year Built,Bedrooms,Conditioned (sqft),Attic (sqft),Home_Type,As of,Address,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes,Zip Codes
344462,Bob Woerner,BUILDING PERFORMANCE AUDITS,Mylar_Flex,,6,,Adequate,,,,Closet,,Up Flow,,11,,11.5,,455,,Elec,Tank,Standard,Y,0,Elec,05/06/2010 12:00:00 AM,19,18,1986,3,1366,240,Single Family,05/20/2014 12:00:00 AM,"9100 BILL HICKCOCK PASS
Austin, Tx 78748
(30.179416048000462, -97.81468186499967)",5,37,1,,373,22,3637
164072,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Mylar_Flex,,4,,Adequate,,23,,Closet,,Up Flow,,17,,7,,469,,Gas,Tank,Water_Saving,N,0,Gas,05/05/2011 12:00:00 AM,13,25,1979,3,1641,1641,Single Family,05/20/2014 12:00:00 AM,"7116 VALLECITO DR
Austin, Tx 78759
(30.421236948000455, -97.77009595199968)",10,51,5,,540,58,3647
330300,David Malone,1ST CHOICE ENERGY,Duct_Board,,2,,Adequate,,39,,Closet,,Up Flow,,6,,11.5,,444,,Gas,Tank,Water_Saving,N,80,Gas,12/16/2011 12:00:00 AM,15,23,1976,2,888,888,Duplex,05/20/2014 12:00:00 AM,"7102 DAN-JEAN DR B
Austin, Tx 78745
(30.20020835900044, -97.80512841899969)",5,5,1,,373,23,3259
197965,Mike Twyman,ENERGY ACTION,,,,,,,,,,,,,,,,,,,Gas,Tank,Standard,N,128,Elec,03/23/2010 12:00:00 AM,,0,1953,3,1064,,Single Family,05/20/2014 12:00:00 AM,"4703 SARA DR
Austin, Tx 78721
(30.27127174700047, -97.69008434899968)",3,4,3,34,309,62,2864
349400,Joey Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,,6,,Adequate,,,,Attic,,Horizontal,,13,,,,512,,Elec,Tank,Water_Saving,N,0,Elec,06/02/2011 12:00:00 AM,30,0,1992,4,2563,2563,Single Family,05/20/2014 12:00:00 AM,"10025 WILD DUNES DR
Austin, Tx 78747
(30.148793140000464, -97.77814283099968)",5,36,1,,218,4,3261
125087,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,Mylar_Flex,4,6,Adequate,Adequate,7,15,,Closet,Horizontal,Up Flow,10,,11,7,460,460,Elec,Tank,Standard,N,0,Elec,08/14/2013 12:00:00 AM,18,20,1984,3,2530,1930,Single Family,05/20/2014 12:00:00 AM,"3308 RIVA RIDGE RD
Austin, Tx 78746
(30.329907127000467, -97.80450660299965)",10,10,5,,217,29,3260
308029,Scott Freeze,PRECISION INSPECTION,Mylar_Flex,,6,,Adequate,,32,,Attic,,Horizontal,,8,,11.5,,592,,Gas,Tank,Water_Saving,Y,125,Elec,11/23/2009 12:00:00 AM,,0,1941,2,1184,1158,Single Family,05/20/2014 12:00:00 AM,"4015 CLAWSON
Austin, Tx 78704
(30.23086443000045, -97.78270517699968)",5,9,1,22,441,75,2859
117269,Roland Huettel,"ECO.INSPECTIONS, INC",,,,,Adequate,,44.8,20.4,Closet,Closet,Up Flow,Up Flow,9,9,,,317,300,Elec,Tank,Water_Saving,Y,0,Elec,07/14/2010 12:00:00 AM,,,1971,4,2752,900,Single Family,05/20/2014 12:00:00 AM,"1611 WESTLAKE DR
Austin, Tx 78746
(30.299292509000452, -97.7935922689997)",,10,,,126,29,3260
461754,Vance Acker,GREEN LEAF ENERGY,Duct_Board,Sheet_Metal,4,4,Adequate,Adequate,12,14.5,Attic,Attic,Horizontal,Horizontal,16,17,10,10,480,562.6,Elec,Tank,Standard,Y,34,Elec,07/08/2013 12:00:00 AM,12,26,1974,4,2883,2000,Single Family,05/20/2014 12:00:00 AM,"5100 SADDLE CIR
Austin, Tx 78727
(30.422717460000456, -97.73347045499969)",6,24,6,,540,36,3243
504393,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,12,11,Attic,Attic,Horizontal,Horizontal,23,23,9.5,8.5,530,254,Gas,Tank,Water_Saving,Y,0,Gas,04/04/2011 12:00:00 AM,18,20,1991,3,2365,1102,Single Family,05/20/2014 12:00:00 AM,"12001 MISTY BROOK DR
Austin, Tx 78727
(30.41692451300048, -97.7333555679997)",6,24,6,,540,36,3243
345054,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,5,,Inadequate,,,,Garage,,Up Flow,,10,,11,,584,,Elec,Tank,Water_Saving,N,60,Elec,06/11/2010 12:00:00 AM,15,27,1984,3,1169,889,Single Family,05/20/2014 12:00:00 AM,"9700 CURLEW DR
Austin, Tx 78748
(30.180072211000436, -97.83344883499967)",5,37,1,,62,22,3637
241116,Jon Beard,"CONSERVATION SPECIALISTS OF AUSTIN, LLC",Sheet_Metal,,2,,Inadequate,,19,,Closet,,Up Flow,,6,,9,,442,,Gas,Tank,Water_Saving,Y,30,Gas,01/10/2013 12:00:00 AM,38,,1963,3,1548,1548,Single Family,05/20/2014 12:00:00 AM,"3102 WHITEWAY DR
Austin, Tx 78757
(30.35615601200044, -97.74200886399967)",7,3,7,53,217,16,3645
260561,Vance Acker,GREEN LEAF ENERGY,Grey_Flex,,6,,Adequate,,22.2,,Garage,,Up Flow,,8,,12,,378.3,,Gas,Tank,Standard,N,88,Gas,07/25/2012 12:00:00 AM,14,24,1982,3,1324,1000,Single Family,05/20/2014 12:00:00 AM,"11613 RUFFED GROUSE DR
Austin, Tx 78758
(30.392971015000455, -97.7002288169997)",7,22,7,,217,18,3646
223739,Vance Acker,GREEN LEAF ENERGY,Duct_Board,,6,,Adequate,,18.7,,Closet,,Up Flow,,9,,10,,505.3,,Gas,Tank,Standard,N,50,Gas,11/08/2012 12:00:00 AM,15,23,1966,3,1512,800,Single Family,05/20/2014 12:00:00 AM,"2305 LEHIGH DR
Austin, Tx 78723
(30.31682413900046, -97.68026914699965)",1,19,8,41,309,33,3239
462612,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,17.7,15.8,Attic,Attic,Horizontal,Horizontal,,,9.5,9.5,455,431,Gas,Tank,Water_Saving,Y,226,Gas,10/06/2010 12:00:00 AM,30,8,1999,4,2659,1200,Single Family,05/20/2014 12:00:00 AM,"13500 OREGON FLAT TRAIL
Austin, Tx 78727
(30.42657745100047, -97.6830963329997)",7,24,7,,540,36,3243
118366,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,,6,,Adequate,,10,,Attic,,Horizontal,,13,,11,,393,,Gas,Tank,Water_Saving,Y,60,Elec,07/10/2012 12:00:00 AM,19,19,1940,3,1570,1153,Single Family,05/20/2014 12:00:00 AM,"1710 MOHLE DR
Austin, Tx 78703
(30.301526305000436, -97.7565581509997)",10,26,5,52,126,69,2858
199783,Roland Huettel,"ECO.INSPECTIONS, INC",Sheet_Metal,,2,,Adequate,,40,,Closet,,,,15,,,,336,,Elec,Tank,Standard,N,0,Gas,12/16/2009 12:00:00 AM,6,32,1935,3,1008,1008,Single Family,05/20/2014 12:00:00 AM,"1805 NUECES ST
Austin, Tx 78701
(30.281680338000456, -97.74394181999969)",9,52,10,60,217,24,2856
339951,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,5,,Adequate,,10,,Closet,,Up Flow,,13,,11,,600,,Elec,Tank,Water_Saving,Y,0,Gas,04/01/2010 12:00:00 AM,28,0,1983,3,1200,1200,Single Family,05/20/2014 12:00:00 AM,"9105 COOKWOOD COVE
Austin, Tx 78748
(30.18595398900044, -97.83168524899969)",5,37,1,,62,22,3637
753576,Stephen Standley,AUSTIN AUDITORS,Duct_Board,,,,Adequate,,16,,Attic,,Horizontal,,,,,,,,Gas,Tank,Water_Saving,Y,360,Elec,07/22/2013 12:00:00 AM,,,2007,2,1403,1403,Condo,05/20/2014 12:00:00 AM,"2525 S LAMAR BLVD 207
Austin, Tx 78704
(30.24639567100047, -97.77833539399967)",5,9,1,22,217,75,2859
224932,Brady Zaitoon,1 EARTH ENERGY AUDITS,Duct_Board,,6,,Adequate,,15,,Attic,,Horizontal,,18,,9.5,,394,,Gas,Tankless,Standard,N,75,Gas,03/03/2012 12:00:00 AM,25,0,1947,2,778,778,Single Family,05/20/2014 12:00:00 AM,"5512 AVENUE F
Austin, Tx 78751
(30.32068768300047, -97.71924569699968)",4,6,9,68,217,65,3640
321353,Dennis Williams,QUALITY HOME INSPECTIONS,Duct_Board,,6,,Adequate,,19.5,,Garage,,Up Flow,,21,,,,502,,Gas,Tank,Water_Saving,Y,84,Gas,01/25/2010 12:00:00 AM,13,25,1980,3,1507,1507,Single Family,05/20/2014 12:00:00 AM,"3703 HARPERS FERRY LANE
Austin, Tx 78749
(30.208527651000452, -97.83736804599965)",8,38,2,,62,53,3638
382171,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,3.9,,Attic,,Horizontal,,,,10.5,,401,,Gas,Tank,Water_Saving,N,129,Gas,03/02/2010 12:00:00 AM,30,8,1996,3,1402,650,Single Family,05/20/2014 12:00:00 AM,"9277 VIGEN CIRCLE
Austin, Tx 78748
(30.169632825000463, -97.79462033699969)",2,37,4,,76,22,3637
213404,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,5,,Adequate,,12.4,,Attic,,Horizontal,,22,,8.5,,516,,Gas,Tank,Water_Saving,N,234,Gas,10/29/2010 12:00:00 AM,17,21,1947,2,1032,1000,Single Family,05/20/2014 12:00:00 AM,"4313 AIRPORT BOULEVARD
Austin, Tx 78722
(30.29924394800048, -97.7103341989997)",9,11,10,36,309,74,2865
217150,Cody Kasper,ADVANCED ENERGY SOLUTIONS,Sheet_Metal,,,,Inadequate,,22,,Closet,,Up Flow,,20,,11,,516,,Gas,Tank,Water_Saving,Y,25,Gas,06/17/2011 12:00:00 AM,24,14,1955,3,1032,1032,Single Family,05/20/2014 12:00:00 AM,"5611 OVERBROOK
Austin, Tx 78723
(30.303721016000452, -97.68135998799966)",1,19,8,26,309,33,3239
128290,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,Duct_Board,6,6,Adequate,Adequate,14,19,Closet,Attic,Up Flow,Horizontal,22,22,8,8,561,561,Elec,Tank,Water_Saving,N,0,Gas,03/06/2012 12:00:00 AM,25,0,1962,3,3367,1797,Single Family,05/20/2014 12:00:00 AM,"6127 JANEY DR
Austin, Tx 78757
(30.342206036000448, -97.75086824699969)",7,3,7,53,217,16,3645
106604,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,12.4,,Attic,,Horizontal,,,,,,286,,Gas,Tank,Water_Saving,N,138,Gas,01/22/2013 12:00:00 AM,19,19,1936,2,572,300,Single Family,05/20/2014 12:00:00 AM,"617 WEST LYNN ST B
Austin, Tx 78703
(30.276304304000462, -97.76166532499968)",9,26,10,72,126,69,2858
114553,Greg Schroeder,GREEN ZONE HOME,Duct_Board,,2,,Inadequate,,27,,Attic,,Horizontal,,10,,9,,418,,Gas,Tank,Standard,N,147,Gas,09/09/2013 12:00:00 AM,7,31,1948,2,1044,1044,Single Family,05/20/2014 12:00:00 AM,"2413 SHARON LANE
Austin, Tx 78703
(30.293838303000484, -97.76141186099966)",10,26,5,6,126,69,2858
220747,Brady Zaitoon,GREEN CITY ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,10,,Closet,,Up Flow,,,,,,520,,Gas,Tank,Water_Saving,Y,115,Gas,06/12/2009 12:00:00 AM,14,24,1957,3,1568,1568,Single Family,05/20/2014 12:00:00 AM,"1901 NORTHRIDGE
Austin, Tx 78723
(30.31095539000046, -97.69200190799967)",4,19,9,84,309,33,3239
120928,Roland Huettel,"ECO.INSPECTIONS, INC",Sheet_Metal,Sheet_Metal,0,0,Adequate,Adequate,,,,,Horizontal,Horizontal,11,11,,,,,Gas,Tank,Water_Saving,N,0,Elec,07/25/2013 12:00:00 AM,0,38,1969,5,7804,3337,Single Family,05/20/2014 12:00:00 AM,"3709 TAYLORS DR
Austin, Tx 78703
(30.31060362000045, -97.77251096299966)",10,26,5,6,126,69,2858
104688,Jeff Geissen,AUSTIN GREEN & CONSERVATION,Grey_Flex,,4,,Adequate,,15.5,,Attic,,Horizontal,,10,,9,,375,,Elec,Tank,Standard,N,80,Gas,09/14/2012 12:00:00 AM,22,,1983,3,1689,597,Condo,05/20/2014 12:00:00 AM,"1902 CRESTED BUTTE DR B
Austin, Tx 78746
(30.260612061000472, -97.79907963899967)",8,10,2,,126,29,3260
102491,Kevin Dunaway,DR GREEN ENERGY AUDITORS,Duct_Board,,6,,Inadequate,,,,Garage,,Up Flow,,6,,10,,600,,Gas,Tank,Standard,Y,0,Gas,06/08/2009 12:00:00 AM,22,20,1953,3,1880,432,Single Family,05/20/2014 12:00:00 AM,"1905 PARAMOUNT AVE
Austin, Tx 78704
(30.253754330000447, -97.77624540699969)",5,9,1,2,217,75,2859
307730,Rob Scott,GREEN COLLAR OPERATIONS,Sheet_Metal,,4,,Adequate,,19.1,,Closet,,Up Flow,,6,,,,448,,Elec,Tank,Standard,N,0,Elec,11/06/2012 12:00:00 AM,11.6,26.4,1971,2,896,896,Duplex,05/20/2014 12:00:00 AM,"3405 DOLPHIN DR A
Austin, Tx 78704
(30.23537347800044, -97.77712660799966)",3,9,3,22,441,75,2859
288130,Michael Hults,STANDARD RENEWABLE ENERGY,Sheet_Metal,,6,,Inadequate,,23,,,,,,2,,11,,480,,Gas,Tank,Standard,Y,126,Gas,07/02/2010 12:00:00 AM,19,19,1970,4,1200,1200,Single Family,05/20/2014 12:00:00 AM,"6019 CARNATION TERRACE
Austin, Tx 78741
(30.231833278000465, -97.70263908999965)",3,8,3,46,365,55,3256
241671,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Sheet_Metal,,,,Adequate,,14,,Closet,,Up Flow,,5,,7,,525,,Gas,Tank,Water_Saving,Y,0,Gas,10/05/2011 12:00:00 AM,30,8,1968,3,1314,1314,Single Family,05/20/2014 12:00:00 AM,"1107 COLONY NORTH DR
Austin, Tx 78758
(30.35643553200049, -97.70992202499968)",4,22,9,16,63,18,3646
260634,Stephen Standley,AUSTIN AUDITORS,,,,,Adequate,,,,Closet,,Up Flow,,,,,,520,,Elec,Tank,Water_Saving,Y,24,Gas,11/01/2013 12:00:00 AM,,,1984,2,1041,,Town Homes,05/20/2014 12:00:00 AM,"11821 BITTERN HOLW 10
Austin, Tx 78758
(30.395336280000436, -97.6962835489997)",7,22,7,,217,18,3646
373549,Wesley Carroll,ATO Z HOME INSPECTION AND ENERGY AUDITS,Sheet_Metal,,6,,Inadequate,,0.3,,Garage,,Up Flow,,20,,13,,482,,Elec,Tank,Standard,Y,141.6125,Elec,10/15/2010 12:00:00 AM,28,10,1974,3,2171,2171,Single Family,05/20/2014 12:00:00 AM,"10100 DOBBIN DR
Austin, Tx 78748
(30.180974731000447, -97.85108232499965)",5,37,1,,369,22,3637
320982,Jay Hill,ADVANCED ENERGY SOLUTIONS,Sheet_Metal,,4,,Adequate,,7.2,,Closet,,Up Flow,,12,,9,,616,,Gas,Tank,Water_Saving,Y,24,Gas,05/07/2013 12:00:00 AM,32,6,1972,3,1232,,Single Family,05/20/2014 12:00:00 AM,"5214 BERKETT DR
Austin, Tx 78745
(30.210530406000487, -97.8036289049997)",5,5,1,83,373,23,3259
167110,James Davis,ENERGY AUDIT MASTERS,Grey_Flex,,5,,Adequate,,9.3,,Closet,,Up Flow,,,,11,,544,,Gas,Tank,Water_Saving,Y,90,Gas,04/12/2013 12:00:00 AM,22,16,1983,2,816,800,Duplex,05/20/2014 12:00:00 AM,"12200 DUNDEE DR A
Austin, Tx 78759
(30.43171068200047, -97.76720836199968)",10,51,5,,540,58,3647
310881,Chad Roesch,A-1 ENERGY AUDITS,,,,,,,,,,,,,,,,,,,Elec,Tank,Standard,N,14,Elec,02/16/2011 12:00:00 AM,0,38,1955,2,560,560,Duplex,05/20/2014 12:00:00 AM,"3406 WILLOW SPRINGS RD
Austin, Tx 78704
(30.227278038000463, -97.75673462799966)",3,9,3,37,217,75,2859
211656,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Mylar_Flex,,6,,Adequate,,34,,Closet,,Up Flow,,9,,9.5,,574,,Gas,Tank,Water_Saving,N,71,Gas,05/28/2009 12:00:00 AM,20,18,1954,3,2010,2010,Single Family,05/20/2014 12:00:00 AM,"509 E 38TH ST
Austin, Tx 78705
(30.298335506000456, -97.72917223399969)",9,43,10,50,217,50,2860
323465,Joseph E. Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,,6,,Inadequate,,17,,Closet,,Up Flow,,18,,,,348,,Elec,Tank,Water_Saving,Y,30,Elec,07/08/2009 12:00:00 AM,15,23,1979,2,872,872,Single Family,05/20/2014 12:00:00 AM,"6200 BOXCAR RUN
Austin, Tx 78745
(30.20813798000046, -97.79665515199969)",2,5,4,65,373,23,3259
360558,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,Mylar_Flex,5,5,Adequate,Adequate,19.4,15,Attic,Attic,Horizontal,Horizontal,19,19,11,11,514.3,460.7,Gas,Tank,Standard,Y,135,Gas,08/12/2013 12:00:00 AM,34,4,1995,4,3192,1500,Single Family,05/20/2014 12:00:00 AM,"6008 CHICTORA CV
Austin, Tx 78759
(30.40198792400048, -97.76831578499969)",10,51,5,,540,58,3647
503966,Scott Freeze,PRECISION INSPECTION,Duct_Board,,6,,Adequate,,11.5,,Attic,,Horizontal,,18,,8,,495,,Elec,Tank,Water_Saving,Y,150,Elec,10/15/2010 12:00:00 AM,22,,1997,3,1982,950,Single Family,05/20/2014 12:00:00 AM,"11956 DORSETT RD
Austin, Tx 78727
(30.413875843000483, -97.7265535039997)",7,24,7,,540,58,3243
553230,Brady Zaitoon,GREEN ZONE HOME,Grey_Flex,,0,,Adequate,,35,,Closet,,Up Flow,,,,8,,532,,Elec,Tank,Standard,Y,80,Elec,10/27/2010 12:00:00 AM,15,23,1982,2,1064,532,Duplex,05/20/2014 12:00:00 AM,"1501 CONNAMON PATH
Austin, Tx 78704
(30.242780136000476, -97.76555783599969)",3,9,3,85,64,75,2859
142778,Bill Deatrick,"360 HOME INSPECTION, LLC",Duct_Board,,4,,Inadequate,,45,,Attic,,Horizontal,,19,,8,,474,,Elec,Tankless,Water_Saving,Y,162,Elec,06/04/2012 12:00:00 AM,25,8,1972,4,2372,1373,Single Family,05/20/2014 12:00:00 AM,"7505 LONG POINT DR
Austin, Tx 78731
(30.368318713000463, -97.76851121199968)",10,17,5,,217,66,3247
344165,Roland Huettel,"ECO.INSPECTIONS, INC",Mylar_Flex,,6,,Adequate,,20.1,,Closet,,Up Flow,,5,,,,626,,Gas,Tank,Water_Saving,Y,0,Gas,11/21/2011 12:00:00 AM,30,8,1952,3,1878,1200,Single Family,05/20/2014 12:00:00 AM,"9207 CHISHOLM LN
Austin, Tx 78748
(30.176044035000473, -97.8104795809997)",5,37,1,,417,22,3637
118263,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,Mylar_Flex,6,6,Inadequate,Inadequate,25,24,Closet,Closet,Up Flow,Up Flow,13,13,8,8,,,Elec,Tank,Water_Saving,N,0,Elec,03/13/2012 12:00:00 AM,22,16,1957,4,2382,1624,Duplex,05/20/2014 12:00:00 AM,"3012 A OAKHURST AVE
Austin, Tx 78703
(30.28888064400047, -97.76409791399965)",10,26,5,6,126,69,2858
141374,David Malone,1ST CHOICE ENERGY,Duct_Board,,4,,Inadequate,,28,,Attic,,Up Flow,,12,,8,,510,,Gas,Tank,Water_Saving,Y,151,Gas,06/17/2011 12:00:00 AM,16,23,1980,2,1530,1050,Town Homes,05/20/2014 12:00:00 AM,"3700 ORRELL CT
Austin, Tx 78731
(30.365415726000435, -97.75219833899968)",10,51,5,,217,66,3647
484643,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Sheet_Metal,,4,,Adequate,,14,,Closet,,Up Flow,,18,,10.5,,395,,Gas,Tank,Water_Saving,Y,0,Gas,02/26/2013 12:00:00 AM,10,28,1972,3,1578,1120,Single Family,05/20/2014 12:00:00 AM,"5911 WEST GATE BLVD
Austin, Tx 78745
(30.217134755000473, -97.8101503149997)",5,5,1,83,373,23,3259
215147,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,6,,Adequate,,7,,Closet,,Up Flow,,18,,7,,618,,Elec,Tankless,Water_Saving,Y,86,Gas,06/20/2012 12:00:00 AM,38,,1948,3,2165,2165,Single Family,05/20/2014 12:00:00 AM,"4602 PARKWOOD RD
Austin, Tx 78722
(30.302172993000454, -97.71037920699968)",9,11,10,36,309,74,2865
283088,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,6,,Adequate,,13,,Attic,,Horizontal,,13,,7,,456,,Elec,Tankless,Standard,N,66,Elec,04/13/2012 12:00:00 AM,30,8,1945,2,912,912,Single Family,05/20/2014 12:00:00 AM,"1005 HARWOOD PL
Austin, Tx 78704
(30.248553588000448, -97.7387777939997)",9,9,10,49,217,75,2859
209143,Brady Zaitoon,ENERGY ACTION,Duct_Board,,6,,Adequate,,20,,Attic,,Horizontal,,24,,9.5,,392,,Gas,Tank,Standard,N,139,Gas,06/08/2012 12:00:00 AM,13,25,1939,2,792,792,Single Family,05/20/2014 12:00:00 AM,"3507 ROBINSON
Austin, Tx 78722
(30.29293341400046, -97.71944586099966)",9,11,10,63,309,74,2865
243251,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,7.1,,Attic,,Horizontal,,,,10,,480,,Gas,Tank,Standard,Y,94,Gas,05/27/2009 12:00:00 AM,29,9,1964,3,960,960,Single Family,05/20/2014 12:00:00 AM,"302 HOME PLACE
Austin, Tx 78753
(30.355235726000444, -97.69540826999969)",4,47,9,54,63,78,3642
263377,Gene Bautista,GREEN COLLAR OPERATIONS,Sheet_Metal,,6,,Adequate,,,,Closet,,Up Flow,,,,,,426,,Elec,Tankless,Standard,Y,0,Gas,03/22/2010 12:00:00 AM,38,0,1975,4,1704,1704,Single Family,05/20/2014 12:00:00 AM,"4823 GERONA DR
Austin, Tx 78759
(30.408505730000456, -97.74128755799967)",6,51,6,,540,58,3647
233596,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,6,,Adequate,,9,,Closet,,Up Flow,,20,,10.5,,413,,Elec,Tank,Water_Saving,Y,96,Gas,07/24/2013 12:00:00 AM,20,18,1948,2,832,,Single Family,05/20/2014 12:00:00 AM,"1905 ALEGRIA RD
Austin, Tx 78757
(30.336525608000443, -97.73580255799965)",7,3,7,25,217,16,3645
290357,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,,,Adequate,,11.8,,,,Up Flow,,,,,,424,,Elec,Tank,Water_Saving,Y,0,Elec,02/11/2014 12:00:00 AM,13,25,1985,2,1060,,Condo,05/20/2014 12:00:00 AM,"2450 WICKERSHAM LN 1010
Austin, Tx 78741
(30.223987749000457, -97.72626095399966)",3,8,3,76,248,55,3256
126753,Hd Perkins,TEXAS ENERGY SYSTEMS,Mylar_Flex,,6,,Adequate,,,,Attic,,Horizontal,,7,,11,,610,,Elec,Tank,Standard,N,216,Elec,02/06/2012 12:00:00 AM,38,0,1985,3,2135,2135,Condo,05/20/2014 12:00:00 AM,"4231 WESTLAKE DR G1
Austin, Tx 78746
(30.333873715000436, -97.80185352599966)",10,10,5,,217,29,3260
218958,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Mylar_Flex,,6,,Adequate,,13,,Closet,,Up Flow,,,,8,,531,,Gas,Tank,Water_Saving,Y,145,Gas,06/30/2009 12:00:00 AM,38,0,1965,3,1592,1079,Single Family,05/20/2014 12:00:00 AM,"5709 WIGHT CV
Austin, Tx 78723
(30.307755116000465, -97.6864434739997)",1,19,8,84,309,33,3239
327880,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,4,,Adequate,,15.8,,Closet,,Up Flow,,,,9.5,,363,,Gas,Tank,Water_Saving,N,111,Elec,03/01/2013 12:00:00 AM,9,29,1972,2,726,725,Duplex,05/20/2014 12:00:00 AM,"304 CRAIGMONT DR B
Austin, Tx 78745
(30.199097382000446, -97.77950134799966)",2,5,4,1,373,23,3259
343503,Matt Courtright,GREEN ZONE HOME,Mylar_Flex,,6,,Adequate,,18,,Closet,,Up Flow,,13,,10.5,,366,,Gas,Tank,Standard,Y,129,Gas,02/24/2014 12:00:00 AM,18,18,1982,4,1099,825,Single Family,05/20/2014 12:00:00 AM,"8505 RUDDINGTON DR
Austin, Tx 78748
(30.179729917000486, -97.8009213959997)",2,37,4,,373,22,3637
161072,Roland Huettel,"ECO.INSPECTIONS, INC",Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,4.58,6.25,Attic,Attic,Horizontal,Horizontal,21,21,,,520,520,Elec,Tank,Standard,Y,0,Elec,01/22/2010 12:00:00 AM,,0,1992,4,3118,1559,Single Family,05/20/2014 12:00:00 AM,"10202 KABAR TRL
Austin, Tx 78723
(30.41758659800047, -97.78740609799968)",10,51,5,,540,58,3647
382545,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,6,,Inadequate,,21,,Attic,,Horizontal,,,,12,,607,,Gas,Tank,Water_Saving,Y,174,Gas,09/23/2011 12:00:00 AM,22,16,2000,3,3039,3000,Single Family,05/20/2014 12:00:00 AM,"4609 GRAND CYPRESS DR
Austin, Tx 78747
(30.145984904000443, -97.77935803499969)",5,36,1,,218,4,3261
512398,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,,18,Attic,Attic,Horizontal,Horizontal,11,11,,,400,400,Gas,Tank,Standard,Y,0,Gas,07/11/2011 12:00:00 AM,22,16,2000,4,2862,1400,Single Family,05/20/2014 12:00:00 AM,"4501 STEED DR
Austin, Tx 78749
(30.193389712000453, -97.86159988199967)",8,38,2,,531,53,3638
R078255,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,5,,Closet,,Up Flow,,20,,11,,674,,Elec,Tank,Water_Saving,Y,0,Gas,12/15/2009 12:00:00 AM,28,0,1977,3,1348,1348,Single Family,05/20/2014 12:00:00 AM,"12115 MISSELTHRUSH CT
Austin, Tx 78750
(30.451577968000436, -97.79991938499967)",6,39,6,,540,28,3639
553026,Chad Garrett,AUSTIN INSPECTORS EXCHANGE,Mylar_Flex,,8,,Adequate,,10,,Attic,,Horizontal,,10,,12.5,,472,,Gas,Tank,Standard,Y,233,Gas,06/23/2010 12:00:00 AM,38,0,2000,3,1654,1654,Single Family,05/20/2014 12:00:00 AM,"2713 KINNEY OAKS COURT
Austin, Tx 78704
(30.24291698300044, -97.77551580999966)",5,9,1,22,441,75,2859
