"bill_no","title","enacted_bill","sponsors","co_sponsors","introduction_date","expiration_date_of_pending_bills","public_hearing_date","action_date","effective_date","effective_date_2","sunset_date","mc_code_chapter","mc_code_section","lmc_chapter_no","status","yeas","nays","abstain","absent","final_vote","executive_action","lead_analyst","veto_override_date","veto_override_vote","disapprove_date","voted_to_disapprove_vote","withdrawn_date"
"2-20","Bicycles - Registration - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2642_1_10569_Bill_2-20_Signed_20200403.pdf","Hucker, Jawando, Glass, Riemer","Katz, Navarro, Friedson, Albornoz, Rice","2020-01-21T00:00:00.000",,"2020-02-11T00:00:00.000","2020-03-31T00:00:00.000","2020-07-03T00:00:00.000",,,,,"Ch. 10. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/3/20",,,,,,
"56-10E","Bond Authorization","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?765_1_3270_Bill_56-10E_Signed_20101210.pdf","Council President at the Request of the County Executive",,"2010-11-23T00:00:00.000","2012-05-23T00:00:00.000","2010-11-30T00:00:00.000","2010-11-30T00:00:00.000","2010-12-10T00:00:00.000",,,"LMC 2010",,"Ch. 54, LMC 2010","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/10/10","Michael Faden",,,,,
"21-19E","Property Tax Credit - Elderly Individuals and Retired Military  Services Member - Surviving Spouse","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2617_1_9_Bill_21-19E_Signed_20190701.pdf","Rice, Katz","Navarro, Albornoz, Glass, Friedson","2019-06-25T00:00:00.000",,"2019-07-16T00:00:00.000","2019-07-30T00:00:00.000","2019-07-01T00:00:00.000",,,"Amending 52","Amending 52-110","Ch. 16. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/6/19","Amanda Mihill",,,,,
"59-14","Human Rights and Civil Liberties - County Minimum Wage - Effective Dates","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?945_1_1782_Bill_59-14_Signed_20150612.pdf","Rice",,"2014-11-25T00:00:00.000",,"2015-01-20T00:00:00.000","2015-03-03T00:00:00.000","2015-06-12T00:00:00.000",,,"34","2","Ch. 6, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/13/2015","Josh Hamlin",,,,,
"31-10","Board of Investment Trustees - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?740_1_3465_Bill_31-10_Signed_20100929.pdf","Council President at the Request of the County Executive",,"2010-05-04T00:00:00.000","2011-11-04T00:00:00.000","2010-06-15T00:00:00.000","2010-06-22T00:00:00.000","2010-09-29T00:00:00.000",,,"33","33-59","Ch. 31, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 06/30/2010","Robert Drummer",,,,,
"43-20","Non-merit Employees - Merit System Employees - Severance Pay - Limited","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2681_1_13159_Bill_43-20_Signed_20201221.pdf","Friedson","Rice, Katz, Glass, Navarro, Hucker","2020-09-29T00:00:00.000",,"2020-10-20T00:00:00.000","2020-12-08T00:00:00.000","2021-03-22T00:00:00.000",,,,,"Ch. 41. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/21/2020",,,,,,
"17-12E","Fire and Rescue Service - Emergency Medical Services Transportation  - Insurance Reimbursement","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?827_1_2796_Bill_17-12E_Signed_20130101.pdf","Council President at the Request of the County Executive",,"2012-04-24T00:00:00.000","2013-10-24T00:00:00.000","2012-05-08T00:00:00.000","2012-05-15T00:00:00.000","2013-01-01T00:00:00.000",,,"21","21-23A","Ch. 14, LMC 2012","Enacted","Elrich, Ervin, Floreen,  Navarro, Rice, Riemer","Leventhal, Andrews, Berliner",,,"6 Yeas - 3 Nays","Approved 05/28/2012","Michael Faden",,,,,
"14-11","Special Capital Improvements Project - Chapman Avenue Extended","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?711_1_3701_Bill_14-11_Signed_20110922.pdf","Council President at the Request of the County Executive",,"2011-05-17T00:00:00.000","2012-11-17T00:00:00.000","2011-06-14T00:00:00.000","2011-06-14T00:00:00.000","2011-09-22T00:00:00.000",,,"Adding to the 2011 Laws of Montgomery County",,"Ch. 10, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 06/23/2011","Glenn Orlin",,,,,
"11-13","Commercial Property Assessed Clean Energy Program - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?862_1_2497_Bill_11-13_Signed_20140303.pdf","Berliner",,"2013-04-23T00:00:00.000",,"2013-06-11T00:00:00.000","2013-11-19T00:00:00.000","2014-03-03T00:00:00.000",,,"10A, Article 5","10A-33, 18A-34, 18A-35, 18A-36, 18A-37, and 18A-38","Ch. 33, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/02/2013","Michael Faden",,,,,
"7-12E","Employees� Retirement System - Automatic Distributions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?818_1_2863_Bill_7-12E_Signed_20120510.pdf","Council President at the Request of the County Executive",,"2012-03-06T00:00:00.000","2013-09-06T00:00:00.000","2012-03-27T00:00:00.000","2012-05-01T00:00:00.000","2012-05-10T00:00:00.000",,,"33","33-39, 33-44 and 33-45","Ch. 10, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 05/10/2012","Robert Drummer",,,,,
"31-16","Taxation - Urban Agricultural Tax Credit - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1034_1_1051_Bill_31-16_Signed_20170317.pdf","Hucker","Elrich","2016-08-02T00:00:00.000",,"2016-09-20T00:00:00.000","2017-03-07T00:00:00.000","2017-06-14T00:00:00.000",,,"52","52-11D","Ch. 5, LMC 2017","Enacted","Berliner, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,"Elrich","8 Yeas - 0 Nays","Approved 3/15/2017","Robert Drummer",,,,,
"35-15","Environmental Sustainability - Benchmarking - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?985_1_1432_Bill_35-15_Signed_20160223.pdf","Council President at the Request of the County Executive",,"2015-09-15T00:00:00.000",,"2015-10-06T00:00:00.000","2015-11-17T00:00:00.000","2016-02-23T00:00:00.000",,,"Amending 18A; Adding18A","18A-38, 18A-39, 18A-40, and 18A-42; 18A-38A","Ch. 51, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/24/2015","Amanda Mihill",,,,,
"1-21E","Growth and Infrastructure Policy � Renamed � Expedited Development Approval Excise Tax - Repealed","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2692_1_14256_Bill_1-21E_Signed_20210226.pdf","County Council",,"2021-01-12T00:00:00.000",,"2021-02-02T00:00:00.000","2021-02-23T00:00:00.000","2021-02-26T00:00:00.000",,,,,"Ch. 3. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/26/2021",,,,,,
"50-15","Common Ownership Communities - Commission on Common Ownership Communities - Composition - Dispute Resolution","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?998_1_1327_Bill_50-15_Signed_20160713.pdf","Council President at the Request of the County Executive",,"2015-12-08T00:00:00.000",,"2016-01-21T00:00:00.000","2016-04-05T00:00:00.000","2016-07-13T00:00:00.000",,,"10B","10B-2, 10B-3, 10B-4, 10B-5, 10B-7A, 10B-9A, 10B-11, 10B-12, 10B-13, 10B-14, and 10B-19","Ch. 10, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/13/2016","Josh Hamlin",,,,,
"30-10E","Personnel - Equal Benefits - Fire and Rescue Employees","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?739_1_3472_Bill_30-10E_Signed_20100701.pdf","Council President at the Request of the County Executive",,"2010-05-04T00:00:00.000","2011-11-04T00:00:00.000","2010-06-15T00:00:00.000","2010-06-22T00:00:00.000","2010-07-01T00:00:00.000",,,"33","33-22","Ch. 30, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved  06/30/2010","Robert Drummer",,,,,
"21-17","Animal Control - Municipal Dog Exercise Area","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1447_1_676_Bill_21-17_Signed_20170803.pdf","Katz","Berliner, Rice, Elrich","2017-06-20T00:00:00.000",,"2017-07-11T00:00:00.000","2017-07-25T00:00:00.000","2017-10-31T00:00:00.000",,,"Amending 5","5-101","Ch. 22, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/1/17","Amanda Mihill",,,,,
"5-16","Tanning Facilities - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1006_1_1249_Bill_5-16_Signed_20160720.pdf","Hucker","Floreen, Leventhal, Katz, Navarro, Rice, Berliner, Riemer, Elrich","2016-03-01T00:00:00.000",,"2016-03-22T00:00:00.000","2016-04-12T00:00:00.000","2016-07-20T00:00:00.000",,,"51A","51A-1, 51A-2, 51A-3, 51A-4, 51A-5, 51A-6, 51A-7, 51A-8, 51A-9, 51A-10, 51A-1, 51A-12, 51A-13, 51A-14, and 51A-15","Ch. 13, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/20/2016","Amanda Mihill",,,,,
"8-18E","Streets and Roads - Storm Drainage Right-of-Way - Abandonments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2560_1_323_Bill_8-18E_Signed_20180424.pdf","Council President at the request of the County Executive",,"2018-03-13T00:00:00.000",,"2018-04-03T00:00:00.000","2018-04-17T00:00:00.000","2018-04-24T00:00:00.000",,,"Amending Ch. 49","Sections 49-62","Ch. 10. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/24/18","Amanda Mihill",,,,,
"46-16E","Streets and Roads - Snow Removal - Violations","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1056_1_903_Bill_46-16E_Signed_20161219.pdf","Riemer","Berliner","2016-11-15T00:00:00.000",,"2016-11-29T00:00:00.000","2016-12-13T00:00:00.000","2016-12-19T00:00:00.000",,,"Amending 49","Article I; Section 49-17","Ch. 40, LMC 2016","Enacted","Berliner, Elrich, Hucker, Katz, Leventhal, Navarro, Rice, Riemer","Floreen",,,"8 Yeas - 1 Nays","Approved 12/19/2016","Josh Hamlin",,,,,
"2-14","Environmental Sustainability - Buildings - Benchmarking","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?887_1_2301_Bill_2-14_Signed_20140731.pdf","Berliner, Floreen, Riemer, Andrews, Navarro",,"2014-01-28T00:00:00.000",,"2014-02-11T00:00:00.000","2014-04-22T00:00:00.000","2014-07-31T00:00:00.000",,,"18A, Article 5; Article 6; Article 7","18A-34, 18A-35, 18A-36, 18A-36; Art 6: 18A-38, 18A-37, 18A-37, 18A-38, 18A-39, 18A-40, 18A-41, 18A-42, AND 18A-43; Art 7: 18A-44, 18A-45, 18A-46, 18A-47, 18A-48, 18A-49, AND 18A-50","Ch. 6, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/01/2014","Amanda Mihill",,,,,
"27-18E","Taxation - Development Impact Tax for Transportation Improvements- Refunds- Credits- Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2580_1_204_Bill_27-18E_Signed_20181011.pdf","Council President at the request of the County Executive",,"2018-07-17T00:00:00.000",,"2018-09-11T00:00:00.000","2018-10-02T00:00:00.000","2018-10-11T00:00:00.000",,,"Amending Ch 52","Section 52-46, 52-47","Ch. 24. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/11/18","Robert Drummer",,,,,
"31-15","Sale of Real Property Radon Test-Single-family home","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?981_1_1465_Bill_31-15_Signed_20151124.pdf","Rice, Katz,","Elrich, Hucker","2015-06-16T00:00:00.000",,"2015-07-14T00:00:00.000","2015-11-17T00:00:00.000","2015-11-24T00:00:00.000",,,"40","40-13C","Ch. 50, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/24/2015","Robert Drummer",,,,,
"59-10E","Transportation Impact Tax - Amendments - White Flint Impact Tax District","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?768_1_3253_Bill_59-10E_Signed_20101201.pdf","Council President at the Request of the County Executive",,"2010-12-14T00:00:00.000","2012-06-14T00:00:00.000","2011-01-18T00:00:00.000","2011-02-15T00:00:00.000","2010-12-01T00:00:00.000",,,"52, Taxation","52-49 and 52-57","Ch. 1, LMC 2011","Enacted","Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer","Andrews",,,"8 Yeas - 1 Nays","Approved 02/24/2011","Michael Faden",,,,,
"39-16","Housing and Building Maintenance Standards - Registration of Vacant Property","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1043_1_961_Bill_39-16_Signed_20170515.pdf","Hucker","Leventhal, Navarro, Berliner, Elrich, Riemer, Rice, Floreen","2016-09-20T00:00:00.000",,"2016-11-01T00:00:00.000","2017-05-02T00:00:00.000","2017-08-11T00:00:00.000",,,"Adding 26","Article I; Article II; Sections 26-19, 26-20, 26-21, 26-22, 26-23, and 26-24","Ch. 11, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/12/2017","Amanda Mihill",,,,,
"24-14E","Property Tax Credit - Accessibility Features - Eligible Features","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?909_1_2116_Bill_24-14E_Signed_20140701.pdf","Leventhal, Navarro, Riemer, Branson",,"2014-05-06T00:00:00.000",,"2014-06-10T00:00:00.000","2014-06-17T00:00:00.000","2014-07-01T00:00:00.000",,,"52","52-18T","Ch. 18, LMC 2014","Enacted","Andrews, Berliner, Branson, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Elrich","8 Yeas - 0 Nays","Approved 6/25/2014","Amanda Mihill",,,,,
"30-17E","Weapons - Discharge of Bows - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1456_1_590_Bill_30-17E_Signed_20171004.pdf","Berliner, Leventhal, Katz, Rice, Elrich, Riemer, Navarro, Hucker, Floreen",,"2017-09-12T00:00:00.000",,"2017-09-19T00:00:00.000","2017-09-26T00:00:00.000","2017-10-04T00:00:00.000",,,"Amending 57","Section 57-6","Ch. 26, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/4/17","Robert Drummer",,,,,
"24-19","Landlord-Tenant Relations - Obligations of Landlord - Air Conditioning","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2620_1_10500_Bill_24-19_Signed_20200302.pdf","Hucker","Jawando, Albornoz, Navarro, Riemer","2019-07-16T00:00:00.000",,"2019-09-10T00:00:00.000","2020-02-25T00:00:00.000","2020-06-01T00:00:00.000",,,"Amending 29","Amending 29-30","Ch. 4. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/2/20","Christine Wellons",,,,,
"42-10","Personnel - Retirement - Furlough - Imputed Compensation - Represented Employees","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?751_1_3379_Bill_42-10_Signed_20100701.pdf","Council President at the Request of the County Executive",,"2010-07-20T00:00:00.000","2011-01-20T00:00:00.000","2010-09-21T00:00:00.000","2010-10-12T00:00:00.000","2010-07-01T00:00:00.000",,,"33","33-35, 33-113 and 33-128","Ch. 45, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 10/25/2010","Robert Drummer",,,,,
"34-18","Human Rights and Civil Liberties - County Minimum Wage -  Definitions - Employer","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2590_1_158_Bill_34-18_Signed_20181127.pdf","Riemer","Hucker, Leventhal","2018-10-02T00:00:00.000",,"2018-10-23T00:00:00.000","2018-11-13T00:00:00.000","2019-07-01T00:00:00.000",,,"Amending 27; Article XI","27-67","Ch. 32. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/20/18","Josh Hamlin",,,,,
"42-21","Child Care � Early Care and Education Coordinating Entity - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2734_1_20063_Bill_42-21_Signed_20220225.pdf","Albornoz, Navarro, Rice","Riemer, Hucker, Katz, Glass, Jawando, Friedson","2021-11-09T00:00:00.000",,"2021-11-30T00:00:00.000","2022-02-15T00:00:00.000","2022-07-01T00:00:00.000",,,,,"Ch. 5, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/25/2022",,,,,,
"9-15","Health and Sanitation - Bodywork Establishment - License","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?957_1_1662_Bill_9-15_Signed_20150722.pdf","Council President at the Request of the County Executive, Hucker, Katz, Rice, Navarro",,"2015-03-03T00:00:00.000",,"2015-03-17T00:00:00.000","2015-04-14T00:00:00.000","2015-07-22T00:00:00.000",,,"24","24-11B","Ch. 22, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/22/2015","Robert Drummer",,,,,
"24-11E","Expedited Bill 24-11, Taxes - Excise Tax - Carbon Dioxide Emissions - Repeal","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?794_1_3070_Bill_24-11E_Signed_20110719.pdf","Berliner",,"2011-06-28T00:00:00.000","2012-12-28T00:00:00.000","2011-07-19T00:00:00.000","2011-07-19T00:00:00.000","2011-07-19T00:00:00.000",,,"Repeals 52, Article XIII;  Adding","52-95 through 52-100 and 2010 LMC, Chapter 20; Adding 2011 LMC","Ch. 15, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 07/19/2011","Michael Faden",,,,,
"8-15","Taxation - Development Impact Tax - Exemptions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?956_1_1672_Bill_8-15_Signed_20151022.pdf","Floreen","Riemer, Rice, Katz, Navarro","2015-02-03T00:00:00.000",,"2015-05-05T00:00:00.000","2015-07-14T00:00:00.000","2015-10-22T00:00:00.000",,,"52","52-49 and 52-89","Ch. 37, LMC 2015","Enacted","Floreen, Katz, Navarro, Rice, Riemer","Elrich, Hucker, Berliner, Leventhal",,,"5 Yeas - 4 Nays","Approved 7/23/2015","Robert Drummer",,,,,
"49-20","Human Rights and Civil Liberties - Discrimination in Rental Housing - Fair Criminal History and Credit Screenings (�Housing Justice Act�)","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2687_1_14384_Bill_49-20_Signed_20210430.pdf","Glass, Katz","Jawando, Rice, Navarro, Riemer","2020-12-08T00:00:00.000",,"2021-01-12T00:00:00.000","2021-04-20T00:00:00.000","2021-07-20T00:00:00.000",,,,,"Ch. 9. 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/30/2021",,,,,,
"31-17E","Elections - Public Campaign Financing - Contributions - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1457_1_579_Bill_31-17E_Signed_20171116.pdf","Navarro, Katz, Riemer",,"2017-10-03T00:00:00.000",,"2017-10-17T00:00:00.000","2017-11-07T00:00:00.000","2017-11-16T00:00:00.000",,,"Amending 16","Section 16-20","Ch. 33. LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/16/17","Robert Drummer",,,,,
"45-20","Police - Community Policing - Data","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2683_1_20084_Bill_45-20_Signed_20211115.pdf","Jawando, Katz, Hucker, Albornoz","Riemer, Rice, Friedson, Navarro, Glass","2020-11-17T00:00:00.000",,"2020-12-08T00:00:00.000","2021-11-02T00:00:00.000","2021-11-15T00:00:00.000",,,,,"Ch. 31, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/15/2021",,,,,,
"41-21E","Elections � Council Districts � Boundaries","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2732_1_18947_Bill_41-21E_Signed_20211216.pdf","Council President at the Request of Redistricting Commission",,"2021-11-09T00:00:00.000",,"2021-11-16T00:00:00.000","2021-12-07T00:00:00.000","2021-12-16T00:00:00.000",,,,,"Ch. 34, 2021","Enacted","Albornoz, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer","Friedson",,,"8 Yeas - 1 Nays","Approved 12/16/2021",,,,,,
"2-15","Stormwater Management - Water Quality Protection Charge - Credit and Financial Hardship Exemption Deadlines","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?950_1_1726_Bill_2-15_Signed_20150708.pdf","Council President at the Request of the County Executive",,"2015-01-20T00:00:00.000",,"2015-02-10T00:00:00.000","2015-03-31T00:00:00.000","2015-07-08T00:00:00.000",,,"19","19-35","Ch. 14, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/8/2015","Amanda Mihill",,,,,
