"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"EJ7876004T","220036108","Gaithersburg Police Depar","Property Damage Crash","2022-08-21T16:45:00.000","No","Municipality","0.043","South","North","1",,"1","North","10","FEET","LEVEL","No","OLDE TOWNE AVE","Unknown","ENT TO PARKING",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","STOP SIGN","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION RELATED","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.0826","-77.114","
,  
(39.0826, -77.114)"
"MCP2556004D","220034908","Montgomery County Police","Property Damage Crash","2022-08-21T16:25:00.000","No","Maryland (State)","13.37","North","North","1",,"4","North","0","FEET","LEVEL","No","S FREDERICK RD","County","CENTRAL AVE",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.1302192","-77.1870553","
,  
(39.1302192, -77.1870553)"
"MCP33280011","220036092","Montgomery County Police","Property Damage Crash","2022-08-21T15:28:00.000","No","Maryland (State)","3.37","North","South","2",,"3","North","100","FEET","LEVEL","No","GEORGIA AVE","County","PRICE AVE",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","NO CONTROLS","N/A, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.040257","-77.051478","
,  
(39.040257, -77.051478)"
"MCP219800C2","220036095","Montgomery County Police","Property Damage Crash","2022-08-21T15:20:00.000","No","Maryland (State)","10.41","East","South","2",,"2","East","0","FEET","LEVEL","No","CLOPPER RD","Municipality","ORCHARD HILLS DR",,"GAITHERSBURG",,"DRIVER","SAME DIR REAR END","CLOUDY","WET","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.294505","-77.26158","
,  
(39.294505, -77.26158)"
"MCP3272001J","220036083","Montgomery County Police","Property Damage Crash","2022-08-21T14:15:00.000","Yes","Maryland (State)","2.96","North","North","3",,"3","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","OAKVIEW DR",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.014301","-76.977768","
,  
(39.014301, -76.977768)"
"MCP3272001H","220036075","Montgomery County Police","Property Damage Crash","2022-08-21T14:00:00.000","Yes","Maryland (State)","2.96","North","North","2",,"3","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","OAKVIEW DR",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0143","-76.97777","
,  
(39.0143, -76.97777)"
"EJ78090039","220036088","Gaithersburg Police Depar","Property Damage Crash","2022-08-21T13:45:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"9841 WASHINGTONIAN BLVD. GAITHERSBURG, MARYLAND 

(PARKING GARAGE)",,,"DRIVER","OTHER","N/A",,"DAYLIGHT","NO CONTROLS","UNKNOWN",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.118762","-77.200444","
,  
(39.118762, -77.200444)"
"MCP1550003L","220036078","Montgomery County Police","Property Damage Crash","2022-08-21T13:30:00.000","Yes","Maryland (State)","6.281","West","West","2",,"3","West","0","FEET","LEVEL","No","EAST WEST HWY (W/B COUPLET)","Maryland (State)","WISCONSIN AVE",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","OTHER","THRU ROADWAY","CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.01809951","-76.94478345","
,  
(39.01809951, -76.94478345)"
"EJ78580076","220036076","Gaithersburg Police Depar","Property Damage Crash","2022-08-21T13:28:00.000","No","Municipality","0","North","West","1",,"3","North","0","FEET","LEVEL","No","WATKINS MILL RD","Maryland (State)","FREDERICK RD",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","UNKNOWN","UNKNOWN","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.13993037","-77.2291009","
,  
(39.13993037, -77.2291009)"
"MCP1094001D","220036035","Montgomery County Police","Property Damage Crash","2022-08-20T23:39:00.000","Yes","County","0.22","North","East","1",,"1","North","0","UNKNOWN","LEVEL","No","EMORY GROVE RD","County","HAZELCREST DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","N/A","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","PARKED VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.16838584","-77.21073272","
,  
(39.16838584, -77.21073272)"
"MCP2464002K","220036029","Montgomery County Police","Injury Crash","2022-08-20T22:12:00.000","No","Maryland (State)","1.98","North","South","1",,"2","North","0","FEET","GRADE DOWNHILL","No","PINEY BRANCH RD","County","BARRON ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","38.99174299","-76.99184059","
,  
(38.99174299, -76.99184059)"
"MCP32490040","220036025","Montgomery County Police","Injury Crash","2022-08-20T21:05:00.000","No","US (State)","9.51","North","South","2",,"3","South","0.25","MILE","GRADE DOWNHILL","No","COLUMBIA PIKE","County","GREENCASTLE RD",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","N/A","TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0986308","-76.9362933","
,  
(39.0986308, -76.9362933)"
"MCP2674003B","220036021","Montgomery County Police","Property Damage Crash","2022-08-20T20:35:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 20900 FREDERICK RD",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.20022","-77.24654","
,  
(39.20022, -77.24654)"
"EJ7852005Y","220036020","Gaithersburg Police Depar","Injury Crash","2022-08-20T20:23:00.000","Yes","Maryland (State)","16.03","North","North","0","LEFT TURN LANE","3","North","0","FEET","LEVEL","No","FREDERICK RD","Unknown","WATKINS MILL RD",,"N/A",,"DRIVER","SAME DIR REAR END","N/A","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.159159","-77.219058","
,  
(39.159159, -77.219058)"
"MCP33250012","220036007","Montgomery County Police","Injury Crash","2022-08-20T19:02:00.000","No","County","0.04","North","South","1",,"1","South","10","FEET","LEVEL","No","LOCKWOOD DR","County","LOCKWOOD DR",,"N/A",,"DRIVER","ANGLE MEETS LEFT HEAD ON","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","PARKED VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.041343","-76.98546","
,  
(39.041343, -76.98546)"
"MCP2936005J","220035999","Montgomery County Police","Injury Crash","2022-08-20T17:25:00.000","No","County","1.65","East","West","3",,"6","East","0","FEET","LEVEL","No","MONTROSE RD","Municipality","TOWER OAKS BLVD",,"ROCKVILLE",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.01614889","-77.16229993","
,  
(39.01614889, -77.16229993)"
"MCP2890001C","220035998","Montgomery County Police","Property Damage Crash","2022-08-20T16:40:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 18331 LEAMAN FARM RD",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.15880881","-77.27956864","
,  
(39.15880881, -77.27956864)"
"MCP29870077","220035994","Montgomery County Police","Injury Crash","2022-08-20T16:30:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 14000 CASTLE BLVD",,"BICYCLIST","DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","UNKNOWN","NONE DETECTED","BICYCLE","N/A","N/A",,,,,,,"39.085457","-76.9404153","
,  
(39.085457, -76.9404153)"
"MCP2620002B","220035992","Montgomery County Police","Property Damage Crash","2022-08-20T16:23:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"OFF ROADWAY IN THE 23201BLK HOWARD CHAPEL RD",,,"DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","GUARDRAIL OR BARRIER",,,,,,,"39.24958","-77.066168","
,  
(39.24958, -77.066168)"
"MCP3226002Z","220035983","Montgomery County Police","Property Damage Crash","2022-08-20T15:13:00.000","No","Maryland (State)","11.16","North","South","0","RIGHT TURN LANE","2","North","50","FEET","GRADE DOWNHILL","No","GEORGIA AVE","County","HINES RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.14284","-77.06761","
,  
(39.14284, -77.06761)"
"DD56420039","220035980","Rockville Police Departme","Property Damage Crash","2022-08-20T14:39:00.000","No","Municipality","0","West","East","1",,"2","West","0","FEET","LEVEL","No","FLEET ST","Municipality","WOOTTON PKWY",,"ROCKVILLE",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","OTHER","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.075652","-77.140261","
,  
(39.075652, -77.140261)"
"MCP2948005G","220035971","Montgomery County Police","Property Damage Crash","2022-08-20T13:00:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF COSTCO (11160 VEIRS MILL ROAD, WHEATON MD 20902)",,,"UNKNOWN","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.04881333","-77.051785","
,  
(39.04881333, -77.051785)"
"MCP1550003K","220035967","Montgomery County Police","Property Damage Crash","2022-08-20T12:43:00.000","No","Maryland (State)","4.4","North","South","0","LEFT TURN LANE","3","North","100","FEET","LEVEL","No","CONNECTICUT AVE","Maryland (State)","PLYERS MILL RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","THRU ROADWAY","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.03034","-77.07592","
,  
(39.03034, -77.07592)"
"EJ7870005R","220035960","Gaithersburg Police Depar","Injury Crash","2022-08-20T11:50:00.000","No","Maryland (State)","14.86","North","North","0","MEDIAN AREA","3","North","0.5","MILE","LEVEL","No","FREDERICK RD","Municipality","DALAMAR ST",,"GAITHERSBURG",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.146676","-77.204854","
,  
(39.146676, -77.204854)"
"MCP31640063","220035951","Montgomery County Police","Property Damage Crash","2022-08-20T10:10:00.000","No","County","0.06","East","West","1",,"1","West","50","FEET","LEVEL","No","FLORAL ST","County","CENTERHILL ST",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","N/A","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A",,"STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.05411435","-77.03647337","
,  
(39.05411435, -77.03647337)"
"MCP2475006G","220034855","Montgomery County Police","Property Damage Crash","2022-08-20T09:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"IN PARKING LOT OF 6410 ROCKLEDGE DR",,,"UNKNOWN","OTHER","N/A",,"DAYLIGHT","N/A",,,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.02421767","-77.13272925","
,  
(39.02421767, -77.13272925)"
"DD55270046","220035735","Rockville Police Departme","Injury Crash","2022-08-19T21:56:00.000","No","Maryland (State)","9.05","North","South","2",,"3","North","0","FEET","LEVEL","No","ROCKVILLE PIKE","Municipality","RICHARD MONTGOMERY DR",,"ROCKVILLE",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","SIGN SUPPORT POLE","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.11215142","-77.1438103","
,  
(39.11215142, -77.1438103)"
"MCP9399001T","220035911","Montgomery County Police","Property Damage Crash","2022-08-19T21:47:00.000","No","County","4.02","South","North","1",,"1","North","0.25","MILE","GRADE DOWNHILL","No","TRAVILAH RD","County","GLEN RD",,"N/A",,"DRIVER","SINGLE VEHICLE","RAINING","WET","DARK NO LIGHTS","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","CURVE LEFT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.076995","-77.34122667","
,  
(39.076995, -77.34122667)"
"MCP2432000N","220035910","Montgomery County Police","Injury Crash","2022-08-19T21:40:00.000","No","Maryland (State)","3.79","North","North","3",,"8","North","0","FEET","LEVEL","No","MONTGOMERY VILLAGE AVE","Municipality","RUSSELL AVE",,"GAITHERSBURG",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.154911","-77.209442","
,  
(39.154911, -77.209442)"
"MCP29730062","220025902","Montgomery County Police","Property Damage Crash","2022-08-19T20:30:00.000","Yes","County","0","West","East","3",,"3","West","50","FEET","LEVEL","No","BEL PRE RD","Maryland (State)","LAYHILL RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.08320407","-77.09110509","
,  
(39.08320407, -77.09110509)"
"EJ7852005X","220035875","Gaithersburg Police Depar","Property Damage Crash","2022-08-19T17:51:00.000","No","Interstate (State)","8.39","North","North","3",,"3","North","100","FEET","LEVEL","No","EISENHOWER MEMORIAL HWY","County","SHADY GROVE RD",,"N/A",,"DRIVER","SAME DIR REAR END","N/A","DRY","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A",,"STRAIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.11217","-77.18869","
,  
(39.11217, -77.18869)"
"MCP12480005","220035849","Montgomery County Police","Property Damage Crash","2022-08-19T15:20:00.000","No","Maryland (State)","1.04","North","North","1",,"2","North","300","FEET","HILL UPHILL","No","GOLDSBORO RD","Maryland (State)","RIVER RD",,"N/A",,"UNKNOWN","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.973964","-77.120703","
,  
(38.973964, -77.120703)"
"MCP2866007Y","220035842","Montgomery County Police","Property Damage Crash","2022-08-19T14:37:00.000","No","Maryland (State)","20.42","East","West","0","LEFT TURN LANE","5","East","0","FEET","LEVEL","No","W MONTGOMERY AVE","County","DARNESTOWN RD",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.09289155","-77.18261783","
,  
(39.09289155, -77.18261783)"
"MCP3280002H","220035839","Montgomery County Police","Injury Crash","2022-08-19T14:20:00.000","No","County","0.67","South","North","2",,"6","North","10","FEET","LEVEL","No","CHERRY HILL RD","Other Public Roadway","CALVERTON BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","TREE SHRUBBERY","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.056356","-76.954342","
,  
(39.056356, -76.954342)"
"EJ78330079","220035832","Gaithersburg Police Depar","Property Damage Crash","2022-08-19T14:03:00.000","No","Municipality","0.02","North","South","1",,"1","North","0","FEET","LEVEL","No","KNOLL MIST LA","Municipality","SOUTHERN KNIGHT LA",,"GAITHERSBURG",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.162621","-77.215239","
,  
(39.162621, -77.215239)"
"MCP3312001Q","220035837","Montgomery County Police","Property Damage Crash","2022-08-19T13:50:00.000","No","County","0.67","South","South","2",,"4","North","200","FEET","LEVEL","No","CHERRY HILL RD","Other Public Roadway","CALVERTON BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.09565","-76.93836","
,  
(39.09565, -76.93836)"
"MCP31640062","220035809","Montgomery County Police","Property Damage Crash","2022-08-19T12:15:00.000","No","Maryland (State)","4.28","North","South","0","LEFT TURN LANE","4","North","0","FEET","LEVEL","No","GEORGIA AVE","County","SHOREFIELD RD",,"N/A",,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.04463247","-77.02035866","
,  
(39.04463247, -77.02035866)"
"DD5649002D","22003581","Rockville Police Departme","Injury Crash","2022-08-19T12:11:00.000","No","Maryland (State)","22.72","East","East","3",,"3","East","0","FEET","LEVEL","No","VEIRS MILL RD","Maryland (State)","ROCKVILLE PIKE",,"N/A",,"DRIVER","OTHER","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","OTHER","INTERSECTION","CURVE RIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0815741","-77.14566372","
,  
(39.0815741, -77.14566372)"
"MCP3125003R","220035685","Montgomery County Police","Property Damage Crash","2022-08-19T12:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"260 NORTH WASHINGTON STREET, ROCKVILLE, MD 20850",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","N/A, UNKNOWN",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.04286833","-77.216745","
,  
(39.04286833, -77.216745)"
"DM84900022","220035807","Takoma Park Police Depart","Property Damage Crash","2022-08-19T11:22:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"6907 NEW HAMPSHIRE AVENUE ( SUNOCO GAS STATION  PARKING LOT )",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","N/A",,"PARKED VEHICLE","OTHER VEHICLE","N/A",,,,,,,"38.97646073","-76.99133001","
,  
(38.97646073, -76.99133001)"
"MCP12050082","220035795","Montgomery County Police","Injury Crash","2022-08-19T10:29:00.000","No","County","0.53","South","North","1",,"1","North","35","FEET","HILL UPHILL","No","BROOKVILLE RD","Unknown","ENT ARMY MED CTR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.0035365","-77.052122","
,  
(39.0035365, -77.052122)"
"MCP32000068","220035788","Montgomery County Police","Property Damage Crash","2022-08-19T10:09:00.000","No","County","3.346","East","East","0","LEFT TURN LANE","2","West","50","FEET","LEVEL","No","MONTROSE RD","Ramp","RAMP 6 FR MONTROSE RD TO MD 355 SB",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.05260451","-77.11623965","
,  
(39.05260451, -77.11623965)"
"MCP2351004N","220035787","Montgomery County Police","Property Damage Crash","2022-08-19T10:04:00.000","No","County","0.868","West","West","2",,"2","West","150","FEET","GRADE DOWNHILL","No","SOUTHLAWN LA","Municipality","SOUTHLAWN CT",,"ROCKVILLE",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER OBJECT","FIXED OBJECT","OTHER POLE","OTHER","OTHER","OTHER","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1007177","-77.1354926","
,  
(39.1007177, -77.1354926)"
"MCP2641002Q","220035452","Montgomery County Police","Injury Crash","2022-08-19T08:45:00.000","No","Maryland (State)","21.73","North","South","1",,"1","South","25","FEET","HILL UPHILL","No","FREDERICK RD","County","FOREMAN BLVD",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.2281338","-77.2661125","
,  
(39.2281338, -77.2661125)"
"MCP2592002C","220035766","Montgomery County Police","Injury Crash","2022-08-19T08:00:00.000","No","County","0.81","North","South","2",,"2","North","0","FEET","LEVEL","No","MONTGOMERY VILLAGE AVE","County","WHETSTONE DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.1725606","-77.2037558","
,  
(39.1725606, -77.2037558)"
