"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"41718","GAITHERSBURG","20877","2021-10-29T00:00:00.000","2021-11-12T00:00:00.000","OLTA-TSF","Maintenance - Mold/Mildew","Refer to Code Enforcement","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41716","MONTGOMERY VILLAGE","20886","2021-10-29T00:00:00.000","2021-11-10T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Goods delivered or replaced","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41710","GERMANTOWN","20874","2021-10-27T00:00:00.000","2022-01-24T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41707","ROCKVILLE","20852","2021-10-27T00:00:00.000","2021-10-30T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Refer to Code Enforcement","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41706","SILVER SPRING","20904","2021-10-27T00:00:00.000","2021-10-27T00:00:00.000","OLTA-TSF","Retaliatory Eviction","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41701","GERMANTOWN","20874","2021-10-26T00:00:00.000","2021-10-26T00:00:00.000","OLTA-TMF","Quit and Vacate","Case mistakenly opened","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41703","GERMANTOWN","20874","2021-10-26T00:00:00.000","2022-03-01T00:00:00.000","OLTA-TMF","Quit and Vacate","Complaint withdrawn","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41700","ROCKVILLE","20852","2021-10-26T00:00:00.000","2021-11-02T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41699","SILVER SPRING","20902","2021-10-26T00:00:00.000","2021-12-22T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41702","GERMANTOWN","20874","2021-10-26T00:00:00.000","2021-10-26T00:00:00.000","OLTA-TMF","Quit and Vacate","Case delete from record per supverisor","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41704","ROCKVILLE","20852","2021-10-26T00:00:00.000","2021-11-09T00:00:00.000","OLTA-TMF","Quit and Vacate","Complaint withdrawn","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41694","SILVER SPRING","20904","2021-10-25T00:00:00.000","2021-12-14T00:00:00.000","OLTA-TMF","Retaliatory Eviction","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41695","ROCKVILLE","20852","2021-10-25T00:00:00.000","2021-12-14T00:00:00.000","OLTA-TMF","Parking","Refund/Rent Credit","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41697","SILVER SPRING","20910","2021-10-25T00:00:00.000","2021-10-28T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41690","SILVER SPRING","20906","2021-10-22T00:00:00.000","2021-11-02T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Referred to a Montgomery County Agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41691","KENSINGTON","20895","2021-10-22T00:00:00.000","2022-02-16T00:00:00.000","OLTA-LMF","Maintenance- General","Other- no communication from tenant","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41693","GARRETT PARK","20896","2021-10-22T00:00:00.000","2022-02-16T00:00:00.000","OLTA-LMF","Maintenance- General","Referred to a Montgomery County Agency","
GARRETT PARK,  20896
(39.03584, -77.09357)"
"41692","POTOMAC","20854","2021-10-22T00:00:00.000","2022-03-09T00:00:00.000","OLTA-TSF","Maintenance- General","Refer to Code Enforcement","
POTOMAC,  20854
(39.038266, -77.203413)"
"41688","SILVER SPRING","20910","2021-10-22T00:00:00.000","2021-10-22T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Duplicate Case","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41685","MONTGOMERY VILLAGE","20886","2021-10-21T00:00:00.000","2022-02-04T00:00:00.000","OLTA-TSF","Maintenance - Infestation","Referred to a Montgomery County Agency","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41683","SILVER SPRING","20910","2021-10-21T00:00:00.000","2021-12-30T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41689","SILVER SPRING","20903","2021-10-21T00:00:00.000","2021-11-29T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Lease completion","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41682","GERMANTOWN","20874","2021-10-21T00:00:00.000","2021-11-02T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41681","SILVER SPRING","20910","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41678","SILVER SPRING","20910","2021-10-19T00:00:00.000","2020-10-22T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41679","SILVER SPRING","20910","2021-10-19T00:00:00.000","2021-10-20T00:00:00.000","OLTA-TMF","Maintenance - Appliance","Refer to Code Enforcement","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41677","SILVER SPRING","20901","2021-10-19T00:00:00.000","2021-11-05T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41680","SILVER SPRING","20904","2021-10-19T00:00:00.000","2021-11-05T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41675","GAITHERSBURG","20878","2021-10-15T00:00:00.000","2021-12-20T00:00:00.000","OLTA-TSF","Lease Agreement-Early Termination","Refund/Rent Credit","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41673","SILVER SPRING","20904","2021-10-15T00:00:00.000","2022-04-19T00:00:00.000","OLTA-TMF","Money Damage - General","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41672","SILVER SPRING","20906","2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41674","ROCKVILLE","20852","2021-10-15T00:00:00.000","2021-12-21T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41667","ROCKVILLE","20852","2021-10-14T00:00:00.000","2021-10-14T00:00:00.000","OLTA-TMF","Maintenance - Water Damages","No jurisdiction","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41662","SILVER SPRING","20904","2021-10-14T00:00:00.000","2021-10-19T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41666","KENSINGTON","20895","2021-10-14T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Refund (payments/deposits)","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41663","ROCKVILLE","20852","2021-10-14T00:00:00.000","2022-02-28T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41664","GAITHERSBURG","20879","2021-10-14T00:00:00.000","2021-10-14T00:00:00.000","OLTA-TSF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41660","SILVER SPRING","20910","2021-10-13T00:00:00.000","2021-10-14T00:00:00.000","OLTA-TMF","Maintenance- General","Non-jurisdiction-Geographic Location","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41657","MONTGOMERY VILLAGE","20886","2021-10-13T00:00:00.000","2021-11-10T00:00:00.000","OLTA-TMF","Security Deposit","Lease completion","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41659","MONTGOMERY VILLAGE","20886","2021-10-13T00:00:00.000","2022-05-26T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41658","CHEVY CHASE","20815","2021-10-13T00:00:00.000","2021-10-21T00:00:00.000","OLTA-TSF","Maintenance - Mold/Mildew","Service performed or corrected","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41661","SILVER SPRING","20903","2021-10-13T00:00:00.000","2021-11-23T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41656","POTOMAC","20854","2021-10-13T00:00:00.000","2022-02-03T00:00:00.000","OLTA-TSF","Security Deposit","No jurisdiction","
POTOMAC,  20854
(39.038266, -77.203413)"
"41676","GERMANTOWN","20876","2021-10-13T00:00:00.000","2021-10-26T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41655","GERMANTOWN","20876","2021-10-13T00:00:00.000","2022-01-26T00:00:00.000","OLTA-TSF","Other-Miscellaneous","Acceptable explanation","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41654","GERMANTOWN","20874","2021-10-08T00:00:00.000","2021-12-20T00:00:00.000","OLTA-TSF","Rent Increase","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41652","BETHESDA","20814","2021-10-08T00:00:00.000","2021-10-20T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a MD State Government agency","
BETHESDA,  20814
(39.003061, -77.102949)"
"41650","GAITHERSBURG","20878","2021-10-07T00:00:00.000","2021-10-07T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41651","GERMANTOWN","20874","2021-10-07T00:00:00.000","2022-01-06T00:00:00.000","OLTA-TMF","Rent Increase","Referred to a Montgomery County Agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41647","ROCKVILLE","20850","2021-10-06T00:00:00.000","2021-11-18T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Service performed or corrected","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41648","ROCKVILLE","20852","2021-10-06T00:00:00.000","2021-10-15T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Complaint noted for the record","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41646","POOLESVILLE","20837","2021-10-06T00:00:00.000","2021-10-21T00:00:00.000","OLTA-TSF","Harassment","Other- no communication from tenant","
POOLESVILLE,  20837
(39.121439, -77.402558)"
"41649","SILVER SPRING","20902","2021-10-06T00:00:00.000","2021-10-13T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Non-jurisdiction-Room Rental","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41640","GERMANTOWN","20874","2021-10-05T00:00:00.000","2021-10-08T00:00:00.000","OLTA-LMF","Lease Agreement","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41643","GERMANTOWN","20876","2021-10-05T00:00:00.000","2021-11-04T00:00:00.000","OLTA-TSF","Security Deposit","No jurisdiction","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41645","SILVER SPRING","20906","2021-10-05T00:00:00.000","2021-10-05T00:00:00.000","OLTA-TMF","Fee","Duplicate Case","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41641","SILVER SPRING","20902","2021-10-05T00:00:00.000","2021-10-22T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41637","BETHESDA","20814","2021-10-04T00:00:00.000","2021-12-14T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
BETHESDA,  20814
(39.003061, -77.102949)"
"41638","GERMANTOWN","20874","2021-10-04T00:00:00.000","2022-01-25T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41636","GERMANTOWN","20874","2021-10-04T00:00:00.000","2022-02-07T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41629","GAITHERSBURG","20877","2021-09-30T00:00:00.000","2021-10-06T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41634","CHEVY CHASE","20815","2021-09-30T00:00:00.000","2021-10-07T00:00:00.000","OLTA-TMF","Lease Agreement","Refund (payments/deposits)","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41635","SILVER SPRING","20904","2021-09-30T00:00:00.000","2021-11-15T00:00:00.000","OLTA-TMF","Rent Payment History","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41631","SILVER SPRING","20910","2021-09-30T00:00:00.000","2021-10-26T00:00:00.000","OLTA-TMF","Maintenance- General","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41632","CLARKSBURG","20871","2021-09-30T00:00:00.000","2021-10-14T00:00:00.000","OLTA-LSF","Quit and Vacate","No jurisdiction","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41633","ROCKVILLE","20852","2021-09-30T00:00:00.000","2021-09-30T00:00:00.000","OLTA-TMF","Security Deposit","Service performed or corrected","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41625","GERMANTOWN","20874","2021-09-28T00:00:00.000","2022-01-25T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41628","TAKOMA PARK","20912","2021-09-28T00:00:00.000","2021-09-28T00:00:00.000","OLTA-TMF","Noise","Non-jurisdiction-Geographic Location","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41626","ROCKVILLE","20852","2021-09-28T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41627","ROCKVILLE","20855","2021-09-28T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41621","SILVER SPRING","20902","2021-09-27T00:00:00.000","2021-09-29T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Refer to Code Enforcement","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41619","SILVER SPRING","20902","2021-09-27T00:00:00.000","2021-10-15T00:00:00.000","OLTA-TSF","Rent Increase","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41620","GAITHERSBURG","20878","2021-09-27T00:00:00.000","2021-09-27T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41622","SILVER SPRING","20901","2021-09-27T00:00:00.000","2021-11-30T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Service performed or corrected","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41615","SILVER SPRING","20910","2021-09-23T00:00:00.000","2021-10-01T00:00:00.000","OLTA-TMF","Rent Payment History","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41617","BETHESDA","20814","2021-09-23T00:00:00.000","2021-10-01T00:00:00.000","OLTA-TMF","Fee","Refund/Rent Credit","
BETHESDA,  20814
(39.003061, -77.102949)"
"41616","SILVER SPRING","20910","2021-09-23T00:00:00.000","2021-12-15T00:00:00.000","OLTA-TSF","Lease Agreement-Early Termination","Complaint withdrawn","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41614","TAKOMA PARK","20912","2021-09-22T00:00:00.000","2022-01-27T00:00:00.000","OLTA-TMF","Maintenance - Rubbish & Garbage Removal","Referred to a Montgomery County Agency","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41609","GERMANTOWN","20876","2021-09-22T00:00:00.000","2022-03-16T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41613","GERMANTOWN","20874","2021-09-22T00:00:00.000","2021-09-28T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41612","GERMANTOWN","20874","2021-09-22T00:00:00.000","2021-11-16T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41608","ROCKVILLE","20853","2021-09-21T00:00:00.000","2021-10-06T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41605","BURTONSVILLE","20866","2021-09-21T00:00:00.000","2021-11-10T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Other- no communication from tenant","
BURTONSVILLE,  20866
(39.103016, -76.935049)"
"41606","CHEVY CHASE","20815","2021-09-21T00:00:00.000","2021-10-06T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint noted for the record","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41602","ROCKVILLE","20855","2021-09-17T00:00:00.000","2022-01-27T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Referred to a MD State Government agency","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41601","SILVER SPRING","20910","2021-09-17T00:00:00.000","2021-10-01T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41603","SILVER SPRING","20904","2021-09-17T00:00:00.000","2022-04-27T00:00:00.000","OLTA-TSF","Lease Agreement","Duplicate Case","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41597","GERMANTOWN","20874","2021-09-16T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Fee","Complaint withdrawn","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41599","SILVER SPRING","20903","2021-09-16T00:00:00.000","2021-09-25T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Acceptable explanation","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41596","GERMANTOWN","20874","2021-09-15T00:00:00.000","2021-10-28T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Refund/Rent Credit","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41584","SILVER SPRING","20910","2021-09-14T00:00:00.000","2021-11-04T00:00:00.000","OLTA-TMF","Maintenance- General","Refer to Code Enforcement","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41595","BETHESDA","20817","2021-09-14T00:00:00.000","2021-11-01T00:00:00.000","OLTA-TSF","Lease Agreement-Early Termination","Refund (payments/deposits)","
BETHESDA,  20817
(38.998099, -77.143306)"
"41592","SILVER SPRING","20902","2021-09-14T00:00:00.000","2022-02-23T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41585","SILVER SPRING","20904","2021-09-14T00:00:00.000","2021-10-28T00:00:00.000","OLTA-TMF","Harassment","Extended Tenancy","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41587","GERMANTOWN","20874","2021-09-14T00:00:00.000","2021-10-14T00:00:00.000","OLTA-LSF","Quit and Vacate","Non-jurisdiction-Room Rental","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41588","SILVER SPRING","20910","2021-09-14T00:00:00.000","2021-10-19T00:00:00.000","OLTA-TSF","Quit and Vacate","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41590","GERMANTOWN","20874","2021-09-14T00:00:00.000","2021-10-18T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41593","GERMANTOWN","20874","2021-09-14T00:00:00.000","2022-01-06T00:00:00.000","OLTA-TMF","Retaliatory Eviction","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41589","SILVER SPRING","20910","2021-09-14T00:00:00.000","2021-11-10T00:00:00.000","OLTA-TMF","Security Deposit","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41583","GERMANTOWN","20876","2021-09-14T00:00:00.000","2021-10-21T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41586","SILVER SPRING","20910","2021-09-14T00:00:00.000","2021-11-23T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
SILVER SPRING,  20910
(39.001851, -77.034885)"
