Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities
11/08/2016,11/08/2016,Allegheny Avenue,Takoma Park,MD,20912,RCN,1,,1,,,,,,,,,,Complaint,"Allegheny Avenue
Takoma Park, MD 20912",,,,,
11/10/2016,11/11/2016,Longhorn Cres,Rockville,MD,20850,Verizon,,,,,,,,,1,,,,Complaint,"Longhorn Cres
Rockville, MD 20850",,,,,
11/14/2016,11/17/2016,Pine Orchard Drive,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Pine Orchard Drive
Silver Spring, MD 20906",,,,,
11/14/2016,12/06/2016,Summer Oak Drive,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Summer Oak Drive
Germantown, MD 20874",,,,,
11/14/2016,11/16/2016,Drake Drive,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Drake Drive
Rockville, MD 20853",,,,,
11/14/2016,11/16/2016,Emory Lane,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Emory Lane
Rockville, MD 20853",,,,,
11/15/2016,11/17/2016,Swansong Way,Bethesda,MD,20817,Verizon,,,,,,,,,,1,,,Complaint,"Swansong Way
Bethesda, MD 20817",,,,,
11/15/2016,11/15/2016,Gregg Road,Brookeville,MD,20833,Verizon,1,,,,,,,,,,,,Complaint,"Gregg Road
Brookeville, MD 20833",,,,,
11/16/2016,11/21/2016,Dunbrook Court,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Dunbrook Court
Montgomery Village, MD 20886",,,,,
11/16/2016,11/21/2016,Alderton Road,Silver Spring,MD,20906,Comcast,,1,1,,1,,,,,,,,Complaint,"Alderton Road
Silver Spring, MD 20906",,,,,
11/16/2016,11/17/2016,Lorraine Drive,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Lorraine Drive
Rockville, MD 20852",,,,,
11/16/2016,11/22/2016,Malta Lane,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Malta Lane
Silver Spring, MD 20901",,,,,
11/16/2016,11/16/2016,Beekman Place,Potomac,MD,20854,Inquiry,,,,,,,,,,,1,,Complaint,"Beekman Place
Potomac, MD 20854",,,,,
11/16/2016,11/18/2016,Village Square Terrace,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Village Square Terrace
Rockville, MD 20852",,,,,
11/16/2016,11/21/2016,Cherry Valley Drive,Olney,MD,20832,Comcast,1,,,,,,1,,,,,,Complaint,"Cherry Valley Drive
Olney, MD 20832",,,,,
11/16/2016,11/16/2016,Demetrias Way,Germantown,MD,20874,Inquiry,,,,,,1,,,,,,,Complaint,"Demetrias Way
Germantown, MD 20874",,,,,
11/16/2016,11/21/2016,Flint Drive,Bethesda,MD,20816,Verizon,1,1,,,,,,,,,,,Complaint,"Flint Drive
Bethesda, MD 20816",,,,,
11/16/2016,11/18/2016,Spicebush Drive,Clarksburg,MD,20871,Comcast,1,,,,,,,,,,,,Complaint,"Spicebush Drive
Clarksburg, MD 20871",,,,,
11/17/2016,11/17/2016,December Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"December Drive
Silver Spring, MD 20904",,,,,
11/17/2016,11/22/2016,Dickens Avenue,Bethesda,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"Dickens Avenue
Bethesda, MD 20814",,,,,
11/18/2016,11/22/2016,Woodlawn Avenue,Chevy Chase,MD,20815,Verizon,,,,,,,1,,,,,,Complaint,"Woodlawn Avenue
Chevy Chase, MD 20815",,,,,
11/18/2016,11/18/2016,,,MD,,Inquiry,,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
11/18/2016,11/28/2016,,,MD,,Verizon,,,,,,,,,,,,1,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
11/18/2016,12/12/2016,Walnut Cove Circle,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Walnut Cove Circle
Germantown, MD 20874",,,,,
11/18/2016,12/12/2016,,,MD,,Verizon,,,,,,,,,,,,1,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
11/18/2016,11/22/2016,Stedmall Place,Gaithersburg,MD,20886,Verizon,,,,,,,,,,1,,,Complaint,"Stedmall Place
Gaithersburg, MD 20886",,,,,
11/18/2016,11/28/2016,E Jefferson Street,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"E Jefferson Street
Rockville, MD 20852",,,,,
11/18/2016,11/18/2016,S Meadow Fence Road,Montgomery Village,MD,20886,Inquiry,,,,,,,,,,,1,,Complaint,"S Meadow Fence Road
Montgomery Village, MD 20886",,,,,
11/18/2016,11/18/2016,Blair Mill Way,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Blair Mill Way
Silver Spring, MD 20910",,,,,
11/21/2016,12/05/2016,Oak Street,Washington Grove,MD,20880,Verizon,,,,,,,,,,1,,,Complaint,"Oak Street
Washington Grove, MD 20880",,,,,
11/21/2016,11/22/2016,Norbeck Road,Rockville,MD,20853,Inquiry,,,,,,,,,,1,,,Complaint,"Norbeck Road
Rockville, MD 20853",,,,,
11/21/2016,12/09/2016,Farm Haven Drive,Rockville,MD,20852,Comcast,,,1,,,,,,,,,,Complaint,"Farm Haven Drive
Rockville, MD 20852",,,,,
11/21/2016,11/22/2016,Aquarius Avenue,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Aquarius Avenue
Silver Spring, MD 20906",,,,,
11/21/2016,11/28/2016,Chatham Road,Chevy Chase,MD,20815,Verizon,,,,1,1,,,,,,,,Complaint,"Chatham Road
Chevy Chase, MD 20815",,,,,
11/21/2016,11/21/2016,Kilmarnock Way,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Kilmarnock Way
Germantown, MD 20874",,,,,
11/21/2016,11/29/2016,Connecticut Avenue,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815",,,,,
11/22/2016,11/22/2016,Falconbridge Terrace,Gaithersburg,MD,20878,Inquiry,,,,,,,,,,1,,,Complaint,"Falconbridge Terrace
Gaithersburg, MD 20878",,,,,
11/22/2016,11/28/2016,Muriel Street,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Muriel Street
Rockville, MD 20852",,,,,
11/22/2016,11/28/2016,Pine Orchard Drive,Silver Spring,MD,20906,Comcast,,,,,,,,1,,,,,Complaint,"Pine Orchard Drive
Silver Spring, MD 20906",,,,,
11/23/2016,12/01/2016,Woodside Drive,Westminster,MD,21157,Verizon,1,,,,,,,,,,,,Complaint,"Woodside Drive
Westminster, MD 21157",,,,,
11/23/2016,11/28/2016,Triple Crown Place,North Potomac,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Triple Crown Place
North Potomac, MD 20878",,,,,
11/23/2016,11/29/2016,Lincoln Avenue,Rockville,MD,20850,Verizon,,,,,,,,,,1,,,Complaint,"Lincoln Avenue
Rockville, MD 20850",,,,,
11/23/2016,12/02/2016,Turnmore Road,Silver Spring,MD,20906,Comcast,,,1,,,,,,,,,,Complaint,"Turnmore Road
Silver Spring, MD 20906",,,,,
11/28/2016,11/28/2016,Lockwood Drive,Silver Spring,MD,20904,Comcast,,,,,,,,,,,,1,Complaint,"Lockwood Drive
Silver Spring, MD 20904",,,,,
11/28/2016,12/01/2016,Timberbrook Lane,Gaithersburg,MD,20878,Verizon,,,,,,,,,,,1,,Complaint,"Timberbrook Lane
Gaithersburg, MD 20878",,,,,
11/28/2016,11/30/2016,Old Columbia Pike,Burtonsville,MD,20866,Verizon,,,,,,,,,,1,,,Complaint,"Old Columbia Pike
Burtonsville, MD 20866",,,,,
11/28/2016,12/02/2016,Montrose Avenue,Bethesda,MD,20814,Comcast,1,,,,,,,,,1,,,Complaint,"Montrose Avenue
Bethesda, MD 20814",,,,,
11/29/2016,12/02/2016,Madaket Road,Bethesda,MD,20816,Comcast,,,1,,,,,,,,,,Complaint,"Madaket Road
Bethesda, MD 20816",,,,,
11/29/2016,12/02/2016,Walkers Choice Road,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Walkers Choice Road
Montgomery Village, MD 20886",,,,,
11/29/2016,11/30/2016,Adderley Court,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Adderley Court
Silver Spring, MD 20906",,,,,
11/29/2016,11/30/2016,Montgomery Lane,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Montgomery Lane
Bethesda, MD 20814",,,,,
11/30/2016,12/02/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
11/30/2016,12/09/2016,Bulls Run Pkwy,Bethesda,MD,20817,Verizon,,,,,,,,1,,,,,Complaint,"Bulls Run Pkwy
Bethesda, MD 20817",,,,,
11/30/2016,12/02/2016,Father Hurley Blvd,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Father Hurley Blvd
Germantown, MD 20874",,,,,
11/30/2016,12/16/2016,Jonesville Terrace,Poolesville,MD,20837,Verizon,,,1,,,,,,,,1,,Complaint,"Jonesville Terrace
Poolesville, MD 20837",,,,,
11/30/2016,11/30/2016,Ridge Road,Damascus,MD,20872,Verizon,,,1,,,,,,,,,,Complaint,"Ridge Road
Damascus, MD 20872",,,,,
11/30/2016,12/02/2016,Lund Place,Kensington,MD,20895,Verizon,1,,,,,,,,,,,,Complaint,"Lund Place
Kensington, MD 20895",,,,,
11/30/2016,12/01/2016,Normandy Drive,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"Normandy Drive
Silver Spring, MD 20901",,,,,
11/30/2016,12/02/2016,,,MD,,Verizon,,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/01/2016,12/02/2016,New London Drive,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"New London Drive
Potomac, MD 20854",,,,,
12/02/2016,12/08/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/02/2016,12/02/2016,,,MD,,Inquiry,,,,,,,,,,,1,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/02/2016,12/05/2016,,,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"MD 20874
(39.158483, -77.280856)",2,2,39,39,1
12/02/2016,12/08/2016,,,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"MD 20814
(39.003061, -77.102949)",1,1,12,111,1
12/05/2016,12/06/2016,Edwards Ferry Road,Poolesville,MD,20837,Verizon,,,,,,,,,1,,,,Complaint,"Edwards Ferry Road
Poolesville, MD 20837",,,,,
12/05/2016,12/08/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/05/2016,12/08/2016,Norbeck Road,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Norbeck Road
Silver Spring, MD 20906",,,,,
12/05/2016,12/05/2016,Aberdeen Road,Bethesda,MD,20814,Inquiry,1,,,,,,,,,,,,Complaint,"Aberdeen Road
Bethesda, MD 20814",,,,,
12/05/2016,12/07/2016,Edwards Ferry Road,Poolesville,MD,20837,Comcast,,,,,,,,,1,,,,Complaint,"Edwards Ferry Road
Poolesville, MD 20837",,,,,
12/06/2016,12/06/2016,Twinbrook Pkwy,Rockville,MD,20851,Comcast,1,,,,,,,,,,,,Complaint,"Twinbrook Pkwy
Rockville, MD 20851",,,,,
12/06/2016,12/12/2016,Rockville Pike,Rockville,MD,20852,Verizon,1,,,,,,,,,,,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
12/06/2016,12/09/2016,Blueridge Avenue,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Blueridge Avenue
Silver Spring, MD 20902",,,,,
12/07/2016,12/13/2016,,Rockville,MD,20850,Verizon,,,,,,,,,,,,1,Complaint,"Rockville, MD 20850
(39.092462, -77.178614)",3,3,25,71,12
12/07/2016,12/07/2016,Redford Road,Bethesda,MD,20816,Verizon,,,,,,,,,,,1,,Complaint,"Redford Road
Bethesda, MD 20816",,,,,
12/07/2016,12/07/2016,Bristol Downs Drive,Gaithersburg,MD,20877,RCN,,,,,,,,,,1,,,Complaint,"Bristol Downs Drive
Gaithersburg, MD 20877",,,,,
12/07/2016,12/08/2016,Lions Crest Way,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Lions Crest Way
Gaithersburg, MD 20879",,,,,
12/07/2016,12/08/2016,Windsor Hill Drive,Olney,MD,20832,Verizon,,,,,,,,,,1,,,Complaint,"Windsor Hill Drive
Olney, MD 20832",,,,,
12/07/2016,12/12/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/08/2016,12/08/2016,Corriander Drive,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Corriander Drive
Gaithersburg, MD 20879",,,,,
12/08/2016,12/14/2016,Tarkington Lane,Silver Spring,MD,20906,Comcast,,,,,,,,,,,,,Complaint,"Tarkington Lane
Silver Spring, MD 20906",,,,,
12/08/2016,12/08/2016,Ridge Field Road,Bethesda,MD,20816,Comcast,1,,,,,,,,,,,,Complaint,"Ridge Field Road
Bethesda, MD 20816",,,,,
12/08/2016,12/08/2016,Norbeck Road,Silver Spring,MD,20906,Verizon,,,,,,,,,,,,,Complaint,"Norbeck Road
Silver Spring, MD 20906",,,,,
12/09/2016,12/13/2016,Glen Eagles Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Glen Eagles Drive
Silver Spring, MD 20906",,,,,
12/09/2016,12/14/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/09/2016,12/13/2016,Interlachen Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Interlachen Drive
Silver Spring, MD 20906",,,,,
12/09/2016,12/20/2016,,,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"MD 20850
(39.092462, -77.178614)",3,3,25,71,12
12/12/2016,12/12/2016,Cottage Field Lane,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Cottage Field Lane
Germantown, MD 20874",,,,,
12/12/2016,12/16/2016,Valerian Court,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Valerian Court
Rockville, MD 20852",,,,,
12/12/2016,12/13/2016,Callohan Court,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Callohan Court
Silver Spring, MD 20906",,,,,
12/12/2016,12/27/2016,Apple Hill Court,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Apple Hill Court
Potomac, MD 20854",,,,,
12/12/2016,12/15/2016,16th Street,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"16th Street
Silver Spring, MD 20910",,,,,
12/12/2016,12/12/2016,Munsey Street,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Munsey Street
Silver Spring, MD 20906",,,,,
12/12/2016,12/12/2016,Skipwith Lane,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Skipwith Lane
Potomac, MD 20854",,,,,
12/12/2016,12/15/2016,Ellingson Drive,Chevy Chase,MD,20815,Verizon,,,1,,,,,,,,,,Complaint,"Ellingson Drive
Chevy Chase, MD 20815",,,,,
12/12/2016,12/12/2016,Farragut Avenue,Rockville,MD,20851,Verizon,,,,,,,,,,,,,Complaint,"Farragut Avenue
Rockville, MD 20851",,,,,
12/12/2016,12/12/2016,,,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"MD 20850
(39.092462, -77.178614)",3,3,25,71,12
12/13/2016,12/20/2016,St Lawrence Drive,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"St Lawrence Drive
Silver Spring, MD 20901",,,,,
12/13/2016,12/20/2016,Nicholson Lane,Rockville,MD,20852,Comcast,,,,,,,,1,,,,,Complaint,"Nicholson Lane
Rockville, MD 20852",,,,,
12/14/2016,12/16/2016,Princeville Court,Silver Spring,MD,20904,Comcast,,,1,,1,,,,,,1,,Complaint,"Princeville Court
Silver Spring, MD 20904",,,,,
12/14/2016,12/14/2016,Main Street,Laurel,MD,20707,Comcast,1,,,,,,,,,,,,Complaint,"Main Street
Laurel, MD 20707",,,,,
12/14/2016,12/19/2016,Houston Avenue,Takoma Park,MD,20912,Comcast,,,,,1,,,,,,,,Complaint,"Houston Avenue
Takoma Park, MD 20912",,,,,
12/14/2016,12/14/2016,Wessling Lane,Bethesda,MD,20814,Inquiry,,,,,,,,,,,,1,Complaint,"Wessling Lane
Bethesda, MD 20814",,,,,
12/15/2016,12/17/2016,Cutsail Drive,Damascus,MD,20872,Comcast,,1,1,,,,,,,,1,,Complaint,"Cutsail Drive
Damascus, MD 20872",,,,,
12/16/2016,01/06/2017,Janet Road,Silver Spring,MD,20906,Verizon,,,1,1,,,,,,,,,Complaint,"Janet Road
Silver Spring, MD 20906",,,,,
12/16/2016,12/22/2016,Aberdeen Road,Bethesda,MD,20814,Verizon,,,1,,,,,,,,,,Complaint,"Aberdeen Road
Bethesda, MD 20814",,,,,
12/16/2016,12/21/2016,Lynbrook Drive,Bethesda,MD,20814,Verizon,,,,,,,,,,1,,,Complaint,"Lynbrook Drive
Bethesda, MD 20814",,,,,
12/16/2016,12/21/2016,Eldrid Place,Silver Spring,MD,20904,Verizon,,1,,,,,,,,,,,Complaint,"Eldrid Place
Silver Spring, MD 20904",,,,,
12/16/2016,12/20/2016,Lynbrook Drive,Bethesda,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"Lynbrook Drive
Bethesda, MD 20814",,,,,
12/16/2016,12/16/2016,Fulham Street,Silver Spring,MD,20902,Inquiry,,,,,,,,,,,1,,Complaint,"Fulham Street
Silver Spring, MD 20902",,,,,
12/16/2016,12/23/2016,,,MD,20902,Comcast,,,,,,,,,,1,,,Complaint,"MD 20902
(39.042613, -77.046758)",4,4,16,17,1
12/17/2016,12/19/2016,Glenmoor Drive,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Glenmoor Drive
Chevy Chase, MD 20815",,,,,
12/27/2016,01/03/2016,Spring Street,Silver Spring,MD,20910,Comcast,,,,,,,1,,,,,,Complaint,"Spring Street
Silver Spring, MD 20910",,,,,
12/27/2016,12/27/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
12/27/2016,12/30/2016,Vantage Point Road,Columbia,MD,21044,Comcast,1,,,,,,,,,,,,Complaint,"Vantage Point Road
Columbia, MD 21044",,,,,
12/27/2016,12/27/2016,Bentana Way,Rockville,MD,20850,Inquiry,1,,,,,,,,,,,,Complaint,"Bentana Way
Rockville, MD 20850",,,,,
12/27/2016,12/30/2016,Geiger Avenue,Kensington,MD,20895,Comcast,,,1,,,,,,,,,,Complaint,"Geiger Avenue
Kensington, MD 20895",,,,,
12/28/2016,01/04/2017,Columbia Avenue,Rockville,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"Columbia Avenue
Rockville, MD 20850",,,,,
12/28/2016,12/30/2016,Lynbrook Drive,Bethesda,MD,20814,Comcast,,,,,,1,,,,,,,Complaint,"Lynbrook Drive
Bethesda, MD 20814",,,,,
12/28/2016,01/09/2017,Leighton Avenue,Silver Spring,MD,20901,Verizon,,,,,,,,1,,,,,Complaint,"Leighton Avenue
Silver Spring, MD 20901",,,,,
12/29/2016,12/29/2016,Interlachen Drive,Silver Spring,MD,20906,Inquiry,1,,,,,,,,,,,,Complaint,"Interlachen Drive
Silver Spring, MD 20906",,,,,
12/30/2016,01/04/2017,Mt Pisgah Road,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Mt Pisgah Road
Silver Spring, MD 20903",,,,,
12/30/2016,01/01/2017,Farmington Court,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Farmington Court
Chevy Chase, MD 20815",,,,,
12/30/2016,12/30/2016,Thornhurst Drive,Olney,MD,20832,Inquiry,1,,,,,,,,,,,,Complaint,"Thornhurst Drive
Olney, MD 20832",,,,,
12/30/2016,01/03/2017,Clifton Road,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Clifton Road
Silver Spring, MD 20904",,,,,
12/30/2016,01/05/2017,Marcia Lane,Rockville,MD,20851,Verizon,,,,,,,,,,1,,,Complaint,"Marcia Lane
Rockville, MD 20851",,,,,
12/30/2016,01/04/2017,Farmington Court,Chevy Chase,MD,20815,Comcast,,,,,,,,,,1,,,Complaint,"Farmington Court
Chevy Chase, MD 20815",,,,,
12/30/2016,01/04/2017,Interlachen Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Interlachen Drive
Silver Spring, MD 20906",,,,,
12/30/2016,01/11/2017,Farmington Court,Chevy Chase,MD,20815,RCN,,,,,,,,,,1,,,Complaint,"Farmington Court
Chevy Chase, MD 20815",,,,,
12/30/2016,01/11/2017,Boggy Trail Way,Germantown,MD,20876,Verizon,1,,1,,1,,,,,,,,Complaint,"Boggy Trail Way
Germantown, MD 20876",,,,,
12/30/2016,01/05/2017,Cliff Pine Drive,Gaithersburg,MD,20879,Verizon,1,,,,,,,,,,,,Complaint,"Cliff Pine Drive
Gaithersburg, MD 20879",,,,,
12/30/2016,12/30/2016,Box 3334,FPO,AP,96310,Verizon,,,,,,,,,,,,1,Complaint,"Box 3334
FPO, AP 96310",,,,,
12/30/2016,12/30/2016,Cabin John Pkwy,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Cabin John Pkwy
Rockville, MD 20852",,,,,
12/30/2016,12/30/2016,Wisconsin Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Wisconsin Avenue
Chevy Chase, MD 20815",,,,,
01/03/2017,01/03/2017,Apple Grove Road,Silver Spring,MD,20904,Comcast,,,1,,,,,,,,,,Complaint,"Apple Grove Road
Silver Spring, MD 20904",,,,,
01/03/2017,01/11/2017,Hidden Marsh Street,Gaithersburg,MD,20877,Comcast,,,,,,,1,,,,,,Complaint,"Hidden Marsh Street
Gaithersburg, MD 20877",,,,,
01/03/2017,01/05/2017,Dutrow Court,Clarksburg,MD,20871,Verizon,1,,,,,,,,,,,,Complaint,"Dutrow Court
Clarksburg, MD 20871",,,,,
01/04/2017,01/06/2017,Shadyside Way,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Shadyside Way
Germantown, MD 20874",,,,,
01/04/2017,01/09/2017,Mertford Street,Kensington,MD,20895,Comcast,,1,1,,1,,,,,,1,,Complaint,"Mertford Street
Kensington, MD 20895",,,,,
01/04/2017,01/04/2016,Bent Creek Terrace,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Bent Creek Terrace
Germantown, MD 20876",,,,,
01/04/2017,01/05/2017,Whitestone Road,Silver Spring,MD,20901,Verizon,1,1,,,,,,,,,,,Complaint,"Whitestone Road
Silver Spring, MD 20901",,,,,
01/05/2017,01/23/2017,Sussex Road,Silver Spring,MD,20910,RCN,,,,,,,,,,1,,,Complaint,"Sussex Road
Silver Spring, MD 20910",,,,,
01/05/2017,01/12/2017,Park Crest Drive,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Park Crest Drive
Silver Spring, MD 20910",,,,,
01/05/2017,01/06/2017,Columbia Pike,Silver Spring,MD,20901,Comcast,,,1,,,,,,,,,,Complaint,"Columbia Pike
Silver Spring, MD 20901",,,,,
01/05/2017,01/11/2017,Timberbrook Lane,Gaithersburg,MD,20878,Comcast,,,,,1,,,,,,,,Complaint,"Timberbrook Lane
Gaithersburg, MD 20878",,,,,
01/05/2017,01/06/2017,Ladymeade Drive,Silver Spring,MD,20906,Comcast,,,,,,,,,,,,,Complaint,"Ladymeade Drive
Silver Spring, MD 20906",,,,,
01/05/2017,01/05/2017,Vintage River Terrace,Olney,MD,20832,Comcast,,,,,,,1,,,,,,Complaint,"Vintage River Terrace
Olney, MD 20832",,,,,
01/09/2017,12/31/2017,W  Frankfort Drive,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"W Frankfort Drive
Rockville, MD 20853",,,,,
01/09/2017,12/31/2017,Park Valley Road,Silver Spring,MD,20910,Verizon,,,,,,,,,,1,,,Complaint,"Park Valley Road
Silver Spring, MD 20910",,,,,
01/09/2017,12/31/2017,Park Valley Road,Silver Spring,MD,20910,RCN,,,,,,,,,,1,,,Complaint,"Park Valley Road
Silver Spring, MD 20910",,,,,
01/10/2017,01/20/2017,Falconwood Drive,Burtonsville,MD,20866,Verizon,,,,,,,,,,1,,,Complaint,"Falconwood Drive
Burtonsville, MD 20866",,,,,
01/10/2017,01/17/2017,Pemberton Street,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Pemberton Street
Bethesda, MD 20817",,,,,
01/10/2017,01/10/2017,Pemberton Street,Bethesda,MD,20817,Inquiry,1,,,,,,,,,,,,Complaint,"Pemberton Street
Bethesda, MD 20817",,,,,
01/10/2017,01/18/2017,McCormick Road,Rockville,MD,20850,Comcast,,,,,,,,,,,,,Complaint,"McCormick Road
Rockville, MD 20850",,,,,
01/10/2017,01/12/2017,Park Crest Drive,Silver Spring,MD,20910,Verizon,,,,,,,,,,1,,,Complaint,"Park Crest Drive
Silver Spring, MD 20910",,,,,
01/11/2017,01/18/2017,,,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"MD 20850
(39.092462, -77.178614)",3,3,25,71,12
01/11/2017,01/17/2017,Monticello Avenue,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Monticello Avenue
Silver Spring, MD 20902",,,,,
01/11/2017,01/11/2017,Norbeck Road,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Norbeck Road
Silver Spring, MD 20906",,,,,
01/11/2017,01/13/2017,University Blvd,Kensington,MD,20895,Comcast,,,,,,,,,,,,,Complaint,"University Blvd
Kensington, MD 20895",,,,,
01/11/2017,01/13/2017,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
01/11/2017,01/11/2017,Norbeck Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Norbeck Road
Silver Spring, MD 20906",,,,,
01/11/2017,01/11/2017,Symphony Woods Drive,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Symphony Woods Drive
Silver Spring, MD 20901",,,,,
01/11/2017,01/13/2017,Holbrook Lane,Potomac,MD,20854,Verizon,,,,,1,,,,,,,,Complaint,"Holbrook Lane
Potomac, MD 20854",,,,,
01/11/2017,12/31/2017,Rayfield Drive,Germantown,MD,20874,Verizon,,,,,,,,,,1,,,Complaint,"Rayfield Drive
Germantown, MD 20874",,,,,
01/12/2017,01/13/2017,N Summit Avenue,Gaithersburg,MD,20877,Verizon,,,,,,,,,,1,,,Complaint,"N Summit Avenue
Gaithersburg, MD 20877",,,,,
01/12/2017,12/31/2017,E Schuyler Road,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"E Schuyler Road
Silver Spring, MD 20901",,,,,
01/13/2017,01/24/2017,E Schuyler Road,Silver Spring,MD,20901,RCN,,,,,,,,,,1,,,Complaint,"E Schuyler Road
Silver Spring, MD 20901",,,,,
