Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
T&T WINE SHOP,5052 NICHOLSON LN.,ROCKVILLE,MD,20852,ABWS454314,Off Premise,"T&T WINE SHOP, LLC","5052 NICHOLSON LN.
ROCKVILLE, MD 20852
(39.046184, -77.103879)",1,25,19,1,1
HANK DIETLE'S TAVERN,11010 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW001,On/Off-Premise,"HANK DIETLE'S, LLC","11010 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.036996, -77.108038)",1,25,19,1,1
LAO SZE CHUAN,20 PASEO DR.,NORTH BETHESDA,MD,20852,BBWLHR710355,On Premise,"BUFFET BETHESDA, LLC","20 PASEO DR.
NORTH BETHESDA, MD 20852
(39.043001, -77.111935)",1,60,19,1,1
CINCO DE MAYO,640 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR188259,On Premise,"CINCO DE MAYO KENTLANDS, INC.","640 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.121908, -77.234382)",1,33,36,3,21
MOBY DICK SEAFOOD,11220 TRIANGLE LANE,SILVER SPRING,MD,20902,BBWHR023,On/Off-Premise,"CHANG & MI, INC.","11220 TRIANGLE LANE
SILVER SPRING, MD 20902
(39.03902, -77.051708)",1,17,16,4,1
MUSE PAINTBAR,217 BOARDWALK PLACE,GAITHERSBURG,MD,20878,HBWHR372276,On Premise,"EAD ENTERTAINMENT, LLC","217 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.1169, -77.198501)",1,33,36,3,21
DON POLLO OF GAITHERSBURG,9083 GAITHER ROAD,GAITHERSBURG,MD,20877,HBWHR18665,On Premise,"DON POLLO OF GAITHERSBURG, INC","9083 GAITHER ROAD
GAITHERSBURG, MD 20877
(39.117542, -77.185807)",1,35,36,3,1
KENTLANDS PHOTOGRAPHY CAFE,309 MAIN ST.,GAITHERSBURG,MD,20878,DBW767361,On/Off-Premise,"DEMOS HOUSE OF PHOTOGRAPHY, LLC","309 MAIN ST.
GAITHERSBURG, MD 20878
(39.121827, -77.238431)",1,33,36,3,21
EKO HOUSE,150 GIBBS ST.,ROCKVILLE,MD,20850,BBWLHR671355,On Premise,"O2A2, LLC","150 GIBBS ST.
ROCKVILLE, MD 20850
(39.086329, -77.151978)",1,71,25,3,12
DOUBLETREE BY HILTON SS DC N.,8777 GEORGIA AVE.,SILVER SPRING,MD,20910,BBWLHM629356,On Premise,"LCOF SS OPERATING, LLC","8777 GEORGIA AVE.
SILVER SPRING, MD 20910
(38.998784, -77.030976)",1,3065,7,5,1
LE PAIN QUOTIDIEN-WILDWOOD,10217 OLD GEORGETOWN RD.,BETHESDA,MD,20814,HBWHR485309,On Premise,"APQ WILDWOOD MD, LLC","10217 OLD GEORGETOWN RD.
BETHESDA, MD 20814
(39.022851, -77.123759)",1,111,12,1,1
SIRIWAN 4 SECTORS,20640 SENECA MEADOWS PKWY,GERMANTOWN,MD,20876,BBWLHR40920,On Premise,"SIRIWAN, LLC","20640 SENECA MEADOWS PKWY
GERMANTOWN, MD 20876
(39.198236, -77.255163)",1,36,39,2,1
VILLAGE CENTER BEER WINE,9991 STEDWICK RD.,GAITHERSBURG,MD,20886,ABW441295,Off Premise,"RUPAL & PARI, INC.","9991 STEDWICK RD.
GAITHERSBURG, MD 20886
(39.170206, -77.20694)",1,28,38,2,1
CHADOL,1403 RESEARCH BLVD.,ROCKVILLE,MD,20850,BBWLHR655356,On Premise,"DAE SEUNG, INC.","1403 RESEARCH BLVD.
ROCKVILLE, MD 20850
(39.091276, -77.178755)",1,71,25,3,12
LA COLOMBIANA RESTAURANT,11216 GRANDVIEW AVE.,WHEATON,MD,20902,BBWLHR485314,On Premise,"LA COLOMBIANA BAR RESTAURANT, LLC","11216 GRANDVIEW AVE.
WHEATON, MD 20902
(39.038931, -77.052406)",1,17,16,4,1
POTOMAC OAK MART,12960 TRAVILAH RD.,POTOMAC,MD,20854,ABWS485313,Off Premise,"VIDHRU,LLC","12960 TRAVILAH RD.
POTOMAC, MD 20854
(39.068746, -77.263269)",1,53,22,1,1
COPPER CANYON GRILL  - GAITHERSBURG,100 BOARDWALK PLACE,GAITHERSBURG,MD,20878,BBWLHR340,On Premise,"CANYON GRILL ENTERPRISES, LLC","100 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.117081, -77.1988)",1,33,36,3,21
CRISTINA'S ITALIAN RISTORANTE,2666 UNIVERSITY BLVD. WEST,SILVER SPRING,MD,20902,BBWLHR486302,On Premise,"VASQUEZ WHEATON, LLC","2666 UNIVERSITY BLVD. WEST
SILVER SPRING, MD 20902
(39.040323, -77.054722)",1,17,16,4,1
MERENDERO,11220 GEORGIA AVE.,SILVER SPRING,MD,20906,DBWL650359,On Premise,"MERENDERO, LLC","11220 GEORGIA AVE.
SILVER SPRING, MD 20906
(39.039247, -77.051142)",1,17,16,4,1
SHEBA ETHIOPIAN RESTAURANT,5071 NICHOLSON LN.,ROCKVILLE,MD,20852,HBWHR249259,On Premise,"TAZZO, INC.","5071 NICHOLSON LN.
ROCKVILLE, MD 20852
(39.046087, -77.104012)",1,25,19,1,1
THE FILLMORE SILVER SPRING,8656 COLESVILLE RD,SILVER SPRING,MD,20910,BBWLPA28293,On Premise,"DLS EVENTS, LLC","8656 COLESVILLE RD
SILVER SPRING, MD 20910
(38.997311, -77.027262)",1,3065,7,5,1
LA GULA MEXICANA,21030 FREDERICK RD.,GERMANTOWN,MD,20876,BBWLHR451300,On Premise,"LA GULA, LLC","21030 FREDERICK RD.
GERMANTOWN, MD 20876
(39.201403, -77.245551)",1,36,39,2,1
YETT GOL RESTAURANT,12337 GEORGIA AVE,SILVER SPRING,MD,20906,BBWHR234,On Premise,EAST HILL CORPORATION,"12337 GEORGIA AVE
SILVER SPRING, MD 20906
(39.05927, -77.050194)",1,6,23,4,1
LA BRASITA RESTAURANT,7206 MUNCASTER MILL RD.,DERWOOD,MD,20855,BBWLHR192260,On Premise,"LA ESQUINA, LLC","7206 MUNCASTER MILL RD.
DERWOOD, MD 20855
(39.146011, -77.144728)",1,51,55,4,1
POTOMAC PIZZA - TRAVILLE,9709 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,HBWHR449,On Premise,"PIZZA ZONE OF TRAVILLE, LLC","9709 TRAVILLE GATEWAY DRIVE
ROCKVILLE, MD 20850
(39.091532, -77.204064)",1,71,24,3,1
BOWL AMERICA GAITHERSBURG,1101 CLOPPER RD.,GAITHERSBURG,MD,20878,BBWLHR738356,On Premise,"BOWL AMERICA, INC.","1101 CLOPPER RD.
GAITHERSBURG, MD 20878
(39.146787, -77.229684)",1,33,36,3,21
CLARKSBURG BEER & WINE,23335 FREDERICK RD.,CLARKSBURG,MD,20871,ABWS468301,Off Premise,SHANKER LIMITED,"23335 FREDERICK RD.
CLARKSBURG, MD 20871
(39.238893, -77.279574)",1,44,50,2,1
VILLAGE WEST LIQUOR,19520 WATERS ROAD,GERMANTOWN,MD,20874,DBW29800,On/Off-Premise,"VILLAGE WEST LIQUOR, LLC","19520 WATERS ROAD
GERMANTOWN, MD 20874
(39.175996, -77.273122)",1,39,39,2,1
THE BRAZILIAN PLACE,2418 UNIVERSITY BOULEVARD WEST,WHEATON,MD,20902,BBWLHR34405,On Premise,"THE BRAZILIAN PLACE, LLC","2418 UNIVERSITY BOULEVARD WEST
WHEATON, MD 20902
(39.041516, -77.051195)",1,17,16,4,1
ISLANDS RESTAURANT AND LOUNGE,11300 FERN STREET,WHEATON,MD,20902,DBWL34234,On Premise,"ISLANDZ ENTERTAINMENT, INC.","11300 FERN STREET
WHEATON, MD 20902
(39.040426, -77.049513)",1,17,16,4,1
TIKKA MASALA INDIAN CUISINE,4929 ELM STREET,BETHESDA,MD,20814,BBWLHR42459,On Premise,"LOTUS MODERN INDIAN CUISINE, LLC","4929 ELM STREET
BETHESDA, MD 20814
(38.982101, -77.097491)",1,111,12,1,1
Q'PADRE CANTINA,2310 PRICE AVE.,SILVER SPRING,MD,20902,BDBWL715355,On Premise,"LOS BERRACOS 2, LLC","2310 PRICE AVE.
SILVER SPRING, MD 20902
(39.040315, -77.050362)",1,17,16,4,1
MODENA RESERVE AT KENSINGTON,10540 METROPOLITAN AVE.,KENSINGTON,MD,20895,BBWLHR603348,On Premise,"SHI-III SOLERA KENSINGTON OWNER, LLC","10540 METROPOLITAN AVE.
KENSINGTON, MD 20895
(39.028339, -77.072994)",1,25,15,1,6
EVEN HOTEL,1775 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHM756355,On Premise,"CRESCENT HOTELS & RESORTS, LLC","1775 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.060631, -77.123064)",1,60,25,3,12
CORNER MARKET,8309 GRUBB RD.,SILVER SPRING,MD,20910,ABWS542349,Off Premise,"CORNER MARKET & PHARMACY, INC.","8309 GRUBB RD.
SILVER SPRING, MD 20910
(38.992311, -77.04943)",1,110,6,1,1
JONGRO BBQ,11160 VEIRS MILL RD.,WHEATON,MD,20902,BBWLHR742355,On Premise,JONRO BBQ CORP.,"11160 VEIRS MILL RD.
WHEATON, MD 20902
(39.038338, -77.052936)",1,17,16,4,1
FRANK PEPE'S PIZZERIA NAPOLETANA,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,HBWHR616351,On/Off-Premise,"PEPE'S OF MONTGOMERY, LLC","7101 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.0242, -77.1459)",1,103,19,1,1
BURGERFI-GAITHERSBURG,5 GRAND CORNER AVE.,GAITHERSBURG,MD,20878,BBWHR733356,On Premise,"BUFIRIO, LLC","5 GRAND CORNER AVE.
GAITHERSBURG, MD 20878
(39.118461, -77.201542)",1,33,36,3,21
AMERICAS SUPERMARKET,2404 UNIVERSITY BLVD.,WHEATON,MD,20902,ABW767359,Off Premise,"BITENCOURT HOLDINGS, LLC","2404 UNIVERSITY BLVD.
WHEATON, MD 20902
(39.041566, -77.050534)",1,17,16,4,1
RESTAURANT 198,15540 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR768356,On Premise,"CHAPALA, INC.","15540 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.110479, -76.93392)",1,47,30,5,1
FOX HILL CLUB & RESIDENCES,8300 BURDETTE ROAD,BETHESDA,MD,20817,BBWLHR800,On Premise,"WELLTOWER OPCO GROUP, LLC","8300 BURDETTE ROAD
BETHESDA, MD 20817
(38.991456, -77.151758)",1,103,12,1,1
NC-SIGNATURE CATERERS,1361 LAMBERTON DR.,SILVER SPRING,MD,20902,CATBWL574348,On Premise,"SHALOM STRICTLY KOSHER MEATS, INC.","1361 LAMBERTON DR.
SILVER SPRING, MD 20902
(39.040913, -77.029787)",1,17,16,4,1
GROG BEER WINE & DELI,513 QUINCE ORCHARD RD UNIT 3,GAITHERSBURG,MD,20878,ABW117,Off Premise,"SWASTIK, INC.","513 QUINCE ORCHARD RD UNIT 3
GAITHERSBURG, MD 20878
(39.144685, -77.220134)",1,33,36,3,21
GAITHERSTOWNE BEER & WINE,296 N. FREDERICK AVENUE,GAITHERSBURG,MD,20877,ABW284,Off Premise,GAITHERSTOWNE BEER & WINE,"296 N. FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.144849, -77.202702)",1,35,36,3,21
FOOD STOP MINI MART,4820 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852,ABW091,Off Premise,"BOILING BROOK PARKWAY FOODS, I","4820 BOILING BROOK PARKWAY
ROCKVILLE, MD 20852
(39.047707, -77.099423)",1,60,19,4,1
POYOTECA,14921 SHADY GROVE RD.,ROCKVILLE,MD,20850,BBWHR616352,On/Off-Premise,"POYOTECA ROCKVILLE, INC.","14921 SHADY GROVE RD.
ROCKVILLE, MD 20850
(39.097363, -77.194255)",1,71,25,3,1
THE ROCKVILLE HOTEL,3 RESEARCH CT.,ROCKVILLE,MD,20850,BBWLHR633355,On Premise,AIL HOSPITALITY LLC,"3 RESEARCH CT.
ROCKVILLE, MD 20850
(39.106197, -77.186553)",1,71,25,3,12
JUNCTION BISTRO BAR & BAKERY,5471 WISCONSIN AVE.,CHEVY CHASE,MD,20815,BBWLHR767358,On/Off-Premise,"BAKER'S BREAD MD, LLC","5471 WISCONSIN AVE.
CHEVY CHASE, MD 20815
(38.963042, -77.086756)",1,110,5,1,1
PARIS IN TOWN,4903 CORDELL AVE.,BETHESDA,MD,20814,BBWHR699362,On/Off-Premise,TVH & US CORP,"4903 CORDELL AVE.
BETHESDA, MD 20814
(38.989375, -77.098107)",1,111,12,1,1
EMBASSY SUITES BETHESDA,6711 DEMOCRACY BLVD.,BETHESDA,MD,20817,BBWLHM782363,On Premise,"SAGE CLIENT 227, LLC","6711 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.021549, -77.13792)",1,103,19,1,1
N-THE VILLAGE AT ROCKVILLE,9701 VEIRS DR,ROCKVILLE,MD,20850,CBWLRC26512,On Premise,"THE VILLAGE AT ROCKIVLLE, INC","9701 VEIRS DR
ROCKVILLE, MD 20850
(39.077226, -77.19424)",1,71,25,3,12
CENTRADO CAFE SHOP,15530 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BDBWL785366,On/Off-Premise,CENTRADO INVESTMENTS LLC,"15530 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.110256, -76.934195)",1,47,30,5,1
ELA MESA TASTE OF GREECE,109 PARAMOUNT PARK DR.,GAITHERSBURG,MD,20879,BBWLHR257262,On Premise,"EPSILON GI, LLC","109 PARAMOUNT PARK DR.
GAITHERSBURG, MD 20879
(39.159812, -77.221461)",1,31,36,3,21
BON CHON OF GERMANTOWN,19775 FREDERICK ROAD,GERMANTOWN,MD,20876,HBWHR21460,On Premise,"BON BON HOSPITALITY, LLC","19775 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.179618, -77.238366)",1,36,39,2,1
J.HOLLINGERS,8606 COLESVILLE RD.,SILVER SPRING,MD,20910,BDBWL493303,On Premise,"J.HOLLINGER'S-SS, LLC","8606 COLESVILLE RD.
SILVER SPRING, MD 20910
(38.996566, -77.027769)",1,3065,7,5,1
"BONCHON, 3161",107 GIBBS ST UNIT A,ROCKVILLE,MD,20850,BBWLHR779373,,REYANSH INVESTMENTS LLC,"107 GIBBS ST UNIT A
ROCKVILLE, MD 20850
(39.085293, -77.15195)",1,71,25,3,12
BUTTER ME UP,7101 DEMOCRACY BOULEVARD SUIT 1158,BETHESDA,MD,20817,BBWLHR820386,,"BMU  Westfield, LLC","7101 DEMOCRACY BOULEVARD SUIT 1158
BETHESDA, MD 20817
(39.0242, -77.1459)",1,103,19,1,1
TERRAPIN BICYCLES,4933 AUBURN AVE.,BETHESDA,MD,20814,DBW768355,On/Off-Premise,"TERRAPIN BICYCLES, LLC","4933 AUBURN AVE.
BETHESDA, MD 20814
(38.989375, -77.100498)",1,111,12,1,1
KISS & RIDE  CONVENIENCE STORE,11175 GEORGIA AVE.,SILVER SPRING,MD,20902,ABW774364,Off Premise,"HOPE FOUND, INC.","11175 GEORGIA AVE.
SILVER SPRING, MD 20902
(39.038203, -77.050641)",1,17,16,4,1
YIRASAI SUSHI & CAFE,12525 PARK POTOMAC AVE,POTOMAC,MD,20854,HBW093,On Premise,YIRASHI SUSHI & CAFE INC,"12525 PARK POTOMAC AVE
POTOMAC, MD 20854
(39.061451, -77.157911)",1,53,20,3,1
BURGERIM,200 ELLINGTON BLVD.,GAITHERSBURG,MD,20878,HBWHR72260,On Premise,"IN'TL SOLUTION PARTNERS, LLC","200 ELLINGTON BLVD.
GAITHERSBURG, MD 20878
(39.115079, -77.20479)",1,71,25,3,21
THE DAILY DISH,"8301 GRUBB ROAD, UNIT A",SILVER SPRING,MD,20910,BBWLHR580,On Premise,"WJ HOLLINGER, LLC","8301 GRUBB ROAD, UNIT A
SILVER SPRING, MD 20910
(38.992093, -77.048935)",1,110,6,1,1
SAGAR BEER & WINE,615 SOUTH FREDERICK AVENUE,GAITHERSBURG,MD,20877,DBW34224,On/Off-Premise,"DAY & NIGHT BEER WINE, LLC","615 SOUTH FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.128879, -77.185912)",1,35,36,3,21
WOODMOOR SUPERMARKET,10129 COLESVILLE ROAD,SILVER SPRING,MD,20901,ABWS044,Off Premise,"CHOI MARKET, INC.","10129 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.021066, -77.012098)",1,21,13,5,1
OUTBACK STEAKHOUSE - SILVER SPRING,13703 GEORGIA AVE,SILVER SPRING,MD,20906,BBWLHR472,On Premise,"OUTBACK OF ASPEN HILL, INC.","13703 GEORGIA AVE
SILVER SPRING, MD 20906
(39.080219, -77.074345)",1,6,59,4,1
MAKI BAR,6831 WISCONSIN AVENUE,BETHESDA,MD,20815,HBW22695,On Premise,"NEW JOURNEY, LLC","6831 WISCONSIN AVENUE
BETHESDA, MD 20815
(38.978198, -77.091125)",1,110,5,1,1
GRILLMARX STEAKHOUSE,18149 TOWN CENTER DRIVE,OLNEY,MD,20832,BBWLHR658,On Premise,"GRILLMARX, LLC","18149 TOWN CENTER DRIVE
OLNEY, MD 20832
(39.151799, -77.061987)",1,100,58,4,1
MON AMI GABI,7239 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR330,On Premise,MON AMI BETHESDA LLC,"7239 WOODMONT AVE
BETHESDA, MD 20814
(38.981449, -77.095743)",1,111,12,1,1
FISH TACO,7945 MACARTHUR BLVD,CABIN JOHN,MD,20818,BBWLHR797,On Premise,"FISH TACO, INC","7945 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.974709, -77.162774)",1,102,3,1,1
EL AMATE RESTAURANT,11452 CHERRY HILL ROAD,BELTSVILLE,MD,20705,BBWLHR172,On Premise,"EL AMATE RESTAURANT, INC.","11452 CHERRY HILL ROAD
BELTSVILLE, MD 20705
(39.044863, -76.951649)",,1648,,,
CADDIES ON CORDELL,4922 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR27463,On Premise,HOLE IN ONE OF MD LLC,"4922 CORDELL AVENUE
BETHESDA, MD 20814
(38.98876, -77.098713)",1,111,12,1,1
CHINA JADE,16805 CRABBS BRANCH WAY,DERWOOD,MD,20855,HBW237,On Premise,"JIN SHENG, INC.","16805 CRABBS BRANCH WAY
DERWOOD, MD 20855
(39.130076, -77.168091)",1,51,36,3,1
MERIDIAN MARKET & WINE,5230 TUCKERMAN LANE,ROCKVILLE,MD,20852,ABW251,Off Premise,EMC AT MERIDIAN INC.,"5230 TUCKERMAN LANE
ROCKVILLE, MD 20852
(39.027448, -77.101293)",1,60,19,1,1
TACO MEX RESTAURANT,13830 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,BBWLHR284,On Premise,"ERICK & EDWIN, INC.","13830 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.083754, -76.951524)",1,12,53,5,1
MIKE & SON'S SUBS,5404 RANDOLPH RD,ROCKVILLE,MD,20852,DBW26658,On/Off-Premise,"BHATTI FAMILY, LLC","5404 RANDOLPH RD
ROCKVILLE, MD 20852
(39.05347, -77.107584)",1,60,19,4,1
CIELO ROJO,7056 CARROLL AVENUE,TAKOMA PARK,MD,20912,BBWLHR38002,On Premise,"SHILOH RESTAURANT GROUP, LLC","7056 CARROLL AVENUE
TAKOMA PARK, MD 20912
(38.975136, -77.010318)",1,3062,4,5,11
AMERICAN LEGION POST 268,11225 FERN STREET,SILVER SPRING,MD,20902,CBWLFV002,On Premise,WHEATON POST #268,"11225 FERN STREET
SILVER SPRING, MD 20902
(39.039832, -77.049621)",1,17,16,4,1
TAKOMA BEVERAGE,6917 LAUREL AVENUE,TAKOMA PARK,MD,20912,BDBWLHR26663,On/Off-Premise,"TAKOMA BEVERAGE COMPANY, LLC","6917 LAUREL AVENUE
TAKOMA PARK, MD 20912
(38.973996, -77.012678)",1,3062,4,5,11
LONG BRANCH BEER & WINE,649 UNIVERSITY BLVD,SILVER SPRING,MD,20901,ABW041,Off Premise,"LONG BRANCH BEER & WINE, INC.","649 UNIVERSITY BLVD
SILVER SPRING, MD 20901
(38.999885, -76.995524)",1,21,8,5,1
ANDY'S BEER AND WINE,15523 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,ABW21694,Off Premise,"JS2Y, INC","15523 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20905
(39.110833, -76.995814)",1,8,29,5,1
3 STAR CONVENIENCE STORE,18524 WOODFIELD ROAD,GAITHERSBURG,MD,20879,ABW194,Off Premise,"CPSS, INC.","18524 WOODFIELD ROAD
GAITHERSBURG, MD 20879
(39.160917, -77.159032)",1,31,36,4,1
WASHINGTONIAN CENTER MARRIOTT,9751 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,BBWLHM011,On Premise,MARRIOTT CORPORATION,"9751 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.113913, -77.195458)",1,33,36,3,21
SEOULFOOD DC,7302 CARROLL AVE,TAKOMA PARK,MD,20912,BBWHR33500,On/Off-Premise,"SEOULFOOD DC, LLC","7302 CARROLL AVE
TAKOMA PARK, MD 20912
(38.978041, -77.005987)",1,3062,4,5,11
CALIENTE RESTAURANT & BAR,2442 ENNALLS AVE,SILVER SPRING,MD,20902,BBWLHR763,On Premise,"CALIENTE RESTAURANT & BAR, COR","2442 ENNALLS AVE
SILVER SPRING, MD 20902
(39.040255, -77.05253)",1,17,16,4,1
CONGRESS RESTAURANT AND LOUNGE,6834 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,BBWLHR573,On Premise,"CONGRESS RESTAURANT & LOUNGE,LLC","6834 NEW HAMPSHIRE AVE
TAKOMA PARK, MD 20912
(38.974251, -76.995484)",1,3062,4,5,1
EVALASH AND NAIL LOUNGE,10225A OLD GEORGETOWN ROAD,BETHESDA,MD,20814,SBSBW18692,On Premise,EVALASH AND NAIL LOUNGE,"10225A OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.022915, -77.123804)",1,111,12,1,1
ATU TRAINING & EDUCATION CENTER,10000 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20903,BBWLCT26487,On Premise,"ATU TRAINING & EDUCATION CEN, INC","10000 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20903
(39.0222, -76.977536)",1,15,18,5,1
MASA HIBACHI STEAKHOUSE & SUSHI,"921 ELLSWORTH DRIVE, UNIT J",SILVER SPRING,MD,20910,BBWLHR705,On Premise,JE DING COROPORATION,"921 ELLSWORTH DRIVE, UNIT J
SILVER SPRING, MD 20910
(38.995973, -77.02637)",1,3065,7,5,1
BENIHANA OF TOKYO,7935 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR040,On Premise,BENIHANA BETHESDA CORPORATION,"7935 WISCONSIN AVE
BETHESDA, MD 20814
(38.990335, -77.095422)",1,111,12,1,1
HOLIDAY INN EXPRESS & SUITES,20260 GOLDENROD LANE,GERMANTOWN,MD,20876,BBWLHM219,On Premise,"GERMANTOWN HOSPITALITY, LLC","20260 GOLDENROD LANE
GERMANTOWN, MD 20876
(39.186833, -77.251449)",1,36,39,2,1
QUICK STOP BEER & WINE,"21101 FREDERICK ROAD, UNIT A",GERMANTOWN,MD,20876,ABWS267,Off Premise,"LEW LIQUORS, LLC.","21101 FREDERICK ROAD, UNIT A
GERMANTOWN, MD 20876
(39.203737, -77.245727)",1,36,39,2,1
"POOLESVILLE BEER, WINE & DELI",19716 FISHER AVE,POOLESVILLE,MD,20837,ABW188,Off Premise,"JOANIE, INC.","19716 FISHER AVE
POOLESVILLE, MD 20837
(39.144975, -77.412785)",1,97,34,1,16
DOWNTOWN CROWN WINE & BEER,303 COPLEY PLACE,GAITHERSBURG,MD,20878,DBW155,On/Off-Premise,"CROWN BEER & WINE, LLC.","303 COPLEY PLACE
GAITHERSBURG, MD 20878
(39.115162, -77.206535)",1,71,25,3,21
CHARM THAI RESTAURANT,"8408 GEORGIA AVE, UNIT A",SILVER SPRING,MD,20910,HBW291,On Premise,"DEEWANDEEKERN, INC.","8408 GEORGIA AVE, UNIT A
SILVER SPRING, MD 20910
(38.99381, -77.026791)",1,3065,7,5,1
GALLERY MARKET & CAFE,11710 OLD GEORGETOWN ROAD,ROCKVILLE,MD,20852,ABW26094,Off Premise,"HARVEY CROP, INC.","11710 OLD GEORGETOWN ROAD
ROCKVILLE, MD 20852
(39.04977, -77.113244)",1,60,19,1,1
HWA GAE JANG TUH,2104 VEIRS MILL RD,ROCKVILLE,MD,20851,BBWLHR37315,On Premise,"QGS, INC.","2104 VEIRS MILL RD
ROCKVILLE, MD 20851
(39.075036, -77.115608)",1,68,25,3,12
SARDI'S TAPHOUSE,3418 OLNEY-LAYTONSVILLE ROAD,OLNEY,MD,20832,BBWLHR21342,On Premise,"SARDIS FUSION, INC","3418 OLNEY-LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.15369, -77.068)",1,100,58,4,1
LA LIMENA GRILL,1093 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR26364,On Premise,"DUIVI, INC","1093 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.070736, -77.131954)",1,60,25,3,12
WILLIAMS BEER & WINE,15440 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,DBW27325,On/Off-Premise,"SONI AND SONS, LLC","15440 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.109307, -76.935328)",1,47,30,5,1
THAI HOUSE RESTAURANT,8369 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879,DBW135,On/Off-Premise,"AEY, INC.","8369 SNOUFFER SCHOOL ROAD
GAITHERSBURG, MD 20879
(39.166707, -77.171498)",1,31,36,4,1
SALA THAI BETHESDA,4828 CORDELL AVE,BETHESDA,MD,20814,BBWLHR178,On Premise,"JA-ROEN-D, INC.","4828 CORDELL AVE
BETHESDA, MD 20814
(38.990584, -77.096926)",1,111,12,1,1
TOMMY JOE'S BAR & GRILL,7940 NORFOLK AVENUE,BETHESDA,MD,20814,BBWLHR19871,On Premise,SOCIAL HEIGHTS RESTAURANT LLC,"7940 NORFOLK AVENUE
BETHESDA, MD 20814
(38.989331, -77.09795)",1,111,12,1,1
PUENTE DE ORO RESTAURANT,11123 VEIRS MILL ROAD,SILVER SPRING,MD,20902,BBWLHR24387,On Premise,"CASTRO & CEDILLOS, INC","11123 VEIRS MILL ROAD
SILVER SPRING, MD 20902
(39.038035, -77.052285)",1,17,16,4,1
FINE WINE OF WHEATON,11211 GEORGIA AVENUE,WHEATON,MD,20902,ABW273,Off Premise,"MJ HOLDINGS, INC","11211 GEORGIA AVENUE
WHEATON, MD 20902
(39.038862, -77.050876)",1,17,16,4,1
LA CASA DEL MOFONGO,"9441 GEORGIA AVE, # 4",SILVER SPRING,MD,20910,BBWLHR786,On Premise,"LA CASA DEL MOFONGO, LLC.","9441 GEORGIA AVE, # 4
SILVER SPRING, MD 20910
(39.009456, -77.040524)",1,3065,7,5,1
VERIDIAN MARKET AND WINE,8010 BLAIR MILL WAY,SILVER SPRING,MD,20910,ABWS26668,Off Premise,"MCH VERIDIAN, INC","8010 BLAIR MILL WAY
SILVER SPRING, MD 20910
(38.989158, -77.027521)",1,3065,7,5,1
CHERCHER ETHIOPIAN CUISINE,4921 BETHESDA AVENUE,BETHESDA,MD,20814,BBWLHR34720,On Premise,"CHERO,LLC","4921 BETHESDA AVENUE
BETHESDA, MD 20814
(38.980808, -77.099271)",1,111,12,1,1
