"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","General Government","County Attorney","Administration","Retirement","General Fund","Tax Supported Funds","Administration","RSP","Personnel Costs","4761.04","0"
"2015","General Government","County Attorney","Administration","Retirement","General Fund","Tax Supported Funds","Administration","ERS","Personnel Costs","147071.64","0"
"2015","General Government","County Attorney","Administration","Retirement","General Fund","Tax Supported Funds","Administration","GRIP","Personnel Costs","10896.87","0"
"2015","General Government","County Attorney","Support Services","Salaries and Wages","General Fund","Tax Supported Funds","Support Services","Full Time Salaries","Personnel Costs","222609.75","0"
"2015","General Government","County Attorney","Support Services","Social Security","General Fund","Tax Supported Funds","Support Services","Social Security- FICA","Personnel Costs","13801.8","0"
"2015","General Government","County Attorney","Support Services","Social Security","General Fund","Tax Supported Funds","Support Services","Social Security- FICA Medicaid","Personnel Costs","3227.84","0"
"2015","General Government","County Attorney","Support Services","Group Insurance","General Fund","Tax Supported Funds","Support Services","Group Insurance","Personnel Costs","39719.5","0"
"2015","General Government","County Attorney","Support Services","Retirement","General Fund","Tax Supported Funds","Support Services","ERS","Personnel Costs","26753.3","0"
"2015","General Government","County Attorney","Support Services","Retirement","General Fund","Tax Supported Funds","Support Services","GRIP","Personnel Costs","6549.51","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Salaries and Wages","General Fund","Tax Supported Funds","Insurance Defense Litigation","Full Time Salaries","Personnel Costs","271002.45","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Social Security","General Fund","Tax Supported Funds","Insurance Defense Litigation","Social Security- FICA","Personnel Costs","16802.15","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Social Security","General Fund","Tax Supported Funds","Insurance Defense Litigation","Social Security- FICA Medicaid","Personnel Costs","3929.54","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Group Insurance","General Fund","Tax Supported Funds","Insurance Defense Litigation","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Retirement","General Fund","Tax Supported Funds","Insurance Defense Litigation","RSP","Personnel Costs","9141.66","0"
"2015","General Government","County Attorney","Insurance Defense Litigation","Retirement","General Fund","Tax Supported Funds","Insurance Defense Litigation","GRIP","Personnel Costs","7187.3","0"
"2015","General Government","County Attorney","Health and Human Services","Salaries and Wages","General Fund","Tax Supported Funds","Health & Human Services","Full Time Salaries","Personnel Costs","510780.61","0"
"2015","General Government","County Attorney","Health and Human Services","Salaries and Wages","General Fund","Tax Supported Funds","Health & Human Services","Salary Charges To Others","Personnel Costs","-144188.5","0"
"2015","General Government","County Attorney","Health and Human Services","Social Security","General Fund","Tax Supported Funds","Health & Human Services","Social Security- FICA","Personnel Costs","30575.03","0"
"2015","General Government","County Attorney","Health and Human Services","Social Security","General Fund","Tax Supported Funds","Health & Human Services","Social Security- FICA Medicaid","Personnel Costs","7406.32","0"
"2015","General Government","County Attorney","Health and Human Services","Social Security","General Fund","Tax Supported Funds","Health & Human Services","Social Security- Charge to Others","Personnel Costs","-11030.42","0"
"2015","General Government","County Attorney","Health and Human Services","Group Insurance","General Fund","Tax Supported Funds","Health & Human Services","Group Insurance","Personnel Costs","64410","0"
"2015","General Government","County Attorney","Health and Human Services","Group Insurance","General Fund","Tax Supported Funds","Health & Human Services","Group Insurance- Charges to Others","Personnel Costs","-21628.27","0"
"2015","General Government","County Attorney","Health and Human Services","Retirement","General Fund","Tax Supported Funds","Health & Human Services","Retirement- Charges to Others","Personnel Costs","-17446.81","0"
"2015","Transportation","Transportation","Ride On","Retirement","Mass Transit","Tax Supported Funds","Transit Safety","GRIP","Personnel Costs","6116.94","0"
"2015","General Government","County Attorney","Health and Human Services","Retirement","General Fund","Tax Supported Funds","Health & Human Services","RSP","Personnel Costs","18413.29","0"
"2015","General Government","Human Resources","Equal Employment Opportunity and Diversity","Social Security","General Fund","Tax Supported Funds","EEO And Diversity Management","Social Security- FICA","Personnel Costs","12490.2","0"
"2015","General Government","Human Resources","Equal Employment Opportunity and Diversity","Social Security","General Fund","Tax Supported Funds","EEO And Diversity Management","Social Security- FICA Medicaid","Personnel Costs","3167.25","0"
"2015","General Government","Human Resources","Equal Employment Opportunity and Diversity","Group Insurance","General Fund","Tax Supported Funds","EEO And Diversity Management","Group Insurance","Personnel Costs","21470","0"
"2015","General Government","Human Resources","Equal Employment Opportunity and Diversity","Retirement","General Fund","Tax Supported Funds","EEO And Diversity Management","RSP","Personnel Costs","6604.39","0"
"2015","General Government","Human Resources","Equal Employment Opportunity and Diversity","Retirement","General Fund","Tax Supported Funds","EEO And Diversity Management","GRIP","Personnel Costs","9130.88","0"
"2015","General Government","Human Resources","Occupational Medical Services","Salaries and Wages","General Fund","Tax Supported Funds","Occupational Medical Services","Full Time Salaries","Personnel Costs","74308.12","0"
"2015","General Government","Human Resources","Occupational Medical Services","Social Security","General Fund","Tax Supported Funds","Occupational Medical Services","Social Security- FICA","Personnel Costs","4607.1","0"
"2015","General Government","Human Resources","Occupational Medical Services","Social Security","General Fund","Tax Supported Funds","Occupational Medical Services","Social Security- FICA Medicaid","Personnel Costs","1077.47","0"
"2015","General Government","Human Resources","Occupational Medical Services","Group Insurance","General Fund","Tax Supported Funds","Occupational Medical Services","Group Insurance","Personnel Costs","11808.5","0"
"2015","General Government","Human Resources","Occupational Medical Services","Retirement","General Fund","Tax Supported Funds","Occupational Medical Services","RSP","Personnel Costs","530.82","0"
"2015","General Government","Human Resources","Occupational Medical Services","Retirement","General Fund","Tax Supported Funds","Occupational Medical Services","GRIP","Personnel Costs","4547.62","0"
"2015","General Government","Human Resources","Occupational Medical Services","Salaries and Wages","General Fund","Tax Supported Funds","Police Stress Management","Full Time Salaries","Personnel Costs","135129.96","0"
"2015","General Government","Human Resources","Occupational Medical Services","Salaries and Wages","General Fund","Tax Supported Funds","Police Stress Management","Part Time Salaries","Personnel Costs","62679.93","0"
"2015","General Government","Human Resources","Occupational Medical Services","Social Security","General Fund","Tax Supported Funds","Police Stress Management","Social Security- FICA","Personnel Costs","11257.96","0"
"2015","General Government","Human Resources","Occupational Medical Services","Social Security","General Fund","Tax Supported Funds","Police Stress Management","Social Security- FICA Medicaid","Personnel Costs","2868.24","0"
"2015","General Government","Human Resources","Occupational Medical Services","Group Insurance","General Fund","Tax Supported Funds","Police Stress Management","Group Insurance","Personnel Costs","21470","0"
"2015","General Government","Technology Services","Office of the Chief Information Officer","Salaries and Wages","General Fund","Tax Supported Funds","DTS - CIO Office","Full Time Salaries","Personnel Costs","277401.74","0"
