"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Social Security","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Social Security- FICA","Personnel Costs","25511.57","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Social Security","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Social Security- FICA Medicaid","Personnel Costs","5966.42","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Group Insurance","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Group Insurance","Personnel Costs","69777.5","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Retirement","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","RSP","Personnel Costs","10417.74","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Retirement","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","ERS","Personnel Costs","76684.59","0"
"2015","Health and Human Services","Health and Human Services","Forensic Services - Adult","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Jail Addiction Services","Full Time Salaries","Personnel Costs","67141.82","0"
"2015","Health and Human Services","Health and Human Services","Forensic Services - Adult","Social Security","Grant Fund","Non-Tax Supported Funds","Jail Addiction Services","Social Security- FICA","Personnel Costs","4162.79","0"
"2015","Health and Human Services","Health and Human Services","Forensic Services - Adult","Social Security","Grant Fund","Non-Tax Supported Funds","Jail Addiction Services","Social Security- FICA Medicaid","Personnel Costs","973.56","0"
"2015","Health and Human Services","Health and Human Services","Forensic Services - Adult","Group Insurance","Grant Fund","Non-Tax Supported Funds","Jail Addiction Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Forensic Services - Adult","Retirement","Grant Fund","Non-Tax Supported Funds","Jail Addiction Services","RSP","Personnel Costs","5371.35","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Full Time Salaries","Personnel Costs","63263.04","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Part Time Salaries","Personnel Costs","19842.5","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Social Security- FICA","Personnel Costs","5152.54","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Social Security- FICA Medicaid","Personnel Costs","1205.03","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Group Insurance","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Women's Health Services","GRIP","Personnel Costs","5584.69","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Full Time Salaries","Personnel Costs","118895.06","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA","Personnel Costs","7371.49","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA Medicaid","Personnel Costs","1723.98","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Group Insurance","Personnel Costs","16102.5","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","GRIP","Personnel Costs","5620.51","0"
"2015","Health and Human Services","Health and Human Services","Housing Stabilization Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Emergency Housing Assistance","Full Time Salaries","Personnel Costs","118447.05","0"
"2015","Health and Human Services","Health and Human Services","Housing Stabilization Services","Retirement","Grant Fund","Non-Tax Supported Funds","Emergency Housing Assistance","RSP","Personnel Costs","3915.06","0"
"2015","Health and Human Services","Health and Human Services","Housing Stabilization Services","Retirement","Grant Fund","Non-Tax Supported Funds","Emergency Housing Assistance","ERS","Personnel Costs","9066.32","0"
"2015","Health and Human Services","Health and Human Services","Planning, Accountability & Customer Service","Retirement","Grant Fund","Non-Tax Supported Funds","Planning, Accountability & Customer Service","Retirement- Charges to Others","Personnel Costs","-6143.48","0"
"2015","Health and Human Services","Health and Human Services","Planning, Accountability & Customer Service","Retirement","Grant Fund","Non-Tax Supported Funds","Planning, Accountability & Customer Service","RSP","Personnel Costs","2906.3","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- Charge to Others","Personnel Costs","-1436.33","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Group Insurance","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Home Care Services","Social Security","Grant Fund","Non-Tax Supported Funds","Home Care Services","Social Security- FICA Medicaid","Personnel Costs","13770.5","0"
"2015","Health and Human Services","Health and Human Services","Home Care Services","Social Security","Grant Fund","Non-Tax Supported Funds","Home Care Services","Social Security- Charge to Others","Personnel Costs","-42498.35","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Salary Charges To Others","Personnel Costs","-782610.02","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Full Time Salaries","Personnel Costs","680073.35","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Salary Charges To Others","Personnel Costs","-301190.35","0"
"2015","Health and Human Services","Health and Human Services","Child Care Subsidies","Social Security","Grant Fund","Non-Tax Supported Funds","Child Care Subsidies- Admin","Social Security- FICA","Personnel Costs","42164.55","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Fiscal Team","RSP","Personnel Costs","4597.23","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Full Time Salaries","Personnel Costs","56679.04","0"
"2015","Health and Human Services","Health and Human Services","Facilities & Logistical Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Facilities & Logistical Services","Salary Charges To Others","Personnel Costs","-21706.12","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Medical Assistance Eligibility Services","Salary Charges To Others","Personnel Costs","-497545.83","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","GRIP","Personnel Costs","44132.14","0"
"2015","Health and Human Services","Health and Human Services","Chief Operating Officer","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief Operating Officer","Full Time Salaries","Personnel Costs","94699.51","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Budget Team","Full Time Salaries","Personnel Costs","168313","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Budget Team","Salary Charges To Others","Personnel Costs","-92739.89","0"
"2015","Health and Human Services","Health and Human Services","Budget  Team","Social Security","Grant Fund","Non-Tax Supported Funds","Budget Team","Social Security- FICA","Personnel Costs","10435.41","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Full Time Salaries","Personnel Costs","882508.29","0"
"2015","Health and Human Services","Health and Human Services","Financial Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Fiscal Team","Salary Charges To Others","Personnel Costs","-487012.99","0"
"2015","Health and Human Services","Health and Human Services","Chief Children, Youth & Families","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief - Children, Youth & Families","Full Time Salaries","Personnel Costs","358183.97","0"
