"the_geom","id","address_id","business_name","full_address","city","address_jurisdiction","state","zip","country","phone_number","website","resource_type","sub_resource_type","shelter_location","address_authority","subdivision","business_naics_code","service_type","service_name","st_prefix_dir","st_name","st_suffix_type","st_suffix_dir","st_ext","private_street","ward_number","tax_section","longitude","condominium","frontage_road","street_jurisdiction","abc","street_name_complete","latitude","st_prefix_type","created_date","address_no_complete","modified_date"
"POINT (-91.153582376921 30.494301603824)","178503","152817",,"3610 SYCAMORE ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SCHORTEN PLACE",,,,,"SYCAMORE","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SYCAMORE ST","30",,,"3610",
"POINT (-91.13546392983 30.468912957978)","119695","93070",,"5365 MADISON AVE","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","EAST FAIRFIELDS",,,,,"MADISON","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"MADISON AVE","30",,,"5365",
"POINT (-91.032909502038 30.549916189818)","180438","206437","AWARD TECHNOLOGIES","11155 SULLIVAN RD","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","NONE","815000",,,,"SULLIVAN","RD",,,"NO","3","1","-91","NO","NO","CENTRAL","NO","SULLIVAN RD","31",,,"11155",
"POINT (-90.998140774916 30.554489760804)","195919","210181",,"17225 LAWNSIDE AVE","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","CEDAR MILL RUN",,,,,"LAWNSIDE","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"LAWNSIDE AVE","31",,,"17225",
"POINT (-91.13070619082 30.492395240833)","125353","99202",,"5976 VICTORY DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","HIGHLAND HEIGHTS",,,,,"VICTORY","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"VICTORY DR","30",,,"5976",
"POINT (-91.138394450572 30.478021293349)","127731","91108",,"5224 BRADLEY ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTH DAYTON",,,,,"BRADLEY","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"BRADLEY ST","30",,,"5224",
"POINT (-91.125488578246 30.450657354043)","146912","136911",,"6240 FLORIDA BLVD","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","NONE",,,,,"FLORIDA","BLVD",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"FLORIDA BLVD","30",,,"6240","2021-03-19T15:36:46.000Z"
"POINT (-91.109735568518 30.33948714878)","160118","183031",,"10913 PRESERVATION WAY","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","PRESERVE AT HARVESTON, THE",,,,,"PRESERVATION","WAY",,,"NO","3","0","-91","NO","NO","EBRP",,"PRESERVATION WAY","30",,,"10913",
"POINT (-91.000323910933 30.407302478465)","80764","86910",,"4811 ANTIOCH BLVD","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","SHENANDOAH ESTATES",,,,,"ANTIOCH","BLVD",,,"NO","3","0","-91","NO","NO","EBRP",,"ANTIOCH BLVD","30",,,"4811",
"POINT (-91.062261241458 30.402370244039)","70149","6995",,"10804 WOODLAND OAKS DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","WOODLAND COLLECTION",,,,,"WOODLAND OAKS","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"WOODLAND OAKS DR","30",,,"10804",
"POINT (-91.081541844079 30.482604161052)","132046","126900",,"9568 SWINGALONG AVE","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","OAK FOREST",,,,,"SWINGALONG","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"SWINGALONG AVE","30",,,"9568",
"POINT (-91.16419913067 30.518178577967)","8002","147531",,"2735 77TH AVE","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHERN HEIGHTS",,,,,"77TH","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"77TH AVE","31",,,"2735",
"POINT (-91.170759944693 30.437255037478)","114712","18574",,"1251 S 17TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","HERO PARK",,,,"S","17TH","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"S 17TH ST","30",,,"1251",
"POINT (-91.008557079623 30.43764411612)","149358","136783","CHINA KING RESTAURANT","2132 O'NEAL LN","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,"RESTAURANT",,"NO","BATON ROUGE","WEDGEWOOD","722000",,,,"O'NEAL","LN",,,"NO","1","4","-91","NO","NO",,"NO","O'NEAL LN","30",,,"2132",
"POINT (-91.114528408735 30.441309241547)","26232","118499",,"853 FINCHLEY AVE","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","GOODWOOD ESTATES",,,,,"FINCHLEY","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"FINCHLEY AVE","30",,,"853",
"POINT (-91.139316864122 30.37825399473)","37617","110490","CHASE BANK","7346 HIGHLAND RD","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,"FINANCIAL INSTITUTION","BANK","NO","BATON ROUGE","NONE","521110",,,,"HIGHLAND","RD",,,"NO","1","3","-91","NO","NO",,"NO","HIGHLAND RD","30",,,"7346",
"POINT (-91.120122471238 30.381896366541)","60909","115526",,"812 MAGNOLIA WOOD AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","MAGNOLIA WOOD",,,,,"MAGNOLIA WOOD","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"MAGNOLIA WOOD AVE","30",,,"812",
"POINT (-91.079100111698 30.572630185586)","194294","207788",,"14324 CAREY RD","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","CENTRAL","NONE",,,,,"CAREY","RD",,,"NO","3","1","-91","NO","NO","CENTRAL",,"CAREY RD","31",,,"14324",
"POINT (-91.202207875672 30.537004913662)","99460","1766","SOUTHERN BLUFF","10209 AVENUE M","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,"CONSTRUCTION",,"NO","BATON ROUGE","HIGHLAND FARMS","238210",,,,"M",,,,"NO","1","5","-91","NO","NO","BATON ROUGE","NO","AVENUE M","31","AVENUE",,"10209",
"POINT (-91.037503196901 30.414341357564)","81020","20215",,"12736 STUTGART AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","STUMBERG PLACE",,,,,"STUTGART","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"STUTGART AVE","30",,,"12736",
"POINT (-91.194239391569 30.613087964598)","5589","169756",,"T 1151 HECK YOUNG RD","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"HECK YOUNG","RD",,,"NO","2","5","-91","NO","NO","EBRP",,"HECK YOUNG RD","31",,,"T 1151",
"POINT (-91.093884554117 30.479207249298)","137483","69654",,"3163 MARYDON DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","EAST OAKCREST",,,,,"MARYDON","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"MARYDON DR","30",,,"3163",
"POINT (-91.10140648934 30.367921252089)","159339","182001",,"954 RIDGEPOINT CT","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","BLUEBONNET RIDGE",,,,,"RIDGEPOINT","CT",,,"NO","3","0","-91","YES","NO","EBRP",,"RIDGEPOINT CT","30",,,"954",
"POINT (-91.119785952797 30.520140083275)","107630","113969","SILVERLEAF HOME","7844 SILVERLEAF DR","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,"HEALTH CARE",,"NO","PARISH","FOREST HEIGHTS PARK","621000",,,,"SILVERLEAF","DR",,,"NO","2","1","-91","NO","NO","EBRP","NO","SILVERLEAF DR","31",,,"7844",
"POINT (-91.16381494728 30.581573378895)","159824","188133",,"3547 HARRISON ST","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","BAKER HEIGHTS",,,,,"HARRISON","ST",,,"NO","2","2","-91","NO","NO","BAKER",,"HARRISON ST","31",,,"3547",
"POINT (-91.132258232058 30.445332050082)","740","140344","ADORE HER BEAUTY MAKEUP STUDIO & SPA","5635 GOVERNMENT ST","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","NONE","812000",,,,"GOVERNMENT","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","GOVERNMENT ST","30",,,"5635",
"POINT (-91.040562450996 30.399932931034)","94639","138152",,"5626 PARKKNOLL PLACE DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","PARKKNOLL PLACE",,,,,"PARKKNOLL PLACE","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"PARKKNOLL PLACE DR","30",,,"5626",
"POINT (-91.175080137532 30.426543488843)","151764","56125",,"2233 GEORGIA ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTH BATON ROUGE",,,,,"GEORGIA","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"GEORGIA ST","30",,,"2233",
"POINT (-91.172679719165 30.390519551246)","45001","89884","BROOKE HOLLOW CONDOS","5101 NICHOLSON DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,"MULTI FAMILY RESIDENCE","CONDOMINIUM","NO","BATON ROUGE","ARLINGTON PLANTATION","531311",,,,"NICHOLSON","DR",,,"NO","1","3","-91","YES","NO",,"NO","NICHOLSON DR","30",,,"5101",
"POINT (-91.073531775364 30.453942557927)","27533","55433",,"221 ANTRIM DR, STE C","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","ONE FLORIDA PLACE II",,,,,"ANTRIM","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"ANTRIM DR","30",,,"221 STE C",
"POINT (-91.072310903484 30.490251224929)","20077","760","FRANK ARD INVESTMENTS INC","10088 GREENWELL SPRINGS RD","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","PASADENA","541000",,,,"GREENWELL SPRINGS","RD",,,"NO","1","4","-91","NO","NO",,"NO","GREENWELL SPRINGS RD","30",,,"10088",
"POINT (-91.044947905881 30.347420275819)","71250","44369",,"17849 BRITISH LN","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","HERITAGE ESTATES",,,,,"BRITISH","LN",,,"NO","3","0","-91","NO","NO","EBRP",,"BRITISH LN","30",,,"17849",
"POINT (-91.149387451717 30.4435689931)","128284","93922",,"545 BLANCHARD ST","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","CAPITAL HEIGHTS",,,,,"BLANCHARD","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"BLANCHARD ST","30",,,"545",
"POINT (-91.180383836736 30.681960785971)","180369","196573",,"8287 OAKLEY DR","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","RICHLAND",,,,,"OAKLEY","DR",,,"NO","2","3","-91","NO","NO","ZACHARY",,"OAKLEY DR","31",,,"8287",
"POINT (-91.142900708821 30.48182245233)","146630","136562",,"4777 CHARLES ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","BEL-AIR",,,,,"CHARLES","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"CHARLES ST","30",,,"4777",
"POINT (-91.121585678944 30.500120980632)","124997","93868",,"5444 WINTER AVE","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","MERRYDALE",,,,,"WINTER","AVE",,,"NO","2","1","-91","NO","NO","EBRP",,"WINTER AVE","31",,,"5444",
"POINT (-91.003566271787 30.48050242626)","141382","69377",,"3147 WINNIPEG DR","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","PARISH","VILLAGE COTE'",,,,,"WINNIPEG","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"WINNIPEG DR","30",,,"3147",
"POINT (-91.065222951641 30.394559760653)","72917","6658",,"10746 PINEBROOK AVE","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","JEFFERSON TERRACE",,,,,"PINEBROOK","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"PINEBROOK AVE","30",,,"10746",
"POINT (-91.086560714292 30.492866014765)","136379","123021",,"9165 RIDGEWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","PARISH","SUNNYBROOK",,,,,"RIDGEWOOD","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"RIDGEWOOD DR","30",,,"9165",
"POINT (-91.134421324717 30.499122789059)","104368","93226",,"5389 ANNETTE ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","BROOKSTOWN PLACE",,,,,"ANNETTE","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"ANNETTE ST","30",,,"5389",
"POINT (-91.115902582958 30.507023737618)","96507","111484",,"7475 MAPLEWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","GREENDALE",,,,,"MAPLEWOOD","DR",,,"NO","2","1","-91","NO","NO",,,"MAPLEWOOD DR","31",,,"7475",
"POINT (-91.05438245342 30.421774136438)","27275","68321","USALARM","3084 WESTFORK DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,"PROFESSIONAL SERVICES",,"NO","PARISH","WESTFORK OFFICE PARK","561621",,,,"WESTFORK","DR",,,"NO","3","0","-91","NO","NO",,"NO","WESTFORK DR","30",,,"3084",
"POINT (-91.185772058337 30.446828667172)","18872","83893","O'BRIEN HOUSE INC","446 NORTH BLVD","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","BEAUREGARD TOWN","815000",,,,"NORTH","BLVD",,,"NO","1","1","-91","NO","NO","BATON ROUGE","NO","NORTH BLVD","30",,,"446",
"POINT (-90.981211773932 30.352479210409)","86972","46126",,"18319 LAKE IRIS AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AZALEA LAKES",,,,,"LAKE IRIS","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"LAKE IRIS AVE","30",,,"18319",
"POINT (-91.145698579129 30.698160370165)","91350","150108",,"23750 ZACHARY-SLAUGHTER HWY","SLAUGHTER","EBRP","LOUISIANA","70777","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"ZACHARY-SLAUGHTER","HWY",,,"NO","2","5","-91","NO","NO",,,"ZACHARY-SLAUGHTER HWY","31",,,"23750",
"POINT (-91.02674657637 30.328791935052)","70547","44845",,"18018 E AUGUSTA DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","COUNTRY CLUB OF LOUISIANA",,,,"E","AUGUSTA","DR",,,"YES","3","0","-91","NO","NO","EBRP",,"E AUGUSTA DR","30",,,"18018",
"POINT (-91.138165649764 30.356902551565)","34295","114846",,"8019 NED AVE","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","WILLOW VIEW",,,,,"NED","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"NED AVE","30",,,"8019",
"POINT (-91.116362704267 30.450033863099)","119899","135627","ACADIAN VILLAGE TOWNHOMES","111 SHIP DR, STE 7Y","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,"APARTMENT",,"NO","BATON ROUGE","ACADIAN VILLAGE TOWNHOME COMMUNITY","531110",,,,"SHIP","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","SHIP DR","30",,,"111 STE 7Y",
"POINT (-91.139771036995 30.360315470915)","32023","114737","ONE UP  FALL PREVENTION LLC","8000 INNOVATION PARK DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","LSU","NONE","621000",,,,"INNOVATION PARK","DR",,,"NO","3","0","-91","NO","NO",,"NO","INNOVATION PARK DR","30",,,"8000",
"POINT (-91.095370061886 30.414876740608)","42099","76147",,"12 JAMESTOWNE CT","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","JAMESTOWNE COURT",,,,,"JAMESTOWNE","CT",,,"YES","3","0","-91","NO","NO","EBRP",,"JAMESTOWNE CT","30",,,"12","2021-12-14T20:39:48.000Z"
"POINT (-91.060493872689 30.608062956416)","178670","200049",,"16522 OLD SETTLEMENT RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","CENTRAL","OLD SETTLEMENT PLACE",,,,,"OLD SETTLEMENT","RD",,,"NO","3","1","-91","NO","NO","CENTRAL",,"OLD SETTLEMENT RD","31",,,"16522",
"POINT (-91.155664656913 30.591808259642)","183388","189564",,"1534 DEBRA DR","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","BAKER LOTS AND ACRES",,,,,"DEBRA","DR",,,"NO","2","2","-91","NO","NO","BAKER",,"DEBRA DR","31",,,"1534",
"POINT (-91.18984657046 30.420008070758)","1810","158105",,"1216 ASTER ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","COLLEGE PARK",,,,,"ASTER","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"ASTER ST","30",,,"1216",
"POINT (-91.162339612436 30.482681287347)","17805","76400",,"3762 ALLIQUIPA ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SUBURB ISTROUMA",,,,,"ALLIQUIPA","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"ALLIQUIPA ST","30",,,"3762",
"POINT (-91.116449243293 30.510172236351)","98820","111325",,"7452 GLEN OAKS DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","SOUTH FOREST HEIGHTS PARK",,,,,"GLEN OAKS","DR",,,"NO","2","1","-91","NO","NO",,,"GLEN OAKS DR","31",,,"7452",
"POINT (-91.154391709878 30.410269650734)","78531","24505",,"1365 STEPHENS AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","AUDUBON PLACE",,,,,"STEPHENS","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"STEPHENS AVE","30",,,"1365",
"POINT (-91.025719265711 30.447358762452)","138927","51995",,"2034 PECAN RIDGE AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","COUNTRY RIDGE",,,,,"PECAN RIDGE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"PECAN RIDGE AVE","30",,,"2034",
"POINT (-91.040185959907 30.399179192319)","96420","138163",,"5707 PARKKNOLL PLACE DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","PARKKNOLL PLACE",,,,,"PARKKNOLL PLACE","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"PARKKNOLL PLACE DR","30",,,"5707",
"POINT (-91.084335953601 30.440081804547)","150316","144373","ARKEL INTERNATIONAL, INC.","9425 LINDALE AVE, STE D","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,"CONSTRUCTION",,"NO","BATON ROUGE","BROADMOOR PLAZA","236220",,,,"LINDALE","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE","NO","LINDALE AVE","30",,,"9425 STE D",
"POINT (-91.100334749966 30.422709710641)","3847","138079","GULF SOUTH TECH SOLUTIONS","7916 WRENWOOD BLVD","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","NONE","541512",,,,"WRENWOOD","BLVD",,,"NO","1","3","-91","YES","NO","BATON ROUGE","NO","WRENWOOD BLVD","30",,,"7916",
"POINT (-91.11242429632 30.38509830072)","42846","23477",,"1348 STARING LN","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTH HILLS",,,,,"STARING","LN",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"STARING LN","30",,,"1348",
"POINT (-91.205073426223 30.70270017617)","161155","195435",,"23000-24000 OLD SCENIC HWY","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","NONE",,,,,"OLD SCENIC","HWY",,,"NO","2","3","-91","NO","NO",,,"OLD SCENIC HWY","31",,,"23000-24000",
"POINT (-91.093859271551 30.372140094979)","66574","6235",,"10716 ERIN VALE AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","GREENBRIAR HOLLOW",,,,,"ERIN VALE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"ERIN VALE AVE","30",,,"10716",
"POINT (-91.114705421954 30.347856174832)","89102","3915",,"10435 SPRINGBROOK AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","SPRINGLAKE AT BLUEBONNET HIGHLANDS",,,,,"SPRINGBROOK","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"SPRINGBROOK AVE","30",,,"10435",
"POINT (-91.151095935641 30.663935531304)","18166","241095",,"BILLBD 6565 ZACHARY-SLAUGHTER HWY","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","NONE",,"BILLBOARD",,,"ZACHARY-SLAUGHTER","HWY",,,"NO","2","3","-91","NO","NO",,,"ZACHARY-SLAUGHTER HWY","31",,,"BILLBD 6565",
"POINT (-91.034486226197 30.416157532363)","63617","79324",,"4027 COUNTRY VIEW DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","COUNTRY MANOR",,,,,"COUNTRY VIEW","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"COUNTRY VIEW DR","30",,,"4027",
"POINT (-91.180271882337 30.386370000406)","83684","91913",,"5273 BRIGHTSIDE VIEW DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","BRIGHTSIDE PARK",,,,,"BRIGHTSIDE VIEW","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"BRIGHTSIDE VIEW DR","30",,,"5273",
"POINT (-91.035161856541 30.340325171147)","79700","44612",,"17930 INVERNESS AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","COUNTRY CLUB OF LOUISIANA",,,,,"INVERNESS","AVE",,,"YES","3","0","-91","NO","NO","EBRP",,"INVERNESS AVE","30",,,"17930",
"POINT (-91.186032314273 30.519778354502)","18636","169644",,"800-900 HARDING BLVD","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHERN HEIGHTS",,,,,"HARDING","BLVD",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"HARDING BLVD","31",,,"800-900",
"POINT (-91.041217532283 30.429447424888)","190133","60214",,"2463 WOODLAND RIDGE BLVD","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","WOODLAND RIDGE",,,,,"WOODLAND RIDGE","BLVD",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WOODLAND RIDGE BLVD","30",,,"2463",
"POINT (-91.138189394547 30.513528886612)","101640","91841",,"5265 SUMRALL DR","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","GLEN OAKS",,,,,"SUMRALL","DR",,,"NO","1","2","-91","NO","NO",,,"SUMRALL DR","31",,,"5265",
"POINT (-91.088479293122 30.348442645544)","32718","237563",,"12819 GREAT TERN AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","WILLOWS AT BAYOU FOUNTAIN",,,,,"GREAT TERN","AVE",,,"YES","3","0","-91","NO","NO","EBRP",,"GREAT TERN AVE","30",,,"12819",
"POINT (-91.245057181529 30.667533645549)","99395","143239",,"570 FLONACHER RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"FLONACHER","RD",,,"NO","2","5","-91","NO","NO",,,"FLONACHER RD","31",,,"570",
"POINT (-91.043052823622 30.494192630034)","138616","20722",,"12864 CANTERBURY DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","PARISH","GREENWELL FOREST",,,,,"CANTERBURY","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"CANTERBURY DR","30",,,"12864",
"POINT (-91.038585932529 30.345301748276)","69910","44603","LAMOTHE CONSULTING LLC","17929 PECAN SHADOWS DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","COUNTRY CLUB WEST","815000",,,,"PECAN SHADOWS","DR",,,"NO","3","0","-91","NO","NO","EBRP","NO","PECAN SHADOWS DR","30",,,"17929",
"POINT (-91.102613090453 30.387687825742)","60206","67222",,"3020 MADEIRA DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","HOMEWOOD",,,,,"MADEIRA","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"MADEIRA DR","30",,,"3020",
"POINT (-91.147987612174 30.414542352371)","60626","81483",,"4233 ARROWHEAD ST","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHDOWNS",,,,,"ARROWHEAD","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"ARROWHEAD ST","30",,,"4233",
"POINT (-91.015299653216 30.373267081984)","189134","228191",,"15614 ROSE MEADOW DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","LONG FARM VILLAGE",,,,,"ROSE MEADOW","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"ROSE MEADOW DR","30",,,"15614",
"POINT (-91.071852983367 30.435742610654)","130664","45736",,"1823 TUDOR DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","BROADMOOR PLACE",,,,,"TUDOR","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"TUDOR DR","30",,,"1823",
"POINT (-91.157750079266 30.478967209588)","111005","69975",,"3204 OZARK ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","ROSALIE PARK",,,,,"OZARK","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"OZARK ST","30",,,"3204",
