"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location","stld","stateofdomicile"
"Great West Casualty Company","Property Casualty","11371","1172","false","1100 West 29th St.","PO Box 277","SOUTH SIOUX CITY","NE","68776-0277","402-494-7397","1100 WEST 29TH STREET",,"SOUTH SIOUX CITY","NE","68776-3130","402-494-8574","Non Iowa Stock Fire And Casualty Company","Stock","Great West Insurance Company","POINT (-96.427251 42.462514)","POINT (-96.427251 42.462514)",,"NE"
"Argonaut Insurance Company","Property Casualty","19801","1177","false","PO Box 469011",,"SAN ANTONIO","TX","78246-9011","8004707958","P. O. BOX 469011",,"SAN ANTONIO","TX","78246","800-470-7958","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"IL"
"American Family Life Insurance Company","Life","60399","1178","false","6000 American Parkway",,"MADISON","WI","53783","800-692-6326","6000 AMERICAN PARKWAY",,"MADISON","WI","53783-0001","608-249-2111-00000","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-89.285375 43.155727)","POINT (-89.285375 43.155727)",,"WI"
"Protective Insurance Company","Property Casualty","12416","1188","false","111 Congressional Blvd., Suite 500",,"CARMEL","IN","46032","3176369800","111 CONGRESSIONAL BLVD., SUITE 500",,"CARMEL","IN","46032","317-636-9800-2504","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-86.153469 39.958281)","POINT (-86.153469 39.958281)",,"IN"
"Capitol Life Insurance Company","Life","61581","1189","false","1605 LBJ Freeway, Suite 700",,"DALLAS","TX","75234","469-522-4465","1605 LBJ Freeway, Suite 700",,"Dallas","TX","75234","469-522-4400","Non Iowa Stock Life - with A & H","Stock","Capitol Life Insurance Company (The)",,,,"TX"
"Federated Life Insurance Company","Life","63258","1191","false","121 East Park Square",,"OWATONNA","MN","55060","888-333-4949","121 EAST PARK SQUARE",,"OWATONNA","MN","55060","507-455-5387","Non Iowa Stock Life - with A & H","Stock",,"POINT (-93.225466 44.084027)","POINT (-93.225466 44.084027)",,"MN"
"Shelter Mutual Insurance Company","Property Casualty","23388","1195","false","1817 West Broadway",,"COLUMBIA","MO","65218","573-214-4458","1817 WEST BROADWAY",,"COLUMBIA","MO","65218-0001","573-214-4458","Non Iowa Mutual Fire And Casualty Co","Mutual","MFA Mutual Insurance Company","POINT (-92.36717 38.953504)","POINT (-92.36717 38.953504)",,"MO"
"Canal Insurance Company","Property Casualty","10464","1199","false","PO BOX 7",,"GREENVILLE","SC","29602","864-242-5365","400 East Stone Ave",,"Greenville","SC","29601","864-242-5365","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-82.387584 34.859772)",,"SC"
"Colonial Life & Accident Insurance Company","Life","62049","1200","false","1200 Colonial Life Blvd",,"COLUMBIA","SC","29210","800-325-4368","1200 COLONIAL LIFE BOULEVARD",,"COLUMBIA","SC","29210","800-325-4368","Non Iowa Stock Life - with A & H","Stock",,"POINT (-81.093074 34.026032)","POINT (-81.093074 34.026032)",,"SC"
"Commerce and Industry Insurance Company","Property Casualty","19410","1204","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","2127707000","1271 AVENUE OF THE AMERICAS , 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)",,"NY"
"State Life Insurance Company (The)","Life","69116","1206","false","PO BOX 406",,"INDIANAPOLIS","IN","46206","317-285-1186","P.O. BOX 368",,"INDIANAPOLIS","IN","46206-0368","317-285-1186","Non Iowa Stock Life - with A & H","Stock",,,,,"IN"
"Mid-Continent Casualty Company","Property Casualty","23418","1208","false","PO BOX 1409",,"TULSA","OK","74101","800-722-4994","1437 SOUTH BOULDER DR.",,"TULSA","OK","74119","918-587-7221","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-95.988468 36.141121)",,"OH"
"Nassau Life Insurance Company of Kansas","Life","68284","1210","false","P.O Box 958465",,"LAKE MARY","FL","32795-8465","800-444-0321","ONE AMERICAN ROW",,"HARTFORD","CT","06103","407-547-3357","Non Iowa Stock Life - with A & H","Stock","Pyramid Life Insurance Company",,,,"KS"
"Southern Insurance Company","Property Casualty","19216","1211","false","PO Box 809076",,"DALLAS","TX","75380-9076","800-777-2249","800 SUPERIOR AVE. E, 21ST FLOOR",,"CLEVELAND","OH","44114","216-328-3451","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-81.689017 41.502022)",,"TX"
"CMFG Life Insurance Company","Life","62626","1221","true","PO BOX 391",,"MADISON","WI","53701","608-238-5851","5910 MINERAL POINT ROAD",,"MADISON","WI","53705","800-356-2644","Iowa Stock Life - with A & H","Stock","CUNA Mutual Insurance Society",,"POINT (-89.483931 43.06086)",,"IA"
"Fidelity & Guaranty Life Insurance Company","Life","63274","1226","true","801 GRAND AVENUE, SUITE 2600",,"DES MOINES","IA","50309","(866) 846-4660","801 GRAND AVE. SUITE 2600",,"DES MOINES","IA","50309","402-479-8923","Iowa Stock Life - with A & H","Stock","OM Financial Life Insurance Company, Fidelity and Guaranty Life Insurance Company","POINT (-93.628366 41.587105)","POINT (-93.628366 41.587105)",,"IA"
"Surety Life Insurance Company","Life","69310","1231","false","201 N.E. Mulberry",,"LEE'S SUMMIT","MO","64086-5862","8162575500","2940 S. 84th Street",,"Lincoln","NE","68520","402-975-6559","Non Iowa Stock Life - with A & H","Stock",,"POINT (-94.375235 38.940518)","POINT (-96.605936 40.781929)",,"NE"
"EMC Property & Casualty Company","Property Casualty","25186","1249","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET",,"DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock","American Liberty Insurance Company",,"POINT (-93.626392 41.584518)",,"IA"
"American Road Insurance Company (The)","Property Casualty","19631","1253","false","One American Road, MD 7600",,"DEARBORN","MI","48126-2701","3133371102","One American Road, MD 7600",,"Dearborn","MI","48126-2701","313-594-0019","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"MI"
"Sentry Life Insurance Company","Life","68810","1255","false","1800 North Point Drive",,"STEVENS POINT","WI","54481","715-346-7527","1800 NORTH POINT DRIVE",,"STEVENS POINT","WI","54481","715-346-7527","Non Iowa Stock Life - with A & H","Stock",,"POINT (-89.572644 44.541214)","POINT (-89.572644 44.541214)",,"WI"
"Pan-American Life Insurance Company","Life","67539","1256","false","PO BOX 60219",,"NEW ORLEANS","LA","70160","504-566-3543","PAN-AMERICAN LIFE CENTER 601 POYDRAS ST.",,"NEW ORLEANS","LA","70130-6060","877-939-4550","Non Iowa Stock Life - with A & H","Stock",,,,,"LA"
"American Home Life Insurance Company (The)","Life","60542","1257","false","400 Kansas Avenue, Box 1497",,"TOPEKA","KS","66601","785-235-6276","400 S. Kansas Avenue",,"Topeka","KS","66603","785-235-6276-","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-95.672278 39.054092)","POINT (-95.672278 39.054092)",,"KS"
"United Services Automobile Association, USAA Reciprocal, Attorney-in-fact","Property Casualty","25941","1258","false","9800 Fredericksburg Road",,"SAN ANTONIO","TX","78288-0729","800-531-8111","9800 Fredericksburg Road",,"San Antonio","TX","78288","210-913-7998","Non Iowa Reciprocal Exchange","Either","United Services Automobile Assn. Robert T. Herres A/I/F, United Services Automobile Assn. Robert G. Davis,  A/I/F","POINT (-98.57653 29.537142)","POINT (-98.57653 29.537142)",,"TX"
"Catholic Financial Life","Fraternal","56030","1260","false","1100 West Wells St.",,"MILWAUKEE","WI","53233","414-273-6266","1100 West Wells Street",,"Milwaukee","WI","53233-2316","414-273-6266","Non Iowa Fraternal","Mutual","Catholic Knights, Catholic Knights Insurance Society","POINT (-87.926231 43.040236)","POINT (-87.926231 43.040236)",,"WI"
"GEICO Indemnity Company","Property Casualty","22055","1271","false","One Geico Plaza",,"WASHINGTON","DC","20076","800-841-3000","5260 WESTERN AVENUE",,"CHEVY CHASE","MD","20815-3799","301-986-3479","Non Iowa Stock Fire And Casualty Company","Stock","Criterion Insurance Company",,"POINT (-77.088022 38.959006)",,"NE"
"Brotherhood Mutual Insurance Company","Property Casualty","13528","1273","false","PO BOX 2227",,"FT. WAYNE","IN","46801","260-482-8668","6400 BROTHERHOOD WAY",,"FORT WAYNE","IN","46825","260-481-9943","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-85.141795 41.137719)",,"IN"
"Pennsylvania National Mutual Casualty Insurance Company","Property Casualty","14990","1275","false","Two North Second Street",,"HARRISBURG","PA","17105","717-234-4941","Two North Second Street",,"Harrisburg","PA","17101","717-234-4941","Non Iowa Mutual Fire And Casualty Co","Mutual","Pennsylvania Theshermen & Farmers Mutual Casualty Insurance Company",,,,"PA"
"Midwestern United Life Insurance Company","Life","66109","1277","false","5780 Powers Ferry Road, NW",,"ATLANTA","GA","30327","701-858-2015","2000 21ST AVENUE, NW",,"MINOT","ND","58703","701-858-2203","Non Iowa Stock Life - with A & H","Stock",,"POINT (-84.420745 33.91425)","POINT (-101.32803 48.258372)",,"IN"
"CUMIS Insurance Society, Inc.","Property Casualty","10847","1279","true","PO BOX 1084",,"MADISON","WI","53701","608-238-5851","5910 MINERAL POINT ROAD",,"MADISON","WI","53705","800-356-2644","Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-89.483931 43.06086)",,"IA"
"American States Insurance Company","Property Casualty","19704","1281","false","175 Berkeley St.",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IN"
"American Economy Insurance Company","Property Casualty","19690","1282","false","175 Berkeley St.",,"BOSTON","MA","02116","617-357-9500","1001 Fourth Avenue, Safeco Plaza",,"Seattle","WA","98154","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)",,,"IN"
"Shelter General Insurance Company","Property Casualty","23361","1284","false","1817 West Broadway",,"COLUMBIA","MO","65218","573-214-4458","1817 WEST BROADWAY",,"COLUMBIA","MO","65218-0001","573-214-4458","Non Iowa Stock Fire And Casualty Company","Stock","Countryside Casualty Company","POINT (-92.36717 38.953504)","POINT (-92.36717 38.953504)",,"MO"
"Federated Rural Electric Insurance Exchange, Fed Rural Elec Mgmt Corp A/I/F","Property Casualty","11118","1285","false","PO BOX 15147",,"LENEXA","KS","66214-5147","913-541-0150","7725 RENNER ROAD",,"SHAWNEE","KS","66217-9414","913-541-0150","Non Iowa Reciprocal Exchange","Either","Federated Rural Electric Insurance Corporation",,"POINT (-94.77981 38.98759)",,"KS"
"Allstate Indemnity Company","Property Casualty","19240","1287","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60065","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","National Emblem Insurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
"National Farmers Union Life Insurance Company","Life","66540","1288","false","P O Box 410288",,"KANSAS CITY","MO","64141-0288","800-366-6100","300 WEST 11TH STREET",,"KANSAS CITY","MO","64105-1680","800-231-0801","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-94.587156 39.10095)",,"TX"
"Security Life of Denver Insurance Company","Life","68713","1289","false","5780 Powers Ferry Road NW",,"ATLANTA","GA","30327","7709805100","2000 21ST AVENUE, NW",,"MINOT","ND","58703","701-858-2203","Non Iowa Stock Life - with A & H","Stock","Security Life & Accident Company","POINT (-84.420745 33.91425)","POINT (-101.32803 48.258372)",,"CO"
"Munich American Reassurance Company","Life","66346","1290","false","One Alliance Center","3500 Lenox Rd., Suite 900","ATLANTA","GA","30326","7703503200","~",,"0",,,"~","Non Iowa Stock Life - with A & H","Stock",,,,,"GA"
"American Standard Insurance Company of Wisconsin","Property Casualty","19283","1293","false","6000 American Parkway",,"MADISON","WI","53783","608-249-2111-30281","6000 AMERICAN PARKWAY",,"MADISON","WI","53783-0001","608-249-2111-00000","Non Iowa Stock Fire And Casualty Company","Stock","American Standard Insurance Company","POINT (-89.285375 43.155727)","POINT (-89.285375 43.155727)",,"WI"
"Auto Club Property-Casualty Insurance Company","Property Casualty","11983","1298","false","1 Auto Club Drive",,"DEARBORN","MI","48126","3134367182","1 Auto Club Drive",,"Dearborn","MI","48126","313-336-1939","Non Iowa Stock Fire And Casualty Company","Stock","Motor Club of Iowa Insurance Company","POINT (-83.220018 42.32354)","POINT (-83.220018 42.32354)",,"MI"
"Manhattan National Life Insurance Company","Life","67083","1300","false","PO Box 5420",,"CINCINNATI","OH","45201-5420","513-412-2249","301 EAST FOURTH STREET",,"CINCINNATI","OH","45202","513-412-2249","Non Iowa Stock Life - with A & H","Stock","Northern National Life Insurance Company, Northern Founders Insurance Company",,"POINT (-84.507797 39.100703)",,"OH"
"Fidelity and Guaranty Insurance Underwriters, Inc.","Property Casualty","25879","1302","false","One Tower Square",,"HARTFORD","CT","06183","8602770111","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"WI"
"Capitol Indemnity Corporation","Property Casualty","10472","1307","false","PO BOX 5900",,"MADISON","WI","53705","608-829-4271","1600 Aspen Commons",,"Middleton","WI","53562-4718","212-561-5342","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-89.529662 43.09097)",,"WI"
"American Heritage Life Insurance Company","Life","60534","1310","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062","800-521-3535","1776 AMERICAN HERITAGE LIFE DRIVE",,"JACKSONVILLE","FL","32224-6688","800-521-3535","Non Iowa Stock Life - with A & H","Stock",,"POINT (-87.873947 42.093908)","POINT (-81.437797 30.255715)",,"FL"
"Old Republic General Insurance Corporation","Property Casualty","24139","1314","false","307 North Michigan Ave.",,"CHICAGO","IL","60601","312-346-8100","307 NORTH MICHIGAN AVENUE",,"CHICAGO","IL","60601","312-346-8100","Non Iowa Stock Fire And Casualty Company","Stock","Motorists Beneficial Insurance Company, International Business & Mercantile REassurance Company","POINT (-87.624455 41.887503)","POINT (-87.624455 41.887503)",,"IL"
"Nationwide Mutual Fire Insurance Company","Property Casualty","23779","1316","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-83.0271 39.980974)",,"OH"
"Nationwide Life Insurance Company","Life","66869","1317","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-83.0271 39.980974)",,"OH"
"Chicago Insurance Company","Property Casualty","22810","1321","false","225 W. Washington St., Suite 1800",,"CHICAGO","IL","60606","8884667883","225 W. WASHINGTON STREET, SUITE 1800",,"CHICAGO","IL","60606-3484","212-524-7860","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.634988 41.883208)","POINT (-87.634988 41.883208)",,"IL"
"State Farm General Insurance Company","Property Casualty","25151","1325","false","One State Farm Plaza",,"BLOOMINGTON","IL","61710-0001","309-766-6393","One State Farm Plaza",,"Bloomington","IL","61710","309-766-6393","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"IL"
"Nationwide General Insurance Company","Property Casualty","23760","1327","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-83.0271 39.980974)",,"OH"
"Occidental Fire & Casualty Company of North Carolina","Property Casualty","23248","1328","false","4200 Six Forks Rd., Suite 1400",,"RALEIGH","NC","27609","919-833-1600","4200 SIX FORKS ROAD, SUITE 1400",,"RALEIGH","NC","27609","919-833-1600","Non Iowa Stock Fire And Casualty Company","Stock","Occidental Fire & Casualty Company","POINT (-78.639427 35.835675)","POINT (-78.639427 35.835675)",,"NC"
"Vanliner Insurance Company","Property Casualty","21172","1336","false","National Interstate Companies","3250 Interstate Drive","RICHFIELD","OH","44286-9000","800-325-3619","3250 INTERSTATE DRIVE",,"RICHFIELD","OH","44286","330-659-8900-8966","Non Iowa Stock Fire And Casualty Company","Stock","Great Southwest Fire Insurance Company",,"POINT (-81.630498 41.225274)",,"OH"
"United Life Insurance Company","Life","69973","1339","true","PO BOX 729",,"CEDAR RAPIDS","IA","52406-0729","800 637-6318","200 1ST ST SE, SUITE 1300",,"CEDAR RAPIDS","IA","52401-1429","319-399-5700","Iowa Stock Life - with A & H","Stock",,,"POINT (-91.668527 41.97678)",,"IA"
"Lincoln Benefit Life Company","Life","65595","1343","false","5600 N. River Drive, Suite 300","Columbia Center 1, 300","ROSEMONT","IL","60018","(888) 674-3667","1221 N STREET, SUITE 200",,"LINCOLN","NE","68508","402-413-5145","Non Iowa Stock Life - with A & H","Stock",,"POINT (-87.862048 41.980662)","POINT (-96.703652 40.812495)",,"NE"
"Country Preferred Insurance Company","Property Casualty","21008","1344","false","PO Box 2020",,"BLOOMINGTON","IL","61702-2020","3098213000","1701 TOWANDA AVENUE",,"BLOOMINGTON","IL","61701-2090","309-821-7725","Non Iowa Stock Fire And Casualty Company","Stock","Mid-America Fire and Marine Insurance Company, Country Insurance Company, Mid-America Preferred Insurance Company",,"POINT (-88.959169 40.49933)",,"IL"
