"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","expenditure_amount","project_description","project_classification","debt_tracking_name","debt_type","fiscal_year_debt_is_paid_in_full","rebate_paid_to","primary_lat_dec"
"29G267","BURLINGTON","2013","29001","513704","Construction of new public works facility","Municipal and other publicly-owned or leased buildings","2006 GO Public Works building","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29001","700000","Construction of new public works facility","Municipal and other publicly-owned or leased buildings","2013A GO Public Works building","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29012","88963","Renovation of building to create apartments","Commercial - apartment/condos (residential use, classified commercial)","2008A GO Hotel Burl & Parking lot & Railroad quiet zones","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29012","1352","Replace downtown street lights","Roads, Bridges & Utilities","2011 GO Downtown Street Lighting","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29001","178092","Development of RecPlex Sports Complex","Municipal and other publicly-owned or leased buildings","2008A GO RecPlex & Flint Ridge Roads","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29001","845245","Redevelopment of Flint Hills Manor area","Mixed use property (ie: a significant portion in each residential and commercial)","2006 TIF Rev Flint Hills Manor Redevelopment","TIF Revenue Bonds/Notes","2021","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29001","18188","Development of Flint Ridge Business Park","Roads, Bridges & Utilities","2012E Flint Hills TIF Projects","General Obligation Bonds/Notes","2015","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29012","10353","Construction of new Public Library Facility","Municipal and other publicly-owned or leased buildings","2012F GO Refunding Library & Hotel Burl","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29012","12256","Comprehensive plan update","Administrative expenses","2012E Downtown TIF Projects","General Obligation Bonds/Notes","2015","NO REBATE","POINT (-91.1129233 40.8075391)"
"29G267","BURLINGTON","2013","29012","79022","Replace downtown street lights","Roads, Bridges & Utilities","2007 GO Downtown Street Light Replacement","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.1129233 40.8075391)"
"12","BUTLER COUNTY","2013","12011","27302","Improvements to roadway","Roads, Bridges & Utilities","Series 2010 - 220th Street","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-92.7901934 42.7315661)"
"85G812","CAMBRIDGE","2013","85019","42260","Improvements to Distribution System","Water treatment plants, waste treatment plants & lagoons","2004 Water Revenue Bond","TIF Revenue Bonds/Notes","2024","NO REBATE","POINT (-93.5291039 41.8983209)"
"85G812","CAMBRIDGE","2013","85019","25272","Aerated Lagoon","Water treatment plants, waste treatment plants & lagoons","2001 Sewer Revenue Bond","TIF Revenue Bonds/Notes","2021","NO REBATE","POINT (-93.5291039 41.8983209)"
"85G812","CAMBRIDGE","2013","85019","40495","Water Tower","Water treatment plants, waste treatment plants & lagoons","2006 Water Improvement Bond","General Obligation Bonds/Notes","2026","NO REBATE","POINT (-93.5291039 41.8983209)"
"85G812","CAMBRIDGE","2013","85019","60079","Local Economic Development Grants","Commercial - retail","2013 Local Economic Development Grants","Internal Loans","2013","NO REBATE","POINT (-93.5291039 41.8983209)"
"14G116","CARROLL","2013","14022","54924","constructing and installing roadway and utility improvements including sanitary sewers, water main extensions and storm sewers","Roads, Bridges & Utilities","2008A GO Bonds","General Obligation Bonds/Notes","2015","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14004","134599","Streetscape improvements U.S. 30-Carroll Street to Main Street","Roads, Bridges & Utilities","Water fund loan #3","Internal Loans","2013","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14023","118512","construct and install roadway and utility improvements including sanitary sewers, water main extensions and storm sewers","Roads, Bridges & Utilities","2008A GO Bonds","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14004","2300","Consultant fees to review the additional phases of the Corridor of Commerce Master Plan","Administrative expenses","Water fund loan #5","Internal Loans","2015","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14004","41730","Purchase of property","Acquisition of property","Water fund loan #5","Internal Loans","2015","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14024","20502","extension of water main and sanitary sewer","Roads, Bridges & Utilities","General Fund Loan","Internal Loans","2015","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14004","55691","Streetscape improvements U.S. 30-Carroll Street to Main Street","Roads, Bridges & Utilities","Water fund loan #5","Internal Loans","2015","NO REBATE","POINT (-94.8669304 42.0658184)"
"14G116","CARROLL","2013","14004","356568","Streetscape improvements U.S. 30-Clark Street to Main Street; U.S. 30-Carroll Street to West Street","Roads, Bridges & Utilities","Water fund loan #4","Internal Loans","2014","NO REBATE","POINT (-94.8669304 42.0658184)"
"14","CARROLL COUNTY","2013","14021","31711","Fertilizer storage & distribution facility","Industrial/manufacturing property","Templeton Crop Nutrients Rebate","Rebates","2013","Templeton Crop Nutrients, LLC","POINT (-94.8605593 42.0362382)"
"78G730","CARSON","2013","78020","28778","Construction of City owned Community/Fitness Center (blight)","Municipal and other publicly-owned or leased buildings","Community Center","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G730","CARSON","2013","78035","18770","install street pavement and storm sewer in 400 block of Lariviere & on French Street","Roads, Bridges & Utilities","Phase I: Paving & Storm Sewer","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G730","CARSON","2013","78020","19215","Hwy 92 Intersection Paving Improvements Econ Devel","Roads, Bridges & Utilities","Roadway Improvements","Internal Loans","2014","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G730","CARSON","2013","78039","18538","Water & Sewer Installation through Tibbles Subdivision","Roads, Bridges & Utilities","WT/SW Extension to Tibbles Subdivision","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G730","CARSON","2013","78039","15828","Installation of sewer (phase 2) through Tibbles Subdivision","Roads, Bridges & Utilities","Tibbles Phase 2 Sewer","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G730","CARSON","2013","78020","7081","Provide assistance for improvements to LMI owned housing units","Residential property (classified residential)","LMI Housing","Internal Loans","2013","NO REBATE","POINT (-95.4180561 41.2366607)"
"78G731","CARTER LAKE","2013","78044","21400","Super 8 Infrastructure","Roads, Bridges & Utilities","Rebate Agreements - TIF #4 - Dollar General","Rebates","2014","NO REBATE","POINT (-95.9180689 41.29055340000001)"
"78G731","CARTER LAKE","2013","78044","5247","Kwik Shop/Dollar General","Roads, Bridges & Utilities","Rebate Agreements - TIF #4 - Dollar General","Rebates","2014","Frederick Slegers","POINT (-95.9180689 41.29055340000001)"
"78G731","CARTER LAKE","2013","78044","410423","Locust Street Improvements/City Hall","Roads, Bridges & Utilities","Locust St. Imp. - UR #5","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-95.9180689 41.29055340000001)"
"78G731","CARTER LAKE","2013","78044","12703","Kwik Shop/Dollar General","Roads, Bridges & Utilities","Rebate Agreements - TIF #4 - Dollar General","Rebates","2014","Jack Schroll","POINT (-95.9180689 41.29055340000001)"
"78G731","CARTER LAKE","2013","78022","105592","Coronado Keys - Infrastructure","Residential property (classified residential)","LMI Projects","Other Debt","2014","NO REBATE","POINT (-95.9180689 41.29055340000001)"
"31G286","CASCADE","2013","53008","11203","Economic Development Program","Administrative expenses","Misc TIF Expenses","Internal Loans","2013","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","108100","Industrial Park Street Improvements","Roads, Bridges & Utilities","RISE Industrial Park Street Loan","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","39494","Water Main, Storage Tank, Well Project, Street Repair","Roads, Bridges & Utilities","2012B Water System Improvements Bond","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","78581","Replace retaining wall and fence in Riverview Park","Recreational facilities (lake development, parks, ball fields, trails)","Riverview Park Retaining Wall","Internal Loans","2014","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","8516","Street Improvements","Roads, Bridges & Utilities","2009 Street Project Loan","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","43482","Pool Basin Painting, Repairs and Imrprovements","Municipal and other publicly-owned or leased buildings","Pool Improvements Project","Internal Loans","2013","NO REBATE","POINT (-91.0148618 42.2986159)"
"31G286","CASCADE","2013","31038","9711","Economic Development Program","Administrative expenses","Misc TIF Expenses","Internal Loans","2013","NO REBATE","POINT (-91.0148618 42.2986159)"
"15","CASS COUNTY","2013","15006","44053","Extend AMU Water/Sewer to AE URA","Roads, Bridges & Utilities","$520,000 GenOblig AE URA Bond","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-94.9278266 41.3314876)"
"16","CEDAR COUNTY","2013","16009","26352","Road Rock","Roads, Bridges & Utilities","Secondary Road","Internal Loans","9999","NO REBATE","POINT (-91.1324125 41.7723207)"
"07G046","CEDAR FALLS","2013","7019","55380","Water Extensions in Downtown","Roads, Bridges & Utilities","CFU-Water Utility","Internal Loans","2018","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7019","22384","Communication Services in Downtown","Roads, Bridges & Utilities","CFU-Communication Utility","Internal Loans","2014","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","19200","Property Tax Rebates to Universal Industries","Commercial - office properties","Universal Industries","Rebates","2016","Universal Industries","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","2204676","Electrical Upgrades - Industrial Park","Roads, Bridges & Utilities","CFU-Electric Utility","Internal Loans","2015","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","2747475","Construction of New Public Works Complex","Municipal and other publicly-owned or leased buildings","FEMA Fund","Internal Loans","2013","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","386588","Water Extensions - Industrial Park","Roads, Bridges & Utilities","CFU-Water Utility","Internal Loans","2015","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","68758","Property Tax Rebates to Reel Deal","Commercial - retail","Reel Deal","Rebates","2017","Reel Deal","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7019","210017","Electrical Upgrades in Downtown","Roads, Bridges & Utilities","CFU-Electric Utility","Internal Loans","2018","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","57000","Property Tax Rebates to Performance Bodies","Commercial - office properties","Performance Bodies","Rebates","2014","Performance Bodies","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","583750","Land Acquisition","Acquisition of property","2010 Refunding Bonds","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","407485","Communication Services - Industrial Park","Roads, Bridges & Utilities","CFU-Communication Utility","Internal Loans","2015","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7007","243954","Gas Services - Industrial Park","Roads, Bridges & Utilities","CFU-Gas Utility","Internal Loans","2015","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7019","472601","State Infrastructure and Corridor Development","Roads, Bridges & Utilities","Bond Fund","Internal Loans","2014","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2013","7019","99490","Gas Services in Downtown","Roads, Bridges & Utilities","CFU-Gas Utility","Internal Loans","2018","NO REBATE","POINT (-92.44546540000002 42.5277622)"
"57G539","CEDAR RAPIDS","2013","57078","9482","Payment of Administrative Expenses for general TIF training, certification and reporting activities","Administrative expenses","Administrative Expenses","Internal Loans","2013","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57008","34748","ED Grant Payment","Industrial/manufacturing property","Series 2011E GO Refunding Capital Loan Notes (Ref 2002A 2002B 2003A 2003D) (FY11)","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57064","3566","PCC Rehab","Roads, Bridges & Utilities","Series 2005B GO Bonds (FY06)","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57009","12493","Storm Sewer Extension","Roads, Bridges & Utilities","Series 2011E GO Refunding Capital Loan Notes (Ref 2002A 2002B 2003A 2003D) (FY11)","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57057","14831","Storm Sewer Extension","Roads, Bridges & Utilities","Series 2010A GO Bonds","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57001","11829","PCC Rehabilitation","Roads, Bridges & Utilities","Series 2005B GO Bonds (FY06)","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57057","277009","Building of new indoor ice arena","Municipal and other publicly-owned or leased buildings","Series 2009D GO Refunding Capital Loan Notes Taxable (Ref 1999A)(FY09)","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-91.6440683 42.0083328)"
"57G539","CEDAR RAPIDS","2013","57075","202","Payment of Administrative Expenses for general TIF training, certification and reporting activities","Administrative expenses","Administrative Expenses","Internal Loans","2013","NO REBATE","POINT (-91.6440683 42.0083328)"
