"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"245","19997453","2022-02-04T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","No HS Diploma","Unknown","44.13689254","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","6.295081967","2022-08-15T12:07:15.000"
"246","19535111","2022-07-12T00:00:00.000","CBC Field","Seventh Judicial District","Jackson County Field Services","Pretrial Release With Supervision","Male","White","No HS Diploma","Ninth","17.64818617","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","1.114754098","2022-08-15T12:07:15.000"
"247","3012443","2022-07-23T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","58.95140315","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","0.7540983607","2022-08-15T12:07:15.000"
"248","19805768","2020-10-01T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","40.13689254","726.6(6)","Aggravated Misdemeanor","CHILD ENDANGERMENT/NO INJURY","Violent","Assault","22.39344262","2022-08-15T12:07:15.000"
"249","20445902","2022-05-12T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Tenth","32.11225188","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","3.114754098","2022-08-15T12:07:15.000"
"250","19961057","2022-07-27T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Interstate Compact Parole","Female","Black","Post-Secondary","Associate's Degree","65.92744695","0999","NCIC Virtual Code","NCIC - HOMICIDE","Violent","Murder/Manslaughter","0.6229508197","2022-08-15T12:07:15.000"
"251","20508458","2022-07-03T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Pre-Trial Release","Pretrial Release With Supervision","Male","Black","HS Diploma or Equivelent","High School Diploma","25.60711841","124.401(5)","Serious Misdemeanor","Possession of Controlled Substance - Marijuana - 2nd offense","Drug","Drug Possession","1.409836066","2022-08-15T12:07:15.000"
"252","18419951","2021-12-06T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","19.00342231","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","8.262295082","2022-08-15T12:07:15.000"
"253","3476621","2021-08-01T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","40.63791923","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","12.42622951","2022-08-15T12:07:15.000"
"254","20027702","2022-06-13T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","74.70499658","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","2.06557377","2022-08-15T12:07:15.000"
"255","20913398","2021-04-05T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Eighth","38.20944559","706A.2(4)","B Felony","Ongoing Criminal Conduct-Unlawful Activity","Other","Other Criminal","16.29508197","2022-08-15T12:07:15.000"
"256","19838861","2022-03-11T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","Hispanic","No HS Diploma","Unknown","40.30116359","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","5.147540984","2022-08-15T12:07:15.000"
"257","19542128","2021-10-04T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Probation","Male","Black","Post-Secondary","Vocational Program/Technical Certificate","45.72758385","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","10.32786885","2022-08-15T12:07:15.000"
"258","18553091","2022-03-28T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","No HS Diploma","Unknown","39.64681725","124.401(1)(c)(3)","C Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 40gm","Drug","Trafficking","4.590163934","2022-08-15T12:07:15.000"
"259","19147802","2021-07-02T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","White","No HS Diploma","Eleventh","20.38329911","719.1(1)(f)","D Felony","Interference w/Official Acts-Dangerous Weapon","Violent","Assault","13.40983607","2022-08-15T12:07:15.000"
"260","20926601","2022-01-18T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Interstate Compact Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","37.44284736","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","6.852459016","2022-08-15T12:07:15.000"
"261","18551783","2021-08-25T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","33.62902122","715A.2(2)(b)","Aggravated Misdemeanor","FORGERY-Use/Utter Forged Writing","Property","Forgery/Fraud","11.63934426","2022-08-15T12:07:15.000"
"262","18496469","2020-10-19T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"34.47227926","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","21.80327869","2022-08-15T12:07:15.000"
"263","3486968","2022-02-04T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Probation","Male","White","No HS Diploma","Eleventh","42.20396988","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","6.295081967","2022-08-15T12:07:15.000"
"264","18397838","2022-06-27T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Pretrial Release With Supervision","Male","Asian or Pacific Islander","No HS Diploma","Eighth","24.81587953","709.9","Serious Misdemeanor","INDECENT EXPOSURE","Violent","Sex","1.606557377","2022-08-15T12:07:15.000"
"265","20576906","2022-07-22T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","36.16427105","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","0.7868852459","2022-08-15T12:07:15.000"
"266","3261032","2019-10-15T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","46.02874743","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","33.93442623","2022-08-15T12:07:15.000"
"267","19796003","2020-06-26T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Interstate Compact Parole","Male","White","HS Diploma or Equivelent","High School Diploma","41.54140999","1199","NCIC Virtual Code","NCIC - SEXUAL ASSAULT","Violent","Sex","25.57377049","2022-08-15T12:07:15.000"
"268","20616065","2022-06-01T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Male","Black","Post-Secondary","Vocational Program/Technical Certificate","49.17453799","124.401(5)","Serious Misdemeanor","Possession of Controlled Substance - Marijuana - 2nd offense","Drug","Drug Possession","2.459016393","2022-08-15T12:07:15.000"
"269","2413466","2014-05-21T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","62.48323066","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking","98.62295082","2022-08-15T12:07:15.000"
"270","18962261","2022-04-20T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","27.93429158","716.8(1)","Simple Misdemeanor","Trespass-No Damage/Injury","Property","Other Property","3.836065574","2022-08-15T12:07:15.000"
"271","20051843","2022-01-18T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","28.27104723","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.393442623","2022-08-15T12:07:15.000"
"272","20841422","2021-11-16T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","25.61533196","719.7(3)(a)","D Felony","Possession of Contraband in Correctional Institution","Public Order","Other Public Order","8.918032787","2022-08-15T12:07:15.000"
"273","19420772","2021-03-31T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","38.37645448","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","16.45901639","2022-08-15T12:07:15.000"
"274","20557952","2022-07-21T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","White","No HS Diploma","Tenth","36.15605749","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft","0.8196721311","2022-08-15T12:07:15.000"
"275","19927226","2022-07-22T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","Black","No HS Diploma","Eleventh","35.41409993","124.401(1)(c)(2)(b)","C Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm","Drug","Trafficking","0.7868852459","2022-08-15T12:07:15.000"
"276","19672808","2022-04-19T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","30.9486653","124.401(5),B","Aggravated Misdemeanor","Possession of a Controlled Substance - 2nd Offense","Drug","Drug Possession","3.639344262","2022-08-15T12:07:15.000"
"277","18646934","2022-01-13T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Male","White","No HS Diploma","Tenth","27.86584531","708.2A(2)(d)","Aggravated Misdemeanor","Domestic Abuse Assault Impeding Flow of Air/Blood","Violent","Assault","7.016393443","2022-08-15T12:07:15.000"
"278","3131126","2022-05-05T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","Post-Secondary","Technical Training Completion","53.60711841","321.279(3)(a)","D Felony","ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony","Public Order","Traffic","3.344262295","2022-08-15T12:07:15.000"
"279","18628232","2018-10-01T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.091718","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI","46.36065574","2022-08-15T12:07:15.000"
"280","18665570","2022-06-21T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Female","White","No HS Diploma","Unknown","26.03422313","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","1.803278689","2022-08-15T12:07:15.000"
"281","20908334","2022-03-08T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","37.08966461","703.3","Aggravated Misdemeanor","ACCESSORY AFTER THE FACT","Public Order","Other Public Order","5.245901639","2022-08-15T12:07:15.000"
"282","20162984","2021-12-27T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","33.71389459","321.561","Aggravated Misdemeanor","Driving While Barred-Habitual Offender","Public Order","Traffic","7.573770492","2022-08-15T12:07:15.000"
"283","19840757","2020-01-02T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Parole","Male","American Indian or Alaska Native","HS Diploma or Equivelent","HiSET/GED","31.89048597","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","31.3442623","2022-08-15T12:07:15.000"
"284","3058865","2022-07-18T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Male","White","No HS Diploma","Unknown","54.58453114","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","0.9180327869","2022-08-15T12:07:15.000"
"285","20524862","2021-11-23T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Male","Unknown","HS Diploma or Equivelent","High School Diploma","45.77412731","708.2A(3A)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - 2ND OFFENSE","Violent","Assault","8.68852459","2022-08-15T12:07:15.000"
"286","20700854","2021-05-04T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Probation","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","45.93839836","709.14","Serious Misdemeanor","Lascivious Conduct W/Minor-10 Yr. Special Sentence","Violent","Sex","15.3442623","2022-08-15T12:07:15.000"
"287","19437023","2021-09-27T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Pretrial Release With Supervision","Male","Black","HS Diploma or Equivelent","HiSET/GED","44.1724846","124.406(1)(a)","B Felony","Dist of Sched I or II Contr Subs to Person Under 18/MM=5","Drug","Trafficking","10.55737705","2022-08-15T12:07:15.000"
"288","20717465","2021-07-09T00:00:00.000","CBC Field","Seventh Judicial District","Muscatine County Field Services","Probation","Male","White","No HS Diploma","Eleventh","27.91238877","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","13.18032787","2022-08-15T12:07:15.000"
"289","20243477","2017-11-27T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Interstate Compact Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","27.91512663","7199","NCIC Virtual Code","NCIC - PROPERTY CRIMES","Property","Other Property","56.45901639","2022-08-15T12:07:15.000"
"290","19715264","2021-09-08T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","28.44353183","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","11.18032787","2022-08-15T12:07:15.000"
"291","18886121","2021-06-02T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","Black","No HS Diploma","Eleventh","27.67419576","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","14.39344262","2022-08-15T12:07:15.000"
"292","18184766","2022-02-23T00:00:00.000","CBC Field","Sixth Judicial District","Linn and Johnson County SOP","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","23.69609856","3699","NCIC Virtual Code","NCIC - OTHER SEX OFFENSE","Violent","Sex","5.672131148","2022-08-15T12:07:15.000"
