"facility_name","street_address","city","state","zip","phone_number","type","facility_license_id","county","inspection_type","geocoded_column","a9_cert","l3_cert"
"SPJ MOTORS LLC","701 RT 202-206 NORTH","BRIDGEWATER","NJ","08807","(973) 543-6000","Emission Repair Only","ERF002967","SOMERSET","Auto Only","POINT (-74.62417683299998 40.60384335100008)","No","No"
"HUDSON MOTORS PARTNERSHIP","599 RTE 440","JERSEY CITY","NJ","07304","(201) 433-0009","Emission Repair Only","ERF002771","HUDSON","Auto Only","POINT (-74.09591301099994 40.71770999600005)","No","No"
"CARMAX AUTO SUPERSTORES INC","531 ROUTE 38 WEST","MAPLE SHADE","NJ","08052","(804) 747-0422","Emission Repair Only","ERF003399","BURLINGTON","Auto Only","POINT (-74.98117400099994 39.944496988000026)","No","No"
"RAY CATENA INFINITI INC","900 ROUTE 1","EDISON","NJ","08817","(732) 603-9600","Emission Repair Only","ERF000488","MIDDLESEX","Auto Only","POINT (-74.37273500199997 40.51531599400005)","No","No"
"JOYCE MOTORS CORP","3166 RTE 10","DENVILLE","NJ","07834","(973) 361-3000","Emission Repair Only","ERF003158","MORRIS","Auto Only","POINT (-74.52353197799994 40.87313897900003)","No","No"
"OAKLEYS AUTOMOTIVE","23 MARTIN LUTHER K","MORRISTOWN","NJ","07960","(973) 540-0630","Emission Repair Only","ERF001610","MORRIS","Auto Only","POINT (-74.54283284699994 40.806733602000065)","No","No"
"MAHWAH SUNOCO","197 FRANKLIN TPKE","MAHWAH","NJ","07430","(201) 529-3137","Emission Repair & Inspections","ERF000167","BERGEN","Auto Inspection and Emission Repair","POINT (-74.14507203499994 41.09464799600005)","No","No"
"BLACKWOOD SERVICE CENTER","200 N. BLACKHORSE PIKE","BLACKWOOD","NJ","08012","(856) 227-9831","Inspections Only","PIF000304","CAMDEN","Auto Only","POINT (-75.06781836199997 39.80391001000004)","No","No"
"POND VIEW AUTO SALES INC","780 SANFORD AVE","NEWARK","NJ","07106","(973) 399-1647","Emission Repair & Inspections","ERF003364","ESSEX","Auto Only","POINT (-74.23693199399997 40.73537100100003)","No","No"
"SOUTH AVE SERVICE CTR CORP","23 SOUTH AVE WEST","CRANFORD","NJ","07016","(908) 276-9800","Emission Repair & Inspections","ERF000993","UNION","Auto Inspection and Emission Repair","POINT (-74.30814103899996 40.65374400500008)","No","No"
"NICKLITT INC","6811 RT 9","HOWELL","NJ","07731","(732) 367-6006","Emission Repair Only","ERF002849","MONMOUTH","Auto Only","POINT (-74.21846498499997 40.112990006000075)","No","No"
"NICHE CO INC","217 HWY 34","HOLMDEL","NJ","07733","(732) 946-8446","Emission Repair & Inspections","ERF000251","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.19507897199998 40.346435984000045)","No","No"
"OPDYKES SALES AND SERVICE*","349 ROUTE 57 WEST","WASHINGTON","NJ","07882","(908) 689-0498","Inspections Only","PIF000771","WARREN","Diesel Only","POINT (-74.99721650799995 40.75401870200005)","No","No"
"VINA AUTO SERVICE","2401 ARCTIC AVENUE","ATLANTIC CITY","NJ","08401","(609) 345-8911","Inspections Only","PIF011019","ATLANTIC","Auto Only","POINT (-74.44201998199998 39.35865300200004)","No","No"
"NEWTON GULF LLC","106 WOODSIDE AVE","NEWTON","NJ","07860","(973) 383-9566","Emission Repair & Inspections","ERF000889","SUSSEX","Auto Inspection and Emission Repair","POINT (-74.75705699799994 41.04628399500007)","No","No"
"T AND J SERVICECENTER INC*","31 KINGS RD","MADISON","NJ","07940","(973) 377-1618","Emission Repair & Inspections","ERF000348","MORRIS","Auto Inspection and Emission Repair","POINT (-74.41719496399998 40.758764013000075)","No","No"
"MATTS ATO SRV CLIFTON LLC","150 SARGEANT AVENUE","CLIFTON","NJ","07013","(973) 778-7073","Emission Repair & Inspections","ERF001758","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.15520521299999 40.86414549600005)","No","No"
"RUMBELLO AUTO RPR INC","630 RT 10","WHIPPANY","NJ","07981","(973) 515-8818","Inspections Only","PIF000241","MORRIS","Auto Only","POINT (-74.41658702399997 40.824058997000066)","No","No"
"CAPE MAY GULF INC","WASHINGTON ST & YACHT AVE","CAPE MAY","NJ","08204","(609) 884-4848","Emission Repair Only","ERF000955","CAPE MAY","Auto Only","POINT (-74.90993989399993 38.94716006200008)","Yes","No"
"PEARCE TIRE &AUTO SER LLC","506 SEA ISLE BLVD PO BX 492","OCEAN VIEW","NJ","08230","(609) 624-9017","Inspections Only","PIF009344","CAPE MAY","Auto Only","POINT (-74.73017397099994 39.172957008000026)","No","No"
"GENSINGER MOTORS INC","842 VALLEY RD","CLIFTON","NJ","07013","(973) 778-8500","Emission Repair Only","ERF002546","PASSAIC","Auto Only","POINT (-74.18950802399996 40.87235502000004)","No","No"
"NICKS AUTO REPAIR LLC","173 E MAIN ST","PENNSGROVE","NJ","08069","(856) 299-3985","Inspections Only","PIF005194","SALEM","Auto Only","POINT (-75.46245701399995 39.725972013000046)","No","No"
"EMMS AUTO REPAIR*","170 HWY 35 N","CLIFFWD BCH","NJ","07735","(732) 566-2550","Emission Repair & Inspections","ERF001498","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.23759198499994 40.44989498800004)","No","No"
"TANIS ENTERPRISES INC","239 RTE 94 POB241","BLAIRSTOWN","NJ","07825","(908) 362-9311","Emission Repair & Inspections","ERF001981","WARREN","Auto Inspection and Emission Repair","POINT (-75.00537989499998 40.98028600400005)","No","No"
"PEREZ AUTO CENTER INC","769 BROADWAY","NEWARK","NJ","07104","(973) 484-9091","Inspections Only","PIF009704","ESSEX","Auto Only","POINT (-74.15787597799994 40.776095987000076)","No","No"
"J AND A SERVICE CENTER LLC","148 WOODBRIDGE AVE","HIGHLAND PARK","NJ","08904","(732) 572-5455","Emission Repair Only","ERF003162","MIDDLESEX","Auto Only","POINT (-74.41599802799993 40.50116201900005)","No","No"
"EAGLE AUTOMOTIVE LLC","606 W MT PLEASANT AVE","LIVINGSTON","NJ","07039","(973) 992-9100","Emission Repair & Inspections","ERF003417","ESSEX","Auto Inspection and Emission Repair","POINT (-74.35458011399999 40.798348270000076)","No","No"
"BRIAN'S LT TRUCK & AUTO","410 ROUTE 40","ELMER","NJ","08318","(856) 358-2217","Inspections Only","PIF001084","SALEM","Auto Only","POINT (-75.15856197799997 39.59930699800003)","No","No"
"NATIONWIDE TRK RPR CTR INC","95 IRON MOUNTAIN ROAD","MINE HILL","NJ","07803","(973) 442-4144","Inspections Only","PIF000795","MORRIS","Diesel Only","POINT (-74.60359298399999 40.883558020000066)","No","No"
"LAKESIDE AUTO SERVICE LLC","3750 SOUTH BROAD STREET","HAMILTON","NJ","08610","(609) 585-9525","Emission Repair & Inspections","ERF003440","MERCER","Auto Inspection and Emission Repair","POINT (-74.68972198399996 40.187659017000044)","No","No"
"BARTS EQUIPMENT SERVICE","2203 GARRY ROAD","CINNAMINSON","NJ","08077","(856) 829-7640","Inspections Only","PIF000895","BURLINGTON","Diesel Only","POINT (-74.98788295999998 40.01162299900005)","No","No"
"MARIO'S AUTO REPAIR","434 S EGG HARBOR RD","HAMMONTON","NJ","08037","(609) 704-1776","Emission Repair Only","ERF002705","ATLANTIC","Auto Only","POINT (-74.79580896699997 39.630088992000026)","No","No"
"JONES BOYS AUTO ELECTRIC","407 BAYSHORE ROAD","DEL HAVEN","NJ","08251","(609) 889-7800","Emission Repair & Inspections","ERF000278","CAPE MAY","Auto Inspection and Emission Repair","POINT (-74.91945000099997 39.04598098200006)","No","No"
"DIGBY ENTERPRISES","1301 RTE 37 EAST","TOMS RIVER","NJ","08753","(732) 929-1333","Emission Repair Only","ERF001412","OCEAN","Auto Only","POINT (-74.15987296699997 39.95313998800003)","No","No"
"ERS FLEET REPAIR INC.","31A FLINT ROAD","S. TOMS RIVER","NJ","08757","(732) 270-1383","Inspections Only","PIF001280","OCEAN","Auto Only","POINT (-74.19818022899995 39.94857112300008)","No","No"
"P & N FLEET MAINTENANCE INC","460 HOLLYWOOD AVE","SO PLAINFIELD","NJ","07080","(908) 834-2268","Inspections Only","PIF000839","MIDDLESEX","Diesel Only","POINT (-74.40814442999994 40.56254786400007)","No","No"
"SUPER CLEAN TRUCK WASH INC","98 NORTH AVE EAST","ELIZABETH","NJ","07201","(908) 994-1809","Inspections Only","PIF000876","UNION","Diesel Only","POINT (-74.16972899499996 40.66610199000007)","No","No"
"SACKS SHELL","169 SPEEDWELL AVE","MORRIS PLNS","NJ","07950","(973) 538-2559","Emission Repair & Inspections","ERF001200","MORRIS","Auto Inspection and Emission Repair","POINT (-74.48155197099999 40.81943000700005)","No","No"
"BERNIES TIRE & AUTO LLC","73 MILLBURN AVENUE","MILLBURN","NJ","07041","(973) 763-4432","Inspections Only","PIF001019","ESSEX","Auto Only","POINT (-74.28588498999994 40.72307701300008)","No","No"
"HAVEN MOTORS*","539 GOFFLE ROAD","RIDGEWOOD","NJ","07450","(201) 444-9816","Emission Repair & Inspections","ERF003100","BERGEN","Auto Inspection and Emission Repair","POINT (-74.147914003 40.97244701400007)","No","No"
"R.P.M. GARAGE INC.","466 NORTH AVE EAST","WESTFIELD","NJ","07090","(908) 789-2460","Inspections Only","PIF001515","UNION","Auto Only","POINT (-74.33837498299994 40.65122800900008)","No","No"
"LAKEVIEW GARAGE INC","500 S WHT HORSE PK","HAMMONTON","NJ","08037","(609) 561-1251","Inspections Only","PIF000832","ATLANTIC","Diesel Only","POINT (-74.80602499999998 39.63447000000008)","No","No"
"T & C SHELL AUTO CARE CENTE","245 MOUNTAIN AVE","SPRINGFIELD","NJ","07081","(973) 376-1416","Emission Repair & Inspections","ERF001866","UNION","Auto Inspection and Emission Repair","POINT (-74.31791923799994 40.70400529400007)","No","No"
"B & B AUTOMOTIVE REPR INC.","1528 W. BLANCKE ST.","LINDEN","NJ","07036","(908) 862-7896","Inspections Only","PIF001859","UNION","Auto Only","POINT (-74.26688497599997 40.621360983000045)","No","No"
"W AND D IMPORTS INC","40 ROUTE 130 W POB 1488","BURLINGTON","NJ","08016","(609) 386-2600","Inspections Only","PIF005911","BURLINGTON","Auto Only","POINT (-74.85642303499999 40.069295983000075)","No","No"
"PIONEER TRUCK SALES CORP","PO BOX 261","SEWELL","NJ","08080","(856) 582-8888","Inspections Only","PIF008963","GLOUCESTER","Auto and Diesel","POINT (-75.13727999999998 39.76459500000004)","No","No"
"BUDS AUTO TRUCK REPAIR INC","1725 HURFFVILLE RD","SEWELL","NJ","08080","(856) 228-9448","Inspections Only","PIF000818","GLOUCESTER","Diesel Only","POINT (-75.09661501999994 39.793831985000054)","No","No"
"CENTRAL AUTO TECH","431 BROAD AVE","LEONIA","NJ","07605","(201) 944-0836","Inspections Only","PIF000116","BERGEN","Auto Only","POINT (-73.98488397399996 40.865364010000064)","No","No"
"LTL AUTOMOTIVE INC","40 SOUTH GASTON AVE","SOMERVILLE","NJ","08876","(908) 725-8834","Emission Repair & Inspections","ERF001403","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.60387604099998 40.56476201400005)","No","No"
"LANDISVILLE AUTO SERVICE","301 S HARDING HWY PO BX 10","LANDISVILLE","NJ","08326","(856) 697-2350","Inspections Only","PIF002780","ATLANTIC","Auto Only","POINT (-74.93426702699998 39.521968979000064)","No","No"
"SO PLNFLD AUTO COMP LAB LTD","2280 SO CLINTON AVE","SO PLAINFIELD","NJ","07080","(908) 769-7760","Emission Repair & Inspections","ERF002176","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.43139801499996 40.57770899500008)","No","No"
"LORINGER ENTERPRISES INC.","WILLINGBORO PT. & N. HMPT D","WILLINGBORO","NJ","08046","(609) 871-5566","Inspections Only","PIF000653","BURLINGTON","Auto Only","POINT (-74.89473999999996 40.031570000000045)","No","No"
"BURNS BUICK GMC INC","500 RTE 70","MARLTON","NJ","08053","(856) 983-6060","Emission Repair & Inspections","ERF001635","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.89416548699995 39.89410497600005)","Yes","Yes"
"TNA AUTO REPAIR","260 RT 202 RAMAPO VALLEY RD","OAKLAND","NJ","07436","(201) 337-5570","Inspections Only","PIF000335","BERGEN","Auto Only","POINT (-74.25112962299994 41.01649640200003)","No","No"
"B & B AUTO RPR SERVICES INC","2073 SO BLACKHORSE PK","WILLIAMSTOWN","NJ","08094","(856) 629-5563","Emission Repair & Inspections","ERF002820","GLOUCESTER","Auto Inspection and Emission Repair","POINT (-74.95805769699996 39.656560083000045)","No","No"
"GEORGE'S TEXACO INC","305 NO MAIN ST","TOMS RIVER","NJ","08753","(732) 244-1557","Inspections Only","PIF009911","OCEAN","Auto Only","POINT (-74.19856299399999 39.95559299400003)","No","No"
"AUTO LENDERS LIQ CTR INC","122 CROSS KEYS ROAD","BERLIN","NJ","08009","(856) 335-0910","Emission Repair & Inspections","ERF002996","CAMDEN","Auto Inspection and Emission Repair","POINT (-74.95019398399995 39.782195012000045)","No","No"
"PEPBOYS-MANNY MOE&JCK OF DE","5241 ROUTE 42","TURNERSVILLE","NJ","08012","(856) 227-0229","Emission Repair Only","ERF003030","GLOUCESTER","Auto Only","POINT (-75.04731903599999 39.75331700900006)","No","No"
"TAYLOR AND SON INC/TAYLOR E","7901 VENTNOR AVE","MARGATE","NJ","08402","(609) 822-5646","Inspections Only","PIF003938","ATLANTIC","Auto Only","POINT (-74.49845097699995 39.33062898900005)","No","No"
"BURNS KULL INC","325 N RTE 73","MARLTON","NJ","08053","(856) 983-0600","Emission Repair & Inspections","ERF002763","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.93344601899999 39.89841600900007)","No","No"
"PEP BOYS MANNY MOE JACK DE","301 RTE 37 EAST","TOMS RIVER","NJ","08753","(732) 286-1040","Emission Repair Only","ERF002974","OCEAN","Auto Inspection and Emission Repair","POINT (-74.17612899799997 39.95923501400006)","No","No"
"BFS RETAIL & COMM OPER LLC","79 E MT PLEASANT","LIVINGSTON","NJ","07039","(973) 994-3242","Inspections Only","PIF006360","ESSEX","Auto Only","POINT (-74.31170896399993 40.796975014000054)","No","No"
"BAYSHORE FORD OF PENNSVILLE","200 SO BROADWAY","PENNSVILLE","NJ","08070","(856) 678-3111","Emission Repair Only","ERF000042","SALEM","Auto Only","POINT (-75.51721397599994 39.644978018000074)","No","No"
"ELVIN AUTOMOTIVE SERVICES I","23 EAST 24TH ST.","PATERSON","NJ","07514","(973) 345-8562","Inspections Only","PIF000747","PASSAIC","Diesel Only","POINT (-74.14411096599997 40.939618997000025)","No","No"
"DILLIN TIRE CO INC*","492 BLVD","BAYONNE","NJ","07002","(201) 436-5564","Emission Repair & Inspections","ERF000152","HUDSON","Auto Only","POINT (-74.12542128699994 40.66311290600004)","No","No"
"BARNEYS SERVICE CENTER INC*","577E COUNTY LINE","LAKEWOOD","NJ","08701","(732) 363-2085","Emission Repair & Inspections","ERF000614","OCEAN","Auto Inspection and Emission Repair","POINT (-74.20552399699994 40.105597000000046)","No","Yes"
"ADVANCD AUTO EXPRTS OF W.FL","420 SOUTH AVENUE WEST","WESTFIELD","NJ","07090","(908) 233-4498","Emission Repair Only","ERF002064","MIDDLESEX","Auto Only","POINT (-74.34851936499996 40.648607808000065)","No","No"
"DUANES GARAGE","777 RIDGEWOOD AVE","NO BRUNSWICK","NJ","08902","(732) 418-7100","Inspections Only","PIF000858","MIDDLESEX","Diesel Only","POINT (-74.46575401099996 40.462647006000054)","No","No"
"HOOTIE INC","1817 HOOPER AVE","TOMS RIVER","NJ","08753","(732) 255-5101","Emission Repair & Inspections","ERF002097","OCEAN","Auto Inspection and Emission Repair","POINT (-74.14711180799998 40.01038677400004)","No","No"
"ALWAYS INC","1210 RTE 27","N BRUNSWICK","NJ","08902","(732) 249-8863","Emission Repair & Inspections","ERF000442","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.48952299299998 40.474105990000055)","No","No"
"ON SITE INSPECTION","505 BURNT MEADOW ROAD","HEWITT","NJ","07421","(973) 897-5533","Inspections Only","PIF000735","PASSAIC","Diesel Only","POINT (-74.32936896299998 41.107847984000045)","No","No"
"KANCHAN AUTO SERVICE II LLC","1400 JERSEY AVE","NO. BRUNSWICK","NJ","08902","(732) 249-5535","Emission Repair & Inspections","ERF003206","MIDDLESEX","Auto Only","POINT (-74.48222595899995 40.463068993000036)","No","No"
"FETTE INFINITI LLC","1137 ROUTE 46","CLIFTON","NJ","07013","(973) 779-7000","Emission Repair Only","ERF003009","PASSAIC","Auto Only","POINT (-74.18358796899997 40.86939499300007)","No","No"
"K & G MOTORS","91 BLOOMFIELD AVE.","CALDWELL","NJ","07006","(973) 228-4269","Emission Repair Only","ERF000556","ESSEX","Auto Only","POINT (-74.26720097399993 40.835796008000045)","No","No"
"AMWELL AUTOMOTIVE INC.","1490 RT 179","LAMBERTVILLE","NJ","08530","(609) 397-8032","Emission Repair Only","ERF002488","HUNTERDON","Auto Only","POINT (-74.93030003999996 40.37801400800004)","Yes","Yes"
"MORRIS PLAINS AUTOMOTVE LLC","1799 ROUTE 10 EAST","MORRIS PLAINS","NJ","07950","(973) 539-1833","Emission Repair Only","ERF003251","MORRIS","Auto Only","POINT (-74.47264820499998 40.850186178000065)","No","No"
"A & J AUTOMOTIVE INC","2099 SPRINGFIELD AVE","VAUXHALL","NJ","07088","(908) 688-0040","Emission Repair & Inspections","ERF001080","UNION","Auto Inspection and Emission Repair","POINT (-74.27953896799994 40.719109020000076)","No","No"
"T S & F INC","151 W FORT LEE RD","BOGOTA","NJ","07603","(201) 489-6036","Emission Repair & Inspections","ERF000739","BERGEN","Auto Inspection and Emission Repair","POINT (-74.03357000699998 40.87736299800008)","No","No"
"J&D ASSC CAR MAINTENANCE LL","108 MORRIS AVENUE SUITE A","LANDISVILLE","NJ","08326","(856) 575-1227","Emission Repair Only","ERF003320","ATLANTIC","Auto Only","POINT (-74.93014002899997 39.519847017000075)","No","No"
"BELAIR SERVICES","641 TREMONT AVE","ORANGE","NJ","07050","(973) 676-3131","Emission Repair & Inspections","ERF003208","ESSEX","Auto Inspection and Emission Repair","POINT (-74.25171324799999 40.76261207700003)","No","No"
"LIBERTY AUTOMOTIVE LTD","4397 ROUTE 130 SOUTH","BURLINGTON","NJ","08016","(609) 386-6300","Emission Repair Only","ERF002871","BURLINGTON","Auto Only","POINT (-74.88723599999997 40.058466019000036)","No","No"
"G & M AUTO SERVICE INC","1636 BRIDGEBORO ROAD","EDGEWATER PARK","NJ","08010","(609) 835-4046","Emission Repair & Inspections","ERF001719","BURLINGTON","Auto Inspection and Emission Repair","POINT (-74.92187203599997 40.039902995000034)","No","No"
"L & N AUTO INC","1002 ROUTE 71","SPRING LAKE HT","NJ","07762","(732) 449-8899","Emission Repair & Inspections","ERF003098","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.03823998499996 40.15249701700003)","No","No"
"EAGLE FLEET REPAIR INC","1340 HURFFVILLE RD","DEPTFORD","NJ","08096","(856) 228-5820","Inspections Only","PIF010098","GLOUCESTER","Auto and Diesel","POINT (-75.09281399399998 39.82156900200005)","No","No"
"MARLBORO TWP FLEET MAINT.NA","1979 TOWNSHIP DR","MARLBORO","NJ","07746","(732) 536-0188","Emission Repair Only","ERF001851","MONMOUTH","Auto Only","POINT (-74.26614803899997 40.32789500400003)","No","No"
"B AND B AUTO REPAIR INC","175 WOODBRIDGE AVE.","HIGHLAND PARK","NJ","08904","(732) 985-9500","Emission Repair Only","ERF002104","MIDDLESEX","Auto Only","POINT (-74.41410296299995 40.50163899100005)","No","No"
"WAKEMAN AUTO REPAIR INC","119 VERONA AVE","NEWARK","NJ","07104","(973) 482-4283","Emission Repair & Inspections","ERF002040","ESSEX","Auto Inspection and Emission Repair","POINT (-74.15792802999994 40.78032801000006)","No","No"
"HSC TECHNOLOGY CORP","PO BOX 413 426 RT 22 WEST","WHITE HOUSE ST","NJ","08889","(908) 534-4147","Emission Repair & Inspections","ERF001321","HUNTERDON","Auto Inspection and Emission Repair","POINT (-74.77169397999995 40.62696198000003)","No","No"
"BRIDGEWATER NISSAN INC","1400 RT 22","BRIDGEWATER","NJ","08807","(908) 722-3600","Emission Repair Only","ERF000106","SOMERSET","Auto Only","POINT (-74.57155399699997 40.574961994000034)","No","No"
"PROFESSIONAL AUTO SOLUTIONS","36 LIBERTY STREET","CLARK","NJ","07066","(732) 770-1637","Inspections Only","PIF001273","UNION","Auto Only","POINT (-74.29706100099997 40.620705015000055)","No","No"
