"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1418116","DRIVER","e70caea8e9d8d7f2b2402404b618e7f0d10b6f539663997e970010e82162494b56351b889e06c50f2813d6981434388e20071e4ff5db11b3b48b42766e712aff",,"1347639","2022-09-12T14:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418117","DRIVER","e70caea8e9d8d7f2b2402404b618e7f0d10b6f539663997e970010e82162494b56351b889e06c50f2813d6981434388e20071e4ff5db11b3b48b42766e712aff",,"1347648","2022-09-12T14:00:00.000",,"CHICAGO","IL","60659","M","39","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418311","DRIVER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347833","2022-09-12T13:56:00.000",,"CHICAGO","IL","60636","M","23","XX",,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","INCAPACITATING INJURY","MT SIANI HOSPITAL","CFD",,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418312","DRIVER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000",,"CHICAGO","IL","60629","F","28","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","HUMBOLDT PARK HEALTH","CFD",,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315072","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347833","2022-09-12T13:56:00.000","3","CHICAGO","IL","60624","F","21",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","INCAPACITATING INJURY","MT. SINAI HOSPITAL","CFD","62",,,,,,,,,
"P315080","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60612",,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315081","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7",,,,"M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315082","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7",,,,"F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315083","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7",,,,"M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315084","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7",,,,"F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","MT SINAI HOSPITAL","CFD","34",,,,,,,,,
"P315086","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60651","F","57",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","ASCENSION SAINT MARY - CHICAGO","CFD","52",,,,,,,,,
"P315087","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60651","M","53",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","ASCENSION SAINT MARY - CHICAGO","CFD","52",,,,,,,,,
"P315088","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60623","M","18",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","RUSH HOSPITAL","CFD","43",,,,,,,,,
"P315089","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60624","M","38",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","RUSH HOSPITAL","CFD","43",,,,,,,,,
"P315092","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60623","M","56",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","JOHN H. STROGER, JR. HOSPITAL OF COOK COUNTY","CFD","77",,,,,,,,,
"P315094","PASSENGER","298461e7ff32eee3abd77ea1ef772de15cc210e448b8326ddcbf7bd77754011c4eeff367e6e2f4dd20f3c8a1a7cff0fbb98eafff0c2331dab0577b9c5ffbb0db",,"1347873","2022-09-12T13:56:00.000","7","CHICAGO","IL","60612","M","17",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418263","DRIVER","393dbe9c0575d8db90d002b0b4437623b10a89a0f896b1552da882574e810e30e360144a6239224d15265a96f3c1cd4cb20262e9c704e272057cd66a5720fb6f",,"1347788","2022-09-12T13:50:00.000",,"HARWOOD HIEGHTS","IL","60706","F","48","IL",,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418264","DRIVER","393dbe9c0575d8db90d002b0b4437623b10a89a0f896b1552da882574e810e30e360144a6239224d15265a96f3c1cd4cb20262e9c704e272057cd66a5720fb6f",,"1347830","2022-09-12T13:50:00.000",,"CHICAGO","IL","60656","F","62","IL","D","NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418122","DRIVER","eb7100b72a03b0a40efe3a414ebdda68e676a254c263ec94d75428cfd0d1c3990807e8e94e46cf74fd24698152014fbcd8bc0e7914639b3f1fd925ceeac35d02",,"1347661","2022-09-12T13:50:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418123","DRIVER","eb7100b72a03b0a40efe3a414ebdda68e676a254c263ec94d75428cfd0d1c3990807e8e94e46cf74fd24698152014fbcd8bc0e7914639b3f1fd925ceeac35d02",,"1347667","2022-09-12T13:50:00.000",,"CHICAGO","IL","60620","M","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418124","DRIVER","eb7100b72a03b0a40efe3a414ebdda68e676a254c263ec94d75428cfd0d1c3990807e8e94e46cf74fd24698152014fbcd8bc0e7914639b3f1fd925ceeac35d02",,"1347674","2022-09-12T13:50:00.000",,"CHICAGO","IL","60623","M","80","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418455","DRIVER","b030cfa2c4b543a671f600805f1282658f59b401f531e4d2255b40dc4cc0b7df3d8ce1d84690a4a29cb2d602f2f5361603c7aee13690d8abd75f1e93d6b6baa5",,"1347970","2022-09-12T13:36:00.000",,"CHICAGO","IL","60617","M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST REFUSED",,
"O1418456","DRIVER","b030cfa2c4b543a671f600805f1282658f59b401f531e4d2255b40dc4cc0b7df3d8ce1d84690a4a29cb2d602f2f5361603c7aee13690d8abd75f1e93d6b6baa5",,"1347973","2022-09-12T13:36:00.000",,"CHICAGO","IL","60619","M","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST REFUSED",,
"O1418102","DRIVER","1f26bc4d87993db4dec9d52482f37b54ef96b8f1b4f97bbce399d5d0e973b1a2885c2412642c0487b027497e0fd09e5c6410e79ec9541a0d76a4bd0b31bf18f1",,"1347629","2022-09-12T13:27:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418103","DRIVER","1f26bc4d87993db4dec9d52482f37b54ef96b8f1b4f97bbce399d5d0e973b1a2885c2412642c0487b027497e0fd09e5c6410e79ec9541a0d76a4bd0b31bf18f1",,"1347631","2022-09-12T13:27:00.000",,"LANSING","IL","60438","M","40","IL","P","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315042","PASSENGER","1f26bc4d87993db4dec9d52482f37b54ef96b8f1b4f97bbce399d5d0e973b1a2885c2412642c0487b027497e0fd09e5c6410e79ec9541a0d76a4bd0b31bf18f1",,"1347631","2022-09-12T13:27:00.000","12",,,,"X",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P315043","PASSENGER","1f26bc4d87993db4dec9d52482f37b54ef96b8f1b4f97bbce399d5d0e973b1a2885c2412642c0487b027497e0fd09e5c6410e79ec9541a0d76a4bd0b31bf18f1",,"1347631","2022-09-12T13:27:00.000","10",,,,"X",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P315044","PASSENGER","1f26bc4d87993db4dec9d52482f37b54ef96b8f1b4f97bbce399d5d0e973b1a2885c2412642c0487b027497e0fd09e5c6410e79ec9541a0d76a4bd0b31bf18f1",,"1347629","2022-09-12T13:27:00.000","3","CHICAGO","IL",,"M","82",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1418066","DRIVER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347590","2022-09-12T13:25:00.000",,"CHICAGO","IL","60641","F","63","IL","B","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,"IMPROPER BACKING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418067","DRIVER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347601","2022-09-12T13:25:00.000",,"ELMHURST","IL","60126","F","27","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P315036","PASSENGER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347590","2022-09-12T13:25:00.000","7","CHICAGO","IL",,"M",,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,,,,,,,,,
"P315037","PASSENGER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347590","2022-09-12T13:25:00.000","7","CHICAGO","IL",,"M",,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,,,,,,,,,
"P315038","PASSENGER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347590","2022-09-12T13:25:00.000","7","CHICAGO","IL",,"M",,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,,,,,,,,,
"P315040","PASSENGER","52aaed173b41aaf53af873a65bb2b2a5bfb46877717811df32b65c91f704a1ee7553409e0e45cdf4afa40965bd652334ab9921280599a313a1e4119140575099",,"1347590","2022-09-12T13:25:00.000","7","CHICAGO","IL",,"M",,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD6",,,,,,,,,,
"O1418092","DRIVER","69c7313d9ef9b0b7347a8c7066a55497720953fb9262b1972610ebb3156e198c45a2e9c2cd7a64d17d6f9bc7910a972bd679ffb2825c7367df923abb39af1c81",,"1347610","2022-09-12T13:15:00.000",,"RIVER FOREST","IL","60305","M",,"IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418093","DRIVER","69c7313d9ef9b0b7347a8c7066a55497720953fb9262b1972610ebb3156e198c45a2e9c2cd7a64d17d6f9bc7910a972bd679ffb2825c7367df923abb39af1c81",,"1347614","2022-09-12T13:15:00.000",,"CHIAGO","IL","60634","F",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418070","DRIVER","a732d5461082a1cf2c49d7ae6eca0cf72cff848195dded93e52f7a0613fd172e163473ae32ff95586ddc9ea1b869f167e0a453adf566a1350296f8e8e9f71ad3",,"1347595","2022-09-12T13:05:00.000",,"STREAMWOOD","IL","60107","M","64","IL","BM","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418129","DRIVER","2626b735803f8cf1668300f7e873e8d2b99c9fdbe30f1d3ea1620e216e817e35bc9f1e89ef49af182f6d5070e565fbc2fa899a773d9679d9e21f28fdd441a7c6",,"1347680","2022-09-12T13:00:00.000",,"BUTLER","IN","46721","M",,"IN","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418130","DRIVER","2626b735803f8cf1668300f7e873e8d2b99c9fdbe30f1d3ea1620e216e817e35bc9f1e89ef49af182f6d5070e565fbc2fa899a773d9679d9e21f28fdd441a7c6",,"1347700","2022-09-12T13:00:00.000",,"CHICAGO","IL","60653","F","63","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P315050","PASSENGER","2626b735803f8cf1668300f7e873e8d2b99c9fdbe30f1d3ea1620e216e817e35bc9f1e89ef49af182f6d5070e565fbc2fa899a773d9679d9e21f28fdd441a7c6",,"1347700","2022-09-12T13:00:00.000","2","CHICAGO","IL","60653","M","51",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","REPORTED, NOT EVIDENT",,,,,,,,,,,,
"O1418201","DRIVER","824619412166db0c565831c73b17ae6f85844dc3c6b223b250055644a14bf29404c28751a350c8729f2a9e0987d57a709fa270397c7098a7e81b47d028453795",,"1347723","2022-09-12T13:00:00.000",,"CHICAGO","IL","60624","M","33","IL","CD","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418202","DRIVER","824619412166db0c565831c73b17ae6f85844dc3c6b223b250055644a14bf29404c28751a350c8729f2a9e0987d57a709fa270397c7098a7e81b47d028453795",,"1347756","2022-09-12T13:00:00.000",,"JOLIET","IL","60435","M","33","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315058","PASSENGER","824619412166db0c565831c73b17ae6f85844dc3c6b223b250055644a14bf29404c28751a350c8729f2a9e0987d57a709fa270397c7098a7e81b47d028453795",,"1347756","2022-09-12T13:00:00.000","4",,,,"X",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315060","PASSENGER","824619412166db0c565831c73b17ae6f85844dc3c6b223b250055644a14bf29404c28751a350c8729f2a9e0987d57a709fa270397c7098a7e81b47d028453795",,"1347756","2022-09-12T13:00:00.000","3","DARIEN","IL",,"F",,,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418094","DRIVER","158411a3227a5700b83c6fd827adde50b174f90049abe18259f3f0e7c5b5a00f324fef6edd22fd6ed0efc8781d6110083f5812b3f75b51c76c064ac2cc29651a",,"1347618","2022-09-12T12:58:00.000",,"DES PLAINES","IL","60016","M","26","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418176","DRIVER","13a5240c7aba73e9bcdac5fb9aef5bcde4147b46f9c56b98e4a285a1bcb91a9e9ac1cd0af251106a70dd46f10c263859d28eb0a569de20f7b2fe031cca4b1ce6",,"1347704","2022-09-12T12:56:00.000",,"CHICAGO","IL","60629","F",,,,"USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418177","DRIVER","13a5240c7aba73e9bcdac5fb9aef5bcde4147b46f9c56b98e4a285a1bcb91a9e9ac1cd0af251106a70dd46f10c263859d28eb0a569de20f7b2fe031cca4b1ce6",,"1347729","2022-09-12T12:56:00.000",,"CHICAGO","IL","60661","F","32","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418053","DRIVER","461ee9dd1f1a905800d31d1b882cd2d78ba91ed8d49a919c06ecc0cfb437b1230ae5442724b431c80eb485d65b3f628f6728f81fddca15f535f24feadd60c154",,"1347584","2022-09-12T12:47:00.000",,"BROADVIEW","IL","60155","M","24","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418321","DRIVER","edf77346f5c4bdd346f74bdbe83c517ba6238e5792aeb65ec417a73b9ad4a4d8359ac44d2d7dab4780325d55b1cab41734592a19f7b5be31025cc5f4f6222596",,"1347839","2022-09-12T12:45:00.000",,"CHICAGO","IL","60707","M","21","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418322","DRIVER","edf77346f5c4bdd346f74bdbe83c517ba6238e5792aeb65ec417a73b9ad4a4d8359ac44d2d7dab4780325d55b1cab41734592a19f7b5be31025cc5f4f6222596",,"1347847","2022-09-12T12:45:00.000",,"CHICAGO","IL","60631","M","48","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315071","PASSENGER","edf77346f5c4bdd346f74bdbe83c517ba6238e5792aeb65ec417a73b9ad4a4d8359ac44d2d7dab4780325d55b1cab41734592a19f7b5be31025cc5f4f6222596",,"1347839","2022-09-12T12:45:00.000","3",,,,"X",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418073","DRIVER","672699255f77e3da4076425c92726cebd6df007cb784613894f535aad4f0a8247e4f6975a480b35eb66f8e716b79e772ffb120d04ebcdf2ec5263ad07bebc319",,"1347604","2022-09-12T12:43:00.000",,"CHICAGO","IL","60640","M","47","IL","A","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418045","DRIVER","172666180a47d2890d405bb4f100111f20279cf5e6a9fbeadb03afde306ed75ee462d7cdbe0c3304e16997a692cfdaf736fa009382e8246226f63d8b874779ec",,"1347570","2022-09-12T12:40:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418046","DRIVER","172666180a47d2890d405bb4f100111f20279cf5e6a9fbeadb03afde306ed75ee462d7cdbe0c3304e16997a692cfdaf736fa009382e8246226f63d8b874779ec",,"1347575","2022-09-12T12:40:00.000",,"CHICAGO","IL","60628","F","34","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418104","DRIVER","70328755a73639b7d35d7035c2c1c1709ce9dd8a69c69a9120cbc36b69f21a8269628dcefe1078db3f68450600b9c055b397857e9eba57f3d88fa41de7aac665",,"1347635","2022-09-12T12:40:00.000",,"BELLWOOD","IL","60404","F","32","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418105","DRIVER","70328755a73639b7d35d7035c2c1c1709ce9dd8a69c69a9120cbc36b69f21a8269628dcefe1078db3f68450600b9c055b397857e9eba57f3d88fa41de7aac665",,"1347646","2022-09-12T12:40:00.000",,"CHICAGO","IL","60620","F","84","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P315046","PASSENGER","70328755a73639b7d35d7035c2c1c1709ce9dd8a69c69a9120cbc36b69f21a8269628dcefe1078db3f68450600b9c055b397857e9eba57f3d88fa41de7aac665",,"1347646","2022-09-12T12:40:00.000","2","CHICAGO","IL","60621","F","64",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","PROVIDENCE",,,,,,,,,,,
"O1418047","DRIVER","bb99980b1681c34a1b6b2a3c5c9bffe590866d82ab1ff85fb7f081e30abbc967611542a16da93a05c4c6e66886cee1e2ab0ec3669f2b8833319800c90c387f3f",,"1347577","2022-09-12T12:30:00.000",,"SUMMIT","IL","60501","M","74",,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418048","DRIVER","bb99980b1681c34a1b6b2a3c5c9bffe590866d82ab1ff85fb7f081e30abbc967611542a16da93a05c4c6e66886cee1e2ab0ec3669f2b8833319800c90c387f3f",,"1347581","2022-09-12T12:30:00.000",,"SUMMIT","IL",,"F","42","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418078","DRIVER","e1980016e7509f69497d610f6fd360ec9893dc6ff0ba7cfc9b23787522284dc24068a5e5b0aa908e0e78450a248e8574f36f77457506cee2086b93188790c12c",,"1347600","2022-09-12T12:30:00.000",,"CICERO","IL","60804","M","31","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418079","DRIVER","e1980016e7509f69497d610f6fd360ec9893dc6ff0ba7cfc9b23787522284dc24068a5e5b0aa908e0e78450a248e8574f36f77457506cee2086b93188790c12c",,"1347612","2022-09-12T12:30:00.000",,"NAPERVILLE","IL","60540","F","33","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418043","DRIVER","710747808075bd86ce85cc893945756db1be631081986db97c1d8e19578b77205fda4911907743ce6fb8a0b8ba2a888cab21e9049f2816faccc78dc7775b1f41",,"1347569","2022-09-12T12:27:00.000",,"CHICAGO","IL","60613","M","81","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418044","DRIVER","710747808075bd86ce85cc893945756db1be631081986db97c1d8e19578b77205fda4911907743ce6fb8a0b8ba2a888cab21e9049f2816faccc78dc7775b1f41",,"1347574","2022-09-12T12:27:00.000",,"CHICAGO","IL","60641","M","22","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
