"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","General Government","Chief Operating Officer","COO CONTRACT COMPLIANCE       ","SALARIES/WAGES      ","125","125","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","MHIS","MHIS SUPPORT SERVICES         ","OTHER ITEMS         ","142018","0","General Fund","Tax Supported","OPERATING TRANSFER OUT        ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SALARIES/WAGES      ","942388","1027330","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SALARIES/WAGES      ","475","475","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SALARIES/WAGES      ","0","25000","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","PURCH PROF & TECH SV","61810","43810","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","PURCH PROPERTY SVC  ","750","750","General Fund","Tax Supported","OFFICE EQUIP-SERV CONTRAC     ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","SUPPLIES            ","4000","4000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Finance","ACCOUNTING AND CONTROL        ","DEBT SVC & MISC     ","2400","2400","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","SALARIES/WAGES      ","457911","457911","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","PURCH PROF & TECH SV","8000","8000","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","OTHER PURCH SVC     ","6000","6000","General Fund","Tax Supported","ADVERTISEMENT                 ","Operating Expense"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","SUPPLIES            ","5000","5000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","SUPPLIES            ","600","600","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Development Services","PLANNING FOR GROWTH AND IMPROV","OTHER ITEMS         ","900","900","General Fund","Tax Supported","PARKING GARAGE EXPENSES       ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","SALARIES/WAGES      ","562196","562196","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","PURCH PROF & TECH SV","30000","30000","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","PURCH PROF & TECH SV","195000","125000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","OTHER PURCH SVC     ","400","400","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","DEBT SVC & MISC     ","2200","2200","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","SMALL BUSINESS DEVELOPMENT    ","OTHER ITEMS         ","700","700","General Fund","Tax Supported","PARKING GARAGE EXPENSES       ","Operating Expense"
"2015","General Government","Development Services","LIVABLE NEIGHBORHHOD          ","SALARIES/WAGES      ","253545","0","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Health","Health and Human Services","MATERNAL & CHILD HEALTH       ","SALARIES/WAGES      ","163875","163875","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Health","Health and Human Services","MATERNAL & CHILD HEALTH       ","PURCH PROF & TECH SV","1748","1748","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SUPPLIES            ","500","500","General Fund","Tax Supported","WATER                         ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SUPPLIES            ","500","500","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Public Works","WASTE AND RECYCLING           ","OTHER PURCH SVC     ","10000","10000","General Fund","Tax Supported","MAILING SERVICES              ","Operating Expense"
"2015","General Government","Public Works","WASTE AND RECYCLING           ","OTHER PURCH SVC     ","6000","6000","General Fund","Tax Supported","OUTSIDE PRINTING              ","Operating Expense"
"2015","General Government","Public Works","WASTE AND RECYCLING           ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","CUSTODIAL SUPPLIES            ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","PURCH PROF & TECH SV","30000","30000","General Fund","Tax Supported","FINANCIAL SERV INC ACT        ","Operating Expense"
"2015","General Government","Mayor","CONSTITUENT  SERVICES         ","SALARIES/WAGES      ","171051","171051","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","SALARIES/WAGES      ","36833","36833","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","OTHER PURCH SVC     ","1200","1200","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","OTHER PURCH SVC     ","1000","1000","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","OTHER PURCH SVC     ","800","800","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Reg of Voters","ANNUAL CANVASS                ","SUPPLIES            ","750","750","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","SALARIES/WAGES      ","116771","116771","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","SALARIES/WAGES      ","125","125","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","PURCH PROF & TECH SV","5500","5000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","OTHER PURCH SVC     ","250","250","General Fund","Tax Supported","OUTSIDE PRINTING              ","Operating Expense"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","SUPPLIES            ","500","0","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Corp Counsel","BOARDS & COMMISSIONS          ","SUPPLIES            ","300","0","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Town Clerk","VITAL RECORDS                 ","SALARIES/WAGES      ","229951","229951","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Town Clerk","VITAL RECORDS                 ","SALARIES/WAGES      ","700","700","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Town Clerk","VITAL RECORDS                 ","OTHER PURCH SVC     ","2700","2700","General Fund","Tax Supported","ARMORED CAR SERVICES          ","Operating Expense"
"2015","General Government","Town Clerk","VITAL RECORDS                 ","SUPPLIES            ","4000","4000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Chief Operating Officer","COO ADMISTRATION              ","SALARIES/WAGES      ","290000","290000","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","TRAFFIC DIVISION              ","SALARIES/WAGES      ","1060988","1060988","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","TRAFFIC DIVISION              ","SALARIES/WAGES      ","30000","20000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","TRAFFIC DIVISION              ","SALARIES/WAGES      ","855000","855000","General Fund","Tax Supported","PART TIME EMPLOYEES           ","Personnel Cost"
"2015","Public Safety","Police","K-9                           ","SALARIES/WAGES      ","356749","356749","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","K-9                           ","SALARIES/WAGES      ","3500","2000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Finance","COLLECTION                    ","SALARIES/WAGES      ","759973","726891","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Finance","COLLECTION                    ","SALARIES/WAGES      ","5000","5000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Finance","COLLECTION                    ","SALARIES/WAGES      ","625","625","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Finance","COLLECTION                    ","SALARIES/WAGES      ","30000","50000","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","General Government","Finance","COLLECTION                    ","PURCH PROF & TECH SV","24500","22500","General Fund","Tax Supported","LEGAL SERVICES                ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","PURCH PROF & TECH SV","75421","70421","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","OTHER PURCH SVC     ","6500","6500","General Fund","Tax Supported","MAILING SERVICES              ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","OTHER PURCH SVC     ","2000","2000","General Fund","Tax Supported","ADVERTISEMENT                 ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","OTHER PURCH SVC     ","750","750","General Fund","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","OTHER PURCH SVC     ","8000","8000","General Fund","Tax Supported","ARMORED CAR SERVICES          ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","SUPPLIES            ","11000","10595","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","SUPPLIES            ","1000","0","General Fund","Tax Supported","FOOD                          ","Operating Expense"
"2015","General Government","Finance","COLLECTION                    ","DEBT SVC & MISC     ","600","600","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","SALARIES/WAGES      ","241535","369523","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","SALARIES/WAGES      ","125","125","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","PURCH PROF & TECH SV","5000","28800","General Fund","Tax Supported","EMPLOYEE PHYSICALS - NON UNIFO","Operating Expense"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","PURCH PROF & TECH SV","48000","147400","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","PURCH PROF & TECH SV","10800","10800","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","PURCH PROF & TECH SV","17385","86500","General Fund","Tax Supported","EMPLOYEE TESTING UNIFORMED SER","Operating Expense"
"2015","General Government","Human Resources","CIVIL SERVICE MANAGEMENT      ","Other","0","42012","General Fund","Tax Supported","MITIGATION STRATEGIES         ","Operating Expense"
