"fiscal_year","department_name","revenue_source_name","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code"
"2017","INFORMATION TECHNOLOGY AGENCY","FRANCHISE INCOME-TELEPHONE",,"141195.75",,"TELECOM LIQ DMGE &LOST FR FEES","FRANCHISES INCOME","342","3066","306"
"2015","EMERGENCY MANAGEMENT","INTERFD OPER TRANS-PRIOR YEARS",,"38682.23",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561"
"2015","CULTURAL AFFAIRS","ARTS DEVELOPMENT FEE-1%",,"222000",,"ARTS AND CULTURAL FACIL & SERV","CULTURAL AFFAIRS REVENUES","480","4476","447"
"2018","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,"338901.87",,"GOB REFUNDING SERIES 2016-A DEBT SERVICE FUND","VOTER APRVD DEBT-PROPERTY TAX","A72","3032","303"
"2014","PUBLIC WORKS - STREET LIGHTING","INTERFD OPER TRANS-ST LIGHT ASMNT","21312038","20204566.62","94.8","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5621","561"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","BUILDING PERMITS- REGULAR",,"0",,"PUBLIC WORKS TRUST","CONSTRUCTION PERMITS","834","3225","322"
"2016","GENERAL SERVICES","RELATED COST REIMB-OTHERS",,"205259",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"6051.96",,"ARTS DISTRICT BUSINESS IMP DIS","ASSESSMENTS","49J","3182","317"
"2016","FIRE","MISCELLANEOUS REVENUE-OTHERS",,"709.56",,"LAFD SPECIAL TRAINING FUND","MISCELLANEOUS REVENUES","40J","5188","516"
"2013","MAYOR","REIMB OF RELATED COST-PR YR","12000","314972.72","2624.77","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2012","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"2339.84",,"INDUSTRIAL DEVELOPMENT AUTHORI","INVESTMENT EARNINGS","816","4903","490"
"2018","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-ELECTRIC LINE","228000","235962.22","103.49","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3061","306"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"4830.46",,"PANORAMA CITY BUS IMPROV DIST","ASSESSMENTS","51D","3182","317"
"2013","CITY CLERK","INTEREST INCOME-OTHER",,"624.68",,"JEFFERSON PARK BUS IMPROV DIST","INVESTMENT EARNINGS","42R","4903","490"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE HIGHWAY AGREEMENTS",,"191586.54",,"ST LIGHTING MAINTENANCE ASSESS","STATE GRANTS/AGREEMENTS","347","3364","336"
"2017","RECREATION AND PARKS - SPECIAL ACCOUNTS","ADDL INTERFD TRANS-OTHER FUNDS",,"3018000",,"RECREATION AND PARKS","ADDL INTERFD OPERATING TRANSFER","302","5693","569"
"2016","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO AIRPORTS","3550000","1781246.33","50.18","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFD TRANS-RES FD NON REIM",,"613000",,"ENGINEERING SPECIAL SERVICE FD","ADDL INTERFD OPERATING TRANSFER","682","5692","569"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,"4339235.25",,"WSRB DEBT SERVICE FD 2010-A","INTERFUND OPERATING TRANSFER","W59","5615","561"
"2016","POLICE","REIM EMP REL-POLICE PROTECTN",,"637500",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5164","516"
"2017","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","DEFERRED COMP EMPL ADMIN FEES",,"1142989.37",,"DEFERRED COMPENSATN PLAN TRUST","OTHER GEN GOVT SERVICES","896","4354","432"
"2018","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISC-ENGR/ST LIGHTING",,"0",,"PUBLIC WORKS TRUST","ENGR INSPECTION & OTHER CHARGES","834","4239","420"
"2016","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-CURRENT-SECURED","1124512000","1146500120.11","101.96","GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3011","301"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM GRANTS",,"6976.52",,"SEISMIC BOND REIMB FUND","REIMB FROM GRANTS","608","5427","542"
"2013","OFFICE OF FINANCE","INTEREST PENALTY ON DELINQ TAX",,"40015.62",,"GOB SER 2011A DEBT SERVICE","PROPERTY TAXES-SECURED & UNSEC","A69","3024","301"
"2015","MAYOR","MOBILE SRC AIR POLLUT REL COST","13304",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5336","530"
"2016","NON-DEPARTMENTAL - GENERAL","DISASTER COST REIMB STATE GOVT","2900000","890287.21","30.7","GENERAL FUND (GENERAL BUDGET)","REIMB FROM GRANTS","100","5426","542"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,"26186.43",,"WASTEWATER SYS REV BDS EMERGEN","INTERFUND OPERATING TRANSFER","765","5615","561"
"2018","NON-DEPARTMENTAL - GENERAL","CORPORATE DOCUMENTARY TRANSFER TAX","1446000","2968773.46","205.31","GENERAL FUND (GENERAL BUDGET)","OTHER TAXES","100","3110","311"
"2016","OFFICE OF FINANCE","INTERFD OPER TRANS-OTHER FUNDS",,"350000000",,"TX REV ANTICIP NOTE DEBT","INTERFUND OPERATING TRANSFER","P15","5654","561"
"2016","COUNCIL","INTERFD OPER TRANS-PROP A","89000","89000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5616","561"
"2016","CITY ADMINISTRATIVE OFFICER","LANDSCAPING/LIGHTING ASSMNT-PROP K",,"3714571.11",,"PROPOSITION K MAINTENANCE FUND","ASSESSMENTS","43L","3179","317"
"2016","RECREATION AND PARKS","CAPITAL GRANT - COUNTY",,"293460.19",,"RECREATION & PARKS GRANT","COUNTY GRANTS/AGREEMENTS","205","3512","351"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","REIMB FROM OTHER FUNDS",,"250",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2016","LIBRARY","DONATIONS & CONTRIBUTIONS",,"57003",,"LIBRARY","DONATIONS & CONTRIBUTIONS","300","5102","510"
"2016","CITY ADMINISTRATIVE OFFICER","INTEREST INCOME-OTHER",,"4.55",,"JUDGMT OBLI BD 2010A PROCEEDS","INVESTMENT EARNINGS","20G","4903","490"
"2012","BUILDING AND SAFETY","INTEREST INCOME-OTHER",,"2323.2",,"OFF-SITE SIGN PERIOD INSP FEE","INVESTMENT EARNINGS","46F","4903","490"
"2016","AGING","INTERFD OPER TRANS-PROP A",,"3298996",,"SENIOR CITYRIDE PROGRAM FUND","INTERFUND OPERATING TRANSFER","599","5616","561"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","FINES FOR CITY LAW VIOLATIONS",,"3.41060513164848E-13",,"PUBLIC WORKS TRUST","OTHER FINES","834","4812","481"
"2017","PUBLIC WORKS - STREET SERVICES","REIMB OF PRIOR YEAR SALARY","4896","419.12","8.56","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5168","516"
"2012","BUILDING AND SAFETY","REIMB OF PRIOR YEAR SALARY",,"41850.01",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5168","516"
"2015","BUILDING AND SAFETY","RELATED COST REIMB-OTHERS","282360","137855","48.82","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2013","BUILDING AND SAFETY","ELECTRICAL TESTING LAB RECEIPT",,"288233.04",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4219","420"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","RETIREMENT CONTRIBUTION-EMPLOYER",,"15375",,"LIMITED TERM RETIREMENT TRUST","RETIREMENT CONTRIBUTIONS","900","5502","550"
"2017","CITY ADMINISTRATIVE OFFICER","DEBT PROCEEDS - LONG TERM",,"39200000",,"MICLA 2017 STREETLIGHTS CONSTRUCTION FUND","DEBT PROCEEDS","26Y","5602","560"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"72924.06",,"TARZANA BUSINESS IMPROVE DISTR","ASSESSMENTS","41S","3182","317"
"2018","AGING","OTHER FEDERAL GRANTS",,"886356",,"AREA PLAN FOR THE AGING TIT 7","OTHER INTERGOVTL-FEDERAL","395","3684","368"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","ADDL INTERFD TRANS-RES FD NON REIM","1590196","1590196","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2014","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,"87318",,"MULTI-FAMILY BULKY ITEM FEE","INVESTMENT EARNINGS","50D","4903","490"
"2018","AGING","STATE AGING GRANT",,"948492",,"AREA PLAN FOR THE AGING TIT 7","STATE GRANTS/AGREEMENTS","395","3374","336"
"2016","MAYOR","OTHER FEDERAL GRANTS",,"106295",,"FY15 JUVENILE ACCOUNTABILITY BLOCK GRANT FUND","OTHER INTERGOVTL-FEDERAL","57G","3684","368"
"2014","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"414505.61",,"GOB SER 2009 DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A68","3033","303"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS REVENUE-OTHERS",,"10591.6",,"SIXTH STREET VIADUCT IMPROVEMENT FUND","MISCELLANEOUS REVENUES","54W","5188","516"
"2016","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS REVENUE-OTHERS",,"2214.74",,"FIRE SAF IMP ASSESS DIST 1 ADM","MISCELLANEOUS REVENUES","645","5188","516"
"2018","BUILDING AND SAFETY","EARTHQUAKE INSTRUMENTATION FEE",,"88677.26",,"BLDG & SAFETY PERMIT ENTERPRIS","SP BLDG & SAFETY SERVICES","48R","4004","400"
"2016","NON-DEPARTMENTAL - GENERAL","SERVICE TO AIRPORTS","771791","483190.2","62.61","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2018","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SPECIAL EXCAVATION INSPECTION",,"2.6",,"CONSTRUCTION SERVICES TRUST FD","ENGR INSPECTION & OTHER CHARGES","438","4229","420"
"2019","CITY CLERK","INTEREST INCOME-OTHER",,"11716.9",,"LINCOLN HTS BUS & COMM BEN BID","INVESTMENT EARNINGS","50M","4903","490"
"2016","OFFICE OF FINANCE","SERVICE TO HARBOR","248572","287570","115.69","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"785843.22",,"SO LA IND TRACT(GOODYEAR) BID","ASSESSMENTS","49H","3182","317"
"2016","NON-DEPARTMENTAL - GENERAL","SERVICE TO HARBOR","595556","427312","71.75","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2014","GENERAL SERVICES","STREET DAMAGE FEE REL COST","32337","32337","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5352","530"
"2013","MAYOR","ADDL INTERFD TRANS-RES FD NON REIM","1601637.36","1577797.77","98.51","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FINANCING SOURCES",,"15249325",,"STORMWATER POLLUTION ABATE FND","OTHER FINANCING SOURCES","511","5741","574"
"2014","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"104647.71",,"SHERMAN OAKS BUS IMPR DISTR","ASSESSMENTS","43J","3182","317"
"2016","CULTURAL AFFAIRS","REIMB FROM OTHER FUNDS",,"46015.74",,"ARTS AND CULTURAL FACIL & SERV","REIMB FROM OTHER FUNDS","480","5301","530"
"2018","PUBLIC WORKS - ENGINEERING","CONS PLAN CHECKING",,"2274",,"GENERAL FUND (GENERAL BUDGET)","PLAN CHECKING FEES","100","4152","415"
"2017","PUBLIC WORKS - ENGINEERING","SUBPOENA FEES","200","130","65","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4350","432"
"2016","MAYOR","SERVICE TO HARBOR","697665","659820","94.58","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2014","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"178.12",,"ENDING CHRONIC HOMELESSNESS","INVESTMENT EARNINGS","48D","4903","490"
"2022","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"7038250",,"POWER SYSTEM REVENUE BONDS 2019 SERIES D, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","J8A","5654","561"
"2015","INFORMATION TECHNOLOGY AGENCY","SERVICE TO AIRPORTS","33000","33500","101.52","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2013","PUBLIC WORKS - CONTRACT ADMINISTRATION","RELATED COST ARRA - PRIOR YEAR",,"927.2",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5364","530"
"2017","CITY ATTORNEY","FINES AND PENALTIES-OTHERS",,"7950",,"BLACK MARKET CIGAR PROSEC TR","OTHER FINES","47V","4815","481"
"2013","NON-DEPARTMENTAL - GENERAL","PROP TAX-HOMEOWNER RELIEF-STATE","8500000","8437662.17","99.27","GENERAL FUND (GENERAL BUDGET)","STATE HOMEOWNER TAX RELIEF","100","3341","334"
"2017","AGING","STATE GRANTS - OTHERS",,"469267",,"OMBUDSMAN INITIATIVE PROGRAM F","STATE GRANTS/AGREEMENTS","46V","3361","336"
"2016","TRANSPORTATION","OTHER FEDERAL GRANTS",,"0",,"PROPOSITION A LOCAL TRANSIT","OTHER INTERGOVTL-FEDERAL","385","3684","368"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"5445.32",,"STORMWATER POLLUTION ABATE FND","STATE GRANTS/AGREEMENTS","511","3361","336"
"2016","MAYOR","OTHER FEDERAL GRANTS",,"106305",,"FY15-16 JUVENILE ACCOUNTABILITY BLOCK GRANT FUND","OTHER INTERGOVTL-FEDERAL","58B","3684","368"
"2013","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,"5640.67",,"GOB SER99B ZOO IMPR CONSTRUCTN","INVESTMENT EARNINGS","199","4904","490"
"2018","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"74129.57",,"BRENTWOOD WILLAGE BID FUND","ASSESSMENTS","46J","3182","317"
"2016","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS SP PKG REV","5853296","5853296","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5617","561"
"2016","CITY ADMINISTRATIVE OFFICER","SPECIAL ASSESSEMENTS -OTHERS",,"6521008.98",,"COMM FACI DIST 4 PLAYA VISTA I","ASSESSMENTS","46K","3171","317"
"2018","AGING","OLDER AMERICAN ACTS GRANT",,"9093753",,"AREA PLAN FOR THE AGING TIT 7","OLDER AMERICAN ACT","395","3621","362"
"2015","CITY PLANNING","GRANT FR PRIVATE ORGANIZATION",,"50000",,"CLEAN UP AND GREEN UP TRUST FUND","MISCELLANEOUS REVENUES","55Q","5179","516"
"2016","CONTROLLER","WORKFORCE INNOV OPP ACT (WIOA) REL COST",,"23166",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5372","530"
"2019","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"11550000",,"WATER SYSTEM REVENUE BONDS 2018 SERIES A, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","M1T","5654","561"
"2018","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"607598.03",,"GOB REFUNDING SERIES 2017-B (TAX-EXEMPT), DEBT SERVICE FUND","VOTER APRVD DEBT-PROPERTY TAX","A74","3033","303"
"2018","CITY CLERK","MISCELLANEOUS GOV'T SERVICES",,"3300",,"INTELLECTUAL PROPERTY FUND","OTHER GEN GOVT SERVICES","45V","4339","432"
"2018","CITY ADMINISTRATIVE OFFICER","SPECIAL ASSESSEMENTS -OTHERS",,"364639.78",,"COMM FAC DIST8 SPECIAL TAX FD","ASSESSMENTS","51F","3171","317"
"2018","TRANSPORTATION","COUNTY GRANTS - OTHERS",,"1522201.49",,"PROPOSITION A LOCAL TRANSIT","COUNTY GRANTS/AGREEMENTS","385","3513","351"
"2018","COUNCIL","ADDL INTERFD TRANS-RES FD NON REIM","9113707.91","9113707.91","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","CONS PLAN CHECKING",,"1300",,"SEWER CONSTRUCTION&MAINTENANCE","PLAN CHECKING FEES","208","4152","415"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","PROP C ANTIGRIDLOCK REL COST","41364","22584.95","54.6","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5340","530"
"2015","DISABILITY","MISCELLANEOUS REVENUE-OTHERS",,"2859.08",,"MAYORS OFF FOR HANDICAP TRUST","MISCELLANEOUS REVENUES","849","5188","516"
"2016","FIRE","BAD CHECK COLLECTION FEES",,"385",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2019","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","PHOTO COPIES",,"30",,"ST LIGHTING MAINTENANCE ASSESS","OTHER GEN GOVT SERVICES","347","4342","432"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB MISCELLANEOUS",,"0",,"SOLID WASTE RESOURCES FUND","COLISEUM/SPORTS ARENA REVENUE","508","4543","454"
"2020","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,"1487873.88",,"WSSRB DEBT SERVICE FUND, VARIABLE RATE REFUNDING SER 2018-C","INTERFUND OPERATING TRANSFER","W91","5615","561"
"2019","WATER AND POWER","INTEREST INCOME-OTHER",,"11106.61",,"WS RB 2012 SERIES A BOND SERVC","INVESTMENT EARNINGS","M9R","4903","490"
"2020","AGING","JURY DUTY REIMBURSEMENT","133",,,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5169","516"
"2021","TRANSPORTATION","PENALTY-DRIVER,VEHICLE & ATTEN",,"360",,"TRANSP REGULATION &ENFORCEMENT","FORFEITURES & PENALTIES","596","4832","483"
"2019","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,"2013.16",,"GOB SER94A POLICE FAC CONSTRUC","INVESTMENT EARNINGS","183","4904","490"
"2019","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-GENERAL  FUND",,"8575000",,"SEWER OPERATIONS & MAINTENANCE","INTERFUND OPERATING TRANSFER","760","5624","561"
"2019","CITY CLERK","INTEREST INCOME-OTHER",,"2042.32",,"HOLLYWOOD MEDIA DP & BUS IMPRO","INVESTMENT EARNINGS","42X","4903","490"
"2021","CITY ETHICS COMMISSION","INTERFD OPER TRANS-CITY ETHICS COM","3491078.95","3422981.2","98.05","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5631","561"
"2020","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-GAS","16400000","17784630.3","108.44","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3062","306"
"2021","FIRE","FIRE SERVICES RESTITUTION","100000","323433.07","323.43","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4115","411"
"2021","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"721101.81",,"NORTH HOLLYWOOD TRANSIT BID","ASSESSMENTS","49R","3182","317"
"2021","TRANSPORTATION","SERVICE TO AIRPORTS","485122","829668","171.02","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459"
"2019","PERSONNEL","CODE ENFORCEMENT REL COST","229988","215917.96","93.88","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5351","530"
"2018","CONTROLLER","WORKFORCE INNOV OPP ACT (WIOA) REL COST","48178","30384","63.07","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5372","530"
"2018","CITY ADMINISTRATIVE OFFICER","LANDSCAPING/LIGHTING ASSMNT-PROP K",,"735680",,"PROPOSITION K ADMINISTRATION F","ASSESSMENTS","43M","3179","317"
"2014","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","RECYCLE/LITTER RED PROG",,"1019773",,"INTEGRATED SOLID WASTE MGMT  D","STATE GRANTS/AGREEMENTS","556","3362","336"
"2015","CITY PLANNING","MEASURE R TRAFFIC RELIEF OH REIMB","315989",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5367","530"
"2016","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS COLISEUM RECEIPTS",,"38786.58",,"STAPLES CENTER TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","908","4541","454"
"2018","OFFICE OF FINANCE","INTEREST PENALTY ON DELINQ TAX",,"27263.12",,"GOB SERIES 2017-A (TAXABLE), DEBT SERVICE FUND","PROPERTY TAXES-SECURED & UNSEC","A73","3024","301"
"2018","FIRE","MISCELLANEOUS REVENUE-OTHERS",,"14.95",,"FIRE DEPT GRANT","MISCELLANEOUS REVENUES","335","5188","516"
"2017","NEIGHBORHOOD EMPOWERMENT","DAMAGE CLAIMS & SETTLEMENTS",,"27481.35",,"DEPT OF NEIGHBORHOOD EMPOWERE","DAMAGE SETTLEMENTS","44B","5121","512"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","CERTIFICATES OF COMPLIANCE",,"10174",,"STORMWATER POLLUTION ABATE FND","ENGR INSPECTION & OTHER CHARGES","511","4247","420"
"2018","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1074342.51",,"HOLLYWOOD MEDIA DP & BUS IMPRO","ASSESSMENTS","42X","3182","317"
"2016","CONTROLLER","INTERFD OPER TRANS-HOME INVEST","66048","66048","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5641","561"
"2018","COUNCIL","SERVICE TO HARBOR","150634","90521.6","60.09","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2016","ZOO","FILMING PERMITS",,"8590.06",,"ZOO ENTERPRISE TRUST FUND","OTHER LICENSES & PERMITS","40E","3282","328"
"2016","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-PERSHING SQ","527269","527269","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5643","561"
"2016","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,"4286000",,"INSURANCE PREMIUMS SPECIAL FD","INTERFUND OPERATING TRANSFER","46S","5624","561"
"2016","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","20000","20000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561"
"2016","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","FIRE INSURANCE PROCEEDS","0","83460.47",,"GENERAL FUND (GENERAL BUDGET)","DAMAGE SETTLEMENTS","100","5126","512"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB PROP O STORM WATER CLEAN","64785",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5323","530"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,"37313.73",,"WSRB DEBT SERV REF 2013-B","INVESTMENT EARNINGS","W80","4905","490"
"2016","CITY ATTORNEY","CODE ENFORCEMENT REL COST","184656","95471.63","51.7","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5351","530"
"2016","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB PROP F ANIMAL BOND FUND",,"22484.87",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5319","530"
"2017","CITY EMPLOYEES RETIREMENT SYSTEM","RETIREMENT CONTRIBUTION-LACERS/LAFPP",,"247",,"LIMITED TERM RETIREMENT TRUST","RETIREMENT CONTRIBUTIONS","900","5514","550"
"2016","NON-DEPARTMENTAL - GENERAL","PROP TAX-HOMEOWNER RELIEF-STATE","7668000","8115269.39","105.83","GENERAL FUND (GENERAL BUDGET)","STATE HOMEOWNER TAX RELIEF","100","3341","334"
"2015","EMERGENCY MANAGEMENT","REIMB FROM OTHER FUNDS",,"299.14",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,"43302107.44",,"WSRB DEBT SERV REF 2009-A","INTERFUND OPERATING TRANSFER","W57","5615","561"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB OF RELATED COST-PR YR",,"45766.22",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2017","CITY EMPLOYEES RETIREMENT SYSTEM","RETIREMENT CONTRIBUTION-AIRPORT",,"79325422.8",,"CITY EMPLOYEES RETIREMENT","RETIREMENT CONTRIBUTIONS","800","5507","550"
"2016","PUBLIC WORKS - ENGINEERING","SEWER PERMITS","15000","77304","515.36","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION PERMITS","100","3230","322"
"2016","CITY CLERK","INTEREST INCOME-OTHER",,"2103.05",,"COUNCIL DIST12 REAL PROP TRUST","INVESTMENT EARNINGS","694","4903","490"
