"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,,,"933646.38",,"SOLID WASTE RESOURCES FUND","STATE GRANTS/AGREEMENTS","508","3361","336","50"
"2015","BUILDING AND SAFETY","BOARD APPLICATION FEE",,,,"931384.33",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4242","420","8"
"2015","ANIMAL SERVICES","SPAY AND NEUTER CLINIC FEES",,,,"930376.26",,"ANIMAL STERILIZATION","ANIMAL SHELTER FEE & CHARGES","842","4182","417","6"
"2015","RECREATION AND PARKS","ADDL INTERFD TRANS-RES FD NON REIM",,,,"924803",,"RECREATION & PARKS GRANT","ADDL INTERFD OPERATING TRANSFER","205","5692","569","88"
"2015","RECREATION AND PARKS","INTEREST INCOME-OTHER",,,,"924538.75",,"RECREATION & PARKS GRANT","INVESTMENT EARNINGS","205","4903","490","88"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"921677.33",,"WSSRB DEBT SERV REF 2012-D","INTERFUND OPERATING TRANSFER","W77","5615","561","50"
"2015","TRANSPORTATION","MOBILE SRC AIR POLLUT REL COST","1335701",,"1335701","920145","68.89","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5336","530","94"
"2015","TRANSPORTATION","CREDIT CARD SERVICE CHARGE","938000",,"938000","915032.23","97.55","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4357","432","94"
"2015","GENERAL SERVICES","LEASE & RENTAL OF CITY PROPERTIES","687000",,"687000","910678.76","132.56","GENERAL FUND (GENERAL BUDGET)","RENTS AND CONCESSIONS","100","4931","493","40"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"910403",,"SHSGP 10 GRANT FUND","OTHER INTERGOVTL-FEDERAL","54J","3684","368","46"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"909980.65",,"CENTURY CORRIDOR BUS IMPROVE","ASSESSMENTS","40R","3182","317","14"
"2015","TRANSPORTATION","TEMPORARY TRAFFIC SIGNS","619000",,"619000","909886.610000001","146.99","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4293","428","94"
"2015","LOS ANGELES HOUSING","FINES AND PENALTIES-OTHERS",,,,"906759.59",,"HOUSING PRODUCTION REVOLVING","OTHER FINES","240","4815","481","43"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","A PERMITS","600000",,"600000","901497.99","150.25","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3241","324","76"
"2015","LOS ANGELES HOUSING","REIMB FROM OTHER AGENCIES",,,,"901098.84",,"CPUC - GAS CO.","REIMB FROM OTHER AGENGIES","55A","3811","381","43"
"2015","TRANSPORTATION","DRIVER PERMIT","1057000",,"1057000","897464.09","84.91","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3289","328","94"
"2015","PERSONNEL","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1133069",,"1133069","897007.84","79.17","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561","66"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SEWER PERMITS",,,,"894805.280000001",,"SEWER CONSTRUCTION&MAINTENANCE","CONSTRUCTION PERMITS","208","3230","322","50"
"2015","GENERAL SERVICES","ADDL INTERFD TRANS-RES FD REIMB",,"891184.42","891184.42","891184.42","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5696","569","40"
"2015","NON-DEPARTMENTAL - GENERAL","RELATED COST REIMB-OTHERS","943080",,"943080","889369","94.3","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530","62"
"2015","TRANSPORTATION","TAXICAB VEHICLE BANDIT FEE",,,,"887818.76",,"TRANSP REGULATION &ENFORCEMENT","OTHER LICENSES & PERMITS","596","3292","328","94"
"2015","BUILDING AND SAFETY","GENERAL APPROVAL",,,,"886834.74",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4206","420","8"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,,,"886141.08",,"SUBVENTIONS AND GRANTS","STATE GRANTS/AGREEMENTS","305","3361","336","50"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","SUPPLEMENTAL DENTAL & OPT SUB","835000",,"835000","873959.1","104.67","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4594","459","61"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"873435.03",,"SO LA IND TRACT(GOODYEAR) BID","ASSESSMENTS","49H","3182","317","14"
"2015","CONTROLLER","ADDL INTERFD TRANS-RES FD NON REIM",,"868884.01","868884.01","868884.01","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","26"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-ST LIGHT ASMNT","932953",,"932953","864072.02","92.62","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5621","561","40"
"2015","FIRE","INTERFD OPER TRANS-OTHER FUNDS","861264",,"861264","861264","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","38"
"2015","BUILDING AND SAFETY","GRADING PRE-INSPECTION",,,,"859791.05",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4210","420","8"
"2015","EMERGENCY OPERATIONS BOARD","INTERFD OPER TRANS-GENERAL  FUND",,,,"856271",,"EMERGENCY OPERATIONS FUND","INTERFUND OPERATING TRANSFER","392","5624","561","34"
"2015","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","COST REIMBURSEMENT FROM LIBRARY",,,,"850000",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530","54"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFUND TRANS - GENERAL FD",,,,"850000",,"STORMWATER POLLUTION ABATE FND","ADDL INTERFD OPERATING TRANSFER","511","5691","569","50"
"2015","CITY ADMINISTRATIVE OFFICER","INTEREST INCOME-OTHER",,,,"849994.5",,"PROPOSITION K PROJECTS FUND","INVESTMENT EARNINGS","43K","4903","490","10"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","WORKERS COMP PENSION OFFSETS","1000000",,"1000000","846944","84.69","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4352","432","61"
"2015","TRANSPORTATION","INTEREST INCOME-OTHER",,,,"838980.42",,"PROPOSITION C ANTIGRIDLOCK IMP","INVESTMENT EARNINGS","540","4903","490","94"
"2015","PUBLIC WORKS - ENGINEERING","REIMB FROM OTHER FUNDS","1127000",,"1127000","836748.32","74.25","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","78"
"2015","TRANSPORTATION","ADDL INTERFD TRANS-OTHER FUNDS",,,,"836705",,"TRANSPORTATION GRANTS FUND","ADDL INTERFD OPERATING TRANSFER","655","5693","569","94"
"2015","CITY CLERK","REIMB FROM OTHER FUNDS",,,,"834192.39",,"BUSINESS IMPROVEMENT TRUST FND","REIMB FROM OTHER FUNDS","659","5301","530","14"
"2015","FIRE","REIMBURSEMENT OF EXPENDITURES",,,,"822466.24",,"FIRE DEPT GRANT","MISCELLANEOUS REVENUES","335","5161","516","38"
"2015","POLICE","MISCELLANEOUS-POLICE SERVICES","1200000",,"1200000","820536.51","68.38","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4086","407","70"
"2015","LOS ANGELES HOUSING","HOME INVEST PRTNRSHIP REL COST","925406",,"925406","820323.91","88.64","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5341","530","43"
"2015","BUILDING AND SAFETY","LICENSES & PERMITS - OTHERS",,,,"815951.95",,"BLDG & SAFETY PERMIT ENTERPRIS","OTHER LICENSES & PERMITS","48R","3295","328","8"
"2015","POLICE","SEWER CONS & MAIN RELATED COST","815103",,"815103","815103","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","70"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFD TRANS-OTHER FUNDS",,,,"814500",,"STORMWATER POLLUTION ABATE FND","ADDL INTERFD OPERATING TRANSFER","511","5693","569","50"
"2015","NON-DEPARTMENTAL - LIABILITY CLAIMS","REIMB FROM OTHER FUNDS","700000",,"700000","811876.96","115.98","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","59"
"2015","CITY ATTORNEY","SERVICE TO PENSIONS","690063",,"690063","809493.74","117.31","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4599","459","12"
"2015","FIRE","INSPECTION RESTITUTION","1800000",,"1800000","806938.23","44.83","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4116","411","38"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SOLID WASTE",,,,"797748",,"LANDFILL MAINTENANCE SPEC TRUS","INTERFUND OPERATING TRANSFER","558","5634","561","50"
"2015","MAYOR","STATE GRANTS - OTHERS",,,,"797116",,"2014 CALGRIP GRANT FUND","STATE GRANTS/AGREEMENTS","56S","3361","336","46"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"796303.35",,"GOB SER 2005B DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A65","3032","303","39"
"2015","ANIMAL SERVICES","DOG POUND FEES","620000",,"620000","788645.71","127.2","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","100","4178","417","6"
"2015","CITY ATTORNEY","STATE GRANTS - OTHERS",,,,"784184.63",,"CITY ATTORNEY GRANTS","STATE GRANTS/AGREEMENTS","368","3361","336","12"
"2015","CITY ATTORNEY","SERVICE TO LACERS","747568",,"747568","784141.14","104.89","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4600","459","12"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","MISCELLANEOUS (REC & PARKS)",,,,"774074.450000002",,"RECREATION AND PARKS GOLF SPE","RECREATION & PARKS REVENUES","52H","4515","451","89"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","REIMB OF RELATED COST-PR YR",,,,"773793.46",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","76"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","OTHER FEDERAL GRANTS",,,,"767576.13",,"COMMUNITY CHALLENGE PLANNING GRANT FUND","OTHER INTERGOVTL-FEDERAL","53W","3684","368","22"
"2015","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","OTHER FEDERAL GRANTS",,,,"766557.76",,"GENERAL FUND (GENERAL BUDGET)","OTHER INTERGOVTL-FEDERAL","100","3684","368","54"
"2015","CONTROLLER","SERVICE TO AIRPORTS","996943",,"996943","761109.13","76.34","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","26"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"760546.33",,"HUD CONNECTIONS GRANT","OTHER INTERGOVTL-FEDERAL","47X","3684","368","43"
"2015","NON-DEPARTMENTAL - GENERAL CITY PURPOSES","ADDL INTERFD TRANS-OTHER FUNDS",,"1135794.41","1135794.41","755794.41","66.54","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","56"
"2015","COUNCIL","MISCELLANEOUS REVENUE-OTHERS","7000000",,"7000000","751080.95","10.73","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","28"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,,,"746749.78",,"GOB REFUNDNG SER2012A DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A71","3033","303","39"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","RECYCLE/LITTER RED PROG",,,,"745869.37",,"HOUSEHOLD HAZARDOUS WASTE SP","STATE GRANTS/AGREEMENTS","567","3362","336","50"
"2015","CITY ADMINISTRATIVE OFFICER","LANDSCAPING/LIGHTING ASSMNT-PROP K",,,,"744514.58",,"PROPOSITION K ADMINISTRATION F","ASSESSMENTS","43M","3179","317","10"
"2015","WATER AND POWER","DISASTER COST REIMB STATE GOVT",,,,"737029",,"POWER REVENUE","REIMB FROM GRANTS","704","5426","542","98"
"2015","RECREATION AND PARKS","REFUNDS/REIMB(R/P)",,,,"736307.41",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4514","451","88"
"2015","GENERAL SERVICES","MISCELLANEOUS REVENUE-OTHERS","100000",,"100000","734442.36","734.44","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","40"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,,,"733810.26",,"SOLID WASTE RES RB2013A ACQUIS","INVESTMENT EARNINGS","55L","4904","490","50"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,,,"730978.81",,"GOB REFUNDNG SER2011B DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A70","3033","303","39"
"2015","CITY CLERK","INTERFD OPER TRANS-OTHER FUNDS",,,,"723306",,"CLARTS COMMUNITY AMENITIES TRUST FUND","INTERFUND OPERATING TRANSFER","47S","5654","561","14"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,,,"708187.85",,"GOB 2009 CLEAN WATER CLEANUP","INVESTMENT EARNINGS","16T","4904","490","50"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","REIMB-METRO RAIL PROJECT","118464",,"118464","704165.08","594.41","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","76"
"2015","BUILDING AND SAFETY","FABRICATOR APPLICATIONS",,,,"698284.75",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4207","420","8"
"2015","NON-DEPARTMENTAL - GENERAL","SERVICE TO WATER & POWER","750000",,"750000","694911","92.65","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","62"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTERFD OPER TRANS-PRIOR YEARS",,,,"693729.47",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561","22"
"2015","CONTROLLER","SERVICE TO HARBOR","524010",,"524010","693195.58","132.29","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","26"
"2015","NON-DEPARTMENTAL - GENERAL","INTEREST INCOME-OTHER",,,,"689292.49",,"BUDGET STABILIZATION FUND","INVESTMENT EARNINGS","102","4903","490","62"
"2015","PERSONNEL","ADDL INTERFD TRANS-RES FD NON REIM",,"689000","689000","689000","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","66"
"2015","OFFICE OF FINANCE","SERVICE TO WATER & POWER","1072785",,"1072785","685863","63.93","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","39"
"2015","FIRE","MISCELLANEOUS-FIRE SERVICE","830000",,"830000","681596.19","82.12","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4117","411","38"
"2015","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"679434.38",,"EP REV BD 2NDISS93 RESERV FUND","MISCELLANEOUS REVENUES","J10","5166","516","98"
"2015","PERSONNEL","REIMB FROM OTHER FUNDS","142169",,"142169","678719.06","477.4","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","66"
"2015","ZOO","MISCELLANEOUS COLISEUM RECEIPTS",,,,"676086.11",,"ZOO ENTERPRISE TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","40E","4541","454","87"
"2015","OFFICE OF FINANCE","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","900000",,"900000","672601.56","74.73","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561","39"
"2015","PUBLIC WORKS - STREET SERVICES","REIMB-METRO RAIL PROJECT","1081013",,"1081013","670306.46","62.01","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","86"
"2015","INFORMATION TECHNOLOGY AGENCY","INTERFD OPER TRANS-SOLID WASTE","669738",,"669738","669738","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5634","561","32"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"665664",,"FY2013 SHSGP","OTHER INTERGOVTL-FEDERAL","56X","3684","368","46"
"2015","CITY PLANNING","ADDL INTERFD TRANS-OTHER FUNDS",,,,"665518",,"CITY PLANNING SYSTEM DEVE FUND","ADDL INTERFD OPERATING TRANSFER","588","5693","569","68"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,,,"661856.87",,"GOB SERIES 2004A 911/P/F CONST","INVESTMENT EARNINGS","16A","4904","490","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"659630.11",,"ENGINEERING SPECIAL SERVICE FD","REIMB FROM OTHER FUNDS","682","5301","530","50"
"2015","CITY PLANNING","ADDL INTERFD TRANS-RES FD NON REIM",,"793427.68","793427.68","658073.31","82.94","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","68"
"2015","AGING","OTHER FEDERAL GRANTS",,,,"656966",,"HEALTH INS COUNS ADV (HICAP)","OTHER INTERGOVTL-FEDERAL","47Y","3684","368","2"
"2015","WATER AND POWER","MISCELLANEOUS REVENUE-OTHERS",,,,"655865.04",,"WATER REVENUE","MISCELLANEOUS REVENUES","705","5188","516","98"
"2015","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS TAXES",,,,"652867.75",,"PERSHING SQUARE SPECIAL TRUST","OTHER PROPERTY TAXES","876","3041","304","10"
"2015","PUBLIC WORKS - SANITATION","REIMB OF RELATED COST-PR YR",,,,"652736.9",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","82"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"650074.71",,"LINCOLN HTS BUS & COMM BEN BID","ASSESSMENTS","50M","3182","317","14"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,,,"647790.98",,"SPECIAL GAS TAX ST IMPROV","INVESTMENT EARNINGS","206","4903","490","50"
"2015","TRANSPORTATION","MAINTENANCE AGREEMENT","250000",,"250000","647252.69","258.9","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4290","428","94"
"2015","BUILDING AND SAFETY","INTERFD OPER TRANS-OTHER FUNDS","697387",,"697387","641273.49","91.95","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","8"
"2015","CITY ADMINISTRATIVE OFFICER","BUSINESS IMPROV DIST ASSMNT",,,,"635728.89",,"COMM FAC DIST 3 CASCADE BUSPRK","ASSESSMENTS","42E","3182","317","10"
"2015","POLICE","FORFEITED ASSETS-FED/TREASURY",,,,"635083.88",,"U.S. TREASURY ASSET FORFEITURE","REVENUE FROM OTHER AGENCIES","44E","3854","385","70"
"2015","FIRE","SPOT CHECK PROG COST RECOVERY","550000",,"550000","634780","115.41","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4243","420","38"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - CARE",,,,"631109.37",,"COMMUNITY DEVELOPMENT TRUST","PROGRAM INCOME","424","4974","497","43"
"2015","GENERAL SERVICES","GAS TAX PROJECTS","625845",,"625845","625845","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5304","530","40"
"2015","POLICE","FORFEITED ASSETS-STATE",,,,"625168.46",,"CALIF STATE ASSET FORFEITURE","REVENUE FROM OTHER AGENCIES","44F","3853","385","70"
"2015","EMERGENCY MANAGEMENT","EMERGENCY MANAGEMENT ASSISTNCE","615000",,"615000","615363","100.06","GENERAL FUND (GENERAL BUDGET)","OTHER INTERGOVTL-FEDERAL","100","3685","368","35"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SALVAGE RECEIPTS",,,,"613728.91",,"SEWER CONSTRUCTION&MAINTENANCE","SALE OF FIXED ASSETS","208","5142","514","50"
"2015","INFORMATION TECHNOLOGY AGENCY","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","906411",,"906411","606593.35","66.92","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561","32"
"2015","CULTURAL AFFAIRS","ADDL INTERFD TRANS-OTHER FUNDS",,"713473.58","713473.58","605359.64","84.85","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","30"
"2015","PUBLIC WORKS - STREET LIGHTING","GAS TAX PROJECTS","605354",,"605354","605354","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5304","530","84"
"2015","PUBLIC WORKS - STREET SERVICES","WEED ASSESSMENTS","476927",,"476927","602971.17","126.43","GENERAL FUND (GENERAL BUDGET)","ASSESSMENTS","100","3176","317","86"
"2015","POLICE","MISCELLANEOUS-POLICE SERVICES",,,,"598158.01",,"LAPD REVOLVING TRAINING FUND","POLICE DEPT SERVICES","670","4086","407","70"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER AGENCIES",,,,"596964.62",,"ST LIGHTING MAINTENANCE ASSESS","REIMB FROM OTHER AGENGIES","347","3811","381","50"
"2015","PUBLIC WORKS - ENGINEERING","A PERMITS","425000",,"425000","596288.12","140.3","GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3241","324","78"
"2015","CITY CLERK","FRANCHISE INCOME-PIPE LINES",,,,"590500.28",,"COUNCIL DIST15 REAL PROP TRUST","FRANCHISES INCOME","697","3063","306","14"
"2015","MAYOR","INTERFD OPER TRANS-OTHER FUNDS","590000",,"590000","590000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","46"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","DEFERRED COMP EMPL ADMIN FEES",,,,"589771.82",,"DEFERRED COMPENSATN PLAN TRUST","OTHER GEN GOVT SERVICES","896","4354","432","61"
"2015","PUBLIC WORKS - ENGINEERING","PARCEL MAPS - TENT","244000",,"244000","589175.78","241.47","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4238","420","78"
"2015","PUBLIC WORKS - STREET SERVICES","REIMB OF RELATED COST-PR YR",,,,"587378.79",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","86"
"2015","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,,,"578878.58",,"VENTURA/CAHUENGA CORRIDOR PLAN","ASSESSMENTS","523","3178","317","94"
"2015","LOS ANGELES HOUSING","RELOCATION FEE",,,,"569583.99",,"RENT STABILIZATION TRUST","OTHER CURRENT SERVICE CHARGES","440","4672","465","43"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-PROP C","566633",,"566633","566633","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561","40"
"2015","TRANSPORTATION","INTEREST INCOME-OTHER",,,,"563752.3",,"SPECIAL PARKING REVENUE","INVESTMENT EARNINGS","363","4903","490","94"
"2015","FIRE","FIRE HYDRANT INSTLTN/REPLCMNT","350000",,"350000","560109.5","160.03","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4118","411","38"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","RETIREMENT CONTRIBUTION-EMPLOYER",,,,"557556",,"EXCESS BENEFIT PLAN","RETIREMENT CONTRIBUTIONS","901","5502","550","16"
"2015","CITY ATTORNEY","REIMB OF RELATED COST-PR YR","100000",,"100000","554551.55","554.55","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","12"
"2015","ZOO","REIMB MISCELLANEOUS",,,,"552800.27",,"ZOO ENTERPRISE TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","40E","4543","454","87"
"2015","PENSION","RETIREMENT CONTRIBUTION-EMPLOYER",,,,"551000",,"F&P PEN EXCESS BENEFIT PLAN FD","RETIREMENT CONTRIBUTIONS","918","5502","550","64"
"2015","PUBLIC WORKS - ENGINEERING","PENDING LIEN REPORT FEES","413000",,"413000","549057.599999999","132.94","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4230","420","78"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","TRANSFERS AND GRANTS",,,,"546234.56",,"RECREATION & PARKS GRANT","RECREATION & PARKS REVENUES","205","4513","451","89"
"2015","TRANSPORTATION","STATE MAINTENANCE AGREEMENT","503000",,"503000","545964.07","108.54","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5302","530","94"
"2015","PENSION","MISCELLANEOUS REVENUE-OTHERS",,,,"545252.77",,"FIRE & POLICE TIER 6 SERVICE PENSION FD","MISCELLANEOUS REVENUES","920","5188","516","64"
"2015","ANIMAL SERVICES","INTERFD OPER TRANS-GENERAL  FUND",,,,"545218",,"ANIMAL STERILIZATION","INTERFUND OPERATING TRANSFER","842","5624","561","6"
"2015","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,,,"545154.15",,"WEST LA TRANSP IMPROV & MITIGA","ASSESSMENTS","681","3178","317","94"
"2015","OFFICE OF FINANCE","ADDL INTERFD TRANS-RES FD NON REIM",,"535000","535000","535000","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","39"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-SEWER CONS","532081",,"532081","532081","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","10"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-PERSHING SQ","530200",,"530200","530200","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5643","561","53"
