"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"3","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","4289672.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"7","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"5","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#",,"20","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"1","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","60982","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","#","SEASONALLY ADJUSTED","4205507.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"13","2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","23505708","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"5","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES COUNTY",,,"1995","1995-02","1994","1994-04","10-1-1994","04-11-2017","#",,"-114","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"2","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"3","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","29872","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","822524","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"15","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","5594","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","100600000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"6","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","33","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"2","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"8","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","16654","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"7","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"10","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","26171","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"1","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"7","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","2832","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES COUNTY",,,"2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","231597.5","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","611600000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"1991","1991-04","1991","1991-02","4-1-1991","04-11-2017","#","SEASONALLY ADJUSTED","3479947.7","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"9","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","264","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"5","2016","2016-04","2016","2016-02","4-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","3443914.3","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"8","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","39.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","ASSOCIATE'S DEGREE","LOS ANGELES CITY","MALE","10",,,"2014",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","4561.2637","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","1353282","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES COUNTY",,,"2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","30393918","BOARD OF EQUALIZATION"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"9","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","ASSOCIATE'S DEGREE","LOS ANGELES CITY","MALE","15",,,"2014",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","4500.9932","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"2","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","39550","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"11","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES COUNTY",,,"1998","1998-02","1997","1997-04","10-1-1997","04-11-2017","#","SEASONALLY ADJUSTED","162030.9","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES COUNTY",,,"2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","#","SEASONALLY ADJUSTED","450201","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"4","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-14","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION UNDER 18 YEARS OF AGE",,"LOS ANGELES CITY",,"4",,,"2014",,,"04-11-2017","%","SHARE OF TOTAL TOTAL POPULATION","13.843857","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"10","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","2115","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"2","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","3091","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE","LOS ANGELES CITY","MALE","15",,,"2012",,,"04-11-2017","#",,"11652.942","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"12","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","20.7","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"3","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-15","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"4","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"12","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"9","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"9","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","59289","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"10","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","11972365","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"7","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","349400000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"4","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","18483","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","132562","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"12","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","1044","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"15","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"4","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"-7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","689.5","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES COUNTY","FEMALE",,,,"2014",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","30.084703","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"11",,,"2012",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","6685","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"9","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","56695","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"STATE OF CALIFORNIA",,,"2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","242.9","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES COUNTY",,,"1995","1995-04","1995","1995-02","4-1-1995","04-11-2017","#",,"1247","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"12","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","37287","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"13","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","1517","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","LESS THAN 50 EMPLOYEES","LOS ANGELES CITY",,"15","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","25619","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"8","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","OWNER-OCCUPIED HOUSING",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2014",,,"04-11-2017","%","SHARE OF ALL OCCUPIED HOUSING UNITS","36.7","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"15","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","1.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES COUNTY",,,"2000","2000-01","1999","1999-03","7-1-1999","04-11-2017","#","SEASONALLY ADJUSTED","392508.4","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","HOUSEHOLDS BY INCOME BRACKET","$25,000 TO $50,000","LOS ANGELES CITY",,"CITY TOTAL",,,"2015",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","22.94113","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"1997","1997-03","1997","1997-01","1-1-1997","04-11-2017","#","SEASONALLY ADJUSTED","296376.4","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","HOUSING UNITS BUILT BEFORE 2000",,"LOS ANGELES CITY",,"5",,,"2015",,,"04-11-2017","%","SHARE OF ALL HOUSING UNITS","92.780693","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","HIGH SCHOOL","LOS ANGELES CITY",,"5",,,"2015",,,"04-11-2017","%","POPULATION 25 YEARS AND OVER","94.874115","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"9","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","10918","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","#",,"570","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"12","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#",,"22","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","COMMUTERS USING PUBLIC TRANSIT",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","%","SHARE OF ALL COMMUTERS","2.9549253","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"15","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","$",,"51069","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES COUNTY",,,"2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7496291.5","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","35 TO 54 YEARS","LOS ANGELES CITY","MALE","2",,,"2014",,,"04-11-2017","#",,"37096.113","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES COUNTY",,,"2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","5237682.9","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$25,000 TO $49,999","LOS ANGELES CITY","FEMALE","6",,,"2014",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","13993.338","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"2","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","2731","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","56428","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","OWNER-OCCUPIED HOUSING",,"LOS ANGELES CITY",,"8",,,"2015",,,"04-11-2017","%","SHARE OF ALL OCCUPIED HOUSING UNITS","38.053574","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"5","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","21","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"7","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","1729","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"8","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","382","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"13","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","1428","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"3","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#",,"-35","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"8","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","206","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TOTAL PRIVATE CHANGE","LOS ANGELES CITY",,"7","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#",,"29","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"13","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","38127","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"7",,,"2014",,,"04-11-2017","#",,"277282.84","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"2","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","11081","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"6","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$",,"43130.4","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"8","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","31.7","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"7","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","854246.2","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"7","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
