"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.665474483986 42.022932352249, -87.665453134395 42.022974918859, -87.665438048576 42.02301678956, -87.665427732157 42.023056574995, -87.665426190201 42.023101927285, -87.66543361699 42.023144834561, -87.665445580351 42.023186807771, -87.665472129824 42.023252246248, -87.665528458399 42.023352352295, -87.665885682203 42.024023323422, -87.666181057336 42.024577031943, -87.666465855192 42.0251185215, -87.666638461364 42.025439632455, -87.666811494833 42.025762282356, -87.667030824485 42.026124277816, -87.66723516315 42.026462915226))","375","Sheridan","Road","Rd","0","0","0","0","60202","60202","Sheridan Road","100","398","0","0","0","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"Yes","30",,"City of Evanston",,"2022-03-21T15:45:37.000Z","1384.5074054236823","Major street"
"MULTILINESTRING ((-87.694565167665 42.040261176694, -87.694554193057 42.040732070317, -87.694554090559 42.040738628316, -87.694545299698 42.041212003807))","864","Florence","Avenue","Ave","1224","1232","0","0","60202","60202","Florence Avenue","1214","1298","1215","1299","1600","AVE","FLORENCE","FLORENCE AVE","Local Street",,,"No","25","1224-1232 FLORENCE AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","346.54194728262331","Local street"
"MULTILINESTRING ((-87.710729154336 42.060784770745, -87.71072634045 42.061012493538, -87.710724182621 42.061406763102, -87.710723120038 42.061602224023, -87.710714693988 42.062110369709))","458","Bennett","Avenue","Ave","0","0","2407","2423","60201","60201","Bennett Avenue","2400","2422","2401","2423","2700","AVE","BENNETT","BENNETT AVE","Local Street",,,"No","25","2407-2423 BENNETT AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","483.09364756593715","Local street"
"MULTILINESTRING ((-87.682811960589 42.019474632676, -87.682979794721 42.019476132575, -87.683907794736 42.019484460309, -87.683952798116 42.019484879574, -87.684645983225 42.019495632168))","1136","Howard","Street","St","0","0","807","821","60645","60202","Howard Street","0","0","801","899","100","ST","HOWARD","HOWARD ST","Main Road",,,"No","30","807-821 HOWARD ST","City of Evanston",,"2022-03-21T15:45:36.000Z","498.4395274505535","Major street"
"MULTILINESTRING ((-87.700411279813 42.058169154069, -87.700410695188 42.058383771859, -87.700404786946 42.058711749104, -87.700402775606 42.058821586861, -87.700400357917 42.059231908218, -87.70040036347 42.059242473275))","357","Brown","Avenue","Ave","0","0","0","0","60201","60201","Brown Avenue","2200","2298","2201","2299","2000","AVE","BROWN","BROWN AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","391.15487085683839","Local street"
"MULTILINESTRING ((-87.725389760137 42.057866959767, -87.72536957893 42.057901923289, -87.725293834753 42.057948117942, -87.725177542877 42.057979416406, -87.724961339019 42.058007934958))","1844","Trinity","Court","Ct","0","0","0","0","60201","60201","Trinity Court","712","798","713","799","0","CT","TRINITY","TRINITY CT","Local Street",,,"No","25",,"Private",,"2022-03-21T15:43:50.000Z","133.65705913894379","Local street"
"MULTILINESTRING ((-87.685088149812 42.023462756674, -87.68509056925 42.02348181494, -87.685181691178 42.024203197855, -87.685218710971 42.024533421807))","1633","Ridge","Avenue","Ave","330","348","319","319","60202","60202","Ridge Avenue","320","354","319","353","0","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","330-319 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","391.78400150190959","Major street"
"MULTILINESTRING ((-87.709284771969 42.065519358421, -87.709919732076 42.065525333974, -87.710686994107 42.065533341082))","1085","Hartzell","Street","St","2602","2626","2603","2623","60201","60201","Hartzell Street","2600","2698","2601","2699","0","ST","HARTZELL","HARTZELL ST","Local Street",,,"No","25","2602-2623 HARTZELL ST","City of Evanston",,"2022-03-21T15:43:47.000Z","380.79715765670647","Local street"
"MULTILINESTRING ((-87.689922255348 42.035883973622, -87.690005883487 42.035884497277, -87.690490273452 42.03587711273, -87.690716580324 42.035873852129, -87.690725931593 42.035873712393, -87.691354929967 42.035864636539, -87.691476758239 42.035862409073))","284","Lee","Street","St","1306","1310","1315","1315","60202","60202","Lee Street","1300","1398","1301","1399","1000","ST","LEE","LEE ST","Local Street",,,"No","25","1306-1315 LEE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","422.39318788673131","Local street"
"MULTILINESTRING ((-87.709186350072 42.055477794435, -87.709138808357 42.055598608444, -87.708954646711 42.056107664632, -87.708904878432 42.056245178379, -87.70877293885 42.056614017107, -87.708723872607 42.056747445778))","1428","McDaniel","Avenue","Ave","2108","2128","2103","2123","60201","60201","McDaniel Avenue","2100","2138","2101","2139","0","AVE","MCDANIEL","MCDANIEL AVE","Main Road",,,"No","25","2108-2123 MCDANIEL AVE","City of Evanston",,"2022-03-21T15:58:01.000Z","479.44160037479878","Collector street"
"MULTILINESTRING ((-87.680968232294 42.071204091306, -87.681136408882 42.071203428131, -87.681320496529 42.071195555654, -87.681491270994 42.071189363523, -87.681665401895 42.07118269625, -87.681842269456 42.071167729455, -87.681983543566 42.07115420687, -87.682110137718 42.071146363538, -87.682305880082 42.071147693654, -87.68253426374 42.071151733169, -87.682774961274 42.071150957436))","1686","Roslyn","Place","Pl","800","824","801","825","60201","60201","Roslyn Place","800","898","801","899","0","PL","ROSLYN","ROSLYN PL","Local Street",,,"No","25","800-825 ROSLYN PL","City of Evanston",,"2022-03-21T15:43:49.000Z","491.52489792047032","Local street"
"MULTILINESTRING ((-87.720682304198 42.06645673163, -87.720678845692 42.066820259547, -87.72067736493 42.066958941506))","1275","Lawndale","Avenue","Ave","2662","2666","2661","2667","60201","60201","Lawndale Avenue","2650","2698","2651","2699","3100","AVE","LAWNDALE","LAWNDALE AVE","Local Street",,,"No","25","2662-2667 LAWNDALE AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","183.02001620645925","Local street"
"MULTILINESTRING ((-87.69802166152 42.060873604876, -87.698281052896 42.061199153458, -87.698565988097 42.061537356101, -87.698725689811 42.061726927849, -87.698740136281 42.061744323391, -87.698925652372 42.061967324272, -87.699087971803 42.062179000475, -87.699171508555 42.062232890927))","1606","Prairie","Avenue","Ave","2400","2436","2403","2417","60201","60201","Prairie Avenue","2400","2436","2401","2437","0","AVE","PRAIRIE","PRAIRIE AVE","Local Street",,,"No","25","2400-2417 PRAIRIE AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","586.98449902658717","Local street"
"MULTILINESTRING ((-87.69328196504 42.021474067899, -87.693279775532 42.021809806149, -87.69327748809 42.02191678898))","124","Ashland","Avenue","Ave","0","0","0","0","60202","60202","Ashland Avenue","200","298","201","299","1500","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","161.3418149577997","Local street"
"MULTILINESTRING ((-87.719121250407 42.062588258077, -87.719126600181 42.062827934398, -87.719150054535 42.063447334969, -87.719171562136 42.064024217988, -87.719171885226 42.064032726618, -87.71919188024 42.064522035292))","1400","Marcy","Avenue","Ave","2500","2550","2501","2551","60201","60201","Marcy Avenue","2500","2598","2501","2599","0","AVE","MARCY","MARCY AVE","Local Street","Truck Prohibited",,"No","25","2500-2551 MARCY AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","704.97283081812418","Local street"
"MULTILINESTRING ((-87.692121798832 42.041254992441, -87.692607616298 42.041245137239, -87.692872748668 42.041241375666))","730","Dempster","Street","St","1422","1434","1435","1435","60202","60201","Dempster Street","1414","1498","1413","1499","1300","ST","DEMPSTER","DEMPSTER ST","Main Road","Truck Routes",,"Yes","30","1422-1435 DEMPSTER ST","City of Evanston",,"2022-03-21T15:45:36.000Z","204.05479431735367","Major street"
"MULTILINESTRING ((-87.697764398754 42.044239928145, -87.697751216029 42.044768409673))","705","Darrow","Avenue","Ave","0","0","1459","1459","60201","60201","Darrow Avenue","1440","1498","1441","1499","1800","AVE","DARROW","DARROW AVE","Local Street",,,"No","25","1459-1459 DARROW AVE","City of Evanston",,"2022-03-21T15:43:44.000Z","192.62199926280485","Local street"
"MULTILINESTRING ((-87.677260753992 42.052074516364, -87.677242041489 42.052887423092, -87.677225664318 42.053552075859, -87.677221377477 42.053854101505))","1725","Sheridan","Road","Rd","1902","1940","1905","1935","60201","60201","Sheridan Road","1900","1998","1901","1999","600","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Routes",,"No","25","1902-1935 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","648.60763629280723","Major street"
"MULTILINESTRING ((-87.684782319169 42.05001037818, -87.6847726048 42.050494805838, -87.684761991675 42.051063940778))","1389","Maple","Avenue","Ave","1800","1818","1801","1801","60201","60201","Maple Avenue","1800","1830","1801","1831","0","AVE","MAPLE","MAPLE AVE","Local Street",,,"No","25","1800-1801 MAPLE AVE","City of Evanston",,"2022-03-21T16:03:40.000Z","383.9789228490522","Collector street"
"MULTILINESTRING ((-87.690643428168 42.067565924262, -87.690646346665 42.067784101194, -87.690642613304 42.067993569326, -87.690618167711 42.068803206007))","1041","Hampton","Parkway","Pkwy","2730","2766","0","0","60201","60201","Hampton Parkway","2700","2798","2701","2799","1400","PKY","HAMPTON","HAMPTON PKY","Local Street",,,"No","25","2730-2766 HAMPTON PKY","Private",,"2022-03-21T15:43:46.000Z","450.97651923163875","Local street"
"MULTILINESTRING ((-87.700892813233 42.032029915929, -87.700891350237 42.032066103546, -87.700883732571 42.032630291528, -87.700879356668 42.033041976054, -87.700867735497 42.03357183969, -87.700863373447 42.033852160571))","470","Brown","Avenue","Ave","800","840","809","847","60202","60202","Brown Avenue","800","898","801","899","2000","AVE","BROWN","BROWN AVE","Local Street","Truck Prohibited",,"No","25","800-847 BROWN AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","664.11282218194799","Local street"
"MULTILINESTRING ((-87.6947235872 42.029920583626, -87.69472295822 42.029939295409, -87.694712916989 42.030291591786, -87.694712290744 42.030324737951))","2025","Florence","Avenue","Ave","646","650","0","0","60202","60202","Florence Avenue","636","698","637","699","1600","AVE","FLORENCE","FLORENCE AVE","Local Street",,,"No","25","646-650 FLORENCE AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","147.31351972137168","Local street"
"MULTILINESTRING ((-87.722683039613 42.066336717853, -87.722682005823 42.066429218009, -87.722681663206 42.066480339899))","7","Highland","Avenue","Ave","0","0","0","0","60201","60201","Highland Avenue","2696","2698","2697","2699","3200","AVE","HIGHLAND","HIGHLAND AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:47.000Z","52.340066673264694","Local street"
"MULTILINESTRING ((-87.685814802832 42.022580543259, -87.687065896845 42.022585892862, -87.687131843442 42.022586291591))","1095","Harvard","Terrace","Ter","1000","1026","1005","1027","60202","60202","Harvard Terrace","1000","1098","1001","1099","0","TER","HARVARD","HARVARD TER","Local Street",,,"No","25","1000-1027 HARVARD TER","City of Evanston",,"2022-03-21T15:43:47.000Z","357.88056815033889","Local street"
"MULTILINESTRING ((-87.68231857574 42.026591854829, -87.682318083508 42.026614848244, -87.682305677407 42.027177855594, -87.682292717047 42.027766298262))","112","Sherman","Avenue","Ave","500","512","501","527","60202","60202","Sherman Avenue","500","528","501","529","800","AVE","SHERMAN","SHERMAN AVE","Local Street",,,"No","25","500-527 SHERMAN AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","428.04660325598508","Local street"
"MULTILINESTRING ((-87.674867944039 42.057089932027, -87.674851990511 42.057094395804, -87.674833776752 42.057100218691, -87.674814341075 42.057110260575, -87.674789193316 42.057127871009, -87.674772014131 42.057140477904, -87.674753651787 42.057160679337, -87.674738685715 42.057180049567, -87.674727161244 42.057197765605, -87.674721307425 42.057215486743, -87.674717681796 42.05723494949, -87.674714891949 42.057283999103, -87.6747131315 42.057347461475, -87.674713492675 42.057419415483, -87.674716243877 42.057484577684, -87.674717888514 42.057546358214, -87.674719947091 42.057596588197, -87.674710238992 42.058536078665))","9282","Tech","Drive","Dr","0","0","2205","2233","60201","60201","Tech Drive","2200","2298","2201","2299",,"DR","TECH","TECH DR","Local Street",,,"No","25","2205-2233 TECH DR","Private",,"2022-03-21T15:43:50.000Z","544.5906886452525","Local street"
"MULTILINESTRING ((-87.692121798832 42.041254992441, -87.692102645129 42.042057884677, -87.692085209877 42.042788669607))","1911","Wesley","Avenue","Ave","1304","1334","1305","1325","60201","60201","Wesley Avenue","1300","1398","1301","1399","0","AVE","WESLEY","WESLEY AVE","Local Street",,,"No","25","1304-1325 WESLEY AVE","City of Evanston",,"2022-03-21T15:43:51.000Z","558.98957423203944","Local street"
"MULTILINESTRING ((-87.699887886765 42.064351250621, -87.699915735472 42.064457932636, -87.699930711524 42.064477718363, -87.700145582275 42.064660814451, -87.700180783169 42.064702171062, -87.70022093453 42.064749372592, -87.700477136516 42.064972321726, -87.700730990871 42.065198221034, -87.701320389979 42.065720443924, -87.701398990238 42.065790002139))","1610","Prairie","Avenue","Ave","2606","2646","2601","2645","60201","60201","Prairie Avenue","2600","2656","2601","2657","0","AVE","PRAIRIE","PRAIRIE AVE","Local Street",,,"No","25","2606-2645 PRAIRIE AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","670.86685713814575","Local street"
"MULTILINESTRING ((-87.680443776774 42.020309440368, -87.680452608618 42.020309490604))","2029","Dobson","Street","St","0","0","0","0","60202","60202","Dobson Street","0","0","0","0","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","2.3999999999999999","Local street"
"MULTILINESTRING ((-87.681798598123 42.049968369705, -87.681790896655 42.050563453283))","1767","Sherman","Avenue","Ave","1800","1800","0","0","60201","60201","Sherman Avenue","1800","1822","1801","1821","800","AVE","SHERMAN","SHERMAN AVE","Local Street","Truck Routes",,"No","25","1800-1800 SHERMAN AVE","City of Evanston",,"2022-03-21T16:11:43.000Z","216.87044634988879","Collector street"
"MULTILINESTRING ((-87.676558950779 42.04403774981, -87.676828428595 42.044110173429))","1021","Grove","Street","St","0","0","0","0","60201","60201","Grove Street","300","398","301","399","0","ST","GROVE","GROVE ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:45.000Z","77.812267027763696","Local street"
"MULTILINESTRING ((-87.703812556321 42.041056022609, -87.703807893041 42.041192793989, -87.703798305298 42.041794867506, -87.703779923594 42.042385257439, -87.703776513652 42.042659820484))","2006","Hartrey","Avenue","Ave","1310","1326","0","0","60201","60201","Hartrey Avenue","1300","1398","1301","1399","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25","1310-1326 HARTREY AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","584.54755525535381","Local street"
"MULTILINESTRING ((-87.701932613224 42.020194207845, -87.70252476125 42.020181739465, -87.703492421946 42.020162712442, -87.704076528254 42.020148380768, -87.704284464498 42.020147544707))","781","Dobson","Street","St","2102","2144","2101","2145","60202","60202","Dobson Street","2100","2198","2101","2199","0","ST","DOBSON","DOBSON ST","Local Street",,,"No","25","2102-2145 DOBSON ST","City of Evanston",,"2022-03-21T15:43:44.000Z","639.32480853663253","Local street"
"MULTILINESTRING ((-87.710716453813 42.063268333215, -87.711481348002 42.063270916135, -87.712297631465 42.063264249813, -87.712935977095 42.063253075962))","1051","Harrison","Street","St","2704","2740","2701","2741","60201","60201","Harrison Street","2700","2798","2701","2799","0","ST","HARRISON","HARRISON ST","Local Street",,,"No","20","2704-2741 HARRISON ST","City of Evanston",,"2022-03-21T15:43:46.000Z","602.77953952174687","Local street"
