"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"engel2014_A","Complementary and integrative health (CIH)","PTSD","PTSD",,"55","A","28",,"Acupuncture + Usual PTSD care","Acupuncture","Acupuncture: Hair-thin, solid needles manually inserted into subcutaneous tissue or muscle at specified points. Acupoints include: Urinary Bladder, Liver, Large Intestine, Kidney, Heart, Pericardium, Ren, Du, Ear Shenmen, and Yingtang. 

Usual PTSD care: care as outlined in the VA/DoD Clinical Practice Guideline for Management of Post-Traumatic Stress.","No","Not Applicable","No","Not Applicable","Yes","Acupuncture","No","No","No","No","No","Individual","In Person",,"60 minutes","Twice weekly","4",,"Completion of full protocol",,,,,,,,,,,,"Active Duty Military","1","0","0","0.309",,"0.691",,,"Medium","Engel CC, Cordova EH, Benedek DM, et al. Randomized effectiveness trial of a brief course of acupuncture for posttraumatic stress disorder. Med Care. 2014 Dec;52(12 Suppl 5):S57-64. doi: 10.1097/mlr.0000000000000237. PMID: 25397825.","43160","2019"
"engel2014_B","Complementary and integrative health (CIH)","PTSD","Control",,"55","B","27",,"Usual Care","Treatment as usual (TAU)","Medications and psychotherapy as guided by existing standards, outlined in VA/DoD Clinical Practice Guideline for Management of Post-Traumatic Stress.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,"Twice weekly","4",,"completed treatment course",,,,,,,,,,,,"Active Duty Military","1","0","0","0.309",,"0.691",,,"Medium","Engel CC, Cordova EH, Benedek DM, et al. Randomized effectiveness trial of a brief course of acupuncture for posttraumatic stress disorder. Med Care. 2014 Dec;52(12 Suppl 5):S57-64. doi: 10.1097/mlr.0000000000000237. PMID: 25397825.","43160","2019"
"engel2015_A","Other mixed","PTSD","PTSD",,"80","A","43",,"Delivery of Self Training and Education for Stressful Situations-Primary Care version","Delivery of Self Training and Education for Stressful Situations-Primary Care version","Online CBT-based and stress inoculation training approach in a Nurse-guided format.

Includes online educational information about PTSD, stress, and trauma. Homework activities on strategies to manage stress and anger, and to promote better sleep hygiene. Training in cognitive reframing techniques.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","Yes","No","Individual","Technology Assisted",,"15 to 30 minutes","Three times weekly","6",,,,,,,,,,,,,,"Mixed","0.6","0.4",,"0.1875",,"0.8125","Mixed","combat-related, MST","Medium","Engel CC, Litz B, Magruder KM, et al. Delivery of self training and education for stressful situations (DESTRESS-PC): a randomized trial of nurse assisted online self-management for PTSD in primary care. Gen Hosp Psychiatry. 2015 Jul-Aug;37(4):323-8. doi: 10.1016/j.genhosppsych.2015.04.007. PMID: 25929985.","44647","2019"
"engel2015_B","Other mixed","PTSD","Control",,"80","B","37",,"Optimized usual PTSD care","Treatment as usual (TAU)","Consists of usual primary care PTSD treatment augmented with low intensity care management, feedback to the primary care provider, and training of the clinic providers in management of PTSD.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,"15 minutes","Once every two weeks","6",,,,,,,,,,,,,,"Mixed","0.6","0.4",,"0.1875",,"0.8125","Mixed","combat-related, MST","Medium","Engel CC, Litz B, Magruder KM, et al. Delivery of self training and education for stressful situations (DESTRESS-PC): a randomized trial of nurse assisted online self-management for PTSD in primary care. Gen Hosp Psychiatry. 2015 Jul-Aug;37(4):323-8. doi: 10.1016/j.genhosppsych.2015.04.007. PMID: 25929985.","44647","2019"
"engel2016_A","Collaborative care","PTSD","PTSD",,"666","A","332",,"Centrally assisted collaborative telecare","Centrally assisted collaborative telecare","Integrated, collaborative care for PTSD and depression with telecare central specialist support/services. Nurse care managers provided basic psychosocial support, monitored/encouraged medication and psychotherapy adherence, connected participants to specialty services, and helped participants make evidence-based treatment decisions; stepped pharmacologic and specialty mental health services with online cognitive-behavioral self-management, CBT by telephone with psychologist, and site therapists for face-to-face psychotherapy; central symptom registry for identification of those in need of treatment change; central specialist/services with psychiatrist for treatment monitoring and suggestions to primary care provider, psychologist delivering CBT by telephone and training/coaching care managers, and care manager to support other care managers and participants who moved, left the military, etc.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","Yes","Individual","Phone",,,,"52",,,,,,,,,,,,,,"Active Duty Military","1","0","0","0.1907",,"0.8093",,,"Low","Engel CC, Jaycox LH, Freed MC, et al. Centrally assisted collaborative telecare for posttraumatic stress disorder and depression among military personnel attending primary care: a randomized clinical trial. JAMA Intern Med. 2016 Jul 1;176(7):948-56. doi: 10.1001/jamainternmed.2016.2402. PMID: 27294447.","45003","2019"
"engel2016_B","Collaborative care","PTSD","Control",,"666","B","334",,"Re-Engineering Systems of Primary Care Treatment in the Military","Treatment as usual (TAU)","Treatment as usual with the RESPECT-Mil program. Integrated mental health for PTSD and depression using 3-component model: 1) screening at each clinic visit and use of symptom severity tools for diagnosis and assessment; 2) monthly contact by nurse care managers, who provided symptom status to the primary care clinician; 3) increased access to non-primary care clinic-based mental health specialists.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"52",,,,,,,,,,,,,,"Active Duty Military","1","0","0","0.1907",,"0.8093",,,"Low","Engel CC, Jaycox LH, Freed MC, et al. Centrally assisted collaborative telecare for posttraumatic stress disorder and depression among military personnel attending primary care: a randomized clinical trial. JAMA Intern Med. 2016 Jul 1;176(7):948-56. doi: 10.1001/jamainternmed.2016.2402. PMID: 27294447.","45003","2019"
"falsetti2008_A","Psychotherapy","PTSD","PTSD",,"60","A","29",,"Multiple Channel Exposure Therapy","Multiple Channel Exposure Therapy","Treatment followed the ""Patient Manual and Therapy Manual"" by Falsetti and Resnick. Treatment included components of CPT adapted from Resick & Schnicke (1993) and ""Mastery of Your Anxiety and Panic"" by Barlow & Craske (1988, 1994). Participants were presented with cognitive-behavioral models of PTSD and panic, and participated in exposures directed at physiological, cognitive, and behavioral channels of anxiety.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","12",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, rape/sexual assault, community/school violence, natural or manmade disasters","High","Falsetti SA, Resnick HS, Davis JL. Multiple channel exposure therapy for women with PTSD and comorbid panic attacks. Cogn Behav Ther. 2008;37(2):117-30. doi: 10.1080/16506070801969088. PMID: 18470742.","82073","2019"
"falsetti2008_B","Psychotherapy","PTSD","Control",,"60","B","31",,"Waitlist","Minimal attention","Participants were contacted by phone every 2 weeks and offered supportive counseling","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","Phone",,,,"12",,,,,,,,,,,,,,"Community",,,"1","1",,"0","Mixed","child sexual abuse, rape/sexual assault, community/school violence, natural or manmade disasters","High","Falsetti SA, Resnick HS, Davis JL. Multiple channel exposure therapy for women with PTSD and comorbid panic attacks. Cogn Behav Ther. 2008;37(2):117-30. doi: 10.1080/16506070801969088. PMID: 18470742.","82073","2019"
"fani2009_A","Pharmacotherapy","PTSD","PTSD",,"43","A",,,"Paroxetine controlled release","Paroxetine","SSRI; titrated in 12.5 mg increments (1 capsule) to maximum of 5 capsules as tolerated over 8-week medication adjustment period","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In Person","12.5 to 62.5 mg; titration: initiated at 12.5 mg, titrated to maximum 62.5 mg over 8 weeks",,"Daily","12",,,,,,,,,,,,,,"Community",,,"1","0.556",,"0.444","Mixed","combat-related, child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, other (witnessing trauma)","High","Fani N, Kitayama N, Ashraf A, et al. Neuropsychological functioning in patients with posttraumatic stress disorder following short-term paroxetine treatment. Psychopharmacol Bull. 2009 Jan 1;42(1):53-68.  PMID: 19204651.","47120","2019"
"fani2009_B","Pharmacotherapy","PTSD","Control",,"43","B",,,"Placebo","Placebo","Placebo started at 1 capsule per day, increased by 1 capsule per study visit as tolerated, up to 5 capsules per day during 8 week medication adjustment period.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","1 to 5 capsules (paroxetine equivalent 12.5 to 62.5 mg); titration: initiated at 1 capsule increased as tolerated to maximum of 5 capsules over 8 weeks",,"Daily","12",,,,,,,,,,,,,,"Community",,,"1","0.556",,"0.444","Mixed","combat-related, child physical abuse, child sexual abuse, rape/sexual assault, community/school violence, other (witnessing trauma)","High","Fani N, Kitayama N, Ashraf A, et al. Neuropsychological functioning in patients with posttraumatic stress disorder following short-term paroxetine treatment. Psychopharmacol Bull. 2009 Jan 1;42(1):53-68.  PMID: 19204651.","47120","2019"
"fecteau1999_A","Psychotherapy","PTSD","PTSD",,"21","A","11",,"CBT","Trauma-focused cognitive behavioral therapy (TF-CBT)","Treatment included education about post-trauma reactions, relaxation training, imaginal exposure therapy with cognitive restructuring, instruction for self-directed graduated in-vivo behavior practice.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"2 hours","Weekly","4",,"completed all 4 sessions","0.9091",,,,,,,,,,,"Community",,,"1","0.7",,"0.3","Accidents",,"Medium","Fecteau GW, Nicki RM. Cognitive behavioural treatment of post traumatic stress disorder after motor vehicle accident. Behav. Cogn. Psychother. 1999 Jul;27(3):201-14.","21968","2019"
"fecteau1999_B","Psychotherapy","PTSD","Control",,"21","B","10",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"4",,"completed treatment course","1",,,,,,,,,,,"Community",,,"1","0.7",,"0.3","Accidents",,"Medium","Fecteau GW, Nicki RM. Cognitive behavioural treatment of post traumatic stress disorder after motor vehicle accident. Behav. Cogn. Psychother. 1999 Jul;27(3):201-14.","21968","2019"
"feder2014_A","Pharmacotherapy","PTSD","PTSD",,"41","A","22",,"Ketamine hydrochloride","Ketamine","Antagonist of glutamate NMDA receptor; single intravenous infusion given over 40 minutes","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","0.5 mg/kg",,"Once (single dose)","1",,,,,,,,,,,,,,"Community",,,"1","0.4634",,"0.5366","Mixed","combat-related. rape/sexual assault, accidents, community/school violence, other (fire, witnessed assault or death, witnessed 9/11 attacks)","High","Feder A, Parides MK, Murrough JW, et al. Efficacy of intravenous ketamine for treatment of chronic posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2014 Jun;71(6):681-8. doi: 10.1001/jamapsychiatry.2014.62. PMID: 24740528.","42218","2019"
"feder2014_B","Pharmacotherapy","PTSD","Control",,"41","B","19",,"Midazolam","Midazolam","Benzodiazepine; single intravenous infusion given over 40 minutes","No","Not Applicable","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","0.045 mg/kg",,"Single dose",,,,,,,,,,,,,,,"Community",,,"1","0.4634",,"0.5366","Mixed","combat-related. rape/sexual assault, accidents, community/school violence, other (fire, witnessed assault or death, witnessed 9/11 attacks)","High","Feder A, Parides MK, Murrough JW, et al. Efficacy of intravenous ketamine for treatment of chronic posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2014 Jun;71(6):681-8. doi: 10.1001/jamapsychiatry.2014.62. PMID: 24740528.","42218","2019"
"feng2019_A","Other mixed","PTSD","PTSD",,"240","A","60",,"Sertraline + simulated TEAS","Sertraline + simulated transcutaneous electrical acupoint stimulation","SSRI + adhesive electrode pads placed 1 cm radial to Nei-Guan (PC6) with minimum stimulation fro 30 seconds then ramped off over next 15 seconds","No","Not Applicable","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","Sertraline initiated at 25 mg/day titrated up to 100 mg/d over 7 days",,"TEAS: weekly; Sertraline: daily","12",,,,,"pill counted daily",,"reported 95% across all groups",,,,,,"median 96.4 mg/d","Community","0","0","1","0.7042",,"0.2958","Mixed","rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (death of family members)","High","Feng B, Zhang Y, Luo LY, et al. Transcutaneous electrical acupoint stimulation for post-traumatic stress disorder: assessor-blinded, randomized controlled study. Psychiatry Clin Neurosci. 2019 Apr;73(4):179-86. doi: 10.1111/pcn.12810. PMID: 30565342.",,"2020"
"feng2019_D","Other mixed","PTSD","PTSD",,"240","D","60",,"Sertraline + CBT + active TEAS","Sertraline + trauma-focused cognitive behavioral therapy (TF+CBT) + active transcutaneous electrical acupoint stimulation","SSRI + trauma-focused CBT +TEAS delivered to bilateral Nei-Guan (PC6) point on anterior forearm. Battery-drive TEAS (Shenzhen Ryan Medical Device model SNH-138) simulated at 50 Hz with pulse width of 50 microseconds and amplitude 0 to 100 mA titrated to strong but comfortable level","Yes","TF","Yes","Antidepressant: SSRI","No","Not Applicable","Yes","No","No","No","No","Individual","In Person","Sertraline initiated at 25 mg/day titrated up to 100 mg/d over 7 days","CBT session length: 45 minutes;
TEAS session length: NR","CBT and TEAS: weekly; Sertraline: daily","12",,,,,"pill counted daily",,"reported 95% across all groups",,,,,,"median 96.4 mg/day","Community","0","0","1","0.7042",,"0.2958","Mixed","rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (death of family members)","High","Feng B, Zhang Y, Luo LY, et al. Transcutaneous electrical acupoint stimulation for post-traumatic stress disorder: assessor-blinded, randomized controlled study. Psychiatry Clin Neurosci. 2019 Apr;73(4):179-86. doi: 10.1111/pcn.12810. PMID: 30565342.",,"2020"
