"study_id","study_class","treatment_focus_study_level","total_n_randomized","intervention_group","treatment_focus_arm_level","treatment_focus_subclass_arm_level","n_completed_outcome_measure","n_completed_outcome_measure_detail","publication_treatment_name","ncptsd_treatment_name","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","arm_n_randomized","outcome_assessment_type","ptsd_outcome_measure_simple","ptsd_outcome_measure_detail","analysis_type","method_for_handling_missing","statistical_analysis_method","assessment_point_category","assessment_point","measure_score_detail","measure_score_mean","measure_score_sd","measure_score_type_of_variance_measure","measure_score_variance_value_or_lower_bound","measure_score_variance_upper_bound","score_difference_from_baseline_detail","score_difference_baseline","score_difference_baseline_sd","score_difference_from_baseline_95_ci_lower_bound","score_difference_from_baseline_95_ci_upper_bound","effect_size_1_detail","effect_size_1_type","effect_size_1_value","effect_size_1_type_of_variance_measure","effect_size_1_variance_value_or_lower_bound","effect_size_1_variance_upper_bound","effect_size_1_p_value","effect_size_2_detail","effect_size_2_type","effect_size_2_value","effect_size_2_type_of_variance_measure","effect_size_2_variance_value_or_lower_bound","effect_size_2_variance_upper_bound","effect_size_2_p_value","def_dc_1","per_dc_change_1","additional_definitions_diag_change","def_cm_1","per_cm_response_1","additional_definitions_clinic_resp","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"brady2000_IES_B_0_NA","Pharmacotherapy","PTSD","187","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","93","Self report","IES","IES",,,"Mixed-model ANOVA","End of Treatment","0",,"24.5","17.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.733",,"0.267","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (seeing someone hurt or die, kidnapping)","Medium","Brady K, Pearlstein T, Asnis GM, et al. Efficacy and safety of sertraline treatment of posttraumatic stress disorder: a randomized controlled trial. JAMA. 2000 Apr;283(14):1837-44. doi: 10.1001/jama.283.14.1837. PMID: 10770145.","22232","2019"
"brady2000_IES_B_Baseline_NA","Pharmacotherapy","PTSD","187","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","93","Self report","IES","IES",,,"Mixed-model ANOVA","Baseline",,,"36.7","15.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.733",,"0.267","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (seeing someone hurt or die, kidnapping)","Medium","Brady K, Pearlstein T, Asnis GM, et al. Efficacy and safety of sertraline treatment of posttraumatic stress disorder: a randomized controlled trial. JAMA. 2000 Apr;283(14):1837-44. doi: 10.1001/jama.283.14.1837. PMID: 10770145.","22232","2019"
"brady2005_CAPS_A_0_ITT","Pharmacotherapy","PTSD+SUD","94","A","PTSD+SUD","Not integrated","49",,"Sertraline + CBT for alcohol dependence","Cognitive behavioral therapy (CBT) for alcohol use + sertraline","Yes","Non-TF","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In person","49","Structured Clinical Interview","CAPS","CAPS","ITT","Mixed-model ANOVA and ANCOVA analyses take into account missing data","ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"≥30% decrease in CAPS total score (baseline to end of treatment) and score ≤2 on CAPS question 20 (with or without alcohol treatment response)","0.7105",,"Community",,,"1","0.457",,"0.543","Mixed","rape/sexual assault, accidents, community/school violence, other (childhood trauma not specified)","Medium","Brady KT, Sonne SC, Anton RF, et al. Sertraline in the treatment of co-occurring alcohol dependence and posttraumatic stress disorder. Alcohol Clin Exp Res. 2005 Mar;29(3):395-401. doi: 10.1097/01.ALC.0000156129.98265.57. PMID: 15770115.","27416","2020"
"brady2005_CAPS_A_Baseline_ITT","Pharmacotherapy","PTSD+SUD","94","A","PTSD+SUD","Not integrated","49",,"Sertraline + CBT for alcohol dependence","Cognitive behavioral therapy (CBT) for alcohol use + sertraline","Yes","Non-TF","Yes","Antidepressant: SSRI","No","Not Applicable","No","No","No","No","No","Individual","In person","49","Structured Clinical Interview","CAPS","CAPS","ITT","Mixed-model ANOVA and ANCOVA analyses take into account missing data","ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"60.1","18.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.457",,"0.543","Mixed","rape/sexual assault, accidents, community/school violence, other (childhood trauma not specified)","Medium","Brady KT, Sonne SC, Anton RF, et al. Sertraline in the treatment of co-occurring alcohol dependence and posttraumatic stress disorder. Alcohol Clin Exp Res. 2005 Mar;29(3):395-401. doi: 10.1097/01.ALC.0000156129.98265.57. PMID: 15770115.","27416","2020"
"brady2005_CAPS_B_0_ITT","Pharmacotherapy","PTSD+SUD","94","B","Control","Not integrated","45",,"Placebo + CBT for alcohol dependence","Cognitive behavioral therapy (CBT) for alcohol use","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In person","45","Structured Clinical Interview","CAPS","CAPS","ITT","Mixed-model ANOVA and ANCOVA analyses take into account missing data","ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"0.6316",,,,,"Community",,,"1","0.457",,"0.543","Mixed","rape/sexual assault, accidents, community/school violence, other (childhood trauma not specified)","Medium","Brady KT, Sonne SC, Anton RF, et al. Sertraline in the treatment of co-occurring alcohol dependence and posttraumatic stress disorder. Alcohol Clin Exp Res. 2005 Mar;29(3):395-401. doi: 10.1097/01.ALC.0000156129.98265.57. PMID: 15770115.","27416","2020"
"brady2005_CAPS_B_Baseline_ITT","Pharmacotherapy","PTSD+SUD","94","B","Control","Not integrated","45",,"Placebo + CBT for alcohol dependence","Cognitive behavioral therapy (CBT) for alcohol use","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In person","45","Structured Clinical Interview","CAPS","CAPS","ITT","Mixed-model ANOVA and ANCOVA analyses take into account missing data","ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"57.6","20.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.457",,"0.543","Mixed","rape/sexual assault, accidents, community/school violence, other (childhood trauma not specified)","Medium","Brady KT, Sonne SC, Anton RF, et al. Sertraline in the treatment of co-occurring alcohol dependence and posttraumatic stress disorder. Alcohol Clin Exp Res. 2005 Mar;29(3):395-401. doi: 10.1097/01.ALC.0000156129.98265.57. PMID: 15770115.","27416","2020"
"braun1990_IES_A_0_NA","Pharmacotherapy","PTSD","16","A","PTSD",,,,"Alprazolam","Alprazolam","No","Not Applicable","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","16","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"24.8","7.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_IES_A_Baseline_NA","Pharmacotherapy","PTSD","16","A","PTSD",,,,"Alprazolam","Alprazolam","No","Not Applicable","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","16","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"28.1","6.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_IES_B_0_NA","Pharmacotherapy","PTSD","16","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","16","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"26.4","6.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_IES_B_Baseline_NA","Pharmacotherapy","PTSD","16","B","Control",,,,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","16","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"26.7","11.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_PSS_A_0_Comp","Pharmacotherapy","PTSD","16","A","PTSD",,"10",,"Alprazolam","Alprazolam","No","Not Applicable","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","16","Self report","PSS","PSS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"26.6","7.44",,,,,"-4.3",,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_PSS_A_Baseline_Comp","Pharmacotherapy","PTSD","16","A","PTSD",,"10",,"Alprazolam","Alprazolam","No","Not Applicable","Yes","Antianxiety: benzodiazepine","No","Not Applicable","No","No","No","No","No","Individual","In Person","16","Self report","PSS","PSS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"30.9","8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_PSS_B_0_Comp","Pharmacotherapy","PTSD","16","B","Control",,"10",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","16","Self report","PSS","PSS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"28.8","8.16",,,,,"-1.2",,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"braun1990_PSS_B_Baseline_Comp","Pharmacotherapy","PTSD","16","B","Control",,"10",,"Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","16","Self report","PSS","PSS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"30","9.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1",,,,"Mixed","combat-related, accidents, terrorism/political violence/forced displacement","High","Braun P, Greenberg D, Dasberg H, et al. Core symptoms of posttraumatic stress disorder unimproved by alprazolam treatment. J. Clin. Psychiatry. 1990 Jun;51(6):236-8.  PMID: 2189869.","02466","2019"
"bremner2017_CAPS_A_0_Comp","Mixed: Psychotherapy & CIH","PTSD","26","A","PTSD",,"9",,"MBSR","Mindfulness-based stress reduction (MBSR)","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Group","In Person","17","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"28","20",,,,,"-28",,,,,,,,,,"p=0.016",,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"bremner2017_CAPS_A_26_Comp","Mixed: Psychotherapy & CIH","PTSD","26","A","PTSD",,"9",,"MBSR","Mindfulness-based stress reduction (MBSR)","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Group","In Person","17","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Assessment at 6 to <12 Months","26",,,,,,,,,,,,"""these effects [end of treatment] persisted at the 6-month followup period""",,,,,,,,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"bremner2017_CAPS_A_Baseline_Comp","Mixed: Psychotherapy & CIH","PTSD","26","A","PTSD",,"9",,"MBSR","Mindfulness-based stress reduction (MBSR)","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Group","In Person","17","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"56","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"bremner2017_CAPS_B_0_Comp","Mixed: Psychotherapy & CIH","PTSD","26","B","PTSD",,"8",,"Group PCT","Present Centered Therapy (PCT)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","9","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"43","15",,,,,"-8",,,,,,,,,,"p>0.05",,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"bremner2017_CAPS_B_26_Comp","Mixed: Psychotherapy & CIH","PTSD","26","B","PTSD",,"8",,"Group PCT","Present Centered Therapy (PCT)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","9","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Assessment at 6 to <12 Months","26",,,,,,,,,,,,"""these effects [end of treatment] persisted at the 6-month followup period""",,,,,,,,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"bremner2017_CAPS_B_Baseline_Comp","Mixed: Psychotherapy & CIH","PTSD","26","B","PTSD",,"8",,"Group PCT","Present Centered Therapy (PCT)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","9","Structured Clinical Interview","CAPS","CAPS","Completer",,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"51","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veteran",,"1",,"0",,"1","Combat-related",,"Medium","Bremner JD, Mishra S, Campanella C, et al. A pilot study of the effects of mindfulness-based stress reduction on post-traumatic stress disorder symptoms and brain response to traumatic reminders of combat in Operation Enduring Freedom/Operation Iraqi Freedom combat veterans with post-traumatic stress disorder. Front Psychiatry. 2017 Aug 25;8:157. doi: 10.3389/fpsyt.2017.00157. PMID: 28890702.","49077","2019"
"brom1989_IES_A_0_NA","Mixed: Psychotherapy & CIH","PTSD","112","A","PTSD",,,,"Trauma Desensitization","Exposure therapy","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","End of Treatment","0",,"28","19.5",,,,,"-19.4",,,,,,,,,,"p<0.05",,,,,,,,,,,,,,"Community",,,"1","0.79",,"0.21","Mixed","accidents, community/school violence, illness/medical procedure, other (loss of loved one, undefined)","High","Brom D, Kleber RJ, Defares PB. Brief psychotherapy for posttraumatic stress disorders. J Consult Clin Psychol. 1989;57(5):607-12.  PMID: 2571625.","03090","2019"
"brom1989_IES_A_12_NA","Mixed: Psychotherapy & CIH","PTSD","112","A","PTSD",,,,"Trauma Desensitization","Exposure therapy","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Assessment at 3 to <6 Months","12",,"31.3","21.1",,,,,"-16.1",,,,,,,,,,"p<0.05",,,,,,,,,,,,,,"Community",,,"1","0.79",,"0.21","Mixed","accidents, community/school violence, illness/medical procedure, other (loss of loved one, undefined)","High","Brom D, Kleber RJ, Defares PB. Brief psychotherapy for posttraumatic stress disorders. J Consult Clin Psychol. 1989;57(5):607-12.  PMID: 2571625.","03090","2019"
"brom1989_IES_A_Baseline_NA","Mixed: Psychotherapy & CIH","PTSD","112","A","PTSD",,,,"Trauma Desensitization","Exposure therapy","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","31","Self report","IES","IES",,,"ANOVA or ANCOVA for continuous variables, chi-squared analysis for dichotomous variables","Baseline",,,"47.4","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.79",,"0.21","Mixed","accidents, community/school violence, illness/medical procedure, other (loss of loved one, undefined)","High","Brom D, Kleber RJ, Defares PB. Brief psychotherapy for posttraumatic stress disorders. J Consult Clin Psychol. 1989;57(5):607-12.  PMID: 2571625.","03090","2019"
