"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"KINGS","661263","Floral Shop","GREENERY UNLIMITED","ADAM BESHEER & REBECCA BULLENE","91","WEST STREET",,,"BROOKLYN","NY","11222","POINT (-73.959184 40.729407)"
"ALBANY","12993","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8233","MARTINS FOODS OF SOUTH BURLINGTON LLC","5","MAPLE ROAD",,,"VOORHEESVILLE","NY","12186","POINT (-73.923891 42.649563)"
"ERIE","660043","Grocery Store","LEXINGTON COOPERATIVE MARKET","LEXINGTON COOPERATIVE MARKET","1678","HERTEL AVENUE",,,"BUFFALO","NY","14216","POINT (-78.845626 42.947612)"
"HERKIMER","217467","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8366","MARTINS FOODS OF SOUTH BURLINGTON LLC","401","EAST ALBANY STREET",,,"HERKIMER","NY","133502023","POINT (-74.979398 43.028136)"
"CORTLAND","119757","Garden Center","TRACTOR SUPPLY COMPANY #652","TRACTOR SUPPLY COMPANY","848","STATE RT 13",,,"CORTLAND","NY","13045","POINT (-76.219022 42.570873)"
"RICHMOND","661086","Grocery Store","7 ELEVEN #39436J","JOSEPH M DEPINTO & JAMES SCOTT BAREFIELD","15","PAGE AVENUE",,,"STATEN ISLAND","NY","10309","POINT (-74.234649 40.524362)"
"NIAGARA","295473","Drug Store","WALGREENS #3438","WALGREEN EASTERN COMPANY INC","1202","PINE AVENUE",,,"NIAGARA FALLS","NY","14301","POINT (-79.048377 43.094799)"
"WESTCHESTER","553808","Grocery Store","STOP & SHOP SPRMKT #592","STOP & SHOP SUPERMARKET CO LLC","240","EAST SANDFORD BOULEVARD",,,"MOUNT VERNON","NY","10550","POINT (-73.82473 40.901049)"
"SCHENECTADY","422366","Other","OCEAN STATE JOB LOT #502","OCEAN STATE JOBBERS","2330","WATT STREET",,,"SCHENECTADY","NY","12304","POINT (-73.9171 42.78496)"
"ONONDAGA","656954","Other","PETCO #292","PETCO","3150","ERIE BLVD EAST",,,"SYRACUSE","NY","13214","POINT (-76.076811 43.054714)"
"WESTCHESTER","557758","Drug Store","CVS PHARMACY # 05454","CVS ALBANY LLC","1296","NORTH AVE",,,"NEW ROCHELLE","NY","10804","POINT (-73.795369 40.945783)"
"ONEIDA","308774","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #84","KPH HEALTHCARE SERVICES INC","12","FRANKLIN AVENUE",,,"CLINTON","NY","13323","POINT (-75.382222 43.046824)"
"SARATOGA","413372","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8365","MARTINS FOODS OF SOUTH BURLINGTON LLC","9","CLIFTON COUNTRY ROAD",,,"CLIFTON PARK","NY","12065","POINT (-73.780909 42.859852)"
"ESSEX","658616","Other","THE FORT TICONDEROGA ASSOCIATION","FORT TICONDEROGA ASSOCIATION","102","FT TI RD",,,"TICONDEROGA","NY","12883","POINT (-73.402681 43.849006)"
"ONEIDA","308435","Other","BIG LOTS #1283","BIG LOTS STORES INC","350","LELAND AVENUE",,,"UTICA","NY","13502","POINT (-75.206051 43.114068)"
"SCHENECTADY","429653","Grocery Store","PRICE CHOPPER #0191","PRICE CHOPPER OPERATING CO INC","442","BALLTOWN ROAD",,,"SCHENECTADY","NY","12304","POINT (-73.893613 42.776188)"
"ALBANY","17557","Other","CHRISTMAS TREE SHOPS #7019","CHRISTMAS TREE SHOPS INC","1425","CENTRAL AVENUE","COLONIE CENTER UNIT 242",,"COLONIE","NY","12205","POINT (-73.82126 42.707547)"
"KINGS","619260","Drug Store","RITE AID #10573","GENOVESE DRUG STORES INC","7501","5TH AVENUE",,,"BROOKLYN","NY","11209","POINT (-74.022761 40.62917)"
"SULLIVAN","660344","Hardware Store","ROCK HILL TRADING POST","214 ROCK HILL DRIVE OPERATING CORP.","214","ROCK HILL DRIVE",,,"ROCK HILL","NY","12775","POINT (-74.597101 41.62551)"
"ULSTER","660579","Drug Store","WALGREENS #17317","WALGREEN EASTERN CO INC","236","MAIN ST.",,,"NEW PALTZ","NY","12561","POINT (-74.073367 41.744077)"
"QUEENS","659285","Grocery Store","FOOD UNIVERSE","SHARON KONZELMAN","75-55","31ST STREET",,,"JACKSON HEIGHTS","NY","11372","POINT (-73.891879 40.758612)"
"NASSAU","659212","Grocery Store","STEW LEONARDS OF FARMINGDALE LLC","STEW LEONARD JR","261","AIRPORT PLAZA BLVD",,,"FARMINGDALE","NY","11735","POINT (-73.420147 40.739252)"
"NASSAU","281622","Hardware Store","BELLMORE HOME CENTER INC","BELLMORE HOME CENTER INC","5135","MERRICK RD",,,"MASSAPEQUA PARK","NY","11762","POINT (-73.446737 40.666339)"
"NEW YORK","659542","Grocery Store","GRISTEDE'S # 533","NAMDOR INC/JOHN CATSIMATIDIS","748","2ND AVENUE",,,"NEW YORK","NY","10017","POINT (-73.97301 40.748739)"
"SCHENECTADY","661219","Grocery Store","FAISAL WEST INDIAN","FAISAL KARIM","859","CRANE STREET",,,"SCHENECTADY","NY","12303","POINT (-73.94828 42.799724)"
"QUEENS","635501","Drug Store","CVS PHARMACY # 499","CVS ALBANY LLC","118","- 10 QUEENS BLVD",,,"FOREST HILLS","NY","11375",
"NIAGARA","660957","Garden Center","TRACTOR SUPPLY COMPANY #2282","TRACTOR SUPPLY COMPANY","7600","FOURTH AVENUE",,,"NIAGARA FALLS","NY","14304","POINT (-78.977905 43.101795)"
"NEW YORK","659854","Dept. Store","TARGET STORE #3229","TARGET STORES","255","GREENWICH ST",,,"NEW YORK","NY","10007","POINT (-74.011456 40.714556)"
"ROCKLAND","661748","Grocery Store","7 ELEVEN STORE #24817D","KEVI ISSA","65","KENNEDY DR",,,"SPRING VALLEY","NY","10977","POINT (-74.057785 41.107037)"
"CHEMUNG","74853","Grocery Store","TOPS #0542","TOPS MARKETS LLC","830","ROUTE 64 CONSUMER SQ PLAZA",,,"ELMIRA","NY","14903",
"SUFFOLK","477639","Grocery Store","7 ELEVEN FOOD STORE  #11168F","MCARDLE MICHAEL","849","NORTH GREENE AVE",,,"LINDENHURST","NY","11757","POINT (-73.376026 40.702219)"
"ONONDAGA","659704","Dept. Store","MARSHALLS STORE #217","MARSHALLS OF MA INC","3405","ERIE BLVD EAST",,,"SYRACUSE","NY","13214","POINT (-76.069925 43.047696)"
"SUFFOLK","478886","Grocery Store","STOP & SHOP SPRMKT #561","STOP & SHOP SUPERMARKET CO LLC","2650","SUNRISE HIGHWAY",,,"EAST ISLIP","NY","11730","POINT (-73.200382 40.742478)"
"SUFFOLK","661478","Grocery Store","7 ELEVEN STORE #15966E","RAM MATLANI","410","MILL ROAD",,,"WESTHAMPTON","NY","11977","POINT (-72.658229 40.82231)"
"SUFFOLK","658350","Grocery Store","ALDI INC #14","ALDI INC","1773","OLD COUNTRY RD",,,"RIVERHEAD","NY","11901","POINT (-72.703899 40.924214)"
"KINGS","656778","Drug Store","WALGREENS #11807","WALGREEN EASTERN CO. INC","5001","CHURCH AVE",,,"BROOKLYN","NY","11203","POINT (-73.930095 40.651763)"
"HERKIMER","660659","Drug Store","WALGREENS #19148","WALGREEN EASTERN CO INC","4","CENTRAL PLZ.",,,"ILION","NY","13357","POINT (-75.036576 43.015479)"
"ORANGE","336903","Other","PETSMART INC #1179","PETSMART INC","88","DUNNING ROAD",,,"MIDDLETOWN","NY","10940","POINT (-74.380816 41.450547)"
"NEW YORK","659555","Grocery Store","7 ELEVEN FOOD STORE #37035A","KYJW CORPORATION/JEONG WOOK HWANG & KYUN","478","3RD AVE",,,"NEW YORK","NY","10016","POINT (-73.978808 40.744776)"
"NEW YORK","628066","Drug Store","CVS PHARMACY # 6062","CVS ALBANY LLC","200","WEST END AVE",,,"MANHATTAN","NY","10023","POINT (-73.985721 40.778114)"
"SCHOHARIE","656861","Drug Store","CVS PHARMACY # 7326","CVS ALBANY, LLC","726","EAST MAIN STREET",,,"COBLESKILL","NY","12043","POINT (-74.476711 42.679438)"
"MONROE","262904","Landscaper","DAVEY TREE EXPERT CO","DAVEY TREE EXPERT CO","88","SILVER STREET",,,"ROCHESTER","NY","14611","POINT (-77.633512 43.153588)"
"SARATOGA","416823","Drug Store","CVS PHARMACY # 2226","CVS ALBANY LLC","12","SOUTH CENTRAL AVE",,,"MECHANICVILLE","NY","12118","POINT (-73.688093 42.902785)"
"MONROE","262714","Hardware Store","LOWE'S HOME CTR #1581","LOWES HOME CENTERS, LLC","900","FIVE MILE LINE ROAD",,,"WEBSTER","NY","14580","POINT (-77.474689 43.211738)"
"ONEIDA","661897","Other","OLLIE'S BARGAIN OUTLET #427","JOHN SWYGERT","1899","BLACK RIVER BLVD",,,"ROME","NY","13440","POINT (-75.4362 43.23623)"
"BRONX","608393","Drug Store","CVS PHARMACY # 7066","CVS ALBANY LLC","565","WEST 235TH STREET",,,"BRONX","NY","10463","POINT (-73.910599 40.885773)"
"YATES","572758","Grocery Store","ALDI INC #39","ALDI INC","204","LIBERTY STREET",,,"PENN YAN","NY","14527","POINT (-77.055762 42.659144)"
"YATES","661487","Other","INDIAN PINES FRUIT STAND","KARA HINSON & DALE LANE","2406","STATE ROUTE 54A",,,"PENN YAN","NY","14527","POINT (-77.067704 42.658654)"
"NASSAU","659466","Grocery Store","WESTERN BEEF #031","EUGENE ACEVEDO","61","SECOND STREET",,,"MINEOLA","NY","11501","POINT (-73.635939 40.742549)"
"KINGS","661712","Dept. Store","TARGET STORE T-3356","TARGET CORPORATION","8973-95","BAY PARKWAY",,,"BROOKLYN","NY","11214","POINT (-74.001722 40.594251)"
"NIAGARA","658953","Other","DOLLAR TREE #03575","DOLLAR TREE","810","PORTAGE ROAD",,,"NIAGARA FALLS","NY","14301","POINT (-79.050347 43.097357)"
"SUFFOLK","472316","Other","COSTCO WHOLESALE CORP  #230","WALTER JELINEK","125","BEACON DRIVE",,,"HOLBROOK","NY","11741","POINT (-73.051619 40.773221)"
"KINGS","657602","Floral Shop","MARINE FLORISTS","TSENTZELIS, DIMITRIOS","1995","FLATBUSH AVE",,,"BROOKLYN","NY","11234","POINT (-73.935173 40.62103)"
"FRANKLIN","662087","Floral Shop","ADIRONDACK FLORIST","RICK GADBOIS","4171","STE RTE 11","SUITE B",,"MALONE","NY","12953","POINT (-74.248155 44.867637)"
"WESTCHESTER","552083","Other","MILLWOOD GARDEN NURSERY","MIKE MONACO INC","5","STATION PLACE ROUTE 133",,,"MILLWOOD","NY","10546",
"QUEENS","638534","Drug Store","RITE AID #4610","RITE AID OF NEW YORK INC","89-10","JAMAICA AVENUE",,,"WOODHAVEN","NY","114212040","POINT (-73.855152 40.692744)"
"NIAGARA","295041","Other","BIG LOTS #0831","BIG LOTS STORES INC","5987","SOUTH TRANSIT ROAD",,,"LOCKPORT","NY","14094","POINT (-78.696887 43.136749)"
"NASSAU","286995","Dept. Store","WAL-MART #2583","WAL-MART STORES EAST LP","1123","JERUSALEM AVENUE",,,"UNIONDALE","NY","11553","POINT (-73.577789 40.694185)"
"CORTLAND","117543","Roadside Stand","REAKES COUNTRY GOODS","REAKES, KAY& DARREL","4107","ROUTE 13",,,"TRUXTON","NY","13158",
"QUEENS","660564","Drug Store","WALGREENS #19794","WALGREEN EASTERN CO INC","43-02","DITMARS BLVD.",,,"ASTORIA","NY","11105","POINT (-73.903554 40.77108)"
"NASSAU","287319","Other","BJS WHOLESALE CLUB #0160","BJS WHOLESALE CLUB INC","3635","HEMPSTEAD TURNPIKE",,,"LEVITTOWN","NY","11756","POINT (-73.49974 40.725642)"
"STEUBEN","659976","Roadside Stand","RICHARD MATTISON","RICHARD MATTISON","6720","ROOSEVELT AVE",,,"BATH","NY","14810","POINT (-77.301986 42.328929)"
"SUFFOLK","657473","Floral Shop","SPIRIT FLOWER SHOP","RAYMON G TILTON","37","W JERICHO TPKE",,,"HUNTINGTON STATION","NY","11746","POINT (-73.410849 40.828401)"
"DUTCHESS","137490","Drug Store","CVS PHARMACY # 5052","CVS ALBANY LLC","4246","ALBANY POST RD SUITE 2",,,"HYDE PARK","NY","12538","POINT (-73.932282 41.781817)"
"NEW YORK","660389","Floral Shop","THE SILL INC","ELIZA BLANK","448","AMSTERDAM AVE",,,"NEW YORK","NY","10024","POINT (-73.977116 40.784804)"
"ORANGE","660591","Drug Store","WALGREENS #19693","WALGREEN EASTERN CO INC","96","DOLSON AVENUE",,,"MIDDLETOWN","NY","10940","POINT (-74.422827 41.431553)"
"SARATOGA","659820","Floral Shop","ANNAS FLOWERS","GEORGE HANNAH","58","MILTON AVE",,,"BALLSTON SPA","NY","12020","POINT (-73.848809 43.002703)"
"ONONDAGA","311558","Other","BRANG COMPANY INC","DONALD J BRANG","7050","CEDAR BAY ROAD",,,"FAYETTEVILLE","NY","13066","POINT (-76.033867 43.043214)"
"WESTCHESTER","559689","Garden Center","COSTCO WHOLESALE CORP #326","WALTER JELINEK","1","WESTCHESTER AVENUE",,,"PORT CHESTER","NY","10573","POINT (-73.661009 40.999552)"
"NASSAU","659784","Grocery Store","7 ELEVEN FOOD STORE #35302A","7 ELEVEN FOOD STORE #35302A","400","E. JERICHO TPKE",,,"MINEOLA","NY","11501","POINT (-73.622324 40.756076)"
"NEW YORK","662023","Grocery Store","AGATA & VALENTINA","JOSEPH MUSCO","1505","1ST AVENUE",,,"NEW YORK","NY","10075","POINT (-73.952858 40.772108)"
"BROOME","30290","Grocery Store","WEIS MARKETS INC # 213","WEIS MARKETS INC","307","CONKLIN AVENUE",,,"BINGHAMTON","NY","13903","POINT (-75.888057 42.096738)"
"ONONDAGA","315594","Grocery Store","VANBUREN FOOD MRKTS INC","SENECA KNOLLS BIG M","7252","STATE FAIR BLVD",,,"SYRACUSE","NY","13209","POINT (-76.286756 43.121392)"
"WESTCHESTER","553340","Drug Store","RITE AID #10547","GENOVESE DRUG STORES INC","196","EAST HARTSDALE AVENUE",,,"HARTSDALE","NY","10530","POINT (-73.796146 41.01241)"
"CHAUTAUQUA","61247","Drug Store","RITE AID #10874","ECKERD CORPORATION","40","SOUTH ERIE STREET",,,"MAYVILLE","NY","14757","POINT (-79.503819 42.253262)"
"RENSSELAER","657378","Garden Center","TRACTOR SUPPLY COMPANY #1543","TRACTOR SUPPLY COMPANY","864","HOOSICK RD",,,"TROY","NY","12180","POINT (-73.628508 42.751747)"
"LIVINGSTON","660469","Drug Store","WALGREENS #19766","WALGREEN EASTERN CO INC","9519","FOSTER WHEELER RD",,,"DANSVILLE","NY","14437","POINT (-77.715117 42.566679)"
"ONTARIO","661851","Roadside Stand","VINCENT B MASLYN","VINCENT MASLYN","7","NORTH NEWARK ST",,,"PHELPS","NY","14532","POINT (-77.075599 42.963706)"
"SUFFOLK","477177","Grocery Store","7 ELEVEN FOOD STORE  #11231C","SON CHARLES","1541","BRENTWOOD ROAD",,,"BAYSHORE","NY","11706","POINT (-73.244916 40.756195)"
"NEW YORK","660394","Grocery Store","TRADER JOES #539","TRADER JOES EAST INC","233","SPRING STREET",,,"NEW YORK","NY","10013","POINT (-74.004806 40.725573)"
"SUFFOLK","660365","Grocery Store","MONTAUK IGA LLC","BOZZUTO'S INC","654","MONTAUK HIGHWAY",,,"MONTAUK","NY","11954","POINT (-71.948717 41.03202)"
"ALBANY","657902","Gas Station","SHOPRITE SUPERMARKETS INC","SHOP RITE SUPERMARKETS INC","651","CENTRAL AVE",,,"ALBANY","NY","12206","POINT (-73.784187 42.674976)"
"NASSAU","287819","Garden Center","ZAINO NURSERY","ANTHONY & MIKE ZAINO","900","JERICHO TPKE",,,"WESTBURY","NY","11590","POINT (-73.611784 40.760979)"
"PUTNAM","379597","Drug Store","RITE AID #0594","RITE AID OF NEW YORK INC","1896","ROUTE 6",,,"CARMEL","NY","10512","POINT (-73.669306 41.414117)"
"MADISON","660602","Drug Store","WALGREENS #17213","WALGREEN EASTERN CO INC","423","S. PETERSBORO ST.",,,"CANASTOTA","NY","13032","POINT (-75.752152 43.070382)"
"SUFFOLK","661306","Other","DOLLAR TREE #07893","DEBORAH E MILLER","275","ROUTE 25A",,,"MILLER PLACE","NY","11764","POINT (-72.991429 40.941347)"
"NASSAU","661701","Grocery Store","KINGS FOOD MARKET #3619","ACME MARKETS INC","870","FRANKLIN AVENUE",,,"GARDEN CITY","NY","11530","POINT (-73.634985 40.727872)"
"SUFFOLK","659352","Grocery Store","SHOP RITE OF DEER PARK","KENNETH V THOMPSON","1960","DEER PARK AVENUE",,,"DEER PARK","NY","11729","POINT (-73.330553 40.764387)"
"ST. LAWRENCE","403047","Garden Center","TRACTOR SUPPLY COMPANY #1138","TRACTOR SUPPLY COMPANY","7473","US HIGHWAY 11",,,"POTSDAM","NY","136763542","POINT (-75.028794 44.664596)"
"ORANGE","337624","Garden Center","GARDEN GATE NURSERY","ELFERS JACQUELINE & PAUL","1147","ROUTE 17M",,,"CHESTER","NY","10918","POINT (-74.218995 41.344847)"
"FULTON","661896","Other","OLLIE'S BARGAIN OUTLET #425","JOHN SWYGERT","224","NORTH COMRIE AVE",,,"JOHNSTOWN","NY","12095","POINT (-74.361062 43.015053)"
"NASSAU","661711","Other","DOLLAR TREE #08409","DOLLAR TREE STORES INC","2914","LONG BEACH ROAD",,,"OCEANSIDE","NY","11572","POINT (-73.639795 40.640055)"
"LIVINGSTON","660101","Other","PROMETHEUS FARM","ROBERT GALLAGHER","5804","DECKER ROAD",,,"LIVONIA","NY","14487","POINT (-77.703062 42.773843)"
"ESSEX","660719","Landscaper","ADK GARDENS","ERIC WELCH","1321","US ROUTE 9",,,"SCHROON LAKE","NY","12870","POINT (-73.756968 43.852398)"
"RICHMOND","640530","Drug Store","WALGREENS #10475","WALGREEN EASTERN COMPANY INC.","2270","CLOVE ROAD",,,"STATEN ISLAND","NY","103051524","POINT (-74.081607 40.599006)"
"NASSAU","287615","Grocery Store","7 ELEVEN FOOD STORE  #34138A","KHURANA RAVI K","11","EAST OLD COUNTRY RD",,,"HICKSVILLE","NY","11801","POINT (-73.51919 40.764312)"
"CHENANGO","87458","Farm Supply","HOMESTEAD PET & FARM SUPPLY INC","BARBARA & VINCENT MONTUORI","3","RAILROAD ST",,,"NEW BERLIN","NY","13411","POINT (-75.327951 42.624253)"
"FULTON","658903","Other","DOLLAR TREE #01929","DOLLAR TREE","215","NORTH COMRIE AVENUE",,,"JOHNSTOWN","NY","12095","POINT (-74.361234 43.016045)"
"ORANGE","658971","Other","DOLLAR TREE #04407","DOLLAR TREE","115","TEMPLE HILL RD","STE 1300",,"NEW WINDSOR","NY","12553","POINT (-74.058325 41.455511)"
"NIAGARA","294520","Grocery Store","NIAGARA PRODCE LOCKPORT","JUDY CHESKO","112","CHESTNUT STREET",,,"LOCKPORT","NY","14094","POINT (-78.685864 43.172795)"
"ORANGE","334918","Drug Store","RITE AID #10551","ECKERD CORPORATION","701","ROUTE 211 EAST",,,"MIDDLETOWN","NY","10941","POINT (-74.36046 41.465685)"
"CLINTON","659827","Other","DOLLAR TREE #06404","DOLLAR TREE STORES INC","876","STATE  ROUTE 11",,,"CHAMPLAIN","NY","12919","POINT (-73.444654 44.978352)"
"DUTCHESS","138982","Drug Store","RITE AID #3753","RITE AID OF NEW YORK INC","129","SOUTH AVENUE",,,"POUGHKEEPSIE","NY","126014510","POINT (-73.931424 41.694132)"
"KINGS","611674","Grocery Store","7 ELEVEN FOOD STORE  #32884A","PAIK RICHARD D","6415","3RD AVENUE",,,"BROOKLYN","NY","11220","POINT (-74.023164 40.639507)"
"NASSAU","659331","Grocery Store","7 ELEVEN FOOD STORE #36887B","SUSAN ELKORDY","276","UNIONDALE AVE",,,"UNIONDALE","NY","11553","POINT (-73.592373 40.709127)"
"ERIE","661423","Grocery Store","7 ELEVEN STORE #35148B","MICHAEL J HEIEL","2078","NIAGARA STREET",,,"BUFFALO","NY","14207","POINT (-78.905481 42.940831)"
"CORTLAND","118718","Other","CORTLAND COUNTY SOIL & WATER DISTRICT","EUGENE WHITE","100","GRANGE PLACE",,,"CORTLAND","NY","13045","POINT (-76.17012 42.606661)"
"DELAWARE","125546","Farm Supply","STAMFORD FARMERS COOP","GEORGE WILSON","6","SOUTH STREET",,,"STAMFORD","NY","12167","POINT (-74.621154 42.409357)"
"SUFFOLK","471566","Grocery Store","7 ELEVEN FOOD STORE  #20480B","CASTALDO PHILIP","362","VETERANS HIGHWAY",,,"COMMACK","NY","11725","POINT (-73.259438 40.832396)"
"DUTCHESS","139949","Grocery Store","HANNAFORD FOOD & DRUG #8335","MARTINS FOODS OF SOUTH BURLINGTON LLC","162","ROUTE 22",,,"PAWLING","NY","12564","POINT (-73.58465 41.537061)"
"ALBANY","660626","Drug Store","WALGREENS #19884","WALGREEN EASTERN CO INC","463","ALBANY SHAKER RD.",,,"ALBANY","NY","12211","POINT (-73.776377 42.705366)"
"BROOME","39355","Hardware Store","LOWE'S HOME CTR #1502","LOWES HOME CENTERS, LLC","1318","UPPER FRONT STREET",,,"BINGHAMTON","NY","13901","POINT (-75.893385 42.161865)"
"OTSEGO","363213","Hardware Store","HOME DEPOT THE #6173","HOME DEPOT USA INC","659","STATE HIGHWAY 28",,,"ONEONTA","NY","13820","POINT (-75.059849 42.444816)"
"NASSAU","660578","Drug Store","WALGREENS #18287","WALGREEN EASTERN CO INC","14","SHORE RD.",,,"PORT WASHINGTON","NY","11050","POINT (-73.69902 40.833783)"
"NIAGARA","295642","Drug Store","CVS PHARMACY # 589","CVS ALBANY LLC","955","PAYNE AVE",,,"NORTH TONAWANDA","NY","14120","POINT (-78.877714 43.050287)"
"LEWIS","238447","Landscaper","ABELS LANDSCAPE & NURSERY","ABEL MARK A","10857","STATE HIGHWAY 812",,,"CROGHAN","NY","13327","POINT (-75.373287 43.971064)"
"SUFFOLK","661758","Grocery Store","LIDL","LUS LICENSING LLC","211","MIDDLE COUNTRY RD",,,"SELDEN","NY","11784","POINT (-73.024002 40.867888)"
"QUEENS","632957","Drug Store","WALGREENS #1572","WALGREEN EASTERN COMPANY INC","44-15","KISSENA BOULEVARD",,,"FLUSHING","NY","11355","POINT (-73.8223 40.753476)"
"ONTARIO","658906","Other","DOLLAR TREE #01984","DOLLAR TREE","389","HAMILTON STREET",,,"GENEVA","NY","14456","POINT (-76.999252 42.857878)"
"FRANKLIN","660968","Garden Center","RUNNINGS","RUNNINGS SUPPLY INC","230","WEST MAIN ST",,,"MALONE","NY","12953","POINT (-74.30794 44.848227)"
"ESSEX","662077","Floral Shop","KIT + SYL STUDIO","KIT + SYL STUDIO","2765","ESSEX RD.",,,"ESSEX","NY","12936","POINT (-73.351761 44.311176)"
"RICHMOND","645870","Drug Store","CVS PHARMACY # 677","CVS ALBANY LLC","2655","RICHMOND AVE",,,"STATEN ISLAND","NY","10314","POINT (-74.168937 40.58237)"
"ROCKLAND","660955","Grocery Store","7-ELEVEN 15528C","7-ELEVEN MARKET","75","NORTH CENTRAL HIGHWAY",,,"GARNERVILLE","NY","10923","POINT (-73.99632 41.214986)"
"SUFFOLK","473123","Grocery Store","KING KULLEN GROCERY CO INC #15","KING KULLEN GROCERY CO INC","540-548","MONTAUK HIGHWAY",,,"CENTER MORICHES","NY","11934","POINT (-72.799087 40.800406)"
"ONONDAGA","318007","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #61","KPH HEALTHCARE SERVICES INC","8150","THOMPSON ROAD",,,"CICERO","NY","13039","POINT (-76.092886 43.166398)"
"MONTGOMERY","275108","Dept. Store","TARGET STORE #2461","TARGET CORPORATION","100","AMSTERDAM COMMONS",,,"AMSTERDAM","NY","12010","POINT (-74.193358 42.965849)"
"SUFFOLK","473709","Hardware Store","LOWE'S HOME CTR #2233","LOWES HOME CENTERS, LLC","2150","NESCONSET HIGHWAY",,,"STONEY BROOK","NY","11790","POINT (-73.128371 40.870771)"
"KINGS","617042","Drug Store","CVS PHARMACY # 2431","CVS ALBANY LLC","4112","AVENUE U",,,"BROOKLYN","NY","11234","POINT (-73.9237 40.608974)"
"JEFFERSON","227510","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #13","KPH HEALTHCARE SERVICES INC","1729","STATE STREET",,,"WATERTOWN","NY","136013104","POINT (-75.879624 43.966836)"
"ONEIDA","661095","Landscaper","PJS TRUCKING & LANDSCAPING LLC","KARIN L MILLER","4991","OLD ONEIDA ROAD",,,"VERONA","NY","13478","POINT (-75.553098 43.15462)"
"OSWEGO","659795","Grocery Store","TOPS #599","TOPS MARKETS LLC","409","FULTON ST",,,"HANNIBAL","NY","13074","POINT (-76.572666 43.322019)"
"SUFFOLK","659762","Dept. Store","MARSHALLS STORE #478","MARSHALLS OF MA, INC","834A","WALT WHITMAN ROAD",,,"MELVILLE","NY","11747","POINT (-73.412426 40.799392)"
"QUEENS","639829","Grocery Store","7 ELEVEN FOOD STORE  #27760C","YOO JUNG SIK","22-50","COLLEGE POINT",,,"COLLEGE POINT","NY","11356","POINT (-73.846104 40.778765)"
"NASSAU","287004","Other","PUBLISHERS CLEARING HOUSE LLC","PUBLISHERS CLEARING HOUSE LLC","300","JERICHO QUADRANGLE","#300",,"JERICHO","NY","11753",
"QUEENS","659752","Dept. Store","MARSHALLS STORE #685","MARSHALLS OF MA, INC","96-05","QUEENS BLVD",,,"REGO PARK","NY","11374","POINT (-73.862046 40.730223)"
"WASHINGTON","661615","Dept. Store","BIG LOTS STORES - PNS, LLC  #4714","BRUCE THORN & NICHOLAS EVANS","1251","STATE ROUTE 29",,,"GREENWICH","NY","12834","POINT (-73.510759 43.09756)"
"NEW YORK","657861","Grocery Store","WHOLE FOODS MARKET","WHOLE FOODS MARKET INC/ROBERT LANG","250","EAST 57TH STREET",,,"NEW YORK","NY","10022","POINT (-73.966028 40.759616)"
"NASSAU","284890","Grocery Store","KING KULLEN GROCERY CO INC #11","KING KULLEN GROCERY CO INC","3284","HEMPSTEAD TURNPIKE",,,"LEVITTOWN","NY","11756","POINT (-73.515466 40.725853)"
"LEWIS","239155","Landscaper","MERRY GARDENS THE","MERRY PENNY L","6962","KIRSCHNERVILLE ROAD","PO BOX 148",,"CROGHAN","NY","13327","POINT (-75.389822 43.891658)"
"NEW YORK","660024","Other","GOPHER BROKE FARM LLC","GEORGE NASH, JANE WATERMAN",,"SW COR MADISON AVE &124TH ST","MARCUS GARVEY PARK",,"NEW YORK","NY","10027","POINT (-73.953549 40.811894)"
"ERIE","147579","Grocery Store","ALDI INC #89","ALDI INC","4259","TRANSIT ROAD",,,"WILLIAMSVILLE","NY","14221","POINT (-78.69679 42.963604)"
"BROOME","34523","Roadside Stand","ROBBIES PRODUCE STAND","GRANNIS ROBERT","2313","OLD VESTAL ROAD",,,"VESTAL","NY","13850","POINT (-76.014888 42.097087)"
"ERIE","148949","Grocery Store","TOPS #0118","TOPS MARKETS LLC","123","GREY STREET",,,"EAST AURORA","NY","14052","POINT (-78.632636 42.765543)"
"OSWEGO","356380","Grocery Store","PRICE CHOPPER #226","PRICE CHOPPER OPERATING CO INC","137","STATE ROUTE 104",,,"OSWEGO","NY","13126","POINT (-76.486381 43.460793)"
"WESTCHESTER","661259","Grocery Store","YORKTOWN HEIGHTS GROCERY INC","CARL DELPRETE","380","DOWNING DRIVE",,,"YORKTOWN HEIGHTS","NY","10598","POINT (-73.783587 41.274573)"
"WESTCHESTER","656812","Drug Store","WALGREENS #11509","WALGREENS EASTERN CO. INC.","6","MCLEAN AVE",,,"YONKERS","NY","10705","POINT (-73.895926 40.92066)"
"WESTCHESTER","661679","Grocery Store","7 ELEVEN STORE #38181A","HEMA DESAI","858","SCARSDALE AVENUE",,,"SCARSDALE","NY","10583","POINT (-73.808612 40.987477)"
"MONROE","658832","Other","DOLLAR TREE #00604","DOLLAR TREE","3333","WEST HENRIETTA RD","SUITE B2",,"ROCHESTER","NY","14623","POINT (-77.636821 43.087113)"
