"unitnumber","acquisitiondate","make","manufacturer","model","modelyear","statusdescription","categoryclassdesc","maintlocationname","ltd_fuelquantity","ltdusage1","meter1","class1description","usingdepartment","usingdescription","age","ltdcontributions","purchasecost","changedate"
"R212","2012-07-18T00:00:00.000","FORD","FORD","F250SD","2012","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E85","Car Shop","12593.78","109296","109296","ON","400-2343","Stormwater","8","17894.7","17894.7","2020-10-25T01:01:51.000"
"E7937","2009-04-06T00:00:00.000","STIHL","STIHL","MS200T 16","2009","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","11","0","458.16","2020-06-30T16:02:35.000"
"W7612","2015-12-29T00:00:00.000","TORO","TORO","20382","2016","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","420-2077","Water Resources","5","0","575","2020-06-08T14:14:01.000"
"F131","2014-07-17T00:00:00.000","FORD","FORD","INTERCEPTOR","2014","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","11513.01","129760","129760","ON","150-1513","Fire Rescue","6","0","34953","2020-10-26T10:05:37.000"
"SK8216","2019-01-02T00:00:00.000","TORO","TORO","30461/7200","2012","Reached end of economical life","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","275.43","456","1641","OFF","400-2343","Stormwater","1","0","0","2020-10-24T01:01:52.000"
"K755","2014-01-15T00:00:00.000","VERMEER","VERMEER","SC802","2014","Active unit","GRINDER, STUMP, DIESEL","Specialty Equipment Shop","355.48","490","490","OFF","190-2429","Parks and Recreation","6","38037.6","45645","2020-09-29T10:33:45.000"
"W759","2011-12-06T00:00:00.000","YALE","YALE","GLP060VX","2011","Reached end of economical life","FORKLIFT, INDUSTRIAL, CNG","Specialty Equipment Shop","0","631","631","OFF","420-2173","Water Resources","9","35259","30700","2020-09-30T08:41:01.000"
"W7830","1998-08-20T00:00:00.000","WACKER","WACKER","PT3A","1998","Active unit","PUMP, TRASH, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2205","Water Resources","22","1410","1265","2020-07-17T13:16:03.000"
"K622","1999-12-08T00:00:00.000","HONDA","HONDA","EM2500XK1A","2000","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1585","Parks and Recreation","21","0","975","2020-07-01T10:58:31.000"
"C281","2007-07-24T00:00:00.000","FORD","FORD","F150","2007","Reached end of economical life","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E10","Car Shop","9459.42","94629","94629","ON","800-2521","Fleet Management","13","16935","16935","2020-10-26T01:01:41.000"
"W204","2015-12-09T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, REGULAR CAB, E85","Car Shop","5522.15","72043","72043","ON","420-2057","Water Resources","5","20760.54","21742.7","2020-10-22T01:02:20.000"
"W266","2012-08-07T00:00:00.000","FORD","FORD","F250SD","2012","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","11038.79","94900","94900","ON","800-2521","Fleet Management","8","24674.7","24674.7","2020-10-24T01:01:46.000"
"E7641","2006-04-04T00:00:00.000","STIHL","STIHL","MS200T 16","2006","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","14","0","410.76","2020-06-30T15:07:21.000"
"K7133","2010-11-19T00:00:00.000","HONDA","HONDA","GC160","2011","Active unit","WASHER, PRESSURE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2357","Parks and Recreation","10","0","1","2020-07-01T11:42:18.000"
"C109","2005-05-12T00:00:00.000","FORD","FORD","ESCAPE","2005","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","4118.31","70739","70739","ON","082-1089","Housing Administration","15","5189.13","13838","2020-09-02T07:37:18.000"
"E750","2016-09-23T00:00:00.000","ERNEST IND","ERNEST INDUSTRIES","SS-1","2016","Active unit","MIXER, CONCRETE, E10","Specialty Equipment Shop","53.6","2","2","OFF","400-1265","Stormwater","4","16882.05","18300","2020-10-16T09:25:11.000"
"K219","2015-12-09T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, REGULAR CAB, E85","Car Shop","1742.07","27899","27899","ON","190-2469","Parks and Recreation","5","21425.92","20449.7","2020-10-16T10:20:10.000"
"W421","2015-02-02T00:00:00.000","FORD","FORD","F450SD","2015","Active unit","TRUCK, PICKUP, 1-1/2 TON, UTILITY, DIESEL","Truck Shop","4795.31","26708","26708","ON","420-2145","Water Resources","5","34011.21","42641","2020-10-23T01:02:20.000"
"K6304","2003-08-18T00:00:00.000","TORO","TORO","687","2003","Active unit","AERATOR, PULL","Specialty Equipment Shop","0","0","0","OFF","190-2437","Parks and Recreation","17","4257","4257","2020-08-04T14:36:07.000"
"K20055","2020-09-03T00:00:00.000","STIHL","STIHL","MS201TCM 16","2020","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-2377","Stormwater","0","0","545.06","2020-09-10T13:20:28.000"
"FE18009","2018-12-07T00:00:00.000","KONI","STERTIL-KONI","ST-1085","2019","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","2","1057.79","10192.97","2020-07-28T12:17:07.000"
"Y820","2015-01-15T00:00:00.000","CARGO MATE","FOREST RIVER","CM822TA2","2015","Active unit","TRAILER, ENCLOSED CARGO","Specialty Equipment Shop","0","0","0","OFF","281-1289","Transportation","5","0","0","2020-07-01T15:10:59.000"
"E7910","2019-01-30T00:00:00.000","STIHL","STIHL","HT103 12","2019","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","1","0","473.96","2020-06-30T15:57:26.000"
"E7506","2014-12-17T00:00:00.000","HONDA","HONDA","EU2000I1A1","2015","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","400-1281","Stormwater","6","0","908.47","2020-06-30T14:42:43.000"
"R119","2018-10-24T00:00:00.000","FORD","FORD","ESCAPE","2018","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1431.27","24659","24659","ON","450-2265","Sanitation","2","6364.56","18900","2020-10-25T01:01:43.000"
"F134","2017-11-02T00:00:00.000","FORD","FORD","EXPLORER","2017","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","1538.87","25222","25227","ON","150-1493","Fire Rescue","3","14453.25","25619","2020-10-16T15:23:44.000"
"W285","2019-07-10T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","1591.44","10399","10399","ON","420-2117","Water Resources","1","6298.18","30726","2020-10-20T01:01:55.000"
"R115","2016-06-21T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2772.73","48631","48631","ON","450-2293","Sanitation","4","16689.85","18216","2020-10-21T01:02:10.000"
"N725","2016-06-06T00:00:00.000","WESTWRDIND","WESTWRDIND","GO-4","2016","Active unit","MOTORIZED CART, 1-2 PASSENGER, E10","Car Shop","1710.75","26451","26451","ON","281-1957","Transportation","4","27811.84","29110.23","2020-10-21T01:02:45.000"
"SW295","2004-03-22T00:00:00.000","FORD","FORD","F250SD","2004","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","2649.33","74361","74361","ON","281-1289","Transportation","16","16167","19020","2020-10-25T01:01:51.000"
"K600","1985-02-26T00:00:00.000","SEARS","SEARS","919","1985","Active unit","COMPRESSOR, PORTABLE, ELECTRIC","Specialty Equipment Shop","0","0","0","OFF","190-2369","Parks and Recreation","35","0","234","2020-09-14T15:28:06.000"
"K440","2013-11-08T00:00:00.000","FORD","FORD","F550SD","2014","Active unit","TRUCK, PICKUP, 2 TON, FLAT BED, DIESEL","Truck Shop","4981.39","47740","47740","ON","190-2421","Parks and Recreation","7","46976.26","40268","2020-10-22T09:12:40.000"
"R7828","2018-04-27T00:00:00.000","STIHL","STIHL","FS240R","2018","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","473.96","2020-06-26T15:14:35.000"
"E252","2016-01-27T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","6433.23","46378","46378","ON","400-1301","Stormwater","4","37863.55","31641.7","2020-10-22T01:02:22.000"
"E457","2018-03-02T00:00:00.000","PETERBILT","PETERBILT","220","2018","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","12269.37","26917","26917","ON","400-1325","Stormwater","2","108961.8","219009","2020-10-26T01:01:59.000"
"R152","2011-05-23T00:00:00.000","FORD","FORD","ESCAPE","2011","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2046.86","30512","30512","ON","450-2253","Sanitation","9","18425","16225","2020-10-21T14:25:51.000"
"E844","2004-07-12T00:00:00.000","CONTINENTA","CONTINENTA","CA16 2100","2003","Active unit","TRAILER, BOAT TRANSPORT","Specialty Equipment Shop","0","0","0","OFF","130-1365","Engineering","16","0","0","2020-07-01T09:11:03.000"
"W2","2012-07-19T00:00:00.000","FORD","FORD","FOCUS","2012","Reached end of economical life","AUTO, COMPACT, 4DR, E10","Car Shop","1534.96","43453","43453","ON","420-2045","Water Resources","8","30253","14912","2020-07-01T16:16:35.000"
"W869","2018-01-10T00:00:00.000","THOMPSON","THOMPSON","4V-DIST-4LE2","2017","Active unit","PUMP, TRASH, STATIONARY, DIESEL","Specialty Equipment Shop","0","356","357","OFF","420-2181","Water Resources","2","11513.14","30873","2020-10-21T14:07:48.000"
"E458","2018-03-02T00:00:00.000","PETERBILT","PETERBILT","220","2018","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","11387.46","26499","26499","ON","400-1325","Stormwater","2","108961.8","219009","2020-10-26T01:01:59.000"
"F5701","2017-10-02T00:00:00.000","FORD","FORD","TAURUS SEL","2017","Active unit","AUTO, INTERMEDIATE, 4DR, E10","Car Shop","1298.88","26945","26945","ON","150-1493","Fire Rescue","3","12126.45","23664","2020-10-23T01:02:33.000"
"R105","2013-04-30T00:00:00.000","FORD","FORD","ESCAPE","2013","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","5278.45","77796","77796","ON","450-2293","Sanitation","7","24482.2","18617","2020-10-26T09:19:43.000"
"E342","2012-06-12T00:00:00.000","INTERNATNL","INTERNATNL","7600 SBA 6X4","2013","Active unit","TRUCK, DUMP, 12-14 CU YD, DIESEL","Specialty Equipment Shop","14859.38","60768","60768","ON","400-1313","Stormwater","8","150031","123731","2020-10-23T01:02:09.000"
"W226","2016-02-29T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","6434.34","45907","45907","ON","420-2145","Water Resources","4","23991","28343.7","2020-10-21T01:02:01.000"
"R8852","2012-11-29T00:00:00.000","KENWORTH","KENWORTH","T440","2013","Active unit","TRUCK, CONTAINER, ROLL OFF, CNG","Sanitation Shop","0","263104","263104","ON","450-2273","Sanitation","8","0","192453","2020-10-22T12:35:54.000"
"F510","2002-10-07T00:00:00.000","CARMATE","CARMATE","CM818C-CT","2002","Active unit","TRAILER, ENCLOSED CARGO","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","18","0","0","2020-07-01T10:01:52.000"
"W109","2014-10-07T00:00:00.000","FORD","FORD","ESCAPE","2015","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","955.66","18859","18859","ON","420-2165","Water Resources","6","20301.06","18623","2020-10-22T12:06:13.000"
"T20002","2019-09-26T00:00:00.000","WELLSCARGO","WELLSCARGO","RF612T2","2020","Active unit","TRAILER, ENCLOSED CARGO, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","1","2193.04","9201.35","2020-10-22T08:10:14.000"
"M410","2018-04-12T00:00:00.000","FORD","FORD","F550SD","2017","Active unit","TRUCK, TIRE SERVICE, DIESEL","Truck Shop","2274.22","7631","7924","ON","800-2521","Fleet Management","2","37885.71","88239.71","2020-10-19T13:45:32.000"
"W489","2017-09-28T00:00:00.000","INTERNATNL","INTERNATNL","4300 4X2","2018","Active unit","TRUCK, RODDER, VACUUM JET, DIESEL","Specialty Equipment Shop","696.16","3503","5103","ON","420-2145","Water Resources","3","95203.67","198662.5","2020-10-15T07:42:23.000"
"S250","2012-11-15T00:00:00.000","FORD","FORD","F250SD","1999","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, DIESEL","Truck Shop","2514.03","177848","119482","ON","110-1131","Codes Compliance","8","0","21553","2020-09-22T07:36:49.000"
"W110","2014-10-08T00:00:00.000","FORD","FORD","ESCAPE","2015","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","3039.95","51589","51589","ON","420-2077","Water Resources","6","21691.41","18623","2020-10-22T12:06:40.000"
"E440","2012-01-23T00:00:00.000","DODGE","DODGE","RAM 5500","2012","Reached end of economical life","TRUCK, AERIAL, 26-50 FT, DIESEL","Truck Shop","19084.31","137384","137384","ON","800-2573","Fleet Management","8","112338","112338","2020-10-16T10:24:45.000"
"W277","2013-12-02T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","11029.98","105969","105969","ON","420-2145","Water Resources","7","23750.04","24699","2020-10-26T01:01:44.000"
"K211","2012-08-23T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","4551.78","37869","37869","ON","190-2469","Parks and Recreation","8","31674.7","24674.7","2020-10-22T09:08:20.000"
"O20001","2020-01-31T00:00:00.000","TRAMS INTERNATIONAL","TRAMS INTERNATIONAL","6000G","2020","Active unit","TRAM, METRO, 10-19 PASSENGER, E10","Truck Shop","31.16","178","178","ON","282-2865","Enterprise","0","0","176760","2020-10-21T11:40:17.000"
"E242","2012-09-10T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","7552.14","54905","54905","ON","400-2343","Stormwater","8","24674.7","24674.7","2020-10-20T01:01:43.000"
"R6444","2014-07-29T00:00:00.000","PETERBILT","PETERBILT","320","2015","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","73408","73408","ON","450-2281","Sanitation","6","0","289328","2020-10-16T16:15:07.000"
"C157","2017-08-10T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2014.72","30160","30160","ON","110-1125","Codes Compliance","3","8983.6","18400","2020-10-26T09:19:43.000"
"K859","2018-07-02T00:00:00.000","TOWMASTER","TOWMASTER","T12DB","2018","Active unit","TRAILER, UTILITY, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","190-2389","Parks and Recreation","2","3754.28","9839","2020-10-23T15:09:25.000"
"K200","2011-10-04T00:00:00.000","FORD","FORD","F150","2011","Reached end of economical life","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E10","Car Shop","7451.67","114587","114587","ON","190-2421","Parks and Recreation","9","24058.7","24058.7","2020-10-24T01:01:52.000"
"E343","2012-08-15T00:00:00.000","INTERNATNL","INTERNATNL","4300","2013","Active unit","TRUCK, DUMP, 3-5 CU YD, DIESEL","Truck Shop","12400.16","69159","69159","ON","400-1329","Stormwater","8","81633","81633","2020-10-22T01:01:56.000"
"W114","2016-06-21T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","822.66","14210","14432","ON","420-2117","Water Resources","4","14297.85","18216","2020-10-24T01:01:57.000"
"F6201","2012-06-19T00:00:00.000","KUBOTA","KUBOTA","RTV900","2012","Active unit","ATV, DUMP BED, 1-2 PASSENGER, DIESEL","Specialty Equipment Shop","143.25","835","835","OFF","150-1513","Fire Rescue","8","0","14129.95","2020-10-26T07:31:18.000"
"M403","1993-03-15T00:00:00.000","WHITE","WHITE","ACL64B","1994","Active unit","TRUCK, TOW, DIESEL","Truck Shop","6289.15","56487","56487","ON","800-2521","Fleet Management","27","185158","185158","2020-10-24T01:01:37.000"
"K6632","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","2501","2502","OFF","190-2357","Parks and Recreation","4","12708.9","11064","2020-10-26T11:10:14.000"
"K20001","2020-03-05T00:00:00.000","STIHL","STIHL","MS291 20","2020","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","282-2461","Enterprise","0","0","371.26","2020-07-01T07:35:27.000"
"W7777","2017-06-23T00:00:00.000","STIHL","STIHL","FC91","2017","Active unit","EDGER, GRASS, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2081","Water Resources","3","0","276.46","2020-09-30T11:39:44.000"
"K313","2015-02-03T00:00:00.000","FORD","FORD","F550SD","2015","Active unit","TRUCK, DUMP, 1-2 CU YD, CREW CAB, DIESEL","Truck Shop","5496.21","50243","50243","ON","190-2361","Parks and Recreation","5","56390.97","50085","2020-10-22T09:11:10.000"
"N127","2017-08-21T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2651.42","30009","30504","ON","350-2021","Billing and Collections","3","12033.97","18400","2020-10-23T17:54:45.000"
"E7307","2003-03-13T00:00:00.000","STIHL","STIHL","BR420","2003","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","400-1325","Stormwater","17","0","298.43","2020-06-30T14:30:47.000"
"K8801","2018-08-28T00:00:00.000","RANKIN","RANKIN","PTB-560","2018","Active unit","SPREADER, SEED","Specialty Equipment Shop","0","0","0","OFF","190-2437","Parks and Recreation","2","0","0","2020-08-04T14:24:13.000"
"F446","2006-07-25T00:00:00.000","PIERCE","PIERCE","CONTENDER","2006","Reached end of economical life","FIRE TRUCK, PUMPER","Truck Shop","33809.2","133676","133676","ON","150-1497","Fire Rescue","14","302806","302806","2020-10-24T01:02:12.000"
"W787","2008-05-14T00:00:00.000","MILLER","MILLER","TRAILBLAZER","2008","Reached end of economical life","WELDER, TRAILER-MOUNTED, E10","Specialty Equipment Shop","0","15","15","OFF","420-2177","Water Resources","12","11960","5024","2020-10-13T22:34:34.000"
"W499","2018-02-12T00:00:00.000","FORD","FORD","F550SD","2017","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","2049.41","19138","19138","ON","420-2205","Water Resources","2","34695.86","81438","2020-10-24T01:01:38.000"
"N128","2017-08-21T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2490.56","39323","39323","ON","350-2021","Billing and Collections","3","12444.75","18400","2020-10-22T01:01:35.000"
"F20010","2020-09-25T00:00:00.000","ROBBINS","ROBBINS","MID FRAME","2020","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","420-2173","Water Resources","0","0","1975","2020-10-01T10:49:28.000"
"S137","2016-07-15T00:00:00.000","FORD","FORD","ESCAPE","2007","Reached end of economical life","UTILITY, COMPACT, 4DR, E10","Car Shop","627.74","89293","89293","ON","800-2521","Fleet Management","4","0.01","0","2020-10-21T13:55:33.000"
"W294","2019-05-07T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","2120.13","13202","13459","ON","420-2145","Water Resources","1","7197.92","30726","2020-10-26T01:01:40.000"
"F496","2017-12-11T00:00:00.000","PIERCE","PIERCE","IMPEL XM","2018","Active unit","FIRE TRUCK, PUMPER","Truck Shop","8657.42","34250","34250","ON","150-1497","Fire Rescue","3","205850.37","556989","2020-10-26T01:01:59.000"
"SE439","2012-05-14T00:00:00.000","AUTOCAR","AUTOCAR","ACMD","2011","Reached end of economical life","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","27770.17","59718","59718","ON","400-1325","Stormwater","8","88300","88300","2020-10-26T12:36:48.000"
"W7844","2008-05-21T00:00:00.000","WATERCANNO","WATERCANNO","E4035HC","2008","Active unit","WASHER, PRESSURE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2173","Water Resources","12","1495","1495","2020-06-10T14:50:33.000"
